A,D,N_step,S,S_noisy
6.370236331749678627e+00,3.990485405033332427e+02,3.362827663443261450e+00,1.828788458248274296e+00,1.748765508047260164e+00
6.748037214747624830e+02,2.374960095510902249e+02,1.690924017046637307e+00,6.043919268053222105e+00,5.640066105955462206e+00
6.555492841256486827e+02,3.330341775504647899e+02,3.554676529487112546e+00,6.606796965795719956e+00,6.690899623254835227e+00
1.535268862471378952e+02,1.117854453970629152e+02,4.501418561227703563e+00,1.333656104244168361e+01,1.338847373422009568e+01
4.856803534538733658e+01,3.537623624483957769e+02,1.583008209522581033e+00,1.714749534605429115e+00,1.432273291511074076e+00
2.399343159950770712e+02,4.921522208121816107e+02,2.146625420712855448e+00,1.579368295777343612e+00,1.733432712336242743e+00
5.688625109324049163e+02,3.254745359132526801e+02,2.154795072796428457e+00,4.344872901651802621e+00,4.204652941565117708e+00
1.231603503195320831e-01,4.902596433077258098e+02,2.128531925074850673e+00,4.410166996741015331e-03,-2.208274562339190839e-01
2.967706231404036443e-01,4.169372554540747728e+02,3.081591177017054761e+00,6.588627807676994408e-02,8.503242026962129496e-02
2.760930908840287579e+00,3.841068461182443343e+02,4.136767168378358228e+00,1.809699884268343162e+00,1.774005797988500222e+00
2.367813062878592056e-01,2.395971205556982113e+02,2.869289452809916874e+00,8.822505767533743437e-02,1.287498578735669363e-01
2.500909015942195524e+01,2.870381625054874917e+02,1.975033212312190534e+00,2.633258973910966194e+00,2.312109362246078437e+00
1.100162631304918870e+00,1.235710040567829537e+02,2.917354621621681687e+00,2.310241468538513310e+00,2.672687491792987924e+00
1.141192520363999874e+00,4.372802271600747304e+02,4.531173579618916314e+00,8.730239240303712123e-01,7.524922011216256257e-01
1.423350815742530973e+00,6.710689791201874144e+00,1.048831236652079113e+00,5.464799846041331399e+00,5.156867984342048850e+00
2.459589499809308188e-01,3.987002575272209128e+02,2.135536780483741737e+00,3.228494015090959540e-02,1.560533778643394820e-01
9.199787859720842675e+01,4.700198417314064727e+02,3.523109155046041607e+00,2.619252808075299921e+00,2.548291982055064686e+00
4.005804207696137809e+01,1.659201624087752123e+02,2.460760625866047935e+00,6.424342564208375350e+00,6.489314261362956415e+00
2.667057399726176214e+01,3.999752008384861597e+02,1.376259378966132596e-01,2.442021475929537777e-01,1.762804614679460702e-01
1.368303157406252635e-01,2.146388998972736317e+02,1.539648000410097639e+00,2.039816472690502563e-02,8.450092630920991860e-03
5.222237013225613289e+00,4.284727800120364805e+02,1.938703764563365350e+00,8.213797527308448476e-01,8.705343214785715711e-01
5.505723024162634971e+01,3.145104029498155001e+02,2.606240960620223035e+00,3.389144653811847707e+00,3.239814077015267912e+00
4.220720557227244929e-01,2.788309774391034424e+01,2.119964203710813955e+00,8.583390576379346104e-01,9.940869768098461456e-01
3.488440971687051473e+00,1.878320184500584844e+02,3.491989479444581601e+00,3.895227319863378224e+00,3.801247300047469579e+00
1.200429285533298612e-01,9.621475903248633443e+00,3.113115220913198478e+00,7.019450874335315949e-02,-1.037429200907413057e-01
2.125357482421387501e-01,3.746593305897796427e+02,3.395464709231812872e+00,4.333811960131475627e-02,5.874460396581531602e-02
7.341998982761711590e-01,4.354222574552786114e+02,9.246018496976443624e-01,8.404199231627150490e-02,1.730502480144799071e-01
4.556177600107879755e+00,4.980541741280786141e+02,4.635517451662729549e+00,1.639034493800420211e+00,1.593218625476692241e+00
7.127876151867888588e+00,2.631728427020871663e+02,2.987134112255351415e+00,3.076304307168560292e+00,2.903800349752647669e+00
3.452121927971061268e+02,1.956462880749084832e+02,1.385692406231845419e+00,6.139135671039321451e+00,6.263092784301048432e+00
1.847709827405463745e+00,2.622803194526388779e+02,4.508866225059839472e+00,2.470881224511604302e+00,2.118815466087049071e+00
1.218584094184316652e-01,2.217482743264897351e+02,3.187229721033109975e+00,2.440852869370914099e-02,-1.817642985133974542e-01
2.017870945201391919e+02,1.465698519055480062e+02,4.775429701183043107e+00,1.260127846001226004e+01,1.260918303811893715e+01
1.767615257069489187e-01,4.551292423043615827e+02,2.401419794929105400e+00,1.359066527596927525e-02,-2.586212143850442624e-01
2.354875604694378066e-01,1.970917631407341730e+02,3.506790850908396262e+00,1.216563824296954532e-01,1.272552352795293107e-01
7.124048492005975959e+02,4.478310904080613000e+02,2.208146652360700735e+00,2.524647841437627882e+00,2.513675217833934994e+00
1.031482044760506795e+02,2.832502554025533072e+02,1.538354642862112431e+00,2.987417727629737563e+00,3.167165685401371000e+00
2.246036507655079451e+00,4.234577339415750430e+02,3.510063871727378881e+00,1.184394303587082975e+00,1.001436233224424655e+00
3.378433435003506125e-01,3.328041246834772551e+02,1.253823234484821025e+00,5.500613352522817218e-02,-7.017517120310035050e-02
3.523078277734213781e+00,2.346214171302636942e+02,2.532216557358899944e+00,2.563064163272395390e+00,2.629700500212595493e+00
2.273942983846346522e+00,3.581559928612272188e+02,2.643232972972149764e+00,1.184765595708255903e+00,6.932528776670944248e-01
3.146044097623517359e+02,3.627324694358242709e+02,2.639737492054957890e+00,3.887681360193436575e+00,4.507689819976353540e+00
4.731644082492000081e+00,4.346875159579095680e+02,1.005501732703053097e+00,3.771517967933384341e-01,2.374216507009846433e-01
2.129021386579582065e-01,2.304016671418629869e+02,4.387598073929487086e+00,9.741506191447323049e-02,-4.855194863063834465e-02
5.095898972744579964e+02,2.648109668347378829e+02,3.015133026750641321e+00,7.364841600608480476e+00,7.537067102789222872e+00
3.084987828161188972e+01,3.821189692494737074e+02,2.220663234097934868e+00,1.851635012438269223e+00,1.843668644151132296e+00
2.929809798451488700e-01,2.573829222292283134e+02,3.785373035438528433e+00,1.548635065816563461e-01,-2.010222171590619056e-01
2.835937400727510105e-01,3.101805162868441244e+02,1.391863869917532970e+00,4.861387944083498530e-02,1.739993554593574077e-01
7.306896650068486210e+00,1.177281546353530217e+02,3.281377696004368349e+00,6.461164867158000646e+00,6.632240433957842463e+00
2.335370891383355130e-01,4.880494691875176159e+02,1.882316769285509173e+00,1.539375094836078518e-02,-7.459550374682746843e-02
3.365183639268273907e+01,3.179859171088517655e+02,2.101159045457615449e+00,2.497059906245621796e+00,2.440739834587216883e+00
2.921024262976839125e+01,3.252736850390821814e+02,1.788521081421061254e+00,2.023190467776047718e+00,2.120387387227926190e+00
1.343771402710121909e-01,3.725946456416219235e+02,2.671345699112390282e+00,1.258194783086225357e-02,-1.691741021520276611e-01
1.697036269085123195e+02,3.938590098109963833e+02,3.578731314392693985e+00,4.048386519938790507e+00,4.136064232780172212e+00
1.403392152661349428e+02,4.794995618672381710e+01,1.384835945459199191e+00,1.412135929911821819e+01,1.416121900120711707e+01
4.583878254411804960e+02,1.850295255911710228e+02,2.224306795041012030e+00,8.807549758457094313e+00,8.672563235301911533e+00
4.799838080286794906e+01,2.993200960732598901e+02,2.911176114668254211e+00,3.874323071065772783e+00,3.595902696303403978e+00
5.908114852857467980e+01,4.970966414570175402e+02,1.660893645959075071e+00,8.275639406449515345e-01,7.824427744927342498e-01
4.518212136548511726e-01,2.582365058377275773e+02,1.225638216215058751e+00,1.590914618982304796e-01,-1.599298975380322729e-02
1.246106771152580839e-01,1.260267072444754000e+00,4.873484676981327368e+00,7.998451715850787846e-02,2.802665622945407220e-01
1.829163849569656608e-01,4.850992625248122749e+02,3.144045289648412123e+00,1.787227838646560096e-02,4.668935208645023927e-02
7.208507599473113032e+02,2.750927028180369120e+02,3.950198153912934274e+00,9.063869380101793993e+00,9.220286284613774086e+00
3.827237931334747856e+01,3.250791847161271875e+01,8.537895554511276686e-01,1.192576813196669328e+01,1.195269251903558505e+01
6.132346215784443757e+02,1.724471775596704788e+02,2.777735927524886073e+00,1.102811715188417274e+01,1.108069737530117926e+01
2.497683676205658010e+00,4.794097491461985214e+02,9.634619826260126807e-01,2.070583165065510989e-01,5.045853306047495823e-02
1.049267706346421818e+02,1.656127375452665547e+02,2.673413709038618524e+00,8.075732943512054618e+00,8.209342428826483129e+00
1.826399844249331772e-01,2.777940897229819939e+02,2.577365730835007085e+00,3.832307903789845122e-02,3.952627338993033312e-01
4.621901251284173395e-01,1.634867637626672376e+02,1.139463327774366430e+00,3.178000604520411776e-01,2.558625493485328084e-01
1.283906328336789748e+00,3.062923764136213549e+02,1.011714862635699319e+00,4.552511707088618409e-01,3.366962651660320160e-01
1.589545657005286294e+01,2.432243787649238698e+02,4.620442509414951715e+00,5.379204351471842394e+00,5.347637011033771870e+00
1.696819007223831477e+01,1.645247459539407373e+02,4.265480070005381208e+00,7.026472318913473458e+00,6.930216262193249044e+00
9.907083177218071413e+00,4.759540629223152308e+01,2.018644232367940550e+00,9.033417675365020827e+00,8.893121815634312810e+00
4.987171906910081276e+00,1.414887028952932440e+02,6.909005648476373995e-01,2.809622902808347256e+00,2.837261631601980749e+00
2.008263251614582856e+01,3.103517650950093980e+02,1.584144836735930539e+00,1.835323475028996842e+00,1.777139968418978810e+00
7.356133149127408615e+02,2.572232864862831434e+02,2.678158429908456650e+00,7.514845122585748882e+00,7.802619841354280439e+00
6.797015212816797991e+00,2.218943875243985531e+02,2.447010599350913918e+00,3.250349198183446031e+00,3.250389526774470905e+00
2.238131951209512351e+02,2.859628826702943911e+02,3.322389579389726233e+00,6.177090274303225215e+00,6.241872669829510833e+00
1.672968871096472132e-01,1.875043854795597724e+02,7.753781817484600714e-01,2.694228988706486375e-02,2.173466634870251935e-01
3.486173753868695435e+00,2.596156368535627053e+02,3.116170430068254671e+00,2.615578141622937114e+00,2.555426971122028323e+00
1.745764968991550603e+01,2.863950442453883625e+02,3.319193296618241362e+00,3.680193323786250748e+00,3.967540631804038487e+00
3.028881081620132676e+01,3.574675818534581140e+02,3.047326052146723807e+00,2.828109917615482249e+00,2.701571075111459663e+00
1.000168931283505369e+00,4.818783932593333930e+02,1.712283607746201586e+00,1.909365766047635971e-01,2.927103622753859935e-02
3.955159972975961225e+00,1.125155982926875851e+02,4.743141735219237098e+00,6.322021144700292972e+00,6.248767740930242454e+00
6.137968777528940336e+02,4.879764328361559365e+02,4.938859904039588633e-01,4.002914386034095995e-01,3.773479602099822361e-01
3.939154510646369545e+01,4.925927338308771937e+02,3.784461706888216259e+00,2.189819618949285118e+00,1.909555978929474707e+00
2.187081634168943012e+01,4.034670084855808341e+02,2.056392093905708318e+00,1.419827454440321324e+00,1.412808497614552072e+00
1.824714159322809726e-01,3.575082617304674955e+02,4.431364810925447983e+00,4.318576106376416368e-02,-2.903115570241200927e-01
1.616981423419442399e-01,3.417547718189234729e+01,7.203013397831575793e-01,9.986820153672888722e-02,3.782958816458286133e-01
7.007995129488474584e-01,3.900588609366422475e+02,4.587927411560797530e+00,5.495939208979652157e-01,5.333945306164263878e-01
3.558697747137715139e-01,3.056317295755966938e+02,4.542611594967610467e-01,3.795402751946962833e-02,-9.043751741972519409e-02
8.609931913187350574e+02,1.248394143391969919e+02,2.107816961350602369e+00,1.330941189230590105e+01,1.312774426864918631e+01
1.025624981139142966e-01,1.210836147456473242e+02,5.621211474952936271e-01,1.490890798448334283e-02,-6.197718685715601639e-02
2.906525360730613183e+00,1.668012043252029457e+02,4.612680650670408333e+00,4.546990949948357397e+00,4.502375056262271968e+00
1.712733524278860775e-01,1.605854836992323555e+02,1.535341862940879487e+00,4.818367057039858042e-02,-1.607185225518735217e-01
3.631133642663517946e+01,1.996739632133818816e+02,2.813925950311126467e+00,5.699139643272268962e+00,5.515180624507702412e+00
1.535086344134097280e-01,2.653796971440304446e+02,4.715789254108708306e+00,4.395535969310297719e-02,6.520358680795652895e-03
1.877753335784748123e-01,3.951861660416496989e+02,2.643054627470532658e+00,2.320848506611168996e-02,-8.094826449301650850e-02
2.088190051766889155e-01,1.989377209892508915e+02,8.514184211770803312e-02,2.324196291214444127e-02,2.110845836478086879e-01
1.222195063384104552e+00,1.408544888072249535e+01,3.944310471295081832e+00,4.731642702424093905e+00,4.959216777273199206e+00
2.020376330716022650e+01,3.453495080198011919e+02,1.520100081174935447e-01,3.936842897115441775e-01,3.968885304315221130e-01
1.666458375966142285e+02,8.255096500589531594e-01,1.631365009774359276e+00,2.055558142457012494e+01,2.065030133898103060e+01
1.171564862858965217e+00,2.356865375125923947e+02,1.105124908397639993e+00,7.324926607819868263e-01,4.654549860569628383e-01
1.357326181457988223e+00,3.274340302284861082e+02,1.292568430935487900e+00,5.036168370676377126e-01,6.311003789541607123e-01
1.985768310488108455e+02,3.075147269078933050e+02,1.325515699099710787e+00,2.622198790086197384e+00,2.616082096183544703e+00
9.633708933820336995e+01,4.065381281820889967e+02,3.887548054168370903e+00,3.736680153686131600e+00,3.833613816876299207e+00
3.215577590837874200e-01,4.722857128817614125e+02,2.168917208781681705e+00,3.922815286043106198e-02,3.592993791791629921e-01
1.680334479004188495e+02,1.664691328858792758e+02,1.558952458270278507e+00,6.824815189719039665e+00,6.368643638450167010e+00
2.113510620589579787e+02,3.626529951096914601e+02,1.426674482392050081e+00,2.008243750577932918e+00,2.060433386388618615e+00
5.144025754174827991e-01,4.324357392675326537e+02,3.526135012250921630e+00,2.105896905726867829e-01,-9.234122060885863181e-03
3.219526427046672268e+01,4.217184996909066399e+02,3.715872837029905451e+00,2.684944211805871728e+00,2.803383550086769205e+00
6.123144201367525241e-01,3.985753167792261138e+02,2.552317398258761028e+00,2.317623978382367667e-01,-3.090028964745644702e-02
9.418263745862760494e-01,2.608524031043871787e+02,3.673198962389773836e+00,1.143200695195114580e+00,1.044120781794315889e+00
9.462873213416266083e+00,3.920939997326863136e+02,4.325551864886328701e+00,2.666369440775973043e+00,2.706916191928047777e+00
1.227100439917153274e+01,1.181163518745728140e+02,2.409901040372966818e+00,6.483158593298729677e+00,6.605860470585803945e+00
8.243925560143365416e+00,2.565912610768795616e+02,1.112696205648247449e+00,1.636184999060683820e+00,1.651143816927998165e+00
1.460710708896552745e+01,2.728977008533738626e+02,4.445271666808706890e+00,4.626159317272148463e+00,4.467593129474586533e+00
7.122930481030037564e-01,7.494011242576497978e+01,4.400364903010817841e+00,1.857828379890303028e+00,1.747121936347221460e+00
1.301132342998967601e+02,4.320052097092791428e+02,2.396268951944404701e+00,2.129578003475398607e+00,2.306478581725274424e+00
1.292390176032323090e+00,2.217148455076632274e+02,1.150896421665386526e+00,9.161201322091093724e-01,9.150202090718017045e-01
4.474383026935307157e+02,1.991152295550391216e+02,1.043096158931981599e+00,5.465226604472314342e+00,5.128463725104102977e+00
1.149797114343316373e+01,2.930797926155830169e+02,1.619980977741219519e+00,1.829245945449380795e+00,1.997978487103319045e+00
1.639593590027106140e+00,2.956296724236503906e+02,2.736411236142975767e+00,1.344934321459889226e+00,1.428184017402584161e+00
4.983513166771154634e-01,1.694241108835306022e+02,4.969304270648033039e+00,7.304258869030397783e-01,9.051089959534290852e-01
8.726012879478300732e+00,3.468188393124867162e+02,4.383998001810899936e+00,3.116689868203405656e+00,3.049364374928069221e+00
3.200289013530314364e+00,1.513806075807812590e+02,1.320543641200814244e+00,2.863098989717035359e+00,3.028730293402357443e+00
3.107242603455968322e+01,2.706364763530494315e+02,5.764760011519259875e-01,1.363119219250947367e+00,1.150906235250612308e+00
9.859124037289138442e+00,6.675467051533989782e+00,2.175188143815448782e+00,1.181905150703630802e+01,1.193305146920939919e+01
1.405525702989370018e-01,3.500627321399329617e+01,3.015032077320498161e+00,8.587380169034043720e-02,-1.220226023527096193e-02
