E,B,sigma,sigma_noisy
1.343910227009569303e+00,1.972803842930395124e-01,1.275126769124743120e+01,1.261205750386624658e+01
1.388795842347094300e+00,9.883865658280701627e-01,1.159233859658792554e+01,1.156977801351181689e+01
3.358458923618041214e-01,3.294602335091023626e-02,1.873976266358866027e+01,1.865222043776264371e+01
5.753873981783529795e-02,-9.949589317102209840e-01,8.894607424970494947e+00,8.994748447538510661e+00
1.404706733126556417e-01,9.403970500992491210e-01,6.279193543783753739e+01,6.280634397468752894e+01
1.929278066919111190e+00,1.003708112721477530e-01,1.227316775920044201e+01,1.235137621145643116e+01
1.294985517463670854e+00,-8.699683261135491286e-01,1.229530457730170845e+01,1.230876677083615434e+01
1.894344266321880577e+00,-3.102112897613180653e-01,1.264847584930690338e+01,1.267476596101540665e+01
7.052748741554702994e-01,9.176389965847941976e-01,1.621296890305123384e+01,1.613466901132819586e+01
1.512890937556213844e+00,-3.375490498189337440e-01,1.277751570193442276e+01,1.284432044459163791e+01
1.401439410697168930e-01,1.111763588919278956e-01,2.436407504293631376e+01,2.454254487036701704e+01
3.407482795300126321e-01,-3.460529449493310317e-01,1.439390601727378893e+01,1.436293726172203478e+01
5.614953363952600585e-01,2.251695056544853468e-01,1.737457416924875986e+01,1.731529671647734503e+01
1.105133320884476023e+00,-2.710248494030453870e-02,1.333865445050810017e+01,1.332287078028906535e+01
1.119243671380911076e+00,-3.419010161842370721e-01,1.299439673618582169e+01,1.294626870782570904e+01
1.002983040090959621e+00,-8.096183748310739059e-01,1.197689583723768791e+01,1.190674790737233302e+01
8.546825334178344002e-01,-4.340451884188269993e-01,1.296349774012968936e+01,1.297731710452650589e+01
1.155653269074806255e+00,2.414070603800375636e-01,1.320686626734917368e+01,1.317777451404416489e+01
1.933658166821798252e+00,2.889314594513248124e-02,1.234319437294461608e+01,1.248708173232888186e+01
9.215783253673771602e-01,-1.124224499024057966e-01,1.372187282702883593e+01,1.372189299132434748e+01
1.676568129378825711e+00,1.438515306811776195e-01,1.236456537884566131e+01,1.239695657660880457e+01
1.211852104134236718e-01,-2.499824580817608943e-01,1.694410538547539247e+01,1.703930757227537285e+01
7.773186418878146320e-01,3.846254741425081392e-02,1.468892262737418619e+01,1.465884704212373180e+01
1.125387922848374300e+00,1.455801769815534552e-01,1.332888112912541345e+01,1.347255478313430643e+01
1.244437905753325024e+00,4.298703274138324648e-01,1.277293956425387833e+01,1.270967014300186726e+01
5.075364964647024468e-01,9.275135730373336163e-01,2.104846861908796996e+01,2.096763584889935572e+01
8.045891168383245695e-01,-5.499376068292496367e-01,1.257185420722874269e+01,1.253522750534371788e+01
1.894542275784023344e+00,9.519057313446237512e-01,1.136120425914633181e+01,1.134973251994961885e+01
1.301213000483778526e+00,9.703709353235088209e-01,1.179152773258401865e+01,1.165139591257411311e+01
1.174082834340466341e+00,6.138680339423232546e-01,1.277152632776892993e+01,1.276801684935604442e+01
1.399444339344834698e-01,4.300330469218700546e-01,3.532989806710409653e+01,3.516314940806015699e+01
1.138307527098639249e-01,-8.632980912724306233e-01,9.976012824502797471e+00,1.011522666455734765e+01
4.306829111858085923e-01,5.602354437465690840e-01,2.251691111688117530e+01,2.250881142174040761e+01
2.842673239387796813e-01,2.225269183023868003e-01,2.269012461660329549e+01,2.262592884413369632e+01
1.967662359253842475e+00,-5.006423426432120571e-01,1.276337129920207936e+01,1.267253748737372199e+01
1.546682372930165139e-02,-5.156655410174106891e-01,1.351955732646272423e+01,1.348111427904190407e+01
7.380286230692290061e-01,-3.327951826991881745e-01,1.346319726346108325e+01,1.344088931661804054e+01
1.262606747513652095e-01,-3.576580652030705298e-01,1.524642265785502104e+01,1.514197156129388588e+01
1.283621011052176408e+00,-2.013041471464724896e-01,1.295380828384336169e+01,1.286182877446107753e+01
1.026010721289696281e-01,6.151878857612169682e-02,2.408285252181517677e+01,2.406413502130902415e+01
1.461351747280273949e-01,5.807446641665987563e-01,4.163189902556727873e+01,4.157982065078771683e+01
1.690855861601565924e-01,-2.042491160429964481e-01,1.724286784551442508e+01,1.733678915588225777e+01
5.508524112927302152e-01,-9.436582044771100186e-01,1.055328732209556719e+01,1.066707435952011984e+01
1.156952555313334630e+00,3.813980320792047518e-01,1.310883138208859755e+01,1.311043350244858630e+01
1.612842749085398930e+00,-9.966979613997641874e-01,1.258126645547865330e+01,1.262862641268410613e+01
5.417112531575090095e-01,-5.725384994963045315e-02,1.573299567258206721e+01,1.559947683521955497e+01
5.735104025732381539e-01,3.097361209139444238e-01,1.767208468838908075e+01,1.773582645933234048e+01
1.650719466464354523e+00,2.300589076315731063e-01,1.229543317829737958e+01,1.229237483134605391e+01
1.494437276550881988e+00,6.261525127283560366e-01,1.198086027251816965e+01,1.202932710411325345e+01
2.623613492310959416e-01,8.891428515270456412e-01,3.699738335137324441e+01,3.715741896453261006e+01
1.614634380065650410e+00,-3.341234684564828861e-01,1.273955212004537074e+01,1.251146634441093397e+01
1.664189706184209472e+00,4.506119804387658245e-01,1.202716135827660260e+01,1.205325617618194478e+01
3.638733092985407258e-01,7.297429570701305934e-01,2.686594536466760630e+01,2.675603345835082081e+01
1.257626517159381674e+00,6.868739987636265365e-01,1.238235143396884297e+01,1.244157110310929149e+01
4.015198074242635196e-01,5.943012671169043415e-01,2.386807000426376391e+01,2.373673866052091697e+01
4.945504969358842651e-01,4.340961241754870414e-02,1.689287503987708661e+01,1.684333508317668660e+01
9.930714531039975812e-01,5.683759989307453075e-01,1.371321739918438887e+01,1.373349077476042623e+01
1.049217855622108786e+00,-5.275345925017087545e-01,1.268728908002886158e+01,1.274864001867239871e+01
9.632766956423927107e-01,2.636504430751829275e-02,1.381745426935290411e+01,1.382493367828656083e+01
1.086870696075375342e+00,9.159080341349534748e-02,1.344388659121896445e+01,1.336460349732018393e+01
4.341977060866503701e-01,-7.002395502969400720e-01,1.159128158942379017e+01,1.153592836765225016e+01
1.559374932574544959e+00,7.280208388371165462e-01,1.176110956250851380e+01,1.184955985163345105e+01
5.629183399369305230e-01,-1.131406179693470460e-01,1.522078908127272001e+01,1.522023911970406651e+01
1.826239746541029385e+00,-2.035390817798434782e-01,1.258893129784073217e+01,1.242054985815662604e+01
1.035159054143283353e+00,1.723191704623321385e-01,1.365156582743813729e+01,1.373593209826510630e+01
6.143312653597237105e-01,1.825186896946016102e-01,1.651818029173768565e+01,1.655980513970903445e+01
3.570239659915173114e-01,-3.223035564658776053e-01,1.455760795798197549e+01,1.464494951250716959e+01
9.755558852079002641e-01,3.872753572499467722e-01,1.394317621625470771e+01,1.390951346961703905e+01
7.588316273011911361e-01,-3.944775696768749729e-01,1.318261107488328676e+01,1.326542672672594847e+01
1.249956643536646039e+00,8.254590541219775091e-02,1.301280807610532086e+01,1.290670158410515356e+01
1.001934569419670185e+00,-9.732981317938640409e-01,1.155548727409392029e+01,1.161248725518046676e+01
8.354979902138655323e-02,-8.599749071440268011e-01,9.943229495895494097e+00,9.894191464932688973e+00
1.667858589928981949e+00,-8.328142568526195610e-01,1.272748854729398182e+01,1.279492371778599669e+01
1.128311388475980309e-01,2.374649875489325268e-01,2.938594611077169105e+01,2.948651052241332948e+01
1.656914376079828610e+00,3.065806013432648136e-02,1.248835570261965700e+01,1.241475668741880334e+01
1.627371790399384732e+00,-2.791423616607857650e-01,1.271457502516321725e+01,1.270945207721334214e+01
1.848726419322247905e+00,-2.576331326735430416e-01,1.262215704765121060e+01,1.262605251029681064e+01
1.332158071891550222e+00,7.974762888673814221e-01,1.201276641645543108e+01,1.213173289823949297e+01
3.296410318696475494e-01,4.530386398816328430e-01,2.504644883556026258e+01,2.511750464469724164e+01
8.894395287935351613e-01,-4.570815230394909001e-01,1.287601812521709377e+01,1.275409037081604779e+01
8.844709937392364330e-01,-2.973416020489871858e-01,1.334819495456945759e+01,1.339395578064031334e+01
1.268342643099010569e+00,9.059127772065613815e-01,1.198529730879234023e+01,1.205980622973025440e+01
7.684636894840467525e-01,-2.360135895292261310e-01,1.378381610628069964e+01,1.399619669587347381e+01
1.354599395058545541e+00,1.431492734366712760e-02,1.284325589809284018e+01,1.267534098841742107e+01
4.157756863946970305e-01,4.676082569151536195e-01,2.218945007516189349e+01,2.213581484516849329e+01
7.131680485116518309e-01,-5.474063145532492847e-01,1.256457421021216803e+01,1.269791132902090069e+01
1.091193688461835398e+00,2.984478156908345614e-01,1.341514407594225489e+01,1.327963704608158579e+01
8.610255919167535410e-01,-5.317051575733615643e-01,1.264516091761455918e+01,1.252521485922208733e+01
2.538260450303104765e-01,7.204534719740336435e-01,3.473231122077443445e+01,3.478401944031246273e+01
1.931997960317383578e+00,-1.678533672350359662e-01,1.252597859578471962e+01,1.262781946187259763e+01
1.385677850251578080e+00,9.534873780016368539e-01,1.165397997915060380e+01,1.158711193041304810e+01
1.667739804804141412e+00,-8.717761264113963460e-01,1.271158430414972074e+01,1.276559702137892671e+01
7.213468851154014594e-01,6.817563429396034103e-02,1.512752832977477446e+01,1.513922385671776993e+01
1.890342861236483873e+00,-9.074602711356671847e-02,1.247126298560703184e+01,1.262313788900890543e+01
1.626769730100156686e+00,-4.173495878902266920e-01,1.275731983626950594e+01,1.275716799229863163e+01
1.959217428719892906e+00,-7.511668776736499797e-01,1.287434532036405344e+01,1.297337005156085965e+01
4.028145622557128824e-01,-8.392977764588553935e-01,1.072441585537337971e+01,1.063410406944195330e+01
9.595672584354777435e-01,6.349313442993622658e-01,1.385640201968145213e+01,1.383791413473525012e+01
7.778394982040151007e-01,-6.500096564857447135e-01,1.218534607313640628e+01,1.217567562776022427e+01
1.231651041250043432e+00,-9.356346320021655671e-01,1.208925345390833961e+01,1.220316424865686145e+01
5.079372699992406037e-01,1.178985380783275083e-01,1.732587926083728647e+01,1.738384056478933104e+01
2.099398566038658265e-01,-5.549773387641590006e-01,1.267567129696088379e+01,1.260049598383152691e+01
9.584670077895400819e-01,-2.604527844683357518e-01,1.332348438434133087e+01,1.339168116070932513e+01
1.282549153674070519e+00,6.202726256859076859e-01,1.241303977700441230e+01,1.249010290464717343e+01
7.741906827977065308e-01,2.028062755370942938e-01,1.514302826152806425e+01,1.513186368929611980e+01
1.975004292005411610e+00,-7.016784416480745801e-01,1.286150675395701803e+01,1.283574052245383790e+01
8.179176565763073281e-01,-7.426016576836886873e-01,1.189742936540137030e+01,1.187804904085911417e+01
6.066329294512480264e-01,1.935385299406966464e-01,1.665655502289949652e+01,1.648705578230060809e+01
1.629656671948027880e+00,6.848765023194678392e-01,1.175632471145392977e+01,1.177519901226639121e+01
9.387127080352641872e-01,-5.421904162634971769e-02,1.378053597759122084e+01,1.380399377051394971e+01
5.537013975714222269e-01,3.486204821861036418e-01,1.818702615921095145e+01,1.810047330683505251e+01
5.801171386984969036e-01,5.836040779096065556e-01,1.863169539695908838e+01,1.870594002194659566e+01
1.894840020596034291e+00,-6.776735103233955115e-01,1.283641399915081038e+01,1.269911730556844809e+01
1.923856128838244972e+00,3.113298143798199913e-01,1.205314680102808822e+01,1.199796551888879215e+01
1.296011423523544259e+00,9.535348622103123617e-01,1.183288396146036625e+01,1.178536205456121166e+01
5.647482735827797917e-01,3.729982293733506982e-01,1.812723656551417406e+01,1.832598754871306568e+01
1.425624397000780030e+00,4.127312776992126953e-01,1.237338621230458990e+01,1.221346780597880155e+01
4.413712690528565075e-01,-7.804654811682831816e-01,1.112957414462479733e+01,1.118583717014542422e+01
6.509485279537324809e-01,1.523977132574265703e-01,1.601514069435096133e+01,1.610935302210985753e+01
1.088055355808503322e+00,-7.062373951459912647e-01,1.233103227517064759e+01,1.236880483157463395e+01
8.082768807174458559e-01,4.212822052048363908e-01,1.517637706279479737e+01,1.529455785723013683e+01
7.085374866428277851e-01,-4.345236270731933637e-02,1.477397869131793584e+01,1.467370492260529424e+01
1.948527514678111361e+00,-8.854026809736894599e-01,1.289782006582608531e+01,1.266979420559486691e+01
3.487102872147006538e-01,-5.619268109020394419e-01,1.251111789440388122e+01,1.258779968330090782e+01
1.231419332309341419e+00,-2.196875868028596024e-01,1.300438675045899117e+01,1.288480393399188273e+01
8.669736507286060490e-02,-7.102269678674539843e-01,1.123223221780603609e+01,1.119959223015144190e+01
1.925123268964698264e-01,-3.348114020864796370e-01,1.518881832350207617e+01,1.507093372375959817e+01
4.278920499733318561e-01,9.985202487169690944e-01,2.443398220365200757e+01,2.453921638934696148e+01
1.983455530068784833e+00,-5.604227592929404977e-01,1.279722490427224280e+01,1.288373992775898458e+01
1.455585032063321904e+00,1.476833385541436172e-01,1.260243272722729735e+01,1.253042636103659824e+01
1.737395810302105659e+00,-9.911507404544088740e-01,1.272447504906180349e+01,1.281482423352276889e+01
1.084727314270659132e-01,8.955241537730398438e-01,7.156121018982554460e+01,7.157333791575752002e+01
1.366062520778819067e+00,6.863755943345977162e-01,1.211345703734636281e+01,1.209951815429038824e+01
8.854735940776514713e-01,-8.461464864746619519e-01,1.167177918153935323e+01,1.167752084774359034e+01
8.386756976251452667e-01,-6.718448317523173507e-01,1.216540466337181670e+01,1.214512972738682173e+01
1.419427040553463693e+00,1.778197876904044072e-01,1.263173787624400468e+01,1.269323840262510217e+01
6.235547115658053308e-01,-6.835519017123421470e-01,1.188944349138328604e+01,1.192047824842759418e+01
1.031800968309339206e+00,-3.627295157819512283e-01,1.302724321025656451e+01,1.299229649561318212e+01
5.288421964291957211e-01,5.737172029382491267e-01,1.976266594289067768e+01,1.986329151747223420e+01
7.888941004788930789e-01,3.812782636644287404e-01,1.532065287932472231e+01,1.525950531784834041e+01
1.071319088657456842e+00,2.788106471150815224e-01,1.350314933447202392e+01,1.353184269877876922e+01
3.241831956242636759e-01,-9.160136490113985896e-01,1.010788420654877484e+01,1.015009974367400680e+01
5.596123725913551006e-01,-5.751118418607910066e-01,1.240304519579130726e+01,1.255092590177495993e+01
8.466077513908651930e-01,-7.607440754707490704e-01,1.187789729097839952e+01,1.182735315464350201e+01
9.507684772710293108e-01,1.270978657580033033e-01,1.398253957994596419e+01,1.415684782457700486e+01
1.602007896341926418e+00,4.930672485205505051e-01,1.203046628347906655e+01,1.204808277864130872e+01
1.289470726596522843e+00,-3.680526095084402094e-02,1.296211162200111566e+01,1.294271393093585765e+01
1.129355232379013474e+00,6.119840351767902309e-01,1.295330305648912095e+01,1.288605578139526031e+01
1.741036113463789059e+00,-8.487645661406455488e-01,1.277553330050895397e+01,1.283416264241440707e+01
4.027242409057598116e-01,-7.022432769757702697e-01,1.154498449979821828e+01,1.154987802424245658e+01
2.171252400042895936e-01,-8.737681687016665144e-01,1.011651765858320218e+01,1.000615673199042277e+01
7.935131746017936027e-01,-1.861764972334276624e-01,1.389471745321812080e+01,1.378192873559225795e+01
2.830080115589836409e-01,-6.033016308318950305e-01,1.220077782398935184e+01,1.214522590320929929e+01
1.116402265820724438e+00,8.502009251913420496e-01,1.261467711740537467e+01,1.254707651701825810e+01
1.151550230811110742e+00,-6.895112128239349047e-01,1.242570158891138377e+01,1.253473182808410513e+01
2.718711640018834363e-01,6.060957678746645705e-01,3.083588509861332838e+01,3.097343892841034574e+01
1.434947449445822754e+00,-8.634732493686514410e-01,1.248350894134687650e+01,1.257036490373362803e+01
1.117513572016966217e+00,-5.243406395524841113e-01,1.270508573389280116e+01,1.274087262289590683e+01
8.521321685965858039e-01,-3.170692662563014963e-01,1.333865782425817059e+01,1.329583400347370947e+01
1.835788728865623165e+00,8.219500621029616205e-01,1.150185544342193289e+01,1.150730376451395820e+01
