dP,R,mu,L,Q,Q_noisy
7.847099061251342937e+04,1.861471941838708719e-02,4.843160180243246543e-03,7.996280251987608612e-01,5.298735440876238822e-01,5.271622586501890639e-01
1.238360940135750934e+04,7.084397378877137219e-03,4.188211658971888185e-03,1.973804151660044637e+00,2.851407130890705639e-03,2.893109716918018052e-03
5.021316565610066755e+04,1.641777570494995508e-02,2.043536079470996067e-03,1.745817866790746242e+00,2.447019432462103350e-01,2.430844757466866513e-01
4.346691128830954403e+04,7.876396445854225853e-03,4.940729118334074785e-03,9.758126856444780950e-01,1.610670754598831494e-02,1.721634554523683927e-02
5.293666050736145553e+04,7.145549953745149001e-03,3.888633575176614083e-03,1.297066048616471345e+00,1.197946694555675033e-02,1.214757281468457385e-02
2.148586178464626573e+04,1.158865833930405181e-02,4.185643650844662195e-03,1.043181632879341514e+00,3.145709905186240551e-02,3.200550450404940350e-02
3.002561793516451871e+04,1.526089515767356866e-02,2.141703717631816828e-03,1.050749335519418404e+00,1.799534030444275290e-01,1.788882783156242329e-01
6.058464310897384712e+04,1.766253026918569030e-02,3.185266225361903149e-03,1.265372840914914310e+00,4.006666078692811550e-01,4.024950381072766592e-01
4.489922040903585730e+04,8.122265680734902515e-03,3.300497582883127508e-03,1.074794760799863802e+00,2.077023863457410496e-02,2.279031200172455113e-02
8.124905850313065457e+04,6.495559114469810942e-03,1.747281195028948771e-03,1.990107284307576663e+00,1.374023192811157576e-02,1.267546088548536336e-02
6.446229303497630463e+04,1.689069379910158528e-02,2.655648338445536823e-03,6.272703028263121316e-01,4.323607614595796900e-01,4.327335765814460111e-01
8.751400163082947256e+04,1.176525837663031440e-02,1.722163827149959065e-03,1.861897410727937574e+00,1.430487238965407193e-01,1.423754214681505204e-01
7.591247535930440063e+04,1.414354502636139960e-02,1.795771108196802688e-03,1.544287579793319543e+00,2.668045368091258585e-01,2.667809668722651018e-01
6.416411029827084712e+04,1.376302260509570594e-02,3.444155119606787108e-03,1.872240844365030243e+00,1.156749582745531801e-01,1.144093212953286171e-01
3.588540419763961108e+04,1.641226244684343763e-02,5.896121986595664367e-04,8.846461047655000964e-01,2.489013546242216102e-01,2.507685001388022528e-01
8.044844211335516593e+04,1.984338370053435538e-02,3.911856062435974807e-03,1.641936973111989273e+00,5.342571791349106647e-01,5.332879996238280018e-01
3.261408203539736132e+04,1.472137233700177711e-02,2.682680183066620677e-03,1.568563024886410862e+00,9.887596072181208118e-02,9.857987690681459247e-02
1.676900006329640019e+04,1.047817306247913680e-02,1.065429107137340348e-03,1.325841999323534193e+00,3.423426740128825141e-02,3.473575033239877097e-02
9.665781205989050795e+04,7.623347382059553201e-03,2.673553988288901624e-03,1.439314191897442141e+00,3.283898831505008276e-02,3.219142763663395551e-02
5.860100845868222677e+04,6.543182284341476397e-03,2.189467246130411687e-03,1.161922510961388655e+00,1.487193146284788471e-02,1.463261903311558268e-02
7.965048677948302065e+04,1.537331237523665434e-02,4.432882909826020915e-03,8.646279829908252168e-01,3.622731107156328956e-01,3.617094708692059069e-01
5.763005268673240789e+04,8.826554125669556702e-03,3.528203763828551345e-03,8.312733029150850550e-01,4.775572681485924093e-02,4.762226606002294832e-02
6.504217573346393328e+04,9.164017094957368353e-03,1.510622843330161440e-03,6.098532386973203323e-01,1.386400859222109705e-01,1.374695432871106682e-01
1.305030254648556183e+04,1.165020313922478234e-02,4.620474453463977588e-03,1.156481658975712312e+00,1.865615076825316576e-02,1.821816269265086677e-02
2.681143114184276783e+04,1.291397807502037837e-02,4.395992770699487344e-03,1.934007021984550656e+00,3.180940901668625337e-02,3.160251609197400890e-02
7.072204558912996436e+04,1.124222030235695960e-02,2.944808551123861539e-03,1.948158276093993502e+00,6.457777313042586953e-02,6.424404712662173944e-02
6.135081381572483951e+04,1.933556524605020005e-02,8.422366211071488987e-04,7.841753539712337240e-01,8.313633114024585047e-02,8.319302109513965204e-02
2.426995305880413798e+04,9.471366612191178119e-03,3.484491279909158069e-03,7.684495613698408834e-01,2.578239192580469852e-02,2.548928970644797828e-02
9.568263418535662640e+04,1.403027940767672885e-02,2.403694918062502812e-03,8.642037831146140991e-01,3.635395454744859145e-01,3.642927568829252838e-01
2.389182692926638993e+04,5.243681374882922484e-03,3.321405400080420112e-03,6.287237741829967419e-01,4.247941718702389138e-03,3.924745792916559117e-03
5.592729247648167802e+04,5.956577624906570292e-03,9.419546676203008947e-04,9.169723985085573847e-01,2.201036851910320377e-02,2.187371892280732047e-02
2.296025875173319218e+04,7.984203219021003203e-03,1.017313505689068469e-03,1.169548671441295262e+00,1.985582374452678905e-02,1.919104240853093668e-02
7.456345534956111806e+04,9.220143106056202104e-03,1.174486636253056944e-03,1.000676948494994001e+00,1.169862334469297660e-01,1.164597186068145329e-01
3.486817126856374671e+04,1.199484978987492775e-02,2.969262938486684055e-03,5.773490281493924847e-01,1.375502707511954414e-01,1.362857779603757202e-01
2.207205776096049522e+04,1.361311102893709296e-02,3.746617440872778218e-03,1.894136700484042812e+00,3.589603072092291403e-02,3.641481564180087949e-02
1.413884626034641042e+04,7.488816629856402847e-03,2.062908111193953366e-03,9.468994540960422590e-01,8.202609133000715938e-03,7.060091115348224138e-03
2.573519841078612808e+04,1.367974635670977934e-02,9.198585782328783144e-04,1.229471045434116450e+00,1.396355289281820955e-01,1.388896725299937629e-01
2.726188450512097552e+04,6.227345598451139788e-03,1.241805684828670023e-03,1.405839782920387915e+00,7.339242279378758137e-03,7.698486931389962595e-03
5.832748716146133665e+04,1.088412074014660433e-02,1.936131500791074414e-03,1.324019390805873719e+00,9.152806549359542021e-02,9.193063885953994818e-02
5.059349975542521133e+04,1.697145621509999619e-02,3.526544897098935448e-03,1.061949049446572646e+00,3.321161370960454828e-01,3.317160223450403844e-01
9.615649305281836132e+04,1.212488028653270662e-02,2.021831615341973531e-03,5.769388982269549881e-01,2.714281445615877586e-01,2.694088787510989791e-01
9.587362031799781835e+04,1.499102532651394246e-02,3.699208876538401594e-03,1.400694799461775109e+00,3.063449858603377041e-01,3.067654991476332915e-01
8.168914994215873594e+04,8.353563361911887225e-03,4.551276705104934442e-03,1.949680178362021454e+00,2.006689555946553419e-02,2.032645901835759480e-02
7.044288705826329533e+04,1.561287087345187424e-02,1.924707388570323164e-03,1.445847159588373509e+00,3.447353905635635041e-01,3.433230093480917344e-01
8.605207824115117546e+04,1.976456662436544900e-02,2.431962878641570278e-03,1.113719115506673241e+00,5.193201993443199438e-01,5.200905214271144272e-01
9.448766456318960991e+04,1.476423607739758143e-02,2.439315565516785370e-03,1.235867913455151346e+00,3.696583273424757787e-01,3.689572275420423542e-01
1.203559559983024701e+04,1.970778929923177464e-02,2.415678732567366239e-03,1.514914780076868972e+00,1.219877560724383636e-01,1.208615679562850681e-01
2.062947044357728009e+04,1.750811766362224409e-02,3.273432059315349238e-03,1.471955245911860999e+00,1.093829446771578950e-01,1.094786753881221569e-01
4.242374962152788066e+04,1.652320538354733193e-02,4.223090451540522511e-03,1.203815103052161328e+00,2.013906183491753765e-01,2.012121479177761685e-01
1.842281677383397619e+04,1.218791361667094508e-02,3.082360507528925271e-03,7.817623368574040388e-01,5.097420084348183722e-02,5.117682484447298730e-02
6.395720257479494467e+04,1.361114487516462343e-02,2.277529891080971522e-03,1.066669367152190073e+00,2.494112677064603822e-01,2.478055196481359357e-01
3.343278001132977806e+04,8.707130121703487990e-03,3.125619159459513789e-03,8.132673615743795104e-01,2.679904745301581875e-02,2.861127756928819044e-02
3.379057562190929457e+04,1.811840681480224313e-02,4.578056221657024819e-03,6.841820528861584094e-01,3.636388460421253188e-01,3.630361874275815914e-01
3.594951897830789676e+04,5.201320693736056176e-03,1.443948112986871181e-03,1.975227255650103153e+00,3.546595104894541880e-03,2.006935796398131092e-03
1.879440918259510363e+04,1.696100772581662919e-02,2.421983102435367428e-03,5.151381449662462142e-01,3.055183737766423158e-01,3.061372159652094860e-01
7.668500079143430048e+04,1.910059525194219426e-02,3.670798239541437757e-03,1.742281206565414964e+00,4.542841142888910944e-01,4.539293101587899004e-01
6.856051866396851256e+04,9.977604872263255709e-03,2.714684563279443682e-03,1.408200716785409368e+00,6.030696841363585720e-02,6.063182689940876252e-02
6.458572815771361638e+04,1.699925602515458406e-02,6.238633441069520256e-04,8.066722502301084674e-01,8.078551809172279663e-02,8.044590966109775587e-02
1.306410240499978863e+04,1.143916699691820832e-02,1.885683200369088052e-03,1.305953907486564702e+00,2.627079560608749573e-02,2.621105524560757641e-02
4.865177301749897742e+04,1.785418340036109414e-02,2.244833388107029051e-03,1.447864198692592863e+00,3.567715074626922056e-01,3.570172803064308176e-01
7.166832309098583937e+04,1.443531208849446398e-02,2.845616864558201103e-03,1.813978542747332057e+00,1.823423574633363520e-01,1.815957045793534508e-01
2.407119849132277159e+04,5.836492932317310575e-03,2.407967783339732930e-03,1.249245015064395004e+00,4.149773614985530212e-03,4.828513210845088340e-03
4.470920601917957538e+04,1.063496055350175371e-02,3.642790531500123778e-03,1.042656329178558217e+00,5.399682529979077383e-02,5.352692520071122839e-02
1.178507309229432030e+04,5.288644277097459025e-03,3.301803698821879126e-03,1.913810056270683901e+00,1.292042597769914054e-03,4.223554535994416626e-04
1.736721973695178531e+04,1.623977991769338936e-02,3.555918238308631869e-03,1.054507539584544684e+00,9.207520453544953964e-02,9.215223695727203790e-02
2.948082219991485181e+04,1.806266772365835993e-02,1.332141664727880172e-03,1.143443884139308198e+00,3.440811233301207528e-01,3.445261646086117957e-01
4.731851450271237991e+04,1.994162522384235886e-02,4.671965706496456969e-03,1.637137216986458199e+00,3.038853558946016387e-01,3.036562765529829955e-01
5.169160326586418523e+04,1.289518528106261414e-02,3.188420701029816631e-03,1.461279575550882948e+00,9.762136696813626668e-02,9.675884718105670634e-02
8.960693784563016379e+04,1.086938864224725430e-02,1.747123165608661065e-03,1.863344905106949945e+00,1.097520245484054080e-01,1.103718101147140446e-01
3.849925979566120077e+04,1.286840958357916495e-02,4.557979602553855966e-03,6.098358253438340704e-01,1.432756820697917433e-01,1.415153532776689538e-01
1.193174886494722341e+04,1.165244822979469297e-02,3.368506748929799531e-03,7.676491345319707005e-01,2.821410918854473995e-02,2.718324505250920703e-02
8.436010120940486377e+04,9.397095557166439128e-03,4.797886731064739466e-03,9.613221264732654259e-01,6.610301890794639812e-02,6.614254179847978143e-02
1.556622418362155076e+04,1.865387726913084535e-02,2.661277815436195217e-03,1.820336389596853177e+00,1.009000603585871597e-01,9.953900096028209243e-02
1.836927933960055088e+04,1.091275289422202407e-02,3.656111765817557022e-03,1.008486131549074738e+00,2.476918553202455894e-02,2.479717979627372657e-02
9.668635450657614274e+04,1.843493271224183952e-02,2.487331987124630911e-03,8.475074451577250256e-01,3.288925520489853205e-01,3.288376889309668760e-01
7.780288763155226479e+04,1.349750766207660074e-02,1.884519178575901543e-03,1.361515412027403782e+00,2.567240415799720843e-01,2.576227813688302670e-01
4.040687825013295515e+04,1.770373201824725073e-02,3.659057484554641484e-03,5.515718209110034298e-01,4.766368325665713557e-01,4.757220422147580563e-01
2.189609574572760903e+04,1.498412374050431609e-02,1.628440911036339129e-03,1.955224941023457674e+00,8.183637630048842815e-02,8.121046977684678869e-02
4.480575158546753664e+04,1.203864251390791146e-02,2.778994901623010536e-03,5.395816617252044978e-01,1.966886490010879285e-01,1.970218306857889345e-01
4.052754035021562595e+04,1.574467978583681677e-02,2.878909675674935081e-03,1.162843372366003658e+00,2.104125076279536877e-01,2.079549440377478908e-01
8.869970812982258212e+04,1.588197408307472774e-02,2.875763742849461995e-03,6.912145952334630694e-01,3.839683550324490269e-01,3.870683973313636117e-01
4.768777155826360104e+04,1.804062547873728703e-02,1.404951559432747726e-03,1.941344635585769529e+00,3.325362490813652538e-01,3.318375983509034843e-01
1.738405054140598440e+04,1.191205001425588855e-02,4.448838266536537731e-03,1.600095304717988665e+00,1.991934297442712193e-02,1.918950792170156378e-02
9.341246821227275359e+04,1.294432900504213432e-02,3.213619724075577732e-03,1.031141722788780468e+00,2.566897898525822841e-01,2.575509173634860094e-01
6.600820273437342257e+04,1.646356907748421083e-02,2.498596910688141715e-03,1.039462200869572417e+00,4.283867122634835711e-01,4.283468804220478821e-01
2.050388711029019760e+04,1.272148766687684895e-02,3.906835731894675937e-03,1.650626039953592361e+00,2.936320218551731476e-02,2.758377356681372336e-02
2.018567440417801117e+04,1.430541548860532475e-02,1.752677482925779672e-03,1.284302853228201258e+00,8.884553883286412657e-02,8.947246621295673608e-02
5.193399170478378073e+04,8.531844639060591137e-03,3.453239926403931740e-03,7.198866663917153907e-01,4.436151751492319745e-02,4.521689534892240486e-02
1.828800691202045709e+04,1.964148407562552739e-02,2.194085092356958151e-03,1.640772147689082860e+00,1.721885650627617281e-01,1.717386187892857852e-01
6.685769729824826936e+04,1.453957751326555303e-02,2.391043140911854048e-03,7.208393078997421544e-01,3.716331592302316023e-01,3.713515588719396021e-01
6.547454119854192686e+04,1.475821055117246608e-02,2.109668973278955133e-03,1.023875087703528308e+00,3.408126595828055438e-01,3.412986441800649473e-01
1.288732137563383367e+04,1.617783936924865884e-02,2.904211129201151372e-03,1.387149098521263113e+00,6.216337241607004099e-02,6.125459216615559283e-02
8.266805029371650016e+04,1.681577029432989104e-02,3.720858182953425044e-03,1.591270928535210460e+00,3.478300205750687879e-01,3.482684091392757031e-01
8.081152848455485946e+04,6.438498685601715121e-03,1.746352350913279398e-03,5.549559153802188227e-01,5.264135762865000678e-02,5.284065613909450648e-02
9.237774417537776753e+04,1.055088576773513184e-02,2.501876115536911301e-03,1.173585898973608543e+00,1.332760151806791082e-01,1.326010825649031888e-01
7.032759820646293520e+04,1.397960288219779468e-02,3.120058503201429082e-03,1.189108052116120584e+00,2.305218328397120320e-01,2.291297309659001968e-01
7.235760091017009108e+04,1.991289924371052525e-02,1.994804281363167769e-03,7.814297165003569745e-01,2.962952256081012870e-01,2.960696197773401983e-01
2.473674890078511089e+04,1.274709517513182566e-02,1.603074394593552833e-03,5.432887400815116230e-01,1.783600349460830459e-01,1.774846126878228680e-01
1.214999325809305446e+04,5.037808012173342585e-03,4.886136209283195933e-03,1.803943306161849502e+00,1.105322580912566259e-03,2.106732806592730590e-03
1.590068371765779375e+04,1.955297787574436855e-02,3.329640760683571284e-03,1.591928822349522932e+00,1.173746148191375238e-01,1.175187001876374510e-01
9.680152061443215644e+04,1.325278108454110843e-02,4.055178338521640835e-03,1.310966393066703706e+00,2.084463659247061118e-01,2.092284504472660123e-01
6.811492290036701888e+04,5.975237554148381258e-03,1.268410599906015035e-03,1.644915971449950831e+00,1.248671497466494716e-02,1.262133691000940500e-02
9.522159998440666823e+04,1.017341532679011396e-02,2.999962334772397418e-03,1.253730628491473098e+00,1.015291482115817240e-01,1.017920493286667560e-01
4.144459229848860559e+04,1.938229247438595648e-02,1.367115784363411371e-03,1.820549609044525008e+00,3.849174805517850406e-01,3.841344816345546587e-01
7.796994189952725719e+04,9.968382126357996573e-03,2.906072338134756735e-03,1.424897847565327114e+00,6.620943522651527580e-02,6.687748265308741946e-02
1.588590688255001078e+04,1.333382269168945783e-02,2.819629157751506882e-03,9.055966304404623468e-01,5.598425522336863275e-02,5.776895349767565552e-02
2.495846490336740681e+04,9.904602912880016569e-03,1.525516994996930099e-03,8.130976449837452602e-01,4.951377906075263291e-02,4.920409150523508829e-02
