t,v,a_int,T_oil,dv_dt,dv_dt_noisy
3.860772154430885950e-01,9.782381400565921536e-01,2.784475932240326301e+00,2.932998940668090881e+02,1.494644648548857369e+00,1.459133938983479428e+00
3.880776155231046021e-01,9.812221091894617331e-01,2.784849008971426176e+00,2.933034326078593494e+02,1.488733693473357933e+00,1.517025366142036313e+00
3.900780156031206092e-01,9.841942908667821177e-01,2.785168312818459668e+00,2.933069909815368419e+02,1.482859601380016379e+00,1.580790337760789699e+00
3.920784156831366163e-01,9.871547584767119687e-01,2.785434532179609235e+00,2.933105691463409812e+02,1.477022021642588001e+00,1.487265468351923303e+00
3.940788157631526234e-01,9.901035847324338723e-01,2.785648347987822682e+00,2.933141670605485842e+02,1.471220607642860667e+00,1.415186724484597924e+00
3.960792158431686305e-01,9.930408416721542286e-01,2.785810433710814493e+00,2.933177846822139259e+02,1.465455016754640960e+00,1.537745256150613526e+00
3.980796159231846376e-01,9.959666006591032517e-01,2.785921455351066278e+00,2.933214219691686253e+02,1.459724910328287883e+00,1.365797536308869686e+00
4.000800160032006447e-01,9.988809323815348584e-01,2.785982071445824992e+00,2.933250788790219303e+02,1.454029953675775033e+00,1.479190196442363936e+00
4.020804160832166518e-01,1.001783906852727002e+00,2.785992933067105159e+00,2.933287553691603762e+02,1.448369816056279458e+00,1.419272083598252632e+00
4.040808161632326589e-01,1.004675593410981005e+00,2.785954683821686206e+00,2.933324513967481266e+02,1.442744170662254577e+00,1.489274092216710033e+00
4.060812162432486661e-01,1.007556060787701879e+00,2.785867960540741262e+00,2.933361669187959251e+02,1.437152694266504271e+00,1.394678975875353277e+00
4.080816163232646732e-01,1.010425377026808791e+00,2.785733392264472474e+00,2.933399018922343089e+02,1.431595067669055199e+00,1.497787457961693880e+00
4.100820164032806803e-01,1.013283609407263475e+00,2.785551599548278023e+00,2.933436562737645090e+02,1.426070976044519156e+00,1.441084630565542257e+00
4.120824164832966874e-01,1.016130824622655471e+00,2.785323196441229054e+00,2.933474300199188178e+02,1.420580107987846841e+00,1.334238076415858121e+00
4.140828165633126390e-01,1.018967088783361730e+00,2.785048790509107697e+00,2.933512230870611575e+02,1.415122155491282285e+00,1.316431504081043036e+00
4.160832166433286461e-01,1.021792467416548389e+00,2.784728982834405286e+00,2.933550354313877051e+02,1.409696813932795667e+00,1.393892038299547664e+00
4.180836167233446532e-01,1.024607025466168997e+00,2.784364368016322810e+00,2.933588670089263815e+02,1.404303782064947992e+00,1.469014363485477759e+00
4.200840168033606603e-01,1.027410827292964957e+00,2.783955534170770907e+00,2.933627177755371918e+02,1.398942762004108165e+00,1.405294263766277307e+00
4.220844168833766674e-01,1.030203936674465970e+00,2.783503062930369865e+00,2.933665876869121121e+02,1.393613459220058637e+00,1.396969494345248863e+00
4.240848169633926745e-01,1.032986416804990037e+00,2.783007529444450068e+00,2.933704766985750894e+02,1.388315582525944780e+00,1.376520390842561614e+00
4.260852170434086816e-01,1.035758330295642793e+00,2.782469502379051107e+00,2.933743847658820414e+02,1.383048844068585748e+00,1.419943852564986120e+00
4.280856171234246887e-01,1.038519739174318612e+00,2.781889543916922669e+00,2.933783118440208000e+02,1.377812959319116182e+00,1.396679299153860798e+00
4.300860172034406959e-01,1.041270704892630850e+00,2.781268209831898819e+00,2.933822578880162837e+02,1.372607647028104783e+00,1.386624940710218246e+00
4.320864172834567030e-01,1.044011288411640814e+00,2.780606050341028368e+00,2.933862228528551555e+02,1.367432628793046501e+00,1.318196481725151026e+00
4.340868173634727101e-01,1.046741549984061548e+00,2.779903607681097899e+00,2.933902066934078334e+02,1.362287630201467481e+00,1.421680295619316636e+00
4.360872174434887172e-01,1.049461549294166796e+00,2.779161417757610053e+00,2.933942093643951239e+02,1.357172380056433703e+00,1.425326400692703332e+00
4.380876175235047243e-01,1.052171345522409762e+00,2.778380010861096761e+00,2.933982308204145966e+02,1.352086610027629865e+00,1.287018934016380678e+00
4.400880176035207314e-01,1.054870997345421557e+00,2.777559911667119685e+00,2.934022710159402436e+02,1.347030054643543195e+00,1.462104811285791062e+00
4.420884176835366830e-01,1.057560562936012305e+00,2.776701639236270669e+00,2.934063299053227070e+02,1.342002451283920372e+00,1.378127780771595257e+00
4.440888177635526901e-01,1.060240099963170257e+00,2.775805707014170842e+00,2.934104074427891646e+02,1.337003540172477134e+00,1.312603240353403589e+00
4.460892178435686972e-01,1.062909665592062680e+00,2.774872622831471070e+00,2.934145035824433876e+02,1.332033064369871234e+00,1.236815269062694567e+00
4.480896179235847043e-01,1.065569316484034967e+00,2.773902888903852393e+00,2.934186182782656829e+02,1.327090769766911649e+00,1.359933090668426159e+00
4.500900180036007114e-01,1.068219108796611527e+00,2.772897001832026032e+00,2.934227514841128936e+02,1.322176405078010930e+00,1.350051973747977252e+00
4.520904180836167185e-01,1.070859098183494895e+00,2.771855452601732051e+00,2.934269031537185697e+02,1.317289721834871363e+00,1.287508130618365110e+00
4.540908181636327257e-01,1.073489339794566622e+00,2.770778726583741136e+00,2.934310732406926832e+02,1.312430474380392287e+00,1.222902811031171266e+00
4.560912182436487328e-01,1.076109888286296945e+00,2.769667303647485479e+00,2.934352616985295299e+02,1.307598419808279733e+00,1.363822257702489216e+00
4.580916183236647399e-01,1.078720797889277438e+00,2.768521658836759602e+00,2.934394684807251679e+02,1.302793317621341984e+00,1.273377369966657513e+00
4.600920184036807470e-01,1.081322122204878333e+00,2.767342260092572559e+00,2.934436935406906741e+02,1.298014930807508627e+00,1.274427677045525398e+00
4.620924184836967541e-01,1.083913914353936025e+00,2.766129569995865012e+00,2.934479368317324202e+02,1.293263025021514467e+00,1.435545278746990672e+00
4.640928185637127612e-01,1.086496227022333727e+00,2.764884046279693752e+00,2.934521983070695796e+02,1.288537368336697408e+00,1.394935978184186354e+00
4.660932186437287683e-01,1.089069112461001021e+00,2.763606141829231255e+00,2.934564779198345263e+02,1.283837731239874547e+00,1.331524567814529547e+00
4.680936187237447754e-01,1.091632622485914528e+00,2.762296304681767456e+00,2.934607756230723794e+02,1.279163886626400792e+00,1.256392835433110200e+00
4.700940188037607270e-01,1.094186808478097683e+00,2.760954978026707973e+00,2.934650913697414012e+02,1.274515609795401350e+00,1.306988673494322795e+00
4.720944188837767341e-01,1.096731721383620739e+00,2.759582600205575442e+00,2.934694251127127700e+02,1.269892678445178280e+00,1.155819189580785888e+00
4.740948189637927412e-01,1.099267411713600318e+00,2.758179604712007293e+00,2.934737768047705231e+02,1.265294872668780934e+00,1.270621507747657253e+00
4.760952190438087483e-01,1.101793929544200079e+00,2.756746420191758862e+00,2.934781463986118979e+02,1.260721974949735369e+00,1.222731060860619889e+00
4.780956191238247555e-01,1.104311324516630721e+00,2.755283470442701166e+00,2.934825338468468772e+02,1.256173770157938741e+00,1.191893512974705693e+00
4.800960192038407626e-01,1.106819645837148869e+00,2.753791174414821352e+00,2.934869391019985301e+02,1.251650045545696699e+00,1.172509822333802854e+00
4.820964192838567697e-01,1.109318942277820241e+00,2.752269946218743435e+00,2.934913621165033533e+02,1.247150590739857901e+00,1.273407670633613931e+00
4.840968193638727768e-01,1.111809262248049990e+00,2.750720195895992592e+00,2.934958028427943191e+02,1.242675197365627149e+00,1.247140216031297433e+00
4.860972194438887839e-01,1.114290653639505857e+00,2.749142327616926007e+00,2.935002612332949639e+02,1.238223659888192163e+00,1.246209843088199820e+00
4.880976195239047910e-01,1.116763163882590337e+00,2.747536740395811528e+00,2.935047372403463442e+02,1.233795775284907581e+00,1.275914578047737002e+00
4.900980196039207981e-01,1.119226840032572223e+00,2.745903829075451164e+00,2.935092308162319341e+02,1.229391342577079049e+00,1.187087154143810830e+00
4.920984196839368052e-01,1.121681728769586606e+00,2.744243984327181085e+00,2.935137419131780234e+02,1.225010162826604132e+00,1.163230940103158639e+00
4.940988197639528123e-01,1.124127876398635317e+00,2.742557592650872955e+00,2.935182704833534899e+02,1.220652039132750888e+00,1.131833769886838814e+00
4.960992198439688194e-01,1.126565328849586267e+00,2.740845036374932597e+00,2.935228164788697995e+02,1.216316776629049468e+00,1.199556947932714834e+00
4.980996199239847710e-01,1.128994131677174106e+00,2.739106693656299552e+00,2.935273798517810633e+02,1.212004182480295178e+00,1.250011992907919423e+00
5.001000200040007782e-01,1.131414330060999562e+00,2.737342938480449295e+00,2.935319605540840939e+02,1.207714065879677001e+00,1.200242889615874553e+00
5.021004200840167853e-01,1.133825968805530104e+00,2.735554140661391020e+00,2.935365585377182356e+02,1.203446238046007810e+00,1.235502647563594403e+00
5.041008201640327924e-01,1.136229092340099500e+00,2.733740665841668527e+00,2.935411737545655342e+02,1.199200512221065162e+00,1.140147826540824472e+00
5.061012202440487995e-01,1.138623744718907815e+00,2.731902875492360216e+00,2.935458061564506806e+02,1.194976703667038009e+00,1.171520637073452331e+00
5.081016203240648066e-01,1.141009969621021858e+00,2.730041126913079097e+00,2.935504556951408972e+02,1.190774629664077988e+00,1.152477795595010956e+00
5.101020204040808137e-01,1.143387810366747859e+00,2.728155773415656515e+00,2.935551223223588408e+02,1.186594109420368692e+00,1.124175218908584073e+00
5.121024204840968208e-01,1.145757309948836511e+00,2.726247164626983910e+00,2.935598059898812267e+02,1.182434963916208837e+00,1.275408640779254199e+00
5.141028205641128279e-01,1.148118510872637055e+00,2.724315644675253445e+00,2.935645066494499247e+02,1.178297016762568594e+00,1.220904055375958697e+00
5.161032206441288350e-01,1.150471455298247125e+00,2.722361553858743566e+00,2.935692242527654798e+02,1.174180093417962034e+00,1.136090065804105098e+00
5.181036207241448421e-01,1.152816185062607302e+00,2.720385228899311336e+00,2.935739587514951836e+02,1.170084021066526869e+00,1.131783160657038545e+00
5.201040208041608492e-01,1.155152741679502881e+00,2.718387002942392883e+00,2.935787100972729604e+02,1.166008628615933684e+00,1.163148785925674389e+00
5.221044208841768564e-01,1.157481166339561662e+00,2.716367205557003839e+00,2.935834782416997655e+02,1.161953746695373546e+00,1.089851051556944839e+00
5.241048209641928635e-01,1.159801499910256606e+00,2.714326162735739789e+00,2.935882631363431301e+02,1.157919207653630211e+00,1.179710565947851952e+00
5.261052210442088706e-01,1.162113782935903172e+00,2.712264196894773605e+00,2.935930647327375596e+02,1.153904845557231607e+00,1.089192906799067551e+00
5.281056211242248777e-01,1.164418055637661320e+00,2.710181626873858995e+00,2.935978829823841352e+02,1.149910496188676579e+00,1.131388847445131463e+00
5.301060212042408848e-01,1.166714357913534617e+00,2.708078767936328735e+00,2.936027178367508554e+02,1.145935997044739363e+00,1.094694865838341080e+00
5.321064212842568919e-01,1.169002729338370017e+00,2.705955931769093770e+00,2.936075692472724654e+02,1.141981187334841330e+00,1.117988772848099721e+00
5.341068213642728990e-01,1.171283209163858530e+00,2.703813426482644999e+00,2.936124371653505136e+02,1.138045907979500448e+00,1.071488048951251271e+00
5.361072214442889061e-01,1.173555836318534995e+00,2.701651556611052829e+00,2.936173215423532952e+02,1.134130001608844696e+00,1.055488900257527618e+00
5.381076215243049132e-01,1.175820649425152853e+00,2.699470623309069950e+00,2.936222223296294374e+02,1.130233312467429752e+00,1.081926268581086870e+00
5.401080216043209203e-01,1.178077686819682723e+00,2.697270924528794023e+00,2.936271394785980533e+02,1.126355686321038885e+00,1.092355193437538841e+00
5.421084216843368164e-01,1.180326986411498691e+00,2.695052753421790293e+00,2.936320729406641590e+02,1.122496971213267303e+00,1.107752499728135831e+00
5.441088217643528235e-01,1.182568585815382045e+00,2.692816399893471324e+00,2.936370226672133867e+02,1.118657016736185117e+00,1.122106198343227668e+00
5.461092218443688306e-01,1.184802522368100686e+00,2.690562150794824969e+00,2.936419886096177265e+02,1.114835673938526561e+00,1.191180479430846262e+00
5.481096219243848378e-01,1.187028833128409788e+00,2.688290289922409926e+00,2.936469707192356964e+02,1.111032795324409905e+00,1.151645386852505837e+00
5.501100220044008449e-01,1.189247554877051138e+00,2.686001098018360622e+00,2.936519689474122856e+02,1.107248234852117763e+00,1.094603274767796508e+00
5.521104220844168520e-01,1.191458724116753354e+00,2.683694852770383665e+00,2.936569832454787843e+02,1.103481847932930915e+00,1.139777764669777094e+00
5.541108221644328591e-01,1.193662377072232106e+00,2.681371828811759173e+00,2.936620135647530674e+02,1.099733491430016086e+00,1.065288628202973653e+00
5.561112222444488662e-01,1.195858549690190120e+00,2.679032297721340328e+00,2.936670598565394243e+02,1.096003023657366793e+00,1.168427592988213970e+00
5.581116223244648733e-01,1.198047277639316732e+00,2.676676528023554269e+00,2.936721220721285590e+02,1.092290304378795929e+00,1.119764152500841492e+00
5.601120224044808804e-01,1.200228596310288331e+00,2.674304785188401645e+00,2.936772001627976465e+02,1.088595194806976529e+00,1.020803228073399183e+00
5.621124224844968875e-01,1.202402540815768361e+00,2.671917331631455284e+00,2.936822940798102763e+02,1.084917557602534499e+00,1.122686833776218585e+00
5.641128225645128946e-01,1.204569145990406653e+00,2.669514426713862854e+00,2.936874037744165662e+02,1.081257256873187078e+00,1.122061874504076240e+00
5.661132226445289017e-01,1.206728446393649845e+00,2.667096326774734294e+00,2.936925291978545829e+02,1.077614158157584656e+00,9.433343936749630787e-01
5.681136227245449088e-01,1.208880476361065881e+00,2.664663285705611617e+00,2.936976703014228178e+02,1.073988128148889221e+00,1.036583380436332691e+00
5.701140228045609160e-01,1.211025269864122622e+00,2.662215553307872185e+00,2.937028270364589275e+02,1.070379035466810347e+00,1.046687909485887191e+00
5.721144228845769231e-01,1.213162860588002046e+00,2.659753376230707289e+00,2.937079993542918714e+02,1.066786750221014657e+00,9.703611376310032899e-01
5.741148229645929302e-01,1.215293281979038076e+00,2.657276998525349487e+00,2.937131872062528828e+02,1.063211143749342558e+00,1.009852269133711511e+00
5.761152230446089373e-01,1.217416567244717029e+00,2.654786661645071266e+00,2.937183905436759801e+02,1.059652088617049515e+00,1.012234179207407436e+00
5.781156231246249444e-01,1.219532749353675838e+00,2.652282604445185488e+00,2.937236093178973420e+02,1.056109458616104391e+00,1.081464248884391521e+00
5.801160232046409515e-01,1.221641861035703824e+00,2.649765063183046276e+00,2.937288434802558186e+02,1.052583128764505771e+00,1.067606287651031494e+00
5.821164232846569586e-01,1.223743934781742482e+00,2.647234271518047244e+00,2.937340929820927613e+02,1.049072975305652466e+00,1.180381666736582291e+00
5.841168233646729657e-01,1.225839002843884362e+00,2.644690460511622820e+00,2.937393577747517952e+02,1.045578875707747990e+00,1.025865905538542178e+00
5.861172234446889728e-01,1.227927097235373965e+00,2.642133858627247367e+00,2.937446378095792738e+02,1.042100708663229458e+00,1.099762258355285960e+00
5.881176235247049799e-01,1.230008249730607961e+00,2.639564691730437396e+00,2.937499330379238245e+02,1.038638354088243787e+00,1.042580677857271931e+00
5.901180236047209871e-01,1.232082491865134077e+00,2.636983183088747573e+00,2.937552434111366892e+02,1.035191693122154089e+00,1.048737982070691466e+00
5.921184236847369942e-01,1.234149854935652435e+00,2.634389553371774273e+00,2.937605688805714976e+02,1.031760608127072709e+00,9.737791172627636715e-01
5.941188237647530013e-01,1.236210370000014880e+00,2.631784020651154687e+00,2.937659093975844371e+02,1.028344982687432907e+00,9.327999937903103111e-01
5.961192238447690084e-01,1.238264067890413322e+00,2.629166800552929395e+00,2.937712649135440302e+02,1.024944701537305436e+00,9.865872902464450922e-01
5.981196239247849045e-01,1.240310979230108135e+00,2.626538106429353814e+00,2.937766353799079866e+02,1.021559650473906622e+00,1.059668079059572054e+00
