R0,q,d,a,Reff,Reff_noisy
3.401971961458706062e+00,8.668831651032252728e-01,9.668893713846852478e+00,2.397644159592151603e+00,7.051164903471159873e-01,6.237779272240727702e-01
1.566211372259930901e+00,1.750638427326282609e-01,8.286224613385094528e+00,9.834092960513615367e+00,2.512136153354772361e+00,2.513387230935591798e+00
2.617032379336129644e+00,7.350665422969974161e-01,3.758576167772102128e+00,8.390179823008059756e+00,1.347127826298357034e+00,1.298603801312646411e+00
2.429636424675265083e+00,2.225837867512535651e-01,9.874872583149711502e+00,3.513480342415027824e+00,3.066931159100675597e+00,3.100220299078131347e+00
2.692685014093373574e+00,1.787329972247089227e-01,7.653781992039517590e+00,5.548084974570984151e+00,4.078428299748734887e+00,4.083471475822569197e+00
1.819051716240174033e+00,4.453195003582430811e-01,8.280803262894284700e+00,3.940150341569162329e+00,1.349753769869095121e+00,1.366205933434704978e+00
2.056267164865681174e+00,6.656537094604142446e-01,3.965818959444946223e+00,3.988079124956316335e+00,1.092736668309800541e+00,1.060782926445701602e+00
2.905128975249273715e+00,8.097518161511415569e-01,6.168895364652906110e+00,5.347361325794458331e+00,1.034038734548230698e+00,1.088891641688095602e+00
2.469422789139884777e+00,2.373359408440941509e-01,6.412161563864379410e+00,4.140366818399137117e+00,3.088865876346629236e+00,3.149468077361142537e+00
3.479140513975851334e+00,1.397335468681886739e-01,3.133149189505557874e+00,9.937346133947986715e+00,6.162473964097867629e+00,6.130530832819081510e+00
3.012841473193786257e+00,7.634416279460951582e-01,5.050813158940576919e+00,1.306045251233310278e+00,1.069283950347955647e+00,1.080468404003945171e+00
3.653166711967485103e+00,4.559155025978188780e-01,3.080123635094357937e+00,9.125350267943604265e+00,3.210468112176796840e+00,3.190269039325091427e+00
3.330902093314011214e+00,5.986127015816838925e-01,3.235516783971027266e+00,7.113821338691024287e+00,2.212030140967977232e+00,2.211323042862155308e+00
3.004558619396412666e+00,5.757813563057424533e-01,6.715438585836549734e+00,9.190858680978525541e+00,1.857995660732652876e+00,1.820026551355915956e+00
2.219039005489989336e+00,7.347357468106061607e-01,6.891813082813069702e-01,2.936091996848167796e+00,1.258406216536365418e+00,1.314420581973783975e+00
3.456901169815421504e+00,9.406030220320613644e-01,7.702807242920391317e+00,7.732267496375932581e+00,7.569247698041250416e-01,7.278493844716450445e-01
2.128168945427704628e+00,6.332823402201066543e-01,5.107880386473976131e+00,7.267565824280603159e+00,1.214916928884790526e+00,1.206034414434865587e+00
1.688027779536011019e+00,3.786903837487481939e-01,1.693683670623274296e+00,5.730332662382382480e+00,1.708104777352855708e+00,1.723149265286171294e+00
3.907161446108069480e+00,2.074008429235731921e-01,5.088613975276569334e+00,6.448989882017134079e+00,5.595671833049513211e+00,5.576245012697029324e+00
2.850028012741173011e+00,1.425909370604885595e-01,4.066653075164202491e+00,4.692175902755461259e+00,4.698533510554941728e+00,4.691354137662973045e+00
3.434735743874528069e+00,6.723987425141991769e-01,8.802752809632709230e+00,2.809310558941892744e+00,1.388504745745082536e+00,1.371595550352273651e+00
2.823057019075900342e+00,2.795932475401733397e-01,6.892874612526941114e+00,2.598064251795538571e+00,2.966512323245885874e+00,2.962508500600796957e+00
3.028949325929553460e+00,2.998410256974421428e-01,2.633537113697007381e+00,1.195737178416362401e+00,2.866401598264095796e+00,2.831285319211086726e+00
1.584730626291265487e+00,4.490121883534869407e-01,9.198779401757285257e+00,4.657717173512844866e+00,1.181633548627168295e+00,1.168493906359099332e+00
1.966984198384521321e+00,5.248386845012227298e-01,8.724873627032248891e+00,9.582044472568821192e+00,1.315348003560250723e+00,1.309141215818883319e+00
3.186723488586943542e+00,4.245332181414174788e-01,5.661262496817040635e+00,9.671669081928625289e+00,2.810932616494175473e+00,2.800920836380051515e+00
2.926411494881245634e+00,9.101339147630118642e-01,1.222499533448425435e+00,2.299777241817813511e+00,1.228724624455668213e+00,1.230425323102481983e+00
1.896387584966781725e+00,3.182819967314706733e-01,6.800592702030444414e+00,2.200180555342325484e+00,1.772515637602627869e+00,1.763722571021926200e+00
3.880073171815461741e+00,5.918167644606037170e-01,4.518911493687506109e+00,2.806623959725889073e+00,2.193482522942207247e+00,2.216078865195388659e+00
1.885884081368510712e+00,6.462088249297534559e-02,6.456300289058663822e+00,1.315250569825646032e+00,3.373902140844043274e+00,3.364206263070468328e+00
2.775758124346713096e+00,1.073946574943942245e-01,1.433015409420635322e+00,3.140825190554197288e+00,4.608743119956049128e+00,4.604643632067172199e+00
1.860007187548144092e+00,2.290521931412602408e-01,1.592106289788032925e+00,4.740474919128203624e+00,2.469493066432308925e+00,2.449549626352433229e+00
3.293429315265586688e+00,3.032085863633720568e-01,1.923916232089786460e+00,3.670954007134962005e+00,3.621360169205727342e+00,3.605564724002270349e+00
2.190782535237882023e+00,4.696909873924955958e-01,5.712888425694109706e+00,9.898771782794857366e-01,1.342549826997064821e+00,1.304615043272473462e+00
1.835334937804458111e+00,5.667866617362254944e-01,7.353970152953642092e+00,9.329532436398938700e+00,1.139999022236375170e+00,1.155562569862714106e+00
1.614967951676289148e+00,1.993289977913841882e-01,3.799472679187234192e+00,3.330363209274934011e+00,2.185814013555322344e+00,2.151538473025747411e+00
1.937088844744059069e+00,5.707847814025867050e-01,1.386368109602742926e+00,5.119983287749404255e+00,1.427062699791569189e+00,1.404687007845919489e+00
1.979496791808915912e+00,1.236407359070683942e-01,2.066034223527192015e+00,6.236985291829122424e+00,3.488533012210718542e+00,3.499310351771054872e+00
2.842430198929481566e+00,4.030472444087961903e-01,3.531833168336712347e+00,5.718789475103866593e+00,2.625080613570236920e+00,2.637157814548572787e+00
2.627597215428477906e+00,7.682873729059999102e-01,6.889372560542196489e+00,4.059010646494959573e+00,9.515088352080931511e-01,9.395053926779409759e-01
3.893235918133843398e+00,4.774928171919623487e-01,3.712755632388610838e+00,9.872796887707149249e-01,2.475714472744326322e+00,2.415136498429662382e+00
3.885378342166605936e+00,6.494615195908365335e-01,7.253885406025514015e+00,6.204400396591243094e+00,1.935602071147082492e+00,1.948217469765949783e+00
3.491365276171075838e+00,2.512138017147132474e-01,9.052695266332637658e+00,9.681307796292802692e+00,4.538868719033292365e+00,4.546655622800054530e+00
3.178969084951758006e+00,6.867722524071123713e-01,3.507715598092904230e+00,6.490365344059698671e+00,1.770949018354238014e+00,1.728577581890084813e+00
3.612557728920866129e+00,9.358739974619268986e-01,4.578588299354425573e+00,4.386887731542263857e+00,1.106515323354843039e+00,1.129624985838677986e+00
3.846879571199711467e+00,6.358541646438548023e-01,4.594110638313213535e+00,5.160496785215958226e+00,2.160837292072485205e+00,2.139804298059482246e+00
1.556544322217506826e+00,9.324673579539064505e-01,4.544210657642216766e+00,6.927793607153503785e+00,5.073582905773936780e-01,4.735726470927946741e-01
1.795263067877146845e+00,8.004870598173345897e-01,6.355023236332403513e+00,6.655716557441786030e+00,6.594156604663440335e-01,6.622875817952716959e-01
2.400659711709107746e+00,7.413923230128398600e-01,8.359857619918880545e+00,4.957495652663688190e+00,8.855600236090066524e-01,8.802059106670302446e-01
1.733967132606499373e+00,4.812748170002567050e-01,5.951649960338841971e+00,2.284494800096892320e+00,1.140493402789519273e+00,1.146572122819253803e+00
2.998811182633192907e+00,5.666686925098773919e-01,4.252563103393161903e+00,4.088905991963869724e+00,1.894490190585570222e+00,1.846317748835837103e+00
2.150910555870271690e+00,2.724278073022092794e-01,6.042973781081195206e+00,2.484026623304403270e+00,2.298174271215603692e+00,2.352541174703774995e+00
2.160849322830813879e+00,8.371044088881345324e-01,9.109229801275940730e+00,1.666486334945670222e+00,4.939105574975524160e-01,4.758307990612405947e-01
2.220819971619663935e+00,6.207924162416337405e-02,2.492779349638950315e+00,9.843105952450653007e+00,4.861682774235669413e+00,4.815492994980776764e+00
1.744289143960975119e+00,7.676604635489976403e-01,4.557519882919109477e+00,5.958749181195590605e-01,5.920708068116735667e-01,6.106360724686880070e-01
3.352361133095397072e+00,8.960357151165316836e-01,7.193907394587478521e+00,8.367780974914294845e+00,9.042584664178463516e-01,8.936143425148110886e-01
3.126681073999125537e+00,3.486562923357953703e-01,5.175445189145491121e+00,6.251937872974259847e+00,3.174680976194429682e+00,3.184426730767616842e+00
3.016270226603156246e+00,7.699553615092750158e-01,7.614892820035652488e-01,2.442257584790686664e+00,1.584487376727195640e+00,1.574299123808444500e+00
1.585113955694438470e+00,4.363500198150925269e-01,3.425331200779185625e+00,5.604374747414909486e+00,1.371941423154547035e+00,1.370149212340149525e+00
2.573660361597193802e+00,8.212510040216656204e-01,4.183537152670393944e+00,6.503139925053088355e+00,1.074160260471275885e+00,1.081533445783434910e+00
3.213008974749606672e+00,6.161187253096679362e-01,5.451857825178423766e+00,8.821864104066435175e+00,1.898692295739436098e+00,1.876292709219949062e+00
1.890866624758965830e+00,1.001895759390386276e-01,4.527931987050546780e+00,5.245218428741168282e+00,3.585856676816820521e+00,3.606218864692607440e+00
2.464144611643876992e+00,3.880976332101052084e-01,7.134780010944704820e+00,3.936823418130869001e+00,2.113085149439705379e+00,2.098988146467319016e+00
1.549585363674842231e+00,6.731865662584754495e-02,6.414918919735077552e+00,9.454130356380996858e+00,3.472602291332088864e+00,3.446511677006974583e+00
1.704644992693105099e+00,7.243867950616033058e-01,6.951382947540444945e+00,4.011881084035449518e+00,6.836076713486693990e-01,6.859186440033444576e-01
2.041133949997634645e+00,8.337600634195014848e-01,2.256743514425524566e+00,4.575144599548951696e+00,9.514192412034562230e-01,9.647704795581875103e-01
2.536625402853121436e+00,9.464975134305414484e-01,9.307483158159186587e+00,7.701869040914234965e+00,4.466439567885838180e-01,4.397715765400246335e-01
2.658100090718449771e+00,5.237111168637569314e-01,6.175554813285167199e+00,6.588103978488924817e+00,1.820121151042336072e+00,1.794245557429949178e+00
3.711303829045282221e+00,4.021633185348352235e-01,3.132815571840506408e+00,9.134517732344015428e+00,3.608389527536320696e+00,3.626983094525579876e+00
2.291646105435033220e+00,5.221045750147499387e-01,9.066845827613695619e+00,1.195626893844282446e+00,1.200520449231086806e+00,1.147710585467403455e+00
1.553659690692978490e+00,4.491468937876814671e-01,6.555736469962909041e+00,2.195111185369148288e+00,1.077657104713659608e+00,1.046731180632593627e+00
3.565558366927912726e+00,3.138257334299863754e-01,9.573316432247780838e+00,3.421706800997347919e+00,3.538970547403668121e+00,3.540156234119669509e+00
1.654617338433931995e+00,8.692326361478508456e-01,5.062697610365300527e+00,8.862130467446737825e+00,5.932738452239932903e-01,5.524420632748412441e-01
1.732479981655570933e+00,4.047651736533214861e-01,7.162902616725952853e+00,3.720412166477473637e+00,1.418257183811878486e+00,1.419097011739353542e+00
3.907954291849337292e+00,8.560959627345102740e-01,4.695478639485331840e+00,2.700880485998925273e+00,1.301265437230314292e+00,1.299619543689760404e+00
3.383413545320895999e+00,5.598504597245960168e-01,3.422873821438013664e+00,5.956264276173557803e+00,2.344401617521726600e+00,2.371363811187471526e+00
2.344635506948137493e+00,8.122239210948350996e-01,7.169121356282020407e+00,8.266215324363550554e-01,6.112474549958782921e-01,5.838037444414795329e-01
1.830447104047989271e+00,6.490474244302590900e-01,2.882264145521159726e+00,9.716424626481899196e+00,1.162917148464594153e+00,1.144139952755344858e+00
2.466826432929654089e+00,4.723185508344746042e-01,5.311211458981910383e+00,7.506838575929615232e-01,1.479991476074553169e+00,1.489986926615583185e+00
2.347987231950433795e+00,6.946807871502089782e-01,5.522142648647085039e+00,4.698008024984689612e+00,1.106115711497491993e+00,1.032388803791317811e+00
3.686103003606183037e+00,7.029184449844836369e-01,5.515501234904419903e+00,1.711025769811932662e+00,1.487979485887347852e+00,1.580980754854785397e+00
2.546882543285100109e+00,8.324375287242371524e-01,2.410453292135800396e+00,9.628516025376539389e+00,1.257914806111001482e+00,1.236955284197148508e+00
1.705112515039055143e+00,4.647230008553533409e-01,8.836436340466024220e+00,7.467270263213928949e+00,1.291356433027307293e+00,1.269461381445540660e+00
3.817013005896465749e+00,5.266597403025281565e-01,6.228752750826219042e+00,3.863897577662276817e+00,2.434883637932690359e+00,2.460717463259801896e+00
3.055783409288150398e+00,7.378141446490525945e-01,4.719260144786076694e+00,3.916593938840625899e+00,1.351629560557105370e+00,1.350434605314034808e+00
1.791774641952505576e+00,5.132892600126109928e-01,7.692208767333204023e+00,7.787298253039417695e+00,1.234012299657897938e+00,1.180629441096790133e+00
1.782935400116055780e+00,6.083249293163194293e-01,3.144541352843312598e+00,5.467251403778607965e+00,1.139006478311117787e+00,1.157814299713896045e+00
2.664833102910660667e+00,2.619106783436354058e-01,6.734617622408300086e+00,1.892615553814197771e+00,2.805083195833204979e+00,2.830744530853181118e+00
1.730222414222790439e+00,9.284890445375316714e-01,4.076401861642467317e+00,7.724890268697525819e+00,6.063192095386602531e-01,5.928208213343819644e-01
3.079380480506896056e+00,6.223746507959331264e-01,4.492202186369469885e+00,1.898648950031700311e+00,1.557572222966717712e+00,1.549124212217956931e+00
3.040959477737275485e+00,6.354926330703478676e-01,3.898190054700016116e+00,3.817875555455679581e+00,1.702860699546922651e+00,1.717440237464704422e+00
1.580203371545384261e+00,7.206703621549194194e-01,5.575556828313541047e+00,6.118610957301332753e+00,7.243767618343103232e-01,6.971133543368768226e-01
3.518556952603236088e+00,7.589462176597934207e-01,7.299589497346119060e+00,7.411382547389665731e+00,1.362127259130725188e+00,1.375278916056932532e+00
3.466986902348746291e+00,1.363099211361028518e-01,3.131188296372478419e+00,8.480541307413855812e-01,4.675357596002177374e+00,4.681336551315512295e+00
3.788270671538271017e+00,3.830531460641077857e-01,4.726182910577922947e+00,4.766044026832854108e+00,3.483085349604774894e+00,3.462837371131497477e+00
3.175766616846192658e+00,5.887761729318677917e-01,6.031234617869682957e+00,4.864350996735430144e+00,1.837776366682266627e+00,1.796013310467911239e+00
3.232155580838058206e+00,9.447739546226315843e-01,3.655697927322242524e+00,2.282388204502260542e+00,9.940739135796269332e-01,9.873057386567943849e-01
1.909354136132919821e+00,5.148257105079095952e-01,2.828712610808611583e+00,7.741620205162402790e-01,1.144304329801641984e+00,1.118041662053836927e+00
1.559722034947029323e+00,5.226848073040055859e-02,9.759620886264523065e+00,8.758307605691713960e+00,3.691009145519043688e+00,3.721051452289448669e+00
1.663907881046049919e+00,9.231786725446620157e-01,6.473686050331982855e+00,7.415549208213645827e+00,4.439822511172813457e-01,4.483048121722790214e-01
3.911153350400893292e+00,5.451668650724664777e-01,8.005376492434574942e+00,5.636120489422456359e+00,2.412746531709243136e+00,2.436209067386040150e+00
3.114303413899083939e+00,1.085142532489028894e-01,2.122200155357142570e+00,7.751134485849688005e+00,5.831323725531811775e+00,5.835362383592145541e+00
3.867266666233518446e+00,3.604049196074068373e-01,5.777698262297283449e+00,5.273627313779329029e+00,3.724332138527321590e+00,3.732219172039872301e+00
2.373460897180239115e+00,9.129375484631573334e-01,2.330577766989423871e+00,8.863480857281992087e+00,1.045302694764077112e+00,1.021812727247165764e+00
3.388053941653534906e+00,3.481029275814797597e-01,5.579486047173374708e+00,6.357686367913737868e+00,3.432229310288926971e+00,3.452270733086091337e+00
1.663497413404166902e+00,5.500293615013674975e-01,5.396994888586513994e+00,3.068778659456262048e+00,1.001862026325281985e+00,1.055402974554492612e+00
1.915512913982427845e+00,3.442761747728009802e-01,2.664980322771296262e+00,2.482951751563720499e+00,1.814746022732946829e+00,1.805455396067420670e+00
