L,E,dm2,theta,P,P_noisy
1.012946541500179023e+03,4.584415825516126475e+00,4.860586826882885153e-03,2.358313714234382408e-01,7.125718635247934030e-01,6.990154363376195334e-01
1.317814586847667897e+02,1.125319213663141138e+00,4.278410363530566612e-03,7.681245487525536486e-01,6.388117846389386179e-01,6.390202975690751908e-01
6.361755420813423143e+02,3.925332711484986969e+00,2.372032070640885115e-03,6.647707662784716476e-01,5.740224661548635199e-01,5.659351286572450457e-01
5.462254838441272113e+02,1.362918933756267936e+00,4.947314771852510257e-03,3.157017508254967852e-01,8.489513495771779938e-01,8.544995395734206189e-01
6.724888067648194010e+02,1.143664986123544614e+00,4.012118733490323448e-03,4.613366087061336884e-01,9.378474251956702146e-01,9.386879545413093773e-01
2.531448237952835427e+02,2.476597501791215628e+00,4.276127689639698873e-03,3.462423402386347604e-01,8.806726837093830085e-01,8.834147109703179845e-01
3.670082391355269351e+02,3.578268547302071223e+00,2.459292193450503955e-03,3.496730321021364052e-01,9.358160077071157046e-01,9.304903840630992518e-01
7.744619081196512980e+02,4.298759080755707451e+00,3.386903311432802426e-03,4.469690212147612307e-01,5.068034224311532832e-01,5.159455736211308041e-01
5.653229387871447216e+02,1.436679704220470866e+00,3.489331184785002000e-03,3.605736248959382495e-01,4.801144125652153649e-01,4.902147794009675819e-01
1.049987446708408697e+03,9.486677343409433139e-01,2.108694395581287712e-03,7.755153022194347656e-01,8.057048193280206272e-01,8.003809641148895704e-01
8.261639071330173465e+02,4.067208139730476013e+00,2.916131856396032406e-03,1.576958706145948352e-01,9.191399474060801822e-01,9.210040230154117324e-01
1.133520021744392807e+03,2.529577512989094501e+00,2.086367846355519085e-03,7.173934928633317609e-01,-3.749585965687088907e-01,-3.783251087106598298e-01
9.788330047907254539e+02,3.243063507908419574e+00,2.151796540619380083e-03,5.734103695063049733e-01,1.489522684479684944e-01,1.488344187636648219e-01
8.221881373102779662e+02,3.128906781528712155e+00,3.617026772983810388e-03,7.220825161121470215e-01,-2.088227433811265243e-01,-2.151509282772493536e-01
4.451387226351948243e+02,3.923678734053031025e+00,1.079655287697392496e-03,2.743729008270267555e-01,9.599634915348241870e-01,9.692992191077273167e-01
1.039312561511402237e+03,4.953015110160306378e+00,4.032760944387533270e-03,6.176780944774351578e-01,-9.867768116625803831e-02,-1.035235787216713804e-01
4.015210938052981646e+02,3.416411701100533271e+00,2.940160162725884672e-03,5.844152379485063609e-01,7.940320906411798552e-01,7.925516715661923284e-01
1.902533341772852964e+02,2.143451918743741302e+00,1.502603650788747035e-03,4.743817063600022088e-01,9.742553558203708164e-01,9.767627704759234142e-01
1.255437494131873336e+03,1.287004214617866182e+00,2.932047989590134789e-03,5.258224336601737825e-01,7.065861224906477833e-01,7.033483190985670985e-01
7.480134461157630312e+02,9.629546853024428810e-01,2.501748663227032574e-03,4.000715383024961991e-01,6.937133016849830192e-01,6.925167395363215350e-01
1.028673157059773530e+03,3.611993712570995996e+00,4.495895919845350683e-03,2.652980189558407642e-01,6.340220335613171443e-01,6.312038343291823672e-01
7.350673691564321643e+02,1.647966237700866809e+00,3.691736678958712319e-03,2.501772306548385449e-01,7.679729711914524692e-01,7.673056674172710201e-01
8.338956764461856892e+02,1.749205128487210770e+00,1.898331416293476751e-03,1.498001348761185958e-01,8.878959400442063554e-01,8.820432268687048438e-01
1.406707006198074907e+02,2.495060941767435203e+00,4.662643958634646660e-03,3.976050187356562349e-01,9.439924990477445155e-01,9.418025586697330587e-01
3.241524152245702339e+02,2.874193422506113649e+00,4.463104685066211080e-03,7.500831832996629478e-01,6.162726097350096355e-01,6.152381451114483646e-01
9.096272745217329430e+02,2.372666090707087783e+00,3.173163156554543313e-03,7.564984184959437918e-01,-4.362372039959174219e-01,-4.379058340149381001e-01
7.846775175429978617e+02,4.800669573815059543e+00,1.304210329873021351e-03,2.288261604669592775e-01,9.060427828831633112e-01,9.063262326576322359e-01
2.902660407840552352e+02,1.841409983657353644e+00,3.652881137697029310e-03,2.216971344876612071e-01,9.123292944683882855e-01,9.108637833716046739e-01
1.242435122471421664e+03,3.209083822303018696e+00,2.692173260500002607e-03,2.651057150119583983e-01,6.467158988033263611e-01,6.504819558455232631e-01
2.852243590568851914e+02,5.731044124648767557e-01,3.507915911182595426e-03,1.583547776296251874e-01,9.277614065738323257e-01,9.261454269449032051e-01
7.123638996864224282e+02,7.869732874719711502e-01,1.392848593440267546e-03,2.890274873238793951e-01,5.707365187440304188e-01,5.700532707625509676e-01
2.728034500231092352e+02,1.395260965706301093e+00,1.459834227279171743e-03,4.035287310533872684e-01,9.217720852448669788e-01,9.184481785648876961e-01
9.608460713274815816e+02,1.766042931816860451e+00,1.599543676669383865e-03,3.269735499843973159e-01,4.977508593897116973e-01,4.951182851891355319e-01
4.315756169141832856e+02,2.598454936962478090e+00,3.194900389765940960e-03,1.350648927610579308e-01,9.671473370930935287e-01,9.608248731389950059e-01
2.609607701461399074e+02,3.083933308681127361e+00,3.885882169664691375e-03,7.320086375527661282e-01,8.218108132676303912e-01,8.244047378720201769e-01
1.551846168046187984e+02,1.246644988956920885e+00,2.389251654394625082e-03,3.025944191902057989e-01,9.541783862284726192e-01,9.484657961402102044e-01
3.098026454771483600e+02,3.103923907012933636e+00,1.373207625095891702e-03,4.306935405967995401e-01,9.568891150960008307e-01,9.531598331050592510e-01
3.301584600682796804e+02,8.682036795353420544e-01,1.659382830958817858e-03,5.106473682572425510e-01,5.566579876589192732e-01,5.584542109189752912e-01
7.443664954861511660e+02,2.265236222043981229e+00,2.276561334036510554e-03,4.735554571653294298e-01,3.497703245431861840e-01,3.517831913729088655e-01
6.412466634056694375e+02,4.091436864529999440e+00,3.690262130754609106e-03,3.547502357491129077e-01,7.224293989201386879e-01,7.204288251651133068e-01
1.248753240704244718e+03,2.637464085959812188e+00,2.352739213637309625e-03,1.348789671962196124e-01,8.968292662350355604e-01,8.867329371825916073e-01
1.244981604239970920e+03,3.497307597954182778e+00,3.843741223589690077e-03,5.083149757560048165e-01,1.155261252210850950e-02,1.365517895858638607e-02
1.055855332562116473e+03,1.506069008573566403e+00,4.601134848982162996e-03,7.571883475241163453e-01,2.940670977918748152e-02,3.070452707364778114e-02
9.059051607768440135e+02,3.683861262035561968e+00,2.266406567618064853e-03,5.287840456800626532e-01,3.414271508036709202e-01,3.343652447263120164e-01
1.114027709882015643e+03,4.929369987309634382e+00,2.717300336570284414e-03,3.782193323630251847e-01,5.507031855105297691e-01,5.545547959245022973e-01
1.226502194175861405e+03,3.429270823219274344e+00,2.723836058237142851e-03,4.335934540996686515e-01,2.253503688792037607e-01,2.218448698770366379e-01
1.271412746644033120e+02,4.912336789769532253e+00,2.702825540059880776e-03,5.600947003015139813e-01,9.898331180810667762e-01,9.842021775003002571e-01
2.417262725810304289e+02,4.252435299086672948e+00,3.465272941613643538e-03,5.406197114800436188e-01,9.391973360400740489e-01,9.396759895948952890e-01
5.323166616203717467e+02,3.956961615064199300e+00,4.309413734702687362e-03,4.190628467169797977e-01,6.842727336741792898e-01,6.833803815171831664e-01
2.123042236511196847e+02,2.656374085001283802e+00,3.295431562247933249e-03,2.277322593753565438e-01,9.773829880586866192e-01,9.783961080636424112e-01
8.194293676639325668e+02,3.083343462549387404e+00,2.580026569849752476e-03,3.568901131089928791e-01,5.897971563057576860e-01,5.817684160141355365e-01
4.124370668177303401e+02,1.612139036511046619e+00,3.333883697297345457e-03,2.420145372470520473e-01,8.087767051937414520e-01,8.178378557751033728e-01
4.172076749587906193e+02,4.435522044440672218e+00,4.624938863695133087e-03,1.834958639750585152e-01,9.565931877864887189e-01,9.535798947137700265e-01
4.459935863774387030e+02,5.603962081208169188e-01,1.839064989321663283e-03,7.687696892280467820e-01,-1.614789887390553624e-01,-1.691772852815374151e-01
2.172587891012680643e+02,4.088302317744988201e+00,2.708429424386993474e-03,1.068626257180315953e-01,9.978414263793854433e-01,1.000935637322221128e+00
9.891333438857907367e+02,4.730178575582658418e+00,3.818487324036833139e-03,6.631674803096547777e-01,-1.031233010548220363e-01,-1.048973217053279228e-01
8.808069155195801159e+02,1.993281461678976907e+00,2.968608500692838503e-03,5.117176582760523118e-01,-3.855248896271187137e-02,-3.692819653384735168e-02
8.278097087695149412e+02,4.099776807546374968e+00,1.110100750317290653e-03,2.390247534376491734e-01,8.893769499204789986e-01,8.876789077673538086e-01
1.408546987333305083e+02,2.431750099075462579e+00,2.231718400328078136e-03,4.653657713939093332e-01,9.802244084525237877e-01,9.799257066501242397e-01
6.153569735666529823e+02,4.356255020108328324e+00,2.550963011650692405e-03,5.296984367406420979e-01,6.871691757749919249e-01,6.883980399936850958e-01
9.222443078798112310e+02,3.330593626548339792e+00,3.084992768496178529e-03,6.956702727121238938e-01,-1.805485357223152731e-01,-1.842818001422297514e-01
2.876159798843036697e+02,7.509478796951931656e-01,2.695971362968651360e-03,4.396577401625257897e-01,3.697470552223509066e-01,3.731407532016486894e-01
5.627894135890610414e+02,2.190488166050526431e+00,3.793591583555665399e-03,3.460042025609464389e-01,5.657485633658198010e-01,5.633990628704220738e-01
1.238009745639242709e+02,5.865932831292377525e-01,3.490492176730558994e-03,7.409272255093767301e-01,3.284210604896649066e-01,3.240726247688125450e-01
1.982295964926904617e+02,3.871933975308016862e+00,3.716371767385450321e-03,3.513767512783269042e-01,9.723807255326172294e-01,9.727658876417297762e-01
3.597442959988646862e+02,4.418800317097507424e+00,1.739681479758115479e-03,3.916945608098197917e-01,9.504744526347823630e-01,9.526996590272375220e-01
5.975801933694983745e+02,4.982487567152707797e+00,4.708413961330183695e-03,6.155022050338609940e-01,4.683920577429542265e-01,4.672466610348610105e-01
6.558880435448558046e+02,2.868555584318784657e+00,3.389707289804281317e-03,5.357800742497336177e-01,2.952273640800905374e-01,2.909147651446927219e-01
1.161425837941735608e+03,2.260816592674176118e+00,2.108553924985476224e-03,7.180496903151506460e-01,-4.941169493569582127e-01,-4.910180215254150715e-01
4.799901306088159458e+02,2.860522875073749915e+00,4.607092980047871114e-03,1.497922408225381141e-01,9.313139702404952258e-01,9.225123262798813339e-01
1.257566515326296468e+02,2.495734468938407780e+00,3.549783776826488050e-03,2.213342743211600960e-01,9.903180030054569150e-01,9.851636823252792885e-01
1.091468016125398208e+03,1.819128667149932044e+00,4.820343760946433839e-03,3.091326973345470130e-01,8.551879202913358347e-01,8.553855347440028067e-01
1.742163224482873147e+02,4.596163180739254450e+00,2.921135835943284263e-03,6.985524966172401706e-01,9.722624316478519768e-01,9.654571346563266543e-01
2.115903911946740266e+02,2.273825868266607486e+00,3.805432680726716834e-03,3.305137129689139641e-01,9.254386364848709023e-01,9.255786078061167821e-01
1.255818060087681943e+03,4.530479813672551259e+00,2.766517321888560532e-03,2.575367084715020072e-01,7.494112481671968418e-01,7.491369325771045640e-01
1.004038501754030108e+03,3.049252298622979751e+00,2.230683714289690128e-03,4.905536534524230774e-01,2.103230189095138536e-01,2.148167178538046840e-01
5.054250433351060678e+02,4.311119605474175387e+00,3.808051097381903553e-03,1.233792254796548943e-01,9.760986995608056382e-01,9.715247478017391414e-01
2.586146099430347931e+02,3.495237122151295228e+00,2.003058587587857112e-03,7.597019732639676004e-01,9.398371375821277240e-01,9.367076049639194713e-01
5.640766878062338492e+02,2.611592754172373354e+00,3.025773245887119958e-03,1.179436866487593577e-01,9.618703416193502553e-01,9.635362500428552579e-01
5.070338713362082785e+02,3.723403935751044891e+00,3.114586378377720132e-03,4.004889954725883161e-01,8.038575465485404692e-01,7.915697285975114017e-01
1.149329441730967801e+03,3.764592224922418406e+00,3.111789993643966374e-03,1.866839498391699159e-01,8.210190757135847894e-01,8.365192872081577136e-01
6.025036207768480381e+02,4.412187643621185984e+00,1.804401386162442483e-03,7.534095681322154903e-01,6.768584380322492100e-01,6.733651843799404180e-01
1.984540072187464261e+02,2.573615004276767149e+00,4.510078459143589298e-03,5.987098714721549308e-01,8.355977123044507904e-01,8.319485370408230551e-01
1.212166242830303418e+03,2.883298701512640783e+00,3.412106421400513262e-03,3.407842476642471974e-01,4.566570597805080234e-01,4.609626973350265944e-01
8.467760364583122055e+02,3.939070723245263306e+00,2.776530587278348058e-03,3.445561977275395371e-01,6.504994806538797469e-01,6.503003214467013571e-01
2.400518281372026479e+02,2.816446300063054853e+00,4.028298428350823163e-03,6.216171381122951312e-01,8.292572528841517521e-01,8.203601097906337847e-01
2.358089920557067956e+02,3.291624646581597258e+00,2.113491095934026242e-03,4.555506267967845968e-01,9.654618009509192689e-01,9.685964378513822748e-01
6.591198893971171628e+02,1.559553391718177195e+00,3.625102156803494940e-03,1.996819554309109956e-01,8.318836167781288315e-01,8.361605059481248547e-01
2.105067588269394037e+02,4.892445222687658912e+00,2.505853415428407546e-03,6.171500402857176271e-01,9.690248395274794202e-01,9.667751081600997054e-01
8.581026306433101354e+02,3.361873253979665854e+00,2.680927236366092547e-03,2.001138195812164622e-01,8.507323441707816958e-01,8.493243423793215285e-01
8.396605493138922611e+02,3.427463165351739338e+00,2.430816865136849018e-03,3.374900397589328804e-01,6.627955163008998341e-01,6.652254392871967958e-01
1.384976183417844595e+02,3.853351810774597208e+00,3.137076559289912053e-03,5.021742579963059949e-01,9.824805170058942272e-01,9.779366157563219586e-01
1.068907337249553393e+03,4.044731088298966881e+00,3.862985051514155558e-03,5.947094876026287613e-01,-2.018655060775035870e-01,-1.996735632564690388e-01
1.044153713127398078e+03,9.315496056805143699e-01,2.107868756367359091e-03,1.249133483056991817e-01,9.889300595565243546e-01,9.899265521087468045e-01
1.198369922338370088e+03,2.165265730320539372e+00,2.779445436032809864e-03,4.053589408680359218e-01,3.110700601274535293e-01,3.076953970485739598e-01
9.043679760861724617e+02,3.193880864659338847e+00,3.328940891734603544e-03,4.123956502926413581e-01,3.047445668627607462e-01,2.977840574937015150e-01
9.314346788022679675e+02,4.973869773113158033e+00,2.328714916767260154e-03,2.275814714801618066e-01,8.560972669371860189e-01,8.549692377833806312e-01
2.964899853438014929e+02,2.824128552539547865e+00,1.980510572972046975e-03,1.196242288369519513e-01,9.943749522673525076e-01,9.899978409760517017e-01
1.286665767745740538e+02,5.113424036520027860e-01,4.898787741585062389e-03,6.911209654600384278e-01,3.047364105093844366e-02,3.548069217933926683e-02
1.786757829021038901e+02,4.865893362723310744e+00,3.515236231718729849e-03,5.950077327984505393e-01,9.695969035151468240e-01,9.703173303576464459e-01
1.257353608192428737e+03,2.975834325362332500e+00,4.160158523130347806e-03,4.676380981902390488e-01,4.203655600995183650e-01,4.242759827123178673e-01
8.748656386715603048e+02,7.925712662445144607e-01,1.683031644360902072e-03,6.190285737239776820e-01,2.896390462881043848e-01,2.903121559648266792e-01
1.236287999792088840e+03,2.052024598037034409e+00,3.222188742019908587e-03,4.416912182494677763e-01,6.277708774174944883e-01,6.290853830029196070e-01
5.192612306465148322e+02,4.814687742315786778e+00,1.770769586100810191e-03,6.986491561001846318e-01,7.815099097190564281e-01,7.775949151329045739e-01
1.006265891993696755e+03,1.990514637907399020e+00,3.138730967230894935e-03,5.192870242296149241e-01,8.256480550069826563e-02,8.590504263355898396e-02
1.784787584340001558e+02,3.000146807506837821e+00,3.061892584668005936e-03,2.838704724663430046e-01,9.829144810577282732e-01,9.918379724292634148e-01
2.994461987115653869e+02,1.971380873864005068e+00,1.911570662219493240e-03,2.419375990592979031e-01,9.656535239352908029e-01,9.641050861577030728e-01
