I,a,z,radial_observation_coordinate,B_z
7.397918769393504590e+01,6.924665167280912026e-02,5.141550057139428198e-02,2.094244162417492616e-02,3.343823120625132386e-04
5.143197959805922892e+01,9.298507271527578499e-02,-1.357129225812152631e-02,2.786751704938043514e-02,3.579584122647105600e-04
5.567228744900744175e+01,6.641737044343039298e-02,1.044091943742365552e-01,2.982711369164917081e-02,7.270453193039931876e-05
8.106991592138832914e+01,1.336183710687784687e-01,-7.848304002296419002e-02,2.247002019896202074e-02,2.432032002187130781e-04
1.834709279710426699e+01,1.481335384073147743e-01,-1.320748092634273785e-01,5.222296302752209123e-03,3.234063417459673268e-05
6.208826529911522840e+01,1.211630592958722052e-01,1.358390128828244892e-01,2.806807507270145385e-02,9.193800600341636448e-05
2.775114525662817044e+01,9.433109176760173797e-02,-1.010474903974741268e-01,2.986258742612646344e-02,5.526671050076993532e-05
8.273230766322113539e+01,1.268783650554490272e-01,-1.214479891843754794e-01,2.256808801425471550e-02,1.517813415447921525e-04
5.399614325163339146e+01,1.497223007154819263e-01,-6.761253857576736415e-02,1.369885981395481747e-03,1.715302316340249281e-04
9.898258000310377724e+01,1.024481281212454853e-01,-1.483683585036294217e-01,2.771395700722679642e-02,1.067465943713333986e-04
2.646489922081468649e+01,6.864257663254309805e-02,1.497468717965204366e-01,2.799297920668103110e-02,1.637912712440318784e-05
9.667172261118405174e+01,1.132795420652757262e-01,-1.399401070679751058e-02,4.507304523859953851e-03,5.245796855901332283e-04
8.208253329477480520e+01,1.370519224465715780e-01,-1.384580355407378505e-01,2.599104119558162326e-02,1.283388927167993855e-04
5.331344469177417267e+01,1.222746833632698954e-01,-3.162610896955087188e-03,2.943457326648625180e-02,2.861748938763966090e-04
8.321806577616719380e+01,1.314097288288444965e-01,-3.374199978407271122e-02,7.751115241380906844e-03,3.621121354224532450e-04
6.425640147170047101e+01,1.023708968650590828e-01,-1.763706582860384911e-02,1.074136714215097321e-02,3.800092301787666178e-04
6.896089575922422910e+01,1.297198875872723756e-01,-1.989956813821922577e-01,2.925799376918079842e-02,5.286556501922539997e-05
9.223216864366500545e+01,1.158462458579974930e-01,-7.032659771731704368e-02,4.510985073303471274e-03,3.123567711000525327e-04
1.587433747701622444e+01,7.579112487502456807e-02,1.353131976387715596e-01,1.553444041492583333e-02,1.503761947981341237e-05
8.514893835625605334e+01,1.348795159847371583e-01,2.155514092556742867e-02,7.343956857869062688e-03,3.825878437011674574e-04
4.436333019696149194e+01,9.107723139648531141e-02,1.035276047239191838e-01,2.084961612014497520e-02,8.544615286540759632e-05
3.929910544906339709e+01,1.207187187276950319e-01,8.477798494305855510e-04,8.806095271361374238e-03,2.053366624214704060e-04
9.946240940889857995e+01,9.861168656017756107e-02,-1.313116374746828574e-01,2.650215609830519972e-02,1.314291720704909580e-04
8.030714518687403825e+01,1.428363194881336340e-01,-1.615682545970796857e-01,1.913424022298721230e-02,1.015617742196751991e-04
5.369816249016290044e+01,9.376880655727920511e-02,-1.091292514088129662e-01,2.476939789875394482e-02,9.544977417304683655e-05
4.803655567823030736e+01,7.317353101793863668e-02,9.840394418671404020e-02,1.777605803794091513e-02,8.460359978822704942e-05
8.897760152846164772e+01,9.437980200501493167e-02,-1.589931262552672989e-02,1.628041782769163240e-02,5.786822481059022104e-04
1.781333849934047464e+01,7.634196680036596516e-02,-9.846140815255628731e-02,8.321319800999911129e-03,3.349123558718740103e-05
7.375768812224794146e+01,1.382400538746182683e-01,-1.164045223378943200e-01,1.721459743946440399e-02,1.489444942553685958e-04
8.102391613346314614e+01,9.842804929705788186e-02,1.402512643351812582e-01,1.004095194444381937e-02,9.747725658117236704e-05
8.192767417445033118e+01,1.050935915192406367e-01,7.309561122999075344e-02,2.373088022453811313e-02,2.663126635540256850e-04
3.900580522658486160e+01,1.337950412628698960e-01,-1.980557653851761912e-01,1.418542410847822670e-02,3.192671865563765661e-05
8.169752644714490941e+01,1.403552144005385527e-01,1.880588376076844370e-01,1.766179961791917302e-02,7.753588770671650688e-05
3.027955976880986100e+01,1.207380431541174026e-01,1.109926084527889795e-01,1.530586848848410411e-03,6.286832032364226706e-05
4.260771554361122071e+01,1.122258177955124947e-01,1.236130488904684938e-01,1.936013925633037203e-02,7.117815389368988054e-05
4.757033009839418725e+01,1.180679740882001061e-01,-1.626912532797792632e-01,1.846405360827139616e-02,5.056249299283760798e-05
5.872689852671481248e+01,1.337596758489970894e-01,6.047555457498532405e-02,5.787406004775249788e-03,2.087289501957426564e-04
2.013522989865014523e+01,9.123796406527888425e-02,-4.988295722708153968e-02,1.304181921145809546e-02,9.348113730077301366e-05
4.662530205753755297e+01,1.357984114708989665e-01,-2.766644470097405842e-02,2.556008490781357112e-02,2.071733801385619350e-04
1.002706210962306166e+01,1.492039435791161217e-01,-3.521920674813627805e-02,2.145738847019897089e-02,3.935082952317691540e-05
7.699426537126591086e+01,9.499222750009533867e-02,-3.069340671335627629e-02,2.607831008205437756e-03,4.388390001452573998e-04
8.666883210108312596e+01,1.317803359729612378e-01,-1.808612801623972199e-01,2.023108823450424625e-03,8.439445414369754772e-05
2.250385112081777805e+01,1.341288260936049359e-01,-1.554061927267526289e-01,1.010918973900983486e-03,2.940413504136212754e-05
7.334071923401180015e+01,1.022360226450553244e-01,1.449312113050870987e-01,1.896809528133145545e-02,8.462137057846972710e-05
8.389927795551749057e+01,1.315257201219712235e-01,-1.805471874719978276e-01,4.285820347094170327e-03,8.178360175007675530e-05
9.836454905846143504e+01,6.494832030149116919e-02,7.354923019147112384e-02,2.581637997912681476e-02,2.500550829685447988e-04
8.594115061318539972e+01,6.899330573492207241e-02,1.660667716145243222e-01,2.695752473338346861e-02,4.186011578916337537e-05
4.816958368996115780e+01,6.327739520015535080e-02,4.038221511623594356e-02,1.319327545421830443e-02,2.832861692080191761e-04
9.817198376586908637e+01,1.373568709806010091e-01,-5.742427836796779733e-02,1.926028388900960855e-02,3.537230658601193478e-04
9.765859643671196011e+01,9.559770011551659008e-02,-1.455899329272317411e-01,5.221491571363432241e-03,1.059973624340863186e-04
5.533092812805210770e+01,1.260551513680733537e-01,1.271131225890705652e-01,1.211181179565200793e-02,9.578978502117252490e-05
7.781018847255147364e+01,8.662938681895879234e-02,-2.984267770991171423e-02,2.669847780331208870e-02,4.903673533317894073e-04
9.224539009058466377e+01,1.370803113304648324e-01,1.229926083707733042e-02,1.585174414624196740e-02,4.217027328515118249e-04
5.285323647718777806e+01,8.757386065274544440e-02,3.169329886564264953e-03,8.183784352556035951e-03,3.808907112160876446e-04
8.774076169873764286e+01,1.220021022949477063e-01,1.527542266207342903e-01,1.852953143926265589e-02,1.083305227687342948e-04
7.314117094556854681e+01,1.416331471343478532e-01,9.068554469749484648e-02,9.470976637072903853e-03,1.935905213859773016e-04
3.645318303771018975e+01,9.748008352624165651e-02,3.951479022288025000e-02,1.591945322717210065e-02,1.879192350494849088e-04
7.908870429851262429e+01,1.362998516728948506e-01,1.850790502683454519e-01,2.987776703444994242e-02,7.388679613504163047e-05
6.136163072735492108e+01,1.227941115907824898e-01,1.114170852826161795e-01,2.917497402321186928e-02,1.237274982103085013e-04
1.844606380899756104e+01,6.938857798919489950e-02,-6.791656438468805790e-02,8.832620748210244857e-03,6.041603554911302283e-05
4.522423836741977965e+01,9.707969382853426366e-02,-2.785009747790860926e-02,2.719040355162094524e-02,2.687096506779022972e-04
1.663669120580253136e+01,1.321469519300723372e-01,1.646347210404703817e-02,1.974746689277597118e-03,7.730583403379517199e-05
5.285502668952960192e+01,1.457580601138155629e-01,9.791166662040295954e-02,1.692408405783222755e-02,1.298100295359021043e-04
4.856856473286314468e+01,8.171180727213825379e-02,-2.994211873453389572e-03,6.164299568778148532e-03,3.742512959823399610e-04
4.813636986734026380e+01,8.410908532147340355e-02,1.189084259509996522e-01,1.875484279673441182e-02,6.726363367621467353e-05
6.276703182317059060e+01,6.014216567430519245e-02,-1.234896288761755390e-01,7.031386364795267491e-03,5.473848410506884741e-05
2.104215941584660854e+01,1.223418710949051857e-01,1.226554999326524842e-01,2.301240765170608008e-02,3.729692356675672613e-05
9.403920189611584135e+01,1.114865092521552525e-01,1.098266780132362980e-01,1.263248361574004566e-02,1.902631059045388593e-04
7.156454032675297583e+01,1.260987772956505548e-01,-4.693625600161195621e-02,2.312336134265326193e-02,2.959639443859991424e-04
8.414032225534944587e+01,6.245268854563125471e-02,-1.458773623611713810e-01,2.895794430932195629e-02,4.764136138604086384e-05
9.071211090373839170e+01,1.197963331526299136e-01,8.394199775410840503e-02,1.108648637517204230e-02,2.605945894934060263e-04
6.249880422311283468e+01,1.229899731688567643e-01,1.058359082974046211e-01,2.262504918859428379e-02,1.367274106976131595e-04
1.361963988141406290e+01,1.427146373513576427e-01,-1.057682921358323314e-01,2.615886711332895270e-02,3.069086343137975150e-05
7.403381417059821956e+01,6.374683325571577075e-02,6.641379422583267023e-02,2.045935601505259951e-02,2.277571277888658418e-04
6.121232688370223229e+01,1.160290634958476702e-01,3.563820970621161405e-02,1.240000056345411279e-02,2.908106697922535774e-04
8.433614999533592993e+01,1.453324685110375936e-01,6.375531324360546315e-02,1.518615095956226020e-02,2.803435881808903954e-04
5.789444261269097325e+01,1.159671965654454212e-01,4.467581038818471684e-02,4.599195459738718815e-03,2.549533708905859673e-04
8.319196858277732076e+01,8.111640644123364885e-02,-7.937253762805562829e-02,1.555779481661794320e-02,2.304898699967041897e-04
9.973092637652426617e+01,9.679210483006812915e-02,1.220586181905460033e-01,7.211460755750604724e-03,1.548274801807846880e-04
4.154993302310992931e+01,1.271235257999872026e-01,1.299962331271822293e-02,2.344671258877443348e-02,2.071540563006567660e-04
2.539192960186066728e+01,1.387159799057524068e-01,2.555107097916953229e-02,1.953176474822495429e-02,1.107270217867348499e-04
4.525073195085125377e+01,1.064507902213232687e-01,1.860092226832530116e-01,5.510961696204299924e-03,3.268839510902738058e-05
7.777449908791086841e+01,1.156505824844940578e-01,-7.443263176833161965e-02,1.610850848556126189e-02,2.499943721587914334e-04
4.953060386724758501e+01,1.469752398812246841e-01,-1.223430436619874079e-01,1.987631242162248360e-02,9.530792582323484958e-05
6.295420984862933267e+01,1.188750570754778246e-01,-1.107339519802957306e-01,2.971028796456529758e-02,1.259472881843258008e-04
2.146226247295039258e+01,1.013841104597431320e-01,-2.557808775036316679e-02,8.844477078566235009e-03,1.217042634346602475e-04
7.535111598405822519e+01,6.941788616206553963e-02,-1.592248447954928980e-01,1.401154882985534457e-02,4.287787016932122496e-05
3.520741616798495244e+01,1.283983402893936476e-01,-5.305221031328199999e-02,4.639785508391455239e-03,1.360379907658464116e-04
2.715558043636163887e+01,1.415754802708577287e-01,-5.535687502223463063e-02,8.412354276364348432e-03,9.743110034365430724e-05
8.766549987248751563e+01,9.682684910355361663e-02,-1.471060512107738860e-01,2.259968876369661261e-02,9.169285137292413441e-05
6.079715390085346627e+01,8.912762054227078845e-02,-5.698761991448311748e-02,1.940699186816854894e-03,2.562754379152216446e-04
5.360490481116253392e+01,7.127031841964766301e-02,-1.993247510613409615e-02,1.368558095621963053e-02,4.289669146409952924e-04
9.089413887236361234e+01,9.898923758448088805e-02,-1.656607760759960246e-01,1.893021263144768415e-02,7.639353941372840451e-05
1.774111924549023556e+01,1.478618483398488892e-01,7.635940820879000279e-02,2.653233194684386301e-03,5.287977270313887993e-05
7.265390053068034604e+01,1.136734207744424102e-01,1.042350728788732916e-01,1.138671410967535998e-03,1.607915277534438102e-04
3.951840607881423040e+01,9.990785264194579351e-02,3.235922214344633206e-03,1.595693330023762943e-02,2.529512235668008799e-04
2.578687749865729728e+01,6.030286384595913429e-02,1.035263269016189480e-01,3.874656282633371761e-03,3.419155126727253124e-05
7.073187849705510644e+01,1.050121128555354111e-01,-3.654251015347718262e-02,1.191858096762467636e-02,3.578887423082010178e-04
4.265397557766424796e+01,8.687160118794697017e-02,-7.790092618865812613e-02,3.042461786419499176e-03,1.272332272370891779e-04
3.969062492445422663e+01,7.948211596874911467e-02,-1.162006867703070240e-01,1.643517441830335407e-02,5.508802430017457576e-05
9.493099887062689390e+01,9.072137236797397919e-02,-8.188892899417782312e-02,2.591780757692490039e-03,2.688547860921801846e-04
2.793685066115375548e+01,1.313556625756592267e-01,-9.047142284336198714e-02,2.724015095825552558e-03,7.463396102918258622e-05
5.609562920539615760e+01,1.137031907995820768e-01,1.583675679661684377e-01,6.992527495621422493e-03,6.136397872632835056e-05
1.216118806042143419e+01,8.827436905190258476e-02,5.241340689111693291e-02,3.680607389070217686e-03,5.501252699769013040e-05
2.470312820232605588e+01,1.352881757346448000e-01,1.585300520433187421e-01,2.735339213631466163e-02,3.061612133815602764e-05
8.950768602702056853e+01,1.096040242023919864e-01,-1.795259174569786842e-01,1.851881858014477189e-02,7.151227225372487021e-05
8.103227934274086408e+01,1.191390825821072169e-01,1.233949206364725326e-01,4.040189910121847264e-03,1.431311085516761476e-04
6.011519410485912118e+01,9.507681536798498478e-02,-1.856049219463865863e-01,1.989388787143509321e-02,3.690222440452187446e-05
3.002080563922242362e+01,1.342891989634097394e-01,-9.093206851864379936e-02,2.995620776819902034e-02,7.848949424302465372e-05
6.019728243591757888e+01,1.064400191447296695e-01,-1.531343453061766516e-02,2.755653377152373143e-02,3.605841783284116642e-04
1.109318735022512925e+01,9.653318895882963269e-02,1.564784988892418682e-01,2.109507005590839993e-02,1.018277363151583873e-05
7.416942678441286319e+01,9.046932612928469675e-02,-1.607657556956873235e-01,1.791547682218599252e-02,5.958310081674046948e-05
7.450756125073553449e+01,1.204312970634621727e-01,7.428851558646454301e-02,2.308158396889544231e-02,2.376863520332309087e-04
6.814405212097193498e+01,1.422925782549236684e-01,2.265128238009705974e-02,2.856294742283610466e-02,2.974816530338105598e-04
6.502048158476810613e+01,1.465997403943719579e-01,-2.831255701368538130e-02,1.223674645166491701e-02,2.648474072180313972e-04
1.663447893620837803e+01,8.671902177486021102e-02,-1.056814577283493595e-01,1.916325074438732928e-02,2.986563465068574696e-05
3.217653721458780325e+01,1.142987836550407310e-01,-6.435868859948859488e-02,9.468299925278735041e-03,1.169261090818045817e-04
6.169402432881387455e+01,7.913597942962798115e-02,-4.342745847125698000e-02,1.758326959613872031e-02,3.281569242288673413e-04
4.547680894260078333e+01,1.400112413950387324e-01,1.858634751972898236e-01,2.758270875141061521e-02,4.343545897837785327e-05
9.928209057233004842e+01,1.443414291231693014e-01,-1.795521348037620590e-01,2.414042243098261931e-02,1.045369849817005895e-04
9.313708216376630844e+01,1.149596468085977985e-01,1.806078803708056901e-01,1.491914582928514227e-02,7.810478943715102196e-05
2.368071122702833264e+01,1.354972920013769178e-01,-9.531651154105587331e-02,1.727454469902093767e-02,5.975468900685371854e-05
6.309645333845776349e+01,6.718622104109217563e-02,-1.855815734747891244e-01,8.299958903660684117e-03,2.317977843996221567e-05
7.265935954931109109e+01,1.213273798043720125e-01,1.996775008523976602e-02,2.713085889188887514e-03,3.615558386161148684e-04
2.228890728707975200e+01,1.286415792665957514e-01,8.882346814852254413e-02,1.001959990652284693e-02,6.054747747407217008e-05
3.813360823910541342e+01,1.412931390597202963e-01,6.576802395735002749e-02,9.172665693532448469e-03,1.263924620817672914e-04
