t,S,ES,P,dS_dt
2.290458091618323699e+00,9.253478511208318480e+01,6.071574601303036944e-01,6.858057427786489413e+00,-3.028002540842428481e+00
2.300460092018403735e+00,9.250450098580466829e+01,6.070795883442032803e-01,6.888419425851109779e+00,-3.027611072391439340e+00
2.310462092418483770e+00,9.247422077611264513e+01,6.070016945691356636e-01,6.918777529318195896e+00,-3.027219511536054064e+00
2.320464092818563806e+00,9.244394448420597143e+01,6.069237785722960687e-01,6.949131737221716065e+00,-3.026827860600115994e+00
2.330466093218643842e+00,9.241367211096896028e+01,6.068458405890622132e-01,6.979482048441952635e+00,-3.026436117097540901e+00
2.340468093618723877e+00,9.238340365697148115e+01,6.067678813229939738e-01,7.009828461705499336e+00,-3.026044273739402435e+00
2.350470094018803913e+00,9.235313912246887469e+01,6.066899019458338316e-01,7.040170975585262170e+00,-3.025652318440994470e+00
2.360472094418883948e+00,9.232287850753637315e+01,6.066119038978089462e-01,7.070509588565787595e+00,-3.025260236377553813e+00
2.370474094818963984e+00,9.229262181362167894e+01,6.065338865780828259e-01,7.100844299800212589e+00,-3.024868033674374956e+00
2.380476095219044019e+00,9.226236904274922779e+01,6.064558485262648846e-01,7.131175108724473688e+00,-3.024475725262270487e+00
2.390478095619124055e+00,9.223212019660535077e+01,6.063777887854367998e-01,7.161502014609189892e+00,-3.024083320894080273e+00
2.400480096019204090e+00,9.220187527656310067e+01,6.062997068653346311e-01,7.191825016571533169e+00,-3.023690825529540493e+00
2.410482096419284126e+00,9.217163428368239408e+01,6.062216027423480424e-01,7.222144113575232893e+00,-3.023298239342341986e+00
2.420484096819364161e+00,9.214139721870988353e+01,6.061434768595205247e-01,7.252459304430573184e+00,-3.022905557727171733e+00
2.430486097219444197e+00,9.211116408207902850e+01,6.060653301265497284e-01,7.282770587794393791e+00,-3.022512771306751667e+00
2.440488097619524233e+00,9.208093487391009546e+01,6.059871639197869087e-01,7.313077962170089208e+00,-3.022119865938884598e+00
2.450490098019603824e+00,9.205070959466787883e+01,6.059089791035371375e-01,7.343381426228559938e+00,-3.021726832737112289e+00
2.460492098419683860e+00,9.202048824635218693e+01,6.058307742560293807e-01,7.373680979391753709e+00,-3.021333686208649283e+00
2.470494098819763895e+00,9.199027083082290801e+01,6.057525481630887665e-01,7.403976621013978132e+00,-3.020940438720838728e+00
2.480496099219843931e+00,9.196005734962695044e+01,6.056743000771825924e-01,7.434268350295844208e+00,-3.020547097856224994e+00
2.490498099619923966e+00,9.192984780399930855e+01,6.055960297159045380e-01,7.464556166284763705e+00,-3.020153666435091200e+00
2.500500100020004002e+00,9.189964219486304842e+01,6.055177372619751086e-01,7.494840067874945611e+00,-3.019760142522469160e+00
2.510502100420084037e+00,9.186944052282933626e+01,6.054394233632410804e-01,7.525120053807398790e+00,-3.019366519435155993e+00
2.520504100820164073e+00,9.183924278819736742e+01,6.053610891326756116e-01,7.555396122669928438e+00,-3.018972785748722742e+00
2.530506101220244108e+00,9.180904899102664274e+01,6.052827360409509527e-01,7.585668272932389655e+00,-3.018578926401081830e+00
2.540508101620324144e+00,9.177885913256659478e+01,6.052043637863935288e-01,7.615936503646993039e+00,-3.018184944433666139e+00
2.550510102020404180e+00,9.174867321486604510e+01,6.051259708746705712e-01,7.646200814259269229e+00,-3.017790855051064369e+00
2.560512102420484215e+00,9.171849123964528872e+01,6.050475563011833424e-01,7.676461204053500076e+00,-3.017396668445458285e+00
2.570514102820564251e+00,9.168831320831402820e+01,6.049691195249332631e-01,7.706717672161010668e+00,-3.017002390070465001e+00
2.580516103220644286e+00,9.165813912197128843e+01,6.048906604685222455e-01,7.736970217560169338e+00,-3.016608020648115396e+00
2.590518103620724322e+00,9.162796898140544499e+01,6.048121795181521376e-01,7.767218839076384995e+00,-3.016213556175845856e+00
2.600520104020804357e+00,9.159780278709423840e+01,6.047336775236252793e-01,7.797463535382109789e+00,-3.015818987933471806e+00
2.610522104420884393e+00,9.156764053920478830e+01,6.046551557983443903e-01,7.827704304996839113e+00,-3.015424302490168351e+00
2.620524104820964428e+00,9.153748223805543205e+01,6.045766154309655249e-01,7.857941146513573116e+00,-3.015029488719009887e+00
2.630526105221044464e+00,9.150732788554574881e+01,6.044980551517734613e-01,7.888174059302457408e+00,-3.014634559507996858e+00
2.640528105621124499e+00,9.147717748357661094e+01,6.044194736879805463e-01,7.918403042735386421e+00,-3.014239527761144899e+00
2.650530106021204535e+00,9.144703103373194608e+01,6.043408702402106591e-01,7.948628096027826828e+00,-3.013844401552072227e+00
2.660532106421284571e+00,9.141688853728628317e+01,6.042622444711630569e-01,7.978849218242536345e+00,-3.013449184246390633e+00
2.670534106821364606e+00,9.138674999520480924e+01,6.041835965056120417e-01,8.009066408289553962e+00,-3.013053874508662133e+00
2.680536107221444198e+00,9.135661540814335524e+01,6.041049269304072933e-01,8.039279664926210600e+00,-3.012658466309352079e+00
2.690538107621524233e+00,9.132648477644838181e+01,6.040262367944739808e-01,8.069488986757123783e+00,-3.012262948931771156e+00
2.700540108021604269e+00,9.129635810018559994e+01,6.039475275661243536e-01,8.099694372248245955e+00,-3.011867307412575911e+00
2.710542108421684304e+00,9.126623538037723904e+01,6.038687992870563903e-01,8.129895820335672596e+00,-3.011471541290841270e+00
2.720544108821764340e+00,9.123611661908391568e+01,6.037900504475712804e-01,8.160093330468489725e+00,-3.011075665853103267e+00
2.730546109221844375e+00,9.120600181806329942e+01,6.037112799901405147e-01,8.190286901946533860e+00,-3.010679691779581724e+00
2.740548109621924411e+00,9.117589097876501114e+01,6.036324873177872918e-01,8.220476533917176809e+00,-3.010283625065981461e+00
2.750550110022004446e+00,9.114578410233056616e+01,6.035536722940862964e-01,8.250662225375318570e+00,-3.009887467030413877e+00
2.760552110422084482e+00,9.111568118959340268e+01,6.034748352431641427e-01,8.280843975163397985e+00,-3.009491214320321184e+00
2.770554110822164517e+00,9.108558224107889600e+01,6.033959769496987091e-01,8.311021781971378530e+00,-3.009094858919397986e+00
2.780556111222244553e+00,9.105548725700428747e+01,6.033170986589195817e-01,8.341195644336760751e+00,-3.008698388154503967e+00
2.790558111622324589e+00,9.102539623757374443e+01,6.032382016363309063e-01,8.371365560789888249e+00,-3.008301789162200812e+00
2.800560112022404624e+00,9.099530918452855133e+01,6.031592848513875893e-01,8.401531530620021115e+00,-3.007905072344353226e+00
2.810562112422484660e+00,9.096522609981707319e+01,6.030803469628324143e-01,8.431693553220059201e+00,-3.007508251235857077e+00
2.820564112822564695e+00,9.093514698506351124e+01,6.030013871142494430e-01,8.461851627822211341e+00,-3.007111334448956619e+00
2.830566113222644731e+00,9.090507184158525433e+01,6.029224049082525516e-01,8.492005753506465027e+00,-3.006714325941667543e+00
2.840568113622724766e+00,9.087500067039289320e+01,6.028434004064844309e-01,8.522155929200588176e+00,-3.006317225024684792e+00
2.850570114022804802e+00,9.084493347219022041e+01,6.027643741296173641e-01,8.552302153680125585e+00,-3.005920026368258391e+00
2.860572114422884837e+00,9.081487024737421621e+01,6.026853270573527821e-01,8.582444425568397151e+00,-3.005522720009090154e+00
2.870574114822964873e+00,9.078481099604023541e+01,6.026062606206710193e-01,8.612582743339062930e+00,-3.005125291435534862e+00
2.880576115223044908e+00,9.075475571896399174e+01,6.025271752344033560e-01,8.642717105801578370e+00,-3.004727736418427497e+00
2.890578115623124944e+00,9.072470441819464781e+01,6.024480694082056109e-01,8.672847512397115821e+00,-3.004330069974112671e+00
2.900580116023204980e+00,9.069465709553054467e+01,6.023689420264706218e-01,8.702973962442946743e+00,-3.003932303317757402e+00
2.910582116423284571e+00,9.066461375246450416e+01,6.022897924310994799e-01,8.733096455104366385e+00,-3.003534443033585966e+00
2.920584116823364607e+00,9.063457439018377215e+01,6.022106204215015302e-01,8.763214989394697341e+00,-3.003136491081745074e+00
2.930586117223444642e+00,9.060453900957008955e+01,6.021314262545947038e-01,8.793329564175285995e+00,-3.002738444805164164e+00
2.940588117623524678e+00,9.057450761119966387e+01,6.020522106448048527e-01,8.823440178155500746e+00,-3.002340296936415687e+00
2.950590118023604713e+00,9.054448019534316927e+01,6.019729747640666373e-01,8.853546829892737335e+00,-3.001942035604566072e+00
2.960592118423684749e+00,9.051445676212932767e+01,6.018937199972722585e-01,8.883649517873378088e+00,-3.001543646806632992e+00
2.970594118823764784e+00,9.048443731308339011e+01,6.018144456401237630e-01,8.913748241276453044e+00,-3.001145137605034208e+00
2.980596119223844820e+00,9.045442185020127113e+01,6.017351502825690757e-01,8.943842999516141035e+00,-3.000746522162181407e+00
2.990598119623924855e+00,9.042441037515065716e+01,6.016558330060554072e-01,8.973933791843265340e+00,-3.000347809674744237e+00
3.000600120024004891e+00,9.039440288929502287e+01,6.015764933480188814e-01,9.004020617356927048e+00,-2.999949004738470926e+00
3.010602120424084926e+00,9.036439939369360275e+01,6.014971313018840915e-01,9.034103475004494399e+00,-2.999550107355034800e+00
3.020604120824164962e+00,9.033439988910130580e+01,6.014177473170646548e-01,9.064182363581604562e+00,-2.999151112938845287e+00
3.030606121224244998e+00,9.030440437596884351e+01,6.013383422989631022e-01,9.094257281732170739e+00,-2.998752012323888216e+00
3.040608121624325033e+00,9.027441285444263031e+01,6.012589176089706555e-01,9.124328227948376835e+00,-2.998352791770540371e+00
3.050610122024405069e+00,9.024442532505027259e+01,6.011794740385552061e-01,9.154395200911148223e+00,-2.997953443283932540e+00
3.060612122424485104e+00,9.021444178979064077e+01,6.011000101750177960e-01,9.184458200034313791e+00,-2.997553981026376047e+00
3.070614122824565140e+00,9.018446225050622900e+01,6.010205248391421451e-01,9.214517224654604988e+00,-2.997154416797974896e+00
3.080616123224645175e+00,9.015448670873620074e+01,6.009410173066606076e-01,9.244572273957112785e+00,-2.996754757816185055e+00
3.090618123624725211e+00,9.012451516571675825e+01,6.008614873077764429e-01,9.274623346975445770e+00,-2.996355006727417170e+00
3.100620124024805246e+00,9.009454762238107151e+01,6.007819350271633718e-01,9.304670442591739032e+00,-2.995955161613841788e+00
3.110622124424885282e+00,9.006458407935937771e+01,6.007023611039661315e-01,9.334713559536636396e+00,-2.995555216000186149e+00
3.120624124824965318e+00,9.003462453697886758e+01,6.006227666317999203e-01,9.364752696389308184e+00,-2.995155158860528744e+00
3.130626125225045353e+00,9.000466899533523701e+01,6.005431530517665317e-01,9.394787851612964147e+00,-2.994754975697837995e+00
3.140628125625125389e+00,8.997471745568701351e+01,6.004635200628326563e-01,9.424819024250123078e+00,-2.994354669495806753e+00
3.150630126025204980e+00,8.994476992006740090e+01,6.003838662011588001e-01,9.454846213731407545e+00,-2.993954254887205568e+00
3.160632126425285016e+00,8.991482639019079670e+01,6.003041904810531015e-01,9.484869419328120443e+00,-2.993553741697235537e+00
3.170634126825365051e+00,8.988488686746985934e+01,6.002244923697777068e-01,9.514888640160332756e+00,-2.993153135203009185e+00
3.180636127225445087e+00,8.985495135301553660e+01,6.001447717875492138e-01,9.544903875196881771e+00,-2.992752436140319716e+00
3.190638127625525122e+00,8.982501984763706560e+01,6.000650291075382281e-01,9.574915123255371086e+00,-2.992351640710414706e+00
3.200640128025605158e+00,8.979509235184193017e+01,5.999852651558695849e-01,9.604922383002170605e+00,-2.991950740586756030e+00
3.210642128425685193e+00,8.976516886583593191e+01,5.999054812116222379e-01,9.634925652952420094e+00,-2.991549722921787779e+00
3.220644128825765229e+00,8.973524938994539468e+01,5.998256783737893061e-01,9.664924931680781484e+00,-2.991148576684234506e+00
3.230646129225845264e+00,8.970533392603734058e+01,5.997458554298951139e-01,9.694920218532729450e+00,-2.990747313964273069e+00
3.240648129625925300e+00,8.967542247600960081e+01,5.996660111200327048e-01,9.724911512870326291e+00,-2.990345947311687347e+00
3.250650130026005336e+00,8.964551504145083527e+01,5.995861446488137680e-01,9.754898813900314991e+00,-2.989944484620194576e+00
3.260652130426085371e+00,8.961561162364921529e+01,5.995062556722889902e-01,9.784882120678453532e+00,-2.989542929265032623e+00
3.270654130826165407e+00,8.958571222359249475e+01,5.994263442979487211e-01,9.814861432109521999e+00,-2.989141280109690157e+00
3.280656131226245442e+00,8.955581684196793901e+01,5.993464110847218640e-01,9.844836746947306594e+00,-2.988739531512654590e+00
3.290658131626325478e+00,8.952592547916236754e+01,5.992664570429769855e-01,9.874808063794617397e+00,-2.988337673334139133e+00
3.300660132026405513e+00,8.949603813528074170e+01,5.991864836066712607e-01,9.904775381112546739e+00,-2.987935691220661383e+00
3.310662132426485549e+00,8.946615481127943781e+01,5.991064909323748910e-01,9.934738697788150219e+00,-2.987533583575745944e+00
3.320664132826565584e+00,8.943627550920396629e+01,5.990264775398860264e-01,9.964698013256105824e+00,-2.987131365123987692e+00
3.330666133226645620e+00,8.940640023081844845e+01,5.989464423714654373e-01,9.994653326810045257e+00,-2.986729046361572326e+00
3.340668133626725655e+00,8.937652897758779602e+01,5.988663848192997685e-01,1.002460463759285858e+01,-2.986326633288940879e+00
3.350670134026805691e+00,8.934666175067773963e+01,5.987863047255008730e-01,1.005455194459671198e+01,-2.985924127417515450e+00
3.360672134426885727e+00,8.931679855095482878e+01,5.987062023821065893e-01,1.008449524666302466e+01,-2.985521525776395624e+00
3.370674134826965762e+00,8.928693937898638922e+01,5.986260785310805188e-01,1.011443454248249019e+01,-2.985118820919065552e+00
3.380676135227045354e+00,8.925708423504059397e+01,5.985459343643115826e-01,1.014436983059505870e+01,-2.984716000930104585e+00
3.390678135627125389e+00,8.922723311931049750e+01,5.984657711871292918e-01,1.017430110950232702e+01,-2.984313052779728359e+00
3.400680136027205425e+00,8.919738603343891725e+01,5.983855881266185728e-01,1.020422837843442565e+01,-2.983909985119635788e+00
3.410682136427285460e+00,8.916754297938545903e+01,5.983053838322345275e-01,1.023415163678226669e+01,-2.983506811340462583e+00
3.420684136827365496e+00,8.913770395879124919e+01,5.982251574326095112e-01,1.026407088377609256e+01,-2.983103540053591907e+00
3.430686137227445531e+00,8.910786897299951193e+01,5.981449085047895187e-01,1.029398611849565981e+01,-2.982700175404005005e+00
3.440688137627525567e+00,8.907803802305548402e+01,5.980646370742344065e-01,1.032389733987023916e+01,-2.982296717076961201e+00
3.450690138027605602e+00,8.904821110970652853e+01,5.979843436148176705e-01,1.035380454667861194e+01,-2.981893160304677881e+00
3.460692138427685638e+00,8.901838823340204954e+01,5.979040290488268905e-01,1.038370773754908249e+01,-2.981489495873001161e+00
3.470694138827765673e+00,8.898856939429384738e+01,5.978236947465023210e-01,1.041360691095961499e+01,-2.981085710132655997e+00
3.480696139227845709e+00,8.895875459302624222e+01,5.977433413382554628e-01,1.044350206563546379e+01,-2.980681796791830429e+00
3.490698139627925745e+00,8.892894383161164740e+01,5.976629673958384625e-01,1.047339320099246507e+01,-2.980277769987440095e+00
3.500700140028005780e+00,8.889913711186689227e+01,5.975825717846490193e-01,1.050328031634841608e+01,-2.979873640927485301e+00
3.510702140428085816e+00,8.886933443531209775e+01,5.975021538169880131e-01,1.053316341087087871e+01,-2.979469416376102409e+00
3.520704140828165851e+00,8.883953580317071896e+01,5.974217132520600604e-01,1.056304248357717590e+01,-2.979065098660213629e+00
3.530706141228245887e+00,8.880974121636958785e+01,5.973412502959729586e-01,1.059291753333439878e+01,-2.978660685676184361e+00
3.540708141628325922e+00,8.877995067553881370e+01,5.972607656017380195e-01,1.062278855885940310e+01,-2.978256170896458332e+00
