t,omega,theta,domega_dt,domega_dt_noisy
1.856371274254851045e-01,2.925573798246490664e+00,2.935935117801928840e-01,1.216139651098414909e+01,1.208137356078313474e+01
1.864372874574914962e-01,2.935294084190712027e+00,2.959383292482440364e-01,1.213446606157438801e+01,1.173061289947662722e+01
1.872374474894978880e-01,2.944992841593526478e+00,2.982909158964613949e-01,1.210758592006673773e+01,1.219168857752585211e+01
1.880376075215043075e-01,2.954670110683099704e+00,3.006512545165766492e-01,1.208075603696163469e+01,1.213266872874004676e+01
1.888377675535106992e-01,2.964325931648045032e+00,3.030193279319578492e-01,1.205397636257781713e+01,1.177150011948346275e+01
1.896379275855170909e-01,2.973960344637424758e+00,3.053951189976100156e-01,1.202724684705334290e+01,1.218131126361224226e+01
1.904380876175235104e-01,2.983573389760748817e+00,3.077786106001745292e-01,1.200056744034664291e+01,1.186034748025995711e+01
1.912382476495299022e-01,2.993165107087974341e+00,3.101697856579292978e-01,1.197393809223756200e+01,1.174870046900690213e+01
1.920384076815362939e-01,3.002735536649506987e+00,3.125686271207889777e-01,1.194735875232838396e+01,1.196650489452123445e+01
1.928385677135427134e-01,3.012284718436200492e+00,3.149751179703048076e-01,1.192082937004486887e+01,1.188513528376502570e+01
1.936387277455491052e-01,3.021812692399355793e+00,3.173892412196643309e-01,1.189434989463727632e+01,1.193487469483550534e+01
1.944388877775555247e-01,3.031319498450722794e+00,3.198109799136921172e-01,1.186792027518140280e+01,1.154677066351651504e+01
1.952390478095619164e-01,3.040805176462498149e+00,3.222403171288488744e-01,1.184154046057959064e+01,1.220398648383406481e+01
1.960392078415683081e-01,3.050269766267327487e+00,3.246772359732322255e-01,1.181521039956175478e+01,1.169467867665300886e+01
1.968393678735747276e-01,3.059713307658303627e+00,3.271217195865763205e-01,1.178893004068640415e+01,1.148099817898712161e+01
1.976395279055811194e-01,3.069135840388967917e+00,3.295737511402517250e-01,1.176269933234164000e+01,1.188646777005507005e+01
1.984396879375875111e-01,3.078537404173308456e+00,3.320333138372656978e-01,1.173651822274619505e+01,1.166555739672596026e+01
1.992398479695939306e-01,3.087918038685763644e+00,3.345003909122621910e-01,1.171038665995041761e+01,1.177535835710499867e+01
2.000400080016003224e-01,3.097277783561216857e+00,3.369749656315215169e-01,1.168430459183728765e+01,1.161638290571228005e+01
2.008401680336067141e-01,3.106616678395000886e+00,3.394570212929607367e-01,1.165827196612341510e+01,1.164632389402743051e+01
2.016403280656131336e-01,3.115934762742897490e+00,3.419465412261335491e-01,1.163228873036005417e+01,1.168144329910778012e+01
2.024404880976195253e-01,3.125232076121133851e+00,3.444435087922299576e-01,1.160635483193408568e+01,1.145702425513750633e+01
2.032406481296259171e-01,3.134508658006387005e+00,3.469479073840767702e-01,1.158047021806901711e+01,1.171621813724092931e+01
2.040408081616323366e-01,3.143764547835781631e+00,3.494597204261375434e-01,1.155463483582598094e+01,1.146065481601007185e+01
2.048409681936387283e-01,3.152999784994443111e+00,3.519789313708001632e-01,1.152884863213945899e+01,1.135491120330536496e+01
2.056411282256451201e-01,3.162214408775739560e+00,3.545055236959738232e-01,1.150311155392945750e+01,1.151851803829395848e+01
2.064412882576515396e-01,3.171408458457945834e+00,3.570394809305227346e-01,1.147742354788845098e+01,1.156643180358666001e+01
2.072414482896579313e-01,3.180581973280341757e+00,3.595807866357385030e-01,1.145178456054906491e+01,1.140596869222533627e+01
2.080416083216643230e-01,3.189734992438728156e+00,3.621294244034316545e-01,1.142619453829759735e+01,1.125369058088168472e+01
2.088417683536707425e-01,3.198867555085427750e+00,3.646853778559314141e-01,1.140065342737499421e+01,1.152461054063672030e+01
2.096419283856771343e-01,3.207979700329282036e+00,3.672486306460853167e-01,1.137516117387784931e+01,1.102309541545329452e+01
2.104420884176835260e-01,3.217071467235655291e+00,3.698191664572598181e-01,1.134971772375939736e+01,1.114354489655229052e+01
2.112422484496899455e-01,3.226142894826431462e+00,3.723969690033401836e-01,1.132432302283048031e+01,1.133222760093715742e+01
2.120424084816963373e-01,3.235194022080015941e+00,3.749820220287298222e-01,1.129897701676053678e+01,1.102676513709952388e+01
2.128425685137027290e-01,3.244224887931334234e+00,3.775743093083512303e-01,1.127367965107859860e+01,1.127927850392843290e+01
2.136427285457091485e-01,3.253235531271833736e+00,3.801738146476455471e-01,1.124843087117423934e+01,1.123745824757054734e+01
2.144428885777155402e-01,3.262225990949481513e+00,3.827805218825722222e-01,1.122323062229856205e+01,1.140297858007019549e+01
2.152430486097219320e-01,3.271196305768766965e+00,3.853944148796096258e-01,1.119807884956516020e+01,1.101512077920250121e+01
2.160432086417283515e-01,3.280146514490699161e+00,3.880154775357548824e-01,1.117297549795110179e+01,1.104779419322277256e+01
2.168433686737347432e-01,3.289076655832808171e+00,3.906436937785234265e-01,1.114792051229787972e+01,1.121455684923807894e+01
2.176435287057411627e-01,3.297986768469145069e+00,3.932790475659497242e-01,1.112291383731237460e+01,1.063140111927121367e+01
2.184436887377475545e-01,3.306876891030281929e+00,3.959215228865865521e-01,1.109795541756782278e+01,1.171796387735074063e+01
2.192438487697539462e-01,3.315747062103311382e+00,3.985711037595054962e-01,1.107304519750476324e+01,1.093331505141240889e+01
2.200440088017603657e-01,3.324597320231847952e+00,4.012277742342969522e-01,1.104818312143198789e+01,1.090221611088687581e+01
2.208441688337667574e-01,3.333427703916024942e+00,4.038915183910695705e-01,1.102336913352751324e+01,1.119559463570825564e+01
2.216443288657731492e-01,3.342238251612497990e+00,4.065623203404510333e-01,1.099860317783950769e+01,1.099063680955237032e+01
2.224444888977795687e-01,3.351029001734444179e+00,4.092401642235876102e-01,1.097388519828723830e+01,1.061799947454652049e+01
2.232446489297859604e-01,3.359799992651558931e+00,4.119250342121439923e-01,1.094921513866202645e+01,1.107460061468054846e+01
2.240448089617923522e-01,3.368551262690061776e+00,4.146169145083037355e-01,1.092459294262817693e+01,1.109566850942801786e+01
2.248449689937987717e-01,3.377282850132690584e+00,4.173157893447690947e-01,1.090001855372392114e+01,1.081002929902873255e+01
2.256451290258051634e-01,3.385994793218705112e+00,4.200216429847607458e-01,1.087549191536233728e+01,1.081917184370393237e+01
2.264452890578115551e-01,3.394687130143885678e+00,4.227344597220181743e-01,1.085101297083230776e+01,1.094820989028418623e+01
2.272454490898179746e-01,3.403359899060534044e+00,4.254542238807995647e-01,1.082658166329941629e+01,1.064482561331652555e+01
2.280456091218243664e-01,3.412013138077471641e+00,4.281809198158815222e-01,1.080219793580690890e+01,1.088987564864829061e+01
2.288457691538307581e-01,3.420646885260042236e+00,4.309145319125595730e-01,1.077786173127659097e+01,1.081772143336548986e+01
2.296459291858371776e-01,3.429261178630109264e+00,4.336550445866479420e-01,1.075357299250975274e+01,1.061858646935456996e+01
2.304460892178435694e-01,3.437856056166056717e+00,4.364024422844789974e-01,1.072933166218810186e+01,1.045091128742573261e+01
2.312462492498499611e-01,3.446431555802606628e+00,4.391567094828069950e-01,1.070513768287518275e+01,1.066001651672296546e+01
2.320464092818563806e-01,3.454987715394683523e+00,4.419178306759065089e-01,1.068099099711927380e+01,1.050590654546724068e+01
2.328465693138627723e-01,3.463524572737532559e+00,4.446857904010224627e-01,1.065689154739770395e+01,1.085717359253373715e+01
2.336467293458691641e-01,3.472042165596745722e+00,4.474605732378920675e-01,1.063283927603299794e+01,1.066165634973298282e+01
2.344468893778755836e-01,3.480540531691455719e+00,4.502421637955063560e-01,1.060883412524118086e+01,1.076525102975316095e+01
2.352470494098819753e-01,3.489019708694333310e+00,4.530305467121095719e-01,1.058487603713270531e+01,1.061180042420159708e+01
2.360472094418883671e-01,3.497479734231589532e+00,4.558257066552002801e-01,1.056096495371336275e+01,1.061354517713036927e+01
2.368473694738947866e-01,3.505920645882976583e+00,4.586276283215304783e-01,1.053710081688517697e+01,1.038050103343910102e+01
2.376475295059011783e-01,3.514342481181784272e+00,4.614362964371058751e-01,1.051328356844732603e+01,1.064689305376175454e+01
2.384476895379075700e-01,3.522745277614843573e+00,4.642516957571859448e-01,1.048951315009704643e+01,1.084645280495845121e+01
2.392478495699139895e-01,3.531129072622524401e+00,4.670738110662840392e-01,1.046578950343051240e+01,1.040385199232700408e+01
2.400480096019203813e-01,3.539493903598736946e+00,4.699026271781669983e-01,1.044211256994376136e+01,1.032355766440093170e+01
2.408481696339267730e-01,3.547839807890930786e+00,4.727381289358554839e-01,1.041848229103356260e+01,1.038691495059549297e+01
2.416483296659331925e-01,3.556166822800095773e+00,4.755803012116240902e-01,1.039489860799833565e+01,1.029864255127811035e+01
2.424484896979395843e-01,3.564474985580760702e+00,4.784291289070006781e-01,1.037136146203901710e+01,1.023106560230830908e+01
2.432486497299459760e-01,3.572764333440993756e+00,4.812845969527673184e-01,1.034787079425995771e+01,1.037550952305359075e+01
2.440488097619523955e-01,3.581034903542405168e+00,4.841466903089596263e-01,1.032442654566980522e+01,1.026624303905978763e+01
2.448489697939587872e-01,3.589286733000141894e+00,4.870153939648667052e-01,1.030102865718239968e+01,1.058880337595093124e+01
2.456491298259652067e-01,3.597519858882892940e+00,4.898906929390319243e-01,1.027767706961761363e+01,1.027771739820863850e+01
2.464492898579715985e-01,3.605734318212885370e+00,4.927725722792517526e-01,1.025437172370228467e+01,1.031915411922857118e+01
2.472494498899779902e-01,3.613930147965886963e+00,4.956610170625768141e-01,1.023111256007102909e+01,1.042151693367098986e+01
2.480496099219844097e-01,3.622107385071205332e+00,4.985560123953114986e-01,1.020789951926716199e+01,1.014774834876625320e+01
2.488497699539908015e-01,3.630266066411687031e+00,5.014575434130135179e-01,1.018473254174353748e+01,1.047207984976132522e+01
2.496499299859971932e-01,3.638406228823719335e+00,5.043655952804947384e-01,1.016161156786342090e+01,1.003507272535939876e+01
2.504500900180036127e-01,3.646527909097228015e+00,5.072801531918205153e-01,1.013853653790136100e+01,9.976870997524136087e+00
2.512502500500100044e-01,3.654631143975680008e+00,5.102012023703100807e-01,1.011550739204403904e+01,1.004225398827398941e+01
2.520504100820163962e-01,3.662715970156080303e+00,5.131287280685361551e-01,1.009252407039112676e+01,1.006958059199769906e+01
2.528505701140227879e-01,3.670782424288975498e+00,5.160627155683255030e-01,1.006958651295614970e+01,9.789322872936338626e+00
2.536507301460291797e-01,3.678830542978450691e+00,5.190031501807583769e-01,1.004669465966734165e+01,1.003967570284157240e+01
2.544508901780356269e-01,3.686860362782131251e+00,5.219500172461690735e-01,1.002384845036847061e+01,9.690351132280586199e+00
2.552510502100420187e-01,3.694871920211181493e+00,5.249033021341449334e-01,1.000104782481972165e+01,1.027947550492882201e+01
2.560512102420484104e-01,3.702865251730306007e+00,5.278629902435278964e-01,9.978292722698519412e+00,9.962093332416980473e+00
2.568513702740548021e-01,3.710840393757749212e+00,5.308290670024128355e-01,9.955583083600371808e+00,9.827191538661177006e+00
2.576515303060611939e-01,3.718797382665295359e+00,5.338015178681491113e-01,9.932918847039715615e+00,9.751251223383000877e+00
2.584516903380676411e-01,3.726736254778268531e+00,5.367803283273393511e-01,9.910299952450751348e+00,9.833413857609112796e+00
2.592518503700740329e-01,3.734657046375531309e+00,5.397654838958397816e-01,9.887726339188279923e+00,9.843110445502194494e+00
2.600520104020804246e-01,3.742559793666646151e+00,5.427569701055769968e-01,9.865197946593644573e+00,9.656295753471372478e+00
2.608521704340868164e-01,3.750444532787474028e+00,5.457547725246462145e-01,9.842714714008240051e+00,9.658755695243673500e+00
2.616523304660932081e-01,3.758311299837872266e+00,5.487588767685076530e-01,9.820276580666885025e+00,9.782841579654578013e+00
2.624524904980995998e-01,3.766160130869212974e+00,5.517692684804941239e-01,9.797883485734224962e+00,9.693726736175097614e+00
2.632526505301060471e-01,3.773991061884368836e+00,5.547859333318000408e-01,9.775535368305575901e+00,9.963377989041239502e+00
2.640528105621124388e-01,3.781804128837710888e+00,5.578088570214801978e-01,9.753232167407771769e+00,9.980806242256877070e+00
2.648529705941188306e-01,3.789599367635112959e+00,5.608380252764514351e-01,9.730973821999970852e+00,9.734178062719948343e+00
2.656531306261252223e-01,3.797376814133948564e+00,5.638734238514916397e-01,9.708760270974483575e+00,9.803480185385389234e+00
2.664532906581316141e-01,3.805136504143092235e+00,5.669150385292399674e-01,9.686591453157594955e+00,9.419553778432570468e+00
2.672534506901380058e-01,3.812878473422918635e+00,5.699628551201965099e-01,9.664467307310376398e+00,9.791950849196899398e+00
2.680536107221444531e-01,3.820602757685303441e+00,5.730168594627231826e-01,9.642387772129502821e+00,9.636271078226849696e+00
2.688537707541508448e-01,3.828309392593621130e+00,5.760770374230423929e-01,9.620352786248068000e+00,9.717286449438235607e+00
2.696539307861572365e-01,3.835998413762748971e+00,5.791433748952383720e-01,9.598362288236373274e+00,9.918433514555104580e+00
2.704540908181636283e-01,3.843669856759063919e+00,5.822158578012566199e-01,9.576416216602758880e+00,9.120244665333885337e+00
2.712542508501700200e-01,3.851323757100443501e+00,5.852944720909034615e-01,9.554514509794394428e+00,9.606704145605080569e+00
2.720544108821764118e-01,3.858960150256265376e+00,5.883792037418467125e-01,9.532657106198087149e+00,9.312833293564514392e+00
2.728545709141828590e-01,3.866579071647408661e+00,5.914700387596157904e-01,9.510843944141063488e+00,9.629283282421960521e+00
2.736547309461892508e-01,3.874180556646251716e+00,5.945669631776004938e-01,9.489074961891795112e+00,9.226412274406101233e+00
2.744548909781956425e-01,3.881764640576673919e+00,5.976699630570525557e-01,9.467350097660757413e+00,9.368270184259959166e+00
2.752550510102020342e-01,3.889331358714056108e+00,6.007790244870848673e-01,9.445669289601251961e+00,9.486216040753326695e+00
2.760552110422084260e-01,3.896880746285278807e+00,6.038941335846713665e-01,9.424032475810173892e+00,9.546734353097248160e+00
2.768553710742148177e-01,3.904412838468723557e+00,6.070152764946473711e-01,9.402439594328802386e+00,9.417398412196117619e+00
2.776555311062212650e-01,3.911927670394272027e+00,6.101424393897095788e-01,9.380890583143596473e+00,9.222324395346033654e+00
2.784556911382276567e-01,3.919425277143306019e+00,6.132756084704155120e-01,9.359385380186973080e+00,9.248678936643891291e+00
2.792558511702340485e-01,3.926905693748708792e+00,6.164147699651841839e-01,9.337923923338067311e+00,9.514824501587943573e+00
2.800560112022404402e-01,3.934368955194863293e+00,6.195599101302959877e-01,9.316506150423521149e+00,9.315406227286214147e+00
2.808561712342468319e-01,3.941815096417653930e+00,6.227110152498924744e-01,9.295131999218272156e+00,8.958369119850059903e+00
2.816563312662532237e-01,3.949244152304465239e+00,6.258680716359763530e-01,9.273801407446294220e+00,9.442533949100232249e+00
2.824564912982596709e-01,3.956656157694182774e+00,6.290310656284118229e-01,9.252514312781393357e+00,9.335764008724087404e+00
2.832566513302660627e-01,3.964051147377190887e+00,6.321999835949236868e-01,9.231270652847962666e+00,9.405953761898352639e+00
2.840568113622724544e-01,3.971429156095375834e+00,6.353748119310989040e-01,9.210070365221751487e+00,9.142744871946415941e+00
2.848569713942788462e-01,3.978790218542125334e+00,6.385555370603849257e-01,9.188913387430615032e+00,9.354544691115936672e+00
2.856571314262852379e-01,3.986134369362325458e+00,6.417421454340909159e-01,9.167799656955283538e+00,8.955586672954948924e+00
2.864572914582916852e-01,3.993461643152365070e+00,6.449346235313871967e-01,9.146729111230129661e+00,9.260729073403220823e+00
2.872574514902980769e-01,4.000772074460131833e+00,6.481329578593050256e-01,9.125701687643891447e+00,9.027625625718279423e+00
