theta,g,rho_air,a,a_noisy
6.863505520228084800e-01,1.257716497207999851e+01,1.172565532688652379e+00,5.578616089867621142e+00,5.558610352317367997e+00
1.344482677429598372e+00,8.699904229226165242e+00,8.381848034093274391e-01,7.571901096803635767e+00,7.470937806279195570e+00
1.340396737926635051e+00,1.099282026121115408e+01,1.210935305897422598e+00,8.924451938186960476e+00,8.945477602551738627e+00
1.135509943608959516e+00,5.682850689529510113e+00,1.400283712245540713e+00,4.399160401975929169e+00,4.412138574920532186e+00
9.730639241749141632e-01,1.149029669876149740e+01,8.166016419045162289e-01,7.700521523535076795e+00,7.629902462761488202e+00
1.198530019038850369e+00,1.481165329949235954e+01,9.293250841425710895e-01,1.117096504155873760e+01,1.120948114569846155e+01
1.320377377023849830e+00,1.081138886191806492e+01,9.309590145592856469e-01,9.034370930701653535e+00,8.999315940679982972e+00
1.294030475531035840e-01,1.476623143938541993e+01,9.257063850149701567e-01,-3.083467157159098804e-01,-3.646561215235749054e-01
2.535367952961162796e-01,1.300649413089779571e+01,1.116318235403410908e+00,1.043165002206631442e+00,1.047951537754844287e+00
5.683430500887359793e-01,1.221856430683786421e+01,1.327353433675671823e+00,4.243627356612178048e+00,4.234703835042217257e+00
2.216629089553796284e-01,8.750330893336757399e+00,1.073857890561983330e+00,6.129889352867463614e-01,6.231201353363037265e-01
8.793818149692601560e-01,9.888915900131699743e+00,8.950066424624381067e-01,6.052774812661133375e+00,5.972487409744910991e+00
4.384734890525411322e-01,5.965704097362790392e+00,1.083470924324336337e+00,1.610317738649585273e+00,1.700929244463204038e+00
4.436416478720230927e-01,1.349472545184179495e+01,1.406234715923783352e+00,3.224496469561055179e+00,3.194363538833868699e+00
4.748263852422252018e-01,3.161056554988844969e+00,7.097662473304158226e-01,1.053398587998268798e+00,9.764156225734482719e-01
2.270303548597070453e-01,1.256880618065330246e+01,9.271073560967483251e-01,7.562124878885350121e-01,7.871545973168925237e-01
1.063227789209606478e+00,1.428047620155375519e+01,1.204621831009208277e+00,9.478381274228153686e+00,9.460641067723095432e+00
9.458741584795450352e-01,6.982083897810605677e+00,9.921521251732096092e-01,4.674775663577956486e+00,4.691018587866601308e+00
8.884605178336409947e-01,1.259940482012366658e+01,5.275251875793226519e-01,7.957054142386761342e+00,7.940073720855509443e+00
1.442592569611080566e-01,8.151333597534566877e+00,8.079296000820195278e-01,1.327575344187363893e-01,1.297705163947403817e-01
6.583033880305406704e-01,1.328334672028887553e+01,8.877407529126730701e-01,5.756869242394430763e+00,5.769157884581362694e+00
9.907646668697952519e-01,1.054824967079557219e+01,1.021248192124044607e+00,7.081851509214802221e+00,7.044518865015657383e+00
3.032506448746622452e-01,3.669194345853848294e+00,9.239928407421628132e-01,6.512710736380469267e-01,6.852080534310248661e-01
6.013551980548159648e-01,7.507968442801403519e+00,1.198397895888916320e+00,2.992690511778766105e+00,2.969195506824788833e+00
1.257843891109179657e-01,3.230915421677967192e+00,1.122623044182639696e+00,9.962572754562143418e-02,5.614137033709781788e-02
2.064153962004146581e-01,1.199182393415471104e+01,1.179092941846362486e+00,5.238923860688218248e-01,5.277440071599469595e-01
3.813896539987700063e-01,1.345013417892668706e+01,6.849203699395288725e-01,2.689002222633819272e+00,2.711254286558371529e+00
6.390452094836230890e-01,1.495330017907388687e+01,1.427103490332545910e+00,5.742548337075302989e+00,5.731094369994370830e+00
7.022120471735937564e-01,9.316148224850092419e+00,1.097426822451070372e+00,4.420915656462502952e+00,4.377789667108524796e+00
1.249877991103546693e+00,7.695510913797803276e+00,7.771384812463690839e-01,6.505255763563804194e+00,6.536245041879236162e+00
5.116559748262172747e-01,9.294727666863332516e+00,1.401773245011967983e+00,2.885196018084074332e+00,2.797179578477935635e+00
1.279030391603487860e-01,8.321958583835753487e+00,1.137445944206622039e+00,3.021743581177283033e-02,-2.132577099000381587e-02
1.174090350802514671e+00,6.517676445733151525e+00,1.455085940236608533e+00,5.084821879636409747e+00,5.086798024163078580e+00
1.804010159856446194e-01,1.392310181530467794e+01,9.802839589858211022e-01,2.536839257931160496e-01,1.856309558778626578e-01
2.208895904608968452e-01,7.730202315377620259e+00,1.201358170181679341e+00,5.781301743032827289e-01,5.795298875157411933e-01
1.352136231761655427e+00,1.374794616979347062e+01,9.416293304721401469e-01,1.126109671024958914e+01,1.125835355434866614e+01
1.079375043566865866e+00,9.798006129661279928e+00,8.076709285724225085e-01,7.287919813334735153e+00,7.332856802777643956e+00
5.392104636130314876e-01,1.316298561459780103e+01,1.202012774345475821e+00,4.275577066653152514e+00,4.229837549062487767e+00
2.718324941049543586e-01,1.098729899240345453e+01,7.507646468969642051e-01,1.147536907683748275e+00,1.116241581501666191e+00
6.027497451234199444e-01,8.630914011126328944e+00,1.006443311471779900e+00,3.449659796480000207e+00,3.466318880715050010e+00
5.409533606142256090e-01,1.159574382866945363e+01,1.028646594594429864e+00,3.905519522028441770e+00,3.782641342518151539e+00
1.236773561875215144e+00,1.170557926645978242e+01,1.027947498410991534e+00,9.194429484039906342e+00,9.349431598985635361e+00
6.443789225082519057e-01,1.343250038298982929e+01,7.011003465406105972e-01,5.787657409783673046e+00,5.752724873260584459e+00
2.066585078203086456e-01,8.529640011404712396e+00,1.377519614785897240e+00,4.986626201334063424e-01,4.621708674971284347e-01
1.304846763066161985e+00,9.355463204033709346e+00,1.103026605350128309e+00,7.742899210191600545e+00,7.785955585736786588e+00
9.090073728298380118e-01,1.217085526198736822e+01,9.441326468195869737e-01,7.494421248537332048e+00,7.492429656465548149e+00
2.517228138153028150e-01,9.177190133501479608e+00,1.257074607087705687e+00,8.358009431219124430e-01,7.468295121867328801e-01
2.471264080603490232e-01,1.044433239088425935e+01,7.783727739835065718e-01,8.855637385770265269e-01,9.169101075816571411e-01
7.057132135135434359e-01,5.825475711248472521e+00,1.156275539200873670e+00,2.883545228719450737e+00,2.926314120419410969e+00
2.197156553958510283e-01,1.471318726050042258e+01,8.764633538571018345e-01,7.241130141711131785e-01,7.016157004973161415e-01
9.212778498635858515e-01,1.063166201061244287e+01,9.202318090915231341e-01,6.745646903432922059e+00,6.731566885518320831e+00
9.012989284233832166e-01,1.080656844093797275e+01,8.577042162842122286e-01,6.748178251759948232e+00,6.772477481622917850e+00
1.417057532035998213e-01,1.194227149539892707e+01,1.034269139822478145e+00,-3.939534380270104386e-02,-8.483435629842352166e-02
1.149649615353682819e+00,1.245261623546391228e+01,1.215746262878538708e+00,8.978728494782073355e+00,9.000647922992419225e+00
1.122833189221348116e+00,4.150798948481371653e+00,7.769671890918398161e-01,3.351682938464552564e+00,3.361647863986777285e+00
1.289900749199900831e+00,7.440708614188104697e+00,9.448613590082024505e-01,6.342801171392096649e+00,6.309054540603300509e+00
9.713986407600200268e-01,1.018368230575823752e+01,1.082235222933650931e+00,6.700729480625525980e+00,6.631124386934933668e+00
1.000720902035790116e+00,1.493031939496842142e+01,8.321787291918150142e-01,9.937130224649102672e+00,9.925849933111049239e+00
3.128641507891182227e-01,9.197676140105460973e+00,7.451276432430117280e-01,1.347802790595896916e+00,1.304031677682888413e+00
1.310554581724552303e-01,3.030246409738674096e+00,1.474696935396265562e+00,1.102882998535540948e-01,1.603588111375623126e-01
1.852320981439458947e-01,1.464238230059549473e+01,1.128809057929682336e+00,2.840482625072633383e-01,2.912525309322595013e-01
1.353799742208464441e+00,9.602224867632886074e+00,1.290039630782586766e+00,7.921528438969867025e+00,7.960632665097861604e+00
9.394377752275234750e-01,3.780190043318705229e+00,6.707579110902255337e-01,2.641553435282414597e+00,2.648284532049637541e+00
1.330978666441429592e+00,7.138732261432091164e+00,1.055547185504977170e+00,6.162773426712709224e+00,6.175918482566960854e+00
5.541996665337242112e-01,1.450583397950876474e+01,6.926923965252025361e-01,5.118996612086213815e+00,5.079846666224694829e+00
1.081788049659837991e+00,6.974705701086397980e+00,1.034682741807723794e+00,5.236448533484673540e+00,5.269850904813281112e+00
1.850186549701668126e-01,9.667058153351566929e+00,1.015473146167001461e+00,3.620865517165623437e-01,4.513214654319135377e-01
3.160667152708624972e-01,6.923682330304013810e+00,7.278926655548733082e-01,1.111960636693830162e+00,1.096476258917953084e+00
4.602733353335869415e-01,1.035101703392691164e+01,7.023429725271398416e-01,2.869083292553312070e+00,2.839444566167604656e+00
8.154137272109640566e-01,8.837385090358171880e+00,1.424088501882990521e+00,4.833543437928641495e+00,4.825651602819124086e+00
8.246315441181829575e-01,6.948593902894577568e+00,1.353096014001076153e+00,3.968193652403018135e+00,3.944129638222961809e+00
7.486823879991192365e-01,4.142289751013557009e+00,9.037288464735880877e-01,2.271094375849917135e+00,2.236020410917240131e+00
6.518026600217007305e-01,6.395728869487038004e+00,6.381801129695274799e-01,2.940559511996294617e+00,2.947469194194702879e+00
8.484167084408280601e-01,1.044844236228022538e+01,8.168289673471861301e-01,6.186993351744336067e+00,6.172447475091831670e+00
1.356661114004189761e+00,9.173358875670794887e+00,1.035631685981691419e+00,7.828998502605409193e+00,7.900942182297542082e+00
6.955034286319548009e-01,8.325465300585564776e+00,9.894021198701827835e-01,3.977845975832927650e+00,3.977856057980683868e+00
1.188712848337926120e+00,9.863109184087065273e+00,1.164477915877945247e+00,7.590721071569745959e+00,7.606916670451317586e+00
1.726335545414325323e-01,7.500105251509435078e+00,6.550756363496920143e-01,3.065960760227739446e-01,3.541971694227640244e-01
6.012634343990748143e-01,9.230775284485504883e+00,1.123234086013650934e+00,3.624911337784402665e+00,3.609873545159175467e+00
8.286453767351187327e-01,9.873481061889320287e+00,1.163838659323648272e+00,5.547804313385279684e+00,5.619641140389726175e+00
9.064167223514181249e-01,1.157922196448299523e+01,1.109465210429344761e+00,7.013466145431823229e+00,6.981831434805817693e+00
4.250238419116145749e-01,1.456508143822400214e+01,8.424567215492403394e-01,3.415857570900163509e+00,3.375441185805857280e+00
6.190783175325736964e-01,5.700374359024502624e+00,1.448628347043847464e+00,2.391221553018155088e+00,2.372908202075642681e+00
1.331108019356397110e+00,1.471143438806774206e+01,5.987771980807917727e-01,1.252338732957754885e+01,1.251765145997919149e+01
9.435059802155335573e-01,1.482222561194105381e+01,1.256892341377643163e+00,8.757699477136284827e+00,8.687633567131332057e+00
8.604561229359828367e-01,1.268320820365394042e+01,9.112784187811416858e-01,7.397762083337204864e+00,7.396007344130762107e+00
1.848883236757932202e-01,1.158019828153122077e+01,1.386272962185089774e+00,3.209439340257822515e-01,2.375696045038112048e-01
1.678291349360920282e-01,3.820211452365416260e+00,6.440602679566315159e-01,2.380876609724346671e-01,3.076945809997095882e-01
3.748179821816839397e-01,1.236141266247941495e+01,1.417585482312159417e+00,2.266771255974492583e+00,2.262721408404107848e+00
2.791696086032229296e-01,1.033516150981431991e+01,5.908522318993522093e-01,1.179859209894312144e+00,1.147761323659513444e+00
1.378874908055273796e+00,5.996145944140727657e+00,9.215633922701205183e-01,5.390391563442037182e+00,5.344974657527858497e+00
1.035712918834633955e-01,5.906006753895535866e+00,6.124242294990587254e-01,-5.445637787288237774e-03,-2.466716149769807714e-02
5.755965879346721659e-01,7.003228903804870953e+00,1.422536130134081755e+00,2.626365388848786786e+00,2.615211415427265429e+00
1.759491845109421027e-01,6.854051608781576377e+00,8.070683725881758752e-01,3.222685049533408064e-01,2.700429566727727826e-01
9.320137258129794766e-01,7.792175117121164618e+00,1.062785190062225382e+00,5.075474689496503267e+00,5.029484934805361185e+00
1.604931626973168379e-01,9.369112731456731069e+00,1.443157850821741750e+00,1.875325425765479448e-01,1.781737923234711085e-01
1.889325262042390041e-01,1.248446798499959343e+01,1.028610925494106487e+00,3.622735623210076028e-01,3.362343749312255436e-01
2.039252572905545513e-01,7.774505303742021312e+00,5.170283684235416066e-01,4.944984805548666706e-01,5.414591357387826820e-01
4.533206706937433772e-01,3.338050773137339888e+00,1.288862094259016322e+00,1.029723765796362045e+00,1.086617284508638370e+00
8.492654883956456402e-01,1.128838819247522807e+01,5.304020016234987089e-01,6.853006630939765920e+00,6.853807691119760293e+00
1.147083202920109901e+00,3.019812231601414876e+00,8.262730019548718552e-01,2.506034738596601308e+00,2.529714717199327723e+00
4.473490598516389749e-01,8.656476900302216393e+00,7.210249816795279987e-01,2.332932378964081455e+00,2.266172960282825333e+00
4.681223735403062802e-01,1.085841672548366610e+01,7.585136861870975800e-01,3.061968679841508667e+00,3.093839565313139417e+00
1.171826787137518089e+00,1.038035344578943864e+01,7.651031398199421574e-01,8.221125285275379113e+00,8.219596111799715388e+00
1.069732894229219244e+00,1.275691507637013622e+01,1.277509610833674092e+00,8.596693001337909479e+00,8.620926417135450492e+00
2.648591728645349752e-01,1.433485710916227340e+01,9.337834417563363187e-01,1.275357912671332361e+00,1.355375719251015409e+00
1.148253615118264070e+00,6.995259189261102684e+00,8.117904916540557014e-01,5.590852212777588370e+00,5.476809324960369985e+00
1.180626441225865575e+00,1.170367188263259450e+01,7.853348964784100383e-01,9.193947515633890788e+00,9.206994924586561879e+00
3.311735186372376516e-01,1.337845774242078356e+01,1.205227002450184326e+00,1.957397943574408661e+00,1.902441990416015472e+00
9.150323981443194699e-01,1.312124399258175877e+01,1.243174567405981090e+00,7.733086284645898090e+00,7.762696119216122348e+00
3.557667083676092634e-01,1.256580760270142605e+01,1.010463479651752206e+00,2.169580399412641469e+00,2.103914727541217999e+00
4.165405256365072306e-01,9.260457674505293113e+00,1.234639792477954856e+00,2.148583502443951687e+00,2.123813524093752125e+00
7.422074819272345136e-01,1.241025599358447096e+01,1.365110372977265563e+00,5.887747290252646870e+00,5.897883978040665554e+00
7.788860363360509131e-01,5.834792444989747473e+00,9.819802080745934081e-01,3.250666194002968190e+00,3.281341663324736757e+00
7.227435700176433331e-01,9.158190265845110645e+00,7.225392411296495121e-01,4.636635953517372677e+00,4.640375657984201041e+00
8.034833692954711504e-01,9.549544820480971197e+00,1.389054333361741556e+00,5.109206930853414264e+00,5.069565383904024003e+00
3.771140793530881608e-01,4.798562698218360012e+00,1.380072980602163657e+00,1.081218692814902127e+00,1.053542081929131680e+00
1.112154478566285576e+00,1.336812503302270017e+01,9.792537903888809403e-01,9.626343332835842759e+00,9.670568477398312268e+00
4.612029356371908362e-01,8.321156292183918168e+00,7.301792843330773275e-01,2.354254878656305561e+00,2.353979897871978810e+00
1.286488276634843331e+00,7.778765509320939131e+00,7.086192317863962975e-01,6.729115118941491502e+00,6.644924399099438439e+00
7.697018946664663241e-01,1.003391502277399283e+01,8.239961955482438816e-01,5.372180618757654180e+00,5.414363754171138687e+00
4.947892688279601492e-01,1.009511213816760922e+01,1.047282247228595198e+00,3.039437269587082380e+00,3.060249693572755891e+00
3.266990732607901737e-01,7.066178661204734368e+00,1.493860854129606563e+00,1.154121752110635057e+00,1.197792529373232329e+00
7.307651511408391753e-01,1.132365214349968063e+01,1.376799600362180076e+00,5.350461667211664718e+00,5.333630293892830387e+00
5.891864901967579504e-01,6.633134581938749719e+00,7.641087282401628489e-01,2.667264333702780377e+00,2.708672159624110787e+00
9.100219279385124427e-01,9.495275432473185617e+00,6.152952002303851975e-01,6.187991195079482587e+00,6.134937949079398933e+00
7.479974574098346984e-01,3.160211209236815755e+00,9.350376287630897121e-01,1.764702286005134901e+00,1.793202276548407914e+00
1.480476074009057785e-01,3.840150557135839193e+00,1.103006415464099721e+00,1.743033284171698893e-01,1.497843129357670500e-01
