N,V,D,L,L_noisy
1.649454820852507719e+00,1.330185488598667405e+02,2.213762698442974397e+02,2.567478121706377348e+00,2.559475826686275823e+00
3.834500356980127123e+01,4.665548887536704825e+01,4.746457612402426207e+01,2.105048374346186968e+00,2.064663058136410712e+00
3.760328946038541886e+01,8.669300905608034213e+01,2.641621628736312459e+02,1.607223745914491353e+00,1.615634011660402880e+00
1.412062953763773798e+01,2.064626339208537686e+01,6.317822562661490338e+02,2.067441744113987845e+00,2.072633013291829140e+00
6.495235161058420026e+00,9.916641062993926425e+01,4.297375304941808594e+01,2.457552535524522241e+00,2.429304911215086626e+00
1.908499177480885223e+01,2.432970553941588037e+02,7.221878344520334281e+01,1.770538931682506645e+00,1.785945373338396536e+00
3.417142001710874410e+01,8.254532814389038720e+01,7.276424527514595297e+01,1.866065776502468410e+00,1.852043780493799918e+00
1.150918502151518918e-01,2.403291476380512393e+02,7.102524983155178973e+01,5.151274764191508204e+00,5.128751001868442572e+00
2.083351095987218959e-01,1.493810171669301496e+02,1.708584533876024523e+02,4.234035596365705700e+00,4.235950210584991105e+00
9.382993563415222837e-01,1.207338982417356732e+02,4.515510612951598546e+02,2.760684843646023623e+00,2.757115435018039129e+00
1.788908423966669436e-01,4.729557191505928415e+01,1.405127654025359334e+02,5.219740234069346840e+00,5.223792714089169564e+00
4.150482333567969917e+00,6.433350660940227783e+01,6.166138635875869056e+01,2.696735117581153141e+00,2.664620156414664542e+00
5.043304917315550862e-01,2.228616045106385002e+01,1.468729603882043193e+02,4.498847517919622341e+00,4.535092120245069580e+00
5.169457865416871023e-01,1.704476366419690407e+02,6.493359259572081328e+02,2.977883164184271791e+00,2.965829991893397022e+00
6.000515926328905403e-01,1.044480949293616767e+01,2.627438108557227991e+01,6.388442335109209225e+00,6.357649148939280792e+00
1.835403809493797167e-01,1.327184416504596243e+02,7.148496554608709630e+01,4.860274885072548123e+00,4.872651728843891306e+00
9.995093340027256801e+00,2.107664357270106450e+02,2.565923250477537749e+02,1.743759325840885444e+00,1.736663243238862009e+00
5.703551536660552479e+00,2.932991521215329200e+01,9.645044824862146982e+01,2.727042329451407898e+00,2.733539499166866005e+00
4.334581209946600566e+00,1.338203390581418830e+02,1.135142476719013160e+01,3.050202455368866694e+00,3.043410286756365934e+00
1.235628751852772961e-01,4.022778810713663233e+01,4.129136122065970227e+01,6.894090944286763722e+00,6.892896137077165086e+00
1.442483467401105113e+00,1.609848420134807441e+02,5.963229252329665542e+01,2.955788170203464738e+00,2.960703627078237421e+00
7.068771382882203191e+00,7.687979876435773008e+01,1.102799052373512154e+02,2.244515407581706423e+00,2.229582349902048399e+00
2.642256155775071225e-01,1.198207918082314904e+01,7.046698359010093782e+01,6.543512009200884272e+00,6.557086801118075847e+00
1.098699570309631834e+00,3.380843832020887874e+01,2.493422027245870254e+02,3.315971426367353203e+00,3.306573424385762294e+00
1.131180119224504954e-01,1.064384873095622908e+01,1.758920005013659136e+02,7.449632201499483131e+00,7.432238458616073906e+00
1.663153288012766962e-01,1.135587191589278575e+02,2.281318297000660209e+02,4.515470260169423433e+00,4.517010908605873176e+00
3.838855100355038630e-01,1.684061895829825914e+02,2.343369320819263990e+01,4.482104177423567926e+00,4.491005002993389006e+00
1.315613578527203620e+00,2.527898229894392728e+02,7.148369294616910565e+02,2.304781460474261134e+00,2.300199873641888271e+00
1.779389251037154729e+00,5.510880957226179078e+01,1.566223171681488395e+02,2.921842226540211307e+00,2.904591830798620045e+00
2.439478989557343169e+01,3.556590334202325465e+01,3.583248786728276514e+01,2.413115772950864990e+00,2.425511484277037777e+00
7.155691966032693418e-01,5.479075134306964401e+01,6.361308972469835226e+02,3.139966096078904201e+00,3.104759520236448633e+00
1.142695082018596597e-01,4.212593606555541470e+01,1.883180239538136220e+02,5.810963618753918425e+00,5.790346336033207919e+00
1.698056082592948712e+01,2.587087075463431418e+01,8.131522732889206964e+02,1.906275816643112408e+00,1.907066274453780075e+00
1.468665940738923537e-01,1.913649414189016227e+02,9.132042373147061198e+01,4.811761441656949856e+00,4.784540253690848566e+00
1.782307353142329465e-01,3.590087183855696651e+01,2.527646523708314135e+02,5.116831640750612031e+00,5.117391526035595106e+00
3.977393523292987965e+01,1.825186628568147853e+02,7.642908511448638365e+01,1.657080826817534325e+00,1.655983564457164992e+00
1.079718806176118306e+01,6.277238932990200482e+01,4.124220314922887098e+01,2.428809620984481832e+00,2.446784416761645264e+00
8.163160944998330004e-01,1.558332790170257738e+02,2.535277771520329964e+02,2.906180252044904933e+00,2.887884445008638945e+00
2.273771029366440932e-01,8.656376512843530691e+01,3.173432709265150464e+01,5.381629625874511547e+00,5.369111495401678980e+00
1.106048616235388637e+00,4.579378202955579269e+01,1.030117162619876865e+02,3.479301933320908091e+00,3.485965567014928101e+00
8.231459414764820126e-01,1.020326499053178253e+02,1.141019822167771878e+02,3.290405810181444846e+00,3.241254538377328576e+00
2.291345469024779646e+01,1.051062932786886250e+02,1.137352264965986564e+02,1.809701104170608366e+00,1.871701950148900062e+00
1.349589942001628184e+00,1.676056539152347113e+02,2.524647174975149966e+01,3.320430722365291132e+00,3.306457707756055964e+00
1.665087307208953094e-01,4.455758779465217856e+01,5.689043173240768283e+02,4.688809928170589281e+00,4.674213227116077896e+00
3.172630105760165264e+01,5.569738090033150968e+01,1.607138150996480874e+02,1.821565121032957979e+00,1.838787671251032263e+00
4.781950783292546525e+00,1.191874170127706094e+02,7.731527298615438326e+01,2.358529124429927570e+00,2.357732487601214011e+00
2.065363047973603483e-01,5.307791259451325061e+01,3.267000599546735771e+02,4.540115189004426455e+00,4.504526616630355029e+00
2.020475847128244407e-01,7.475103306008807635e+01,3.603674427881550457e+01,5.575663547564197131e+00,5.588202095166049155e+00
1.809421897961727366e+00,2.145749326093002196e+01,2.053766560598468516e+02,3.273574336241614979e+00,3.290681892921599072e+00
1.772333131451840071e-01,2.369089866633446491e+02,5.661437375821798668e+01,4.706428617533060965e+00,4.697429692063542106e+00
5.070843613036750241e+00,7.863229543074962180e+01,6.925699088818774385e+01,2.495152398678067485e+00,2.489520391512226816e+00
4.608943278041364167e+00,8.243787830746117606e+01,5.192881743089873225e+01,2.610482698122109202e+00,2.620202390067297049e+00
1.220637189566180503e-01,1.120483180380372374e+02,1.170949807793504789e+02,5.251331219670393402e+00,5.233155614672104328e+00
1.510810056017285419e+01,1.286162955196479345e+02,2.700800626928930228e+02,1.721169484040698139e+00,1.729937255324836221e+00
1.329032065716793731e+01,1.364740529610276987e+01,3.580423328845388653e+01,3.135775285339299057e+00,3.139761255548188856e+00
2.953857646011540083e+01,3.319953075562677469e+01,7.757516679126382542e+01,2.154492606684770273e+00,2.140993954369251995e+00
6.443732946444776566e+00,6.966731025333443483e+01,1.460395364833264296e+02,2.241653602917542898e+00,2.213811565441305973e+00
7.413347911319529970e+00,2.512249186368652829e+02,4.616974313709170730e+01,2.134025272041549126e+00,2.129513155426327575e+00
2.766519997600442315e-01,5.337254794759251553e+01,3.092112500444094891e+01,5.526799248216975435e+00,5.509290803051771768e+00
1.160045950477617688e-01,1.008206555411797822e+01,8.900079188357747171e+02,6.274274837478434286e+00,6.294303041992037606e+00
1.502979239515146170e-01,2.324193794272870264e+02,1.809748043791378223e+02,4.383039717567069893e+00,4.385921424937068380e+00
4.009149280007851246e+01,5.953784026264047213e+01,3.802587896881962024e+02,1.620768975870782169e+00,1.636410666321980178e+00
5.530731773604522061e+00,1.234689912549580093e+01,2.195410930711368636e+01,3.984924325796153077e+00,3.987616764503042255e+00
3.594783087403471455e+01,3.059806865064826908e+01,1.291499882537192434e+02,2.008954940201943540e+00,2.014212962543644014e+00
8.769562034719824428e-01,2.239999580575973539e+02,2.428761069866850519e+01,3.542321143637793046e+00,3.526661165293185629e+00
1.092245796577569017e+01,2.927149820678296877e+01,1.173182250111128155e+02,2.399996575893982964e+00,2.413357524425425726e+00
1.501446444437817551e-01,6.059007339176584850e+01,1.073856604072751253e+02,5.438338388916371002e+00,5.474032354402511125e+00
2.809200625864411438e-01,2.887069169916229683e+01,2.856178404301923024e+01,6.191410937012140181e+00,6.185217185901789705e+00
5.597248105559275988e-01,7.288972824866927169e+01,2.539135895242208463e+01,4.542908544634069123e+00,4.531053054079785980e+00
3.056978991836964976e+00,4.842131520384094046e+01,7.049803366029706240e+02,2.331886439779925269e+00,2.328729705736118039e+00
3.194698276920034719e+00,2.906569052172530121e+01,5.083841804354107694e+02,2.552271545526705321e+00,2.542645939854682791e+00
2.222027693622175892e+00,1.361606157143384799e+01,6.418856887897072738e+01,3.943720721620545433e+00,3.929691135647474631e+00
1.398345479721532669e+00,2.503226179321498890e+01,1.889557994815296382e+01,4.629788087040622280e+00,4.632551959919985585e+00
3.579405978145600020e+00,7.483409618927385054e+01,4.301876463989245281e+01,2.837112339634547453e+00,2.831293988973545783e+00
4.064365998183784257e+01,5.302299120247455022e+01,1.178320333182074933e+02,1.841237296579607996e+00,1.870014768456461196e+00
1.723228994642877598e+00,4.216587230234298289e+01,9.523667834967530155e+01,3.233996389067996802e+00,3.234000421927099467e+00
1.821001262630762341e+01,6.388644466455491511e+01,2.132827991077032834e+02,1.866352458166479433e+00,1.872830697719108040e+00
1.415131367999974965e-01,3.373667975357329141e+01,2.042449243154992189e+01,7.602497579062098332e+00,7.621538016422094053e+00
1.098217705953099088e+00,5.385204882503836643e+01,1.763876491201315559e+02,3.209031867750158362e+00,3.203016750700067306e+00
3.256590029787368668e+00,6.406574700093597130e+01,2.126558423238513171e+02,2.463909318243731050e+00,2.492644049045509735e+00
4.723093822773825501e+00,1.015781432630721355e+02,1.655504710677266473e+02,2.225080823434853361e+00,2.212426939184451324e+00
4.729247032547485019e-01,2.276149709732951294e+02,4.840758794045625280e+01,3.749437929467325681e+00,3.733271375429603189e+00
1.195843833548665858e+00,2.074425892098534163e+01,7.893265190857707694e+02,3.157171459745821362e+00,3.149846119368816311e+00
3.597006671646298770e+01,2.367968002908876031e+02,1.575993406378743167e+01,1.986589974937733594e+00,1.984295627098390913e+00
5.639345753089042290e+00,2.439931022017705686e+02,3.264259545382725491e+02,1.848978370580242503e+00,1.820952006578261395e+00
3.791458947884128516e+00,1.368852747716481701e+02,6.645946449265488809e+01,2.459466443457220208e+00,2.458764547774643372e+00
1.500511267769231716e-01,1.016049447901270355e+02,5.923057167965782810e+02,4.342722997772272997e+00,4.309373265963484911e+00
1.382999917866187256e-01,1.248114836121168736e+01,1.941424633966134294e+01,9.441313983624141315e+00,9.469156751635050995e+00
3.720129598151658001e-01,1.254853289822584372e+02,6.841809293470811326e+02,3.317633447983935557e+00,3.316013508955781841e+00
2.354938326813672822e-01,7.257810631055592410e+01,1.519513153302746744e+01,6.093363629975137030e+00,6.080524475481217550e+00
4.519720209142112566e+01,2.247023968870614752e+01,6.968299115039827996e+01,2.218963822108086958e+00,2.200797059742415573e+00
1.017219012839115644e-01,2.192954247245375399e+01,1.678218325067196304e+01,9.346447544385229733e+00,9.338758934901065345e+00
9.714058432576947455e-01,2.949797779638256401e+01,6.999584491919024458e+02,3.164599246169885749e+00,3.160137656801277117e+00
1.437740276457762090e-01,2.833255835862240701e+01,4.112791991332467489e+01,7.034817580088791544e+00,7.013927360776563980e+00
5.337886060647131892e+00,3.650713149057617812e+01,1.335273961487767451e+02,2.564913518051787911e+00,2.546517616175331344e+00
1.335339563858862766e-01,5.590319003740665948e+01,7.696897474631322211e+02,4.716761863505932517e+00,4.713018363404701816e+00
1.529803162317206200e-01,1.297280546159650498e+02,1.140832411045968229e+02,4.864018694270169973e+00,4.853603019314257416e+00
1.643472436498086831e-01,3.633323757464948045e+01,1.081575240592067999e+01,7.987765677432471456e+00,8.006549939506037106e+00
5.414270094053604820e-01,1.095648842069994444e+01,3.782023199265483981e+02,4.522049160935822876e+00,4.544806568420733051e+00
3.593959156605579519e+00,9.390094401603947460e+01,1.150281150822232057e+01,3.311506651909934540e+00,3.311827075981932378e+00
1.492387693181148123e+01,1.005367938585100163e+01,4.493099166130534883e+01,3.177988599506175849e+00,3.187460590947266414e+00
5.261893720532231367e-01,4.611119770197714729e+01,2.767259986208397038e+01,4.898259885446844208e+00,4.871556117974341404e+00
5.811258411050788109e-01,8.360098121672801597e+01,3.288723581335105450e+01,4.256764848763104681e+00,4.269513202951756625e+00
1.679780655720567495e+01,7.346983368197939512e+01,3.390051373528203271e+01,2.284698192643574988e+00,2.284086523253309853e+00
1.031079857574556513e+01,1.396389193048312620e+02,3.589378207107886851e+02,1.761365739361199667e+00,1.771059105680216517e+00
2.199222661271660051e-01,2.138864300836136465e+02,7.371686942459304248e+01,4.367284631942965234e+00,4.399291754574838009e+00
1.500761181593125393e+01,2.943452093815226078e+01,4.203208980107251591e+01,2.604447769508977384e+00,2.558830614382090030e+00
1.751950406916673941e+01,1.050521348556749075e+02,3.721086733501727650e+01,2.136746406205158877e+00,2.141965369786227313e+00
3.019579413588070471e-01,1.651758616201047687e+02,2.573084240739508459e+02,3.666757532975027267e+00,3.644775151711669992e+00
4.921685318326198377e+00,1.540854711851204399e+02,3.064425974418156216e+02,1.992550089433876792e+00,2.004394023261966584e+00
3.396292873595820883e-01,1.326109482528119656e+02,1.049365928910391830e+02,3.975050577146067354e+00,3.948784308397498055e+00
4.541293030923737040e-01,5.428571448519977594e+01,2.946317768942008684e+02,3.741906169568970597e+00,3.731998178228890684e+00
2.154302649653314639e+00,1.271524934765176766e+02,5.373048316829537043e+02,2.271163541725198076e+00,2.275218216840405372e+00
2.567179234141307553e+00,2.151158121653179478e+01,9.203656810300252289e+01,3.350735245210750612e+00,3.363005432939457862e+00
1.962895092076020198e+00,5.280610527552702393e+01,2.786624699877914324e+01,3.566247561268610866e+00,3.567743443055342301e+00
2.887509827366252946e+00,5.869632321819807430e+01,5.999411713835391993e+02,2.328320736728133777e+00,2.312464117948377584e+00
3.761188223665045682e-01,1.625800761544677542e+01,5.756333683515800885e+02,4.419395744476275922e+00,4.408325100121968099e+00
1.262888648325566265e+01,1.647153233171951854e+02,9.088821638160025884e+01,1.908137129907604645e+00,1.925827187732592316e+00
5.622177202848961386e-01,4.211680448676977306e+01,2.886413643342483226e+01,4.864677737865674700e+00,4.864567745551943823e+00
2.906061644024232038e+01,3.637508760352008608e+01,2.613596040769419204e+01,2.458938606734330179e+00,2.425262318797508865e+00
2.456906967701840028e+00,6.690419567677820112e+01,4.446234775318261967e+01,3.085419881443513646e+00,3.102293135608907626e+00
6.601371132412318099e-01,6.801975123507115484e+01,1.243267252265975031e+02,3.618767316889208718e+00,3.627092286483478034e+00
2.955676659889470148e-01,3.000403117726250812e+01,9.721240963492432456e+02,4.084374082755820368e+00,4.101842393660859010e+00
2.039627883611738746e+00,9.479999195570624693e+01,5.670210746138989180e+02,2.362574964060963900e+00,2.355842414733430257e+00
1.036609359677270303e+00,2.669072945265785535e+01,3.374562347667568929e+01,4.470324672428496626e+00,4.486887802797029146e+00
4.805199807974489978e+00,5.784185389739561600e+01,1.700553895180416220e+01,3.185709613180183641e+00,3.164488314780150358e+00
2.214764031816054857e+00,1.044242389964636786e+01,7.414387117541728855e+01,4.083786073444644948e+00,4.095186069661954420e+00
1.258209952850009583e-01,1.254857659662072855e+01,1.606988729675097716e+02,7.083312975028484004e+00,7.073505368835922624e+00
