R,A_rel,habitat_quality_rel,C_R
2.378713536512751858e+01,1.117994897142237765e+00,1.145562134457842607e+00,2.405394221257877689e+03
4.887590297169452036e+00,1.702449198834539157e+00,1.311738020390176285e+00,1.936675862279649891e+02
2.883193431141123853e+01,1.929301001896926104e+00,1.617168749826511043e+00,7.178982007207110655e+03
2.599810668450396633e+01,8.618634545356376186e-01,1.238771705474549734e+00,2.269428429664076248e+03
2.571237785674161813e+01,9.018180886912234850e-01,1.695906597316248599e+00,2.847577998452926749e+03
3.538487103865166716e+01,5.023694279050865408e-01,7.869138917143416734e-01,1.795271911397622489e+03
7.800094280476369768e+00,1.539031184915086614e+00,1.709958124747446906e+00,5.796144784932465654e+02
5.605925014243214122e+01,1.358108487535920839e+00,1.661850042549636086e+00,1.605461332393383418e+04
4.120100166046446333e+01,1.601646288260842654e+00,1.073989039993955119e+00,8.719034929085089971e+03
4.951499082436991728e+01,5.408781424271875693e-01,7.029598911456074184e-01,3.383107124741840380e+03
5.385967331969371230e+01,1.496605552543831763e+00,1.564782491577906498e+00,1.594768854435598769e+04
3.520754279194682113e+01,1.549832886147612943e+00,1.646884656115267243e+00,8.210758896716433810e+03
2.892984143823741583e+00,1.878577289189294008e+00,8.533689044906287435e-01,4.322101230029259966e+01
4.283346603500660166e+01,5.624472209285962254e-01,1.499051728346872503e+00,3.937954253590730332e+03
3.435703832866980889e+01,1.433817724930794402e+00,1.383643286398293482e+00,6.542760930060166174e+03
4.964445471913875707e+01,1.922207808517293337e+00,1.489082424663520587e+00,1.729530633207158826e+04
3.216354817172347680e+01,1.432786609424090418e+00,1.417534288955692556e+00,5.919804712361061320e+03
4.888802367416944605e+01,8.519401073538941382e-01,9.523529838947913939e-01,5.923014344657181937e+03
5.982211243781326004e+01,1.113201747167802180e+00,1.707719818214547436e+00,1.495062701975887103e+04
2.135801127638934460e+01,1.618725429999786858e+00,1.298748587422693390e+00,3.116075146407594730e+03
1.067577568123010856e+01,1.811932998429206743e+00,1.345816516171885802e+00,1.038034419679808252e+03
2.380465056750721686e+01,1.274179837022054507e+00,1.947534585062198786e+00,3.883996270692298822e+03
4.530647439700774726e+01,1.427509708074901074e+00,9.708776308687564471e-01,8.746325618686489179e+03
2.663412144556923522e+01,1.949587331353745068e+00,7.912135862675472309e-01,4.195738500878749619e+03
3.550861651103828365e+01,1.481250951257963910e+00,8.347476800738911074e-01,5.473313155160920360e+03
8.077829079339426954e+00,1.189735174329052292e+00,1.154082170936138185e+00,3.586107389900562339e+02
4.370434890057182997e+01,6.569647693677589384e-01,6.529068320169016948e-01,3.182004510905451752e+03
1.716490291105671773e+01,1.639972338156560960e+00,1.051054211325192611e+00,1.883331278683513347e+03
1.184174484403908423e+01,1.859591337847628756e+00,1.042411718666620191e+00,1.085245714890437057e+03
5.184552491570007504e+01,1.113780818392560379e+00,6.983523079595979066e-01,7.555728513990485226e+03
3.408256285667535224e+01,9.854603423711798538e-01,1.036296425320688330e+00,3.769833228003334625e+03
2.932768706960189675e+01,6.878386403274612260e-01,1.175253218351997031e+00,2.166667510473202128e+03
5.398001403228482786e+01,1.149820626408014856e+00,6.287720897150149701e-01,8.081647173130762894e+03
5.617739945629655729e+00,1.964364138997481524e+00,1.536347780782962413e+00,3.447240486594344020e+02
4.192118979528311939e+01,1.394557012907373661e+00,1.640881523295774747e+00,9.935945640343532432e+03
2.001494624099385078e+01,1.165130877365763151e+00,1.262134708303792374e+00,1.966348993790541954e+03
1.093688012411232435e+01,5.050477307659855253e-01,1.638223725881071013e+00,3.490700964431852071e+02
4.065051967305309688e+01,1.250201880925590370e+00,1.112965586924460570e+00,6.770446500561952234e+03
2.208790607634469794e+01,9.478600197991162712e-01,9.578715267925320687e-01,1.614380095911695662e+03
2.012880203338918150e+01,8.247019328124852722e-01,8.142474246113486913e-01,1.089404140458850861e+03
5.664882703113667617e+01,1.012022872799566375e+00,9.429165162718331494e-01,9.112575409409097119e+03
1.235825127042942562e+01,1.689261042927654000e+00,9.107321643373925690e-01,9.802131598053661037e+02
3.097433264134523512e+01,1.395053179993034576e+00,1.843878379873131523e+00,6.398660518685213901e+03
1.928785439945281288e+00,9.712394841983765792e-01,1.446550275841688382e+00,1.266046265622358291e+01
1.022040142264889084e+01,1.754802928910746962e+00,1.844487695162445373e+00,1.172078932822842944e+03
5.306341465119693623e+01,1.326733736706533273e+00,5.767778095363299551e-01,8.773297226891052560e+03
4.746022912103423863e+01,1.485651376368453791e+00,1.712730952386771976e+00,1.343816773467504754e+04
3.363171165821241715e+01,1.084613589466416617e+00,5.539815427010503779e-01,3.057058918636950693e+03
1.373597706148593645e+01,1.738153316056828990e+00,9.090047430550858287e-01,1.223489354373013612e+03
3.368598116596773195e+01,1.274000319078827825e+00,1.192574620510183703e+00,5.154080019199041089e+03
1.222718303759946945e+00,1.108886482647160499e+00,1.836794370834657020e+00,6.160639343121427025e+00
4.292312104080627932e+01,1.007822102154744881e+00,6.471284161411725577e-01,4.707391197262080823e+03
4.314666549354182479e+01,1.507188284391036248e+00,1.528581933449242092e+00,1.080993365323625403e+04
3.893967890219811068e+01,1.871542970915394566e+00,1.334942308925364030e+00,1.038785170413252126e+04
3.687465171437447253e+01,1.943329006572866113e+00,1.143827911198679770e+00,8.999387764276300004e+03
4.886127741159983273e+00,9.453170295810036095e-01,8.536945335186898465e-01,7.841408213220147161e+01
1.516115515853304530e+01,1.404979727584012128e+00,1.008654917751917734e+00,1.259726425328489086e+03
3.467549386182695059e+01,8.189329904937996396e-01,1.087147030732786401e+00,3.312574405192968698e+03
2.395411257871940691e+01,1.833520689917312207e+00,1.946988031989836720e+00,5.647548099530806212e+03
5.952538210059597645e+01,1.905690485386155153e+00,5.766794944858923966e-01,1.557804951217268354e+04
5.546284876382328832e+01,1.415994113476629845e+00,1.927279551390521206e+00,1.796862023643497378e+04
9.544470200090954037e+00,1.758288200022948500e+00,8.925630817210404855e-01,6.188511524154578183e+02
3.560265526264707603e+01,6.197703506848695199e-01,5.540690994695407490e-01,1.939544453151868311e+03
4.192479881315566814e+01,1.522122996739533551e+00,1.324879062819649178e+00,9.563211259366413287e+03
8.624333150902725009e+00,1.644026321109929301e+00,1.583088005556959388e+00,7.095603694541748609e+02
1.909944100251968990e+01,1.854885650995338198e+00,1.496630089840062627e+00,3.226635803436704009e+03
4.309711189206691273e+01,1.774029441849428235e+00,1.894838687263419752e+00,1.450656415008180738e+04
5.411593155865877947e+01,1.437463174714563197e+00,1.396793978104317269e+00,1.449345976847012571e+04
2.083368768726504783e+01,7.330426787754180662e-01,1.637352427660565990e+00,1.575680774571990924e+03
1.471715084563119547e+01,1.753280614313886154e+00,1.602077096227715547e+00,2.028727853916921958e+03
4.939662416244776466e+01,8.488156899890435536e-01,1.742457761194220689e+00,8.308137395003852362e+03
3.530646947342786035e+01,1.480117911094477989e+00,1.332498944202601177e+00,6.924673710886963818e+03
2.885701109149334087e+01,5.863977220491402020e-01,5.077073987770286401e-01,1.207162263402100052e+03
1.574092627495959462e+01,9.323109410179082346e-01,1.589285956489850715e+00,1.207062069142531072e+03
4.823171744575098785e+00,1.262424228853808339e+00,1.047358538322661126e+00,1.175533606652960259e+02
1.564539543370028207e+00,1.719756731105089642e+00,1.411806935720093303e+00,1.328336541307633745e+01
3.500822574356364214e+01,5.298491436464827231e-01,1.902104063501778075e+00,3.053728503612128407e+03
1.187106127087445095e+01,7.142193482734524590e-01,7.164394829779903162e-01,3.343802601557267735e+02
5.854421221639581319e+01,1.668120227435523795e+00,1.935147396639116613e+00,2.326858570668586253e+04
6.894895088975761865e+00,6.712340928014681740e-01,1.803480403634132090e+00,2.059197772155159214e+02
2.739928290546295031e+01,7.349691413060925882e-01,5.578412625052326934e-01,1.426187375775573855e+03
2.398225792572212001e+01,1.676058062898123424e+00,9.258183694865418367e-01,3.242754314760654779e+03
1.432253277948909265e+01,8.272403935123942009e-01,1.534804907683318564e+00,8.848583083156346447e+02
4.505096563773413720e+01,1.346429898970725514e+00,9.686036646982808529e-01,8.157932321427649185e+03
3.880043334377846520e+01,1.000284937500796278e+00,1.308320241092387537e+00,5.454490052524075509e+03
4.368258226058625837e+01,6.205777941691862365e-01,1.132941475940451470e+00,3.849169428423687350e+03
5.427110265841434966e+00,1.812209447350400682e+00,1.901126405523349883e+00,3.502653147616481988e+02
2.148823323393610352e+01,9.610467019982680270e-01,1.260839015704414257e+00,1.835152606701581135e+03
3.143006792288678852e+01,1.136056860431430060e+00,1.858096240546440070e+00,5.369173361922241384e+03
2.588990805194934453e+01,1.659636364350173032e+00,1.575016566650489169e+00,5.047497572905474954e+03
2.916744931428341570e+00,1.738213682139958971e+00,1.518263091565968281e+00,6.506922033871501299e+01
1.204463356659719508e+01,6.996630339776704899e-01,1.314711425640996634e+00,4.920457099966271812e+02
5.672896657412528043e+01,9.533849181024052211e-01,1.926239245320437998e+00,1.256811983048532784e+04
1.017289862282243362e+01,1.711057579638530779e+00,1.629873529729397141e+00,1.031078748237572654e+03
5.119711378153512271e+01,1.469758436048249184e+00,5.356229388553376269e-01,8.879751741090771247e+03
4.941716096433418670e+01,8.061992247001406042e-01,1.775700485644086779e+00,7.988470558037115552e+03
2.378197854614742468e+01,1.821475254140130673e+00,6.412734750652469007e-01,2.895111042499398991e+03
2.827361943073367812e+01,1.309625065374995012e+00,1.441277044836286603e+00,4.377250485768538056e+03
4.952810755517019459e+01,1.472648897662762080e+00,1.230156067535588926e+00,1.188544924855969293e+04
4.100083637142763848e+01,1.363329734693463191e+00,1.097323498363599548e+00,7.440299464701400211e+03
5.029815231752971982e+01,7.272019751575138358e-01,7.662874796219794060e-01,4.842372024228853661e+03
4.557699685701136616e+01,6.479369535525787427e-01,1.756736040822063138e+00,5.555051325457308849e+03
4.163065302671597578e+01,1.157868986398914224e+00,1.398704178958692701e+00,7.411831409417083705e+03
5.482195930740924439e+01,9.026125111016969349e-01,1.537600590517919752e+00,9.818275878965730953e+03
4.945702441912803238e+01,1.858804670641715173e+00,1.239036212260041570e+00,1.502097646094111769e+04
1.115422991118810003e+01,1.747000064881997439e+00,6.871248736694164361e-01,7.102860334723451388e+02
4.501934436733407097e+01,1.960253668386443993e+00,9.322055210295878691e-01,1.165005289924876706e+04
5.657538725315296446e+00,8.618535382053562621e-01,1.608890905118109949e+00,1.592945227754606208e+02
2.583844629749428279e+01,1.073290794754322208e+00,1.724444141509000605e+00,3.456247567621557209e+03
2.410673728562880314e+01,1.581987255025287364e+00,1.697149836441099735e+00,4.476252087571936499e+03
1.252900159154133597e+01,1.025685738493188115e+00,9.604915427563278651e-01,6.306984730186009074e+02
5.630535396384136249e+01,1.401480122051964816e+00,1.964223402554537312e+00,1.846324722011901758e+04
6.139212362489435471e+00,1.875444616703683565e+00,1.633272446967596103e+00,4.178955094943586346e+02
7.915151918202483206e-01,1.875125936028213758e+00,1.602630231105648839e+00,3.591363034435874013e+00
1.971378781800671121e+01,8.929265536076558263e-01,1.759346696138464949e+00,1.835333520595951768e+03
5.944931073535271082e+01,6.034457925940930334e-01,1.402775408191703210e+00,7.182922374364194184e+03
1.624936013911217358e+01,1.528520586568810069e+00,1.295769497446968010e+00,1.819229864455685401e+03
4.992630879830499424e+01,1.556942844505512902e+00,1.966975237289598555e+00,1.673659586828144529e+04
1.080026140271769464e+01,7.943824221522852724e-01,6.281695903055941610e-01,2.892497095953605140e+02
3.538951211050347467e+01,1.130200608891197112e+00,7.103030895949491441e-01,3.861608008957759466e+03
5.752535544317382232e+01,1.177364057205657399e+00,1.949494655371226681e+00,1.601197811548462778e+04
4.313253745666551708e+01,1.463771588248401478e+00,1.175491058849715831e+00,9.052703017076688411e+03
5.884022452311993590e+01,1.824610388517694970e+00,1.111730780772167471e+00,1.896030623536505300e+04
3.468612062079786540e+01,1.819832519274815708e+00,1.797856863863237509e+00,9.946829712280046806e+03
5.900841503992857184e+01,6.687741897295151894e-01,1.772569979281975350e+00,8.967372108748350001e+03
5.030429838734022496e+01,1.601311462586443746e+00,1.446660197401269832e+00,1.450153655810423516e+04
4.680576945306472680e+01,1.267082285484897319e+00,1.009666106104661010e+00,8.381097910835700532e+03
5.336514827123426130e+01,1.592349753611609797e+00,1.804990865798909550e+00,1.817320102597528239e+04
3.807374527706619460e+01,6.562309051399874971e-01,6.543609807155450486e-01,2.474651518614550241e+03
2.170369050940600175e+01,8.625100115546606716e-01,1.480469802358167275e+00,1.858614507218263043e+03
3.193280518339108198e+01,9.791594298810479824e-01,1.640086049095854870e+00,4.378655315858497488e+03
1.397677354310063258e+01,9.405468334642455019e-01,1.320401347156561878e+00,8.674978542955575449e+02
4.676387537096147184e+01,1.495052658566823567e+00,1.368501180892549574e+00,1.156382628711970392e+04
1.061967084608455636e+01,1.419075052559372940e+00,1.964525621373839570e+00,1.067911232956564390e+03
3.484327796470214622e+01,1.167390150374700175e+00,1.393103308847579047e+00,5.480201695542466041e+03
3.238598630995730332e+01,8.222119948762074415e-01,1.169427956285011394e+00,3.071313689583153064e+03
4.047821680692258184e+01,1.932959554684150261e+00,1.770301835099165277e+00,1.360285164523826825e+04
4.574895262058237932e+01,1.040297474526765908e+00,7.929680794498910057e-01,5.920906357914625914e+03
7.034759220802580870e+00,1.785201239208814794e+00,7.673989688230976602e-01,3.094647513571335367e+02
3.768398721924501871e+01,7.320199830819639208e-01,1.720624051583295122e+00,4.478367889964276401e+03
2.513037500667897106e+01,1.361345958328539663e+00,1.698710104877024563e+00,4.138313706076099152e+03
3.704498542224324353e+01,8.392794132794010320e-01,7.308563552996170110e-01,3.152864250405245912e+03
4.179208031721646677e+01,1.665051920482455650e+00,1.061567719341859783e+00,9.239728135657685925e+03
3.533603535275700125e+01,1.537216357995618843e+00,1.262532616053344992e+00,6.981360469586279578e+03
4.410672157309355157e+01,5.265172321683886381e-01,1.359002461298574493e+00,3.664780358679533492e+03
3.144150280367655625e+01,1.965632285440163551e+00,6.314098044688929434e-01,5.157366635064109687e+03
2.804063464319166599e+01,1.339844972707076920e+00,7.888964915955216650e-01,3.157821081176377447e+03
1.756274749418784253e+01,1.915445382409249886e+00,1.484262193596765700e+00,2.863248231162501270e+03
1.413452436480404018e+01,1.852955377516454671e+00,6.811612608254946633e-01,1.169610339331052273e+03
4.187047531246319920e+01,1.620303632629884083e+00,9.480214290556215895e-01,8.531328259850903123e+03
4.189482549234123354e+01,1.659104530571208658e+00,8.050336468360619335e-01,8.112453571942108283e+03
1.213120952210748271e+01,1.690968239574301091e+00,5.627046529092879501e-01,7.269408676152587532e+02
5.832432628836117061e+01,7.318638355888323899e-01,1.249896079828888062e+00,7.933107383713940180e+03
4.043347142721906096e+01,9.938005353822654264e-01,1.660392063863211920e+00,6.704804160412350029e+03
3.210735933098466433e+01,1.607807754809337686e+00,1.274118721490373085e+00,6.214203124715813829e+03
5.054993341692556896e+01,1.404300909310962853e+00,6.119858757602134602e-01,8.667341664502866479e+03
