S,E,I,T,v,v_noisy
1.915871397338257864e+01,4.542857408067739300e+01,4.825733533603606418e+01,3.359553630238512767e+01,1.920036984879530564e+03,1.865811276130835040e+03
1.200752906947318288e-01,7.378511350294553850e+00,4.098012954413208320e+01,4.768564981992053475e+01,4.147765064278834402e+00,4.981816784825086053e+00
2.189973477593566198e+00,3.817865982633485800e+01,1.715040088301106280e+01,4.494981440148895047e+01,5.732327434712553895e+02,5.408833934807815922e+02
1.304859373293532299e+00,9.992108271318945967e+00,4.934143464815637259e+01,3.570975222773373758e+01,1.235778978296820156e+02,1.457706578146524805e+02
2.699118904032127730e+00,7.580314847358991415e+00,3.765148416862903957e+01,3.956479258339765437e+01,2.048559018292937424e+02,2.082180192118502191e+02
2.414693758165253334e-01,2.224257251970337279e+01,4.095159612049624087e+01,3.651817959455209461e+01,5.601347418017103763e+01,6.698158322391097386e+01
4.650724332275441575e-01,3.436095402032277946e+01,1.824115241813129629e+01,3.660899202623301818e+01,1.647500127980614764e+02,1.434475182219954945e+02
4.854614741101761943e+00,4.228634988831278463e+01,2.983629139291003085e+01,3.918447409097897349e+01,1.519474195754005677e+03,1.556042800513915608e+03
1.456489462679001035e+00,1.080347674642517930e+01,3.111663980981252564e+01,3.689753712959836207e+01,1.607030788156301355e+02,2.011045461586390388e+02
2.371202350329675568e+01,5.435345077750376674e+00,1.385867994476609510e+01,4.788128741169091995e+01,1.505666048555910095e+02,1.292711840030667645e+02
6.537470886628553579e+00,3.973928953703523348e+01,2.395164820495040559e+01,3.152724363391574514e+01,6.955404895904349587e+02,7.029967920277613302e+02
3.835306304636874586e+01,2.282535264288004129e+01,1.357959807944398811e+01,4.634276892873525355e+01,9.312045329995841030e+02,9.177384844317804209e+02
1.574281935214522754e+01,3.067369858699261442e+01,1.439745675774224942e+01,4.253145095751983717e+01,1.835600178533411054e+03,1.835128779796196341e+03
6.389551034474384217e+00,2.941797459681583504e+01,3.271283466229763093e+01,4.646689013238036381e+01,6.918009957542948314e+02,6.664882561698035488e+02
7.292002461565223470e-01,3.816046607458333995e+01,9.956910962174048141e-01,3.461575325718600027e+01,3.005354481565173614e+02,3.378783584481297453e+02
2.229879545422264542e+01,4.948316621176337549e+01,3.790951180484416483e+01,4.370324367734387039e+01,2.664937694772700524e+03,2.645554104551047203e+03
5.672868735128482331e-01,3.258052871210586687e+01,2.425200203407356270e+01,4.282275629863693212e+01,1.812962905272016201e+02,1.753746142272517261e+02
1.681254018706859199e-01,1.857797110618115255e+01,6.282545634859337369e+00,3.991010399188240854e+01,4.103436070106159406e+01,5.106401932327204207e+01
7.737376593177201300e+01,9.157046360796528006e+00,2.415059986987668239e+01,4.127177030276930481e+01,5.865740116626398049e+02,5.736227980943172042e+02
4.169016512699347921e+00,5.592501538326871469e+00,1.877185829033790654e+01,3.794307013153666475e+01,2.145447330984509620e+02,2.097584845038049082e+02
2.097407867084506350e+01,3.473193083828095951e+01,4.369869899806688807e+01,3.437553579588990260e+01,1.703700333366507948e+03,1.692427536437968683e+03
3.869620925482324392e+00,1.312762861470953624e+01,3.364670848698389705e+01,3.397527963498102110e+01,3.153447640461537276e+02,3.126755489494278208e+02
6.835010579388391072e+00,1.424125641335931824e+01,1.122914270366845990e+01,3.131823886436784576e+01,2.676380184269307279e+02,2.442271657249246744e+02
1.263795345515018875e-01,2.244567035944178457e+01,4.578304948293308030e+01,3.787777990770855041e+01,3.170941404515999906e+01,2.294965253311398712e+01
3.633967492789965670e-01,2.661612764756725014e+01,4.328880856332762761e+01,4.720808426381461231e+01,4.719032186477713964e+01,4.305246337053225147e+01
1.056983447627628259e+01,2.109932699777796472e+01,2.716453945693179151e+01,4.737789931312792646e+01,5.006508871321304923e+02,4.939763670560478204e+02
5.148655025717912004e+00,4.780736531196565409e+01,3.802629123412764933e+00,3.341010424765480025e+01,1.354402547652857947e+03,1.355536346750733856e+03
2.989958097322272246e-01,1.525550982023088942e+01,3.316101422121286646e+01,3.322139473643809282e+01,3.378258112960006088e+01,2.792053674246563588e+01
7.179394304526657322e+01,3.029992204533320432e+01,2.115216575625002804e+01,3.437044539737537008e+01,1.403003629844528632e+03,1.418067858013316254e+03
2.904429890889361765e-01,1.304148537113644313e+00,3.134894888978244154e+01,3.154468529019596090e+01,2.133066131440997992e+00,-4.330852384275599931e+00
3.395547023580987034e+00,3.656706162191682541e+00,4.910607418003342772e+00,3.500366878210269306e+01,1.159626292762437600e+02,1.132296373503260725e+02
2.704012065064449466e-01,1.034787062276931202e+01,5.747927840989647486e+00,3.803458405729554670e+01,3.792253468228924618e+01,2.462690796237219715e+01
1.419433916834842080e+01,1.442647224998546562e+01,7.494295958367297672e+00,3.600812338193992446e+01,9.120585632464401442e+02,9.015282664441353973e+02
6.744333573689974548e-01,2.358300430658725944e+01,2.743625487207426161e+01,3.092818833779271159e+01,5.413551315601517189e+01,2.884565733962092438e+01
2.525817252557099879e-01,2.892326639549240141e+01,3.607352712080864166e+01,4.672964040580851020e+01,4.153424692420354347e+01,5.190994534176282826e+01
1.373920305147971199e-01,8.713094878526129961e+00,1.736564567993281116e+01,3.536279344915250533e+01,1.304553446393916971e+01,-9.804825889110670545e+00
3.345851130742169000e-01,2.914316297714227133e+01,4.665095313698647495e+00,3.875365254520939828e+01,1.247573486850033504e+02,1.098402207212368467e+02
3.761803881030929553e-01,4.550240474888761710e+00,8.242285386985221507e+00,4.087007739504465320e+01,2.379246069607685143e+01,3.097735373630094102e+01
4.082406423932509298e+00,1.991759844248379352e+01,1.595701667545638180e+01,3.988823268967048818e+01,6.973637029124733999e+02,7.054151702313640726e+02
2.254844818557832475e+00,4.000580550982999739e+01,3.362827663443261628e+01,3.674338859335887264e+01,7.636661994576828647e+02,7.556639044375814365e+02
7.445315427592829849e+01,2.401210494555793318e+01,1.690924017046637218e+01,3.092326677872345897e+01,4.636510658092886388e+02,4.232657495995126169e+02
7.285410219359039274e+01,3.347038357749601545e+01,3.554676529487112191e+01,4.080833759354130308e+01,1.956207506743253361e+03,1.964617772489164963e+03
2.452665552024162920e+01,1.156675909430922999e+01,4.501418561227703208e+01,4.739616214034425923e+01,3.468237710366117881e+02,3.520150402144529949e+02
1.034577196998902160e+01,3.552247388239118209e+01,1.583008209522581211e+01,4.135016591506048655e+01,1.927287569895871229e+03,1.899039945586435806e+03
3.428224661065284096e+01,4.922306986040597820e+01,2.146625420712855359e+01,3.736462938608008244e+01,3.185983483434624304e+03,3.201389925090514225e+03
6.550213947459354813e+01,3.272197905541202090e+01,2.154795072796428101e+01,3.883041496146181260e+01,2.045980845102737248e+03,2.031958849094068682e+03
1.169104108326498304e-01,4.903570468746485744e+01,2.128531925074850761e+01,4.217897736092243122e+01,6.000444300443331258e+01,3.748068068136730346e+01
2.261078713632977411e-01,4.177678828995340155e+01,3.081591177017054406e+01,4.166346295094233199e+01,9.943286156234185569e+01,1.013474757816269971e+02
1.204457981971080116e+00,3.852657776570619319e+01,4.136767168378358406e+01,3.844578123662593327e+01,4.577194542114480100e+02,4.541500455834637364e+02
1.908800583685988650e-01,2.422011493501412360e+01,2.869289452809916696e+01,3.338114804228884935e+01,3.448722622714721808e+01,3.853970624697016945e+01
6.288881611049992770e+00,2.891677808804325878e+01,1.975033212312190400e+01,3.680003240582627910e+01,1.185830574209854376e+03,1.153715613043365693e+03
6.040775099125553771e-01,1.273352940162151192e+01,2.917354621621681687e+01,3.375920833889255590e+01,6.195952466885792376e+01,9.820412699430539760e+01
6.208964652113199145e-01,4.379074248884739973e+01,4.531173579618916136e+01,3.221018463463390447e+01,1.416012780127865938e+02,1.295481057219120373e+02
7.327974779183478171e-01,1.164358289328985441e+00,1.048831236652079113e+01,4.770272706780123428e+01,4.479263478961645006e+00,-2.631392269096657444e+01
1.964024824302819938e-01,3.997132549519487554e+01,2.135536780483741737e+01,3.018165773959495368e+01,1.617241141787032532e+01,2.854925518921331218e+01
1.670449534098099775e+01,4.703196433140924171e+01,3.523109155046041252e+01,4.490737447878498045e+01,2.101571198720182110e+03,2.094475116118158439e+03
8.954004097730058120e+00,1.692609607846874553e+01,2.460760625866048201e+01,4.089840860142491152e+01,9.041003628092960298e+02,9.105975325247541150e+02
6.599701177549435194e+00,4.009754488301012998e+01,1.376259378966132596e+00,3.368006700276129806e+01,1.525492557303414060e+03,1.518700388690913314e+03
1.265134639249789472e-01,2.174925108983008926e+01,1.539648000410097595e+01,3.967144688983877643e+01,3.329396357720672484e+01,3.209915636760832314e+01
1.942640478926941805e+00,4.291880522119161157e+01,1.938703764563365439e+01,4.137437038431111347e+01,7.725237731690911005e+02,7.774392300438637449e+02
1.136608160179857485e+01,3.163652989203173860e+01,2.606240960620223035e+01,4.576774251296798468e+01,1.136227941700121619e+03,1.121294884020463542e+03
2.944692496560979977e-01,3.260426676647124378e+00,2.119964203710814132e+01,3.899094018077273915e+01,1.303508116698682606e+01,2.660987308417798403e+01
1.435401956891038555e+00,1.909536982655578896e+01,3.491989479444581690e+01,3.651187595014270215e+01,2.598385877889771223e+02,2.504405858073862419e+02
1.146838955217887451e-01,1.452526114421614611e+00,3.113115220913198300e+01,4.696572067524820682e+01,1.118582098100187716e+00,-1.627516078530925725e+01
1.760248533747772737e-01,3.759127372838818104e+01,3.395464709231813316e+01,3.665409047501453443e+01,6.783054857286927586e+01,6.937119700931933153e+01
4.460265796540233141e-01,4.360680348807258611e+01,9.246018496976443402e+00,3.772132660967169926e+01,2.190185166821525229e+02,2.279193422519733758e+02
1.753680542573371914e+00,4.980736323867978399e+01,4.635517451662729371e+01,4.364564660383749839e+01,6.811124640256609837e+02,6.765308771932882337e+02
2.453127431335937025e+00,2.655411142750662989e+01,2.987134112255351326e+01,4.153535490661059271e+01,5.802186755954153341e+02,5.629682798538241286e+02
4.503649614063139239e+01,1.986898251941593685e+01,1.385692406231845375e+01,4.636013886128340289e+01,8.016669909102487281e+02,8.140627022364213872e+02
8.912003051263204245e-01,2.646575162581124729e+01,4.508866225059839650e+01,3.131802990412600707e+01,9.171537191255848143e+01,5.650879607010294592e+01
1.159822765010919826e-01,2.245307915832248469e+01,3.187229721033110152e+01,3.321178961438364752e+01,1.900301334139330223e+01,-1.614269379317352815e+00
3.010717731346609582e+01,1.501041533864925270e+01,4.775429701183042397e+01,3.553586551767918422e+01,9.153374169788535255e+02,9.161278747895212291e+02
1.532995239162431023e-01,4.555779498813179629e+01,2.401419794929105578e+01,4.584403667516224345e+01,4.842200327136605154e+01,2.120081530526470459e+01
1.900973129002263839e-01,2.001208455093268412e+01,3.506790850908396351e+01,3.610183357858889508e+01,3.934407052743175370e+01,3.990395581241514122e+01
7.754345550683567012e+01,4.483527795039806563e+01,2.208146652360700557e+01,3.417008934189269809e+01,1.917782638588961845e+03,1.916685376228592531e+03
1.820104210726932337e+01,2.854177528485277904e+01,1.538354642862112520e+01,4.033818494432884449e+01,1.921626370566455535e+03,1.939601166343618843e+03
1.031721802792046061e+00,4.242231566021592926e+01,3.510063871727378881e+01,3.061886185093204205e+01,1.142113658449471103e+02,9.591555880868128270e+01
2.491933938054177733e-01,3.344760834366424973e+01,1.253823234484821114e+01,4.746269929228149209e+01,3.947512856146568794e+01,2.695699808863283664e+01
1.446078001716775585e+00,2.372752029589610601e+01,2.532216557358900033e+01,3.047497994070245397e+01,8.248113031112443139e+01,8.914476400514443810e+01
1.041321123670204463e+00,3.595744329326149824e+01,2.643232972972149852e+01,3.795412046839204123e+01,3.788278271606877183e+02,3.296765553565715550e+02
4.200718740906124538e+01,3.641051447414660203e+01,2.639737492054957713e+01,3.229457514280155550e+01,1.250834263819852595e+03,1.312835109798144231e+03
1.804093542181650855e+00,4.353406407983304405e+01,1.005501732703053008e+01,4.729613562702922991e+01,3.413090541436909007e+02,3.273360395344554945e+02
1.762523913258585151e-01,2.330976504704443641e+01,4.387598073929486731e+01,4.320114365661586220e+01,4.074846358867316809e+01,2.615176253416201035e+01
6.031364939153467475e+01,2.671628571663904950e+01,3.015133026750641676e+01,3.637370067346536473e+01,1.553719993971050826e+03,1.570942544189125101e+03
7.361055482381894777e+00,3.832977795569789237e+01,2.220663234097934691e+01,3.647354641043487078e+01,1.636196448278022444e+03,1.635399811449308800e+03
2.239389153367538632e-01,2.598090930069360383e+01,3.785373035438528433e+01,4.380751247944310478e+01,5.422981685044705813e+01,1.864124447637523474e+01
2.185357436144761689e-01,3.120787111239756939e+01,1.391863869917532881e+01,3.941163423873841509e+01,8.011487035472222829e+01,9.265341795657447221e+01
2.499192584005954565e+00,1.215508730889994915e+01,3.281377696004368261e+01,3.263863999670058291e+01,1.661890436040407337e+02,1.832966002840249189e+02
1.889151976834988200e-01,4.881689744956424448e+01,1.882316769285509039e+01,4.368926577226899610e+01,8.643377074608622479e+01,7.743484527656740113e+01
7.856996806204101347e+00,3.198060579377632351e+01,2.101159045457615804e+01,3.265007169479690674e+01,8.754719878465598413e+02,8.698399806807193499e+02
7.065637840630904165e+00,3.270209481886913494e+01,1.788521081421061254e+01,3.628650105244233970e+01,1.381444689900195499e+03,1.391164381845383332e+03
1.248084661359181724e-01,3.738686991852056707e+01,2.671345699112390193e+01,4.064578918225515736e+01,5.194896589405296083e+01,3.377336089576397171e+01
2.644041960959084747e+01,3.949204197128864280e+01,3.578731314392694429e+01,4.309525114242252641e+01,2.313205601916668456e+03,2.321973373200806691e+03
2.292895610092168468e+01,5.247045662485658291e+00,1.384835945459199102e+01,3.065947098456262410e+01,1.133101305568968087e+02,1.172961007657867754e+02
5.570892856196942944e+01,1.881792303352593265e+01,2.224306795041012208e+01,3.808303078768329897e+01,1.256776405354949702e+03,1.243277753039431445e+03
1.025462870420485295e+01,3.013268951125272821e+01,2.911176114668253945e+01,3.826929662539345145e+01,1.623425183399628395e+03,1.595583145923391612e+03
1.198358324269966246e+01,4.971256750424473836e+01,1.660893645959075116e+01,3.337715659800428369e+01,1.862264889618633333e+03,1.857752773003411676e+03
3.099024169605956169e-01,2.606541407793502785e+01,1.225638216215058662e+01,3.051946488097814125e+01,2.317978323481972325e+01,5.671338069616354005e+00
1.179414443358727388e-01,6.247664401720306460e-01,4.873484676981328079e+01,4.564731967394219225e+01,6.739266561573997727e-01,2.070213116976068335e+01
1.572857788587130601e-01,4.852482698995641641e+01,3.144045289648412123e+01,4.310314586819427518e+01,7.356064004348816354e+01,7.644234741348662965e+01
7.823192566890779176e+01,2.773417757898565839e+01,3.950198153912934629e+01,3.973159671680044625e+01,1.624939143489263188e+03,1.640580833940461162e+03
8.652948056867211690e+00,3.718283928689658957e+00,8.537895554511276686e+00,4.373899165739940997e+01,2.016511852282320092e+02,2.043436239351211725e+02
6.929788811352339906e+01,1.757227057840737672e+01,2.777735927524885895e+01,3.904476754189767718e+01,1.123811870532033481e+03,1.129069892873734034e+03
1.117256980116077880e+00,4.796156516547365811e+01,9.634619826260127695e+00,4.584659530853429743e+01,3.589564932431326838e+02,3.432965148985250607e+02
1.843591639535921090e+01,1.689566101698138922e+01,2.673413709038618435e+01,4.109877417078392625e+01,1.132896019082988005e+03,1.146256967614431005e+03
1.571074921116740741e-01,2.800161488257521469e+01,2.577365730835007440e+01,3.486715956528554727e+01,4.032219063704640405e+01,7.601615612318688875e+01
3.152212571817116782e-01,1.668518961250405752e+01,1.139463327774366519e+01,3.375717173980494579e+01,4.503933119828790410e+01,3.884558008793707273e+01
