E_1,E_2,phi,theta,I_avg
1.261204790816790711e+00,6.069561740571731701e-01,4.781648443519775249e+00,6.245727489330642257e+00,2.119857953129234557e-03
1.684498598689805560e+00,1.726972851146308052e+00,1.908783943697546448e+00,4.651728119141772311e+00,2.779764980869603528e-03
6.391182132850711239e-01,1.968892306788579516e+00,1.066966401028014211e+00,9.148093134914864200e-01,5.768549431047149782e-03
1.368137754985253807e+00,1.519384321597870180e+00,5.275346878156866204e+00,5.864611433985198019e+00,6.814617293191187718e-03
7.958524209438028185e-01,1.072184862793362337e+00,1.554342386063417569e+00,6.253413284063474187e+00,1.588053343283643342e-03
1.712205127720352271e+00,1.614639417590817194e+00,1.233892100480092902e+00,4.672975645215450058e+00,2.272390253347137106e-03
1.233269054193889769e+00,1.995371678591365550e+00,2.079537381129419327e+00,8.014007460584020304e-02,3.137819738490342687e-03
1.983043000051729621e+00,1.207468802020758236e+00,8.110279280657178846e-01,5.787887660677141888e+00,6.398068460141750902e-03
7.744149870135781377e-01,6.440429438757182545e-01,5.493811015102774142e+00,5.848341046330165049e+00,1.730564811148237311e-03
1.944528710186400833e+00,1.387992367754595335e+00,2.921775247352623062e+00,7.598980776376377255e-01,2.384978009413601246e-03
1.701375554912913479e+00,1.784198707442859577e+00,9.666989171358806310e-01,5.414598029196903362e+00,5.245200406070809999e-03
1.221890744862902833e+00,1.537911389387831562e+00,3.091914477701234176e+00,6.160679067544876375e+00,5.353825158374498402e-04
1.720301096269453156e+00,1.690162147147408422e+00,2.611574560319792848e+00,1.462707175534768034e+00,6.502899425982000027e-03
1.404273357861674398e+00,1.206181614417651371e+00,2.864550271317811259e+00,2.110579824057089215e+00,5.080257735038012576e-03
1.482681595987070278e+00,1.661998126454539593e+00,1.577579995739038926e-02,6.122421077786701638e+00,8.937660512628222906e-03
1.870536144061083483e+00,1.430770764299958309e+00,2.036905039828134534e+00,7.606955112302307143e-01,5.312427119528105937e-03
5.979056246169370814e-01,7.631854145837428938e-01,5.267087391617791603e+00,3.149054567604447463e+00,4.381054882262270188e-04
1.752482305937600904e+00,1.747991933078952842e+00,3.480180015384599201e+00,1.374491604055337435e+00,3.556756506240395417e-03
1.072722169949358317e+00,1.017953856608088570e+00,4.767800465675581911e+00,4.300648839851215932e+00,3.116044541923204767e-03
9.883184241510566403e-01,1.511978645461583781e+00,3.154909548233782335e+00,1.691280797036550654e+00,3.305430140383842832e-03
1.991040156814976481e+00,1.143528109336292786e+00,1.078954275452405076e+00,5.525336982541093178e+00,4.519197771275517382e-03
1.671785753114567230e+00,1.880605324802227418e+00,6.036844450949846452e-01,3.928992818023505862e+00,1.577663746953418154e-03
1.228302708169381585e+00,1.062813442621320048e+00,1.427394380960593567e+00,5.149914883920257758e+00,1.254531887155730958e-03
1.133942594637171730e+00,7.195588502989773705e-01,4.687318194162024554e+00,3.634726943909297514e+00,2.076817241082521900e-03
1.816293358807694158e+00,1.072996700083582278e+00,2.891846834799727262e+00,3.310679199302514863e+00,7.488151101429178606e-03
6.302223083223412736e-01,7.723661133394328360e-01,1.594964470973320836e+00,1.586248586258303783e+00,1.511884249429667907e-03
1.562628135370799143e+00,1.804000897910304602e+00,1.313114692445472853e+00,3.513080013467674956e+00,3.647454505104994783e-03
1.683731935557718939e+00,1.140467488284298003e+00,5.344654361897459793e+00,1.958826773055948101e+00,1.633580080382710182e-03
1.698794569574172186e+00,1.251559858654010648e+00,4.289775829716155009e+00,4.924908022137749697e+00,6.253696935402873643e-03
9.834300871097476637e-01,1.729917354381165007e+00,3.053996591305466191e-02,2.856774587067378413e+00,1.132207045006951166e-03
1.694958774119081912e+00,1.839253573342308989e+00,6.095613966770254244e+00,3.609971536120275104e+00,1.411894607993152695e-03
8.379926628134977129e-01,1.512300719235290192e+00,4.885060470040419212e+00,1.149577756128193767e-01,3.338258474438909797e-03
1.043461925726853590e+00,1.370430296591874875e+00,5.083301884855161212e+00,3.977936455512031344e+00,3.208375504946652055e-03
1.126172168306569743e+00,1.467799568136668453e+00,5.860444230376886665e-01,3.783789139039695382e+00,8.425896207412492339e-04
1.312114975445246801e+00,1.729327930816618064e+00,4.091540443345561329e+00,1.037246864408531755e+00,1.668370067838099036e-03
6.689204983108357760e-01,1.020632734421314636e+00,2.358032993702729563e+00,2.608999363413235795e+00,2.485321719048361189e-03
1.110421700958959201e+00,1.763306857848315978e+00,2.707009156394779570e+00,5.321226366601610636e+00,1.802727526567171439e-03
5.004510351603843610e-01,1.986732392985268714e+00,2.588370647589787410e+00,4.432329746742944110e+00,4.076637651109060040e-03
1.616571089521098514e+00,1.083203791668255533e+00,2.659461748292161865e+00,3.483551781688070115e-01,1.251223815081323491e-03
1.777813868351385551e+00,1.696338932882687445e+00,3.006303081960380319e-01,2.216683561022677884e-01,1.081526958612531210e-02
7.083975186802963231e-01,1.735480434893415413e+00,7.004778866061441844e-01,2.365721944212967245e-03,4.933722513440587550e-03
1.555678653900196773e+00,1.203933710750922259e+00,5.418166796994588807e+00,3.892995595394408426e+00,3.027101484146086860e-03
1.731654632591958176e+00,1.692095335366186948e+00,3.055640646394223170e-01,7.119109698725424318e-01,1.004102669508118682e-02
1.972742484307690614e+00,5.824720050248528569e-01,4.296901259700530495e+00,5.376755657164778768e+00,4.608159665623140500e-03
1.765685843553089995e+00,6.498884289153679106e-01,5.750163401973259703e+00,5.623997862444279683e+00,5.129019831012579349e-03
1.136159728166019178e+00,5.546232533359225503e-01,3.775915005206117669e+00,2.641814109591317461e+00,2.012146887146306316e-03
1.969533062764484699e+00,1.789281183010016818e+00,2.239574198233266866e+00,3.956301635623241442e+00,7.635240775286333999e-03
1.960976607278532846e+00,1.093295001925276511e+00,8.546713349612550248e-01,9.146349591315539040e-01,7.699945051491670876e-03
1.255515468800868506e+00,1.600919189467889359e+00,5.138280913946345230e+00,2.407502503744482603e+00,1.414959719975994977e-03
1.630169807875857746e+00,9.438231136493132611e-01,2.672824968228865838e+00,5.567872349863316472e+00,1.110500602935799537e-03
1.870756501509744263e+00,1.784671855507747207e+00,3.334788990946212284e+00,3.217802089758303286e+00,1.205760660010287387e-02
1.214220607953129694e+00,9.595643442124242029e-01,3.191376370940741669e+00,1.556449941125399805e+00,2.085637105930621040e-03
1.795679361645627470e+00,1.533368371582461975e+00,5.541050434213865117e+00,3.797975668198954935e+00,3.505853890343150082e-03
1.552352849092809128e+00,1.860552452239130794e+00,4.566077858501478737e+00,1.835335032482646511e+00,2.616202888201970504e-03
9.408863839618364366e-01,1.124668058770694312e+00,3.762289526843971110e+00,3.232472045015224005e+00,3.531722127067334245e-03
1.651478404975210257e+00,1.771664194548247417e+00,6.048807576698956190e+00,6.256702121718098475e+00,1.070094336439165669e-02
1.356027178789248611e+00,1.546568526513041775e+00,4.891728136491249934e+00,6.104433889922465717e+00,5.474644576156310026e-03
6.407677301499593581e-01,6.564762998199151767e-01,2.074761754890521281e+00,1.697027848291653873e+00,1.254832735228324182e-03
1.087070639456996224e+00,1.117994897142237765e+00,2.704124345320717104e+00,5.674453751032598525e+00,4.639306025804370843e-04
6.106115200967088263e-01,1.702449198834539157e+00,3.400200268565881867e+00,2.111901405557204126e-01,1.475302018103522971e-03
1.214250444825493380e+00,1.929301001896926104e+00,4.679585516232995346e+00,3.450136930331185958e+00,5.625734400027584264e-03
1.142809412214385700e+00,8.618634545356376186e-01,3.094559683376681747e+00,1.118905212810113792e+00,1.178359825003159021e-03
1.135606164455670974e+00,9.018180886912234850e-01,5.009401840534546402e+00,3.846791978915049981e+00,2.200760109539520205e-03
1.379450530386176599e+00,5.023694279050865408e-01,1.201822099195827276e+00,1.306769592693854065e+00,2.864661982824017166e-03
6.840359902641102163e-01,1.539031184915086614e+00,5.068260740998954184e+00,4.769242632030827878e+00,3.891438604335151902e-03
1.900653364935263934e+00,1.358108487535920839e+00,4.866746077523465885e+00,2.520312073735727409e+00,2.699117783473803205e-03
1.526075672112549464e+00,1.601646288260842654e+00,2.404319668312703051e+00,4.793282032055543596e+00,2.814350268028725701e-03
1.735672037589157446e+00,5.408781424271875693e-01,8.501564039709330611e-01,6.057411893043310513e+00,3.877375576232929607e-03
1.845201848395639832e+00,1.496605552543831763e+00,4.460150470822102697e+00,2.185353896266781781e+00,3.346386748847659035e-03
1.374980070385213970e+00,1.549832886147612943e+00,4.804059213418129914e+00,4.685316942238892501e+00,6.505307374508958670e-03
5.603273313569010483e-01,1.878577289189294008e+00,1.480188205764136899e+00,5.450959454732206666e+00,2.889947535571233111e-03
1.567230236176637037e+00,5.624472209285962254e-01,4.184818093654683047e+00,4.216094475774502470e+00,3.739260854118412608e-03
1.353538781395037249e+00,1.433817724930794402e+00,3.701396342484633895e+00,2.469941932416779284e+00,5.014280317228548417e-03
1.738935833255598862e+00,1.922207808517293337e+00,4.143058772038511250e+00,3.073593630069157090e+00,8.910862404720288829e-03
1.298240710211516102e+00,1.432786609424090418e+00,3.843358642023400495e+00,7.798073113672907564e-01,9.651394410747895971e-04
1.719866143046288709e+00,8.519401073538941382e-01,1.894811747990240658e+00,3.154114568761883675e+00,4.532515691029135804e-03
1.995515439608737562e+00,1.113201747167802180e+00,5.058884944518903914e+00,1.345784791570321381e+00,3.151192342584575867e-03
1.025832217051832140e+00,1.618725429999786858e+00,3.345790258987514587e+00,4.863339818215153265e+00,3.714800604438021642e-03
7.565321600310110917e-01,1.811932998429206743e+00,3.542947937886080201e+00,4.015121102718192780e+00,5.682302774660577191e-03
1.087512199180854289e+00,1.274179837022054507e+00,6.063418690824765811e+00,9.773520086217468705e-01,3.890243915337578129e-03
1.629574984798514592e+00,1.427509708074901074e+00,1.972407607779693484e+00,3.273433052660805309e+00,6.124084932024028392e-03
1.158843397787459706e+00,1.949587331353745068e+00,1.219832617623353155e+00,4.089771339926896232e+00,2.436590692439882973e-03
1.382570164143822167e+00,1.481250951257963910e+00,1.402187803328405868e+00,6.220415844782607451e+00,4.087350137535288724e-03
6.910377078825065134e-01,1.189735174329052292e+00,2.739812990664403536e+00,1.699596659349850158e+00,2.299415689310075998e-03
1.589185266400970464e+00,6.569647693677589384e-01,6.404946401790092558e-01,2.819102497553798159e+00,1.800895644270725151e-03
9.201236027997492517e-01,1.639972338156560960e+00,2.308250482639281564e+00,7.886016147226454498e-01,2.905168722068337053e-03
7.859263406060272850e-01,1.859591337847628756e+00,2.272048894047150380e+00,1.605972257914865420e+00,5.210425373386096647e-03
1.794424997874791927e+00,1.113780818392560379e+00,8.308562046541898560e-01,4.679822312959709407e+00,2.402712474390075823e-03
1.346619231680891149e+00,9.854603423711798538e-01,2.246433213181047606e+00,2.038133554798107205e-01,1.326782826096502711e-03
1.226748413519375580e+00,6.878386403274612260e-01,2.828494066702487597e+00,2.748477788788903364e+00,3.287963223628013760e-03
1.848235647872726872e+00,1.149820626408014856e+00,5.393992680327118761e-01,3.884787881286134947e+00,1.398196730440949033e-03
6.290186540915039259e-01,1.964364138997481524e+00,4.341043432771710897e+00,3.581920868236416200e-01,3.161806373914187018e-03
1.544231675511339219e+00,1.394557012907373661e+00,4.778913349466527016e+00,3.004476454800621144e-02,4.705696072636877079e-03
9.919734346469037956e-01,1.165130877365763151e+00,3.192422400779412861e+00,3.240592536201106544e+00,4.257429413552762422e-03
7.631146249776216139e-01,5.050477307659855253e-01,4.767780393689827534e+00,6.228275213005945998e-01,6.336765980004064724e-04
1.512197974950918233e+00,1.250201880925590370e+00,2.567584246306934492e+00,2.365636810657559153e+00,6.468589201360867499e-03
1.044232926294404118e+00,9.478600197991162712e-01,1.917927766424329494e+00,4.425229616048265702e-01,1.688953295544084413e-03
9.948437487409037550e-01,8.247019328124852722e-01,1.316316534053744158e+00,3.344209004002272501e+00,1.204250059239121012e-03
1.915516647843781728e+00,1.012022872799566375e+00,1.855284364844539180e+00,3.448777058171993426e-01,4.004300193908526956e-03
7.989475110192292284e-01,1.689261042927654000e+00,1.720470866718009528e+00,3.735278041081830369e-01,3.429292613397191998e-03
1.268260486756602523e+00,1.395053179993034576e+00,5.629224593875883365e+00,1.298350369389035697e+00,3.120947019719663186e-03
5.360198010070238439e-01,9.712394841983765792e-01,3.964900523670196186e+00,5.807845848566077773e-01,4.886632610403486999e-04
7.450521367054342425e-01,1.754802928910746962e+00,5.631776887791313690e+00,5.709767112431091363e+00,5.597366138466485126e-03
1.825128100450343016e+00,1.326733736706533273e+00,3.216061365215419077e-01,3.795654603405663075e+00,1.178876332476161111e-03
1.683871322379014490e+00,1.485651376368453791e+00,5.079875534253788238e+00,6.586922956471462642e-01,4.843424023796148899e-03
1.335253235080985368e+00,1.084613589466416617e+00,2.261173572989549907e-01,4.093579264341602908e+00,1.049383023731734763e-03
8.336800939870403493e-01,1.738153316056828990e+00,1.713235061371350287e+00,6.273697213640943460e+00,3.030107594334240009e-03
1.336621373931959678e+00,1.274000319078827825e+00,2.901049786393791852e+00,5.753780096485766826e+00,6.370957909025514159e-04
5.182197891704187764e-01,1.108886482647160499e+00,5.599551166205750441e+00,4.353829273048942738e+00,1.513391457858655068e-03
1.569490446406881068e+00,1.007822102154744881e+00,6.162900683602646756e-01,3.664933635519244337e+00,9.581984990485696704e-04
1.575126020845592167e+00,1.507188284391036248e+00,4.308513927529286747e+00,4.784230480987951672e+00,7.050121678113526608e-03
1.469067535349532161e+00,1.871542970915394566e+00,3.497398165088334565e+00,5.971831250509563205e+00,1.839077963986803736e-03
1.417008026412801769e+00,1.943329006572866113e+00,2.696860047920030645e+00,2.434571041502944677e+00,9.719180813122636070e-03
6.105746489368062413e-01,9.453170295810036095e-01,1.481552197447234320e+00,3.935278282913492909e+00,7.735372149022235432e-04
8.696089535764632839e-01,1.404979727584012128e+00,2.130648737034762430e+00,1.834755091923467196e+00,4.054649055191411784e-03
1.361567072146897761e+00,8.189329904937996396e-01,2.459435731032613592e+00,3.592957098913056591e+00,3.559387997894875900e-03
1.091280149043346359e+00,1.833520689917312207e+00,6.061129294668925915e+00,5.759451208521499943e+00,7.557470615209889268e-03
1.988034842872167474e+00,1.905690485386155153e+00,3.211943154012975032e-01,5.013640076418042213e+00,7.448458294340537869e-03
1.885618036062771896e+00,1.415994113476629845e+00,5.978574604185650010e+00,3.015743881398439186e+00,7.856307911791354966e-04
7.280118537838056181e-01,1.758288200022948500e+00,1.644364391426854644e+00,3.526068280379417441e+00,3.359866975226468138e-03
1.384940888974296014e+00,6.197703506848695199e-01,2.264841142331601997e-01,1.581620500868435863e+00,2.488347141303128181e-03
1.544322659155184851e+00,1.522122996739533551e+00,3.455245338373566177e+00,3.711598651234707114e-01,6.844604109261312463e-04
7.048151214513291851e-01,1.644026321109929301e+00,4.536828428468948182e+00,1.954200607161480363e+00,1.984115467955169677e-03
9.688934706517569051e-01,1.854885650995338198e+00,4.174674357998114260e+00,1.770702517400898346e+00,2.745885333877721469e-03
1.573876770388241475e+00,1.774029441849428235e+00,5.842686630299124495e+00,3.817697982593788897e+00,2.571816351392788337e-03
