c,p,I_signal,b,lambda,lambda_noisy
2.306287475292099387e+01,2.723867404065159481e-01,9.651467067207214257e+00,9.987600839958693522e-01,5.577502660776725296e-01,5.306374117033247906e-01
1.768051918215197915e+00,4.254898775228427299e-02,8.196025908826417350e+00,4.912680505533481679e+00,2.197865698168033344e-02,2.239568284195345843e-02
1.395757560029910493e+01,2.285943290520024707e-01,3.430080176602212649e+00,4.152726222635820363e+00,2.439153833168160590e-01,2.277407083215791661e-01
1.178378252623307354e+01,5.833616915402757563e-02,9.868286929631274518e+00,1.586042285481593650e+00,1.764517046050888827e-01,1.875480845975741051e-01
1.483514616348313453e+01,4.376796241131996473e-02,7.530296833725808270e+00,2.656886828721570559e+00,1.703211297550118186e-01,1.720021884462900608e-01
4.700999908386018333e+00,1.323339228967941039e-01,8.190319224099248174e+00,1.810605442931138009e+00,1.309138155999539088e-01,1.363978701218238887e-01
7.452699112441901086e+00,2.055338434762931654e-01,3.648230483626258902e+00,1.835831118398061346e+00,2.235519031650873845e-01,2.129006558770543955e-01
1.729949611289157119e+01,2.534064366991014561e-01,5.967258278582006525e+00,2.551242803049714958e+00,3.608105322519065128e-01,3.790948346318614992e-01
1.224530435402266448e+01,6.323716256931573299e-02,6.223327961962504595e+00,1.915982535999545711e+00,1.917655636758704707e-01,2.119662973473749323e-01
2.395802996211987690e+01,3.081147834843156810e-02,2.771735988953218932e+00,4.967024281025255839e+00,2.160909370732406187e-01,2.054432266469785051e-01
1.854896108904791774e+01,2.380211630620916174e-01,4.790329640990080406e+00,4.242343427543737722e-01,5.161444808893749236e-01,5.198726321080381352e-01
2.597673385882282915e+01,1.358541503074976176e-01,2.715919615888797711e+00,4.539658035759791765e+00,3.816845677866839148e-01,3.749515435027820365e-01
2.223846428244253204e+01,1.832613308588038614e-01,2.879491351548449707e+00,3.480958599311065438e+00,3.658406892608991323e-01,3.656049898922917873e-01
1.845287998499838622e+01,1.756762505949077680e-01,6.542566932459525475e+00,4.574136147883434589e+00,2.880148475082529580e-01,2.753584777160072994e-01
9.340852463683875229e+00,2.284844314404124999e-01,1.991382192434809628e-01,1.282153682551667284e+00,3.020667586510933367e-01,3.207382137968995406e-01
2.370005356985888767e+01,2.968781150973181515e-01,7.581902360968832966e+00,3.806456577039964539e+00,3.694685957794039965e-01,3.597768006685773123e-01
8.286759766961372620e+00,1.947793552509020920e-01,4.850400406814712184e+00,3.561876749621370131e+00,1.830446943539531524e-01,1.800838562039782098e-01
3.181122242617728357e+00,1.101982497120841259e-01,1.256509126971867563e+00,2.752806664411780346e+00,9.341445894307555398e-02,9.842928825418077732e-02
2.892307277485360828e+01,5.329205781572043943e-02,4.830119973975336656e+00,3.131047306324807433e+00,3.262687027115902527e-01,3.197930959274289942e-01
1.666032494779760498e+01,3.176076686787342174e-02,3.754371658067581219e+00,2.206408369871295516e+00,1.623892594078840124e-01,1.599961351105609886e-01
2.344293462894452773e+01,2.077746933463839596e-01,8.739739799613378324e+00,1.215426609969417093e+00,5.111141903935551012e-01,5.054777919292854360e-01
1.634746142128044255e+01,7.727597890501315681e-02,6.729341697396780120e+00,1.104244343050283517e+00,2.792475460199948523e-01,2.779129384716318985e-01
1.873581218078282262e+01,8.400274075948355179e-02,2.245828540733691980e+00,3.661774623244012927e-01,3.822244433383685802e-01,3.705190169873655570e-01
1.982875264978680940e+00,1.335607159085473450e-01,9.156609896586616060e+00,2.188272196585707707e+00,5.914625870340264879e-02,5.476637794737964499e-02
6.417016701260447320e+00,1.587519629620728900e-01,8.657761712665525522e+00,4.780023406615169002e+00,1.257093007456097367e-01,1.236403714984872920e-01
2.056599246760854527e+01,1.254282580269820424e-01,5.432907891386358656e+00,4.827194253646645450e+00,2.972279646393191643e-01,2.938907046012778079e-01
1.754637334062244847e+01,2.867556005712673106e-01,7.605258246825530311e-01,9.472511799041122282e-01,4.599034521883911264e-01,4.604703517373290866e-01
5.598095985614667036e+00,9.012924113634415701e-02,6.632202844242573114e+00,8.948318712328029445e-01,1.329782406638407299e-01,1.300472184702735068e-01
2.860884879305935868e+01,1.810035695263561006e-01,4.230433151250005963e+00,1.214012610382046997e+00,5.334229248087577480e-01,5.409550388931515519e-01
5.476255343874725234e+00,5.857382072666255345e-03,6.269789777956487953e+00,4.290792472766558063e-01,1.178636853221901384e-02,8.554409274360715368e-03
1.579879424242187547e+01,2.006778065647097167e-02,9.821214836006686433e-01,1.389907995028524912e+00,1.356304004328621471e-01,1.342639044699033002e-01
5.176083375558472532e+00,6.048511749915200936e-02,1.149585568197929453e+00,2.231828904804317837e+00,1.114205669292437917e-01,1.047727535692852679e-01
2.180378005708080735e+01,8.512151924738695086e-02,1.498859191673459490e+00,1.668923161649980003e+00,4.290477119075477574e-01,4.237825635063953711e-01
9.013077408759428977e+00,1.404306724781735349e-01,5.487250974414852323e+00,2.578300938313082824e-01,2.695496742012834512e-01,2.569047462930863501e-01
4.889885278531714619e+00,1.726880131768126769e-01,7.214705424161728331e+00,4.647122334946809374e+00,1.021522229561122597e-01,1.073400721648919004e-01
2.333628239444954122e+00,5.061041148847096605e-02,3.473129135986562588e+00,1.489664846986807234e+00,4.026363187207167987e-02,2.883845169554676013e-02
6.070230599031084751e+00,1.740162773770815852e-01,9.330190627397294545e-01,2.431570151447055128e+00,1.867670474364223065e-01,1.793084834545390638e-01
6.562162784983425645e+00,2.546508892912605765e-02,1.648457077397044168e+00,3.019465943067959124e+00,6.705735477962457280e-02,7.064980129973662260e-02
1.657219030758198386e+01,1.182901400869223046e-01,3.191403335091276272e+00,2.746731302686245435e+00,3.145158459210458668e-01,3.185415795804911743e-01
1.408012769897034566e+01,2.396310272209932757e-01,6.725655326886522900e+00,1.873163498155241857e+00,3.555031899058702649e-01,3.515020423958195583e-01
2.876153665035258200e+01,1.430226137115519491e-01,3.381848034093274613e+00,2.564629940898499605e-01,5.707033567489672166e-01,5.505106986440791994e-01
2.867038876913263223e+01,2.001544381751779178e-01,7.109353058974225092e+00,3.002315998205917325e+00,4.484271239198148740e-01,4.526322567927706375e-01
2.409983720358448167e+01,6.784769634744362843e-02,9.002837122455407126e+00,4.832267261206737885e+00,2.856565204410341785e-01,2.882521550299547708e-01
2.047604138544039643e+01,2.125498927441406560e-01,3.166016419045162067e+00,3.152823865294578365e+00,3.554931049242405217e-01,3.413692927695227697e-01
2.550566965548204479e+01,2.953070280456845942e-01,4.293250841425710895e+00,2.045730385022244135e+00,4.679866946487323820e-01,4.756899154766773274e-01
2.822380302591665213e+01,1.956337724761251229e-01,4.309590145592856913e+00,2.452893044850504189e+00,4.614992987183921258e-01,4.544883007140578801e-01
1.655914137723079715e+00,2.941752666980200215e-01,4.257063850149701345e+00,3.383049266922896869e+00,4.997244405220212238e-02,3.871056289066911876e-02
4.425051587374902340e+00,2.503284787615366880e-01,6.163182354034109522e+00,3.239850819706203033e+00,1.205040568706097770e-01,1.214613639802523404e-01
1.144765265582565128e+01,2.306958939787101259e-01,8.273534336756716456e+00,2.346050343507204428e+00,2.898104643578600093e-01,2.880257600438678733e-01
3.714018738235392192e+00,1.442790780923075278e-01,5.738578905619833748e+00,9.392077895246803143e-01,1.259842846216538415e-01,1.280105246315653145e-01
1.838620971854503949e+01,1.726488211782815085e-01,3.950066424624381067e+00,1.888897890507299948e+00,3.836512075774569652e-01,3.675937269942125551e-01
8.550562448095149648e+00,7.489546042595619790e-02,5.834709243243363375e+00,1.044224538581264738e+00,1.674014922023049357e-01,1.855237933650286664e-01
8.665852144837440818e+00,2.624935758417246690e-01,9.062347159237832628e+00,6.139401762871948831e-01,3.456236106278774423e-01,3.395970244824401685e-01
9.361511670788100759e+00,5.012992495138719924e-03,2.097662473304158226e+00,4.917424185500343548e+00,1.977183471710349319e-02,4.375241632139382705e-03
3.833754069947311383e+00,2.394227540012781041e-01,4.271073560967483473e+00,5.046048322082052895e-02,2.062820562745844299e-01,2.124704781602559378e-01
2.248738914390660781e+01,2.820718653553810906e-01,7.046218310092083215e+00,4.140937355218049731e+00,3.435182112909770935e-01,3.399701699899653207e-01
1.986950045838985446e+01,1.002202571204475756e-01,4.921521251732095870e+00,3.027335722618031522e+00,3.205426615304275417e-01,3.237912463881565950e-01
1.858873462859661174e+01,2.401851701014147134e-01,2.752518757932265192e-01,1.022240834100361262e+00,4.641000135885225975e-01,4.607039292822722176e-01
1.987321886055487541e+00,1.293540621385696199e-01,3.079296000820195278e+00,2.686513024955215378e+00,5.866988338354656857e-02,5.807247977874736844e-02
1.345446019452744757e+01,2.572267224471977975e-01,3.877407529126730701e+00,3.159547328975309544e+00,2.746342445683035982e-01,2.770919730056899399e-01
2.087090410709543775e+01,1.890772209639896839e-01,5.212481921240446070e+00,4.379928475824439893e+00,3.150573752495088864e-01,3.075908464096799300e-01
5.534052847204004699e+00,1.767409245085838770e-02,4.239928407421627909e+00,2.497483383547983049e+00,3.503377595627617247e-02,4.182117191487175201e-02
1.218407749506897453e+01,1.133235470331349637e-01,6.983978958889163202e+00,1.808854430595194351e+00,2.572859650200787218e-01,2.525869640292832674e-01
1.575190218628169880e+00,6.753642590142681923e-03,6.226230441826396955e+00,4.712700187568946042e+00,3.851873826311823235e-03,-4.844997615392900026e-03
3.373881915240019680e+00,2.250462796926882003e-01,6.790929418463625744e+00,1.848358465281815244e+00,1.243751202798081823e-01,1.251454444980332203e-01
7.277153819972562943e+00,2.613825099582566258e-01,1.849203699395288725e+00,2.144812947131027325e+00,2.200874383373476739e-01,2.245378511222581031e-01
1.302485467309621114e+01,2.988363961285910309e-01,9.271034903325459098e+00,3.790457389954860368e+00,2.617242155034513740e-01,2.594334220872649976e-01
1.443396105233401627e+01,1.583773599358481443e-01,5.974268224510702829e+00,3.204265251836276196e+00,2.782826192105253282e-01,2.696574213397296971e-01
2.665112441692527767e+01,1.179964802687952646e-01,2.771384812463690839e+00,4.544483017023166482e+00,3.894763773494269721e-01,3.956742330125133100e-01
1.018309482304638536e+01,1.578436310326780390e-01,9.017732450119678944e+00,3.661194178127802346e-01,3.098445890759061183e-01,2.922413011546783346e-01
1.622452412038549951e+00,1.336054680472408551e-01,6.374459442066219950e+00,8.921637817732358533e-01,5.795654949005488860e-02,4.764790812969955935e-02
2.496047705636378922e+01,8.864877143951770122e-02,9.550859402366086215e+00,1.537740421577551420e+00,3.897330341587311731e-01,3.901282630640650062e-01
2.793561125833610603e+00,2.731672868980082325e-01,4.802839589858210800e+00,4.401121298656177849e+00,6.332003901237726051e-02,4.970944502932658771e-02
3.696767787204622291e+00,1.188608743581590355e-01,7.013581701816792524e+00,1.694953771830249423e+00,1.025430983706469706e-01,1.028230410131386607e-01
2.893226978545231276e+01,2.688029920640206405e-01,4.416293304721401469e+00,1.158358150525750085e+00,5.700470581011560789e-01,5.694984269209714123e-01
2.284759712572239465e+01,1.703836527307268922e-01,3.076709285724224863e+00,2.871718040091346236e+00,3.958875430727626377e-01,4.048749409613442984e-01
1.079777188059839688e+01,2.542277248970618575e-01,7.020127743454757763e+00,1.719060697033447660e-01,4.226883610871832175e-01,4.135404575690502793e-01
4.833186406956675008e+00,2.000168665607194030e-01,2.507646468969642051e+00,4.850749803411526173e+00,1.030261279178843470e-01,9.676706268146792467e-02
1.221518662198398530e+01,1.413036074438976941e-01,5.064433114717799889e+00,1.319388724173481409e-01,3.390117616229019748e-01,3.423435784699119799e-01
1.083665189062503309e+01,2.151772837310138853e-01,5.286465945944299527e+00,2.209477907886678860e+00,2.755245427290604066e-01,2.509489068270023271e-01
2.635879484183172039e+01,2.179140167226228941e-01,5.279474984109915781e+00,6.373819841115435647e-01,5.770279877144008918e-01,6.080284107035467400e-01
1.314383750210716073e+01,2.609431345428299132e-01,2.011003465406106194e+00,4.804482118619231912e+00,2.104112107183084834e-01,2.034247034136907883e-01
3.379305174453039129e+00,1.387801969508340727e-01,8.775196147858974172e+00,3.666984349059962511e+00,8.117163914023035887e-02,7.387328861297477733e-02
2.787735086839899878e+01,1.593569581671732405e-01,6.030266053501282641e+00,1.770472409295935190e+00,4.861111808905003162e-01,4.947224559995374582e-01
1.904708754774254231e+01,2.295071436111852659e-01,4.441326468195869737e+00,1.798207336231908426e+00,4.143016423209294197e-01,4.139033239065725844e-01
4.384585846649064145e+00,1.549149874930785264e-01,7.570746070877056866e+00,3.835420133178640612e+00,1.022947789156413295e-01,8.450049272860542249e-02
4.282050641346247133e+00,1.864879487395327828e-01,2.783727739835065940e+00,2.614342844094004192e+00,1.291251566620014168e-01,1.353944304629275397e-01
1.451206399376366463e+01,7.140143647194110987e-02,6.562755392008736699e+00,7.329555546390514875e-01,2.497413618843492555e-01,2.582951402243413574e-01
3.670580004984369094e+00,2.928535825741355181e-01,3.764633538571018345e+00,3.802573825630276794e+00,9.076888244059222455e-02,8.626941970583280883e-02
1.932081357387999532e+01,1.911555784310933481e-01,4.202318090915230897e+00,7.361310263324738479e-01,4.679133990856189085e-01,4.650973955026986850e-01
1.887512994175239811e+01,1.955136636533711392e-01,3.577042162842122508e+00,1.746250292345094657e+00,4.051703811109428899e-01,4.100302270835368135e-01
1.930359109926457428e+00,2.238115980936898897e-01,5.342691398224780563e+00,2.957163661737543414e+00,6.214491155302963310e-02,5.305710905388513754e-02
2.441526065019754199e+01,2.365276878669758109e-01,7.157462628785387970e+00,3.637569761784034572e+00,3.837776122311815086e-01,3.881614978732506049e-01
2.381704806724545875e+01,2.967407379966084321e-02,2.769671890918398383e+00,1.831863846007292240e-01,2.302626695053365258e-01,2.322556546097815089e-01
2.754393978984394664e+01,1.116476563035202763e-01,4.448613590082024061e+00,2.245286329912028478e+00,4.339988568738234465e-01,4.272495307160642519e-01
2.043889275541583572e+01,1.799934174518094121e-01,5.822352229336508422e+00,2.297026840387068614e+00,3.928866342237883891e-01,3.789656154856699266e-01
2.109300473772147555e+01,2.982637915912964566e-01,3.321787291918150142e+00,9.380990550011897300e-01,5.182006306230066972e-01,5.159445723153958108e-01
5.748507979141868951e+00,1.554254304909610807e-01,2.451276432430117502e+00,1.442958002717054100e-01,2.171191699286421639e-01,2.083649473460404689e-01
1.692775605385539617e+00,1.753639709321962907e-03,9.746969353962654736e+00,4.346477687206165008e+00,1.077349139402212445e-03,1.109145139620385488e-02
2.901331420134177996e+00,2.910893589898377321e-01,6.288090579296824245e+00,3.639762741165077031e+00,7.705551982905536890e-02,7.849637351405459873e-02
2.896937886465036271e+01,1.655054362851860750e-01,7.900396307825868547e+00,2.703221310222345686e+00,4.610096316022302965e-01,4.688304768278292456e-01
1.972591960122937138e+01,2.043973524602440625e-02,1.707579110902255337e+00,3.816386571499835512e+00,1.518770112670245753e-01,1.532232306204691641e-01
2.846029332830881486e+01,1.041234121806829394e-01,5.555471855049772145e+00,2.512435428304909735e+00,4.219950348922376082e-01,4.246240460630879010e-01
1.113214640729077232e+01,2.876870299894267458e-01,1.926923965252025361e+00,4.401832030148416841e+00,1.929771698027172577e-01,1.851471806304134660e-01
2.290142572318100633e+01,1.000364170520694068e-01,5.346827418077237049e+00,3.082992825217756749e+00,3.495982233515721460e-01,3.562786976172935827e-01
2.896569995488336602e+00,1.671208656543432258e-01,5.154731461670014170e+00,1.351988768134874785e+00,1.050712344661717534e-01,1.229182172092419950e-01
5.819949802196163979e+00,9.876508473007500344e-02,2.278926655548732860e+00,1.043658816612484497e+00,1.592626360809019370e-01,1.561657605257265324e-01
