t,Q,I,phi,dQ_dt,dQ_dt_noisy
1.116223244648929747e+00,8.047561272525359799e-01,-2.800766943074719961e+00,1.562641054574951394e+00,-3.134110601439822119e+00,-3.097061910580863220e+00
1.122224444888977768e+00,7.859522745768290353e-01,-2.804474191721620269e+00,1.581492980474859422e+00,-3.132529139053682243e+00,-3.146650501417266987e+00
1.128225645129025789e+00,7.671589580958260157e-01,-2.807963011250389940e+00,1.600348884708556296e+00,-3.130600209971618586e+00,-3.101730413287798971e+00
1.134226845369073811e+00,7.483782647957054612e-01,-2.811232234092289950e+00,1.619205147599269923e+00,-3.128322459807610478e+00,-3.229936425133280498e+00
1.140228045609121832e+00,7.296122886248218586e-01,-2.814280717404768595e+00,1.638058128123133228e+00,-3.125694764652311441e+00,-3.110201530281468507e+00
1.146229245849169853e+00,7.108631304937065298e-01,-2.817107343071461489e+00,1.656904163909185490e+00,-3.122716240105876118e+00,-3.079395887155782940e+00
1.152230446089217875e+00,6.921328982750671877e-01,-2.819711017702192901e+00,1.675739571239372117e+00,-3.119386249838627556e+00,-3.128333875392423913e+00
1.158231646329265674e+00,6.734237064627102143e-01,-2.822090673237738212e+00,1.694560645360288387e+00,-3.115704414092836938e+00,-3.151215123658214878e+00
1.164232846569313695e+00,6.547376629085825961e-01,-2.824245291740594244e+00,1.713363672011162464e+00,-3.111670637397606409e+00,-3.083378964728928029e+00
1.170234046809361717e+00,6.360768825045850505e-01,-2.826173883362577577e+00,1.732144913913126416e+00,-3.107285097390692030e+00,-3.009354361009918488e+00
1.176235247049409738e+00,6.174434797777220707e-01,-2.827875496335491068e+00,1.750900619047089934e+00,-3.102548258102525214e+00,-3.092304811393189912e+00
1.182236447289457759e+00,5.988395609355945393e-01,-2.829349230442054886e+00,1.769627028224179055e+00,-3.097460885342744774e+00,-3.153494768501007517e+00
1.188237647529505780e+00,5.802672238663998394e-01,-2.830594237015908732e+00,1.788320375085735936e+00,-3.092024050233579402e+00,-3.019733810837606836e+00
1.194238847769553802e+00,5.617285581389318549e-01,-2.831609718941608733e+00,1.806976886103319746e+00,-3.086239131748720332e+00,-3.180166505768138752e+00
1.200240048009601823e+00,5.432256450025807482e-01,-2.832394930654630549e+00,1.825592780578706220e+00,-3.080107818199113723e+00,-3.054947575432525042e+00
1.206241248249649844e+00,5.247605573873331819e-01,-2.832949178141366264e+00,1.844164270643886994e+00,-3.073632107613175179e+00,-3.102729840071202005e+00
1.212242448489697866e+00,5.063353598823800983e-01,-2.833271818971338174e+00,1.862687561284572357e+00,-3.066814306989786854e+00,-3.020284385435331398e+00
1.218243648729745887e+00,4.879520962425206165e-01,-2.833362282137374955e+00,1.881158863295769867e+00,-3.059657045210923521e+00,-3.102130763602074737e+00
1.224244848969793908e+00,4.696127953681596412e-01,-2.833220061728734862e+00,1.899574384717598541e+00,-3.052163265544407089e+00,-2.985970875251768408e+00
1.230246049209841930e+00,4.513194718744342193e-01,-2.832844713067483866e+00,1.917930332478721134e+00,-3.044336217405784417e+00,-3.029322562884761538e+00
1.236247249449889951e+00,4.330741154778523505e-01,-2.832235867815324770e+00,1.936222924713012494e+00,-3.036179461220775089e+00,-3.122521492792763809e+00
1.242248449689937972e+00,4.148786909962933200e-01,-2.831393233973596324e+00,1.954448390759559118e+00,-3.027696861051789146e+00,-3.126387512462028173e+00
1.248249649929985994e+00,3.967351383490073657e-01,-2.830316595883273667e+00,1.972602971162658259e+00,-3.018892576036415143e+00,-3.034697351669663146e+00
1.254250850170034015e+00,3.786453725566159001e-01,-2.829005814224968773e+00,1.990682917671819485e+00,-3.009771050666671055e+00,-2.945060469246141288e+00
1.260252050410082036e+00,3.606112837411113992e-01,-2.827460826018929119e+00,2.008684493241763125e+00,-3.000337003948469583e+00,-2.993985502186300440e+00
1.266253250650129836e+00,3.426347368121208103e-01,-2.825681644961791861e+00,2.026603972530314657e+00,-2.990595417688186597e+00,-2.987239382562996592e+00
1.272254450890177857e+00,3.247175601322555560e-01,-2.823668375211191073e+00,2.044437658342634467e+00,-2.980551532239656520e+00,-2.992346723923039686e+00
1.278255651130225878e+00,3.068615526124684467e-01,-2.821421206370493540e+00,2.062181867882409758e+00,-2.970210830574887773e+00,-2.933315822078487400e+00
1.284256851370273900e+00,2.890684805888918407e-01,-2.818940412931031148e+00,2.079832941425889814e+00,-2.959579021487261929e+00,-2.940712681652517535e+00
1.290258051610321921e+00,2.713400730257279347e-01,-2.816226358684122744e+00,2.097387250636534972e+00,-2.948662026146839477e+00,-2.934644732464725791e+00
1.296259251850369942e+00,2.536780215152492080e-01,-2.813279496721073247e+00,2.114841198565018843e+00,-2.937465961724133656e+00,-2.986702108792028909e+00
1.302260452090417964e+00,2.360839802777977836e-01,-2.810100369433174539e+00,2.132191219649225644e+00,-2.925997124486604317e+00,-2.866604459068755162e+00
1.308261652330465985e+00,2.185595661617860397e-01,-2.806689608511705902e+00,2.149433779714252868e+00,-2.914261972476696272e+00,-2.846107951840426864e+00
1.314262852570514006e+00,2.011063586436963868e-01,-2.803047934947933140e+00,2.166565375972410390e+00,-2.902267107883772290e+00,-2.967334783895021477e+00
1.320264052810562028e+00,1.837258982414273489e-01,-2.799176158702055162e+00,2.183582542106280222e+00,-2.890019258126410584e+00,-2.774944501484162718e+00
1.326265253050610049e+00,1.664196814827641480e-01,-2.795075182165664973e+00,2.200481859438878196e+00,-2.877525258949149567e+00,-2.841399929461474905e+00
1.332266453290658070e+00,1.491891653204349411e-01,-2.790746000156081319e+00,2.217259943762288188e+00,-2.864792038637656191e+00,-2.889192338456729736e+00
1.338267653530706092e+00,1.320357645209667141e-01,-2.786189693853139193e+00,2.233913459726973194e+00,-2.851826592967507512e+00,-2.947044388274683957e+00
1.344268853770754113e+00,1.149608514088796551e-01,-2.781407430572430339e+00,2.250439121850856594e+00,-2.838635967393521753e+00,-2.805793646492007465e+00
1.350270054010802134e+00,9.796575586668736235e-02,-2.776400463765306803e+00,2.266833694519319931e+00,-2.825227239982150973e+00,-2.797351671312184873e+00
1.356271254250850156e+00,8.105176533489671931e-02,-2.771170133018877380e+00,2.283093991985202464e+00,-2.811607504839184202e+00,-2.841389096055690455e+00
1.362272454490898177e+00,6.422012481200795042e-02,-2.765717864056010722e+00,2.299216878368803396e+00,-2.797783856128348567e+00,-2.887311519477569810e+00
1.368273654730946198e+00,4.747203697012061796e-02,-2.760045166469249800e+00,2.315199270243868401e+00,-2.783763370560763395e+00,-2.727539532666554134e+00
1.374274854970993998e+00,3.080866194392599747e-02,-2.754153626575053249e+00,2.331038146830512137e+00,-2.769553085601714759e+00,-2.798969033256399008e+00
1.380276055211042019e+00,1.423111735795196814e-02,-2.748044912140484630e+00,2.346730543299722083e+00,-2.755159990499572498e+00,-2.778747244261555949e+00
1.386277255451090040e+00,-2.259520318144164763e-03,-2.741720763978890307e+00,2.362273556834127319e+00,-2.740591005742452069e+00,-2.598308752016975642e+00
1.392278455691138062e+00,-1.866221569687684378e-02,-2.735182995225998948e+00,2.377664347320706195e+00,-2.725852970500779016e+00,-2.619454360653290070e+00
1.398279655931186083e+00,-3.497597447293181172e-02,-2.728433491339921524e+00,2.392900137350785439e+00,-2.710952631743522634e+00,-2.663265795168867633e+00
1.404280856171234104e+00,-5.119984297873789170e-02,-2.721474208311319476e+00,2.407978213097653253e+00,-2.695896632806446647e+00,-2.718667683999737239e+00
1.410282056411282126e+00,-6.733290658910534576e-02,-2.714307165655107212e+00,2.422895928625533823e+00,-2.680691498357093749e+00,-2.648218434658172082e+00
1.416283256651330147e+00,-8.337429029230160327e-02,-2.706934448714740427e+00,2.437650704707727378e+00,-2.665343628643576324e+00,-2.779417117507968715e+00
1.422284456891378168e+00,-9.932315606549896314e-02,-2.699358198964517896e+00,2.452240032242341883e+00,-2.649859284387301006e+00,-2.644532649308424688e+00
1.428285657131426190e+00,-1.151787026312117435e-01,-2.691580613073045303e+00,2.466661472644002373e+00,-2.634244580294299531e+00,-2.672235494383415233e+00
1.434286857371474211e+00,-1.309401654572961149e-01,-2.683603942903233008e+00,2.480912657843850511e+00,-2.618505480419773157e+00,-2.682785737603006204e+00
1.440288057611522232e+00,-1.466068159767776324e-01,-2.675430493028188916e+00,2.494991290867631495e+00,-2.602647792451203035e+00,-2.681788015663096658e+00
1.446289257851570254e+00,-1.621779591103205964e-01,-2.667062612677298272e+00,2.508895148577841905e+00,-2.586677158233806395e+00,-2.560420078340050587e+00
1.452290458091618275e+00,-1.776529352226391967e-01,-2.658502702016812602e+00,2.522622080488793994e+00,-2.570599057407507715e+00,-2.566134038741837209e+00
1.458291658331666296e+00,-1.930311153837731553e-01,-2.649753197354363543e+00,2.536170011097386379e+00,-2.554418794145179028e+00,-2.546432610945171593e+00
1.464292858571714318e+00,-2.083119008967356245e-01,-2.640816569649668377e+00,2.549536940167153265e+00,-2.538141495955486437e+00,-2.496022693192657016e+00
1.470294058811762339e+00,-2.234947232975131315e-01,-2.631695324514530032e+00,2.562720942728265783e+00,-2.521772114567914613e+00,-2.564076303001182833e+00
1.476295259051810360e+00,-2.385790443550656614e-01,-2.622392002212836637e+00,2.575720169077531985e+00,-2.505315427595439459e+00,-2.567094650318884952e+00
1.482296459291858159e+00,-2.535643553267598604e-01,-2.612909175576075160e+00,2.588532844851201276e+00,-2.488776039189445566e+00,-2.577594308435357640e+00
1.488297659531906181e+00,-2.684501719086549998e-01,-2.603249435945507173e+00,2.601157272404865495e+00,-2.472158371384983511e+00,-2.488918200081318144e+00
1.494298859771954202e+00,-2.832360394414712990e-01,-2.593415407889855473e+00,2.613591831001845112e+00,-2.455466679991622492e+00,-2.417458869563998469e+00
1.500300060012002223e+00,-2.979215268624498814e-01,-2.583409732226398248e+00,2.625834976014327804e+00,-2.438705044617640816e+00,-2.446176220881443264e+00
1.506301260252050245e+00,-3.125062253589983019e-01,-2.573235062243944160e+00,2.637885238920055109e+00,-2.421877370128440621e+00,-2.389820960610853806e+00
1.512302460492098266e+00,-3.269897483686907691e-01,-2.562894063702829683e+00,2.649741227302320645e+00,-2.404987391688858445e+00,-2.464040077369099357e+00
1.518303660732146287e+00,-3.413717315792682006e-01,-2.552389414834922210e+00,2.661401624849970116e+00,-2.388038680196470587e+00,-2.411494746790056265e+00
1.524304860972194309e+00,-3.556518329286378899e-01,-2.541723806343616943e+00,2.672865191357403081e+00,-2.371034648054689775e+00,-2.409331482123756807e+00
1.530306061212242330e+00,-3.698297323609345266e-01,-2.530899940784252067e+00,2.684130762587631391e+00,-2.353978554722901961e+00,-2.416397445234686803e+00
1.536307261452290351e+00,-3.839051251204124160e-01,-2.519920515734345834e+00,2.695197247418404274e+00,-2.336873499089720418e+00,-2.243899822226675056e+00
1.542308461692338373e+00,-3.978777278076400803e-01,-2.508788239592899316e+00,2.706063632837577337e+00,-2.319722439021461469e+00,-2.277115400408071366e+00
1.548309661932386394e+00,-4.117472747060618721e-01,-2.497505821918124980e+00,2.716728980035428176e+00,-2.302528189883960241e+00,-2.340618217497817177e+00
1.554310862172434415e+00,-4.255135146026903237e-01,-2.486075965280762468e+00,2.727192422265989791e+00,-2.285293424381249494e+00,-2.323594284790738040e+00
1.560312062412482437e+00,-4.391762107881063693e-01,-2.474501365264080821e+00,2.737453164847049703e+00,-2.268020679201843137e+00,-2.270880521892102433e+00
1.566313262652530458e+00,-4.527351410564592893e-01,-2.462784710463877591e+00,2.747510485160149063e+00,-2.250712361695423880e+00,-2.322815056833852587e+00
1.572314462892578479e+00,-4.661900977054665440e-01,-2.450928682488478394e+00,2.757363732650583987e+00,-2.233370756547542690e+00,-2.211579398253320949e+00
1.578315663132626501e+00,-4.795408875364139956e-01,-2.438935955958737356e+00,2.767012328827405110e+00,-2.215998032422471287e+00,-2.280709971180635343e+00
1.584316863372674522e+00,-4.927873318541558523e-01,-2.426809198508037557e+00,2.776455767263417584e+00,-2.198596248546891729e+00,-2.217117897290437067e+00
1.590318063612722543e+00,-5.059292627753579907e-01,-2.414551062529071146e+00,2.785693608293660528e+00,-2.181167354400136649e+00,-2.232408485606534931e+00
1.596319263852770343e+00,-5.189665214162764162e-01,-2.402164181728441594e+00,2.794725479676639868e+00,-2.163713193274050539e+00,-2.187705607760792148e+00
1.602320464092818364e+00,-5.318989639772673250e-01,-2.389651184659334682e+00,2.803551084436946894e+00,-2.146235519620038446e+00,-2.212793378648287845e+00
1.608321664332866385e+00,-5.447264552512504077e-01,-2.377014679781889850e+00,2.812170188988777575e+00,-2.128735992692916579e+00,-2.207377094044233434e+00
1.614322864572914407e+00,-5.574488684908909253e-01,-2.364257255161756888e+00,2.820582622919192151e+00,-2.111216182123815788e+00,-2.159523226010158670e+00
1.620324064812962428e+00,-5.700660854085989326e-01,-2.351381478470095931e+00,2.828788278988117799e+00,-2.093677573571743444e+00,-2.127678066455243489e+00
1.626325265053010449e+00,-5.825779961765293891e-01,-2.338389896983578353e+00,2.836787113128345972e+00,-2.076121574194726982e+00,-2.090866045679858232e+00
1.632326465293058471e+00,-5.949844994265823805e-01,-2.325285037584384984e+00,2.844579144445532837e+00,-2.058549517932146244e+00,-2.055100336325103694e+00
1.638327665533106492e+00,-6.072855022504025646e-01,-2.312069406760207446e+00,2.852164455218200612e+00,-2.040962670591592421e+00,-1.964617865099272720e+00
1.644328865773154513e+00,-6.194809201993799475e-01,-2.298745490604248598e+00,2.859543190897737119e+00,-2.023362234735159415e+00,-1.982749643207063484e+00
1.650330066013202535e+00,-6.315706772846492179e-01,-2.285315754815220757e+00,2.866715560108394456e+00,-2.005749354361557657e+00,-2.018394314445878912e+00
1.656331266253250556e+00,-6.435547018519042206e-01,-2.271782637809927508e+00,2.873681821124182356e+00,-1.988125113893136398e+00,-1.951829197156290219e+00
1.662332466493298577e+00,-6.554329276525546755e-01,-2.258148552779924767e+00,2.880442291700429092e+00,-1.970490544048187243e+00,-2.004935407275229675e+00
1.668333666733346599e+00,-6.672052971287306677e-01,-2.244415893057577716e+00,2.886997356325028186e+00,-1.952846630116383597e+00,-1.880422060785536420e+00
1.674334866973394620e+00,-6.788717575675475846e-01,-2.230587025558198544e+00,2.893347450132443210e+00,-1.935194310515648830e+00,-1.907720462393603267e+00
1.680336067213442641e+00,-6.904322611002228216e-01,-2.216664290778553426e+00,2.899493058900428188e+00,-1.917534480364455618e+00,-1.985326447098032965e+00
1.686337267453490663e+00,-7.018867647020758938e-01,-2.202650002796864293e+00,2.905434719050031145e+00,-1.899867994856736964e+00,-1.862098718683052878e+00
1.692338467693538684e+00,-7.132352301925284355e-01,-2.188546449272809724e+00,2.911173017645590111e+00,-1.882195672441950407e+00,-1.841391054811061245e+00
1.698339667933586705e+00,-7.244776242351038675e-01,-2.174355891447522726e+00,2.916708592394736677e+00,-1.864518297814598435e+00,-1.998798062297220124e+00
1.704340868173634505e+00,-7.356139183374273971e-01,-2.160080564143592952e+00,2.922042131648393770e+00,-1.846836624718003916e+00,-1.884241372430560446e+00
1.710342068413682526e+00,-7.466440888512275720e-01,-2.145722675765063148e+00,2.927174374400776546e+00,-1.829151378567538622e+00,-1.852842504548461777e+00
1.716343268653730547e+00,-7.575681169723333941e-01,-2.131284408297434485e+00,2.932106110289392387e+00,-1.811463258898868389e+00,-1.907888871488879756e+00
1.722344468893778568e+00,-7.683859887406768729e-01,-2.116767917307662117e+00,2.936838179595040899e+00,-1.793772941647016061e+00,-1.847131816262647108e+00
1.728345669133826590e+00,-7.790976935115403457e-01,-2.102175331811847236e+00,2.941371461339409965e+00,-1.776081081569239162e+00,-1.823498990978881240e+00
1.734346869373874611e+00,-7.897032226807098043e-01,-2.087508753350252544e+00,2.945706870477158290e+00,-1.758388313609975828e+00,-1.733033523341688698e+00
1.740348069613922632e+00,-8.002025730584328977e-01,-2.072770256503750907e+00,2.949845381342773187e+00,-1.740695254228929789e+00,-1.725672095342404067e+00
1.746349269853970654e+00,-8.105957448615479510e-01,-2.057961889366414887e+00,2.953788005947770579e+00,-1.723002504104698129e+00,-1.591693812673768305e+00
1.752350470094018675e+00,-8.208827416617198169e-01,-2.043085673547885506e+00,2.957535793514871170e+00,-1.705310649652499233e+00,-1.725023619821705045e+00
1.758351670334066696e+00,-8.310635703854392098e-01,-2.028143604173371806e+00,2.961089830477998230e+00,-1.687620264394324332e+00,-1.629958714702267830e+00
