m1,m2,I,R,a2
1.124143822245728286e+00,3.335627463850207031e-01,6.359679763999159970e-03,9.189033607502562762e-02,-2.121038769160870530e+00
7.984619275275222083e-01,6.764510503317613388e-01,4.767503339676022744e-03,1.133819494635944503e-01,-8.063225000520489461e-02
8.597108187078853492e-01,2.926953508495501177e-01,7.658025262168795082e-03,1.194634562844284625e-01,-2.132615810185365390e+00
1.226565452197831529e+00,1.263376470993466949e+00,3.177165519437377683e-03,9.663109716919247860e-02,6.672793051697027732e-04
3.205691181803949630e-01,1.473039999216768869e+00,1.864167173046029670e-03,4.310367818095513226e-02,1.545851573119498834e+00
9.523860543205533435e-01,1.083466412051487637e+00,8.428055815629199865e-03,1.140043709152803730e-01,3.657505804374412695e-02
4.564054314846291427e-01,6.958935477542473880e-01,2.624336485261884178e-03,1.195735471845304071e-01,8.164705765182441732e-01
1.250577777357638531e+00,1.166020828578708368e+00,2.124524264982800923e-03,9.693544556148014912e-02,-1.007271580346223369e-02
8.354998469680379181e-01,1.495988788112516898e+00,3.443492804893699254e-03,3.114792201122735735e-02,2.444652695910185664e-02
1.485303933378165686e+00,8.131396284179904788e-01,1.464975216661079356e-03,1.129053838155314321e-01,-1.813321275934876686e+00
4.378263220784343601e-01,3.248372180256224873e-01,8.768798359014749744e-03,1.137713147793549262e-01,-8.866434939443548768e-02
1.451924882161547581e+00,9.695933853873160979e-01,4.757146737683460615e-03,4.088473817749641026e-02,-2.428803333902598491e-02
1.241192147591191786e+00,1.312972213117145071e+00,1.707778129251923040e-03,1.075584037104257290e-01,7.552853353037685888e-03
8.256386455478491593e-01,1.099523204136120702e+00,5.022516033024599855e-03,1.182452273787504421e-01,4.010768928764406605e-01
1.257594283433526083e+00,1.231473860861087344e+00,4.273321005290218848e-03,5.095173695600970637e-02,-1.502390993326557001e-05
9.837035768134513303e-01,8.120240658286312918e-01,4.667891887199205996e-03,6.023182906184784691e-02,-1.303658811469046025e-02
1.051657383188794315e+00,1.207065042927267795e+00,2.246058061362897018e-04,1.176972220422852350e-01,1.261972086216575084e-01
1.387797991519605700e+00,1.006667995726630460e+00,3.376998355925732442e-03,4.089616057232111496e-02,-2.227306785135611464e-02
2.848515413346788261e-01,4.280940259725771746e-01,8.415173342149901911e-03,7.510688404632155646e-02,2.178329570470371318e-02
1.285484665145920857e+00,1.281593008668425737e+00,5.628100952676401772e-03,4.968814197269708771e-02,-2.714563364780730322e-08
6.963592139561104455e-01,6.488933423936767975e-01,7.636426315736019772e-03,9.160225692458785762e-02,-1.592254793763019267e-03
6.232093009309157550e-01,1.077048159400039395e+00,5.120770606311049293e-03,5.422581291112150287e-02,1.163742547047391662e-01
1.492234802572979691e+00,7.577243614247871628e-01,1.882864881870269886e-03,1.091446223740506205e-01,-2.018944735882371777e+00
1.215547652699291659e+00,1.396524614828597244e+00,1.141577762371548226e-03,8.627867655409823811e-02,6.588550179596744383e-02
8.311956804134641441e-01,6.877716502718107527e-01,2.426333340484082470e-03,1.037670969271674154e-01,-1.332734742429659835e-01
7.494169153522156623e-01,3.902843369257803507e-01,7.510896632574493199e-03,8.206362839360974160e-02,-3.542116141848927757e-01
1.340787577633334893e+00,6.965971400724380036e-01,4.710466840674595000e-03,7.742198636180161464e-02,-9.034226271752665571e-01
3.128593338793623779e-01,4.360506315608418393e-01,2.687695500262370953e-03,5.272133731344800373e-02,1.576434209493585495e-02
1.120944383988025761e+00,1.330134111522264240e+00,2.248089202721589505e-03,8.032116446730332149e-02,7.580977287419798927e-02
1.225901010816689896e+00,7.550718231797250990e-01,8.536155976211939542e-03,5.805812672413599579e-02,-6.612240488235109070e-02
1.238955293630949361e+00,8.513518775001426286e-01,6.890842475134772993e-03,1.005441110416700062e-01,-4.410109685514098654e-01
6.189727421617813308e-01,1.265928373797009732e+00,2.476337480631837502e-04,7.092028171596691244e-02,1.859753952534854538e+00
1.235630937569871080e+00,1.360686430230001243e+00,9.707441521388268310e-03,8.170903329699054363e-02,4.660393365610706294e-03
4.929269744383646956e-01,1.077327290003918137e+00,7.819318907093329718e-03,3.164664884125368421e-02,3.490639311258687469e-03
6.710003356299398813e-01,9.543729237129583431e-01,8.128519697816477194e-03,8.697974251964599168e-02,1.527771010734413626e-01
7.426825458656938217e-01,1.038759625718445934e+00,1.114064294645408446e-03,8.419878706015260228e-02,4.745034417996589760e-01
9.038329787192139753e-01,1.265417540041068989e+00,6.581651087087140445e-03,4.485746691137146303e-02,1.054697222928727487e-02
3.463977652027243614e-01,6.512150364984727879e-01,3.877867547936502280e-03,6.737116307004237248e-02,2.845499050731959412e-01
7.290321408310980189e-01,1.294865943468540559e+00,4.422172104826135874e-03,1.062209531621800540e-01,1.288501135966951816e+00
2.003908971389997962e-01,1.488501407253899567e+00,4.237129434670660645e-03,9.348844697647956670e-02,4.377514044546082062e+00
1.167694944251618905e+00,7.054432861124881882e-01,4.348011535522770810e-03,3.498982037029273878e-02,-1.270134142147689819e-02
1.307438685904534159e+00,1.236827075164995904e+00,6.688986360212681144e-04,3.317516531415649200e-02,-3.670839792371404127e-04
3.806111828562568355e-01,1.270749710240960173e+00,1.292548278194560621e-03,3.003388647072718909e-02,3.661974073501191862e-01
1.114921500046837100e+00,8.100758826507992172e-01,8.650814676974634063e-03,8.576305432137348861e-02,-1.309519653736558042e-01
1.267434014913030316e+00,1.233149290650695562e+00,6.765939069360537824e-04,4.019737349098190943e-02,-8.285187336077195054e-05
1.476376819733332013e+00,2.714757376882058204e-01,6.901956139691042477e-03,1.070163516593590769e-01,-3.779689188422367341e+00
1.296927731079344781e+00,3.299033050599854966e-01,9.168635904555844790e-03,1.105578353794659380e-01,-2.798524088790397713e+00
7.513384310772167618e-01,2.473401528911329250e-01,6.089364270347780508e-03,6.784119968550507418e-02,-5.376976181775618979e-01
1.473595321062553420e+00,1.317377025275348057e+00,3.693105179984788704e-03,8.666984655209877819e-02,-2.427306144108085095e-02
1.466179726308061815e+00,7.141890016685730203e-01,1.533046643282822124e-03,4.310118073871409966e-02,-5.462845618286612526e-01
8.547800729607526460e-01,1.154129964205504066e+00,8.214271503432228616e-03,6.448493315892002420e-02,3.343637223794435065e-02
1.179480500159076906e+00,5.846466984960715374e-01,4.368854396107162835e-03,1.097538966309685587e-01,-1.698713492478614473e+00
1.387988967975111843e+00,1.313382274773380987e+00,5.401331890508394122e-03,7.609161976419921702e-02,-1.371434822534930509e-03
8.189911935593789938e-01,5.982890983174343758e-01,5.177648582220824476e-03,5.229450316310493840e-02,-1.405769757300262025e-02
1.322922113426210355e+00,1.095585922038133653e+00,8.842478552207990242e-03,8.440199412184962169e-02,-3.855280513165684764e-02
1.112039135880434682e+00,1.379145458607246688e+00,7.321795845088623078e-03,5.628923783919177054e-02,1.111942602987663585e-02
5.821015327669248896e-01,7.413789842679351372e-01,6.068112360460565548e-03,7.630175139467204604e-02,3.293913898607020441e-02
1.197947950978515808e+00,1.302108968608481243e+00,9.634436731574462162e-03,1.196206563138101642e-01,1.382869900728859146e-02
9.418902216173489217e-01,1.107026056311302797e+00,7.829718589424095737e-03,1.174395745547954506e-01,8.004966281979884746e-02
3.219986994632981214e-01,3.356127931772597828e-01,3.436044172575142622e-03,5.430813335651455548e-02,1.807597882995697739e-05
7.087945541960635198e-01,7.355955775232728699e-01,4.417672611791239289e-03,1.112805627464098363e-01,1.042842085350995139e-03
2.958633174171477198e-01,1.242122638989934025e+00,5.503355066549152179e-03,3.302507593224082022e-02,4.741345942172899702e-02
8.190170521820943073e-01,1.438727534977335853e+00,7.498835832199872084e-03,7.941957121396207853e-02,5.444182675065663002e-01
7.571014905858010069e-01,5.136149939308859436e-01,5.026641809100391815e-03,4.602713659275976810e-02,-1.019680657106497405e-02
7.508586758615816148e-01,5.482423435323936500e-01,8.013256435799491831e-03,8.510123626572749234e-02,-7.427620955284526538e-02
9.621904596680197486e-01,2.020535041844084001e-01,2.074504092533699037e-03,4.871809561488186363e-02,-1.303891996217920957e+00
3.594978582288954616e-01,1.100493693593075140e+00,8.105059748349985674e-03,9.831436857426024967e-02,1.866309616384542291e+00
1.413899582943895616e+00,9.436940225311314379e-01,7.790753611324289021e-03,6.610081122126221231e-02,-1.216046565744730024e-01
1.089265582497543017e+00,1.154760116492730360e+00,3.950061727960507349e-03,9.865870761513080567e-02,4.388804680740467090e-03
1.270915765910603179e+00,2.354277234368959415e-01,1.526004622151301473e-03,1.167660340634129740e-01,-4.981597104860941094e+00
1.365841601942887840e+00,1.063724812204654313e+00,7.156578944975655263e-03,6.130288875053392650e-02,-2.647881497580777815e-02
9.583160610005188040e-01,1.109855167994597824e+00,7.692979753286412377e-03,9.711222161977536849e-02,3.219136737354826722e-02
2.522836871759809307e-01,1.394766983964054852e+00,2.508676842672107922e-03,1.080792427655036525e-01,4.721336104477534157e+00
1.124932871353085506e+00,2.541209248047834324e-01,6.727137958532899975e-03,9.039110487430117302e-02,-2.418632545066599970e+00
9.397336105423657049e-01,1.009308694940021844e+00,5.973136137802184144e-03,6.537931209347827566e-02,8.301071323268848683e-04
1.273744388821518969e+00,1.432580100714987648e+00,6.662005174468333367e-03,7.402598573657252767e-02,9.127048502549724510e-03
8.918086155166474738e-01,1.008415061500878451e+00,6.194557354510524944e-03,4.116991694401671287e-02,2.669883857280374142e-04
1.257217323973450096e+00,5.050147597067081717e-01,3.155372828112637095e-03,7.517936322398671711e-02,-1.683140125258756781e+00
1.496113380994239295e+00,7.314415142120952451e-01,8.090436145668376128e-03,4.927694717301911442e-02,-1.045556233061078477e-01
6.557212547782546030e-01,1.169562039333148507e+00,5.418490771161596151e-03,9.966221148240340943e-02,1.037572307304838626e+00
4.223278720268763275e-01,1.337008598638645740e+00,5.726001238989653248e-03,8.751237335656020244e-02,2.193191109926177607e+00
7.091772392900737021e-01,8.709558587524472983e-01,9.657225955739697637e-03,4.399953629856506732e-02,4.441147654763078932e-04
1.178964986825379313e+00,1.003841746998247686e+00,3.276400521675875300e-03,7.688847461036253661e-02,-4.052126187222874348e-02
7.709976114157984783e-01,1.456309020506578955e+00,2.102595430281308485e-03,8.858165923951805132e-02,1.536852933371540164e+00
9.648941422579793148e-01,1.050417491090235522e+00,2.387018176482754925e-03,1.191008936831336740e-01,2.569535615720456093e-02
3.655660134981723597e-01,7.977704844185119493e-01,4.473336850116102145e-03,5.434492886451590399e-02,1.839247515119654952e-01
1.143960564214174358e+00,3.360361334520577947e-01,1.198991302510424425e-03,7.038066878230968271e-02,-2.903263496486220507e+00
5.641071224264493367e-01,1.187976026402352892e+00,3.800220847324590687e-03,4.129588606052520677e-02,1.108324690548030678e-01
4.478028285252237395e-01,1.378312492801278211e+00,3.743756561955251423e-03,5.300385809906177359e-02,9.239341174751384278e-01
1.321834998158152974e+00,7.319433759402190764e-01,1.495901745336039633e-03,9.703351685285156736e-02,-1.550632808920163086e+00
9.337366674567724179e-01,6.207322967216891696e-01,3.703803312095163818e-03,3.291941126943161849e-02,-4.373826913608337350e-03
8.298486250501254657e-01,3.627934882837997033e-01,4.611654359899714818e-03,6.936904434688850873e-02,-6.051802117744754517e-01
1.368470894823029971e+00,7.631778762202795496e-01,1.041310986138097765e-03,8.564548747690661767e-02,-1.448263295973717391e+00
3.118161668793034136e-01,1.469115587131150757e+00,6.970805501115354998e-03,3.513072370764119823e-02,6.835212661445086435e-02
1.105000785443160494e+00,9.752827445197237433e-01,7.653759285532395033e-03,3.043035955127855810e-02,-2.757191406074805884e-05
6.263769766939832895e-01,7.764467603836615606e-01,5.179280094251443103e-03,7.641806886280642919e-02,3.241353454505088716e-02
4.280326749806054321e-01,2.043746999971875200e-01,7.636395009089663732e-03,3.892134708403460069e-02,-1.226002832380692275e-03
1.077238244957462676e+00,8.501749634688449131e-01,4.204708501239808917e-03,6.388525127883520893e-02,-4.027103637213733101e-02
6.716685361218169836e-01,5.881453504925674425e-01,3.191427308377875905e-03,3.633867450957775636e-02,-2.527499522545022226e-04
6.288645822421166098e-01,4.814083417708205914e-01,2.253083174127477970e-03,7.790226543611385168e-02,-1.136669815813865364e-01
1.426781094797944238e+00,6.437531564262908290e-01,3.093721239642643634e-03,3.494000924801117514e-02,-1.055433799076727353e-01
4.590878428833320424e-01,1.230692903870633348e+00,2.883450140337631348e-03,3.535039167669998955e-02,1.474499065687438770e-01
8.658257551890555792e-01,9.757127559939633432e-01,8.980005415171125882e-03,4.859749912434234431e-02,2.917389662177212201e-04
2.312171608727540684e-01,6.084075529719263908e-01,6.384128468832364622e-03,3.831912637987308634e-02,7.729049732582692414e-03
4.123785184780430213e-01,1.287495871722647456e+00,8.983986275061308160e-03,1.117863893885627513e-01,2.410058985169827750e+00
1.348444353723630584e+00,9.165025718123288589e-01,7.016150223040223954e-04,8.436874731769067326e-02,-7.423541824535675460e-01
1.226021812728479210e+00,1.054231192852659982e+00,8.123175555593576194e-03,3.943507213486090179e-02,-3.106879669970804203e-04
9.238861370701874076e-01,7.066651108708943418e-01,5.526794123135287361e-04,8.863620373893649207e-02,-3.420009939031142254e-01
4.891894147887683730e-01,1.273066207249251791e+00,2.872164321293226800e-03,1.198640930737210897e-01,2.884626252937807500e+00
9.250718574076983725e-01,8.708002765349841523e-01,4.724820853999866718e-03,1.124168289461081327e-01,-5.432265791760457034e-03
2.157904839476963432e-01,7.277016182942057654e-01,8.933723222786425777e-03,9.236401051833641185e-02,1.102387979423238074e+00
1.126891720219296955e+00,6.401124885341122894e-01,1.161238985455660634e-03,8.249630737919791401e-02,-1.232156122617065863e+00
1.131775884732846738e+00,1.072896513138898111e+00,6.920068631868381108e-03,9.852905369657205537e-02,-2.132113004098146018e-03
1.039858530636261325e+00,1.388670574793342105e+00,5.654956418312377837e-03,1.155401816570775647e-01,4.250080282197841730e-01
9.947402895577616144e-01,1.450885139029817195e+00,4.406342353164708139e-03,6.487266140171871198e-02,1.954673378498540948e-01
2.958313624118987795e-01,5.859414256368697949e-01,2.510804285655440435e-03,8.636870920671929630e-02,9.402482173097527207e-01
5.203277597662682163e-01,9.843157639061439479e-01,3.523212129312529393e-03,5.628093080258917552e-02,2.877877544343085958e-01
9.466914625273115114e-01,4.764085917612930210e-01,4.036027267454203940e-03,8.146531943629257977e-02,-9.199413894786552248e-01
7.124427958375668668e-01,1.355717931261670728e+00,9.653655142333600336e-03,1.124980616423088137e-01,1.227780330075903148e+00
1.489630197155878522e+00,1.418265087334668051e+00,7.009726973078299773e-04,1.018151040961529502e-01,-5.423814499561172703e-03
1.400868964587735688e+00,9.938615650130793178e-01,9.524893069084739219e-03,7.319734912536768334e-02,-9.634275921870527615e-02
3.976102732792981542e-01,1.290516440019888744e+00,2.764745467244131283e-03,8.050720768661670523e-02,2.658659507206404982e+00
9.669487704443899823e-01,3.038009705935536542e-01,5.532514498676666028e-04,5.265504487342970857e-02,-2.263803190917073049e+00
1.105079637934493597e+00,1.085839930507595863e+00,5.589209877088374516e-03,3.531647344920689491e-02,-5.091397375181028070e-07
3.775064385911519604e-01,1.191489478295272075e+00,7.276174969638802247e-03,5.799186177886400673e-02,4.591833137111763219e-01
6.063743412315226733e-01,1.374234230862626527e+00,6.711316586955074978e-03,5.536344525579035836e-02,2.967031530037246290e-01
