m,r,omega,theta_tilt,F,F_noisy
3.923549530625671355e+00,1.833766330206450634e+00,1.933778742769370496e+01,3.197272184790912464e-01,5.587632504178718227e+04,5.587090247091231140e+04
6.191804700678755768e-01,4.501276854652564996e-01,1.657244922677018906e+01,1.180789711217365978e+00,1.827653102073322202e+02,1.828487153793868458e+02
2.510658282805033448e+00,1.570133084593994699e+00,7.517152335544204256e+00,1.013599768979880578e+00,4.507924223158910308e+02,4.475574873168436625e+02
2.173345564415477327e+00,5.451675735025072189e-01,1.974974516629942300e+01,4.489293028059505586e-01,1.313291471990550235e+03,1.315510747989047331e+03
2.646833025368072523e+00,4.574659944494178787e-01,1.530756398407903518e+01,6.845151023187454609e-01,7.095230193992667864e+02,7.098592311375224426e+02
1.074293089232313259e+00,9.906390007164862510e-01,1.656160652578856940e+01,4.983331974448502732e-01,6.336733720688087033e+02,6.347701829731827274e+02
1.501280896758226069e+00,1.431307418920828356e+00,7.931637918889892447e+00,5.038828460475734961e-01,2.968148034686965389e+02,2.946845540110899151e+02
3.029232155448692509e+00,1.719503632302282981e+00,1.233779072930581222e+01,6.612734166709371975e-01,2.356424631199076430e+03,2.360081491675067355e+03
2.244961020451792688e+00,5.746718816881883907e-01,1.282432312772875882e+01,5.215161579199000252e-01,4.926910544196925912e+02,4.967312011539934815e+02
4.062452925156533112e+00,3.794670937363773255e-01,6.266298379011115749e+00,1.192745341825556249e+00,1.147630766525002741e+02,1.126335345672478496e+02
3.223114651748815174e+00,1.626883255892190405e+00,1.010162631788115384e+01,1.933315554059622243e-01,1.276089757954023753e+03,1.276835388197756401e+03
4.375700081541473274e+00,1.011831005195637845e+00,6.160247270188715873e+00,1.098724767867154117e+00,3.315725982684741098e+02,3.302259934116937643e+02
3.795623767965220274e+00,1.297225403163367874e+00,6.471033567942054532e+00,8.658108918484342942e-01,4.116323909137374812e+02,4.115852510400160327e+02
3.208205514913542444e+00,1.251562712611484995e+00,1.343087717167309947e+01,1.106309952534355379e+00,2.162220815004767701e+03,2.159689541046318482e+03
1.794270209881980715e+00,1.569471493621212410e+00,1.378362616562613940e+00,3.820738101613667670e-01,4.881289088231626216e+00,8.615580117392863002e+00
4.022422105667757819e+00,1.981206044064122818e+00,1.540561448584078263e+01,9.374204469487920077e-01,1.785395657432237203e+04,1.785201821530020607e+04
1.630704101769868242e+00,1.366564680440213175e+00,1.021576077294795226e+01,8.836128849167013133e-01,4.888758387319908252e+02,4.882836711019958216e+02
8.384500031648198792e-01,8.573807674974964765e-01,3.387367341246548591e+00,7.056174661705916229e-01,1.373612573337506149e+01,1.473909159559610593e+01
4.832890602994525331e+00,5.148016858471464730e-01,1.017722795055313867e+01,7.888304073914574888e-01,6.064423522822672794e+02,6.051472309254349966e+02
2.930050422934111332e+00,3.851818741209771524e-01,8.133306150328404982e+00,5.854098413716849469e-01,1.736155048048855747e+02,1.731368799454209579e+02
3.982524338974150702e+00,1.444797485028398443e+00,1.760550561926541846e+01,3.673938541932717516e-01,1.751183897320623873e+04,1.751071169351338540e+04
2.881502634336620350e+00,6.591864950803467682e-01,1.378574922505388223e+01,3.429337554710623626e-01,8.933978747761871091e+02,8.931309532665145525e+02
3.252108786673196583e+00,6.996820513948842635e-01,5.267074227394014763e+00,1.805590417113682733e-01,1.452911149111804434e+02,1.429500296409798352e+02
6.525151273242780769e-01,9.980243767069740812e-01,1.839755880351457051e+01,5.814198832488556290e-01,4.687439478858275379e+02,4.678679717346229268e+02
1.340571557092138377e+00,1.149677369002445548e+00,1.744974725406449778e+01,1.151605149455336985e+00,1.096836003477906615e+03,1.096422217628482031e+03
3.536102279456498465e+00,9.490664362828351575e-01,1.132252499363408127e+01,1.161982735802261857e+00,1.022651430927742012e+03,1.021983978920133723e+03
3.067540690786242141e+00,1.920267829526023817e+00,2.444999066896850870e+00,3.083952595789046791e-01,6.872987672804228509e+01,6.884325663782988158e+01
1.213497652940207061e+00,7.365639934629415464e-01,1.360118540406088883e+01,2.968630116712166478e-01,3.763715066334680159e+02,3.757853021947545926e+02
4.784131709267831489e+00,1.283633528921207301e+00,9.037822987375012218e+00,3.670827742840503394e-01,1.205871395356718722e+03,1.207377818173597461e+03
1.194591346463319326e+00,2.292417649859507245e-01,1.291260057811732764e+01,1.943974344008642663e-01,1.174432771754611338e+02,1.167968853238894695e+02
2.796364623824084017e+00,3.147893149887884823e-01,2.866030818841270644e+00,4.057797589062753785e-01,5.712677554844470151e+00,5.439378362252702104e+00
1.148012937586659454e+00,5.581043862825204593e-01,3.184212579576065849e+00,5.910023590569498664e-01,8.668789699511624036e+00,7.339227027519918956e+00
3.728172767478056038e+00,7.064171727267443135e-01,3.847832464179572920e+00,4.671630955629955118e-01,7.495318130535545720e+01,7.390015162512497682e+01
1.743408563428187286e+00,1.039381974784991280e+00,1.142577685138821941e+01,1.567226206428878332e-01,5.194792945766181447e+02,5.169503089949787409e+02
1.103602888048024644e+00,1.233573323472451078e+00,1.470794030590728418e+01,1.122366913688298107e+00,6.230765259535536416e+02,6.241140957953095949e+02
7.069423130173204672e-01,4.986579955827683541e-01,7.598945358374468384e+00,4.277262663370975382e-01,4.820753429960882386e+01,4.592249826430384019e+01
1.286759920539306323e+00,1.241569562805173499e+00,2.772736219205485853e+00,6.349454333183520705e-01,2.030983406252952861e+01,1.881812126615287895e+01
1.363094225256048730e+00,3.472814718141368218e-01,4.132068447054384031e+00,7.642825074749509673e-01,9.944413840492932977e+00,1.066290314451534194e+01
2.916374358073066553e+00,9.060944888175925804e-01,7.063666336673424695e+00,7.042808865909738758e-01,2.839284272657653787e+02,2.847335739976544460e+02
2.529674987771260319e+00,1.636574745811999687e+00,1.377874512108439298e+01,5.120959695941531553e-01,2.343760818674969869e+03,2.342960589172959772e+03
4.807824652640918295e+00,1.054985634383924786e+00,7.425511264777221676e+00,1.564218586997669913e-01,6.072640670787289991e+02,6.032255354577514481e+02
4.793681015899890596e+00,1.398923039181673156e+00,1.450777081205102803e+01,7.605095196053016648e-01,9.211563496155751636e+03,9.212404522730343160e+03
4.084457497107936597e+00,6.024276034294264726e-01,1.810539053266527532e+01,1.163098797465482281e+00,3.518541333159444093e+03,3.519060460077228072e+03
3.522144352913164855e+00,1.473544504814224831e+00,7.015431196185808460e+00,7.936212503648071293e-01,5.135525147003014581e+02,5.107277522693578931e+02
4.302603912057558766e+00,1.971747994923853886e+00,9.157176598708851145e+00,5.500606847048936654e-01,1.890227714791668859e+03,1.891768358957257760e+03
4.724383228159480197e+00,1.371708329287709693e+00,9.188221276626427070e+00,6.396364698671108684e-01,1.339326605524233855e+03,1.337924405923366976e+03
6.017797799915123313e-01,1.964934715907812990e+00,9.088421315284433533e+00,8.442708387230372091e-01,2.228714063950672255e+02,2.206190301627606232e+02
1.031473522178864233e+00,1.700974119634669268e+00,1.271004647266480703e+01,8.127671803353645474e-01,5.869325658558730083e+02,5.871240272778014742e+02
2.121187481076393766e+00,1.582784646025679587e+00,1.671971523983776109e+01,6.161310755715848630e-01,3.313523335957795098e+03,3.313166395094996460e+03
9.211408386916988267e-01,1.062549634000513610e+00,1.190329992067768394e+01,3.066257136954296803e-01,3.136151082714166023e+02,3.140203562733988747e+02
3.197860128739747232e+00,1.233337385019754873e+00,8.505126206786323806e+00,5.155575359116059131e-01,6.045790026796463508e+02,6.013675065629975052e+02
1.671639000566488953e+00,6.448556146044186477e-01,1.208594756216239041e+01,3.297293984878782447e-01,3.645715173030571350e+02,3.681959775356018554e+02
1.689528781095464893e+00,1.774208817776269154e+00,1.821845960255188146e+01,2.350668387831828521e-01,3.605849458538240924e+03,3.604644141309153383e+03
1.797475948915395083e+00,2.241584832483267675e-01,4.985558699277900629e+00,1.181833320810075527e+00,8.144454433845398356e+00,5.065135816852576411e+00
9.397204591297552145e-01,1.635320927097995369e+00,9.115039765838218955e+00,1.111013063085805191e-01,2.879992745416195135e+02,2.892369589187538281e+02
3.834250039571715174e+00,1.892071430233063234e+00,1.438781478917495704e+01,1.011006218147970870e+00,9.541205968176949682e+03,9.540496359916747679e+03
3.428025933198425523e+00,7.973125846715907183e-01,1.035089037829098224e+01,7.660138589759668548e-01,6.571998167331341847e+02,6.578495337046799705e+02
3.229286407885680887e+00,1.639910723018550120e+00,1.522978564007130498e+00,3.248929835020795132e-01,1.632537823774069352e+01,1.564616137649061578e+01
6.532051202499894460e-01,9.727000396301850316e-01,6.850662401558371251e+00,6.910328654901473078e-01,6.954931644859388484e+01,6.942983572763404254e+01
2.432588650874948577e+00,1.742502008043331330e+00,8.367074305340787888e+00,7.951004123745679664e-01,6.063673524621567594e+02,6.068588981496340011e+02
3.583416154549291743e+00,1.332237450619335961e+00,1.090371565035684753e+01,1.063584264681376679e+00,1.422168100356214836e+03,1.420674794588249142e+03
1.203559924566138584e+00,3.003791518780772885e-01,9.055863974101093561e+00,6.494463443805562619e-01,6.903058098308463286e+01,7.038806017480375488e+01
2.235460300958978408e+00,8.761952664202106167e-01,1.426956002188940964e+01,4.979479747309426552e-01,9.496014995818591160e+02,9.486616993837000109e+02
5.892536546147160159e-01,2.346373132516950955e-01,1.282983783947015510e+01,1.136794041265168032e+00,5.314771302560973254e+01,5.140833873726878522e+01
8.683609868475892224e-01,1.548773590123206700e+00,1.390276589508088989e+01,5.066388623619992870e-01,5.420929995321536126e+02,5.422470643757985727e+02
1.474041109995742449e+00,1.767520126839003058e+00,4.513487028851049132e+00,5.718588483688259450e-01,1.155036581490403762e+02,1.163937407060224558e+02
2.365925725135618940e+00,1.992995026861082986e+00,1.861496631631837317e+01,9.339006257900691610e-01,1.167429301122780998e+04,1.167383485254457264e+04
2.584580163293209498e+00,1.147422233727513952e+00,1.235110962657033440e+01,8.049383554039807320e-01,1.062844612696354488e+03,1.061119573122195334e+03
4.480346892281508175e+00,9.043266370696705359e-01,6.265631143681012816e+00,1.099786263745096582e+00,3.162365201534530570e+02,3.174760912860703002e+02
1.924962989783059797e+00,1.144209150029499966e+00,1.813369165522739124e+01,1.805462719188116461e-01,2.206019288421911824e+03,2.202498630837666497e+03
5.965874432473612377e-01,9.982937875753630230e-01,1.311147293992581808e+01,2.962760319901118766e-01,2.388743529787241187e+02,2.368126247066530539e+02
4.218005060470243706e+00,7.276514668599727287e-01,1.914663286449556168e+01,4.383028927470612457e-01,7.036218177935206768e+03,7.036297223716273948e+03
7.783112091810775457e-01,1.838465272295701780e+00,1.012539522073060105e+01,1.068246685704359100e+00,3.183769005590232837e+02,3.156547817624131653e+02
9.184639669800276351e-01,9.095303473066431721e-01,1.432580523345190571e+01,4.728898298026548153e-01,3.798319492485915134e+02,3.798879377770898600e+02
4.834317725328807214e+00,1.812191925469020637e+00,9.390957278970663680e+00,3.548387931156650188e-01,2.228892009467375374e+03,2.228782283231338624e+03
3.890144381577612887e+00,1.219700919449191900e+00,6.845747642876027328e+00,7.317779688200960475e-01,4.517600526752526093e+02,4.535575322529689402e+02
2.020343912506647577e+00,1.724447842189670066e+00,1.433824271256404081e+01,1.378193353347358374e-01,1.967178583994518249e+03,1.965349003290891687e+03
1.094804787286380643e+00,1.398094848860518047e+00,5.764528291042319452e+00,1.167164956750535776e+00,1.118774662946461547e+02,1.106256532473628624e+02
2.240287579273377183e+00,1.044637101668949297e+00,1.062242291796382077e+01,1.290265519318165854e-01,5.818466863941656584e+02,5.825130497635676647e+02
2.026377017510780920e+00,1.489361574300418045e+00,1.104428529729417008e+01,5.860851397350692604e-01,7.933799426090267843e+02,7.884648154286152248e+02
4.434985406491129822e+00,1.505836889968967363e+00,1.103100246980883981e+01,2.402240365045395787e-01,2.571506683273032650e+03,2.577706767870861768e+03
2.384388577913179930e+00,1.764875057448474394e+00,4.820906584271600792e+00,1.156986066096231003e+00,1.962933179010583444e+02,1.948960164401348152e+02
8.692025270702992135e-01,1.029446001710706771e+00,1.767287268093204844e+01,9.067365567931916503e-01,5.954288732430263735e+02,5.939692031375752777e+02
4.670623410613638171e+00,1.153319480605056402e+00,1.245750550165243808e+01,4.895039300451057285e-01,2.936104412747992683e+03,2.937826667769800224e+03
3.300410136718670451e+00,1.575628289298105278e+00,9.438520289572153388e+00,4.956056139710197650e-01,1.043975331372968185e+03,1.043895667690096843e+03
1.025194355514509992e+00,1.126578520025222074e+00,1.538441753466640805e+01,9.437924292993008502e-01,5.809993572932343113e+02,5.774405000558271013e+02
1.009283720208900448e+00,1.316649858632638725e+00,6.289082705686625197e+00,6.751554257006808779e-01,1.205156740568718590e+02,1.217695288170570791e+02
2.596699585239189201e+00,6.238213566872709004e-01,1.346923524481660017e+01,2.612502220205913384e-01,7.031837606410796297e+02,7.048945163090780852e+02
9.144003456010227904e-01,1.956978089075063432e+00,8.152803723284934634e+00,9.365662416386607569e-01,2.620301186069015671e+02,2.611302260599496776e+02
3.342884864912412990e+00,1.344749301591866342e+00,8.984404372738939770e+00,2.619488257931442687e-01,7.932155691923287577e+02,7.926523684757446517e+02
3.273727059927096228e+00,1.370985266140695824e+00,7.796380109400032232e+00,4.841750643159207224e-01,5.679428434642170487e+02,5.689148126587358547e+02
6.443660687816916699e-01,1.541340724309838928e+00,1.115111365662708209e+01,7.505760055822594534e-01,2.769110771070775172e+02,2.750935166072486027e+02
4.133402514685824869e+00,1.617892435319586930e+00,1.459917899469223812e+01,9.002653475924875526e-01,8.860398561171172332e+03,8.861275338299587020e+03
4.040576424227743324e+00,3.726198422722057924e-01,6.262376592744956838e+00,1.403010046121604404e-01,1.426858134989007851e+02,1.430844105197897704e+02
4.618887208768888364e+00,8.661062921282156601e-01,9.452365821155845893e+00,5.939629925806462207e-01,8.223840240160313897e+02,8.210341587844795868e+02
3.516379910323146785e+00,1.277552345863735450e+00,1.206246923573936591e+01,6.053459048851550506e-01,1.811816479685410968e+03,1.809032275937787290e+03
3.617880045508504505e+00,1.989547909245263035e+00,7.311395854644485048e+00,3.063817921002617295e-01,7.997190839904867516e+02,7.992678723289645859e+02
1.236837445039255634e+00,1.129651421015819279e+00,5.657425221617223166e+00,1.317450760597752013e-01,1.061145563539796228e+02,1.043637118374592916e+02
6.074996629046527374e-01,2.045369614608011366e-01,1.951924177252904613e+01,1.056225091185356124e+00,1.165544894689922728e+02,1.185573099203525942e+02
7.950341858828896546e-01,1.946357345089324120e+00,1.294737210066396571e+01,9.007478030563167426e-01,5.320272137365421941e+02,5.323153844735420535e+02
4.840076030721608191e+00,1.190333730144933044e+00,1.601075298486914988e+01,6.947086882489159620e-01,1.126056632959164017e+04,1.126213049863675951e+04
3.405746145018350823e+00,3.170285064978057843e-01,4.244400310714285141e+00,9.396050457299637282e-01,1.991171386620573358e+01,2.018095773689465133e+01
4.761079999220333647e+00,8.208098392148137634e-01,1.155539652459456690e+01,6.527357942270800573e-01,1.415829310632286024e+03,1.416355112866456011e+03
2.072229614924430585e+00,1.925875096926314756e+00,4.661155533978847743e+00,1.068403046632651510e+00,1.766832523770753482e+02,1.751172545426145746e+02
3.898497094976363098e+00,7.962058551629596082e-01,1.115897209434674942e+01,7.782584215479063650e-01,9.251262767414468726e+02,9.264623715945912181e+02
7.942953441275004689e-01,1.200058723002735084e+00,1.079398977717302799e+01,3.974375289896724395e-01,2.556127229325181816e+02,2.591821194811322471e+02
1.247923245168370165e+00,7.885523495456021603e-01,5.329960645542592523e+00,3.296049396547465760e-01,6.386374317981215398e+01,6.324436806877707085e+01
