t,V,IL,phi,Tth,dV_dt
7.561512302460492663e+00,1.346212776157899027e+00,-6.823565964709946696e-01,-8.128448781225634523e-01,8.309339329767562177e-01,1.092958778586827107e+00
7.601520304060812805e+00,1.388170541881774911e+00,-6.288623950786309535e-01,-7.499380316761520282e-01,8.302992055927563841e-01,1.004383363256236228e+00
7.641528305661132947e+00,1.426576563887605786e+00,-5.747432218859983566e-01,-6.860966272458579596e-01,8.292448129988105876e-01,9.155820427341532231e-01
7.681536307261453089e+00,1.461442056838583525e+00,-5.201174024997625711e-01,-6.214698043780595427e-01,8.278046831451263410e-01,8.275490417157310707e-01
7.721544308861772343e+00,1.492815426037819027e+00,-4.650985430643762575e-01,-5.562040143569458861e-01,8.260145061146365597e-01,7.411372169876587757e-01
7.761552310462092485e+00,1.520775988900966214e+00,-4.097947375208438880e-01,-4.904416745599543548e-01,8.239113529963487670e-01,6.570513895042556785e-01
7.801560312062412628e+00,1.545428567293080313e+00,-3.543080380702982035e-01,-4.243201702449574952e-01,8.215333695829702965e-01,5.758491593383714413e-01
7.841568313662732770e+00,1.566897248946242271e+00,-2.987341164915183755e-01,-3.579709932628778457e-01,8.189194236460558551e-01,4.979494905690903250e-01
7.881576315263052912e+00,1.585320477807273365e+00,-2.431621318735999182e-01,-2.915191940425446160e-01,8.161088260094533364e-01,4.236446464547859447e-01
7.921584316863373054e+00,1.600846002441237426e+00,-1.876747575486211461e-01,-2.250829795768072572e-01,8.131410342727604101e-01,3.531156749011247209e-01
7.961592318463693196e+00,1.613626915284468000e+00,-1.323483188648573727e-01,-1.587735047784258613e-01,8.100554092064339295e-01,2.864483789347758713e-01
8.001600320064012450e+00,1.623818079859874031e+00,-7.725307176920477581e-02,-9.269483541444900609e-02,8.068909780107889063e-01,2.236496387470744140e-01
8.041608321664332593e+00,1.631573321220906703e+00,-2.245351030967892431e-02,-2.694399412945442523e-02,8.036862335520861267e-01,1.646626500473150068e-01
8.081616323264652735e+00,1.637043155453935972e+00,3.199124245372460262e-02,3.838886326866466914e-02,8.004789524650742782e-01,1.093808819197713972e-01
8.121624324864972877e+00,1.640373046937021906e+00,8.602702654035068730e-02,1.032202127848694390e-01,7.973060368884137272e-01,5.766036949848553361e-02
8.161632326465293019e+00,1.641702130287026495e+00,1.396042193692214051e-01,1.674728678381823266e-01,7.942033773766626892e-01,9.330254103194468226e-03
8.201640328065613161e+00,1.641162316581951108e+00,1.926773090271542421e-01,2.310756479225044568e-01,7.912057347163112819e-01,-3.579838384927312711e-02
8.241648329665933304e+00,1.638877720169036767e+00,2.452044772638314052e-01,2.939630250695036140e-01,7.883466388142578163e-01,-7.792529053854034549e-02
8.281656331266253446e+00,1.634964346614003361e+00,2.971471982991367722e-01,3.560747574838448726e-01,7.856583032386609267e-01,-1.172552448202064806e-01
8.321664332866573588e+00,1.629529985704086359e+00,3.484698531667008159e-01,4.173555144129640904e-01,7.831715523136624224e-01,-1.539935173480777852e-01
8.361672334466893730e+00,1.622674263427859698e+00,3.991393832508137174e-01,4.777545209890131095e-01,7.809157607756840314e-01,-1.883424189651701497e-01
8.401680336067213872e+00,1.614488815019169854e+00,4.491249514479460636e-01,5.372251903993202626e-01,7.789188036641072621e-01,-2.204987377546465954e-01
8.441688337667534014e+00,1.605057546316135175e+00,4.983976474608721174e-01,5.957247889198106217e-01,7.772070134832409494e-01,-2.506519366802486548e-01
8.481696339267854157e+00,1.594456945634633582e+00,5.469302118352825648e-01,6.532141061590328590e-01,7.758051473874707504e-01,-2.789829344210480455e-01
8.521704340868174299e+00,1.582756454906072197e+00,5.946967854941462850e-01,7.096571403166755942e-01,7.747363574756483962e-01,-3.056633947396449891e-01
8.561712342468494441e+00,1.570018828936393662e+00,6.416726947420738902e-01,7.650208154661604087e-01,7.740221698444372800e-01,-3.308553591735138855e-01
8.601720344068814583e+00,1.556300546007870711e+00,6.878342456726274090e-01,8.192746955900777062e-01,7.736824646961355523e-01,-3.547112151110856648e-01
8.641728345669134725e+00,1.541652164598014796e+00,7.331585565728053755e-01,8.723907408401921915e-01,7.737354640280852403e-01,-3.773738335573473268e-01
8.681736347269454868e+00,1.526118726183791185e+00,7.776233993377859033e-01,9.243430607082921968e-01,7.741977177809182820e-01,-3.989769291828659803e-01
8.721744348869775010e+00,1.509740085990296077e+00,8.212070638519367582e-01,9.751076950552233225e-01,7.750840994345863377e-01,-4.196454736803350016e-01
8.761752350470095152e+00,1.492551275289265789e+00,8.638882467108585095e-01,1.024662415586535147e+00,7.764077942134484100e-01,-4.394962558050195534e-01
8.801760352070415294e+00,1.474582800774844049e+00,9.056459364195548201e-01,1.072986518925991728e+00,7.781803026581561866e-01,-4.586384307037134067e-01
8.841768353670735436e+00,1.455860945376122206e+00,9.464593410731798606e-01,1.120060674492448616e+00,7.804114294528297080e-01,-4.771741531400420788e-01
8.881776355271053802e+00,1.436408041327713381e+00,9.863077947465639372e-01,1.165866730464917955e+00,7.831092913672799138e-01,-4.951991894872254107e-01
8.921784356871373944e+00,1.416242693715263012e+00,1.025170706503751639e+00,1.210387590490337395e+00,7.862803121145973684e-01,-5.128035371486349137e-01
8.961792358471694087e+00,1.395380028852094334e+00,1.063027495304364134e+00,1.253607048813774272e+00,7.899292256055253647e-01,-5.300720597223819164e-01
9.001800360072014229e+00,1.373831853770557831e+00,1.099857543485696088e+00,1.295509666710768171e+00,7.940590847788223661e-01,-5.470850607330800530e-01
9.041808361672334371e+00,1.351606856432494341e+00,1.135640159404097016e+00,1.336080652239907796e+00,7.986712555029936711e-01,-5.639188948639639598e-01
9.081816363272654513e+00,1.328710734607920996e+00,1.170354534679496572e+00,1.375305725689778491e+00,8.037654361033058636e-01,-5.806465076117235391e-01
9.121824364872974655e+00,1.305146324448470674e+00,1.203979719542294102e+00,1.413171028583502853e+00,8.093396541758876017e-01,-5.973379815775184953e-01
9.161832366473294798e+00,1.280913715685682019e+00,1.236494590489433776e+00,1.449662997625456251e+00,8.153902798939107743e-01,-6.140610504366810218e-01
9.201840368073614940e+00,1.256010314300488373e+00,1.267877828957262309e+00,1.484768275076790545e+00,8.219120409238418468e-01,-6.308815762765482837e-01
9.241848369673935082e+00,1.230430933625544565e+00,1.298107895498098241e+00,1.518473605831337725e+00,8.288980226341843283e-01,-6.478640209239464598e-01
9.281856371274255224e+00,1.204167819790586957e+00,1.327163010735451953e+00,1.550765736097801106e+00,8.363396968677175858e-01,-6.650718702236909641e-01
9.321864372874575366e+00,1.177210695501642812e+00,1.355021133092505714e+00,1.581631330235971689e+00,8.442269250927803004e-01,-6.825680440456680653e-01
9.361872374474895508e+00,1.149546772653955440e+00,1.381659935598163358e+00,1.611056862965968506e+00,8.525479813171886745e-01,-7.004152672729124784e-01
9.401880376075215651e+00,1.121160745751765608e+00,1.407056790752027498e+00,1.639028542427105606e+00,8.612895747475032282e-01,-7.186764159177259081e-01
9.441888377675535793e+00,1.092034794201283132e+00,1.431188737227091279e+00,1.665532205349284922e+00,8.704368598985662286e-01,-7.374148151078829816e-01
9.481896379275855935e+00,1.062148542007616658e+00,1.454032466996779460e+00,1.690553230943836915e+00,8.799734754443679918e-01,-7.566945081995135602e-01
9.521904380876176077e+00,1.031479039473863324e+00,1.475564291460685240e+00,1.714076449005498270e+00,8.898815559187064350e-01,-7.765804630115836771e-01
9.561912382476496219e+00,1.000000712680704229e+00,1.495760114284554909e+00,1.736086035019776208e+00,9.001417688755762869e-01,-7.971387222073502699e-01
9.601920384076816362e+00,9.676853235116895657e-01,1.514595410175653356e+00,1.756565432267927163e+00,9.107333447843363183e-01,-8.184364892871336394e-01
9.641928385677136504e+00,9.345019232349223159e-01,1.532045176633393346e+00,1.775497233101062333e+00,9.216341030641762577e-01,-8.405420996523588206e-01
9.681936387277456646e+00,9.004168066037463447e-01,1.548083920525203272e+00,1.792863099407177474e+00,9.328205020647756252e-01,-8.635249156288691275e-01
9.721944388877776788e+00,8.653934777428791136e-01,1.562685605800562039e+00,1.808643650654066182e+00,9.442676628946555795e-01,-8.874550476071466631e-01
9.761952390478096930e+00,8.293926280062552392e-01,1.575823626691371437e+00,1.822818362421293914e+00,9.559494259152927498e-01,-9.124029301603460151e-01
9.801960392078415296e+00,7.923721341730181056e-01,1.587470776633420178e+00,1.835365479924130794e+00,9.678383891290763819e-01,-9.384386850142406589e-01
9.841968393678735438e+00,7.542870868078951352e-01,1.597599196950512557e+00,1.846261892132503579e+00,9.799059578815078053e-01,-9.656312067770634888e-01
9.881976395279055581e+00,7.150898717569378338e-01,1.606180372070133533e+00,1.855483063766160789e+00,9.921224080367284648e-01,-9.940469719684427163e-01
9.921984396879375723e+00,6.747302713408114272e-01,1.613185074744058811e+00,1.863002914688941081e+00,1.004456929655351605e+00,-1.023748433541008529e+00
9.961992398479695865e+00,6.331557120324452503e-01,1.618583368768912623e+00,1.868793746036957693e+00,1.016877708826990911e+00,-1.054791968861879869e+00
1.000200040008001601e+01,5.903114969772526033e-01,1.622344594283561481e+00,1.872826167555119659e+00,1.029351982314790526e+00,-1.087225318706862787e+00
1.004200840168033615e+01,5.461412628430766247e-01,1.624437361613241038e+00,1.875069010451399620e+00,1.041846119480000610e+00,-1.121084321837535924e+00
1.008201640328065629e+01,5.005875358185406521e-01,1.624829605551972422e+00,1.875489316334878476e+00,1.054325711087312323e+00,-1.156388975278725528e+00
1.012202440488097643e+01,4.535923493428262177e-01,1.623488594143811303e+00,1.874052278461469268e+00,1.066755641149818690e+00,-1.193138684373109992e+00
1.016203240648129658e+01,4.050984061511708756e-01,1.620381049031122567e+00,1.870721280775362372e+00,1.079100212535266889e+00,-1.231306402752482931e+00
1.020204040808161672e+01,3.550500504654570122e-01,1.615473250148728113e+00,1.865457948709952740e+00,1.091323237233837729e+00,-1.270832070225696553e+00
1.024204840968193686e+01,3.033946845613331167e-01,1.608731164656804102e+00,1.858222208398821573e+00,1.103388148978952099e+00,-1.311614908953584235e+00
1.028205641128225700e+01,2.500850466003204930e-01,1.600120758542046939e+00,1.848972532215324094e+00,1.115258174214670550e+00,-1.353504356254495056e+00
1.032206441288257714e+01,1.950807128058452689e-01,1.589608192111403362e+00,1.837666099439766665e+00,1.126896431688275690e+00,-1.396291020184533105e+00
1.036207241448289729e+01,1.383511315207504033e-01,1.577160240639349675e+00,1.824259167737827037e+00,1.138266122090558996e+00,-1.439696164684588275e+00
1.040208041608321743e+01,7.987846874280800369e-02,1.562744743608300624e+00,1.808707505267852511e+00,1.149330701467585536e+00,-1.483361563979472830e+00
1.044208841768353757e+01,1.966092250950444986e-02,1.546331146457331718e+00,1.790966932563635039e+00,1.160054070931011871e+00,-1.526839855784325906e+00
1.048209641928385771e+01,-4.228344270407837641e-02,1.527891176103731263e+00,1.770994025867634436e+00,1.170400798784694052e+00,-1.569586260119905985e+00
1.052210442088417786e+01,-1.059127454962282000e-01,1.507399605617522953e+00,1.748746944514018686e+00,1.180336350143613489e+00,-1.610953146725978558e+00
1.056211242248449800e+01,-1.711570995089615188e-01,1.484835137055124266e+00,1.724186417847755504e+00,1.189827344064112280e+00,-1.650188691517137540e+00
1.060212042408481814e+01,-2.379145066892280891e-01,1.460181398506606998e+00,1.697276898076951035e+00,1.198841827383295922e+00,-1.686441388832528920e+00
1.064212842568513828e+01,-3.060471258566112018e-01,1.433427996592451459e+00,1.667987818195304062e+00,1.207349561918573455e+00,-1.718772065243814318e+00
1.068213642728545842e+01,-3.753780808336625863e-01,1.404571692447509346e+00,1.636295051495805675e+00,1.215322340402468670e+00,-1.746174793010898396e+00
1.072214442888577679e+01,-4.456894334489130971e-01,1.373617510368699612e+00,1.602182342597970433e+00,1.222734289410539299e+00,-1.767607694434732535e+00
1.076215243048609693e+01,-5.167215271059708570e-01,1.340579931450131657e+00,1.565642930591328863e+00,1.229562209233118208e+00,-1.782033682115444329e+00
1.080216043208641707e+01,-5.881740356984368479e-01,1.305483885452527915e+00,1.526680981384535007e+00,1.235785874759231184e+00,-1.788469697803443337e+00
1.084216843368673722e+01,-6.597094590430973016e-01,1.268365692344110229e+00,1.485313086534181704e+00,1.241388364067135708e+00,-1.786042237126364896e+00
1.088217643528705736e+01,-7.309582581824600744e-01,1.229273697900026496e+00,1.441569425761510592e+00,1.246356328017590664e+00,-1.774044251281340134e+00
1.092218443688737750e+01,-8.015271553950135131e-01,1.188268662263716413e+00,1.395494777873744541e+00,1.250680263496306788e+00,-1.751988965148316257e+00
1.096219243848769764e+01,-8.710081828614494315e-01,1.145423797125422194e+00,1.347149097299432441e+00,1.254354713425503309e+00,-1.719653740678237952e+00
1.100220044008801779e+01,-9.389906846193857293e-01,1.100824371709393956e+00,1.296607703009147405e+00,1.257378438602392734e+00,-1.677109247422046145e+00
1.104220844168833793e+01,-1.005072466374708595e+00,1.054567018301205916e+00,1.243961033438111041e+00,1.259754511795659226e+00,-1.624729147414388342e+00
1.108221644328865807e+01,-1.068872588398465107e+00,1.006758514465796894e+00,1.189313849652247734e+00,1.261490351583238967e+00,-1.563178437848138591e+00
1.112222444488897821e+01,-1.130041700469796684e+00,9.575144128803783072e-01,1.132784126877734110e+00,1.262597687706466631e+00,-1.493381371001682556e+00
1.116223244648929835e+01,-1.188272062805951101e+00,9.069572061117330275e-01,1.074501382450603115e+00,1.263092443480162919e+00,-1.416471625929116351e+00
1.120224044808961850e+01,-1.243304309996437595e+00,8.552145230223058281e-01,1.014604886014371932e+00,1.262994570165476116e+00,-1.333730947511646781e+00
1.124224844968993864e+01,-1.294932278259854241e+00,8.024170634541993863e-01,9.532414716365427143e-01,1.262327793779351115e+00,-1.246521898822428032e+00
1.128225645129025878e+01,-1.343004812529710934e+00,7.486967071644383687e-01,8.905634100239476769e-01,1.261119338766940157e+00,-1.156221938573547714e+00
1.132226445289057892e+01,-1.387425132540937689e+00,6.941846277855934222e-01,8.267261602667068665e-01,1.259399578094465344e+00,-1.064164018335232775e+00
1.136227245449089907e+01,-1.428148109975861946e+00,6.390096413141989062e-01,7.618862857210926265e-01,1.257201684148854248e+00,-9.715877814508708799e-01
1.140228045609121921e+01,-1.465175663758717883e+00,5.832967829751943833e-01,6.961995196794161789e-01,1.254561229166447855e+00,-8.796037310687645494e-01
1.144228845769153935e+01,-1.498551240786292427e+00,5.271661048917856141e-01,6.298190266394196879e-01,1.251515811374348974e+00,-7.891702960408016887e-01
1.148229645929185949e+01,-1.528353283527570827e+00,4.707318212839262106e-01,5.628939801984729208e-01,1.248104644504920868e+00,-7.010835820716204703e-01
1.152230446089217963e+01,-1.554688960700390421e+00,4.141016195163236269e-01,4.955683325925113181e-01,1.244368203066850365e+00,-6.159767823080407601e-01
1.156231246249249978e+01,-1.577687480893192662e+00,3.573763211546171492e-01,4.279799278145116070e-01,1.240347835987994030e+00,-5.343283600074787421e-01
1.160232046409281992e+01,-1.597494439576868208e+00,3.006496614625620012e-01,3.602598007038344541e-01,1.236085450136001240e+00,-4.564748935863136015e-01
1.164232846569313828e+01,-1.614266262951246089e+00,2.440083349774075372e-01,2.925317578031091381e-01,1.231623181361549246e+00,-3.826280043255002594e-01
1.168233646729345843e+01,-1.628165668964314250e+00,1.875321182191104774e-01,2.249121014579256728e-01,1.227003119229236772e+00,-3.128922861274548994e-01
1.172234446889377857e+01,-1.639357724913021341e+00,1.312941764012890977e-01,1.575095881858233626e-01,1.222267045973547406e+00,-2.472835673842606330e-01
1.176235247049409871e+01,-1.648006632895243628e+00,7.536139705032779412e-02,9.042546017770036748e-02,1.217456210219481028e+00,-1.857461994512116521e-01
