S,H,theta,theta_noisy
7.480097433146936758e+00,2.610223330189501922e+00,1.085928112699195758e+00,1.080272402337341120e+00
6.879870191738426399e-01,3.666023162971696614e+00,9.197385266804654069e-01,9.380075648559584867e-01
2.164675313165913106e+00,2.149476130937437279e+00,1.307496363714915066e+00,1.298558323232531952e+00
8.683662926246404012e+00,4.300311531034775037e+00,1.221135146619964917e+00,1.239580863939076627e+00
4.956145431883299146e+00,2.615700651945440658e+00,1.221383293539877846e+00,1.220567557657975089e+00
6.594391946587483844e+00,2.324340864929857364e+00,1.092155832513167280e+00,1.102102461352931773e+00
7.786348278073737639e+00,1.365173086838589178e+00,9.179031412754289354e-01,9.183421115019236858e-01
6.384145711511417964e+00,1.762219910444615012e+00,1.030369729832161019e+00,1.007954914395924328e+00
7.352254697303838071e+00,9.549654415913864103e-01,8.643746441072014397e-01,8.586481309973564846e-01
5.479140089054300944e+00,2.471464509203780580e+00,1.170713649018812141e+00,1.172612184984626049e+00
2.331809639985149119e+00,4.829673854136754763e+00,1.615984496348906951e+00,1.604474999259325907e+00
1.911588301415608315e+00,3.999120500001586809e+00,1.510084023379907325e+00,1.496609916047181299e+00
9.935709441522762475e+00,3.401671092121304252e+00,1.093037657543036500e+00,1.096699516080265724e+00
1.545467890476126538e-01,3.428875235890301187e+00,3.310455744942717993e-01,3.245514244964970985e-01
6.924575971322131096e+00,2.252809089121596831e+00,1.068202018530503672e+00,1.051243746320697170e+00
8.812509542684919595e+00,1.300235723838619739e+00,8.790752734037950988e-01,8.722341216677306219e-01
2.352511654678297592e+00,8.955223002916424813e-01,1.052003482574204618e+00,1.060610858307801996e+00
5.329748492719330599e-01,4.064668467130124085e+00,7.646312583074424962e-01,7.598937976066181266e-01
4.022505853898532102e+00,4.226407057688578384e+00,1.466651571606455207e+00,1.475999297320973902e+00
3.333089161404048095e+00,3.131517737796484013e+00,1.394637254186834374e+00,1.409909981813332713e+00
4.642813843505763316e+00,2.068717917996998779e+00,1.172591527409214240e+00,1.172916681414169382e+00
4.302787552554694805e+00,9.222251847787671375e-01,9.845507465171565720e-01,9.732539130825027529e-01
9.423142970290630416e+00,2.021521001038178444e-01,6.902482761226491625e-01,6.772326251662511565e-01
1.237293701286110270e+00,3.593569084459656837e-01,7.605827441415098367e-01,7.603202055996381992e-01
9.443044491524750228e+00,3.210213995036300005e+00,1.085586345551485810e+00,1.094396902321568277e+00
5.051689089898977469e-01,1.986087077038171778e+00,6.052588797279838673e-01,6.079490330111174679e-01
9.385471714138846622e+00,1.804714750576673854e+00,9.309181874838691195e-01,9.363907593857513367e-01
3.363356887313019072e+00,3.569767280722585312e+00,1.441995899946669102e+00,1.437562482137615838e+00
7.284510122047853642e+00,4.328891712218370991e+00,1.277471306414377450e+00,1.280475534005856897e+00
8.077974056074377351e-02,3.056347540858377787e+00,2.878025304827986908e-01,2.830894428240234850e-01
4.500394957542519947e+00,3.783935738711285079e+00,1.384497337878662027e+00,1.381241238843191166e+00
6.793740390352521530e+00,3.236111658109204203e+00,1.185313967742072983e+00,1.172391503008880287e+00
6.301833624381744769e+00,2.521731898428122953e+00,1.130206324826572573e+00,1.114484194854325816e+00
8.073371107022834892e+00,2.177877745590560910e+00,1.013996468099449544e+00,1.009176901181060071e+00
1.576563406688165081e+00,1.067805430387875898e+00,1.051824741121836215e+00,1.040748747716558453e+00
4.041944928254592284e+00,4.781482563041072886e+00,1.523569168168357413e+00,1.513981710967159167e+00
6.156219952045720589e+00,4.052438806860134690e+00,1.305382605917608130e+00,1.312093080547261925e+00
3.358561089424821344e-01,2.737302379574617195e+00,4.698006710474441627e-01,4.687298618327104816e-01
8.364808291358725612e+00,3.725742560385211899e+00,1.172466969239813750e+00,1.201608228120039312e+00
4.191565211897359866e+00,1.663303050968439445e+00,1.141634736188669619e+00,1.150898156942901762e+00
2.498482610799561243e+00,2.967930341003083505e+00,1.413157345759035843e+00,1.406825469607240420e+00
2.263501636985555177e+00,3.532790045148162861e+00,1.477468617333549172e+00,1.485248690754498169e+00
6.526647675612639254e+00,8.969683301091125882e-01,8.806321977881500507e-01,8.842002366675498770e-01
5.259913819297501458e-01,3.675043692761049030e+00,7.340270001615715190e-01,7.271701893663982119e-01
2.482319200396670311e+00,7.525510039094892578e-01,1.007021776928268997e+00,1.018047726599118352e+00
3.073976859753404067e+00,1.755592046260880723e+00,1.225520534417228635e+00,1.217767248338585961e+00
2.621993481762205924e+00,2.648989580977020086e+00,1.371831100422600036e+00,1.341247287898984064e+00
7.319533311610332937e+00,2.009546318167120926e+00,1.021726411001743884e+00,1.029667058593142448e+00
5.944752967460556370e+00,1.174168041948087549e+00,9.577065267260638226e-01,9.515339355398860777e-01
9.044437988336524015e+00,2.875796968134091802e+00,1.061178470123257611e+00,1.076038845046803027e+00
7.024724866727399153e+00,1.567704649351573665e-01,7.194801482915785806e-01,7.129834262244095777e-01
2.979834294576301890e+00,9.822235777266473677e-01,1.064042994648221718e+00,1.052229452180368119e+00
3.276136362453101025e+00,2.995143946884922803e-01,8.486422421284319784e-01,8.641268587878515595e-01
1.276286287803444441e+00,4.529767513351617980e-01,7.994071089239915828e-01,7.886521256726380935e-01
2.463308128787979445e+00,2.593982010344201505e+00,1.368246040485335602e+00,1.370279977400361116e+00
6.065969494698344455e+00,2.462513174302671359e+00,1.135797598113425400e+00,1.150294870071392639e+00
7.323413712136535914e+00,3.303771501061896654e+00,1.168342892761945695e+00,1.169487866196054604e+00
2.994180055052064304e+00,1.705718417272819032e+00,1.220971498055049453e+00,1.220165648901871513e+00
3.475089269929533486e+00,1.148502253823317609e+00,1.083607317885993737e+00,1.084631552258379372e+00
8.038786329926677965e+00,4.858758613810165272e+00,1.300914199426070450e+00,1.309304735948458864e+00
9.586869266204692153e+00,1.080809436560765668e+00,8.296473011860213687e-01,8.215791795892234406e-01
8.929177697761578880e-01,4.134438856106714688e+00,1.151423680788883797e+00,1.157530090781841547e+00
7.591244130045591287e-01,1.939780260988277716e+00,8.468367691707312517e-01,8.526075233401260167e-01
7.604124786059595742e+00,1.101453154818922697e-01,7.027237708704228147e-01,7.260508911242482544e-01
4.982063670206426487e+00,2.364789495695912347e+00,1.188975953101554239e+00,1.185610697802269131e+00
4.278869547478079127e+00,3.348610524469315841e+00,1.352933983946907670e+00,1.343785685354903503e+00
6.353978353940498813e+00,4.327171428446361823e+00,1.323113603015668049e+00,1.330470473245734642e+00
7.615901075200371295e+00,1.886083576433016384e+00,9.948036117221009667e-01,9.908320392253587849e-01
7.449908221120841167e-01,2.043291628352391420e+00,8.455789575216360321e-01,8.484701191854697733e-01
9.620013343080861645e+00,1.807194613846781373e+00,9.255817451629962944e-01,9.269075103882988831e-01
9.582766752767605922e+00,2.149732202762524746e+00,9.666333209639275115e-01,9.783172605771836006e-01
4.195697820327095151e+00,1.850424391521193979e+00,1.170931706042900311e+00,1.164363331191199613e+00
4.722156759783385560e+00,2.606420877385728030e+00,1.236046863947005026e+00,1.235124068658423502e+00
2.759386416086766936e+00,1.686335905418924419e+00,1.227522867598756839e+00,1.202001741106627497e+00
5.895472345827349692e+00,1.808784138985987111e+00,1.061413144418376975e+00,1.052512005455582766e+00
2.091222460758982216e+00,2.767674682312859069e+00,1.385409719515500626e+00,1.400773107630886249e+00
5.369342807797257144e+00,3.366420403824609053e+00,1.279635176685911091e+00,1.272820117539467555e+00
9.048125797843196594e+00,3.908041493095387064e+00,1.169419304551923222e+00,1.162404536372998676e+00
5.086515071484511097e+00,2.796153645156703060e+00,1.234016164813256378e+00,1.221837092993406371e+00
8.279533569936440074e+00,4.183564644775834118e+00,1.222862436398978403e+00,1.228660779295837724e+00
1.832968365991008319e+00,3.505909833248251672e+00,1.449835301089745343e+00,1.451615202723463005e+00
8.841000275741551562e+00,3.079087965741461375e+00,1.088969401648828939e+00,1.077100733052524628e+00
1.275756696753054253e+00,6.392554298634443022e-01,8.586723176645303379e-01,8.653468214054235164e-01
2.167972698146723776e+00,4.866548902945395660e-01,9.153243784672187022e-01,9.179254372656501237e-01
7.216374196011558162e+00,1.423673710503759460e-01,7.138228278857983167e-01,7.213631616801201574e-01
3.054782909711238670e+00,1.617956760297786456e+00,1.202499520396354660e+00,1.196084725312082764e+00
1.233179988376408076e+00,2.490322565049688297e+00,1.198386380381642802e+00,1.215766467958997898e+00
9.136222186521381072e-01,1.167893191474832060e+00,8.432223739790425387e-01,8.473210500383866473e-01
7.943320377532057108e+00,2.896654063533529389e+00,1.099610756075878104e+00,1.098441860906116174e+00
2.466695468985258821e-01,4.827852888167921686e-01,1.495032877654375592e-01,1.443149449493642267e-01
6.106154214206287456e-01,2.488296795131698769e+00,7.551780027608010482e-01,7.527297290439188826e-01
9.457934603903364490e+00,1.286714021438329025e+00,8.620306025848565312e-01,8.706185225280516082e-01
7.832394307992384341e+00,1.720923134871466420e+00,9.657950874304198630e-01,9.631054205094360388e-01
3.735827386695984575e+00,4.001180328589132529e+00,1.463403110717840683e+00,1.474184549454921722e+00
1.964133189222081688e+00,2.049133798413364516e-01,8.248387118245377181e-01,8.306454735501536124e-01
8.678429431324030219e+00,3.661890207068035252e+00,1.155355661496507924e+00,1.168820613234623051e+00
7.887071498557574500e+00,1.557478220424843629e+00,9.420192574930180696e-01,9.501602997769298398e-01
6.701770822573887898e+00,4.601770423048099801e+00,1.333291296575018547e+00,1.332661903911660284e+00
5.327320924170980021e+00,1.824167353278179249e+00,1.095333267898208618e+00,1.076239868476643213e+00
5.276416510504919444e+00,3.648905760068530402e+00,1.316271468188398241e+00,1.319257173993368948e+00
9.780489696637488350e+00,1.555276788215793848e+00,8.907557316580966278e-01,8.986464919869806556e-01
5.246790737424217532e+00,2.540795269038192750e+00,1.193508201165001115e+00,1.195137123978872173e+00
8.861109179723357654e-01,2.652905684667685726e+00,1.019043835269711096e+00,1.024608152437210373e+00
7.942093778707796092e-01,1.482380154009967255e+00,8.166045115754327899e-01,8.118883105969583180e-01
5.975760075925235171e+00,2.219314708949902570e+00,1.111139330683853732e+00,1.107334554864243259e+00
7.340156623421840720e+00,5.640868689048735840e-01,7.884845365451598198e-01,7.790606461061692078e-01
6.301008477968829347e+00,4.626264872905950121e+00,1.356983948549520314e+00,1.370602952577745892e+00
7.441048564445098101e+00,3.284019162302990846e+00,1.161218200242043919e+00,1.162802142877975120e+00
2.977252949359712186e+00,2.592054565940381750e+00,1.350386298515700023e+00,1.345461437670223415e+00
3.742713406568305867e+00,2.123817618521179895e+00,1.241254798432656958e+00,1.227936273360360486e+00
2.690130760129389120e+00,1.034544884151213928e-01,8.163938077816561556e-01,8.148607350193255439e-01
3.757340084999023944e+00,2.354785182548940980e+00,1.271576943922849035e+00,1.286003255842474546e+00
2.702956909815590336e+00,9.663844520735185295e-01,1.068366039479202501e+00,1.072985255943375682e+00
8.349676312857521765e+00,2.584277638092892904e+00,1.050982695232755448e+00,1.043737479502503618e+00
1.520887881380739381e+00,3.523685073338861606e+00,1.399095869866744390e+00,1.413390819469096504e+00
2.118505298928101688e+00,1.127070817058927421e+00,1.113431883152568247e+00,1.127716984647548770e+00
7.155049201084018762e+00,3.784870423508059911e+00,1.226697541759600441e+00,1.236505303471793438e+00
4.009316544633263035e+00,2.284148030658483819e+00,1.244883861607231523e+00,1.252772030289913019e+00
3.445624134235546254e+00,1.022128566903780289e+00,1.054018306067123545e+00,1.065574823867764254e+00
9.745824452888076195e+00,1.472612239145571156e+00,8.808581742894688871e-01,8.862907647529254529e-01
8.943321667844713829e+00,2.955825607080560413e+00,1.072729394850141960e+00,1.080479403025383478e+00
2.228482456696437186e+00,2.988883937843534788e+00,1.415611212012510833e+00,1.407810958654698075e+00
1.595676278707042872e+00,3.938744243579089588e+00,1.458462332873515566e+00,1.473457910980033425e+00
4.949031429304437069e+00,2.942620421727195179e+00,1.260060078584995580e+00,1.262371880485270381e+00
5.762420480300589176e+00,3.644096586572226570e+00,1.285144733471554446e+00,1.305386851549188210e+00
3.499934356086791265e+00,7.901217339989853317e-01,9.877470803309583713e-01,9.673246005947420123e-01
5.934771654712660549e+00,3.135525063756366748e+00,1.219841673229767443e+00,1.226895761911091176e+00
6.797921558282020271e+00,2.544560911802360881e+00,1.108283559572103449e+00,1.118098174976636994e+00
8.155515834444056367e+00,1.769892527054625964e+00,9.613586835277623255e-01,9.579293574182476956e-01
2.459574299583765278e+00,2.321860499010606205e+00,1.332776740714146424e+00,1.337301183788899062e+00
6.468855979045007309e+00,3.969801606474876010e+00,1.279684668301964257e+00,1.287167932285291583e+00
6.280563532175564845e-01,1.819648010109768510e+00,7.144884963322930549e-01,7.202623114552419992e-01
6.948258328569615339e-01,2.263306717051217110e+00,8.208250665009828584e-01,8.154284739401373994e-01
6.007757932556965219e-01,4.781635917750049813e+00,8.949200911308984319e-01,8.935007128313428026e-01
1.207919891491236575e+00,2.454807562504485396e+00,1.184048940183747956e+00,1.194239334851554757e+00
7.828471612856860773e+00,1.013134579659254353e+00,8.606007343500999829e-01,8.733739351922906735e-01
3.740154978799097307e+00,3.084234674296917333e+00,1.361741916895050197e+00,1.362731685331130427e+00
4.953563457021004979e+00,2.897582216976433589e+00,1.254589593824909199e+00,1.255359918615309267e+00
4.536452205205641519e+00,1.191677987809270478e+00,1.033474959255114678e+00,1.035479922792586160e+00
2.110357855023566209e+00,1.563646551692125797e-01,8.206811194434449064e-01,8.310577715418636657e-01
5.054774359593966482e-01,6.020348335438729936e-01,3.925827622799139549e-01,3.820423776004771010e-01
1.859216160242761040e+00,3.378563615502010453e+00,1.438849432458153554e+00,1.425558774118664607e+00
8.589989879077998935e+00,3.170459862017853681e+00,1.106582221909115260e+00,1.107825371571002249e+00
3.419376917203117650e+00,3.279102947111893318e+00,1.405893476905232697e+00,1.394828189225197468e+00
4.234337552535058613e+00,2.559922752844150384e+00,1.264342226945077918e+00,1.258471132198426989e+00
2.680792635208357755e+00,3.513620074977946484e+00,1.470817467648676047e+00,1.471680425031662409e+00
7.425052046354905677e+00,2.488026211111121100e+00,1.074308569800876523e+00,1.079133619105032249e+00
7.038539628891085087e+00,7.830904151920368150e-01,8.410066633290756988e-01,8.302857449742729878e-01
3.869111615380120828e+00,3.771179897362870737e-01,8.514860835091109248e-01,8.595021379766629721e-01
5.088521212231174040e+00,3.283610159307771781e+00,1.288960451134577578e+00,1.271223304912626251e+00
3.988337036223299492e+00,4.619324563592327237e+00,1.510556945979072641e+00,1.516011106471830461e+00
5.754590398062537027e+00,4.864864874747862444e+00,1.413422806260530296e+00,1.397645488748935350e+00
5.956226433925142949e+00,1.714641126523340331e+00,1.044866356835394194e+00,1.032117122913479346e+00
5.795611273488943560e+00,1.383220706905247566e+00,1.001589801810145675e+00,1.008012021105919365e+00
9.020725376282756613e+00,2.285498890662390981e+00,9.968734957729438184e-01,9.928098735375975314e-01
9.504961865747006300e+00,1.457153471310855597e+00,8.841261477680703029e-01,8.761705647905667638e-01
5.614182579062992895e-01,4.069133643353459284e+00,8.001833412241231569e-01,7.957355736312258232e-01
3.828488193665233297e+00,1.365746959500730551e+00,1.110609519625981534e+00,1.115259845567535324e+00
4.514597618190546169e-01,2.705357795963880374e+00,5.945832616151202066e-01,5.940427936538165143e-01
