N,D,U,Q,L,L_noisy
3.323361383376350009e+00,3.483907860431344830e+02,8.517132693695158707e+01,1.199752016799173759e+00,5.613276580054678888e+00,5.586163725680330927e+00
1.129715526987250945e-01,1.722219788125385520e+01,4.357176792181685698e+01,1.982536101106696425e+00,1.376561964669163629e+01,1.376603667255190899e+01
7.827550955800772758e-01,1.964402881898422493e+02,4.853064186496793830e+00,1.830545244527164161e+00,1.060409647770135244e+01,1.058792180270611638e+01
5.542543875606348314e-01,2.117356982633675599e+01,9.411468346687030362e+01,1.317208457096318730e+00,8.534684467412692044e+00,8.545780847405177738e+00
8.998041902452365015e-01,1.749907131051017828e+01,3.206707641804622710e+01,1.531377365744314156e+00,7.888252889851712801e+00,7.889933948542990905e+00
1.799870972821513704e-01,5.575222349583520298e+01,4.345741054027038786e+01,1.362121088586227602e+00,1.174301259092260175e+01,1.174849664544447236e+01
2.786209263972800332e-01,1.452770032456372746e+02,5.365943514977153050e+00,1.367166223679612269e+00,1.283371488920264447e+01,1.282306364191461157e+01
1.330770546472327620e+00,2.717798619812745642e+02,1.561175243222619891e+01,1.510248560609942947e+00,7.858443366686670650e+00,7.876727669066625914e+00
5.964008191936999159e-01,2.257576015437311412e+01,1.756570530314690615e+01,1.383196507199909053e+00,8.993847471135181237e+00,9.014048204806686115e+00
3.831002286435486237e+00,1.477045946102689200e+01,3.583828326436969913e+00,1.993404856205051257e+00,8.447988945038003905e+00,8.437341234611741569e+00
1.622830564179504886e+00,2.222263089917998684e+02,9.079583525941908206e+00,1.084846868550874754e+00,8.023906076354492711e+00,8.027634227573155812e+00
5.278777653890711186e+00,5.838008687170135858e+01,3.492882072856174247e+00,1.907931607151958531e+00,8.328949435497012388e+00,8.322216411213110732e+00
2.915557927954087969e+00,1.085526880521561992e+02,3.766155697420833892e+00,1.696191719862213176e+00,8.910632815541553953e+00,8.910397116172946497e+00
1.598258031526198275e+00,9.829712978567692971e+01,2.034760913411619754e+01,1.914827229576686829e+00,7.142662302567718946e+00,7.130005932775473454e+00
3.760375412839421783e-01,1.961580363139013059e+02,1.096043128984796722e+00,1.256430736510333546e+00,1.981204330970402339e+01,1.983071476484983009e+01
3.677231196254862500e+00,4.799885873762918891e+02,3.283828533688725315e+01,1.761291315407992997e+00,6.008180213237666933e+00,5.998488418126839861e+00
3.180791164445767594e-01,1.262083241740165818e+02,9.334264032997488414e+00,1.712375349924273982e+00,1.147670904145369342e+01,1.147374820330371925e+01
1.413911489634281093e-01,4.173336920475548339e+01,1.783617913184444070e+00,1.550561332882355980e+00,1.917706250727448136e+01,1.918207733658558567e+01
8.428089850162825414e+00,1.982131975365545884e+01,9.247492649768178197e+00,1.626209461264961575e+00,5.708755224694106012e+00,5.702279617909944420e+00
1.202326474717448024e+00,1.495505544486302085e+01,5.634745840146827334e+00,1.441281673974259103e+00,9.002250872912467727e+00,8.999857748615145425e+00
3.530112899124353110e+00,1.495993723417838908e+02,5.596905316038669298e+01,1.243085321993883330e+00,5.539275383789198592e+00,5.533638985324929038e+00
1.144051606423488021e+00,2.712772527377660126e+01,2.217524054289128799e+01,1.220848868610056703e+00,7.503084372022543747e+00,7.501749764474181070e+00
1.671704304536842267e+00,2.962347548448982337e+01,2.812973935861574404e+00,1.073235492464880370e+00,1.044124373949855844e+01,1.042953831314755497e+01
1.168919223867683627e-01,5.665432163159714207e+01,6.781440869875498834e+01,1.437654439317141541e+00,1.312733987686635295e+01,1.312295999611033004e+01
2.363672806150908245e-01,7.877240243297134725e+01,5.389547979817238144e+01,1.956004681323033623e+00,1.086137268998753136e+01,1.085930376074040815e+01
2.235521190343729980e+00,5.093578498927777787e+01,1.220623082180329710e+01,1.965438850729329001e+00,6.988822366858312485e+00,6.985485106820271461e+00
1.383978029840922552e+00,4.204487089147216352e+02,1.419401189800433283e+00,1.189450235980822335e+00,1.471942913616881476e+01,1.471999603571775239e+01
2.075439451995800266e-01,3.209577376853160047e+01,2.120511191279100061e+01,1.178966374246560589e+00,1.163939538201569235e+01,1.163646435982212601e+01
8.017861268243906991e+00,1.053929569968052959e+02,7.015952341353226096e+00,1.242802522076409399e+00,6.305783585646731915e+00,6.313315699731125719e+00
2.035669478195790971e-01,1.065615403890468471e+01,1.794559885592930470e+01,1.085815849455331161e+00,1.194359636984371242e+01,1.194036441058585396e+01
1.048591902070008519e+00,1.283353933619970988e+01,1.571897765982040340e+00,1.277981599005705071e+00,1.417052799778080541e+01,1.416916150181784673e+01
1.940911575000632827e-01,2.177733759842714178e+01,1.697919568666477641e+00,1.446365780960863656e+00,1.820658863135015082e+01,1.819994081799019270e+01
2.721093420445261479e+00,3.006028566580409844e+01,1.994214355971076547e+00,1.333784632329996001e+00,1.129726740858709988e+01,1.129200226018594755e+01
3.569653222473725407e-01,6.198253464963865156e+01,1.251555735738799413e+01,1.051566018766261656e+00,1.058535731893175225e+01,1.057271239102355587e+01
1.854675564944349431e-01,9.452814862829208664e+01,2.772943909365743309e+01,1.929424466989361875e+00,1.194897460819399448e+01,1.195416245740277361e+01
1.235874471201761637e-01,1.913793109929868663e+01,4.950235122330239435e+00,1.297932969397361358e+00,1.541302021687648249e+01,1.540159503669995722e+01
2.237026226896844661e-01,9.618527264169553348e+01,1.536752090386775960e+00,1.486314030289411114e+00,1.862797188079472832e+01,1.862051331681284339e+01
2.418785928790989359e-01,1.377256689428895520e+01,2.136443516961765710e+00,1.603893188613591869e+00,1.607793244596379623e+01,1.608152489248390893e+01
1.185616293810762834e+00,4.639412368406331666e+01,4.347911213718513856e+00,1.549346260537248998e+00,9.764464905620332758e+00,9.768490639279777454e+00
7.981376029075235579e-01,2.269566963844290797e+02,2.213762698442973331e+01,1.374632699631048283e+00,8.475073656609531270e+00,8.471072509099480285e+00
8.214643762664103122e+00,6.412054318687788168e+01,4.746457612402426030e+00,1.051292598817969992e+00,6.954744318670307734e+00,6.934551660565420050e+00
8.096599805632292757e+00,1.354035828476285133e+02,2.641621628736310967e+01,1.600463199641183554e+00,5.013178798601145125e+00,5.017383931474101111e+00
3.918250709782847618e+00,2.397950629346052054e+01,6.317822562661490338e+01,1.966453452241347488e+00,5.471722994694483866e+00,5.474318629283404292e+00
2.203815676171383853e+00,1.592440758903145763e+02,4.297375304941808416e+00,1.630564773058915673e+00,8.993395982373030506e+00,8.979272170218312255e+00
4.898309055123789335e+00,4.702228413979658512e+02,7.221878344520334281e+00,1.409146077004448827e+00,6.985404214017125746e+00,6.993107434845070358e+00
7.542297467830374913e+00,1.276271135968254384e+02,7.276424527514596008e+00,1.490578608970100749e+00,6.366648555646190921e+00,6.359637557641856453e+00
1.109776330255480281e-01,4.633112616056805564e+02,7.102524983155178440e+00,1.676609853384579463e+00,1.564798832188907873e+01,1.563672644072754636e+01
1.722703175652740282e-01,2.610524547822448085e+02,1.708584533876024381e+01,1.647970163941240518e+00,1.279154286767544946e+01,1.279250017478509172e+01
5.254456117278255567e-01,2.019165978291600254e+02,4.515510612951595704e+01,1.469210068701440886e+00,8.919003889471490254e+00,8.917219185157497563e+00
1.538769983746301195e-01,6.518334478976775870e+01,1.405127654025359440e+01,1.187841557904936174e+00,1.305473048058433250e+01,1.305675672059424386e+01
1.581426260039397347e+00,9.447968929542695093e+01,6.166138635875868523e+00,1.377779578101459901e+00,8.593468418151630317e+00,8.577410937568386018e+00
3.316869957211043274e-01,2.629582849752416607e+01,1.468729603882043300e+01,1.208844907716252859e+00,1.054779515484145769e+01,1.056591745600418086e+01
3.378154111884180688e-01,3.060919998690675925e+02,6.493359259572078201e+01,1.122788035257439088e+00,9.906232590069343757e+00,9.900206003923907261e+00
3.772732187344512433e-01,1.053907563586252749e+01,2.627438108557227814e+00,1.983484837100068621e+00,1.390451599463719035e+01,1.388911940155222702e+01
1.568307845994946215e-01,2.263390853368928788e+02,7.148496554608709808e+00,1.010092096644163995e+00,1.412550345556467235e+01,1.413169187745034350e+01
3.033115207129601032e+00,3.954569614644231024e+02,2.565923250477537820e+01,1.828187471043610124e+00,6.361490301254893787e+00,6.357942259953881958e+00
2.001450525917674916e+00,3.662576951661434066e+01,9.645044824862146982e+00,1.605467144523606393e+00,7.358827727159217069e+00,7.362076312016945678e+00
1.633112794550999780e+00,2.286081648680165301e+02,1.135142476719013027e+00,1.204448166820072164e+00,1.621226031835221448e+01,1.620886423404596499e+01
1.169744911254694264e-01,5.362040690774943386e+01,4.129136122065970582e+00,1.537302604991042987e+00,1.632467234494758657e+01,1.632407494134278636e+01
7.226504696757356516e-01,2.857095793876067660e+02,5.963229252329665719e+00,1.631909465795061909e+00,1.034755728984222145e+01,1.035001501827960801e+01
2.346427715520475132e+00,1.171352156203862336e+02,1.102799052373512190e+01,1.875985695164887890e+00,7.194848033847268454e+00,7.187381505007439664e+00
2.054439231816615474e-01,1.243784365514732926e+01,7.046698359010093782e+00,1.499496676709596521e+00,1.299467436893841921e+01,1.300146176489701411e+01
5.906302541935225525e-01,4.347523421867039417e+01,2.493422027245870254e+01,1.361770886119038959e+00,8.769337750729375713e+00,8.764638749738580259e+00
1.095641038631402636e-01,1.078184782526211727e+01,1.758920005013659349e+01,1.942540037513789120e+00,1.455448382230122384e+01,1.454578695085951878e+01
1.457860584013913052e-01,1.875296439396153971e+02,2.281318297000661133e+01,1.369671693056363049e+00,1.301531586939903029e+01,1.301608619361725516e+01
2.709612330714804007e-01,3.016745747940315709e+02,2.343369320819263635e+00,1.428962589426205465e+00,1.570464424370404544e+01,1.570909465648895598e+01
6.749946370237233095e-01,4.924455357913124089e+02,7.148369294616911418e+01,1.758091477990971985e+00,8.372100204083766428e+00,8.369809410667579996e+00
8.442675021501117039e-01,7.838726854038763747e+01,1.566223171681487614e+01,1.640853050367255150e+00,8.445848314633202847e+00,8.437223116762407216e+00
5.875476089621215259e+00,4.621621232910413113e+01,3.583248786728276514e+00,1.908896603404633296e+00,8.086170396931921189e+00,8.092368252595006695e+00
4.298499537519416269e-01,7.784178584567931125e+01,6.361308972469831957e+01,1.073223883562556047e+00,9.117903305064677610e+00,9.100300017143450049e+00
1.103894965195655192e-01,5.668750375708487610e+01,1.883180239538135936e+01,1.178432756354647282e+00,1.398060551114311600e+01,1.397029686978276075e+01
4.492071844039665862e+00,3.148006089995242007e+01,8.131522732889207816e+01,1.307548084315510284e+00,5.116681041148078535e+00,5.117076270053412479e+00
1.329516926206465999e-01,3.519669311785765444e+02,9.132042373147061909e+00,1.880224259731235525e+00,1.454599031652837304e+01,1.453237972254532195e+01
1.534560394606344080e-01,4.674185968405028291e+01,2.527646523708312642e+01,1.338990754366049973e+00,1.254939877857317931e+01,1.254967872121567041e+01
8.440407864556057405e+00,3.324322731050445441e+02,7.642908511448639253e+00,1.231671630105150017e+00,6.265390445395189190e+00,6.264841814215004412e+00
3.211669417546747951e+00,9.172070311543981802e+01,4.124220314922887098e+00,1.574343608018269336e+00,8.482296357700093381e+00,8.491283755588675319e+00
4.739236760972255214e-01,2.747160138023544391e+02,2.535277771520330248e+01,1.034381213940668953e+00,9.529764077836675895e+00,9.520616174318542235e+00
1.838051532194760473e-01,1.351600831604913822e+02,3.173432709265150642e+00,1.970149960682305190e+00,1.574700755253870099e+01,1.574074848730228382e+01
5.935552440787811301e-01,6.269450822930998157e+01,1.030117162619877469e+01,1.026387774483469517e+00,9.573683550069274517e+00,9.577015366916285188e+00
4.768587824342073178e-01,1.648134223082790868e+02,1.141019822167772446e+01,1.441895581577335772e+00,1.018428799528679818e+01,1.015971235938473960e+01
5.608960775066551996e+00,1.708217514219044517e+02,1.137352264965986492e+01,1.127476396822308713e+00,6.075858614812008618e+00,6.106859037801154244e+00
6.878694703569857571e-01,2.999453280435171791e+02,2.524647174975149788e+00,1.960896423723846205e+00,1.304977332357283260e+01,1.304278681626821523e+01
1.459116645981253235e-01,6.065841287791934633e+01,5.689043173240771267e+01,1.733396869811992591e+00,1.239879641333561011e+01,1.239149806280835442e+01
7.138556557697487648e+00,7.939840514277919681e+01,1.607138150996480874e+01,1.354094481859187127e+00,5.380992926125006903e+00,5.389604201234043934e+00
1.756413342058522620e+00,1.988004365256056758e+02,7.731527298615437971e+00,1.359641467246381685e+00,8.154235490204264636e+00,8.153837171789907856e+00
1.711668717495149206e-01,7.491550803248115642e+01,3.267000599546735629e+01,1.767084026635728167e+00,1.208414661811059432e+01,1.206635233192355905e+01
1.684024168688653400e-01,1.132334621470854756e+02,3.603674427881550457e+00,1.522868568818800838e+00,1.551498761519515668e+01,1.552125688899608313e+01
8.548038751707016658e-01,2.512078501312624823e+01,2.053766560598468516e+01,1.146591110927810409e+00,8.089357444827108168e+00,8.097911223167100658e+00
1.528192033542694339e-01,4.553683243254059789e+02,5.661437375821798845e+00,1.760514765126055314e+00,1.489579810412793393e+01,1.489129864139317405e+01
1.834443686589554146e+00,1.203641269137920631e+02,6.925699088818774385e+00,1.147226205266494770e+00,8.155972413414700029e+00,8.153156409831780138e+00
1.709100425070697593e+00,1.274267093712659857e+02,5.192881743089873048e+00,1.349250058469019020e+00,8.861871941348782755e+00,8.866731787321375791e+00
1.159211543554549834e-01,1.845245918748239546e+02,1.170949807793504327e+01,1.591432732347508594e+00,1.456479305823259374e+01,1.455570525573345009e+01
4.119510006159862847e+00,2.179261202785819478e+02,2.700800626928931791e+01,1.727513952356806826e+00,5.808973811512484708e+00,5.813357697154553527e+00
3.746187598961575382e+00,1.455228107752959410e+01,3.580423328845388387e+00,1.036637276920145734e+00,8.351825292588229033e+00,8.353818277692674599e+00
6.770434442790067564e+00,4.253233518739746444e+01,7.757516679126382542e+00,1.449057265982405696e+00,6.173214647457605508e+00,6.166465321299845925e+00
2.190853276759261892e+00,1.040091937467397116e+02,1.460395364833263621e+01,1.459405368077413723e+00,6.933086312102396676e+00,6.919165293364278213e+00
2.430661402346585120e+00,4.887700275751459458e+02,4.616974313709170552e+00,1.187619811000237835e+00,8.697155075725174100e+00,8.694899017417563769e+00
2.125608650845331737e-01,7.541750398027562596e+01,3.092112500444094803e+00,1.028859160054341082e+00,1.510829061684890107e+01,1.509953639426630012e+01
1.116291526059649403e-01,1.009909161359907515e+01,8.900079188357747739e+01,1.869295537441233002e+00,1.379829552114833113e+01,1.380830962340513324e+01
1.352465840444651290e-01,4.449776440527830914e+02,1.809748043791379146e+01,1.727952548233015362e+00,1.370187141937763542e+01,1.370331227306263422e+01
8.490293045280070672e+00,8.604952968947158354e+01,3.802587896881964014e+01,1.540644262044469137e+00,4.714723736170229884e+00,4.722544581395828445e+00
1.956332776225647052e+00,1.289614646159139610e+01,2.195410930711368724e+00,1.763277314299967147e+00,1.120366065054385807e+01,1.120500686989730177e+01
7.830929839926063174e+00,3.854474385976638473e+01,1.291499882537192612e+01,1.502487085660981991e+00,5.406017928550778784e+00,5.408646939721629465e+00
4.997683139421363885e-01,4.256038688660935350e+02,2.428761069866850697e+00,1.880366406029683191e+00,1.398397875861554596e+01,1.397614876944324180e+01
3.239240198482387978e+00,3.653777918756477305e+01,1.173182250111127445e+01,1.616598565043551261e+00,6.471613583812299453e+00,6.478294058078020612e+00
1.351443614898280576e-01,8.788760942047301228e+01,1.073856604072751253e+01,1.270397753626975046e+00,1.391336690161063316e+01,1.393121388435370278e+01
2.149860751603269171e-01,3.593504685635052454e+01,2.856178404301922935e+00,1.208731763322496988e+00,1.528075784867715292e+01,1.527766097312197680e+01
