t,Psi,phi,dPsi_dt,dPsi_dt_noisy
1.392278455691138062e+00,5.309682079988177483e-02,6.850445668840814475e-03,6.358276503603461915e-02,5.958161752598391259e-02
1.398279655931186083e+00,5.347976361342278440e-02,6.905710722688040287e-03,6.403984675182723685e-02,4.384718864693921969e-02
1.404280856171234104e+00,5.386545925476257657e-02,6.961328956615887333e-03,6.450018629810067017e-02,6.870531917105641984e-02
1.410282056411282126e+00,5.425392732453538508e-02,7.017302657978404835e-03,6.496380631422027374e-02,6.755944090314086603e-02
1.416283256651330147e+00,5.464518756512664471e-02,7.073634126260088840e-03,6.543072959177868853e-02,5.130691743706093655e-02
1.422284456891378168e+00,5.503925986146138150e-02,7.130325673107053459e-03,6.590097907516173636e-02,7.360419990310669569e-02
1.428285657131426190e+00,5.543616424100428902e-02,7.187379622327035207e-03,6.637457786116426894e-02,5.936357985683000937e-02
1.434286857371474211e+00,5.583592087375965213e-02,7.244798309889386931e-03,6.685154919859746803e-02,5.558966803706446441e-02
1.440288057611522232e+00,5.623855007227139546e-02,7.302584083925084749e-03,6.733191648788776351e-02,6.828922359753032689e-02
1.446289257851570254e+00,5.664407229162307655e-02,7.360739304726721978e-03,6.781570328066709175e-02,6.603099896667494195e-02
1.452290458091618275e+00,5.705250812943787192e-02,7.419266344748512605e-03,6.830293327935407777e-02,7.032917328926555078e-02
1.458291658331666296e+00,5.746387832587857708e-02,7.478167588606288683e-03,6.879363033672625249e-02,5.273614975348187017e-02
1.464292858571714318e+00,5.787820376364762737e-02,7.537445433077504670e-03,6.928781845548283302e-02,8.741011961820656373e-02
1.470294058811762339e+00,5.829550546798707017e-02,7.597102287101233087e-03,6.978552178779810766e-02,6.375893564236082001e-02
1.476295259051810360e+00,5.871580460667859269e-02,7.657140571778165393e-03,7.028676463486496773e-02,5.489017154990085551e-02
1.482296459291858159e+00,5.913912249210635103e-02,7.717562720423039660e-03,7.079157144889129671e-02,7.697999333456279070e-02
1.488297659531906181e+00,5.956548060696618269e-02,7.778371178839766850e-03,7.129996686331778466e-02,6.775192556230601182e-02
1.494298859771954202e+00,5.999490055114375942e-02,7.839568403475018904e-03,7.181197562891528108e-02,7.506056048664432045e-02
1.500300060012002223e+00,6.042740406682987203e-02,7.901156862798838776e-03,7.232762264326615675e-02,6.893153833701577693e-02
1.506301260252050245e+00,6.086301305227259650e-02,7.963139037766266831e-03,7.284693296666801265e-02,7.224952936186880559e-02
1.512302460492098266e+00,6.130174956177729395e-02,8.025517421817339112e-03,7.336993182160851668e-02,7.582766025899485840e-02
1.518303660732146287e+00,6.174363580570661064e-02,8.088294520877080396e-03,7.389664459222838877e-02,6.643011575239940458e-02
1.524304860972194309e+00,6.218869415048047800e-02,8.151472853355514608e-03,7.442709682377258995e-02,8.121449278236816949e-02
1.530306061212242330e+00,6.263694711857611952e-02,8.215054950147654411e-03,7.496131422202942374e-02,7.026231323123398320e-02
1.536307261452290351e+00,6.308841738852803693e-02,8.279043354633511612e-03,7.549932265275711984e-02,6.680245121105239658e-02
1.542308461692338373e+00,6.354312779492803098e-02,8.343440622678085020e-03,7.604114814109762255e-02,7.681147235932264672e-02
1.548309661932386394e+00,6.400110132842516675e-02,8.408249322631374326e-03,7.658681687097755597e-02,8.103722965588797122e-02
1.554310862172434415e+00,6.446236113572581528e-02,8.473472035328367957e-03,7.713635518449557527e-02,7.484556176830918506e-02
1.560312062412482437e+00,6.492693051959362582e-02,8.539111354089050018e-03,7.768978958129647838e-02,6.906459171050084722e-02
1.566313262652530458e+00,6.539483293884953974e-02,8.605169884718398554e-03,7.824714671793096821e-02,8.444500238101729228e-02
1.572314462892578479e+00,6.586609202471573055e-02,8.671650245625099618e-03,7.880845342669637321e-02,6.120516550546860335e-02
1.578315663132626501e+00,6.634073157088686556e-02,8.738555066779956845e-03,7.937373670313081775e-02,6.906509534277549545e-02
1.584316863372674522e+00,6.681877550239651020e-02,8.805886989758890046e-03,7.994302366819318328e-02,8.033825257352703031e-02
1.590318063612722543e+00,6.730024791379141114e-02,8.873648668778948492e-03,8.051634161308861282e-02,6.690574763003794001e-02
1.596319263852770343e+00,6.778517306982519142e-02,8.941842770711014299e-03,8.109371799937428738e-02,8.137366064186597747e-02
1.602320464092818364e+00,6.827357540545854475e-02,9.010471975079816301e-03,8.167518045822164119e-02,8.112654927803700233e-02
1.608321664332866385e+00,6.876547952585905510e-02,9.079538974063916176e-03,8.226075678966150717e-02,9.124815467824319570e-02
1.614322864572914407e+00,6.926091020640127993e-02,9.149046472495708446e-03,8.285047496181240090e-02,7.370257144367949043e-02
1.620324064812962428e+00,6.975989239266676412e-02,9.218997187861430881e-03,8.344436311009161000e-02,7.718529787367518769e-02
1.626325265053010449e+00,7.026245120044399828e-02,9.289393850301155831e-03,8.404244953640783999e-02,8.737426638341784513e-02
1.632326465293058471e+00,7.076861191572844656e-02,9.360239202608793690e-03,8.464476270833598548e-02,6.006912680627791296e-02
1.638327665533106492e+00,7.127839999472253274e-02,9.431536000232091169e-03,8.525133125827326352e-02,1.162517542474191118e-01
1.644328865773154513e+00,7.179184106383564024e-02,9.503287011272634754e-03,8.586218398257566831e-02,7.887567667795797322e-02
1.650330066013202535e+00,7.230896091968412598e-02,9.575495016485843780e-03,8.647734984067546871e-02,7.917899931341988717e-02
1.656331266253250556e+00,7.282978553409437394e-02,9.648162809270650550e-03,8.709685796013916237e-02,9.570813306917629049e-02
1.662332466493298577e+00,7.335434107551540295e-02,9.721293194917065769e-03,8.772073766126171901e-02,8.732241924690488377e-02
1.668333666733346599e+00,7.388265385053678636e-02,9.794888990222072600e-03,8.834901838644819427e-02,7.055473219941228724e-02
1.674334866973394620e+00,7.441475034177261194e-02,9.868953024522963274e-03,8.898172974437466853e-02,9.525100354530079139e-02
1.680336067213442641e+00,7.495065721659681379e-02,9.943488139781795840e-03,8.961890151939912175e-02,9.817267985939120978e-02
1.686337267453490663e+00,7.549040132714313067e-02,1.001849719058540110e-02,9.026056367054206830e-02,8.576110093578265259e-02
1.692338467693538684e+00,7.603400971030520317e-02,1.009398304414537914e-02,9.090674633044348862e-02,8.809074274752323741e-02
1.698339667933586705e+00,7.658150958773644879e-02,1.016994858029810281e-02,9.155747980429596034e-02,9.641732577688988393e-02
1.704340868173634505e+00,7.713292836585015910e-02,1.024639669150471076e-02,9.221279456875305924e-02,8.312499206960856368e-02
1.710342068413682526e+00,7.768829363581949976e-02,1.032333028285112135e-02,9.287272127081257211e-02,9.725660691288165460e-02
1.716343268653730547e+00,7.824763317357742720e-02,1.040075227204801701e-02,9.353729072667382738e-02,9.553027583111881049e-02
1.722344468893778568e+00,7.881097493981675806e-02,1.047866558943085294e-02,9.420653392056883846e-02,8.745720776280965780e-02
1.728345669133826590e+00,7.937834707999015527e-02,1.055707317795985013e-02,9.488048200356609396e-02,8.095946326544764537e-02
1.734346869373874611e+00,7.994977792431011421e-02,1.063597799322000929e-02,9.555916629234686988e-02,9.330310798473601119e-02
1.740348069613922632e+00,8.052529598812407929e-02,1.071538300341588583e-02,9.624261826839945744e-02,8.748839568579777626e-02
1.746349269853970654e+00,8.110492999832812078e-02,1.079529118850639305e-02,9.693086960817194619e-02,1.069449718649735925e-01
1.752350470094018675e+00,8.168870884731288529e-02,1.087570553973729766e-02,9.762395212697368152e-02,9.906480581197291135e-02
1.758351670334066696e+00,8.227666160321733813e-02,1.095662906072686696e-02,9.832189778982433626e-02,1.061427430154232993e-01
1.764352870574114718e+00,8.286881753352776103e-02,1.103806476744081770e-02,9.902473873815023642e-02,1.003709580915948252e-01
1.770354070814162739e+00,8.346520610507777993e-02,1.112001568819231435e-02,9.973250728836931256e-02,1.023615184592196192e-01
1.776355271054210760e+00,8.406585698404837881e-02,1.120248486364196563e-02,1.004452359304428138e-01,9.261524675813900820e-02
1.782356471294258782e+00,8.467080003596787197e-02,1.128547534679783491e-02,1.011629573263929244e-01,1.078434315921143749e-01
1.788357671534306803e+00,8.528006532571193177e-02,1.136899020301542981e-02,1.018857043087856434e-01,1.197326870518558850e-01
1.794358871774354824e+00,8.589368311750356089e-02,1.145303250999770393e-02,1.026135098791779998e-01,9.951663432400258136e-02
1.800360072014402846e+00,8.651168387491309231e-02,1.153760535779506553e-02,1.033464072065286843e-01,9.741866192938719582e-02
1.806361272254450867e+00,8.713409826085825871e-02,1.162271184880536365e-02,1.040844296255713647e-01,1.025060626036678468e-01
1.812362472494498666e+00,8.776095713760403982e-02,1.170835509777389503e-02,1.048276106351495179e-01,1.000148077991382806e-01
1.818363672734546688e+00,8.839229156676288446e-02,1.179453823179341804e-02,1.055759838965121683e-01,9.856119090997676746e-02
1.824364872974594709e+00,8.902813280929447459e-02,1.188126439030412138e-02,1.063295832315692691e-01,1.077115196712509354e-01
1.830366073214642730e+00,8.966851234137031279e-02,1.196853672428181171e-02,1.070884426399572875e-01,1.041792673094563831e-01
1.836367273454690752e+00,9.031346184101254893e-02,1.205635839505362836e-02,1.078525962813572797e-01,1.222413322197838659e-01
1.842368473694738773e+00,9.096301316058616471e-02,1.214473257625981080e-02,1.086220784409343970e-01,1.086240948704856324e-01
1.848369673934786794e+00,9.161719836524204186e-02,1.223366245332266691e-02,1.093969235730798129e-01,1.126360433493941021e-01
1.854370874174834816e+00,9.227604973352931950e-02,1.232315122342837396e-02,1.101771663001649137e-01,1.196973849801629269e-01
1.860372074414882837e+00,9.293959975739538026e-02,1.241320209552696993e-02,1.109628414105215261e-01,1.079552828854760949e-01
1.866373274654930858e+00,9.360788114218582256e-02,1.250381829033235352e-02,1.117539838563733762e-01,1.261213492572627604e-01
1.872374474894978880e+00,9.428092680664452996e-02,1.259500304032229283e-02,1.125506287517186593e-01,1.062236866265175300e-01
1.878375675135026901e+00,9.495876988291360177e-02,1.268675958973841320e-02,1.133528113701617046e-01,1.052695343513004589e-01
1.884376875375074922e+00,9.564144371653339471e-02,1.277909119458620589e-02,1.141605671426930702e-01,1.104978969541905442e-01
1.890378075615122944e+00,9.632898186644250904e-02,1.287200112263502463e-02,1.149739316554160562e-01,1.138267577357446880e-01
1.896379275855170965e+00,9.702141810497780239e-02,1.296549265341808560e-02,1.157929406472195527e-01,1.017797586462290405e-01
1.902380476095218986e+00,9.771878641787434816e-02,1.305956907823246742e-02,1.166176300073943350e-01,1.162666821661058614e-01
1.908381676335267008e+00,9.842112100426547716e-02,1.315423370013911811e-02,1.174480357731929325e-01,1.007731698687987232e-01
1.914382876575315029e+00,9.912845628455367597e-02,1.324948983331764203e-02,1.182841941366676586e-01,1.322055781421226373e-01
1.920384076815362828e+00,9.984082690570444951e-02,1.334534080077609021e-02,1.191261414484201392e-01,1.183161719343431978e-01
1.926385277055410850e+00,1.005582676974473011e-01,1.344178993756761295e-02,1.199739141630346007e-01,1.135543369160748606e-01
1.932386477295458871e+00,1.012808137120217999e-01,1.353884058974124706e-02,1.208275488835093003e-01,1.117441677006735801e-01
1.938387677535506892e+00,1.020085002277164171e-01,1.363649611415362201e-02,1.216870823626925030e-01,1.178427776206105310e-01
1.944388877775554914e+00,1.027413627488684422e-01,1.373475987846895646e-02,1.225525515004545762e-01,1.203217568161503159e-01
1.950390078015602935e+00,1.034794370058640250e-01,1.383363526115905483e-02,1.234239933407924594e-01,1.129788836846788574e-01
1.956391278255650956e+00,1.042227589551381756e-01,1.393312565150330723e-02,1.243014450688632033e-01,1.151034941306348647e-01
1.962392478495698978e+00,1.049713647791747362e-01,1.403323444958869300e-02,1.251849440079463027e-01,1.233131939573309382e-01
1.968393678735746999e+00,1.057252908865063956e-01,1.413396506630977545e-02,1.260745276163323658e-01,1.208666901383759623e-01
1.974394878975795020e+00,1.064845739117147028e-01,1.423532092336870884e-02,1.269702334841360525e-01,1.363623645209192659e-01
1.980396079215843042e+00,1.072492507154300667e-01,1.433730545327523143e-02,1.278720993300323239e-01,1.392508030724875778e-01
1.986397279455891063e+00,1.080193583843317151e-01,1.443992209934667065e-02,1.287801629979125617e-01,1.289403750339114529e-01
1.992398479695939084e+00,1.087949342311477496e-01,1.454317431570793621e-02,1.296944624534606960e-01,1.344304581740059790e-01
1.998399679935987105e+00,1.095760157978282606e-01,1.464706556684145650e-02,1.306150357844033660e-01,1.172631520481521583e-01
2.004400880176035127e+00,1.103626408656991631e-01,1.475159932408118962e-02,1.315419212089839196e-01,1.379160983033100585e-01
2.010402080416083148e+00,1.111548474136218878e-01,1.485677907001230723e-02,1.324751570227622743e-01,1.321693223276296514e-01
2.016403280656131169e+00,1.119526736498104025e-01,1.496260829725388694e-02,1.334147816324726954e-01,1.382614647919810646e-01
2.022404480896179191e+00,1.127561580184938128e-01,1.506909050782790672e-02,1.343608335600360859e-01,1.503643948759726956e-01
2.028405681136227212e+00,1.135653391999164041e-01,1.517622921315924488e-02,1.353133514385918557e-01,1.125047738751482063e-01
2.034406881376275233e+00,1.143802561103376136e-01,1.528402793407567829e-02,1.362723740084324786e-01,1.388818557989667524e-01
2.040408081616323255e+00,1.152009479020320443e-01,1.539249020080788594e-02,1.372379401128382415e-01,1.262467494811596036e-01
2.046409281856371276e+00,1.160274539632894647e-01,1.550161955298944884e-02,1.382100886938104067e-01,1.441320556078552750e-01
2.052410482096419297e+00,1.168598139184148232e-01,1.561141953965684316e-02,1.391888587876992933e-01,1.260557244134146437e-01
2.058411682336467319e+00,1.176980676277281923e-01,1.572189371924944887e-02,1.401742895207249151e-01,1.352202938506849861e-01
2.064412882576515340e+00,1.185422551875648378e-01,1.583304565960954799e-02,1.411664201043880407e-01,1.431937576619917718e-01
2.070414082816563361e+00,1.193924169302751914e-01,1.594487893798231942e-02,1.421652898307677604e-01,1.483003836951214960e-01
2.076415283056611383e+00,1.202485934242248367e-01,1.605739714101584240e-02,1.431709380677034793e-01,1.439188789610691965e-01
2.082416483296659404e+00,1.211108254745879714e-01,1.617060386449597695e-02,1.441834042547982808e-01,1.362550948649201565e-01
2.088417683536706981e+00,1.219791541278989894e-01,1.628450270867317501e-02,1.452027279038298757e-01,1.396674057266757973e-01
2.094418883776755003e+00,1.228536206439865275e-01,1.639909728347513015e-02,1.462289485604113537e-01,1.550739774729051335e-01
2.100420084016803024e+00,1.237342665169359757e-01,1.651439120773387503e-02,1.472621058233930802e-01,1.472071096665276968e-01
2.106421284256851045e+00,1.246211334822410061e-01,1.663038810774520107e-02,1.483022393478669598e-01,1.314640953794563860e-01
2.112422484496899067e+00,1.255142635168035037e-01,1.674709161726864806e-02,1.493493888395795444e-01,1.577860159222764513e-01
2.118423684736947088e+00,1.264136988389334693e-01,1.686450537752752152e-02,1.504035940492045587e-01,1.545660788463392998e-01
2.124424884976995109e+00,1.273194819083491858e-01,1.698263303720887185e-02,1.514648947664726797e-01,1.601990502189921395e-01
2.130426085217043131e+00,1.282316554261770380e-01,1.710147825246349784e-02,1.525333308141524624e-01,1.491670561503856407e-01
2.136427285457091152e+00,1.291502623349516932e-01,1.722104468690596746e-02,1.536089420418804696e-01,1.618905072261465627e-01
2.142428485697139173e+00,1.300753458186159062e-01,1.734133601161458316e-02,1.546917683198337223e-01,1.440811191198169694e-01
2.148429685937187195e+00,1.310069493025206588e-01,1.746235590513140964e-02,1.557818495322420005e-01,1.614818476408965975e-01
2.154430886177235216e+00,1.319451164534251875e-01,1.758410805346227040e-02,1.568792255707335825e-01,1.519754224744530036e-01
