r,Q,R,temperature,E_r
3.329734313610467154e-06,1.388699349524417674e-14,2.883984953803053926e-05,3.988076806320632386e+02,5.328287032987226667e+03
2.338822145555359233e-05,4.324777824831228531e-13,1.006380942938412976e-05,3.480691048204277536e+02,7.105915276387997903e+06
1.897738754410137514e-07,9.089145918728353118e-13,7.392357834437345854e-06,2.291192848465669556e+02,5.182217306050821207e+03
5.448481868293254124e-06,2.286541538797795539e-13,3.455950684174701761e-05,3.866763798117341935e+02,7.975558809058708721e+04
3.905753601387985748e-07,5.793128346641921192e-14,8.837944670213282214e-06,3.990523270767342296e+02,9.038564420365463593e+04
2.657114414780162919e-05,3.063274319757329484e-13,7.858687716044927206e-06,3.487454345810670020e+02,3.899563507572225295e+06
2.927777766172621687e-06,9.858910062270949406e-13,1.071367968738995377e-05,2.025509378027274465e+02,8.707863084803100675e+06
9.248813031656193009e-05,8.775901417541847944e-14,6.730527577761850823e-06,3.842341862567365069e+02,9.220837196243226936e+04
3.538587785079879273e-07,1.556170787637799621e-14,3.744011584420530250e-05,3.861584772874554119e+02,2.745699613075056504e+02
7.745642002665901419e-05,1.527530264944439581e-13,1.458763800141903396e-05,2.241883070611031314e+02,2.288366604716218426e+05
2.527848894294892445e-05,5.155430579753865651e-13,7.125657034900504460e-06,3.723520082453904934e+02,7.251257738301747479e+06
2.778315038776162401e-06,2.420370508357940246e-13,1.552613925614363432e-05,3.961005052861120816e+02,4.965092557367155096e+05
2.758050364599770658e-05,3.862627808912510030e-13,1.302012053807959128e-05,2.465594154577993606e+02,4.563826188410254195e+06
6.434972802953314859e-06,8.741289140813028457e-14,1.428490444932080246e-05,2.671818423596619141e+02,1.545867634971197695e+05
9.233432782774743863e-06,3.542671106309113547e-13,5.028990333965644691e-06,3.948827156495227655e+02,3.734694393153444678e+07
5.508993857305967271e-05,1.741917914953604216e-13,1.054759656335887510e-05,2.242136901607136110e+02,5.158622259883616935e+05
1.569680449865253842e-07,2.243437040760868734e-14,3.445505904017232918e-05,3.002375201029367986e+02,1.194203204452132780e+02
3.198634461002364460e-05,4.613061495434097105e-13,1.790019889723976440e-05,2.437514266059935437e+02,4.052384435993279796e+06
1.397797759119079075e-06,4.904617485878908657e-14,2.869386271766200962e-05,3.368939042768619174e+02,5.774351567559558134e+03
9.476257389400270209e-07,2.235140668393501098e-13,1.588873983776497960e-05,2.538351398024922503e+02,2.013409710004943918e+04
9.595780688898980385e-05,7.211697126155514683e-14,7.424905159430515111e-06,3.758769386090013995e+02,7.039267516203486593e+04
2.205827294144279769e-05,6.931178759729794393e-13,6.238057417341116734e-06,3.250637256757738669e+02,1.280308726469770260e+07
2.861576867146041499e-06,5.628827291833445680e-14,8.436200168035160746e-06,3.639268820603720656e+02,6.638574804739330430e+05
1.853041685841817553e-06,1.962208414384179637e-14,2.785991998674729073e-05,3.156969519857994442e+02,2.791146084984154186e+03
4.291278666578934533e-05,5.807585337583870409e-14,1.442851790652275184e-05,3.053821919151147313e+02,2.834475994255926926e+05
1.821564763436466529e-07,2.307569647141966375e-14,8.970496559236427895e-06,2.504918606965511287e+02,1.686735458751452825e+03
1.334308555622265352e-05,5.478578185225571415e-13,8.090189576242096781e-06,3.118248099273407092e+02,2.765705546992629394e+07
2.330579226725925531e-05,7.144250124297198037e-14,3.544852468261011348e-05,2.623513927203022149e+02,2.497098535738069768e+04
2.497981048335237006e-05,1.004800428359804097e-13,2.408291386698153030e-05,3.567646912037111520e+02,1.447278636863486143e+06
9.265314685789026069e-07,4.364050885055067444e-13,5.056273889385917341e-06,2.909339593688153514e+02,1.401928154000232369e+07
2.454242928038474796e-05,6.104799867538136502e-13,4.667852221468915097e-05,3.149089628822011946e+02,2.654380131915386301e+05
4.742259613720646136e-07,2.237351875295842151e-13,2.995377239541701059e-05,2.036592196472304295e+02,-4.870568765621592320e+03
1.221585450416094593e-06,1.447350544325336880e-13,3.221088271989348920e-05,3.266216500436577235e+02,9.704436695733627857e+03
1.787904578837877526e-06,1.951638712666010228e-13,6.197861557807036663e-06,3.204417490225613392e+02,4.388353618011338636e+06
4.209494543335082315e-06,4.356160851760324632e-13,2.239540345872174530e-05,2.330165931363810330e+02,-2.581124705198375159e+04
2.176912617781209745e-07,4.945121644521981252e-14,1.186485981323756428e-05,2.830470290445385899e+02,6.777723590554914153e+03
1.662812964479698055e-06,4.835141005703899751e-13,1.348353890494494343e-05,3.693798959159556716e+02,8.145016822243265342e+05
1.002079252326814848e-07,9.600853820474083315e-13,1.290987352082332484e-05,3.410854377255101326e+02,9.167279253505489032e+04
1.710575230428188195e-05,5.992458782752988180e-14,1.325062878864029471e-05,2.110884897117616390e+02,1.840650426557441941e+06
3.594411016896045482e-05,3.936575426932367883e-13,5.582346679829084669e-06,2.070559229203477685e+02,2.738506159608207643e+06
2.610928851593825903e-07,4.439225909044256617e-13,6.463303094800684171e-06,2.000753032682826529e+02,-3.744368999092796585e+05
1.292282037656410486e-05,8.681170401296898116e-14,3.641648568630466947e-05,3.239178984919410595e+02,4.318883911324071960e+04
2.906091372790558348e-05,3.885621085184466686e-13,5.592449043672998325e-06,2.226608299799598001e+02,4.135162065564055927e+06
8.820332735175547998e-05,1.288138834300835139e-14,2.414588232767980437e-05,3.711474481319090728e+02,1.488138506506898011e+04
3.399160623049969258e-05,1.584350402631258058e-14,4.112793773558840658e-05,3.790174119543687539e+02,2.365350378990191530e+04
1.872058674317231895e-06,1.182581292296911767e-14,1.994920265367712886e-05,2.840915548566779876e+02,3.000041790807937559e+03
8.690927469765156554e-05,5.236505660713740211e-13,1.136081030672009367e-05,3.259329923379972911e+02,6.231031469239665894e+05
8.355130056861249325e-05,6.181017918111745602e-14,6.839040443876597295e-06,2.291137349749202201e+02,7.958004708851968462e+04
3.243627229786842093e-06,2.936920918822923964e-13,3.286645102866264672e-05,2.766331847976000518e+02,2.466013504389533045e+04
1.821124410599681847e-05,3.906287029020197245e-14,1.331567878391950091e-05,3.772308814021523631e+02,1.058608893825585255e+06
5.514587131166195520e-05,5.162924894126943514e-13,1.697141902845875541e-05,3.024258216982204885e+02,1.525880136889260495e+06
2.681891574592106346e-06,4.099703596963717843e-14,1.610250078694809296e-05,2.495433403624554103e+02,7.049264583797990781e+03
3.902642082679494927e-05,2.386846529472424093e-13,3.809391170912792787e-05,3.208933202707769397e+02,1.408502646037965314e+06
1.272640377664312582e-05,6.517333370490608521e-13,2.664918097135365093e-05,2.584205285315372862e+02,3.647258155374935013e+05
7.616803784330350294e-07,6.805981198549826099e-14,1.984983860224950048e-05,3.028927808770490060e+02,9.519516724873792555e+03
2.008893020745786625e-05,4.960806180336445212e-13,4.588467183594911318e-05,3.991570140306892540e+02,3.012156609760764986e+05
5.152931361546994375e-06,2.485562579996602802e-13,3.002705348466935283e-05,3.943101656773232548e+02,1.291714995697886188e+05
1.912209450816770324e-07,1.616720951281157398e-14,1.069494593261091155e-05,2.540180741255879013e+02,9.643128455409737398e+02
1.493280104629621819e-06,6.667963228656976886e-14,1.346929176980709709e-05,3.806234727697996618e+02,1.044938736873845774e+05
1.664267146985079501e-07,4.011119478680260414e-13,1.738315827999267161e-05,2.067223909605351650e+02,-1.413893205952966309e+04
2.682260102204909589e-06,8.048865481300262966e-13,2.778108292942110930e-05,3.098212693643602051e+02,1.581423723883753410e+05
1.930273393230227696e-06,3.037278431014523846e-14,1.554119732431873891e-05,2.356158590950217047e+02,-2.011536926750781276e+03
1.867292397013269142e-06,3.433661283554551657e-14,3.135025438802351412e-05,3.224471917016166458e+02,3.682424382468765543e+03
5.739856841939442041e-06,1.007300935309781820e-14,7.766868140911666816e-06,2.415957680330708115e+02,2.004177228658195236e+04
2.333844844685380509e-07,2.428705818245553282e-13,3.203382171468171374e-05,3.518097079428005713e+02,3.788844902890894446e+03
6.328586636905687347e-05,1.393620897633277574e-13,2.975340674721350782e-05,2.802240249361382212e+02,3.127388311281246133e+05
1.127590333729327969e-05,2.943484259151776577e-13,1.206783502141427257e-05,3.525749058114018339e+02,1.011723007479169592e+07
2.960356917125250208e-05,1.133715775698032508e-14,6.827734082256360072e-06,3.928134090298066212e+02,1.162697283742192085e+05
4.902343030793181893e-05,2.132099181267705880e-13,2.563450872165631811e-05,2.695619750011865108e+02,7.973529918604552513e+05
5.622897162836021161e-06,2.510598017401377223e-13,2.907768148989913940e-05,3.491382702661674671e+02,1.255937863353862485e+05
1.320245399148164822e-07,6.888157236813846841e-13,8.601006462821889878e-06,3.735094283677859153e+02,3.545606183133373270e+05
1.362888956174733019e-05,1.211331361332223854e-14,2.317418608194635920e-05,3.342024552762248391e+02,2.853482585859802202e+04
5.094218430888320311e-06,1.758289165101502761e-13,1.941178750604434768e-05,2.786206935410628489e+02,1.219154098577492405e+05
3.005188141985138992e-05,7.875480817577451237e-13,2.282224101536260805e-05,2.978355238590500562e+02,7.837622888623006642e+06
3.948948049704533760e-06,1.752731852658261273e-13,2.044840933786928625e-05,2.248220376533704723e+02,-3.706028173001320101e+04
2.752531426160750524e-05,2.946140650462470402e-14,1.001241080602322191e-05,3.003985849421927128e+02,3.494938376867311308e+05
9.795596316069164441e-05,6.570559154042521509e-14,3.192394469841774518e-05,2.428376603844869237e+02,6.154477516410339740e+04
1.126326842001350681e-06,3.101943668024276447e-13,1.703997929072056453e-05,3.548049144053409236e+02,1.583632860614967358e+05
3.258849617783268230e-07,5.613632759026183489e-13,1.831671895379605929e-05,3.278052741256893228e+02,5.515168814454993117e+04
1.496319715933347953e-06,1.077059715773000625e-13,4.613102039009698251e-05,2.311100806634779303e+02,-4.367166631432487520e+02
1.816142700829822507e-05,1.724565170382829467e-13,1.030121436783677354e-05,3.041966102452500991e+02,4.699268825548182242e+06
2.078197392474635895e-06,8.566099377914573579e-13,7.818301156265170150e-06,3.301814649767068204e+02,1.843299140863775834e+07
5.822913360860615067e-06,2.033923441375755362e-13,8.358630443561613658e-06,3.980019859625193135e+02,9.388086885666748509e+06
2.410323948032589038e-07,8.310877846878621383e-14,1.364661014860726830e-05,2.540998419211464636e+02,3.024877031521980825e+03
1.507893026686644700e-05,1.619147296951707183e-14,6.322777400829633217e-06,2.897348195162437605e+02,6.400234873947467422e+05
6.922248814586103834e-07,3.311030013668963105e-13,1.165036357159227632e-05,2.251019690233893584e+02,-6.006417773168321582e+04
3.731235675716872762e-07,6.498130822614350904e-13,1.149682224748947292e-05,2.511196846645817118e+02,5.492767707252115360e+04
3.880163229552571481e-05,6.582250778148248141e-14,6.779612571095077999e-06,3.489633707841146020e+02,3.929389238107090350e+05
4.934446712607486704e-06,4.438952077967280120e-14,1.138940285186444374e-05,2.064875805987369404e+02,-1.654426001323467644e+05
2.841167427300480815e-06,1.780129184932090106e-14,1.409739331217698859e-05,2.874867652153077984e+02,2.087281637440586564e+04
4.971315152346681164e-05,7.352372497997745140e-14,6.092816018237403649e-06,3.236566388375702559e+02,2.673840694356954191e+05
1.811495702955926935e-07,8.963662965566976583e-13,2.453965907494269288e-05,2.114016082392026590e+02,-1.027362548814896763e+04
1.225923445834229336e-05,1.558628753708244001e-13,2.881095714978001426e-05,2.009563545583968107e+02,-1.114041625935355987e+05
9.637111179481275674e-07,7.706215857941587822e-14,1.610867464252163227e-05,3.031512641395698324e+02,2.562040907953780697e+04
3.359148860118384343e-07,1.015617809012126177e-14,2.869365165394638831e-05,2.198252157422991218e+02,-9.163440707254309814e+01
1.057781457905556390e-05,1.000619989460494791e-13,1.281190556737856917e-05,2.753005583974115780e+02,7.915271236642744625e+05
1.225930507258056852e-06,3.955001868989742355e-14,1.009758898001247335e-05,2.140859433546172284e+02,-3.932853590897127287e+04
9.765342895163240380e-07,2.709791713761273539e-14,8.099687948410311697e-06,3.064494787469196808e+02,7.508396609720568813e+04
6.776934617702856558e-05,4.816118495447893417e-14,9.868421296667697010e-06,2.109777983289137353e+02,9.424996350069867913e+04
3.961822572319399344e-07,3.851956646889561650e-13,9.392721538930568894e-06,2.118897592815555413e+02,-1.535576281054069696e+05
3.439703224411139329e-06,1.561004805376002005e-13,3.934494334228583201e-05,2.413277758318718895e+02,3.372750310738883854e+02
1.180428270465403325e-07,4.249318775879665043e-14,2.137979425666432050e-05,2.184869475108290828e+02,-3.494103325720093380e+02
3.091037496587616394e-07,4.710538653765892480e-13,3.938176120302194874e-05,3.817475319745838647e+02,6.119901236639419949e+03
4.469471794304017179e-05,1.265644245722062066e-13,5.625423339278955504e-06,3.208194384837570396e+02,5.694424844579170458e+05
2.332075705853833291e-05,2.061587798394706121e-13,3.217046259833939402e-05,2.209668269663575586e+02,-8.934836521387228277e+04
4.682809278170224258e-06,6.018451789110176219e-14,5.431974211774542581e-06,3.303026749754144475e+02,8.655846416456520557e+06
4.649006870196745020e-07,4.475804288557712501e-13,9.367847949416623838e-06,3.996979846082691097e+02,7.057066417497423245e+05
4.712406516348841523e-06,1.076466268144503689e-13,1.447726146533960743e-05,3.831485087691291938e+02,4.477176232739677071e+05
1.087525823974921939e-07,6.484084166011923279e-14,3.891941032382846755e-05,3.385866900407476123e+02,2.407942745796368058e+02
1.377148878626170181e-05,4.754404586487455366e-14,6.266941130375694684e-06,3.166584608426620093e+02,2.253123352881254163e+06
1.413357545091572750e-05,2.202509105477930358e-13,2.424885816647225317e-05,3.522867859923823630e+02,5.376486391344517469e+05
8.672315530470310141e-06,6.740994320319291279e-13,1.801350441346003144e-05,3.900892925712834653e+02,3.279935424894753844e+06
6.823639158908627640e-06,8.403083429493140411e-13,1.343348243524047025e-05,2.774948031149304484e+02,9.965629584784021601e+06
1.663984581798307055e-07,3.924244329932306635e-14,8.605306828273070083e-06,3.252637982371539920e+02,1.857413564430792758e+04
5.485521317841867285e-07,1.609309728933446648e-13,1.091624521596264108e-05,2.584020684501981577e+02,3.386979301991220564e+04
5.286085024428088735e-06,2.662220279303914390e-14,1.231406263145084519e-05,3.143673765250946417e+02,1.304603660290335829e+05
1.522510505811590043e-06,5.998291764307890156e-13,4.609233315799297914e-05,3.833290258717973416e+02,2.411680810156402367e+04
9.463890042607781266e-05,7.486071667878610039e-13,5.624574419063887422e-06,3.595891202136732545e+02,7.512166885280614952e+05
5.905219866175936874e-05,1.664659772350628617e-13,4.471875513022794757e-05,2.959941091674837708e+02,4.290461001000409597e+05
2.857746539762109657e-07,4.761212882770338288e-13,9.134372653718006069e-06,3.122382393035927066e+02,2.900677458424025099e+05
5.886833843100677658e-06,1.444421023402266724e-14,5.432704343197010407e-06,2.503445441631771189e+02,3.746112911973743234e+06
1.226437209454249966e-05,2.305847930058365378e-13,1.773737629311504833e-05,2.118143854426819814e+02,-1.014254020883993944e+05
2.568208286393245126e-07,3.352497233539312838e-13,2.636505457865795103e-05,2.622041372863644710e+02,2.750731806276724910e+03
8.665366609022106684e-07,6.404927251879510337e-13,2.308819938419474872e-05,2.563632116795341176e+02,2.003791531240723270e+04
1.405249827897595859e-05,4.996960569301178826e-13,4.254636509589520952e-05,3.215211010358249268e+02,1.656504319138192222e+05
