t,g,b,c,dg_dt,dg_dt_noisy
3.008601720344069030e-01,3.292229789393630313e-01,3.856606488702085112e-01,6.779139124964310426e-02,-9.925813012772460864e-01,-1.023675923917165775e+00
3.024604920984196865e-01,3.276400933092927792e-01,3.863460600130656508e-01,6.789133618760444244e-02,-9.856397902886446794e-01,-9.822671821484344479e-01
3.040608121624324700e-01,3.260682678408040602e-01,3.870233873414664072e-01,6.798978087295816375e-02,-9.787588711797554630e-01,-9.879403022940106416e-01
3.056611322264453090e-01,3.245074060437702634e-01,3.876926948461913991e-01,6.808673769884589222e-02,-9.719379979475909481e-01,-9.474125859412666495e-01
3.072614522904580925e-01,3.229574122666211133e-01,3.883540460064209832e-01,6.818221895569788471e-02,-9.651766292539408765e-01,-9.459335359813759725e-01
3.088617723544708760e-01,3.214181916963423369e-01,3.890075037897355315e-01,6.827623683123304477e-02,-9.584742284226173137e-01,-1.012699937171312792e+00
3.104620924184837150e-01,3.198896503584757744e-01,3.896531306521153204e-01,6.836880341045896425e-02,-9.518302634366428983e-01,-9.509962117160966066e-01
3.120624124824964984e-01,3.183716951171196574e-01,3.902909885379404753e-01,6.845993067567181234e-02,-9.452442069353664822e-01,-9.775935569258402680e-01
3.136627325465092819e-01,3.168642336749282196e-01,3.909211388799911924e-01,6.854963050645647427e-02,-9.387155362115148227e-01,-9.165227762265443223e-01
3.152630526105221209e-01,3.153671745731118081e-01,3.915436425994474057e-01,6.863791467968646809e-02,-9.322437332081817685e-01,-9.288816158256252287e-01
3.168633726745349044e-01,3.138804271914371058e-01,3.921585601058890647e-01,6.872479486952391692e-02,-9.258282845157536078e-01,-9.148601754720137036e-01
3.184636927385476879e-01,3.124039017435032428e-01,3.927659512999564506e-01,6.881028264800223559e-02,-9.194686813459622687e-01,-9.407711759220283021e-01
3.200640128025605269e-01,3.109375091625932730e-01,3.933658756281422919e-01,6.889438949940458745e-02,-9.131644190080845380e-01,-8.765958142481745652e-01
3.216643328665733104e-01,3.094811613546672446e-01,3.939583919245053800e-01,6.897712678955764121e-02,-9.069149981774942137e-01,-8.665135308344853460e-01
3.232646529305860938e-01,3.080347710676316075e-01,3.945435585067523787e-01,6.905850578124081429e-02,-9.007199241885378571e-01,-9.220153450410620843e-01
3.248649729945989328e-01,3.065982517952632325e-01,3.951214332346610347e-01,6.913853764589884821e-02,-8.945787065539579919e-01,-8.871224041166316798e-01
3.264652930586117163e-01,3.051715177772097443e-01,3.956920735100802333e-01,6.921723346364180851e-02,-8.884908589621043351e-01,-9.019569075299080918e-01
3.280656131226244998e-01,3.037544839989891332e-01,3.962555362769297762e-01,6.929460422324514035e-02,-8.824558992740845209e-01,-8.829272980112992109e-01
3.296659331866373388e-01,3.023470661919897551e-01,3.968118780212006036e-01,6.937066082214959906e-02,-8.764733495208616443e-01,-9.017860891053529615e-01
3.312662532506501223e-01,3.009491808334708307e-01,3.973611547709546832e-01,6.944541406646130566e-02,-8.705427359002952947e-01,-8.331998256086828869e-01
3.328665733146629613e-01,2.995607451465616689e-01,3.979034220963250656e-01,6.951887467095171913e-02,-8.646635887741209725e-01,-8.840471789957743409e-01
3.344668933786757448e-01,2.981816771002624433e-01,3.984387351095158292e-01,6.959105325905760864e-02,-8.588354426648858730e-01,-8.647571189648357581e-01
3.360672134426885282e-01,2.968118954094436379e-01,3.989671484648021349e-01,6.966196036288113680e-02,-8.530578362528201675e-01,-8.430281776306096653e-01
3.376675335067013672e-01,2.954513195348462129e-01,3.994887163585302270e-01,6.973160642318977642e-02,-8.473303123726625419e-01,-8.602815259409850590e-01
3.392678535707141507e-01,2.940998696830806058e-01,4.000034925291180432e-01,6.980000178941649092e-02,-8.416524180104266728e-01,-8.464386666050727204e-01
3.408681736347269342e-01,2.927574667126655594e-01,4.005115303044334829e-01,6.986715673134369364e-02,-8.360237038655267128e-01,-8.472965007940660431e-01
3.424684936987397732e-01,2.914240322932372673e-01,4.010128824919002022e-01,6.993308142015138007e-02,-8.304437251766159100e-01,-8.331129402733418177e-01
3.440688137627525567e-01,2.900994889015000577e-01,4.015076014001949800e-01,6.999778592835245727e-02,-8.249120416370998576e-01,-8.483228943391059040e-01
3.456691338267653402e-01,2.887837596758992542e-01,4.019957389287426297e-01,7.006128024739866067e-02,-8.194282166689403901e-01,-8.281879781809864394e-01
3.472694538907781792e-01,2.874767684166213422e-01,4.024773465677164985e-01,7.012357428768054013e-02,-8.139918174197567913e-01,-8.181296759140016528e-01
3.488697739547909626e-01,2.861784395855939689e-01,4.029524753980379681e-01,7.018467787852747386e-02,-8.086024147598931400e-01,-8.152769348359758528e-01
3.504700940188037461e-01,2.848886983064858325e-01,4.034211760913767875e-01,7.024460076820766841e-02,-8.032595832794298119e-01,-8.021257841815538914e-01
3.520704140828165851e-01,2.836074703647067374e-01,4.038834989101510731e-01,7.030335262392813089e-02,-7.979629012851483516e-01,-8.038249456722827979e-01
3.536707341468293686e-01,2.823346822074077056e-01,4.043394937075269202e-01,7.036094303183473841e-02,-7.927119507974604851e-01,-7.776477226286728772e-01
3.552710542108421521e-01,2.810702609434806987e-01,4.047892099274190136e-01,7.041738149701215477e-02,-7.875063175472793997e-01,-7.939702360629959932e-01
3.568713742748549911e-01,2.798141343435588957e-01,4.052326966044900725e-01,7.047267744348388596e-02,-7.823455909728587176e-01,-7.850785828987764114e-01
3.584716943388677746e-01,2.785662308400165821e-01,4.056700023641512387e-01,7.052684021421226634e-02,-7.772293642165803984e-01,-7.905249909364974181e-01
3.600720144028805580e-01,2.773264795269692051e-01,4.061011754225617998e-01,7.057987907109841696e-02,-7.721572341217077806e-01,-7.826875309240125533e-01
3.616723344668933970e-01,2.760948101268090871e-01,4.065262636044431610e-01,7.063180319909496963e-02,-7.671288010718702033e-01,-7.924186568882644055e-01
3.632726545309061805e-01,2.748711529609333404e-01,4.069453143410632912e-01,7.068262171026337692e-02,-7.621436689041838353e-01,-7.517679704866245816e-01
3.648729745949189640e-01,2.736554391528913110e-01,4.073583745588418847e-01,7.073234361888718069e-02,-7.572014458696587624e-01,-7.800518062227086435e-01
3.664732946589318030e-01,2.724476004315043998e-01,4.077654908073592988e-01,7.078097786505770095e-02,-7.523017436335065478e-01,-7.672188715972730888e-01
3.680736147229445865e-01,2.712475691112151699e-01,4.081667092710107858e-01,7.082853331705769862e-02,-7.474441771762130315e-01,-7.402592841359889597e-01
3.696739347869573700e-01,2.700552780920867368e-01,4.085620757690072158e-01,7.087501877136145878e-02,-7.426283647905683738e-01,-7.345768974716777588e-01
3.712742548509702090e-01,2.688706608598033787e-01,4.089516357553743542e-01,7.092044295263470743e-02,-7.378539280786690080e-01,-7.458562230987704211e-01
3.728745749149829924e-01,2.676936514856702587e-01,4.093354343189534172e-01,7.096481451373468086e-02,-7.331204919488778504e-01,-7.735058081586538847e-01
3.744748949789957759e-01,2.665241846266134251e-01,4.097135161834007389e-01,7.100814203571005623e-02,-7.284276846127487604e-01,-7.200174188668372333e-01
3.760752150430086149e-01,2.653621955251798115e-01,4.100859257071879926e-01,7.105043402780103490e-02,-7.237751375819132527e-01,-7.185838684040720681e-01
3.776755351070213984e-01,2.642076200095373473e-01,4.104527068836019144e-01,7.109169892743925911e-02,-7.191624856649404540e-01,-7.474101099743759580e-01
3.792758551710341819e-01,2.630603944934749028e-01,4.108139033407445795e-01,7.113194510024786754e-02,-7.145893669641532053e-01,-6.991829253082633144e-01
3.808761752350470209e-01,2.619204559764021778e-01,4.111695583415333477e-01,7.117118084004148137e-02,-7.100554228724180739e-01,-7.240774188810865652e-01
3.824764952990598044e-01,2.607877420433498683e-01,4.115197147837006963e-01,7.120941436882617659e-02,-7.055602980699017257e-01,-7.280840603929676913e-01
3.840768153630725879e-01,2.596621907883620017e-01,4.118644152379523637e-01,7.124665384623792008e-02,-7.011036401699197729e-01,-6.991890259506345906e-01
3.856771354270854268e-01,2.585437409369263362e-01,4.122037018591810931e-01,7.128290735512919640e-02,-6.966851003595536662e-01,-7.002545089875379380e-01
3.872774554910982103e-01,2.574323318658019999e-01,4.125376163933716089e-01,7.131818289871356964e-02,-6.923043334362002366e-01,-6.882518534163772905e-01
3.888777755551110493e-01,2.563279034688041857e-01,4.128662002610984927e-01,7.135248841669740438e-02,-6.879609971397954160e-01,-7.200759583062842362e-01
3.904780956191238328e-01,2.552303961567147783e-01,4.131894945575776412e-01,7.138583178529062101e-02,-6.836547521494529267e-01,-6.474101498240054653e-01
3.920784156831366163e-01,2.541397508572825759e-01,4.135075400526661005e-01,7.141822081720673732e-02,-6.793852620805033160e-01,-6.914384343713778636e-01
3.936787357471494553e-01,2.530559090152230128e-01,4.138203771908622874e-01,7.144966326166285464e-02,-6.751521934815037929e-01,-7.059453796514320034e-01
3.952790558111622388e-01,2.519788125922184374e-01,4.141280460913056016e-01,7.148016680437967174e-02,-6.709552158312237502e-01,-6.585783720598807900e-01
3.968793758751750222e-01,2.509084040669178339e-01,4.144305865477768691e-01,7.150973906758147092e-02,-6.667940015355973138e-01,-6.738900841376208595e-01
3.984796959391878612e-01,2.498446264349369617e-01,4.147280380286980095e-01,7.153838760999613189e-02,-6.626682259246524653e-01,-6.561710562091943588e-01
4.000800160032006447e-01,2.487874232088585214e-01,4.150204396771322024e-01,7.156611992685511792e-02,-6.585775672494142974e-01,-6.653697358619150570e-01
4.016803360672134282e-01,2.477367384182317944e-01,4.153078303107838321e-01,7.159294344989346193e-02,-6.545217066787845095e-01,-6.557165138883829236e-01
4.032806561312262672e-01,2.466925166095728650e-01,4.155902484219985982e-01,7.161886554734983590e-02,-6.505003282963917055e-01,-6.455848714216190221e-01
4.048809761952390507e-01,2.456547028447594871e-01,4.158677321786680148e-01,7.164389352416113133e-02,-6.465131190897859259e-01,-6.614461767694438388e-01
4.064812962592518342e-01,2.446232426156570994e-01,4.161403194644194836e-01,7.166803463249661610e-02,-6.425597685641333268e-01,-6.289849766469421954e-01
4.080816163232646732e-01,2.435980820209728004e-01,4.164080477628168131e-01,7.169129605067170452e-02,-6.386399696276183757e-01,-6.480379716092092846e-01
4.096819363872774566e-01,2.425791676996488511e-01,4.166709542153859691e-01,7.171368489075451158e-02,-6.347534182107281708e-01,-6.521471610941376174e-01
4.112822564512902401e-01,2.415664467458711329e-01,4.169290756742309867e-01,7.173520820876570780e-02,-6.308998128449705423e-01,-6.293591644085204662e-01
4.128825765153030791e-01,2.405598667090693143e-01,4.171824487020339700e-01,7.175587300467858864e-02,-6.270788546600052360e-01,-6.181780290901843777e-01
4.144828965793158626e-01,2.395593755939169900e-01,4.174311095720548148e-01,7.177568622241901897e-02,-6.232902473807511168e-01,-6.278718342131238694e-01
4.160832166433286461e-01,2.385649218603313471e-01,4.176750942681317635e-01,7.179465474986541917e-02,-6.195336973244731649e-01,-6.367840930660644272e-01
4.176835367073414851e-01,2.375764544234733322e-01,4.179144384846809057e-01,7.181278541884883460e-02,-6.158089133978483787e-01,-6.034132020716757028e-01
4.192838567713542686e-01,2.365939226537477902e-01,4.181491776266962890e-01,7.183008500515286610e-02,-6.121156070940143579e-01,-6.473221829364699254e-01
4.208841768353670520e-01,2.356172763768032419e-01,4.183793468097501966e-01,7.184656022851369783e-02,-6.084534924895954600e-01,-6.290707752103060768e-01
4.224844968993798910e-01,2.346464658735319120e-01,4.186049808599927036e-01,7.186221775262009726e-02,-6.048222862417149681e-01,-6.040318284310473018e-01
4.240848169633926745e-01,2.336814418800699511e-01,4.188261143141521203e-01,7.187706418511341511e-02,-6.012217075849877190e-01,-6.284428955510891202e-01
4.256851370274054580e-01,2.327221555877971304e-01,4.190427814195346046e-01,7.189110607758759930e-02,-5.976514783284949672e-01,-5.970915930435115593e-01
4.272854570914182970e-01,2.317685586427789268e-01,4.192550161343419068e-01,7.190434992565665484e-02,-5.941113228500911614e-01,-5.952085852104603836e-01
4.288857771554310805e-01,2.308206030694028854e-01,4.194628521641538543e-01,7.191680217834221789e-02,-5.906009677499294286e-01,-5.726261719727661070e-01
4.304860972194438640e-01,2.298782414191641865e-01,4.196663228608595864e-01,7.192846922042907265e-02,-5.871201426019374559e-01,-6.054159496382033323e-01
4.320864172834567030e-01,2.289414267324698105e-01,4.198654612636038563e-01,7.193935737666239116e-02,-5.836685797135996445e-01,-5.961867101864325447e-01
4.336867373474694864e-01,2.280101124496556608e-01,4.200603001544891413e-01,7.194947292239983749e-02,-5.802460136852175543e-01,-5.735823799911975440e-01
4.352870574114823254e-01,2.270842524109865090e-01,4.202508720585761970e-01,7.195882208361148447e-02,-5.768521814071485565e-01,-6.260034532112647154e-01
4.368873774754951089e-01,2.261638008566561053e-01,4.204372092438837250e-01,7.196741103687991081e-02,-5.734868220570378261e-01,-5.114859760787461296e-01
4.384876975395078924e-01,2.252487124267869567e-01,4.206193437213884279e-01,7.197524590940014566e-02,-5.701496770970293504e-01,-5.841226917062647406e-01
4.400880176035207314e-01,2.243389421614305490e-01,4.207973072450252316e-01,7.198233277897969629e-02,-5.668404902709677229e-01,-5.814371913254788860e-01
4.416883376675335149e-01,2.234344455005673191e-01,4.209711313116868414e-01,7.198867767403850648e-02,-5.635590076015875027e-01,-5.463364573835132187e-01
4.432886577315462984e-01,2.225351782841065162e-01,4.211408471612241855e-01,7.199428657360899819e-02,-5.603049773876832562e-01,-5.611016142163969267e-01
4.448889777955591374e-01,2.216410967518863129e-01,4.213064857764463045e-01,7.199916540733608539e-02,-5.570781502012773778e-01,-5.926667225753492474e-01
4.464892978595719208e-01,2.207521575436738326e-01,4.214680778831200181e-01,7.200332005547709080e-02,-5.538782788847724792e-01,-5.413397312829202335e-01
4.480896179235847043e-01,2.198683176991650390e-01,4.216256539499704803e-01,7.200675634890184307e-02,-5.507051185480893452e-01,-5.335975618681051413e-01
4.496899379875975433e-01,2.189895346579847635e-01,4.217792441886806243e-01,7.200948006909263510e-02,-5.475584265658054450e-01,-5.565573520353243042e-01
4.512902580516103268e-01,2.181157662162049315e-01,4.219288785759536253e-01,7.201149695345723800e-02,-5.444379623755812858e-01,-5.500699695414217327e-01
4.528905781156231103e-01,2.172469705680341034e-01,4.220745868110063470e-01,7.201281269068218749e-02,-5.413434877251844801e-01,-5.316237957799966329e-01
4.544908981796359493e-01,2.163831063914873343e-01,4.222163982787392467e-01,7.201343291011806647e-02,-5.382747670420366948e-01,-5.564503720403256581e-01
4.560912182436487328e-01,2.155241327179670263e-01,4.223543421344494453e-01,7.201336319732280777e-02,-5.352315667827111101e-01,-5.264637954985729174e-01
4.576915383076615162e-01,2.146700089293897551e-01,4.224884473055274259e-01,7.201260909440779234e-02,-5.322136554165335376e-01,-5.282276852076436269e-01
4.592918583716743552e-01,2.138206947581861306e-01,4.226187424914568114e-01,7.201117610003784919e-02,-5.292208034229700653e-01,-5.427194557384884543e-01
4.608921784356871387e-01,2.129761502873010470e-01,4.227452561638143647e-01,7.200906966943119991e-02,-5.262527832890082635e-01,-5.540948207652451885e-01
4.624924984996999222e-01,2.121363359501933776e-01,4.228680165662703216e-01,7.200629521435950031e-02,-5.233093695065258455e-01,-5.278214861217476184e-01
4.640928185637127612e-01,2.113012125308362243e-01,4.229870517145879472e-01,7.200285810314786816e-02,-5.203903385696562189e-01,-5.378987837348595535e-01
4.656931386277255447e-01,2.104707411637168901e-01,4.231023893966238680e-01,7.199876366067481381e-02,-5.174954689721444900e-01,-4.974672644585412251e-01
4.672934586917383282e-01,2.096448833338366569e-01,4.232140571723280176e-01,7.199401716837228182e-02,-5.146245412046980272e-01,-5.117428338346995398e-01
4.688937787557511672e-01,2.088236008767110075e-01,4.233220823737433580e-01,7.198862386422566484e-02,-5.117773377523295864e-01,-4.961356473011316326e-01
4.704940988197639506e-01,2.080068559783696813e-01,4.234264921050063246e-01,7.198258894277377584e-02,-5.089536430916985488e-01,-5.062612043848093712e-01
4.720944188837767341e-01,2.071946111753563968e-01,4.235273132423464371e-01,7.197591755510883427e-02,-5.061532436884430552e-01,-5.008952213467424697e-01
