t,N,experienced_mate_abundance,unmated_fraction,mating_type_fraction,dN_dt
1.544308861772354380e+00,1.979969178514469945e+02,4.280213214215002893e+01,9.128417678196862894e-01,5.761718126212471702e-01,2.665212797979918946e-01
1.552310462092418408e+00,1.979990123826620163e+02,4.305029652934680229e+01,9.122130543290617455e-01,5.760220869772368912e-01,2.571458213472794796e-01
1.560312062412482437e+00,1.980010373541049091e+02,4.329806738363467389e+01,9.115821514333045661e-01,5.758722117009044128e-01,2.490969643007971968e-01
1.568313662732546465e+00,1.980030022082552250e+02,4.354544523611819073e+01,9.109490812205075505e-01,5.757221928489829610e-01,2.422042903558150329e-01
1.576315263052610494e+00,1.980049155891795465e+02,4.379243062580602697e+01,9.103138656318874311e-01,5.755720364104528475e-01,2.363116650592047563e-01
1.584316863372674522e+00,1.980067853425313729e+02,4.403902409961099806e+01,9.096765264617849844e-01,5.754217483065416916e-01,2.312772488049716912e-01
1.592318463692738550e+00,1.980086183961140307e+02,4.428522621369086210e+01,9.090370853586399180e-01,5.752713343911917132e-01,2.269756568565526322e-01
1.600320064012802579e+00,1.980104199481359331e+02,4.453103754255397462e+01,9.083955638277190214e-01,5.751208004522081474e-01,2.233125817992629436e-01
1.608321664332866607e+00,1.980121942921605580e+02,4.477645866978765099e+01,9.077519832301170766e-01,5.749701522111327900e-01,2.202099627980160790e-01
1.616323264652930636e+00,1.980139454290866468e+02,4.502149018118846158e+01,9.071063647852469769e-01,5.748193953248231791e-01,2.175949777976171617e-01
1.624324864972994664e+00,1.980156770714189918e+02,4.526613266471438379e+01,9.064587295709821690e-01,5.746685353855292000e-01,2.153999702548148321e-01
1.632326465293058693e+00,1.980173926432683515e+02,4.551038671048481632e+01,9.058090985236574300e-01,5.745175779208934186e-01,2.135624526286292735e-01
1.640328065613122721e+00,1.980190952054241222e+02,4.575425291162284935e+01,9.051574924390781707e-01,5.743665283944693334e-01,2.120264592250293845e-01
1.648329665933186750e+00,1.980207868582950255e+02,4.599773187095229332e+01,9.045039319756454921e-01,5.742153922072384953e-01,2.107533048431022848e-01
1.656331266253250556e+00,1.980224692247362839e+02,4.624082419557102952e+01,9.038484376520663499e-01,5.740641746966237413e-01,2.097128972757857923e-01
1.664332866573314584e+00,1.980241438562254075e+02,4.648353049230541956e+01,9.031910298513753377e-01,5.739128811388032325e-01,2.088764242279665950e-01
1.672334466893378613e+00,1.980258122334744826e+02,4.672585136770423730e+01,9.025317288212897360e-01,5.737615167489010792e-01,2.082163430963248629e-01
1.680336067213442641e+00,1.980274757664303138e+02,4.696778742803870443e+01,9.018705546742101786e-01,5.736100866809878962e-01,2.077063817761626296e-01
1.688337667533506670e+00,1.980291357942742536e+02,4.720933927930247620e+01,9.012075273872197645e-01,5.734585960280802475e-01,2.073215394615033347e-01
1.696339267853570698e+00,1.980307935282976928e+02,4.745050752785540737e+01,9.005426668034050008e-01,5.733070498228525214e-01,2.070391170629548583e-01
1.704340868173634727e+00,1.980324496264053380e+02,4.769129278519658044e+01,8.998759926356374450e-01,5.731554530396743008e-01,2.068463890764817847e-01
1.712342468493698755e+00,1.980341045367374306e+02,4.793169566409563487e+01,8.992075244618352725e-01,5.730038105921844149e-01,2.067344142731997181e-01
1.720344068813762783e+00,1.980357587162983748e+02,4.817171677616344283e+01,8.985372817309843496e-01,5.728521273366342648e-01,2.066940953269522652e-01
1.728345669133826812e+00,1.980374126255553904e+02,4.841135673191462274e+01,8.978652837637586259e-01,5.727004080722247759e-01,2.067162760934238008e-01
1.736347269453890840e+00,1.980390667284384847e+02,4.865061614076753216e+01,8.971915497525202454e-01,5.725486575411069534e-01,2.067917415673932169e-01
1.744348869773954869e+00,1.980407214923403956e+02,4.888949561104425356e+01,8.965160987613196575e-01,5.723968804283814382e-01,2.069112178438317073e-01
1.752350470094018897e+00,1.980423773881166767e+02,4.912799574997060148e+01,8.958389497258951728e-01,5.722450813620987287e-01,2.070653720722432922e-01
1.760352070414082926e+00,1.980440348778241741e+02,4.936611716381550963e+01,8.951601214543186691e-01,5.720932649136193371e-01,2.072450336084017408e-01
1.768353670734146732e+00,1.980456941447884844e+02,4.960386046093123014e+01,8.944796326339884418e-01,5.719414356015776191e-01,2.074460645017452975e-01
1.776355271054210760e+00,1.980473551976321858e+02,4.984122625055071154e+01,8.937975018221319123e-01,5.717895978867237883e-01,2.076674855340598924e-01
1.784356871374274789e+00,1.980490180767845629e+02,5.007821514050358047e+01,8.931137474527407472e-01,5.716377561757698400e-01,2.079077504743978011e-01
1.792358471694338817e+00,1.980506828423199011e+02,5.031482773736196634e+01,8.924283878392874625e-01,5.714859148228970120e-01,2.081649651143351321e-01
1.800360072014402846e+00,1.980523495739576276e+02,5.055106464644048003e+01,8.917414411747246472e-01,5.713340781297555626e-01,2.084368870457566914e-01
1.808361672334466874e+00,1.980540183710621989e+02,5.078692647179624942e+01,8.910529255314851849e-01,5.711822503454653255e-01,2.087209254427975225e-01
1.816363272654530903e+00,1.980556893526431281e+02,5.102241381622891936e+01,8.903628588614824757e-01,5.710304356666150438e-01,2.090141408417593993e-01
1.824364872974594931e+00,1.980573626573549859e+02,5.125752728128060198e+01,8.896712589961101036e-01,5.708786382372625923e-01,2.093132449228320979e-01
1.832366473294658960e+00,1.980590384434974283e+02,5.149226746723593351e+01,8.889781436462419473e-01,5.707268621489353100e-01,2.096146002920846740e-01
1.840368073614722988e+00,1.980607168724669691e+02,5.172663497331329552e+01,8.882835304040398450e-01,5.705751114416677261e-01,2.099145190832913954e-01
1.848369673934787016e+00,1.980623979065139224e+02,5.196063039995244992e+01,8.875874367525586894e-01,5.704233901096852355e-01,2.102129159501231470e-01
1.856371274254851045e+00,1.980640814307089386e+02,5.219425434738253955e+01,8.868898800479810829e-01,5.702717020913833368e-01,2.105111074224907952e-01
1.864372874574915073e+00,1.980657673587963359e+02,5.242750741448831775e+01,8.861908775316827969e-01,5.701200512760702388e-01,2.108098993841807101e-01
1.872374474894979102e+00,1.980674556250509113e+02,5.266039019891199047e+01,8.854904463331236819e-01,5.699684415056071041e-01,2.111097337647791505e-01
1.880376075215042908e+00,1.980691461842777699e+02,5.289290329705318783e+01,8.847886034698481117e-01,5.698168765744083819e-01,2.114106883159010408e-01
1.888377675535106937e+00,1.980708390118123816e+02,5.312504730406901388e+01,8.840853658474843169e-01,5.696653602294416974e-01,2.117124763820612543e-01
1.896379275855170965e+00,1.980725341035206668e+02,5.335682281387401105e+01,8.833807502597446071e-01,5.695138961702279623e-01,2.120144466685829343e-01
1.904380876175234993e+00,1.980742314757989107e+02,5.358823041914016017e+01,8.826747733884257041e-01,5.693624880488410422e-01,2.123155830199365823e-01
1.912382476495299022e+00,1.980759311655737918e+02,5.381927071129688755e+01,8.819674518034081867e-01,5.692111394699083116e-01,2.126145041917553158e-01
1.920384076815363050e+00,1.980776332303022969e+02,5.404994428053106503e+01,8.812588019626569347e-01,5.690598539906098763e-01,2.129094636282289343e-01
1.928385677135427079e+00,1.980793377479719197e+02,5.428025171578703123e+01,8.805488402122209068e-01,5.689086351206793513e-01,2.131983492353839438e-01
1.936387277455491107e+00,1.980810448034193598e+02,5.451019360493162225e+01,8.798375827897038093e-01,5.687574863244483359e-01,2.134789304407433974e-01
1.944388877775555136e+00,1.980827543253082865e+02,5.473977053660983216e+01,8.791250458370908349e-01,5.686064110286944695e-01,2.137518064412802232e-01
1.952390478095619164e+00,1.980844661587564985e+02,5.496898309932674920e+01,8.784112453726529157e-01,5.684554126062910662e-01,2.140190952625644627e-01
1.960392078415683192e+00,1.980861801717851165e+02,5.519783188033427734e+01,8.776961973086573332e-01,5.683044943862796128e-01,2.142825076391261518e-01
1.968393678735747221e+00,1.980878962546753428e+02,5.542631746565101736e+01,8.769799174546769605e-01,5.681536596557914542e-01,2.145433582340388057e-01
1.976395279055811249e+00,1.980896143199685469e+02,5.565444044006227386e+01,8.762624215175894848e-01,5.680029116600475714e-01,2.148025653935334844e-01
1.984396879375875278e+00,1.980913343024661515e+02,5.588220138712005536e+01,8.755437251015778521e-01,5.678522536023585809e-01,2.150606509091801399e-01
1.992398479695939084e+00,1.980930561592297749e+02,5.610960088914305999e+01,8.748238437081300445e-01,5.677016886441248467e-01,2.153177397727574771e-01
2.000400080016003113e+00,1.980947798695811173e+02,5.633663952721671109e+01,8.741027927360394134e-01,5.675512199048365902e-01,2.155735599404096092e-01
2.008401680336067141e+00,1.980965054351020456e+02,5.656331788119311454e+01,8.733805874814042358e-01,5.674008504620735582e-01,2.158274420915375913e-01
2.016403280656131169e+00,1.980982328796344802e+02,5.678963652969107301e+01,8.726572431376281580e-01,5.672505833515052442e-01,2.160783193936879343e-01
2.024404880976195198e+00,1.980999622492805372e+02,5.701559605009611431e+01,8.719327747954198626e-01,5.671004215668909998e-01,2.163247272657429221e-01
2.032406481296259226e+00,1.981016936124023857e+02,5.724119701856044884e+01,8.712071974427930687e-01,5.669503680600795903e-01,2.165648031448910160e-01
2.040408081616323255e+00,1.981034270596223905e+02,5.746644001000299085e+01,8.704805259650668647e-01,5.668004257410097502e-01,2.167962862510819377e-01
2.048409681936387283e+00,1.981051626772366490e+02,5.769132559842305596e+01,8.697527751498248527e-01,5.666505974807035662e-01,2.170169987264216616e-01
2.056411282256451312e+00,1.981069003373141300e+02,5.791585435927888170e+01,8.690239597017551665e-01,5.665008861206164426e-01,2.172286477659781667e-01
2.064412882576515340e+00,1.981086398588196005e+02,5.814002686756505511e+01,8.682940942081924796e-01,5.663512944520043835e-01,2.174339100160409544e-01
2.072414482896579369e+00,1.981103810912157428e+02,5.836384369696878593e+01,8.675631931597199697e-01,5.662018252278481212e-01,2.176349160536474869e-01
2.080416083216643397e+00,1.981121239085263710e+02,5.858730541994843577e+01,8.668312709534121696e-01,5.660524811647795751e-01,2.178333574982289633e-01
2.088417683536707425e+00,1.981138682093364309e+02,5.881041260773351809e+01,8.660983418928352995e-01,5.659032649430814077e-01,2.180304867502300681e-01
2.096419283856771454e+00,1.981156139167919150e+02,5.903316583032471243e+01,8.653644201880472675e-01,5.657541792066876907e-01,2.182271167367275666e-01
2.104420884176835482e+00,1.981173609785999474e+02,5.925556565649385732e+01,8.646295199555976696e-01,5.656052265631832388e-01,2.184236206528282764e-01
2.112422484496899511e+00,1.981191093670287842e+02,5.947761265378395024e+01,8.638936552185273454e-01,5.654564095838039428e-01,2.186199317083605820e-01
2.120424084816963539e+00,1.981208590789076993e+02,5.969930738850914764e+01,8.631568399063690444e-01,5.653077308034365478e-01,2.188155428749922748e-01
2.128425685137027568e+00,1.981226101356271556e+02,5.992065042575475786e+01,8.624190878551472039e-01,5.651591927206192079e-01,2.190095066332276019e-01
2.136427285457091596e+00,1.981243625831386623e+02,6.014164232937725529e+01,8.616804128073775049e-01,5.650107977975405982e-01,2.192004347235112505e-01
2.144428885777155624e+00,1.981261164919548605e+02,6.036228366200425910e+01,8.609408284120675381e-01,5.648625484600408031e-01,2.193864978974744417e-01
2.152430486097219653e+00,1.981278719571494946e+02,6.058257498503456873e+01,8.602003482247163602e-01,5.647144470976107611e-01,2.195654256713837071e-01
2.160432086417283681e+00,1.981296290983573556e+02,6.080251685863812838e+01,8.594589857073147154e-01,5.645664960633922647e-01,2.197345060809468009e-01
2.168433686737347266e+00,1.981313879979272770e+02,6.102210984246687531e+01,8.587167542348248528e-01,5.644186976781220277e-01,2.198917072973358700e-01
2.176435287057411294e+00,1.981331484396797862e+02,6.124135449858859914e+01,8.579736671070221643e-01,5.642710542377872285e-01,2.200404179884003497e-01
2.184436887377475323e+00,1.981349102399561843e+02,6.146025138768634122e+01,8.572297375158898225e-01,5.641235679938386705e-01,2.201834438070875422e-01
2.192438487697539351e+00,1.981366732518422680e+02,6.167880106910018156e+01,8.564849785663113391e-01,5.639762411652560203e-01,2.203229293569251013e-01
2.200440088017603379e+00,1.981384373533716428e+02,6.189700410096644845e+01,8.557394032781526771e-01,5.638290759397925900e-01,2.204605718604994991e-01
2.208441688337667408e+00,1.981402024475256667e+02,6.211486104021777521e+01,8.549930245862625844e-01,5.636820744739752254e-01,2.205976209028079893e-01
2.216443288657731436e+00,1.981419684622334216e+02,6.233237244258303633e+01,8.542458553404723709e-01,5.635352388931046397e-01,2.207348781818936345e-01
2.224444888977795465e+00,1.981437353503717702e+02,6.254953886258739004e+01,8.534979083055956872e-01,5.633885712912548582e-01,2.208726972578176628e-01
2.232446489297859493e+00,1.981455030897653558e+02,6.276636085355227124e+01,8.527491961614289684e-01,5.632420737312736625e-01,2.210109833038345073e-01
2.240448089617923522e+00,1.981472716831865455e+02,6.298283896759536304e+01,8.519997315027511009e-01,5.630957482447824791e-01,2.211491928595066270e-01
2.248449689937987550e+00,1.981490411583554589e+02,6.319897375563063235e+01,8.512495268393237557e-01,5.629495968321762689e-01,2.212863335876775750e-01
2.256451290258051579e+00,1.981508115679400248e+02,6.341476576736832982e+01,8.504985945958907223e-01,5.628036214626236378e-01,2.214209640265849544e-01
2.264452890578115607e+00,1.981525829895558672e+02,6.363021555131494722e+01,8.497469471121787965e-01,5.626578240740669479e-01,2.215511933539033862e-01
2.272454490898179635e+00,1.981543555257663911e+02,6.384532365477327431e+01,8.489945966428972257e-01,5.625122065732218735e-01,2.216746811422112273e-01
2.280456091218243664e+00,1.981561293040828389e+02,6.406009062384235619e+01,8.482415553577375977e-01,5.623667708355779560e-01,2.217886371211648111e-01
2.288457691538307692e+00,1.981579044124383415e+02,6.427451700415507219e+01,8.474878353469932346e-01,5.622215187087707955e-01,2.218909932709465238e-01
2.296459291858371721e+00,1.981596806247871996e+02,6.448860334395435245e+01,8.467334486327909859e-01,5.620764520197466529e-01,2.219853907228284129e-01
2.304460892178435749e+00,1.981614577610974663e+02,6.470235018998107535e+01,8.459784071393785521e-01,5.619315725569938857e-01,2.220746407566238645e-01
2.312462492498499778e+00,1.981632356802496417e+02,6.491575808763708721e+01,8.452227227115981512e-01,5.617868820811202646e-01,2.221608525351257413e-01
2.320464092818563806e+00,1.981650142656580442e+02,6.512882758115306103e+01,8.444664071168942465e-01,5.616423823260346948e-01,2.222456940355073129e-01
2.328465693138627834e+00,1.981667934252707255e+02,6.534155921358845376e+01,8.437094720453132135e-01,5.614980749989474385e-01,2.223303918094430287e-01
2.336467293458691863e+00,1.981685730915694421e+02,6.555395352683152055e+01,8.429519291095038946e-01,5.613539617803703363e-01,2.224157307476701817e-01
2.344468893778755891e+00,1.981703532215696839e+02,6.576601106159935739e+01,8.421937898447172666e-01,5.612100443241161418e-01,2.225020538418860383e-01
2.352470494098819920e+00,1.981721337968206740e+02,6.597773235743784426e+01,8.414350657088063290e-01,5.610663242572992981e-01,2.225892619519385107e-01
2.360472094418883948e+00,1.981739148234053687e+02,6.618911795272168774e+01,8.406757680822263268e-01,5.609228031803354941e-01,2.226768135724341846e-01
2.368473694738947977e+00,1.981756963319405145e+02,6.640016838465437843e+01,8.399159082680347499e-01,5.607794826669418864e-01,2.227637245993534520e-01
2.376475295059012005e+00,1.981774783775764774e+02,6.661088418926824772e+01,8.391554974918912224e-01,5.606363642641366551e-01,2.228485681070466740e-01
