A,D,H,P_dist,S
1.071221898499200975e+01,2.139123481143464645e+01,1.522045971871182779e+01,4.970192015801581320e+00,3.039680444302595319e+01
1.440996512844403128e+02,2.453945702292615749e+02,6.075847998851791054e+00,3.701727620510693484e+00,6.883094886484558472e+00
2.349534909060767840e-01,2.937784613577159121e+02,3.396259536828631909e+00,7.279821211641740453e-01,1.355764063693075672e-01
2.065541919628477530e+01,2.038768643195740538e+02,1.679195064414122385e+01,4.666909495293354304e+00,6.769855147302388687e+00
6.150915901750164672e-01,1.144369725586724513e+02,4.947625480126294661e+00,4.976308176918355919e+00,1.944227405350297255e+00
1.708232606081166125e+02,2.229278835181634406e+02,3.927600540781226446e+00,3.718635864526675494e+00,8.569588383420846611e+00
9.023689530037692919e+00,2.990743357182731188e+02,6.619373071211631654e+00,6.377344506818649617e-02,2.048257270594052493e+00
9.011173123401364364e+02,1.414937604041516295e+02,2.581582074818529193e+00,4.605854656418413740e+00,2.745700222343326047e+01
5.392290719858887638e-01,2.880858877514365091e+01,1.748734358982602188e+01,4.653961932186384765e+00,4.042596033241085074e+00
7.113389024440451749e+02,1.775984735509190955e+02,9.300299464660124471e+00,6.047076765275782861e-01,2.071082384421471545e+01
1.598336239474182037e+02,2.568397414885719172e+02,3.077098222963108309e+00,4.308800206134763222e+00,5.900404022369990287e+00
8.414764891615115872e+00,2.075822778775663267e+02,9.841869455152245649e+00,4.902512632152802752e+00,4.859039800502400475e+00
1.795296799727600217e+02,2.380324294294816809e+02,8.312900010796365535e+00,1.163985386444983838e+00,8.059809913025793193e+00
2.578669128451086223e+01,1.412363228835302777e+02,9.118146708569806691e+00,1.679546058991547408e+00,1.262487514494936036e+01
4.173344689906366511e+01,2.323996252909079203e+02,5.021593089038711710e-02,4.872067891238068604e+00,4.484076556400217406e+00
4.516094809881250285e+02,1.861541528599916262e+02,6.483670114134147511e+00,6.053422540178399203e-01,1.646355863317335633e+01
1.824238703740860279e-01,5.263708291674858231e+01,1.676565988193857848e+01,2.505938002573419698e+00,9.406475550784240136e-01
2.187523946278315066e+02,2.495983866157905595e+02,1.107775704627837143e+01,1.093785665149838326e+00,7.750252703303104340e+00
3.367124074105607434e+00,1.035907713216177228e+02,1.517638023619595877e+01,3.422347606921547492e+00,9.869576308459215852e+00
2.005314362806703610e+00,2.023957290923167704e+02,1.004238899247152972e+01,1.345878495062305946e+00,2.894537586675407503e+00
9.464705056805288450e+02,1.287056218672585715e+02,3.434418126265856852e+00,4.396923465225034633e+00,3.229708060294171901e+01
1.332790867773427408e+02,2.761210649604454943e+02,1.921587270146016824e+00,3.126593141894347117e+00,4.461971977062585637e+00
8.752670009108003413e+00,1.125626885242640043e+02,4.543537429559352248e+00,4.098172051509301639e+00,1.141420723016089589e+01
4.903583620541932753e+00,4.391177005979546522e+01,1.492019720933570071e+01,2.892423799644985749e+00,1.980882919200980652e+01
3.236798196823275475e+02,1.145993400167164395e+02,9.205034368723662652e+00,2.634554797877867838e+00,3.102872792031832816e+01
2.224638704534813161e-01,5.447322266788658141e+01,5.076929592372185773e+00,1.262296517413777908e+00,1.197970201031772541e+00
6.818283071271800111e+01,2.608001795820609345e+02,4.179773883105283971e+00,2.795620248183517731e+00,4.714141335492072926e+00
1.434228984033073004e+02,1.280934976568596255e+02,1.701256321675906236e+01,1.558784818007555195e+00,2.330017890332349850e+01
1.573205727526447504e+02,1.503119717308021279e+02,1.365478056149953723e+01,3.919117280092778266e+00,1.899157975582368962e+01
1.946018205820808422e+00,2.459834708762330138e+02,9.721173074119127122e-02,2.273348984220384228e+00,1.364585428639474740e+00
1.536585501188016281e+02,2.678507146684618192e+02,1.940294188038422263e+01,2.872724072055030220e+00,6.157328937132284352e+00
7.967347645747049345e-01,2.024601438470580206e+02,1.554963042263944928e+01,9.148049118076040376e-02,1.653417311844818771e+00
2.813402065319021261e+00,1.740860593183749927e+02,1.618065244452342455e+01,3.165541251091443797e+00,4.638956565331309179e+00
4.675116620762671538e+00,1.935599136273336853e+02,1.865437336011037672e+00,3.011043725564033657e+00,3.950462453554008491e+00
1.464333286044511873e+01,2.458655861633235986e+02,1.302377772874926620e+01,8.254148284095258470e-01,4.074070078415617857e+00
2.821335036619567194e-01,1.041265468842629360e+02,7.505852138645923155e+00,2.076175726113465014e+00,9.729503650249152757e-01
4.244154670175418254e+00,2.526613715696632028e+02,8.616677764951298002e+00,4.234497397898891791e+00,2.461664968587163660e+00
1.002773296723389745e-01,2.973464785970537037e+02,8.239039662593185653e+00,3.527135943137753582e+00,3.802158457556318455e-02
9.495610792603510220e+01,1.166407583336511209e+02,8.465329664332186255e+00,2.772122427940409972e-01,2.223577516254546893e+01
2.555663373626943837e+02,2.392677865765375032e+02,9.569359918801390030e-01,1.763980730086939230e-01,7.171185955840944537e+00
3.595230310174181709e-01,2.470960869786831040e+02,2.229690363662368835e+00,1.882581707066122156e-03,4.148379858352511107e-01
6.533457600761616391e+01,1.407867421501844376e+02,1.724656056525435588e+01,3.097947462298527022e+00,1.690162465004608094e+01
1.924918531630620464e+02,2.384190670732374144e+02,9.726406264001097313e-01,5.665207494989948911e-01,6.738031146577855068e+00
8.458888326641026651e+02,1.649440100497056960e+01,1.367746150957355589e+01,4.278686203297726642e+00,9.763382230465576583e+01
2.372259800314724600e+02,2.997768578307357146e+01,1.830333858072621567e+01,4.475435298859219202e+00,6.482079327543824832e+01
4.970796018182880083e+00,1.092465066718452071e+01,1.201911075581179666e+01,2.102288871416948979e+00,2.588674668676526025e+01
8.293824361060613910e+02,2.578562366020033778e+02,7.128786081601610647e+00,3.148324808449932455e+00,9.606679676151678393e+00
7.869327492182571859e+02,1.186590003850553074e+02,2.720503353638412669e+00,7.278433743730056138e-01,3.315799287051494559e+01
1.034446219578756931e+01,2.201838378935778735e+02,1.635565612945352854e+01,1.915829619940001560e+00,4.790777811933969232e+00
1.032253001455859760e+02,8.876462272986265134e+01,8.507866114504414767e+00,4.430772035053808899e+00,2.939047416809193081e+01
4.522209423936390635e+02,2.569343711015494023e+02,1.061496304185386563e+01,2.560645542455511681e+00,8.622852913717208523e+00
8.027647386064172608e+00,9.191286884248484057e+01,1.015846649432821280e+01,1.238583509061385701e+00,1.480685373692582729e+01
2.851970075831752638e+02,2.066736743164923951e+02,1.763771133103671218e+01,3.022333006769423847e+00,1.301569573224671039e+01
6.401389663524896889e+01,2.721104904478261801e+02,1.453427723487474132e+01,1.460513213288431977e+00,4.645285217657626475e+00
1.498638977839175768e+00,1.249336117541388660e+02,1.197573951114401325e+01,2.572319521926224706e+00,4.822918943537620962e+00
1.176546455843838146e+02,2.543328389096494959e+02,1.925395251341727132e+01,4.978925350767231528e+00,6.564864559753773143e+00
1.917516649009477447e+01,2.093137053026083265e+02,1.557085426413080853e+01,4.857754141933081193e+00,6.259788175852649239e+00
2.373452877881346013e-01,3.129525996398302468e+01,6.604171780765597077e+00,1.350451853139697622e+00,1.606225593945927566e+00
3.677237710591231501e+00,1.235989794284475778e+02,8.607495126104570460e+00,4.515586819244990835e+00,8.078996945637083371e+00
1.972259486101924641e-01,2.404898397669078349e+02,1.082317360520235283e+01,1.680597740133787932e-01,2.437555700953895066e-01
8.029118227270783947e+00,2.858602003793852191e+02,1.489558333102014842e+01,2.745531734109004418e+00,2.313186104414026723e+00
5.177956916869629111e+00,7.237269090712750597e+01,9.850289406327330965e+00,8.903964773755429496e-01,1.561141912492195871e+01
4.953928930660862484e+00,8.036361773824468457e+01,1.594542129754998250e+01,3.061179792540416056e+00,1.438789393777013714e+01
2.214121322789560864e+01,4.738855810173192573e-01,3.825518556191223052e+00,1.039894200826770199e+00,3.893709113938927402e+01
3.095726898271710104e-01,2.078062369830172997e+02,1.613277499663262304e+01,3.795242698570013840e+00,3.948885757059988899e-01
5.433449560884062066e+02,1.716216975071841659e+02,1.549133390066181448e+01,2.005600623403456240e+00,2.132204851108017252e+01
5.447557114880877549e+01,2.203292576521685362e+02,7.653187199919402772e+00,3.814372645285045049e+00,7.010514410594943513e+00
1.972992496426369087e+02,8.175628485437524517e+00,2.706131881941431505e+00,4.820335225745165708e+00,6.212506342684687155e+01
3.865493337415900328e+02,1.993211105087663668e+02,1.419709988770541997e+01,1.739049375029662503e+00,1.487894844117585080e+01
2.154171062911294143e+01,2.099665772295225850e+02,1.529179541487023108e+01,3.728456756654186854e+00,6.420065170802821797e+00
1.448347865457818295e-01,2.757154578378588212e+02,4.711585393208384431e+00,4.337735709194647349e+00,6.893086574363534169e-02
7.013701789259729935e+01,1.248944418571925574e+01,1.332068971129163337e+01,3.355061381905620976e+00,5.362959313192378374e+01
1.888440983524954220e+01,1.867635449861589052e+02,1.178191048531058094e+01,1.965517338526571178e+00,7.645611869971675745e+00
2.012931002067735733e+02,2.844415617034586603e+02,1.318776566218027213e+01,2.445888096476251938e+00,5.460453621205177299e+00
1.344751055698292674e+01,1.865573218848180943e+02,1.223379051940923645e+01,6.205509413342619185e-01,7.087285719108423088e+00
1.790508476901642041e+02,7.038802147077880988e+01,6.031373118597218586e+00,2.509964623554817642e+00,3.875283893013472891e+01
9.728394472127351946e+02,1.226403494335604307e+02,1.610293090952729855e+01,1.070941509612173270e+00,3.954800629172409998e+01
2.524755026311590544e+00,2.237450859999573538e+02,1.064998116563591068e+01,3.870122860133522913e+00,2.597642407441698165e+00
4.831542010262079301e-01,2.623865996858413610e+02,1.127755354895847617e+01,3.195131853142233247e+00,3.940492823184836291e-01
3.687221248206619340e+00,1.548359674044109227e+02,1.930046113416264930e+01,7.777520165869483693e-01,6.717884060033727067e+00
1.028489730152824535e+02,1.855019416149802112e+02,6.278368411583419295e+00,2.604915256131252299e+00,1.136800892496244586e+01
5.713677549976051040e+00,2.899174662707490029e+02,3.882847816900629745e+00,3.254536624417669888e+00,1.767378508568100193e+00
2.256942203755249921e+01,1.962501902515927839e+02,4.463302400985213580e+00,4.950049649062982837e+00,6.661160566960450780e+00
3.231721203527628261e-01,1.379470348658104513e+02,8.721095612481841286e+00,1.352496048028661413e+00,8.991002655285461609e-01
8.025905534243078421e+01,3.139295387355180011e+01,2.038757760225355931e+00,2.243370487906093835e+00,4.003647263008073764e+01
1.319257608259895465e+00,2.279944676313122045e+02,7.347389484335900001e+00,6.275492255847336942e-01,1.700792323755966340e+00
5.787223322353276522e-01,2.719182675695257672e+02,7.232156248888268024e+00,1.277992116614543150e+00,4.710701061064825890e-01
2.830088354857383592e+02,1.227561636785120811e+02,2.644697439461305422e+00,3.724084269602864872e+00,2.459969789476001623e+01
1.809886266000969002e+01,9.709206847423595832e+01,7.150619004275844404e+00,1.621895149684232651e-01,1.733043681204637210e+01
8.669534304193899032e+00,3.756772806549223276e+01,9.003376244693296115e+00,2.187169130382695226e+00,2.419457539100861965e+01
3.938175454255285217e+02,1.299641252816029464e+02,1.716961196200199602e+00,3.091415970939256574e+00,2.400164712798432731e+01
2.208257653148749111e-01,2.928728277994962923e+02,1.381797041043950003e+01,2.850402059800666299e-01,1.623650826115471402e-01
6.090007133804088824e+01,1.789114025814747038e+02,1.521175364394366447e+01,2.390886395991997926e-02,1.148939993928495440e+01
2.050827626083548072e+00,1.330261754731526480e+02,1.016179611071723166e+01,2.578781603489246343e+00,5.550782939757146650e+00
5.030822561855315955e-01,1.009546153197116158e+00,1.517631634508094685e+01,4.956303935574779551e-01,5.921191524038644793e+00
5.002586420358731090e+01,1.500403761851180491e+02,8.172874492326140938e+00,1.882513959935289138e+00,1.365076206659556135e+01
2.826752620525092130e+00,8.957200395982324892e+01,6.104953690567094249e+00,3.521485838654309086e-01,1.043119424670924111e+01
2.087292583422615255e+00,6.494038656249705355e+01,4.189965661484649218e+00,2.661236968672992198e+00,9.727028639832191459e+00
5.952659772396881408e+02,1.024045745599132573e+02,5.905553550291109843e+00,2.744449582228430939e-01,3.893776077197267682e+01
6.268929166569859879e-01,2.378522085855307751e+02,5.476428857831900920e+00,2.972439820388883547e-01,8.058968542846594030e-01
1.118651041598507589e+01,1.790106359986069151e+02,1.791837839830841972e+01,1.033194395796797060e+00,7.405817160222477824e+00
1.247535183688935623e-01,9.424789683967532028e+01,1.262067034455584746e+01,4.621736877707272040e-01,5.269781560241419971e-01
4.502693283971980209e-01,2.509605857821493942e+02,1.792650260216593594e+01,4.543688299364597505e+00,4.043648523682914497e-01
3.417235697856243064e+02,1.653467473413066671e+02,1.023704127151066068e+00,3.020485962093926169e+00,1.587429489942277527e+01
1.435457018319284543e+02,1.971302752736907564e+02,1.616974603182362813e+01,5.241706741589391427e-01,1.196472864021863991e+01
1.687881527542154814e+01,1.169227178932833056e+02,7.197539026806709650e-01,3.257566874385360745e+00,1.136149117272220899e+01
7.759139927615653631e-01,2.476306632113657997e+02,5.453396574067809865e+00,4.992449615206727920e+00,7.022308291381879064e-01
1.702120610460938011e+01,1.548000638157655828e+02,9.234328273469117221e+00,4.578712719228230199e+00,9.868245878024588080e+00
1.118371534114101090e-01,1.217772965294321068e+02,1.782392494446209241e+01,3.464667251018689775e+00,2.556355670732879393e-01
7.111717942177780571e+01,1.015644204309489851e+02,1.961712215215634103e+00,2.916461521066550766e+00,2.059109090107917339e+01
7.362117122198881702e+01,2.014376568782072354e+02,1.371442577932322671e+01,3.807169649809559075e+00,9.553681542375585423e+00
3.838663951185581169e+01,2.743085941830789238e+02,1.113256411900485254e+01,4.752232314282086811e+00,3.893760615933019587e+00
2.788397836516103467e+01,2.886658013145732298e+02,8.584372149315731448e+00,1.937370077873261653e+00,3.050586070235637770e+00
1.971813022443221486e-01,8.906340591620072189e+01,4.715927113582532471e+00,3.131594955928850510e+00,6.456745962787706627e-01
9.674396354272560838e-01,1.809959455168024363e+02,6.782065570025570977e+00,1.460051711254954476e+00,1.899588514020427166e+00
1.983865351129154675e+01,6.378659809875992437e+01,7.828627076437150833e+00,2.859184413127366042e+00,2.386292067089101820e+01
3.773523544894073378e+00,2.667041379834624308e+02,1.929317375986449079e+01,4.583225646794933716e+00,2.165452782583350722e+00
9.291651540287274429e+02,2.811380970772310661e+02,1.022393259811897881e+00,3.989728005341830919e+00,6.593623914309001854e+00
4.954290057308775204e+02,1.831988226953259868e+02,1.903039401854028512e+01,2.399852729187093470e+00,1.886891593586454974e+01
4.055380514298003169e-01,2.516576400045896946e+02,5.234174422947206473e+00,2.805955982589817488e+00,3.367687229247021685e-01
2.290036321521711216e+01,2.395407013697391463e+01,7.209213262605440597e-01,1.258613604079428239e+00,2.863610307747452310e+01
6.093410329047945595e+01,2.044245993479067351e+02,1.099838750426198786e+01,2.953596360670496246e-01,8.741008687641881991e+00
3.517010437666363010e-01,2.288052642219858797e+02,1.444117340742612754e+01,1.555103432159111732e+00,4.204544527663121589e-01
1.779846661922410922e+00,2.709771301990676307e+02,1.328840119786750051e+01,1.409080291988353384e+00,1.392057271124636619e+00
7.305860706556275375e+01,2.548058883698856221e+02,1.859784916351226514e+01,3.038027525895623526e+00,5.777803045657878833e+00
4.021910238143369156e+02,1.874926349429126162e+02,1.195725304139089928e+01,1.070649758453697808e+00,1.664786989685389074e+01
