t,E,L,C,D,dC_dt
1.152230446089217875e+00,1.380601624162091090e-01,1.638060162416208332e+00,1.778744902797084193e-01,1.840653473040825550e-01,-9.923445686322604486e-02
1.158231646329265674e+00,1.377063946357578172e-01,1.637706394635757068e+00,1.772798413385616445e-01,1.850137640256806215e-01,-9.894187314653707377e-02
1.164232846569313695e+00,1.373536454555934760e-01,1.637353645455592810e+00,1.766869551645835756e-01,1.859593993798230316e-01,-9.864696434454653384e-02
1.170234046809361717e+00,1.370019031396222386e-01,1.637001903139621461e+00,1.760958455037322512e-01,1.869022513566456212e-01,-9.834984165965826586e-02
1.176235247049409738e+00,1.366511565678087126e-01,1.636651156567807908e+00,1.755065252173818868e-01,1.878423182148095116e-01,-9.805061177904728087e-02
1.182236447289457759e+00,1.363013950238056993e-01,1.636301395023805005e+00,1.749190065650834680e-01,1.887795984111109437e-01,-9.774937819362652935e-02
1.188237647529505780e+00,1.359526081503728556e-01,1.635952608150372134e+00,1.743333012634835366e-01,1.897140905861436910e-01,-9.744624148193117841e-02
1.194238847769553802e+00,1.356047859493766661e-01,1.635604785949375861e+00,1.737494204863242742e-01,1.906457935642991430e-01,-9.714129932036577597e-02
1.200240048009601823e+00,1.352579187817904427e-01,1.635257918781789721e+00,1.731673748644435018e-01,1.915747063537661388e-01,-9.683464649320697171e-02
1.206241248249649844e+00,1.349119973676943807e-01,1.634911997367693770e+00,1.725871744857745971e-01,1.925008281465311055e-01,-9.652637490236792850e-02
1.212242448489697866e+00,1.345670127862754750e-01,1.634567012786274809e+00,1.720088288953465494e-01,1.934241583183780588e-01,-9.621657357693436108e-02
1.218243648729745887e+00,1.342229564758275484e-01,1.634222956475826827e+00,1.714323470952839878e-01,1.943446964288885470e-01,-9.590532868247653164e-02
1.224244848969793908e+00,1.338798202337513066e-01,1.633879820233750557e+00,1.708577375448071534e-01,1.952624422214416511e-01,-9.559272353014611201e-02
1.230246049209841930e+00,1.335375962165542552e-01,1.633537596216553478e+00,1.702850081602318433e-01,1.961773956232140126e-01,-9.527883858556215890e-02
1.236247249449889951e+00,1.331962769398507551e-01,1.633196276939850033e+00,1.697141663149694946e-01,1.970895567451798336e-01,-9.496375147749394618e-02
1.242248449689937972e+00,1.328558552783620506e-01,1.632855855278361412e+00,1.691452188395271838e-01,1.979989258821108489e-01,-9.464753700634678801e-02
1.248249649929985994e+00,1.325163244659161577e-01,1.632516324465915325e+00,1.685781720215075719e-01,1.989055035125763815e-01,-9.433026715245523830e-02
1.254250850170034015e+00,1.321776779983067363e-01,1.632177677998306153e+00,1.680130317354301683e-01,1.998092902662632064e-01,-9.401201168277192877e-02
1.260252050410082036e+00,1.318399092132246098e-01,1.631839909213223860e+00,1.674498040005476251e-01,2.007102867862278761e-01,-9.369284073706349303e-02
1.266253250650129836e+00,1.315030118974919726e-01,1.631503011897491362e+00,1.668884941691917145e-01,2.016084939333164239e-01,-9.337282109269104402e-02
1.272254450890177857e+00,1.311669801089628551e-01,1.631166980108962106e+00,1.663291071702928670e-01,2.025039127207443890e-01,-9.305201728444018050e-02
1.278255651130225878e+00,1.308318081314360504e-01,1.630831808131435468e+00,1.657716475699370362e-01,2.033965442986270244e-01,-9.273049189022758432e-02
1.284256851370273900e+00,1.304974904746553088e-01,1.630497490474654532e+00,1.652161195713654773e-01,2.042863899539793526e-01,-9.240830553798268232e-02
1.290258051610321921e+00,1.301640218743091160e-01,1.630164021874308533e+00,1.646625270149748577e-01,2.051734511107161374e-01,-9.208551691237903958e-02
1.296259251850369942e+00,1.298313972920308590e-01,1.629831397292030193e+00,1.641108733783173401e-01,2.060577293296519119e-01,-9.176218276141567820e-02
1.302260452090417964e+00,1.294996119153987990e-01,1.629499611915398161e+00,1.635611617761003334e-01,2.069392263085009787e-01,-9.143835790285437248e-02
1.308261652330465985e+00,1.291686611579359323e-01,1.629168661157935238e+00,1.630133949601867971e-01,2.078179438818773817e-01,-9.111409523051783310e-02
1.314262852570514006e+00,1.288385406591101845e-01,1.628838540659109491e+00,1.624675753195949923e-01,2.086938840212949620e-01,-9.078944572044922445e-02
1.320264052810562028e+00,1.285092462843342720e-01,1.628509246284333578e+00,1.619237048804985923e-01,2.095670488351672467e-01,-9.046445843694148059e-02
1.326265253050610049e+00,1.281807740513098981e-01,1.628180774051309232e+00,1.613817854077940761e-01,2.104374405408961091e-01,-9.013918100027126790e-02
1.332266453290658070e+00,1.278531199746574254e-01,1.627853119974656648e+00,1.608418186109957237e-01,2.113050614143469619e-01,-8.981366054373915442e-02
1.338267653530706092e+00,1.275262802719968613e-01,1.627526280271996084e+00,1.603038058626377327e-01,2.121699138653654892e-01,-8.948794243371430146e-02
1.344268853770754113e+00,1.272002513149579905e-01,1.627200251314957269e+00,1.597677482735949395e-01,2.130320004114471533e-01,-8.916207060326170053e-02
1.350270054010802134e+00,1.268750296257829258e-01,1.626875029625782121e+00,1.592336466978881704e-01,2.138913236763289871e-01,-8.883608757901062525e-02
1.356271254250850156e+00,1.265506118773263300e-01,1.626550611877325636e+00,1.587015017326840471e-01,2.147478863899897061e-01,-8.851003448627925430e-02
1.362272454490898177e+00,1.262269948930552499e-01,1.626226994893054556e+00,1.581713137182951812e-01,2.156016913886496522e-01,-8.818395105409504442e-02
1.368273654730946198e+00,1.259041756470491991e-01,1.625904175647048477e+00,1.576430827381800071e-01,2.164527416147708772e-01,-8.785787562010591301e-02
1.374274854970993998e+00,1.255821512640001025e-01,1.625582151263999409e+00,1.571168086189429769e-01,2.173010401170570038e-01,-8.753184513539316591e-02
1.380276055211042019e+00,1.252609190192123800e-01,1.625260919019211769e+00,1.565924909303343104e-01,2.181465900504533928e-01,-8.720589516917995332e-02
1.386277255451090040e+00,1.249404763386028627e-01,1.624940476338602169e+00,1.560701289852502172e-01,2.189893946761470034e-01,-8.688005991344754930e-02
1.392278455691138062e+00,1.246208207986858746e-01,1.624620820798685195e+00,1.555497218397540460e-01,2.198294573615601488e-01,-8.655437218754838402e-02
1.398279655931186083e+00,1.243019500066838007e-01,1.624301950006683093e+00,1.550312684593536383e-01,2.206667815339626304e-01,-8.622886419621988985e-02
1.404280856171234104e+00,1.239838615457607152e-01,1.623983861545760021e+00,1.545147677857950097e-01,2.215013706684443306e-01,-8.590356785285532815e-02
1.410282056411282126e+00,1.236665531376194838e-01,1.623666553137618651e+00,1.540002185193578843e-01,2.223332283430227152e-01,-8.557851378268727105e-02
1.416283256651330147e+00,1.233500226035207925e-01,1.623350022603520015e+00,1.534876191782902910e-01,2.231623582181889720e-01,-8.525373158653559713e-02
1.422284456891378168e+00,1.230342678642833004e-01,1.623034267864282620e+00,1.529769680988086744e-01,2.239887640369081223e-01,-8.492924984478961159e-02
1.428285657131426190e+00,1.227192869402834730e-01,1.622719286940282668e+00,1.524682634350977839e-01,2.248124496246187987e-01,-8.460509612130867607e-02
1.434286857371474211e+00,1.224050779514557069e-01,1.622405077951454944e+00,1.519615031593108401e-01,2.256334188892335224e-01,-8.428129696724576125e-02
1.440288057611522232e+00,1.220916391172922888e-01,1.622091639117291484e+00,1.514566850615693405e-01,2.264516758211384539e-01,-8.395787792479311729e-02
1.446289257851570254e+00,1.217789687568433671e-01,1.621778968756842687e+00,1.509538067499631431e-01,2.272672244931935592e-01,-8.363486353085550218e-02
1.452290458091618275e+00,1.214670652887169938e-01,1.621467065288716203e+00,1.504528656505505491e-01,2.280800690607325265e-01,-8.331227732064949709e-02
1.458291658331666296e+00,1.211559272310790969e-01,1.621155927231078264e+00,1.499538590073581645e-01,2.288902137615628218e-01,-8.299014183123251676e-02
1.464292858571714318e+00,1.208455531610260897e-01,1.620845553161025299e+00,1.494567839399769393e-01,2.296976628989970404e-01,-8.266847886353106967e-02
1.470294058811762339e+00,1.205359415748987334e-01,1.620535941574898109e+00,1.489616376326073355e-01,2.305024207924939728e-01,-8.234731034999648314e-02
1.476295259051810360e+00,1.202270910355865419e-01,1.620227091035585820e+00,1.484684171279940235e-01,2.313044918364195179e-01,-8.202665742767881185e-02
1.482296459291858159e+00,1.199190001749124851e-01,1.619919000174911750e+00,1.479771193341487268e-01,2.321038804909388575e-01,-8.170654045389780240e-02
1.488297659531906181e+00,1.196116676907142823e-01,1.619611667690713519e+00,1.474877410287294688e-01,2.329005912805563183e-01,-8.138697902863156752e-02
1.494298859771954202e+00,1.193050923468444158e-01,1.619305092346843722e+00,1.470002788590404896e-01,2.336946287941151779e-01,-8.106799199760655883e-02
1.500300060012002223e+00,1.189992729731701449e-01,1.618999272973169479e+00,1.465147293420323571e-01,2.344859976847975813e-01,-8.074959745532800381e-02
1.506301260252050245e+00,1.186942084655734919e-01,1.618694208465572881e+00,1.460310888643018001e-01,2.352747026701247912e-01,-8.043181274805288883e-02
1.512302460492098266e+00,1.183898977859512008e-01,1.618389897785950549e+00,1.455493536820919032e-01,2.360607485319569654e-01,-8.011465447670712559e-02
1.518303660732146287e+00,1.180863399622148341e-01,1.618086339962214071e+00,1.450695199212919395e-01,2.368441401164933235e-01,-7.979813849974617956e-02
1.524304860972194309e+00,1.177835340882906479e-01,1.617783534088290009e+00,1.445915835774374825e-01,2.376248823342719529e-01,-7.948227993596299057e-02
1.530306061212242330e+00,1.174814792943845443e-01,1.617481479294383906e+00,1.441155405585267946e-01,2.384029801470887444e-01,-7.916709335816268789e-02
1.536307261452290351e+00,1.171801746217388251e-01,1.617180174621738020e+00,1.436413868556610796e-01,2.391784385226001508e-01,-7.885259357322160767e-02
1.542308461692338373e+00,1.168796191373570742e-01,1.616879619137356450e+00,1.431691183803792400e-01,2.399512624822637552e-01,-7.853879489481621623e-02
1.548309661932386394e+00,1.165798119539292743e-01,1.616579811953928525e+00,1.426987309472092791e-01,2.407214570988615299e-01,-7.822571104893769056e-02
1.554310862172434415e+00,1.162807522277447270e-01,1.616280752227744033e+00,1.422302202769749058e-01,2.414890274952804505e-01,-7.791335519065781257e-02
1.560312062412482437e+00,1.159824391586920939e-01,1.615982439158691442e+00,1.417635819967954791e-01,2.422539788445124964e-01,-7.760173990661806132e-02
1.566313262652530458e+00,1.156848719902593969e-01,1.615684871990258786e+00,1.412988116400860361e-01,2.430163163696546502e-01,-7.729087721747360251e-02
1.572314462892578479e+00,1.153880500095339490e-01,1.615388050009533227e+00,1.408359046465572639e-01,2.437760453439088704e-01,-7.698077858029303555e-02
1.578315663132626501e+00,1.150919725472024785e-01,1.615091972547201715e+00,1.403748563622154999e-01,2.445331710905820910e-01,-7.667145489091387045e-02
1.584316863372674522e+00,1.147966389775510188e-01,1.614796638977550325e+00,1.399156620393627593e-01,2.452876989830862775e-01,-7.636291648625698203e-02
1.590318063612722543e+00,1.145020487184649355e-01,1.614502048718464255e+00,1.394583168365967629e-01,2.460396344449383710e-01,-7.605517314659804295e-02
1.596319263852770343e+00,1.142082011965001032e-01,1.614208201196499326e+00,1.390028158694353311e-01,2.467889829340646213e-01,-7.574823432281718727e-02
1.602320464092818364e+00,1.139150957425283522e-01,1.613915095742527672e+00,1.385491543511025991e-01,2.475357499063691180e-01,-7.544210978186996486e-02
1.608321664332866385e+00,1.136227317001970993e-01,1.613622731700196322e+00,1.380973274405521423e-01,2.482799408592508417e-01,-7.513680892440113834e-02
1.614322864572914407e+00,1.133311084423144210e-01,1.613331108442313644e+00,1.376473302284750289e-01,2.490215613292106334e-01,-7.483234070819302919e-02
1.620324064812962428e+00,1.130402253702167403e-01,1.613040225370216074e+00,1.371991577383263050e-01,2.497606168914570379e-01,-7.452871365461763431e-02
1.626325265053010449e+00,1.127500819137687432e-01,1.612750081913768119e+00,1.367528049263249112e-01,2.504971131599064149e-01,-7.422593585067310817e-02
1.632326465293058471e+00,1.124606775313634205e-01,1.612460677531362796e+00,1.363082666814537380e-01,2.512310557871829109e-01,-7.392401495098691044e-02
1.638327665533106492e+00,1.121720117099220537e-01,1.612172011709921415e+00,1.358655378254595703e-01,2.519624504646184593e-01,-7.362295817978312118e-02
1.644328865773154513e+00,1.118840839648942431e-01,1.611884083964893577e+00,1.354246131128531427e-01,2.526913029222527252e-01,-7.332277233281606077e-02
1.650330066013202535e+00,1.115968938402578381e-01,1.611596893840257172e+00,1.349854872309091125e-01,2.534176189288331327e-01,-7.302346377927126930e-02
1.656331266253250556e+00,1.113104409085190344e-01,1.611310440908518382e+00,1.345481547996661142e-01,2.541414042918149208e-01,-7.272503846363309599e-02
1.662332466493298577e+00,1.110247247225152334e-01,1.611024724722514678e+00,1.341126104418152165e-01,2.548626648356696056e-01,-7.242750221790206222e-02
1.668333666733346599e+00,1.107397447415976455e-01,1.610739744741596979e+00,1.336788488789002471e-01,2.555814063795021629e-01,-7.213086120861009198e-02
1.674334866973394620e+00,1.104555004343643759e-01,1.610455500434363696e+00,1.332468647911232706e-01,2.562976347745124506e-01,-7.183512130113345329e-02
1.680336067213442641e+00,1.101719912878584839e-01,1.610171991287857818e+00,1.328166528107795619e-01,2.570113559013620375e-01,-7.154028802095316331e-02
1.686337267453490663e+00,1.098892168075662062e-01,1.609889216807565582e+00,1.323882075222605481e-01,2.577225756701733150e-01,-7.124636655538965635e-02
1.692338467693538684e+00,1.096071765174169710e-01,1.609607176517416471e+00,1.319615234620536703e-01,2.584313000205294419e-01,-7.095336175529490252e-02
1.698339667933586705e+00,1.093258699597833700e-01,1.609325869959782773e+00,1.315365951187425497e-01,2.591375349214741775e-01,-7.066127813671804758e-02
1.704340868173634505e+00,1.090452966954812003e-01,1.609045296695480687e+00,1.311134169330068211e-01,2.598412863715120480e-01,-7.037011988254229800e-02
1.710342068413682526e+00,1.087654563037694228e-01,1.608765456303768770e+00,1.306919832976222440e-01,2.605425603986084027e-01,-7.007989084409671499e-02
1.716343268653730547e+00,1.084863483823501756e-01,1.608486348382349496e+00,1.302722885574606471e-01,2.612413630601892467e-01,-6.979059454274030849e-02
1.722344468893778568e+00,1.082079725467674364e-01,1.608207972546766840e+00,1.298543270104379199e-01,2.619377004427947409e-01,-6.950223417550210891e-02
1.728345669133826590e+00,1.079303283669010710e-01,1.607930328366900419e+00,1.294380929990329721e-01,2.626315786340660541e-01,-6.921481302373866384e-02
1.734346869373874611e+00,1.076534153307525388e-01,1.607653415330752011e+00,1.290235809527425503e-01,2.633230037165049664e-01,-6.892833465959161132e-02
1.740348069613922632e+00,1.073772329334812259e-01,1.607377232933480560e+00,1.286107852701666721e-01,2.640119817963521576e-01,-6.864280240544456957e-02
1.746349269853970654e+00,1.071017806820317025e-01,1.607101780682031134e+00,1.281997003162343163e-01,2.646985190017340783e-01,-6.835821931654922912e-02
1.752350470094018675e+00,1.068270580951337367e-01,1.606827058095133154e+00,1.277903204222032574e-01,2.653826214826630614e-01,-6.807458818247391630e-02
1.758351670334066696e+00,1.065530647033022804e-01,1.606553064703301725e+00,1.273826398856602315e-01,2.660642954110375435e-01,-6.779191152853047964e-02
1.764352870574114718e+00,1.062798000488374972e-01,1.606279800048836970e+00,1.269766529705207703e-01,2.667435469806417880e-01,-6.751019161717783379e-02
1.770354070814162739e+00,1.060072636858247486e-01,1.606007263685824027e+00,1.265723539070293113e-01,2.674203824071460511e-01,-6.722943044940404844e-02
1.776355271054210760e+00,1.057354551801345660e-01,1.605735455180133942e+00,1.261697368917591433e-01,2.680948079281063601e-01,-6.694962976608739846e-02
