t,Ca,S,h,dCa_dt,dCa_dt_noisy
2.533896421426983903e+00,4.663895095648937228e-01,1.416861885420789724e+00,4.298135276292680551e-01,-1.709404359840509813e-01,-2.351601273219858512e-01
2.547232718381862604e+00,4.641229091304421850e-01,1.418200242962335711e+00,4.293051865085624197e-01,-1.689718924950644185e-01,-1.536516093130600724e-01
2.560569015336741749e+00,4.618826519613134507e-01,1.419517100054195069e+00,4.288297972023974447e-01,-1.669899063431580788e-01,-1.784997593820906170e-01
2.573905312291620451e+00,4.596689116541123887e-01,1.420812247712875065e+00,4.283870976257000418e-01,-1.649952789302371881e-01,-1.826428210483435899e-01
2.587241609246499152e+00,4.574818515027213595e-01,1.422085486264899279e+00,4.279768142132273634e-01,-1.629888193441000888e-01,-2.091447471365415200e-01
2.600577906201378298e+00,4.553216244983002148e-01,1.423336625346806716e+00,4.275986619195673022e-01,-1.609713440168459853e-01,-1.949031540495682058e-01
2.613914203156256999e+00,4.531883730302093127e-01,1.424565484208775823e+00,4.272523442965174834e-01,-1.589436756399944251e-01,-1.036288538920913660e-01
2.627250500111136144e+00,4.510822270924894073e-01,1.425771893407050017e+00,4.269375528036214451e-01,-1.569066408001675017e-01,-9.015558915874827273e-02
2.640586797066014846e+00,4.490033052637298350e-01,1.426955693901673650e+00,4.266539673662201881e-01,-1.548610703693821256e-01,-1.297191668248298124e-01
2.653923094020893547e+00,4.469517154196826492e-01,1.428116736500475437e+00,4.264012576842680646e-01,-1.528077978248038316e-01,-1.550846287501151943e-01
2.667259390975772693e+00,4.449275547316932644e-01,1.429254881864020721e+00,4.261790832627513348e-01,-1.507476588310321663e-01,-1.946428279899572455e-01
2.680595687930651394e+00,4.429309096667007339e-01,1.430370000505610140e+00,4.259870934116881114e-01,-1.486814908869727447e-01,-1.127938069298866364e-01
2.693931984885530095e+00,4.409618559392516346e-01,1.431461972846153508e+00,4.258249273530316792e-01,-1.466101326712577479e-01,-6.606332294150901729e-02
2.707268281840409241e+00,4.390204572342316092e-01,1.432530690454901556e+00,4.256922143374307077e-01,-1.445344211009415847e-01,-2.252596188150314815e-01
2.720604578795287942e+00,4.371067651152112932e-01,1.433576056105378749e+00,4.255885732105739727e-01,-1.424551917060782047e-01,-8.374222659766805688e-02
2.733940875750166644e+00,4.352208204511664458e-01,1.434597982565525287e+00,4.255136144389852770e-01,-1.403732769162581440e-01,-2.486567595902731131e-01
2.747277172705045789e+00,4.333626534937663477e-01,1.435596392542539235e+00,4.254669403487462143e-01,-1.382895054194161477e-01,-1.552899592368363335e-01
2.760613469659924490e+00,4.315322838773744674e-01,1.436571218682876516e+00,4.254481451254966129e-01,-1.362047018627574047e-01,-1.169734712560371592e-01
2.773949766614803636e+00,4.297297206216891818e-01,1.437522403571157792e+00,4.254568148368807479e-01,-1.341196865248771575e-01,-2.023690412584243370e-01
2.787286063569682337e+00,4.279549616262869893e-01,1.438449900253519820e+00,4.254925281037022500e-01,-1.320352728206735937e-01,-2.078848091307095580e-01
2.800622360524561039e+00,4.262079925925525425e-01,1.439353673212918405e+00,4.255548552686995167e-01,-1.299522667296779954e-01,-1.206685782564412696e-01
2.813958657479440184e+00,4.244887887810077642e-01,1.440233696821976439e+00,4.256433603161175472e-01,-1.278714659976966650e-01,-8.403571445023960695e-02
2.827294954434318885e+00,4.227973154077725448e-01,1.441089955015172563e+00,4.257576016463889279e-01,-1.257936591283889405e-01,-1.495663116003667359e-01
2.840631251389197587e+00,4.211335276445645204e-01,1.441922441288841616e+00,4.258971320761340551e-01,-1.237196251852525908e-01,-5.652502454779481655e-02
2.853967548344076732e+00,4.194973706186992390e-01,1.442731158701173744e+00,4.260614988381610235e-01,-1.216501336096692670e-01,-1.606462369246756117e-01
2.867303845298955434e+00,4.178887793763435554e-01,1.443516119933631270e+00,4.262502440970393769e-01,-1.195859430048843847e-01,-3.186837279142910873e-02
2.880640142253834135e+00,4.163076777092489800e-01,1.444277348397192462e+00,4.264629049050531195e-01,-1.175277990101817605e-01,-1.115075485699509317e-01
2.893976439208713280e+00,4.147539792212641685e-01,1.445014877261194597e+00,4.266990137985774978e-01,-1.154764349320213657e-01,-1.037112696417012703e-01
2.907312736163591982e+00,4.132275884545126843e-01,1.445728748478043446e+00,4.269581004606656238e-01,-1.134325704574492000e-01,-8.268578533231997485e-02
2.920649033118471127e+00,4.117284008975578558e-01,1.446419012776533064e+00,4.272396917407443317e-01,-1.113969115538813448e-01,-9.534556871950991552e-02
2.933985330073349829e+00,4.102563029854031651e-01,1.447085729661846010e+00,4.275433116546146772e-01,-1.093701504096915161e-01,-1.708113515951599493e-02
2.947321627028228530e+00,4.088111721516655139e-01,1.447728967374568132e+00,4.278684815666712327e-01,-1.073529651396570861e-01,2.971188030759824850e-03
2.960657923983107676e+00,4.073928763255658669e-01,1.448348803395151929e+00,4.282147209083935202e-01,-1.053460175396651322e-01,-7.804012756901045067e-02
2.973994220937986377e+00,4.060012736496888541e-01,1.448945324690041447e+00,4.285815466512022387e-01,-1.033499535948350506e-01,-1.116351923339790331e-01
2.987330517892865078e+00,4.046362143440496717e-01,1.449518626053040382e+00,4.289684753334633838e-01,-1.013654029182376182e-01,-1.601704378709459808e-01
3.000666814847744224e+00,4.032975408726332534e-01,1.450068809960246341e+00,4.293750233158355467e-01,-9.939297859597036322e-02,-1.371117149187175976e-01
3.014003111802622925e+00,4.019850879433946034e-01,1.450595986570052176e+00,4.298007067812695259e-01,-9.743327723929290363e-02,-9.697086778870581125e-02
3.027339408757501626e+00,4.006986825110867567e-01,1.451100273720671741e+00,4.302450417396140314e-01,-9.548687904750043087e-02,-1.005538219007927198e-01
3.040675705712380772e+00,3.994381439002013812e-01,1.451581796843052885e+00,4.307075447571622195e-01,-9.355434674592841282e-02,-9.573802667664219057e-02
3.054012002667259473e+00,3.982032827550868737e-01,1.452040689930073736e+00,4.311877325068754763e-01,-9.163622472849551615e-02,-9.138380217700423080e-02
3.067348299622138619e+00,3.969939026738658061e-01,1.452477094056329188e+00,4.316851229661759493e-01,-8.973303973894386498e-02,-6.495605363292887569e-02
3.080684596577017320e+00,3.958098009743047374e-01,1.452891156694151364e+00,4.321992362743852234e-01,-8.784530071106270988e-02,-1.553796609713565813e-01
3.094020893531896021e+00,3.946507686938140469e-01,1.453283031713609397e+00,4.327295947327246539e-01,-8.597349890231670289e-02,-1.372472803027473542e-01
3.107357190486775167e+00,3.935165905894478788e-01,1.453652879382508978e+00,4.332757228043152553e-01,-8.411810803695557448e-02,-2.802206451117064678e-02
3.120693487441653868e+00,3.924070452486536076e-01,1.454000866269279602e+00,4.338371473063590278e-01,-8.227958429246638727e-02,-4.036495733469230851e-02
3.134029784396532570e+00,3.913219047292517683e-01,1.454327165596517979e+00,4.344133978512678684e-01,-8.045836504698675173e-02,-1.072474404962086431e-01
3.147366081351411715e+00,3.902609344979353634e-01,1.454631957295576372e+00,4.350040066093749935e-01,-7.865486937993218519e-02,-1.388817035019489221e-02
3.160702378306290417e+00,3.892238951650374146e-01,1.454915426431544923e+00,4.356085096908750565e-01,-7.686949863731692978e-02,-1.106890618733026438e-01
3.174038675261169118e+00,3.882105425923334519e-01,1.455177763106098698e+00,4.362264472554273076e-01,-7.510263658921514929e-02,-8.769224079538820438e-02
3.187374972216048263e+00,3.872206278930414580e-01,1.455419162457496807e+00,4.368573635121556498e-01,-7.335464961016996410e-02,-1.646282028569803213e-01
3.200711269170926965e+00,3.862538974324288832e-01,1.455639824660030168e+00,4.375008067201810458e-01,-7.162588686259965809e-02,-2.926977349434582015e-02
3.214047566125806110e+00,3.853100930572975757e-01,1.455839954721266372e+00,4.381563295826720883e-01,-6.991668015225423194e-02,-7.035423471641964743e-02
3.227383863080684812e+00,3.843889512010083553e-01,1.456019763317713434e+00,4.388234890130554566e-01,-6.822734304711247644e-02,-1.473818727238385140e-02
3.240720160035563513e+00,3.834902042019723845e-01,1.456179465583137711e+00,4.395018467855484889e-01,-6.655817208321015976e-02,-3.109493916199514152e-02
3.254056456990442658e+00,3.826135811390559693e-01,1.456319280343430389e+00,4.401909701072871384e-01,-6.490944730427117282e-02,-5.993589386278160708e-02
3.267392753945321360e+00,3.817588078315805600e-01,1.456439430116607703e+00,4.408904316183264727e-01,-6.328143244266126732e-02,-5.498108477399960003e-02
3.280729050900200061e+00,3.809256068393224726e-01,1.456540141112811160e+00,4.415998093916403411e-01,-6.167437509865799500e-02,-1.570891533231595638e-03
3.294065347855079207e+00,3.801136975135615548e-01,1.456621643187164139e+00,4.423186869663056631e-01,-6.008850694235943340e-02,-6.782910886980503262e-02
3.307401644809957908e+00,3.793227960343821259e-01,1.456684169811628404e+00,4.430466535790036353e-01,-5.852404353548038007e-02,-6.563798282751603930e-02
3.320737941764836609e+00,3.785526147621131043e-01,1.456727958684732371e+00,4.437833039451544170e-01,-5.698118381815394512e-02,-5.297180761101911300e-02
3.334074238719715755e+00,3.778028638963820129e-01,1.456753250193183025e+00,4.445282389685145663e-01,-5.546011174129526072e-02,-1.452329654364760414e-02
3.347410535674594456e+00,3.770732517552434215e-01,1.456760287153086919e+00,4.452810658787558218e-01,-5.396099663552595543e-02,-7.051764842139963962e-03
3.360746832629473602e+00,3.763634847751785029e-01,1.456749314809951734e+00,4.460413982314652692e-01,-5.248399335989890890e-02,4.424086751645815718e-02
3.374083129584352303e+00,3.756732675110955322e-01,1.456720580838684942e+00,4.468088559081448974e-01,-5.102924244537972165e-02,-5.397633942111958183e-02
3.387419426539231004e+00,3.750023027355117167e-01,1.456674335250021990e+00,4.475830651449054787e-01,-4.959687034532264671e-02,1.482640148819459880e-02
3.400755723494110150e+00,3.743502912226637225e-01,1.456610830594591510e+00,4.483636585358704019e-01,-4.818698920740897840e-02,-7.947861040625021911e-02
3.414092020448988851e+00,3.737169315739184428e-01,1.456530322136247335e+00,4.491502750609471795e-01,-4.679969665552176361e-02,-1.504882217703634034e-02
3.427428317403867553e+00,3.731019216390638049e-01,1.456433066517219155e+00,4.499425604585117200e-01,-4.543507757751203552e-02,-3.745171625972473078e-02
3.440764614358746698e+00,3.725049586151580328e-01,1.456319321665048960e+00,4.507401672509475099e-01,-4.409320434592070570e-02,4.450274263002813868e-02
3.454100911313625399e+00,3.719257390465293689e-01,1.456189346792589490e+00,4.515427547446453915e-01,-4.277413691487038511e-02,-1.035721053498506877e-02
3.467437208268504101e+00,3.713639588247760193e-01,1.456043402398004227e+00,4.523499890300040627e-01,-4.147792291040971330e-02,-6.185016209735550580e-02
3.480773505223383246e+00,3.708193132925221569e-01,1.455881750163850796e+00,4.531615429618827684e-01,-4.020459792007025773e-02,-9.180131153099641700e-03
3.494109802178261948e+00,3.702914969450960547e-01,1.455704653236193025e+00,4.539770960473060724e-01,-3.895418528068687186e-02,-1.946184349392089674e-02
3.507446099133141093e+00,3.697802034173402475e-01,1.455512376250719830e+00,4.547963345982055650e-01,-3.772669584708740476e-02,-5.133922192827326814e-02
3.520782396088019794e+00,3.692851266980445857e-01,1.455305184174010336e+00,4.556189518095357660e-01,-3.652212990391434655e-02,-4.897494028771696983e-02
3.534118693042898496e+00,3.688059611890964207e-01,1.455083342246737521e+00,4.564446477584986339e-01,-3.534047731194454867e-02,-8.022499828165355340e-02
3.547454989997777641e+00,3.683424017054809374e-01,1.454847115983669337e+00,4.572731294045438433e-01,-3.418171754966482789e-02,1.060348795105186953e-01
3.560791286952656343e+00,3.678941434752811546e-01,1.454596771173668923e+00,4.581041105893681742e-01,-3.304581974887141338e-02,-2.390075265566156057e-02
3.574127583907535044e+00,3.674608822092051974e-01,1.454332573809624440e+00,4.589373119911803744e-01,-3.193274292008176085e-02,1.919991773997051926e-02
3.587463880862414189e+00,3.670423139164247783e-01,1.454054790252721219e+00,4.597724609162565645e-01,-3.084243604563959018e-02,-8.669196537511118794e-02
3.600800177817292891e+00,3.666381346709728373e-01,1.453763687477034328e+00,4.606092915412038358e-01,-2.977483727653663231e-02,-8.161809430938055110e-02
3.614136474772171592e+00,3.662480417713717129e-01,1.453459531943621208e+00,4.614475447677582332e-01,-2.872987609833685396e-02,-3.392358656815818579e-02
3.627472771727050738e+00,3.658717338337992286e-01,1.453142589508959803e+00,4.622869681958525767e-01,-2.770747353110019490e-02,-3.267104695945265147e-02
3.640809068681929439e+00,3.655089107920886371e-01,1.452813125424948115e+00,4.631273161236161284e-01,-2.670754212393203902e-02,1.590260880257469284e-02
3.654145365636808584e+00,3.651592738977288422e-01,1.452471404338904426e+00,4.639683495473749808e-01,-2.572998594527550753e-02,-7.341630957930203594e-02
3.667481662591687286e+00,3.648225257350893314e-01,1.452117690277744622e+00,4.648098361470653916e-01,-2.477470062007981061e-02,4.729621085178631335e-03
3.680817959546565987e+00,3.644983702735181685e-01,1.451752246574102401e+00,4.656515499628746668e-01,-2.384157397322297922e-02,5.443609854206324372e-02
3.694154256501445133e+00,3.641865122645324693e-01,1.451375336475340339e+00,4.664932716999895534e-01,-2.293048447255480876e-02,-6.611277813401883474e-02
3.707490553456323834e+00,3.638866582564755925e-01,1.450987222146458144e+00,4.673347885112734690e-01,-2.204130324746814140e-02,2.598180301810375931e-02
3.720826850411202535e+00,3.635985168672923318e-01,1.450588164395190116e+00,4.681758938510988677e-01,-2.117389476103959806e-02,-6.666899401886466903e-02
3.734163147366081681e+00,3.633217987845288599e-01,1.450178422672006251e+00,4.690163874753475182e-01,-2.032811677216606744e-02,-4.799924480972245222e-04
3.747499444320960382e+00,3.630562167653327288e-01,1.449758255070111579e+00,4.698560754414101148e-01,-1.950382029564535352e-02,1.205471902364665254e-03
3.760835741275839084e+00,3.628014856364529250e-01,1.449327918325445941e+00,4.706947701081866109e-01,-1.870084956040019009e-02,7.071354623972424258e-02
3.774172038230718229e+00,3.625573223591753158e-01,1.448887667740709206e+00,4.715322899801868139e-01,-1.791904235020742170e-02,-4.991043138445613869e-02
3.787508335185596930e+00,3.623234457189091762e-01,1.448437757471939591e+00,4.723684595055209767e-01,-1.715822980763327676e-02,-6.196900799305057883e-03
3.800844632140476076e+00,3.620995763785153643e-01,1.447978440510386378e+00,4.732031094564254081e-01,-1.641823579179155224e-02,3.830756009549098756e-02
3.814180929095354777e+00,3.618854376501902670e-01,1.447509967887266269e+00,4.740360763853512793e-01,-1.569887905953344653e-02,-7.176022541384151354e-02
3.827517226050233479e+00,3.616807555234045068e-01,1.447032588644046713e+00,4.748672025941568231e-01,-1.499997331201013973e-02,-1.291596655679311430e-02
3.840853523005112624e+00,3.614852586649036081e-01,1.446546549832444795e+00,4.756963361341077778e-01,-1.432132714056946060e-02,-5.529182542062725109e-02
3.854189819959991326e+00,3.612986784187074418e-01,1.446052096514428564e+00,4.765233308058770545e-01,-1.366274397285658498e-02,-4.623360352154509689e-02
3.867526116914870027e+00,3.611207488061106696e-01,1.445549471762215932e+00,4.773480461595449587e-01,-1.302402201930743381e-02,2.359794401823422233e-02
3.880862413869749172e+00,3.609512065800060121e-01,1.445038916578978538e+00,4.781703472068344341e-01,-1.240495482205683508e-02,2.514361575131074389e-02
3.894198710824627874e+00,3.607897908324502745e-01,1.444520670286714381e+00,4.789901044625803350e-01,-1.180533048214240516e-02,1.195999754850637919e-01
3.907535007779506575e+00,3.606362432973235221e-01,1.443994970252226784e+00,4.798071941572072951e-01,-1.122493172091844349e-02,6.014783960718278477e-02
3.920871304734385721e+00,3.604903088484921470e-01,1.443462051344447383e+00,4.806214976152478058e-01,-1.066353774929156006e-02,5.630624490117530634e-02
3.934207601689264422e+00,3.603517355036865433e-01,1.442922145929967925e+00,4.814329012478706926e-01,-1.012092423279743747e-02,-1.595911433281752001e-02
3.947543898644143567e+00,3.602202744245011634e-01,1.442375483873041597e+00,4.822412965528813933e-01,-9.596863238786029759e-03,-2.214275753776408229e-02
