A,B,P,Q,J_net
4.657517755786515501e+00,3.728357998680336571e+00,4.714110516611492052e+00,9.272014440995389961e+00,-3.681786793569940403e-02
5.123951619390818557e+00,8.059107487773433665e-01,7.634127560762355102e+00,9.940980191287131618e+00,-2.442450017785275096e-01
7.917690751352717271e+00,8.198020817565632612e+00,3.107544759431636550e+00,7.429420688611173773e+00,2.903807532651547230e-01
1.018180207681469440e+00,9.794689224804624672e+00,1.781148470730172795e+00,1.541404599905064732e+00,1.515268071581126197e-01
5.829709182902675479e+00,6.827936522545943632e+00,8.412015568849906089e+00,9.340480800680841966e+00,2.338256397728019718e-03
2.052625978229098536e+00,3.876420094436191288e+00,2.549074612662515893e+00,9.953090190298345519e+00,-6.589405926939245761e-02
8.100553842954324679e+00,7.456620156099393881e+00,2.044162267686707057e+00,7.462899011762817558e+00,3.221636237219503984e-01
4.939575757679673274e+00,9.969453078703013560e+00,3.376589670249757980e+00,2.262714212350092624e-01,4.375691265035027144e-01
9.888083800341414431e+00,4.769294093337004270e+00,1.377883127035171906e+00,9.219592219708458103e+00,2.565061442440294548e-01
1.911138914289615354e+00,1.050683429579740480e+00,8.756235076963880815e+00,9.314844625729042704e+00,-3.229612433958958806e-01
9.633889487230245408e+00,5.960749627180329746e+00,4.703648235006761880e+00,1.297321199524605007e+00,4.117406254497525953e-01
8.029078662425229496e+00,8.575711469122873964e+00,1.623163620366738780e+00,8.631424408146830984e+00,3.437301642746476427e-01
4.864478916095158922e+00,6.950215169959689021e+00,4.971725380300362040e+00,9.806975011662549591e+00,5.691785239554927878e-02
8.153987235378391318e+00,7.955070171172895499e+00,4.214885505344200922e+00,2.404691065161068231e+00,3.953505915855446418e-01
6.068204161887051917e+00,4.760798655156500025e+00,4.613482620742054507e+00,3.425501196803263593e+00,2.145243702631854099e-01
6.585698533514665165e+00,7.769187634599961534e+00,1.248568857907416257e-01,9.746694424651376920e+00,3.861243171717991807e-01
9.145538550803150812e+00,6.243087044379723949e+00,3.309416706496403293e+00,1.298577662955323175e+00,4.460666945097227498e-01
7.461771224717848039e-01,1.837023736252703099e+00,8.399001641559596720e+00,5.061757245095370727e+00,-2.788380756547707562e-01
8.366383219188165299e+00,8.336746758321089246e+00,5.583489737907793682e+00,2.265695616996679984e+00,3.761694445855355839e-01
3.879966321665764273e+00,3.518495453613385227e+00,7.612308216916999548e+00,6.876248261704664522e+00,-1.033879502382085286e-01
3.322901599396974159e+00,6.779059060046454199e+00,5.070982551273407246e+00,2.764839420223365707e+00,1.749934184655745906e-01
9.940865034978845216e+00,4.347285521619532744e+00,1.800036972501599219e+00,8.805908461145570243e+00,2.259496126665248017e-01
7.833785970556144562e+00,9.211995143694702293e+00,1.051185698722278294e+00,6.290654420950807513e+00,4.227235384052024925e-01
4.906797873917919439e+00,3.814568721300712451e+00,2.349051027631879229e+00,8.214380661988416321e+00,1.000398025926758222e-01
4.284021124605334130e+00,1.549088411973250423e+00,7.485497618621172577e+00,5.826999123297071925e+00,-1.634461347103668694e-01
8.787536168130781533e+00,3.881778220551642899e+00,4.656492012518213208e+00,5.316418499798178487e+00,1.629625474178874600e-01
9.594672349274521173e-01,1.897616348040257250e+00,2.613080148224232069e+00,2.599347104479280191e+00,-7.060644601393215036e-02
7.113345693447273632e+00,8.706405926208011792e+00,2.168988072137115974e+00,5.635328091403366102e+00,3.635452629735028141e-01
7.912630774680945223e+00,4.327085422676367976e+00,8.521218792295735867e+00,3.186393939654959429e+00,1.546061622534742608e-01
8.012044159189537496e+00,5.060295067116470591e+00,6.859116377942271470e+00,7.859852214583701091e+00,7.149523006734470609e-02
3.290638574924334758e+00,8.217454538915689000e+00,1.481198067168896793e-01,4.601230988756360496e+00,3.879125723245791524e-01
7.986727909185940888e+00,8.939073584059240574e+00,9.704456230790189153e+00,5.787993662668959871e+00,1.690392168682613716e-01
2.330751574569084994e+00,6.781184746952915177e+00,7.797067059206527873e+00,2.811313725379055994e-01,2.008499182167201302e-01
3.686848709797234225e+00,5.844839957506374972e+00,8.109422960039095685e+00,6.367771677161059074e+00,-2.982449715956080744e-02
4.232736310823360881e+00,6.487477149702011836e+00,1.023391481325463648e+00,6.061866576616787405e+00,3.021390016446733329e-01
5.459958837938629017e+00,8.213564343389679223e+00,6.546769975730886593e+00,1.734321360250861144e+00,3.007646937757591510e-01
1.214875288851516189e+00,3.536176047180676907e+00,3.815396808629732295e+00,4.210827937704660684e+00,-8.081848704315106047e-02
4.128783226329130862e+00,8.437825261798884924e+00,4.365255493650892049e+00,8.484304847839807096e+00,1.074590712046045587e-01
1.029768320585367908e-01,9.912433793702772888e+00,4.178324632983627218e+00,7.083729167412752048e+00,-1.471677756472499488e-01
7.469369190839250550e+00,3.949145025010487142e+00,4.290338183844432329e+00,6.488802407322011856e-01,3.756856034728294769e-01
8.533571531119143572e+00,7.995836957025738378e+00,5.736833159806687954e-01,4.492681845572140120e-01,5.742116288858256645e-01
1.475423623289955799e+00,8.254170870296542617e+00,1.203696730012872695e+00,1.037275117799909274e-01,2.788729841251991748e-01
7.067479115741298834e+00,4.745962490956086022e+00,8.637047479800905592e+00,6.233935975351084124e+00,3.847199563162553848e-02
8.228920575106924318e+00,7.967829213416834477e+00,5.814571100680543392e-01,1.221711084008009873e+00,5.486391142952025124e-01
9.820100396430758494e+00,6.443152331640288333e-01,6.870343447238910883e+00,8.571798682529498947e+00,-1.483884755887170115e-01
8.453526567450394325e+00,1.089263630841427855e+00,9.160152597459477519e+00,8.961361891741253416e+00,-1.795010745141508712e-01
4.298654205895727110e+00,4.605134720170891982e-01,6.049459824126839358e+00,4.262531965405559120e+00,-1.877436507507499186e-01
9.798918214245599501e+00,8.609255807866110999e+00,3.628749110392797128e+00,6.333683120730866811e+00,3.351950144455716485e-01
9.742445608038316607e+00,4.015747012706825103e+00,1.446649160051014293e+00,1.541129881258551215e+00,4.144020046543112623e-01
5.086402094085731740e+00,7.366066650488069634e+00,8.196049784079496803e+00,3.893342647481203400e+00,1.424312194554691324e-01
7.559120731980661922e+00,3.029232550085467768e+00,4.311393726679685123e+00,8.872928629406541035e+00,2.707976893703204282e-02
9.146992909964312801e+00,8.578834246351132009e+00,5.354406705717663861e+00,5.170078174061913501e+00,3.027568536370904839e-01
4.813856012490655090e+00,3.133124671801999828e+00,5.128440914692466102e+00,2.552395347941543768e+00,1.301936879839993288e-01
8.651483786861140501e+00,6.920231252444248859e+00,8.830667108863174519e+00,6.084219353403459429e+00,1.457197864938015175e-01
7.045528804012541002e+00,9.079646184778264129e+00,7.294467231262997231e+00,2.991816162311095262e+00,2.895019640469279620e-01
3.009850134148120748e+00,4.222809187886582549e+00,6.027991058016286097e+00,5.193192653413924553e+00,-3.291477488352859831e-02
7.699757472836388672e+00,8.492983684018433621e+00,9.630706494141549001e+00,9.958272194519118159e+00,5.744851187441257778e-02
5.749779380009041319e+00,7.007352274986074825e+00,7.807572860744750542e+00,9.718353201027500887e+00,1.073264348513433553e-02
1.029067018989731741e+00,1.132743578811439944e+00,3.369065031478970962e+00,2.773894669216601105e+00,-1.484797725498896437e-01
3.974666220416175566e+00,4.178766321138770223e+00,4.360710087421762360e+00,9.040861902105081782e+00,-2.762740187460049554e-02
8.300360326382786313e-01,8.036164712307959590e+00,5.457470934575164634e+00,4.327583525464900327e-01,9.156600014138353838e-02
4.814052935848256887e+00,9.533386612519711534e+00,7.473313748854973682e+00,5.536152833535829210e+00,1.345224103298986174e-01
4.342542120614945489e+00,2.488298799935208194e+00,4.975893256132028597e+00,1.862985025203575118e+00,1.234330745658939882e-01
4.295000685407428520e+00,2.751999385362074779e+00,7.992983542287241505e+00,6.161135989230023924e+00,-1.136029726379611804e-01
5.904373500548765641e+00,1.156382241735715438e-01,1.993631685314655400e+00,2.158990517637005446e+00,-4.960039305532774889e-02
1.314637535743127028e+00,6.957605820439571431e+00,8.085723623333148424e+00,7.614580543168627536e+00,-1.558371920466896376e-01
9.344312208572743472e+00,5.763516017737077668e+00,7.768210280827598346e+00,4.071089234338843177e+00,2.126026855004040095e-01
6.872099435942827128e+00,7.370865502521562362e+00,3.888327663960104097e+00,7.652457837664389473e+00,2.127886425215068655e-01
8.255435448088439543e+00,3.697957400194383237e-01,1.439535281561008739e+00,9.644263746975427765e+00,-4.255739444853839232e-02
8.978332199411223513e+00,6.677596646789290880e+00,7.127564444414183242e+00,3.543317762558732209e+00,2.669567485988224576e-01
5.874868464542411850e+00,7.028897048574245687e+00,7.669438730360764289e+00,7.482344378175290522e+00,6.513860274288171825e-02
4.981603869555469299e-01,9.198610108649340589e+00,2.432234769638150329e+00,8.688716704205400987e+00,-7.686094298582586692e-02
7.143719558765804223e+00,5.121516581287354208e-01,6.693741407089358830e+00,6.743021536173129604e+00,-1.768128509596418596e-01
5.733355957207246334e+00,6.263196984543244028e+00,5.932045690228737733e+00,3.991724330282611088e+00,1.896017908761525039e-01
8.276976499486952576e+00,9.486571536214135847e+00,6.627944002779235788e+00,4.942858431022979282e+00,2.759182172345508999e-01
5.368388687396007164e+00,6.256391622198997027e+00,6.155726307107571849e+00,1.328690863841838654e+00,3.001033450039398143e-01
8.151116544105505568e+00,2.422804708535700957e+00,3.085529693705623355e+00,5.069729954638539482e+00,1.269083580874977024e-01
9.970401901417668356e+00,4.147131531307494789e+00,8.070950800216014187e+00,2.220464189032103075e+00,2.384878549452970897e-01
3.570492632542092704e+00,7.483587837998593173e+00,5.371740676989776198e+00,7.762843263064375776e+00,4.153833274046906526e-02
1.793112256204673738e+00,8.758757789632763746e+00,5.682389006734446468e+00,6.426361069221622202e+00,-2.083890967904006297e-02
3.977580514593638039e+00,5.209586924345559922e+00,9.653728261410511990e+00,1.639948992842157782e+00,1.347494824641693179e-01
7.555194899670196307e+00,6.221564073294347352e+00,3.207792363733792840e+00,5.257732207139879321e+00,2.833878763094704878e-01
4.448366425397233925e+00,9.667276386934718246e+00,2.022009669365811835e+00,6.543982516346986245e+00,2.867541282994608975e-01
5.924963083349227055e+00,6.576256278302562208e+00,2.309334688487680864e+00,9.901098305144705236e+00,1.964629449006313200e-01
1.360848872024543299e+00,4.652252150571745126e+00,4.416942328178511623e+00,2.777942175096749455e+00,3.945974359797574209e-03
7.288622758246405375e+00,1.135967477827209304e+00,1.109185091311551297e+00,4.541873566054066558e+00,1.020360934998178898e-01
2.872815778478345017e+00,7.623817431833303182e+00,3.736957794746270434e+00,1.342547466657772803e+00,2.658673459708658648e-01
1.987113847999780525e+00,9.073302829794350544e+00,3.679917343199693214e+00,2.630424390896795472e+00,1.596001656143317682e-01
8.643204985973627075e+00,4.150953401390898634e+00,1.409125232533346317e+00,7.473686853813672926e+00,2.494938279124670477e-01
5.687686929093882071e+00,3.304038259649786813e+00,3.639556407116542935e+00,4.211352396374780649e-01,3.587895447612403643e-01
4.896539529227879051e+00,1.339735026161243736e+00,4.556671241123181559e+00,4.430594878157736893e+00,-5.698100392183270274e-02
8.998355275959996291e+00,4.388816134292897964e+00,9.498957921190988030e-01,6.221003622459727822e+00,3.120732995908359064e-01
9.515231170039260000e-01,9.764803317383378811e+00,6.939895353167552905e+00,6.643796078405319605e-01,8.060212949664526116e-02
6.991929058374838135e+00,6.004076285188665985e+00,7.629818053752114082e+00,1.473395506406415534e-01,3.933903389182374366e-01
3.347024668669565273e+00,4.489863790614037953e+00,5.130089074805029625e+00,5.205987574908707671e+00,1.915240834705170606e-02
1.836556524852302807e+00,1.333150230555048277e-01,7.612276590815069355e+00,1.081348179243806440e+00,-1.734407949837510621e-01
6.780506634676060962e+00,5.051332414108895996e+00,4.145572873701439676e+00,3.827377640671872694e+00,2.421839041799574987e-01
3.691937313543067756e+00,3.055876130674167079e+00,3.121952076830711853e+00,7.972541960535531880e-01,2.767184433990982906e-01
3.365968741689965071e+00,2.243032756562402863e+00,2.174033002434901274e+00,5.369249197972524534e+00,3.560777617996151861e-02
9.442409875768959182e+00,3.479350960477137544e+00,3.023249007394099408e+00,6.434010172812293371e-01,3.938968177663885739e-01
2.073053572726912819e+00,7.949122883322515598e+00,2.810832284626791022e+00,6.885430844369989645e-01,2.659744987708606567e-01
5.170519212593577052e+00,6.007350987954028554e+00,8.969597307162668898e+00,2.145724903677658446e+00,1.806762233622149216e-01
3.377306866463577473e-01,3.210180595709285711e+00,6.347231820555144566e+00,1.015103901786039930e+00,-6.704289716283645673e-02
1.717344102255865979e+00,8.381699330810929993e+00,8.973618788072139196e+00,9.096502832741903077e+00,-1.426178378343471720e-01
8.845845462972263817e+00,5.556442662263119558e+00,6.067335429397777702e-01,6.080562204945974436e+00,3.774445939696203234e-01
7.913550727701495369e+00,6.605299084031795331e+00,8.104024285752695178e+00,1.137857934834699547e+00,3.434485057537864372e-01
5.612671351534503472e+00,3.958449690478349492e+00,4.562781818269321388e-01,6.549982411283014727e+00,2.898253053060992901e-01
2.302288620314466794e+00,8.271811885975072443e+00,2.799431304163566114e+00,9.985050238109321796e+00,4.642084086661067699e-02
5.621701067950933606e+00,5.208402105920264091e+00,4.670992495367213060e+00,9.165851184071895474e+00,5.340166701479543560e-02
2.202506085247643020e-01,4.118650785471259290e+00,8.922842847508736241e+00,6.960041157017005986e+00,-2.823153142328480025e-01
7.158636946285414915e+00,3.451625874221316614e+00,1.071047546531738837e+00,5.874593811711770641e+00,2.534902057074049919e-01
7.195831737580909326e+00,6.747442676980838883e+00,6.888640760764997317e+00,7.638195906622927467e+00,1.107690303510010799e-01
6.495845733306913061e+00,9.152183608041605467e+00,5.610619238907402107e+00,9.509419982278533467e+00,1.448106498910141648e-01
6.152252974324492030e+00,9.625971443380915815e+00,4.349264213911286703e+00,3.935992754189058029e+00,3.155610550276550241e-01
8.297926829829216366e-01,3.039092395234623822e+00,2.434383921223353564e+00,6.300558012739124081e+00,-1.294502203393186612e-01
2.539419093604658340e+00,6.072866202054481022e+00,3.457122457162657536e+00,2.990902388284809810e+00,1.582467276341356088e-01
5.786342676169526023e+00,2.204957737259077621e+00,3.975170402836389894e+00,5.761185137992184124e+00,1.573621084171418494e-02
4.002448983686085704e+00,8.901236553454261013e+00,9.650121011132922533e+00,9.174786780653969132e+00,-3.642586641852036539e-02
9.921029962956305681e+00,9.377557203548624543e+00,6.060846636068895066e-01,7.999661450576825317e+00,4.386123070129875345e-01
9.245079038014294426e+00,6.145561148945757779e+00,9.520045039177441382e+00,4.851708403790445878e+00,1.605080009460577162e-01
1.604878234973116768e+00,8.404702120151460676e+00,2.690916339358867315e+00,5.655792845527838786e+00,7.483921570604787354e-02
5.940609867230354446e+00,8.904843145201392085e-01,4.568560564989693207e-01,2.592054936077268223e+00,1.446690133650494758e-01
6.992529550424220197e+00,6.846011778480922239e+00,5.544201814609684753e+00,6.848120794127582345e-01,4.059029064472882697e-01
1.451779801578772622e+00,7.650573719325533872e+00,7.248380836675933026e+00,3.179104795675041562e+00,-4.282537662487850491e-03
3.194696906301595529e+00,9.042245296569232593e+00,6.677758592944413429e+00,2.889978978136939602e+00,1.549055632028790153e-01
7.187586684562393913e+00,8.508594316206226082e+00,9.305935335938571029e+00,6.115294501273334404e+00,1.382391268096703207e-01
