t,V,m,n,dV_dt,dV_dt_noisy
3.860772154430886172e+00,3.800641091990982545e+01,4.021419820429470993e-01,1.938335829964547286e-01,1.162942775425099828e+00,6.206856879381452696e-01
3.880776155231046243e+00,3.802899036178833114e+01,3.995493689241655377e-01,1.951615844758645413e-01,1.094700497324240240e+00,1.103041014529702712e+00
3.900780156031206314e+00,3.805021369305859480e+01,3.969799104139811741e-01,1.964874637054071504e-01,1.027358279117564832e+00,7.038647792128271963e-01
3.920784156831366385e+00,3.807009885043613195e+01,3.944335429547976557e-01,1.978111914274872929e-01,9.609091550219275302e-01,1.182836754871632090e+00
3.940788157631526456e+00,3.808866363344936445e+01,3.919102005803007382e-01,1.991327390501613503e-01,8.953461399522959496e-01,9.289673137778607925e-01
3.960792158431686527e+00,3.810592570443958493e+01,3.894098149155386657e-01,2.004520786471234162e-01,8.306622331540407522e-01,9.403433235914402388e-01
3.980796159231846598e+00,3.812190258480419658e+01,3.869323159740146179e-01,2.017691828167964829e-01,7.668504344052247124e-01,5.538254886445649339e-01
4.000800160032006225e+00,3.813661164469882436e+01,3.844776315272164791e-01,2.030840247857876313e-01,7.039037435876549509e-01,1.069589791186754901e+00
4.020804160832166296e+00,3.815007011338879295e+01,3.820456869791786780e-01,2.043965784399187080e-01,6.418151567743501928e-01,1.045829830204439315e+00
4.040808161632326367e+00,3.816229508239362644e+01,3.796364062680832596e-01,2.057068181702646215e-01,5.805776798079345102e-01,3.676234712826920159e-01
4.060812162432486438e+00,3.817330350548705553e+01,3.772497118662598847e-01,2.070147188731533971e-01,5.201843308561719947e-01,5.947473552294352261e-01
4.080816163232646510e+00,3.818311219869702455e+01,3.748855247801856638e-01,2.083202559501663165e-01,4.606281427867529032e-01,3.259676571087155583e-01
4.100820164032806581e+00,3.819173784030570573e+01,3.725437645504851569e-01,2.096234053081376669e-01,4.019021653704129005e-01,3.971881779982665006e-01
4.120824164832966652e+00,3.819919697084947785e+01,3.702243492519305956e-01,2.109241433591549642e-01,3.439994673210364784e-01,9.087207147612369473e-02
4.140828165633126723e+00,3.820550599311891204e+01,3.679271954934414945e-01,2.122224470205588409e-01,2.869131381810867687e-01,6.603422410972105139e-01
4.160832166433286794e+00,3.821068117215881443e+01,3.656522184180850954e-01,2.135182937149430749e-01,2.306362900602376698e-01,3.680038784370406879e-02
4.180836167233446865e+00,3.821473863637007184e+01,3.633993318368193282e-01,2.148116613454098822e-01,1.751620605795076724e-01,1.159452975800087521e-01
4.200840168033606936e+00,3.821769437638663192e+01,3.611684487346742412e-01,2.161025281966391376e-01,1.204836221008243058e-01,2.207802083229287726e-01
4.220844168833767007e+00,3.821956423427958072e+01,3.589594802647753657e-01,2.173908731205762279e-01,6.659417417975399545e-02,-6.291796150347170324e-02
4.240848169633927078e+00,3.822036391871439065e+01,3.567723366172949606e-01,2.186766753854545442e-01,1.348694944229089643e-02,-3.437553650416953765e-02
4.260852170434087149e+00,3.822010900677924639e+01,3.546069271683848778e-01,2.199599146489222556e-01,-3.884478412051062257e-02,-1.515727534059035375e-01
4.280856171234247221e+00,3.821881494398510881e+01,3.524631604801769513e-01,2.212405709580425039e-01,-9.040772215393566569e-02,-1.170998731211944782e-01
4.300860172034407292e+00,3.821649704426569372e+01,3.503409443007826640e-01,2.225186247492932090e-01,-1.412085230390869306e-01,-3.753170500591475056e-01
4.320864172834567363e+00,3.821317048997745047e+01,3.482401855642934807e-01,2.237940568485672355e-01,-1.912538070850189342e-01,-2.788514222054790936e-01
4.340868173634727434e+00,3.820885033189958335e+01,3.461607903907805150e-01,2.250668484711722817e-01,-2.405501558082572267e-01,-2.819287407507060639e-01
4.360872174434887505e+00,3.820355148923406574e+01,3.441026640862947517e-01,2.263369812218309352e-01,-2.891041112946397540e-01,-3.558493120554667155e-01
4.380876175235047576e+00,3.819728874960560461e+01,3.420657111428669905e-01,2.276044370946806172e-01,-3.369221756386511224e-01,-3.255841846598921396e-01
4.400880176035207647e+00,3.819007677441842219e+01,3.400498355292159713e-01,2.288691984142062485e-01,-3.840108088430738142e-01,-4.426312527144180553e-01
4.420884176835367718e+00,3.818193008894186846e+01,3.380549404413304426e-01,2.301312478764743208e-01,-4.303764269761456429e-01,-2.797341452882694535e-01
4.440888177635526901e+00,3.817286308297444464e+01,3.360809281903330281e-01,2.313905685805349166e-01,-4.760254039688043282e-01,-5.406645891259702630e-01
4.460892178435686972e+00,3.816289002356466398e+01,3.341277007096715712e-01,2.326471439328250956e-01,-5.209640703321252175e-01,-5.482939895913020445e-01
4.480896179235847043e+00,3.815202505504165487e+01,3.321951595564879289e-01,2.339009576469017193e-01,-5.651987129261106801e-01,-6.981549801252812104e-01
4.500900180036007114e+00,3.814028219901516792e+01,3.302832059116172503e-01,2.351519937434417007e-01,-6.087355747852905008e-01,-7.140385428083378949e-01
4.520904180836167185e+00,3.812767535437557598e+01,3.283917405795884203e-01,2.364002365502419767e-01,-6.515808549929091864e-01,-9.044794131568516526e-01
4.540908181636327257e+00,3.811421829729385991e+01,3.265206639886238382e-01,2.376456707022194803e-01,-6.937407086004745427e-01,-5.899837244248816726e-01
4.560912182436487328e+00,3.809992468122163700e+01,3.246698761906394726e-01,2.388882811414111407e-01,-7.352212465895180404e-01,-9.637248501200164075e-01
4.580916183236647399e+00,3.808480803689113259e+01,3.228392768612449171e-01,2.401280531169738830e-01,-7.760285358725322880e-01,-9.251998155101972543e-01
4.600920184036807470e+00,3.806888177311865462e+01,3.210287653217173132e-01,2.413649721803373116e-01,-8.161685993943437190e-01,-7.443196689921027787e-01
4.620924184836967541e+00,3.805215918338989667e+01,3.192382407380831011e-01,2.425990241353888632e-01,-8.556474163010947542e-01,-7.751327431121882716e-01
4.640928185637127612e+00,3.803465342808054572e+01,3.174676016697700054e-01,2.438301951332792761e-01,-8.944709199857157067e-01,-9.744938701867299491e-01
4.660932186437287683e+00,3.801637754927485702e+01,3.157167464527385614e-01,2.450584716017563391e-01,-9.326450000730681644e-01,-1.336498162170828508e+00
4.680936187237447754e+00,3.799734447563839979e+01,3.139855733287536532e-01,2.462838402184146513e-01,-9.701755030809253721e-01,-8.860728456218103233e-01
4.700940188037607825e+00,3.797756702241814253e+01,3.122739804453850132e-01,2.475062879106955382e-01,-1.007068232614146908e+00,-9.551555408357349508e-01
4.720944188837767896e+00,3.795705789144236064e+01,3.105818658560070000e-01,2.487258018558872186e-01,-1.043328949580451859e+00,-1.325805192674806898e+00
4.740948189637927968e+00,3.793582967112072168e+01,3.089091275197985986e-01,2.499423694811245267e-01,-1.078963372425886247e+00,-9.248989558669870048e-01
4.760952190438088039e+00,3.791389483644422853e+01,3.072556633017434757e-01,2.511559784633892178e-01,-1.113977177387975637e+00,-1.254197137474660995e+00
4.780956191238248110e+00,3.789126574898524069e+01,3.056213709726299244e-01,2.523666167295097185e-01,-1.148375998764776584e+00,-1.373613621995436684e+00
4.800960192038408181e+00,3.786795465689746010e+01,3.040061482090509193e-01,2.535742724561613759e-01,-1.182165429198030360e+00,-1.163019287005178981e+00
4.820964192838568252e+00,3.784397369761057917e+01,3.024098926345207272e-01,2.547789340582934936e-01,-1.215351020617920330e+00,-1.251045106897763270e+00
4.840968193638728323e+00,3.781933489825125605e+01,3.008325017857550465e-01,2.559805901838661524e-01,-1.247938284951675358e+00,-1.207413484753445898e+00
4.860972194438888394e+00,3.779405016374192883e+01,2.992738729458540581e-01,2.571792297632169988e-01,-1.279932691387624999e+00,-1.601082303052512756e+00
4.880976195239048465e+00,3.776813129298867722e+01,2.977339034535788076e-01,2.583748419427523424e-01,-1.311339670089255005e+00,-9.488936468347803910e-01
4.900980196039207648e+00,3.774158998008307719e+01,2.962124907241534544e-01,2.595674160799391617e-01,-1.342164612809956692e+00,-1.462696335718702390e+00
4.920984196839367719e+00,3.771443781430220099e+01,2.947095322492648828e-01,2.607569417433053260e-01,-1.372412873243684217e+00,-1.680344734942966323e+00
4.940988197639527790e+00,3.768668628010860289e+01,2.932249255970633128e-01,2.619434087124390964e-01,-1.402089767379814278e+00,-1.278321329666384454e+00
4.960992198439687861e+00,3.765834675715036184e+01,2.917585684121619116e-01,2.631268069779895136e-01,-1.431200573861124870e+00,-1.502161399881360104e+00
4.980996199239847932e+00,3.762943052026101753e+01,2.903103584156368489e-01,2.643071267416662318e-01,-1.459750534343653650e+00,-1.394778837189072807e+00
5.001000200040008004e+00,3.759994873945964144e+01,2.888801934050273523e-01,2.654843584162397407e-01,-1.487744853857534411e+00,-1.555666539982542229e+00
5.021004200840168075e+00,3.756991247995077288e+01,2.874679712543357080e-01,2.666584926255408661e-01,-1.515188701167640373e+00,-1.527136773263624514e+00
5.041008201640328146e+00,3.753933270619832285e+01,2.860735899310231645e-01,2.678295201929757341e-01,-1.542087210711692080e+00,-1.492932641963965246e+00
5.061012202440488217e+00,3.750822027527233615e+01,2.846969473478888624e-01,2.689974321667306101e-01,-1.568445481697783972e+00,-1.717776058494363545e+00
5.081016203240648288e+00,3.747658593483297551e+01,2.833379414338154101e-01,2.701622198204735037e-01,-1.594268576793845149e+00,-1.458520657621933614e+00
5.101020204040808359e+00,3.744444033506049152e+01,2.819964702857518102e-01,2.713238746139116087e-01,-1.619561525985699912e+00,-1.713541545801608557e+00
5.121024204840968430e+00,3.741179402876228721e+01,2.806724321697366409e-01,2.724823881924572921e-01,-1.644329326974502070e+00,-1.818266755808596535e+00
5.141028205641128501e+00,3.737865747137292516e+01,2.793657255208981671e-01,2.736377523872282613e-01,-1.668576945534290479e+00,-1.653170461169789940e+00
5.161032206441288572e+00,3.734504102095414169e+01,2.780762489434542295e-01,2.747899592150473969e-01,-1.692309315864060970e+00,-1.603301060165852610e+00
5.181036207241448643e+00,3.731095493819483266e+01,2.768039012107125774e-01,2.759390008784428638e-01,-1.715531340933759363e+00,-1.761347209257487334e+00
5.201040208041608714e+00,3.727640938641105350e+01,2.755485812650703692e-01,2.770848697656480564e-01,-1.738247892823562069e+00,-1.910751850239474692e+00
5.221044208841768786e+00,3.724141443154604048e+01,2.743101882180145612e-01,2.782275584506014865e-01,-1.760463813055880067e+00,-1.636506699794153530e+00
5.241048209641928857e+00,3.720598004218300758e+01,2.730886213501512172e-01,2.793670596929189731e-01,-1.782183912925003444e+00,-2.134249671349558675e+00
5.261052210442088928e+00,3.717011609374809211e+01,2.718837800761737533e-01,2.805033664326337939e-01,-1.803412976132174439e+00,-2.009585803339280830e+00
5.281056211242248999e+00,3.713383235773812885e+01,2.706955638111460116e-01,2.816364718232348130e-01,-1.824155755793054556e+00,-1.816251177686377671e+00
5.301060212042409070e+00,3.709713850699746729e+01,2.695238721232396384e-01,2.827663692077777569e-01,-1.844416975317271001e+00,-2.116628854978284568e+00
5.321064212842569141e+00,3.706004412321187402e+01,2.683686047898447558e-01,2.838930520991098660e-01,-1.864201331440152654e+00,-1.858602478590318796e+00
5.341068213642729212e+00,3.702255869690855405e+01,2.672296617975697952e-01,2.850165141798698398e-01,-1.883513494515937303e+00,-1.894486118119629969e+00
5.361072214442888395e+00,3.698469162745617211e+01,2.661069433422417752e-01,2.861367493024878361e-01,-1.902358108800896730e+00,-1.722610151029263070e+00
5.381076215243048466e+00,3.694645222306478871e+01,2.650003498289059123e-01,2.872537514891857491e-01,-1.920739792725969952e+00,-2.103697863088628495e+00
5.401080216043208537e+00,3.690784970078592409e+01,2.639097818718258992e-01,2.883675149319768760e-01,-1.938663139158702364e+00,-2.063844443887030700e+00
5.421084216843368608e+00,3.686889318651254399e+01,2.628351402944839599e-01,2.894780339926660284e-01,-1.956132715654109289e+00,-1.889496378713909186e+00
5.441088217643528679e+00,3.682959171497902418e+01,2.617763261295806276e-01,2.905853032028495875e-01,-1.973153064694222358e+00,-2.464665782735383726e+00
5.461092218443688751e+00,3.678995422983544472e+01,2.607332406187170548e-01,2.916893172638147513e-01,-1.989728703954399824e+00,-1.369720244171482859e+00
5.481096219243848822e+00,3.674998958681226924e+01,2.597057851339148460e-01,2.927900710488740010e-01,-2.005864128947729252e+00,-2.145594275040083154e+00
5.501100220044008893e+00,3.670970654265322253e+01,2.586938610975637598e-01,2.938875596314736716e-01,-2.021563809082719487e+00,-2.167530819627831118e+00
5.521104220844168964e+00,3.666911376269358414e+01,2.576973701306541353e-01,2.949817782566548918e-01,-2.036832189552763239e+00,-1.864606687372020621e+00
5.541108221644329035e+00,3.662821982626115869e+01,2.567162140707304196e-01,2.960727223295616661e-01,-2.051673693810751153e+00,-2.059640062097888080e+00
5.561112222444489106e+00,3.658703322667623326e+01,2.557502949718906682e-01,2.971603874154410407e-01,-2.066092723750482918e+00,-2.421978447491201170e+00
5.581116223244649177e+00,3.654556237125161289e+01,2.547995151047870444e-01,2.982447692396429928e-01,-2.080093659875737355e+00,-1.954708183857214898e+00
5.601120224044809248e+00,3.650381558129261350e+01,2.538637769566254310e-01,2.993258636876204859e-01,-2.093680861456867603e+00,-1.922605294657025787e+00
5.621124224844969319e+00,3.646180109209704057e+01,2.529429832311657078e-01,3.004036668049294700e-01,-2.106858666674768177e+00,-2.196847921369956325e+00
5.641128225645129390e+00,3.641952705295521753e+01,2.520370368487216406e-01,3.014781747972288817e-01,-2.119631392752234778e+00,-2.175951464410639691e+00
5.661132226445289461e+00,3.637700152714996449e+01,2.511458409461607144e-01,3.025493840302805326e-01,-2.132003336072547217e+00,-2.034806416620668745e+00
5.681136227245449533e+00,3.633423249199439198e+01,2.502692988765863324e-01,3.036172910299176908e-01,-2.143978772307028713e+00,-2.325734822289918569e+00
5.701140228045609604e+00,3.629122784121993561e+01,2.494073141206950006e-01,3.046818924875533963e-01,-2.155561958739959039e+00,-2.067884245898577333e+00
5.721144228845769675e+00,3.624799537479538714e+01,2.485597902235721079e-01,3.057431852852083853e-01,-2.166757130352046090e+00,-2.126897428263146317e+00
5.741148229645929746e+00,3.620454280575945205e+01,2.477266309327948723e-01,3.068011664686202122e-01,-2.177568501375936272e+00,-2.312555024531119940e+00
5.761152230446089817e+00,3.616087776551530197e+01,2.469077402023188705e-01,3.078558332375279649e-01,-2.188000267803350773e+00,-2.466420642565719579e+00
5.781156231246249888e+00,3.611700780383055331e+01,2.461030221924781214e-01,3.089071829456726537e-01,-2.198056607439809351e+00,-2.243177773592026636e+00
5.801160232046409959e+00,3.607294038883724596e+01,2.453123812699850026e-01,3.099552131007967670e-01,-2.207741679946708668e+00,-2.382826131598742236e+00
5.821164232846569142e+00,3.602868290703190723e+01,2.445357220079303340e-01,3.109999213646444938e-01,-2.217059626870830247e+00,-2.016777581734797486e+00
5.841168233646729213e+00,3.598424266327548082e+01,2.437729491857832109e-01,3.120413055529618340e-01,-2.226014571661234065e+00,-2.197197497961249635e+00
5.861172234446889284e+00,3.593962688079336942e+01,2.430239677893911709e-01,3.130793636354963771e-01,-2.234610619673666143e+00,-2.078193715161686939e+00
5.881176235247049355e+00,3.589484270117542053e+01,2.422886830109802214e-01,3.141140937359973018e-01,-2.242851858162523193e+00,-2.215927471093631418e+00
5.901180236047209426e+00,3.584989718437594775e+01,2.415670002491546176e-01,3.151454941322155423e-01,-2.250742356260481358e+00,-2.198162132843475280e+00
5.921184236847369498e+00,3.580479731054051484e+01,2.408588250478023163e-01,3.161735632595579215e-01,-2.258286166590150579e+00,-2.414885950036226525e+00
5.941188237647529569e+00,3.575954997217338160e+01,2.401640629963623930e-01,3.171982997367301382e-01,-2.265487322756929878e+00,-2.131877837442500923e+00
5.961192238447689640e+00,3.571416197660023784e+01,2.394826198719107735e-01,3.182197023454840790e-01,-2.272349838662543142e+00,-1.915410183801138366e+00
