t,Pr,J,K,N,dPr_dt,dPr_dt_noisy
1.320264052810562028e+00,4.962284057237168478e-01,4.574254729404875902e-02,5.626344100176974283e-01,9.181595322286303373e-01,5.169653061452087472e-01,5.236018818553828114e-01
1.328265653130626056e+00,5.003598011866153827e-01,4.662006345547356490e-02,5.619039511204934056e-01,9.177778912873930661e-01,5.156670432467592713e-01,5.353917817860571748e-01
1.336267253450690085e+00,5.044805694677504393e-01,4.750340603330199807e-02,5.611063228948588444e-01,9.173967066484228772e-01,5.143090357565749393e-01,5.164007104799377412e-01
1.344268853770754113e+00,5.085902336020372561e-01,4.839242177520016591e-02,5.602417574170186487e-01,9.170159605527562485e-01,5.128916099593279210e-01,5.069675089617985408e-01
1.352270454090818141e+00,5.126883198055469659e-01,4.928695515263121357e-02,5.593105049465457723e-01,9.166356354923715921e-01,5.114151081586815195e-01,5.101553162588150503e-01
1.360272054410882170e+00,5.167743564035265358e-01,5.018684787950590531e-02,5.583128363218725632e-01,9.162557141607510225e-01,5.098798909288592140e-01,5.091549054726610679e-01
1.368273654730946198e+00,5.208478748134194314e-01,5.109193936724185786e-02,5.572490406652735873e-01,9.158761794942630319e-01,5.082863349100119610e-01,5.093737087447931522e-01
1.376275255051010227e+00,5.249084098136717058e-01,5.200206684362716075e-02,5.561194247976659621e-01,9.154970146845072820e-01,5.066348322289613293e-01,5.063345540966669445e-01
1.384276855371074255e+00,5.289554995437326657e-01,5.291706535282033469e-02,5.549243132386096899e-01,9.151182031783139381e-01,5.049257904765031002e-01,5.066654498654651340e-01
1.392278455691138284e+00,5.329886855040546489e-01,5.383676775535038705e-02,5.536640482063073243e-01,9.147397286777443348e-01,5.031596326844536282e-01,4.864511320783024839e-01
1.400280056011202312e+00,5.370075125560928031e-01,5.476100472811677028e-02,5.523389896176039704e-01,9.143615751400907543e-01,5.013367973024293045e-01,5.096330868628297095e-01
1.408281656331266340e+00,5.410115289223055290e-01,5.568960476438940266e-02,5.509495150879875069e-01,9.139837267778760932e-01,4.994577381743519062e-01,4.937103454851415885e-01
1.416283256651330369e+00,5.450002865208847247e-01,5.662239436603805354e-02,5.494960186357931153e-01,9.136061680742152413e-01,4.975229233057960054e-01,4.857913363413257635e-01
1.424284856971394175e+00,5.489733412991437689e-01,5.755919820031955847e-02,5.479789094722482545e-01,9.132288838029597455e-01,4.955328337149899620e-01,5.019103453114043267e-01
1.432286457291458204e+00,5.529302525305587190e-01,5.849983869593026325e-02,5.463986147757350365e-01,9.128518589951576390e-01,4.934879659973528954e-01,5.066612260712136662e-01
1.440288057611522232e+00,5.568705837727678798e-01,5.944413662434702011e-02,5.447555759414069998e-01,9.124750789778878213e-01,4.913888288035033192e-01,4.963191102984977343e-01
1.448289657931586261e+00,5.607939029092681160e-01,6.039191112450864596e-02,5.430502484185244505e-01,9.120985293760593970e-01,4.892359426689130708e-01,4.908475358073682848e-01
1.456291258251650289e+00,5.646997821494148528e-01,6.134297970281585993e-02,5.412831017104549058e-01,9.117221961124117868e-01,4.870298399950523938e-01,4.777076369413328916e-01
1.464292858571714318e+00,5.685877980284218536e-01,6.229715823313131812e-02,5.394546193746725393e-01,9.113460654075138390e-01,4.847710650301736424e-01,5.134867384083086073e-01
1.472294458891778346e+00,5.724575314073613308e-01,6.325426095677960658e-02,5.375652990227588468e-01,9.109701237797651618e-01,4.824601738497329984e-01,4.912627600563480579e-01
1.480296059211842374e+00,5.763085674731642793e-01,6.421410048254722058e-02,5.356156523204020914e-01,9.105943580453947916e-01,4.800977343364454808e-01,4.687047876330157070e-01
1.488297659531906403e+00,5.801404960690201840e-01,6.517648806989764787e-02,5.336062028405167412e-01,9.102187553323960456e-01,4.776843241802392059e-01,4.698879450178417572e-01
1.496299259851970431e+00,5.839529117789945545e-01,6.614123367005204923e-02,5.315374853291630064e-01,9.098433030901379448e-01,4.752205301902119872e-01,4.760903226759310436e-01
1.504300860172034460e+00,5.877454135007201819e-01,6.710814556162900124e-02,5.294100486471360334e-01,9.094679890688955881e-01,4.727069509859049834e-01,4.571596396659451389e-01
1.512302460492098488e+00,5.915176051542671010e-01,6.807703097993893226e-02,5.272244513662759369e-01,9.090928013445632727e-01,4.701441929144915544e-01,4.718304969845966701e-01
1.520304060812162517e+00,5.952690956958395230e-01,6.904769612896671793e-02,5.249812616824174327e-01,9.087177283191779642e-01,4.675328699565983182e-01,4.629421543994707289e-01
1.528305661132226545e+00,5.989994991177755024e-01,7.001994618137158399e-02,5.226810574153903932e-01,9.083427587209194076e-01,4.648736037120854148e-01,4.771363097152475641e-01
1.536307261452290351e+00,6.027084344485466039e-01,7.099358527848707856e-02,5.203244260090195139e-01,9.079678816041100164e-01,4.621670233854292542e-01,4.717885700217117062e-01
1.544308861772354380e+00,6.063955257527590126e-01,7.196841653032123864e-02,5.179119645311239806e-01,9.075930863492148726e-01,4.594137657707120237e-01,4.323009113963642847e-01
1.552310462092418408e+00,6.100604021311523129e-01,7.294424201555639586e-02,5.154442796735181354e-01,9.072183626628421704e-01,4.566144752362220061e-01,4.570315010964951519e-01
1.560312062412482437e+00,6.137026978171461478e-01,7.392086293600658164e-02,5.129219866231354841e-01,9.068437005806474493e-01,4.537698026767869042e-01,4.375951276815500113e-01
1.568313662732546465e+00,6.173220524393038255e-01,7.489808004478254455e-02,5.103457054582464236e-01,9.064690904805553506e-01,4.508804022134636491e-01,4.619767822059488993e-01
1.576315263052610494e+00,6.209181105183873006e-01,7.587569283106913864e-02,5.077160669801651371e-01,9.060945230692598606e-01,4.479469365131544256e-01,4.496279952044326955e-01
1.584316863372674522e+00,6.244905219647729488e-01,7.685350029457728438e-02,5.050337076977423623e-01,9.057199893901251020e-01,4.449700721811774562e-01,4.504541267030474083e-01
1.592318463692738550e+00,6.280389421390324411e-01,7.783130104146208927e-02,5.022992691632440776e-01,9.053454808245994245e-01,4.419504791445388325e-01,4.312992318565058159e-01
1.600320064012802579e+00,6.315630318519330766e-01,7.880889328432288954e-02,4.995133979723506701e-01,9.049709890922160715e-01,4.388888306426586561e-01,4.571731330226136425e-01
1.608321664332866607e+00,6.350624573644380044e-01,7.978607484220325008e-02,4.966767457641577677e-01,9.045965062505928467e-01,4.357858032177272523e-01,4.559865368892316861e-01
1.616323264652930636e+00,6.385368903877057800e-01,8.076264314059090899e-02,4.937899692211757396e-01,9.042220246954318918e-01,4.326420767046958993e-01,4.219943662784337857e-01
1.624324864972994664e+00,6.419860080830903648e-01,8.173839521141788855e-02,4.908537300693299188e-01,9.038475371605202424e-01,4.294583342209096211e-01,4.331864854395727771e-01
1.632326465293058693e+00,6.454094930621415704e-01,8.271312769306035650e-02,4.878686950779604348e-01,9.034730367177291610e-01,4.262352621553866516e-01,4.195022378714847733e-01
1.640328065613122721e+00,6.488070334346107693e-01,8.368663720997938926e-02,4.848355336125758641e-01,9.030985167738357910e-01,4.229735479413073707e-01,4.227378485727000257e-01
1.648329665933186750e+00,6.521783227483732848e-01,8.465872039420536954e-02,4.817549167463955340e-01,9.027239710764745073e-01,4.196738792560852360e-01,4.070175094638395774e-01
1.656331266253250556e+00,6.555230599454533458e-01,8.562917329976825476e-02,4.786275212988854721e-01,9.023493937174487112e-01,4.163369476659892765e-01,4.350084028117954804e-01
1.664332866573314584e+00,6.588409495234208713e-01,8.659779223238028845e-02,4.754540251150216612e-01,9.019747791209308252e-01,4.129634443329370241e-01,4.032716492221103399e-01
1.672334466893378613e+00,6.621317015380654425e-01,8.756437376592644817e-02,4.722351069656842704e-01,9.016001220432713348e-01,4.095540599195717224e-01,4.065932217695967799e-01
1.680336067213442641e+00,6.653950316033966361e-01,8.852871474246461203e-02,4.689714465476573779e-01,9.012254175729986772e-01,4.061094845843861156e-01,4.111243138954913112e-01
1.688337667533506670e+00,6.686306608916440242e-01,8.949061227222548931e-02,4.656637244836287493e-01,9.008506611308195744e-01,4.026304079765524180e-01,3.961548011923911594e-01
1.696339267853570698e+00,6.718383161332566189e-01,9.044986373361266208e-02,4.623126223221902253e-01,9.004758484696187004e-01,3.991175192304629582e-01,3.967243949331399344e-01
1.704340868173634727e+00,6.750177296169038721e-01,9.140626677320257132e-02,4.589188225378373898e-01,9.001009756744587920e-01,3.955715069599908817e-01,3.899351084957212166e-01
1.712342468493698755e+00,6.781686391894745647e-01,9.235961930574450307e-02,4.554830085309697352e-01,8.997260391625805376e-01,3.919930592524778490e-01,3.906584517041148952e-01
1.720344068813762783e+00,6.812907882109114910e-01,9.330971966886690561e-02,4.520058638819219321e-01,8.993510356776744930e-01,3.883828629934972798e-01,3.766774366424942566e-01
1.728345669133826812e+00,6.843839252784901239e-01,9.425636726416374012e-02,4.484880687662796128e-01,8.989759622694813990e-01,3.847416006576985237e-01,3.803617199016754991e-01
1.736347269453890840e+00,6.874478045434351259e-01,9.519936134017149831e-02,4.449303055739745050e-01,8.986008163410369454e-01,3.810699553492969960e-01,3.790010261021745652e-01
1.744348869773954869e+00,6.904821855819678333e-01,9.613850190939095264e-02,4.413332552311369228e-01,8.982255956101207195e-01,3.773686074843446425e-01,3.740313474463032861e-01
1.752350470094018897e+00,6.934868333555156417e-01,9.707358992051334790e-02,4.376975964267439401e-01,8.978502981025128227e-01,3.736382340949538361e-01,3.742051336438917963e-01
1.760352070414082926e+00,6.964615182107127822e-01,9.800442725842041514e-02,4.340240056126191681e-01,8.974749221519937592e-01,3.698795088282106347e-01,3.669484866346434115e-01
1.768353670734146732e+00,6.994060158793992121e-01,9.893081674418431615e-02,4.303131570034328113e-01,8.970994664003445473e-01,3.660931019448873669e-01,3.736252160292811708e-01
1.776355271054210760e+00,7.023201074786219467e-01,9.985256213506779610e-02,4.265657225767015559e-01,8.967239297973464973e-01,3.622796803179623160e-01,3.590477210601040192e-01
1.784356871374274789e+00,7.052035795106339489e-01,1.007694681245239754e-01,4.227823720727889034e-01,8.963483116007815443e-01,3.584399074309543853e-01,3.570734114679955384e-01
1.792358471694338817e+00,7.080562238628945737e-01,1.016813403421965162e-01,4.189637729949049483e-01,8.959726113764319155e-01,3.545744433760781300e-01,3.479266300161196201e-01
1.800360072014402846e+00,7.108778378080696791e-01,1.025879853539195252e-01,4.151105906091062669e-01,8.955968289980803521e-01,3.506839448522289238e-01,3.454187964510765374e-01
1.808361672334466874e+00,7.136682238802630751e-01,1.034892108438908997e-01,4.112234873709648686e-01,8.952209646357477402e-01,3.467690646570851243e-01,3.341241367488880232e-01
1.816363272654530903e+00,7.164271893102265309e-01,1.043848262531974908e-01,4.073031205440122982e-01,8.948450187169366687e-01,3.428304495956507325e-01,3.480182988044303594e-01
1.824364872974594931e+00,7.191545468477170688e-01,1.052746415159809823e-01,4.033501460426717755e-01,8.944689920098232161e-01,3.388687438730318968e-01,3.274435636965069563e-01
1.832366473294658960e+00,7.218501143304977274e-01,1.061584679900627742e-01,3.993652160485716140e-01,8.940928855601343317e-01,3.348845869761640781e-01,3.274260229942808076e-01
1.840368073614722988e+00,7.245137145939996026e-01,1.070361186094096889e-01,3.953489785672442136e-01,8.937167006810844416e-01,3.308786132833543281e-01,3.344710598034663640e-01
1.848369673934787016e+00,7.271451754713212923e-01,1.079074078841339990e-01,3.913020774281263936e-01,8.933404389533760037e-01,3.268514520658782341e-01,3.308771857253235416e-01
1.856371274254851045e+00,7.297443297932298956e-01,1.087721519004933718e-01,3.872251522845590044e-01,8.929641022251991744e-01,3.228037274894742792e-01,3.188025799794235726e-01
1.864372874574915073e+00,7.323110153881600137e-01,1.096301683208909528e-01,3.831188386137873159e-01,8.925876926122320310e-01,3.187360586157425013e-01,2.985434005108544842e-01
1.872374474894979102e+00,7.348450750822141941e-01,1.104812763838752820e-01,3.789837677169608510e-01,8.922112124976404601e-01,3.146490594034523913e-01,3.188541922764081549e-01
1.880376075215042908e+00,7.373463566991630413e-01,1.113252969041403084e-01,3.748205667191333301e-01,8.918346645320781585e-01,3.105433387097654152e-01,3.131389732986860075e-01
1.888377675535106937e+00,7.398147130604449950e-01,1.121620522725255142e-01,3.706298585692625047e-01,8.914580516336866323e-01,3.064195002913790988e-01,2.922956881366613469e-01
1.896379275855170965e+00,7.422500019618335498e-01,1.129913664795194062e-01,3.664122620069044656e-01,8.910813769858790812e-01,3.022781427774398066e-01,3.099813636053847521e-01
1.904380876175234993e+00,7.446520853625830938e-01,1.138130658428521402e-01,3.621683904302726575e-01,8.907046439697084983e-01,2.981198587190200811e-01,2.911088607146858354e-01
1.912382476495299022e+00,7.470208301375730331e-01,1.146269781219395739e-01,3.578988529857423107e-01,8.903278562496911297e-01,2.939452355192619937e-01,2.826833543577290109e-01
1.920384076815363050e+00,7.493561080079021997e-01,1.154329328237656133e-01,3.536042543735263277e-01,8.899510177436171787e-01,2.897548552574024661e-01,2.907121623670450572e-01
1.928385677135427079e+00,7.516577951942517988e-01,1.162307615946431838e-01,3.492851943379836621e-01,8.895741325852647430e-01,2.855492942586622673e-01,2.837645899446701314e-01
1.936387277455491107e+00,7.539257724168850761e-01,1.170202982202142999e-01,3.449422676676191513e-01,8.891972051243998143e-01,2.813291230976310286e-01,2.833553631075425017e-01
1.944388877775555136e+00,7.561599248956478725e-01,1.178013786254499817e-01,3.405760641950836276e-01,8.888202399267763898e-01,2.770949066016266116e-01,2.610374260183822015e-01
1.952390478095619164e+00,7.583601423499681804e-01,1.185738408746503381e-01,3.361871687971738076e-01,8.884432417741364718e-01,2.728472038540331046e-01,2.909695050167568353e-01
1.960392078415683192e+00,7.605263189988561434e-01,1.193375251714445251e-01,3.317761613948322919e-01,8.880662156642098459e-01,2.685865681976212227e-01,2.625599820521839489e-01
1.968393678735747221e+00,7.626583535609043896e-01,1.200922738587907462e-01,3.273436169531477313e-01,8.876891668107143030e-01,2.643135472378548845e-01,2.489169541528907792e-01
1.976395279055811249e+00,7.647561492542876982e-01,1.208379314189762521e-01,3.228901054813546612e-01,8.873121006433557501e-01,2.600286828461867428e-01,2.662171047318582229e-01
1.984396879375875278e+00,7.668196137967632220e-01,1.215743444736173684e-01,3.184161920328334450e-01,8.869350228078278775e-01,2.557325111633464987e-01,2.521844698623347258e-01
1.992398479695939084e+00,7.688486588066765215e-01,1.223013622138757889e-01,3.139224367697871498e-01,8.865579391106223062e-01,2.514255627025395179e-01,2.546741475602685711e-01
2.000400080016003113e+00,7.708431999567593174e-01,1.230188361698163757e-01,3.094093949279266287e-01,8.861808555515224839e-01,2.471083623172330157e-01,2.437122780109826359e-01
2.008401680336067141e+00,7.728031574647192814e-01,1.237266199766922370e-01,3.048776167613253540e-01,8.858037783534596921e-01,2.427814291161081162e-01,2.421840255113089091e-01
2.016403280656131169e+00,7.747284555377366155e-01,1.244245698581929460e-01,3.003276476083457935e-01,8.854267138994348363e-01,2.384452765612314340e-01,2.409030049986177757e-01
2.024404880976195198e+00,7.766190223723262731e-01,1.251125446265522190e-01,2.957600278916552305e-01,8.850496687325049017e-01,2.341004124725932223e-01,2.266338836327642381e-01
2.032406481296259226e+00,7.784747901543388471e-01,1.257904056825479289e-01,2.911752931182257087e-01,8.846726495557826198e-01,2.297473390326484899e-01,2.365347349912440555e-01
2.040408081616323255e+00,7.802956950589594598e-01,1.264580170155020777e-01,2.865739738793342539e-01,8.842956632324368016e-01,2.253865527908849586e-01,2.206875518000895320e-01
2.048409681936387283e+00,7.820816772507088732e-01,1.271152452032807689e-01,2.819565958505625414e-01,8.839187167856920047e-01,2.210185446684203026e-01,2.123216732267155793e-01
