t,a,c_productive,maturation_intermediate,c_cleaved_product,da_dt
1.930386077215442975e-01,1.340717513564464516e-02,1.080314289387790047e-02,1.377436805304449701e-04,8.646133827353979237e-04,1.130473142443474271e-02
1.940388077615523010e-01,1.341848154101572821e-02,1.081416985143240223e-02,1.392876332457282710e-04,8.693598189961498652e-04,1.130361624374317565e-02
1.950390078015603046e-01,1.342978701644937170e-02,1.082509874074652316e-02,1.408384470159651058e-04,8.740937031847574330e-04,1.130286542619991091e-02
1.960392078415683081e-01,1.344109192151721026e-02,1.083593164409535174e-02,1.423960816949813835e-04,8.788150148945308342e-04,1.130247292730982532e-02
1.970394078815763117e-01,1.345239661023860632e-02,1.084667061258363062e-02,1.439604971936227771e-04,8.835237352933512619e-04,1.130243279009366004e-02
1.980396079215843153e-01,1.346370143125632211e-02,1.085731766711790607e-02,1.455316534859388234e-04,8.882198470597641154e-04,1.130273914239943514e-02
1.990398079615923188e-01,1.347500672783652834e-02,1.086787479840652625e-02,1.471095106091830317e-04,8.929033343829788924e-04,1.130338619689871295e-02
2.000400080016003224e-01,1.348631283786879721e-02,1.087834396695963948e-02,1.486940286638127747e-04,8.975741829628691888e-04,1.130436825108285283e-02
2.010402080416083259e-01,1.349762009386610770e-02,1.088872710308919772e-02,1.502851678134893706e-04,9.022323800099725901e-04,1.130567968725935436e-02
2.020404080816163295e-01,1.350892882296483855e-02,1.089902610690895307e-02,1.518828882850780282e-04,9.068779142454911051e-04,1.130731497254828730e-02
2.030406081216243330e-01,1.352023934692477523e-02,1.090924284833446299e-02,1.534871503686478745e-04,9.115107759012904074e-04,1.130926865887877872e-02
2.040408081616323366e-01,1.353155198212910651e-02,1.091937916708308511e-02,1.550979144174719274e-04,9.161309567199007022e-04,1.131153538298560086e-02
2.050410082016403401e-01,1.354286703958442785e-02,1.092943687267397893e-02,1.567151408480271769e-04,9.207384499545161844e-04,1.131410986640579881e-02
2.060412082416483437e-01,1.355418482492073626e-02,1.093941774442810412e-02,1.583387901399944768e-04,9.253332503689948221e-04,1.131698691547535982e-02
2.070414082816563195e-01,1.356550563850730633e-02,1.094932353211064240e-02,1.599688228396043386e-04,9.299153541969571541e-04,1.132016141954838781e-02
2.080416083216643230e-01,1.357682977661545110e-02,1.095915596242405532e-02,1.616051995855833257e-04,9.344847587450657656e-04,1.132362833296440482e-02
2.090418083616723266e-01,1.358815752809803580e-02,1.096891672065307410e-02,1.632478810057304633e-04,9.390414635788350926e-04,1.132738272576754371e-02
2.100420084016803302e-01,1.359948917658541576e-02,1.097860746273751978e-02,1.648968277983935680e-04,9.435854697152262814e-04,1.133141975043868571e-02
2.110422084416883337e-01,1.361082500138620192e-02,1.098822982025146090e-02,1.665520007610121983e-04,9.481167793001508189e-04,1.133573462813527652e-02
2.120424084816963373e-01,1.362216527748726438e-02,1.099778540040319968e-02,1.682133607901175189e-04,9.526353956084712910e-04,1.134032264868874498e-02
2.130426085217043408e-01,1.363351027555373407e-02,1.100727578603527892e-02,1.698808688813324360e-04,9.571413230440009492e-04,1.134517917060194961e-02
2.140428085617123444e-01,1.364486026192899756e-02,1.101670253562448201e-02,1.715544861293714896e-04,9.616345671395037107e-04,1.135029962104662157e-02
2.150430086017203479e-01,1.365621549863470230e-02,1.102606718328182599e-02,1.732341737280408797e-04,9.661151345566943750e-04,1.135567949586094305e-02
2.160432086417283515e-01,1.366757624337075309e-02,1.103537123875257195e-02,1.749198929702385213e-04,9.705830330862385159e-04,1.136131435954708391e-02
2.170434086817363550e-01,1.367894274951531736e-02,1.104461618741621638e-02,1.766116052479539894e-04,9.750382716477523724e-04,1.136719984526888064e-02
2.180436087217443586e-01,1.369031526612481467e-02,1.105380349028649983e-02,1.783092720522684929e-04,9.794808602898031746e-04,1.137333165484939561e-02
2.190438087617523621e-01,1.370169403793393068e-02,1.106293458401139303e-02,1.800128549733549820e-04,9.839108101899088181e-04,1.137970555876875733e-02
2.200440088017603657e-01,1.371307930535560320e-02,1.107201088087311422e-02,1.817223157004780405e-04,9.883281336545376473e-04,1.138631739616179778e-02
2.210442088417683415e-01,1.372447130463216002e-02,1.108103376962644993e-02,1.834376160254615976e-04,9.927328440672729664e-04,1.139316307249255492e-02
2.220444088817763451e-01,1.373587026878290637e-02,1.109000462079990680e-02,1.851587178555334171e-04,9.971249555796187457e-04,1.140023854479470244e-02
2.230446089217843486e-01,1.374727642455415150e-02,1.109892476981717141e-02,1.868855831365824215e-04,1.001504484169273750e-03,1.140753986839187356e-02
2.240448089617923522e-01,1.375868999458820102e-02,1.110779552893946531e-02,1.886181739220446423e-04,1.005871446862353306e-03,1.141506316393523998e-02
2.250450090018003557e-01,1.377011119809167308e-02,1.111661819096190600e-02,1.903564523904878144e-04,1.010225861500171993e-03,1.142280460717398985e-02
2.260452090418083593e-01,1.378154025083548964e-02,1.112539402921351207e-02,1.921003808456113752e-04,1.014567746739245815e-03,1.143076042895352015e-02
2.270454090818163628e-01,1.379297736515487822e-02,1.113412429755719982e-02,1.938499217162465739e-04,1.018897122051291111e-03,1.143892691521370894e-02
2.280456091218243664e-01,1.380442274994937712e-02,1.114281023038978490e-02,1.956050375563563894e-04,1.023214007723224558e-03,1.144730040698720488e-02
2.290458091618323699e-01,1.381587661068282846e-02,1.115145304264198237e-02,1.973656910450354767e-04,1.027518424857163607e-03,1.145587730039775154e-02
2.300460092018403735e-01,1.382733914938338166e-02,1.116005392977840842e-02,1.991318449865103291e-04,1.031810395370425827e-03,1.146465404665850119e-02
2.310462092418483770e-01,1.383881056464349515e-02,1.116861406779757517e-02,2.009034623101391159e-04,1.036089941995529994e-03,1.147362715207044664e-02
2.320464092818563806e-01,1.385029105161993124e-02,1.117713461323189585e-02,2.026805060704117635e-04,1.040357088280194570e-03,1.148279317802078370e-02
2.330466093218643842e-01,1.386178080203376295e-02,1.118561670314768136e-02,2.044629394469499556e-04,1.044611858587339223e-03,1.149214874098134984e-02
2.340468093618723877e-01,1.387328000417036543e-02,1.119406145514514374e-02,2.062507257445071328e-04,1.048854278095083959e-03,1.150169051250706995e-02
2.350470094018803635e-01,1.388478884287942458e-02,1.120246996735839266e-02,2.080438283929684118e-04,1.053084372796749338e-03,1.151141521923445057e-02
2.360472094418883671e-01,1.389630750023676878e-02,1.121084332213743290e-02,2.098422109562331011e-04,1.057302169284640974e-03,1.152131963264480669e-02
2.370474094818963706e-01,1.390783615469395017e-02,1.121918258139604184e-02,2.116458371023015360e-04,1.061507695060530561e-03,1.153140058186857830e-02
2.380476095219043742e-01,1.391937497992600317e-02,1.122748878017016186e-02,2.134546705968089512e-04,1.065700978896364946e-03,1.154165497164660187e-02
2.390478095619123777e-01,1.393092414687238829e-02,1.123576293790318550e-02,2.152686753474229362e-04,1.069882050137580367e-03,1.155207975107125015e-02
2.400480096019203813e-01,1.394248382377524624e-02,1.124400605865800810e-02,2.170878154045440466e-04,1.074050938690272652e-03,1.156267191299705822e-02
2.410482096419283848e-01,1.395405417617939792e-02,1.125221913111701909e-02,2.189120549613058589e-04,1.078207675021198740e-03,1.157342849403952649e-02
2.420484096819363884e-01,1.396563536693233749e-02,1.126040312858210719e-02,2.207413583535749427e-04,1.082352290157776896e-03,1.158434657457391853e-02
2.430486097219443919e-01,1.397722755618424628e-02,1.126855900897466220e-02,2.225756900599507797e-04,1.086484815688084976e-03,1.159542327873416476e-02
2.440488097619523955e-01,1.398883090138797886e-02,1.127668771483556626e-02,2.244150147017659534e-04,1.090605283760862597e-03,1.160665577441170014e-02
2.450490098019603991e-01,1.400044555729907172e-02,1.128479017332520429e-02,2.262592970430859596e-04,1.094713727085509618e-03,1.161804127325434532e-02
2.460492098419684026e-01,1.401207167597573813e-02,1.129286729622345532e-02,2.281085019907093414e-04,1.098810178932086790e-03,1.162957703066521027e-02
2.470494098819764062e-01,1.402370940677887499e-02,1.130091997992969943e-02,2.299625945941676083e-04,1.102894673131315107e-03,1.164126034580161180e-02
2.480496099219844097e-01,1.403535889637205249e-02,1.130894910546281079e-02,2.318215400457252634e-04,1.106967244074577323e-03,1.165308856157399459e-02
2.490498099619923855e-01,1.404702028872152446e-02,1.131695553846116635e-02,2.336853036803797216e-04,1.111027926713915566e-03,1.166505906464488512e-02
2.500500100020003891e-01,1.405869372509622149e-02,1.132494012918263890e-02,2.355538509758616352e-04,1.115076756562034159e-03,1.167716928542785262e-02
2.510502100420083926e-01,1.407037934446969674e-02,1.133290371474295240e-02,2.374271475548626312e-04,1.119113769566355224e-03,1.168941669185099425e-02
2.520504100820163962e-01,1.408207728342099514e-02,1.134084711862226418e-02,2.393051591683633989e-04,1.123139002168369645e-03,1.170179879062802596e-02
2.530506101220243997e-01,1.409378767430552112e-02,1.134877114047546862e-02,2.411878516877158428e-04,1.127152491872987841e-03,1.171431315565401969e-02
2.540508101620324033e-01,1.410551064726005624e-02,1.135667656722753709e-02,2.430751911360147705e-04,1.131154276584831961e-03,1.172695739722193209e-02
2.550510102020404068e-01,1.411724633033397715e-02,1.136456417380175832e-02,2.449671436895396650e-04,1.135144394565867432e-03,1.173972915999758546e-02
2.560512102420484104e-01,1.412899484948926254e-02,1.137243472311973494e-02,2.468636756777546843e-04,1.139122884435402744e-03,1.175262612301887673e-02
2.570514102820564140e-01,1.414075632860048622e-02,1.138028896610138695e-02,2.487647535833087701e-04,1.143089785170089230e-03,1.176564599969496736e-02
2.580516103220644175e-01,1.415253088945482574e-02,1.138812764166495343e-02,2.506703440420353498e-04,1.147045136103922586e-03,1.177878653780550962e-02
2.590518103620724211e-01,1.416431865175205029e-02,1.139595147672698566e-02,2.525804138429528240e-04,1.150988976928240485e-03,1.179204551949986947e-02
2.600520104020804246e-01,1.417611973310453459e-02,1.140376118620235225e-02,2.544949299282640788e-04,1.154921347691724746e-03,1.180542076129637540e-02
2.610522104420884282e-01,1.418793424903724669e-02,1.141155747300423746e-02,2.564138593933568112e-04,1.158842288800400249e-03,1.181891011408154474e-02
2.620524104820964317e-01,1.419976231298775669e-02,1.141934102804414292e-02,2.583371694868032576e-04,1.162751841017634720e-03,1.183251146310936204e-02
2.630526105221044353e-01,1.421160403630623154e-02,1.142711253023188760e-02,2.602648276103605197e-04,1.166650045464139593e-03,1.184622272800050537e-02
2.640528105621124388e-01,1.422345952825543672e-02,1.143487264647560266e-02,2.621968013189702931e-04,1.170536943617969368e-03,1.186004186274166802e-02
2.650530106021204424e-01,1.423532889601073631e-02,1.144262203168173835e-02,2.641330583207589754e-04,1.174412577314522038e-03,1.187396685568481262e-02
2.660532106421284460e-01,1.424721224466009468e-02,1.145036132875506228e-02,2.660735664770377752e-04,1.178276988746538006e-03,1.188799572954644945e-02
2.670534106821364495e-01,1.425910967771848274e-02,1.145809117147284471e-02,2.680182937988732721e-04,1.182130220313691756e-03,1.190212653337004850e-02
2.680536107221444531e-01,1.427102129648272558e-02,1.146581218094771572e-02,2.699672084302225431e-04,1.185972314848242944e-03,1.191635735228881859e-02
2.690538107621524566e-01,1.428294719900866268e-02,1.147352495988749992e-02,2.719202786639316502e-04,1.189803315898161707e-03,1.193068632362806643e-02
2.700540108021604602e-01,1.429488748172952003e-02,1.148123010157727289e-02,2.738774729504941507e-04,1.193623267219797498e-03,1.194511161190469489e-02
2.710542108421684082e-01,1.430684223949001480e-02,1.148892819006915901e-02,2.758387598980642161e-04,1.197432212767490702e-03,1.195963140829735954e-02
2.720544108821764118e-01,1.431881156554634660e-02,1.149661980018233144e-02,2.778041082724568489e-04,1.201230196693571116e-03,1.197424393064588921e-02
2.730546109221844153e-01,1.433079555156620624e-02,1.150430549750300173e-02,2.797734869971472862e-04,1.205017263348358595e-03,1.198894742345082629e-02
2.740548109621924189e-01,1.434279428762877395e-02,1.151198583838443021e-02,2.817468651532714337e-04,1.208793457280162627e-03,1.200374015787284213e-02
2.750550110022004224e-01,1.435480786222471418e-02,1.151966136994692254e-02,2.837242119796257568e-04,1.212558823235282759e-03,1.201862043173222358e-02
2.760552110422084260e-01,1.436683636225617906e-02,1.152733263007782970e-02,2.857054968726672811e-04,1.216313406158008167e-03,1.203358656950832654e-02
2.770554110822164295e-01,1.437887987303681191e-02,1.153500014743154972e-02,2.876906893865135918e-04,1.220057251190618088e-03,1.204863692233911453e-02
2.780556111222244331e-01,1.439093847829174197e-02,1.154266444142952076e-02,2.896797592329427803e-04,1.223790403673381821e-03,1.206376986802061742e-02
2.790558111622324367e-01,1.440301226015758794e-02,1.155032602226023150e-02,2.916726762813936602e-04,1.227512909144558078e-03,1.207898381100640586e-02
2.800560112022404402e-01,1.441510129918245099e-02,1.155798539087921420e-02,2.936694105589653884e-04,1.231224813340395631e-03,1.209427718240710901e-02
2.810562112422484438e-01,1.442720567432592693e-02,1.156564303900904644e-02,2.956699322504178985e-04,1.234926162195133315e-03,1.210964843998993748e-02
2.820564112822564473e-01,1.443932546295909579e-02,1.157329944913934941e-02,2.976742116981715217e-04,1.238617001840999592e-03,1.212509606817815944e-02
2.830566113222644509e-01,1.445146074090039243e-02,1.158095509472736699e-02,2.996822194017671076e-04,1.242297378598238543e-03,1.214061857748851246e-02
2.840568113622724544e-01,1.446361158313204040e-02,1.158861044423080758e-02,3.016939259977842154e-04,1.245967338792077894e-03,1.215621449317566202e-02
2.850570114022804580e-01,1.447577806190659781e-02,1.159626595055801915e-02,3.037093022752083244e-04,1.249626929302285507e-03,1.217188238471987594e-02
2.860572114422884615e-01,1.448796024765818327e-02,1.160392205609879490e-02,3.057283191855673108e-04,1.253276197268203941e-03,1.218762085186349264e-02
2.870574114822964651e-01,1.450015820963598129e-02,1.161157919625548963e-02,3.077509478376124060e-04,1.256915189905212157e-03,1.220342851473883890e-02
2.880576115223044686e-01,1.451237201590425616e-02,1.161923779944301453e-02,3.097771594973180889e-04,1.260543954504725946e-03,1.221930401386797302e-02
2.890578115623124722e-01,1.452460173334233981e-02,1.162689828708883891e-02,3.118069255878822476e-04,1.264162538434197717e-03,1.223524601016225469e-02
2.900580116023204758e-01,1.453684742764463876e-02,1.163456107363299193e-02,3.138402176897260717e-04,1.267770989137116710e-03,1.225125318492198065e-02
2.910582116423284793e-01,1.454910916332063237e-02,1.164222656652805915e-02,3.158770075404940519e-04,1.271369354133009000e-03,1.226732423983605685e-02
2.920584116823364829e-01,1.456138700369486935e-02,1.164989516623918427e-02,3.179172670350540885e-04,1.274957681017437061e-03,1.228345789698159253e-02
2.930586117223444864e-01,1.457368101090697129e-02,1.165756726624407429e-02,3.199609682254972746e-04,1.278536017462000201e-03,1.229965289882355671e-02
2.940588117623524900e-01,1.458599124591163608e-02,1.166524325303298568e-02,3.220080833211381131e-04,1.282104411214334558e-03,1.231590800821448332e-02
2.950590118023604935e-01,1.459831776847863097e-02,1.167292350610874170e-02,3.240585846885144080e-04,1.285662910098113107e-03,1.233222200839400803e-02
2.960592118423684971e-01,1.461066063719279433e-02,1.168060839798671854e-02,3.261124448513872645e-04,1.289211562013045436e-03,1.234859370298860629e-02
2.970594118823765006e-01,1.462301990945403911e-02,1.168829829419485225e-02,3.281696364907411975e-04,1.292750414934877535e-03,1.236502191601121514e-02
