t,N,P_agg,dN_dt,dN_dt_noisy
9.001800360072014229e-01,8.440046597023805361e+02,1.015563848189853680e+00,-1.599462248188889362e+02,-1.625787990194651229e+02
9.041808361672334371e-01,8.433649694124715097e+02,1.015688935800747039e+00,-1.598349707383339933e+02,-1.661574346924325596e+02
9.081816363272654513e-01,8.427257240449362143e+02,1.015814412384053123e+00,-1.597238076166164262e+02,-1.571298830122265997e+02
9.121824364872974655e-01,8.420869232360691967e+02,1.015940276717691937e+00,-1.596127353416788708e+02,-1.653253254299413300e+02
9.161832366473294798e-01,8.414485666226253215e+02,1.016066527582480505e+00,-1.595017538016564913e+02,-1.632310357925981066e+02
9.201840368073614940e-01,8.408106538418195441e+02,1.016193163762133533e+00,-1.593908628848768103e+02,-1.575946396248207861e+02
9.241848369673935082e-01,8.401731845313274789e+02,1.016320184043263852e+00,-1.592800624798598506e+02,-1.572671956501371824e+02
9.281856371274255224e-01,8.395361583292849446e+02,1.016447587215381532e+00,-1.591693524753179076e+02,-1.611699262303432647e+02
9.321864372874575366e-01,8.388995748742881915e+02,1.016575372070894323e+00,-1.590587327601556069e+02,-1.691550618125996266e+02
9.361872374474895508e-01,8.382634338053933334e+02,1.016703537405107216e+00,-1.589482032234697897e+02,-1.568456367869919177e+02
9.401880376075214540e-01,8.376277347621174840e+02,1.016832082016223993e+00,-1.588377637545495134e+02,-1.575399464600892259e+02
9.441888377675534683e-01,8.369924773833761265e+02,1.016961004696955051e+00,-1.587274142424139427e+02,-1.657893203197728269e+02
9.481896379275854825e-01,8.363576613075583737e+02,1.017090304235412024e+00,-1.586171545758544426e+02,-1.547655441618819623e+02
9.521904380876174967e-01,8.357232861758399167e+02,1.017219979441230659e+00,-1.585069846448753879e+02,-1.620124836470425294e+02
9.561912382476495109e-01,8.350893516298840495e+02,1.017350029127161326e+00,-1.583969043396849656e+02,-1.640278449204514573e+02
9.601920384076815251e-01,8.344558573117661808e+02,1.017480452108459277e+00,-1.582869135506621490e+02,-1.578082599958408707e+02
9.641928385677135394e-01,8.338228028639726972e+02,1.017611247202883984e+00,-1.581770121683560433e+02,-1.590693643253521259e+02
9.681936387277455536e-01,8.331901879294021001e+02,1.017742413230699139e+00,-1.580672000834863411e+02,-1.570540800785306033e+02
9.721944388877775678e-01,8.325580121513638687e+02,1.017873949014673540e+00,-1.579574771869430379e+02,-1.659862174785652371e+02
9.761952390478095820e-01,8.319262751735792563e+02,1.018005853380079762e+00,-1.578478433697864602e+02,-1.487866927884246024e+02
9.801960392078415962e-01,8.312949766401812894e+02,1.018138125154695262e+00,-1.577382985232472379e+02,-1.607515915959658912e+02
9.841968393678736104e-01,8.306641161957140866e+02,1.018270763168801940e+00,-1.576288425387262180e+02,-1.653271390812082586e+02
9.881976395279056247e-01,8.300336934851335400e+02,1.018403766255186138e+00,-1.575194753077946075e+02,-1.544252643649588492e+02
9.921984396879376389e-01,8.294037081538070879e+02,1.018537133249138638e+00,-1.574101967221936320e+02,-1.591842173726995213e+02
9.961992398479695421e-01,8.287741598475136016e+02,1.018670862988454662e+00,-1.573010066738348200e+02,-1.556767142449702988e+02
1.000200040008001556e+00,8.281450482124436121e+02,1.018804954313433875e+00,-1.571919050547997756e+02,-1.588899472079249620e+02
1.004200840168033571e+00,8.275163728951990834e+02,1.018939406066880604e+00,-1.570828917573401782e+02,-1.573815935597397697e+02
1.008201640328065585e+00,8.268881335427935255e+02,1.019074217094103618e+00,-1.569739666738777544e+02,-1.557451024551845933e+02
1.012202440488097599e+00,8.262603298026518814e+02,1.019209386242915905e+00,-1.568651296970043063e+02,-1.605983941169187972e+02
1.016203240648129613e+00,8.256329613226109814e+02,1.019344912363635114e+00,-1.567563807194815695e+02,-1.533626827401837716e+02
1.020204040808161627e+00,8.250060277509187472e+02,1.019480794309083560e+00,-1.566477196342412128e+02,-1.589972201296389187e+02
1.024204840968193642e+00,8.243795287362349882e+02,1.019617030934587554e+00,-1.565391463343849239e+02,-1.608875820552372886e+02
1.028205641128225656e+00,8.237534639276307189e+02,1.019753621097978291e+00,-1.564306607131841247e+02,-1.560454986040716108e+02
1.032206441288257670e+00,8.231278329745887277e+02,1.019890563659591409e+00,-1.563222626640801991e+02,-1.540970562716249788e+02
1.036207241448289684e+00,8.225026355270034628e+02,1.020027857482266764e+00,-1.562139520806843507e+02,-1.573593487887775382e+02
1.040208041608321698e+00,8.218778712351804643e+02,1.020165501431348654e+00,-1.561057288567774037e+02,-1.604183277921752051e+02
1.044208841768353713e+00,8.212535397498370457e+02,1.020303494374686260e+00,-1.559975928863100307e+02,-1.528986650547668660e+02
1.048209641928385727e+00,8.206296407221022946e+02,1.020441835182632984e+00,-1.558895440634027239e+02,-1.646911880240166113e+02
1.052210442088417741e+00,8.200061738035163899e+02,1.020580522728046891e+00,-1.557815822823453686e+02,-1.609359029625230448e+02
1.056211242248449755e+00,8.193831386460313979e+02,1.020719555886289820e+00,-1.556737074375977272e+02,-1.554760929849308013e+02
1.060212042408481770e+00,8.187605349020107042e+02,1.020858933535229163e+00,-1.555659194237890404e+02,-1.623712164153143647e+02
1.064212842568513784e+00,8.181383622242292404e+02,1.020998654555236085e+00,-1.554582181357181696e+02,-1.553182468144723316e+02
1.068213642728545798e+00,8.175166202658735983e+02,1.021138717829186193e+00,-1.553506034683533983e+02,-1.556249190584457267e+02
1.072214442888577812e+00,8.168953086805418025e+02,1.021279122242459758e+00,-1.552430753168326305e+02,-1.507493763725418034e+02
1.076215243048609826e+00,8.162744271222435373e+02,1.021419866682941935e+00,-1.551356335764631353e+02,-1.597095853355295958e+02
1.080216043208641841e+00,8.156539752453998062e+02,1.021560950041021432e+00,-1.550282781427216605e+02,-1.581578107609298627e+02
1.084216843368673633e+00,8.150339527048432728e+02,1.021702371209592064e+00,-1.549210089112542903e+02,-1.532551004877493028e+02
1.088217643528705647e+00,8.144143591558181470e+02,1.021844129084052089e+00,-1.548138257778764455e+02,-1.671016437289054863e+02
1.092218443688737661e+00,8.137951942539801848e+02,1.021986222562304203e+00,-1.547067286385729119e+02,-1.392065171440000029e+02
1.096219243848769676e+00,8.131764576553966890e+02,1.022128650544755324e+00,-1.545997173894977266e+02,-1.580929710418065781e+02
1.100220044008801690e+00,8.125581490165462810e+02,1.022271411934317031e+00,-1.544927919269741494e+02,-1.581419671906019460e+02
1.104220844168833704e+00,8.119402679943194698e+02,1.022414505636405568e+00,-1.543859521474946632e+02,-1.500803145929760944e+02
1.108221644328865718e+00,8.113228142460178560e+02,1.022557930558941397e+00,-1.542791979477208315e+02,-1.544783571548992427e+02
1.112222444488897732e+00,8.107057874293551549e+02,1.022701685612349420e+00,-1.541725292244835828e+02,-1.630696723180015510e+02
1.116223244648929747e+00,8.100891872024559461e+02,1.022845769709559205e+00,-1.540659458747826136e+02,-1.509313089743195633e+02
1.120224044808961761e+00,8.094730132238569240e+02,1.022990181766004536e+00,-1.539594477957868719e+02,-1.496825586257908185e+02
1.124224844968993775e+00,8.088572651525061019e+02,1.023134920699623862e+00,-1.538530348848343579e+02,-1.561027662522140531e+02
1.128225645129025789e+00,8.082419426477628122e+02,1.023279985430860295e+00,-1.537467070394319535e+02,-1.551547088308920763e+02
1.132226445289057803e+00,8.076270453693981608e+02,1.023425374882660943e+00,-1.536404641572555647e+02,-1.512105411709586065e+02
1.136227245449089818e+00,8.070125729775948002e+02,1.023571087980477801e+00,-1.535343061361498940e+02,-1.580782073857221519e+02
1.140228045609121832e+00,8.063985251329468156e+02,1.023717123652267302e+00,-1.534282328741286392e+02,-1.512362900530941090e+02
1.144228845769153846e+00,8.057849014964599519e+02,1.023863480828489880e+00,-1.533222442693743233e+02,-1.523257517171518316e+02
1.148229645929185860e+00,8.051717017295511596e+02,1.024010158442111074e+00,-1.532163402202381519e+02,-1.565910032991177445e+02
1.152230446089217875e+00,8.045589254940493902e+02,1.024157155428600419e+00,-1.531105206252402127e+02,-1.600710299942994368e+02
1.156231246249249889e+00,8.039465724521948005e+02,1.024304470725932337e+00,-1.530047853830693043e+02,-1.541328145368747471e+02
1.160232046409281903e+00,8.033346422666392073e+02,1.024452103274585246e+00,-1.528991343925829085e+02,-1.572762456838837579e+02
1.164232846569313917e+00,8.027231346004459738e+02,1.024600052017542451e+00,-1.527935675528070760e+02,-1.477865164244062441e+02
1.168233646729345931e+00,8.021120491170897822e+02,1.024748315900291695e+00,-1.526880847629365974e+02,-1.519676579204369773e+02
1.172234446889377946e+00,8.015013854804570883e+02,1.024896893870824943e+00,-1.525826859223347469e+02,-1.486722633095352535e+02
1.176235247049409960e+00,8.008911433548458945e+02,1.025045784879638822e+00,-1.524773709305333682e+02,-1.518042612538110632e+02
1.180236047209441974e+00,8.002813224049656355e+02,1.025194987879734176e+00,-1.523721396872329308e+02,-1.510576341018077642e+02
1.184236847369473988e+00,7.996719222959371791e+02,1.025344501826616739e+00,-1.522669920923020754e+02,-1.561819866784539670e+02
1.188237647529506003e+00,7.990629426932931665e+02,1.025494325678296459e+00,-1.521619280457782111e+02,-1.488216909129174894e+02
1.192238447689538017e+00,7.984543832629776716e+02,1.025644458395287950e+00,-1.520569474478669179e+02,-1.431334560763318109e+02
1.196239247849569809e+00,7.978462436713462012e+02,1.025794898940609823e+00,-1.519520501989421746e+02,-1.535004879765298824e+02
1.200240048009601823e+00,7.972385235851658081e+02,1.025945646279785572e+00,-1.518472361995463018e+02,-1.548111088381170362e+02
1.204240848169633837e+00,7.966312226716153191e+02,1.026096699380843358e+00,-1.517425053503899051e+02,-1.525316888613416779e+02
1.208241648329665852e+00,7.960243405982847662e+02,1.026248057214315335e+00,-1.516378575523518180e+02,-1.540442589703574470e+02
1.212242448489697866e+00,7.954178770331758415e+02,1.026399718753238322e+00,-1.515332927064790169e+02,-1.550406891997467085e+02
1.216243248649729880e+00,7.948118316437552267e+02,1.026551682965764156e+00,-1.514288107135798214e+02,-1.507378424937389809e+02
1.220244048809761894e+00,7.942062040968343126e+02,1.026703948814502221e+00,-1.513244114741810904e+02,-1.527789991394315336e+02
1.224244848969793908e+00,7.936009940618893097e+02,1.026856515282400073e+00,-1.512200948899545665e+02,-1.440257269207412776e+02
1.228245649129825923e+00,7.929962012088573147e+02,1.027009381355289186e+00,-1.511158608627607407e+02,-1.511148526479851171e+02
1.232246449289857937e+00,7.923918252080425191e+02,1.027162546021156420e+00,-1.510117092946091475e+02,-1.493921494064520061e+02
1.236247249449889951e+00,7.917878657301172325e+02,1.027316008270142467e+00,-1.509076400876580237e+02,-1.461475307476590046e+02
1.240248049609921965e+00,7.911843224461212003e+02,1.027469767094543185e+00,-1.508036531442144792e+02,-1.523074324067372061e+02
1.244248849769953980e+00,7.905811950274618312e+02,1.027623821488808264e+00,-1.506997483667345250e+02,-1.435160656662898191e+02
1.248249649929985994e+00,7.899784831459140833e+02,1.027778170449542117e+00,-1.505959256578226473e+02,-1.537593967204232115e+02
1.252250450090018008e+00,7.893761864736204643e+02,1.027932812975504095e+00,-1.504921849202322051e+02,-1.545338234296628173e+02
1.256251250250050022e+00,7.887743046830913727e+02,1.028087748067607388e+00,-1.503885260568652029e+02,-1.522198611511164756e+02
1.260252050410082036e+00,7.881728374472047562e+02,1.028242974728919679e+00,-1.502849489707724047e+02,-1.508585359306080989e+02
1.264252850570114051e+00,7.875717844392059988e+02,1.028398491964663819e+00,-1.501814535651529638e+02,-1.571880445656482266e+02
1.268253650730146065e+00,7.869711453327082609e+02,1.028554298782216492e+00,-1.500780397433548217e+02,-1.502535136639990583e+02
1.272254450890178079e+00,7.863709198016923665e+02,1.028710394191109101e+00,-1.499747074088743943e+02,-1.583121403610714992e+02
1.276255251050210093e+00,7.857711075205066891e+02,1.028866777203027549e+00,-1.498714564653566583e+02,-1.429107644626291744e+02
1.280256051210242108e+00,7.851717081638672653e+02,1.029023446831812238e+00,-1.497682868165950651e+02,-1.501732715736335422e+02
1.284256851370274122e+00,7.845727214068576814e+02,1.029180402093458069e+00,-1.496651983665315129e+02,-1.528749869900113936e+02
1.288257651530306136e+00,7.839741469249293004e+02,1.029337642006114217e+00,-1.495621910192564030e+02,-1.541038816106742786e+02
1.292258451690338150e+00,7.833759843939009215e+02,1.029495165590084804e+00,-1.494592646790084984e+02,-1.513814170500494924e+02
1.296259251850370164e+00,7.827782334899592342e+02,1.029652971867827782e+00,-1.493564192501749517e+02,-1.504718165923270874e+02
1.300260052010402179e+00,7.821808938896582504e+02,1.029811059863956269e+00,-1.492536546372912483e+02,-1.544762094653480631e+02
1.304260852170434193e+00,7.815839652699198723e+02,1.029969428605237214e+00,-1.491509707450412066e+02,-1.537499462141553863e+02
1.308261652330466207e+00,7.809874473080334383e+02,1.030128077120592955e+00,-1.490483674782568357e+02,-1.499842425035645306e+02
1.312262452490497999e+00,7.803913396816559498e+02,1.030287004441099219e+00,-1.489458447419185632e+02,-1.515497634808967575e+02
1.316263252650530013e+00,7.797956420688122989e+02,1.030446209599987117e+00,-1.488434024411549217e+02,-1.441473369227633157e+02
1.320264052810562028e+00,7.792003541478944726e+02,1.030605691632641818e+00,-1.487410404812426350e+02,-1.430516886100150202e+02
1.324264852970594042e+00,7.786054755976626893e+02,1.030765449576602766e+00,-1.486387587676065891e+02,-1.485586527496071483e+02
1.328265653130626056e+00,7.780110060972442625e+02,1.030925482471564791e+00,-1.485365572058198609e+02,-1.461685593455472087e+02
1.332266453290658070e+00,7.774169453261345097e+02,1.031085789359376115e+00,-1.484344357016035758e+02,-1.551103775697291667e+02
1.336267253450690085e+00,7.768232929641961846e+02,1.031246369284040121e+00,-1.483323941608268797e+02,-1.451453056136637940e+02
1.340268053610722099e+00,7.762300486916597038e+02,1.031407221291714471e+00,-1.482304324895069954e+02,-1.483833498370733253e+02
1.344268853770754113e+00,7.756372121891232609e+02,1.031568344430711326e+00,-1.481285505938092513e+02,-1.457052090140550717e+02
1.348269653930786127e+00,7.750447831375524856e+02,1.031729737751497566e+00,-1.480267483800467403e+02,-1.400249677220784292e+02
1.352270454090818141e+00,7.744527612182805569e+02,1.031891400306693907e+00,-1.479250257546805756e+02,-1.593293145364023928e+02
1.356271254250850156e+00,7.738611461130085445e+02,1.032053331151076447e+00,-1.478233826243198621e+02,-1.465186417290527174e+02
1.360272054410882170e+00,7.732699375038050675e+02,1.032215529341575122e+00,-1.477218188957215261e+02,-1.532174142115608504e+02
1.364272854570914184e+00,7.726791350731061812e+02,1.032377993937274585e+00,-1.476203344757902585e+02,-1.446593510187678078e+02
1.368273654730946198e+00,7.720887385037158310e+02,1.032540723999413768e+00,-1.475189292715787133e+02,-1.540854964587210532e+02
1.372274454890978213e+00,7.714987474788055124e+02,1.032703718591386544e+00,-1.474176031902871671e+02,-1.498946010253071393e+02
1.376275255051010227e+00,7.709091616819141564e+02,1.032866976778740842e+00,-1.473163561392637462e+02,-1.463026873604618743e+02
1.380276055211042241e+00,7.703199807969485846e+02,1.033030497629179312e+00,-1.472151880260042276e+02,-1.441476410938273602e+02
1.384276855371074255e+00,7.697312045081830547e+02,1.033194280212559102e+00,-1.471140987581522097e+02,-1.467401283114693626e+02
1.388277655531106269e+00,7.691428325002594875e+02,1.033358323600891637e+00,-1.470130882434987143e+02,-1.509772429384377688e+02
1.392278455691138284e+00,7.685548644581876943e+02,1.033522626868342842e+00,-1.469121563899826128e+02,-1.496798174785596416e+02
1.396279255851170298e+00,7.679673000673446950e+02,1.033687189091233360e+00,-1.468113031056902855e+02,-1.423887886494433985e+02
1.400280056011202312e+00,7.673801390134754001e+02,1.033852009348038337e+00,-1.467105282988555643e+02,-1.467380263772882643e+02
1.404280856171234326e+00,7.667933809826923834e+02,1.034017086719386969e+00,-1.466098318778599889e+02,-1.550289038620652775e+02
1.408281656331266340e+00,7.662070256614755408e+02,1.034182420288063620e+00,-1.465092137512323802e+02,-1.422909002098839153e+02
1.412282456491298355e+00,7.656210727366727724e+02,1.034348009139006486e+00,-1.464086738276492099e+02,-1.443274314290818268e+02
1.416283256651330369e+00,7.650355218954993006e+02,1.034513852359308705e+00,-1.463082120159343162e+02,-1.419411342896745793e+02
