t,A,S,dA_dt,dA_dt_noisy
1.856371274254851045e+00,2.914381527993272630e-02,3.427840159510186667e-04,2.914972861615385685e-02,2.514858110610314681e-02
1.864372874574915073e+00,2.937807605749441497e-02,3.482526552565153467e-04,2.940415099836779858e-02,9.211492893479781424e-03
1.872374474894979102e+00,2.961438256689421372e-02,3.538098541520188220e-04,2.966106761831716412e-02,3.386620049127291726e-02
1.880376075215042908e+00,2.985275486447033777e-02,3.594571175159487790e-04,2.992050625800872499e-02,3.251614084692932422e-02
1.888377675535106937e+00,3.009321324076957155e-02,3.651959790796685925e-04,3.018249505263094143e-02,1.605868289791318598e-02
1.896379275855170965e+00,3.033577822054722012e-02,3.710280014274846216e-04,3.044706249191291014e-02,3.815028331985786947e-02
1.904380876175234993e+00,3.058047056276713693e-02,3.769547759966467514e-04,3.071423742147328176e-02,2.370323941713901872e-02
1.912382476495299022e+00,3.082731126060172036e-02,3.829779230773482307e-04,3.098404904415823918e-02,1.972216788262523557e-02
1.920384076815363050e+00,3.107632154143190675e-02,3.890990918127257801e-04,3.125652692136764166e-02,3.221383403101021198e-02
1.928385677135427079e+00,3.132752286684718085e-02,3.953199601988592669e-04,3.153170097436831798e-02,2.974699666037616819e-02
1.936387277455491107e+00,3.158093693264555496e-02,4.016422350847720845e-04,3.180960148559348888e-02,3.383584149550496190e-02
1.944388877775555136e+00,3.183658566883360713e-02,4.080676521724310984e-04,3.209025909992747894e-02,1.603277851668309315e-02
1.952390478095619164e+00,3.209449124586962604e-02,4.145979772657386038e-04,3.237370483280523764e-02,5.049600599552897529e-02
1.960392078415683192e+00,3.235467614173510864e-02,4.212350201083993762e-04,3.265997014495009010e-02,2.663338399951280938e-02
1.968393678735747221e+00,3.261716302229210329e-02,4.279806109435475478e-04,3.294908681283893054e-02,1.755249372787481832e-02
1.976395279055811249e+00,3.288197479979581422e-02,4.348366114453412127e-04,3.324108699389671101e-02,3.942950887956820499e-02
1.984396879375875278e+00,3.314913466123782515e-02,4.418049202835905038e-04,3.353600325891237244e-02,2.998796195790060654e-02
1.992398479695939084e+00,3.341866606834605763e-02,4.488874731237574842e-04,3.383386859345491327e-02,3.708245345118395264e-02
2.000400080016003113e+00,3.369059275758482658e-02,4.560862426269568525e-04,3.413471639926950185e-02,3.073863209301911509e-02
2.008401680336067141e+00,3.396493874015478476e-02,4.634032384499548580e-04,3.443858049565212687e-02,3.384117689085292674e-02
2.016403280656131169e+00,3.424172830199296441e-02,4.708405072451699513e-04,3.474549512080159913e-02,3.720322355818793392e-02
2.024404880976195198e+00,3.452098600377274951e-02,4.784001326606727306e-04,3.505549493314729509e-02,2.758896609331831090e-02
2.032406481296259226e+00,3.480273668090390349e-02,4.860842353401858325e-04,3.536861501265146229e-02,4.215601097124704183e-02
2.040408081616323255e+00,3.508700544353253459e-02,4.938949729230840413e-04,3.568489086208437994e-02,3.098588987128894634e-02
2.048409681936387283e+00,3.537381767654113746e-02,5.018345400443941255e-04,3.600435840827098666e-02,2.730748696656626340e-02
2.056411282256451312e+00,3.566319904975733673e-02,5.099051706131385846e-04,3.632705401462813649e-02,3.709737823285316760e-02
2.064412882576515340e+00,3.595517558761567034e-02,5.181091539608443947e-04,3.665301455972530542e-02,4.110342734463572761e-02
2.072414482896579369e+00,3.624977353343175612e-02,5.264488050893320050e-04,3.698227728806520453e-02,3.469148387187880739e-02
2.080416083216643397e+00,3.654701942692074879e-02,5.349264809670186208e-04,3.731487989714142584e-02,2.868968202634579814e-02
2.088417683536707425e+00,3.684694012899120824e-02,5.435445859532704680e-04,3.765086056627359179e-02,4.384871622935992280e-02
2.096419283856771454e+00,3.714956282174511348e-02,5.523055717984029023e-04,3.799025795793894295e-02,2.038697003671117308e-02
2.104420884176835482e+00,3.745491500847786259e-02,5.612119376436805170e-04,3.833311121906612939e-02,2.802446985871080015e-02
2.112422484496899511e+00,3.776302451367825191e-02,5.702662300213169264e-04,3.867945998228935339e-02,3.907468888762320042e-02
2.120424084816963539e+00,3.807391948302851770e-02,5.794710428544749825e-04,3.902934436716094108e-02,2.541875038411026827e-02
2.128425685137027568e+00,3.838762838340428751e-02,5.888290174572666669e-04,3.938280498131994933e-02,3.966274762381163943e-02
2.136427285457091596e+00,3.870418000287462190e-02,5.983428425347528737e-04,3.973988292161510782e-02,3.919125174143046897e-02
2.144428885777155624e+00,3.902360345070197967e-02,6.080152541829439514e-04,4.010061977517952181e-02,4.908801766376120340e-02
2.152430486097219653e+00,3.934592815734224563e-02,6.178490358887990530e-04,4.046505762045516513e-02,3.131715410232224772e-02
2.160432086417283681e+00,3.967118390844089765e-02,6.278470271183258762e-04,4.083323906637691125e-02,3.457417382996048200e-02
2.168433686737347266e+00,3.999940087102627634e-02,6.380121311070434918e-04,4.120520728293321222e-02,4.453702412994321042e-02
2.176435287057411294e+00,4.033060947256397050e-02,6.483472843056313018e-04,4.158100586615591510e-02,1.700536996409784257e-02
2.184436887377475323e+00,4.066484050806225964e-02,6.588554822374758290e-04,4.196067895937788395e-02,7.296110194852373221e-02
2.192438487697539351e+00,4.100212514640208528e-02,6.695397810624841408e-04,4.234427126141528108e-02,3.535776395679759293e-02
2.200440088017603379e+00,4.134249493033703704e-02,6.804032975770838484e-04,4.273182802757882065e-02,3.543347750032324606e-02
2.208441688337667408e+00,4.168598177649333186e-02,6.914492092142227823e-04,4.312339507061958149e-02,5.173467017965670961e-02
2.216443288657731436e+00,4.203261797536984173e-02,7.026807540433691003e-04,4.351901876160652743e-02,4.312070034724968526e-02
2.224444888977795465e+00,4.238243619133805901e-02,7.141012307705113960e-04,4.391874603073250838e-02,2.612445984369659788e-02
2.232446489297859493e+00,4.273546946264213109e-02,7.257139987381584821e-04,4.432262436804615402e-02,5.059189816897227687e-02
2.240448089617923522e+00,4.309175120139884657e-02,7.375224779253394987e-04,4.473070182410604501e-02,5.328448016409813304e-02
2.248449689937987550e+00,4.345131519359762828e-02,7.495301489476038047e-04,4.514302701055424027e-02,4.064356427579482456e-02
2.256451290258051579e+00,4.381419560345476555e-02,7.617405542938498683e-04,4.555964910556122016e-02,4.274364552264096895e-02
2.264452890578115607e+00,4.418042706292449329e-02,7.741573245693295644e-04,4.598061795620449893e-02,5.084046392879841558e-02
2.272454490898179635e+00,4.455004453080896321e-02,7.867841397657497626e-04,4.640598391862460481e-02,3.731818141948010925e-02
2.280456091218243664e+00,4.492308335045474416e-02,7.996247439481079513e-04,4.683579792389620106e-02,5.121968356596528354e-02
2.288457691538307692e+00,4.529957929798873045e-02,8.126829586544119391e-04,4.727011153337407762e-02,4.926309663781906073e-02
2.296459291858371721e+00,4.567956858231810718e-02,8.259626828956808308e-04,4.770897693909301185e-02,4.095965078133383119e-02
2.304460892178435749e+00,4.606308784513041266e-02,8.394678931559440517e-04,4.815244696406388580e-02,3.423142822594543722e-02
2.312462492498499778e+00,4.645017416089346207e-02,8.532026433922422146e-04,4.860057506246139025e-02,4.634451675485053157e-02
2.320464092818563806e+00,4.684086503685540998e-02,8.671710650346265781e-04,4.905341531969931168e-02,4.029919273709763050e-02
2.328465693138627834e+00,4.723519841304472250e-02,8.813773669861592634e-04,4.951102245238921812e-02,5.952512470919085752e-02
2.336467293458691863e+00,4.763321266227018430e-02,8.958258356229131456e-04,4.997345180817787391e-02,5.141430549317710375e-02
2.344468893778755891e+00,4.803494659012087775e-02,9.105208347939717454e-04,5.044075936545887318e-02,5.826160459105783618e-02
2.352470494098819920e+00,4.844043943496622456e-02,9.254668058214298798e-04,5.091300173295414122e-02,5.225922108639872304e-02
2.360472094418883948e+00,4.884973094460840631e-02,9.406682931743643155e-04,5.139023623750280795e-02,5.401924740835311461e-02
2.368473694738947977e+00,4.926286130226879140e-02,9.561299226017730890e-04,5.187252083832361027e-02,4.404253166601980463e-02
2.376475295059012005e+00,4.967987109671335999e-02,9.718563894217702214e-04,5.235991409176270206e-02,5.904038835748415259e-02
2.384476895379076034e+00,5.010080141417314059e-02,9.878524877617183859e-04,5.285247525649686140e-02,7.069945799956710297e-02
2.392478495699139618e+00,5.052569383834430716e-02,1.004123110558247881e-03,5.335026429280624594e-02,5.025338873763082748e-02
2.400480096019203646e+00,5.095459045038822771e-02,1.020673249557260210e-03,5.385334186168638099e-02,4.792559658454489252e-02
2.408481696339267675e+00,5.138753382893132549e-02,1.037507995313922222e-03,5.436176932379319787e-02,5.278340230188967308e-02
2.416483296659331703e+00,5.182456705006519698e-02,1.054632537192670130e-03,5.487560873821571011e-02,5.006280590220447274e-02
2.424484896979395732e+00,5.226573368734657721e-02,1.072052163367208421e-03,5.539492286107000618e-02,4.838012987453460534e-02
2.432486497299459760e+00,5.271107781179733970e-02,1.089772260820510074e-03,5.591977514390814724e-02,5.730171158358981359e-02
2.440488097619523788e+00,5.316064399190448958e-02,1.107798315344815914e-03,5.645022973193599553e-02,5.354105440143509115e-02
2.448489697939587817e+00,5.361447729362016357e-02,1.126135911541635906e-03,5.698635146203323565e-02,7.137508740045982181e-02
2.456491298259651845e+00,5.407262335619151400e-02,1.144790762818684218e-03,5.752820594889131167e-02,5.753022237844255399e-02
2.464492898579715874e+00,5.453512832438513203e-02,1.163768688622714761e-03,5.807585950385232842e-02,6.131497928016661075e-02
2.472494498899779902e+00,5.500203881001376749e-02,1.183075596970886365e-03,5.862937908754752708e-02,6.814959776754554721e-02
2.480496099219843931e+00,5.547340199163763169e-02,1.202717521612495233e-03,5.918883242348579876e-02,5.618127389844036756e-02
2.488497699539907959e+00,5.594926561460281805e-02,1.222700622043661764e-03,5.975428799545812186e-02,7.412165339634750605e-02
2.496499299859971988e+00,5.642967799104128129e-02,1.243031183507329251e-03,6.032581504465438227e-02,5.399887291945325990e-02
2.504500900180036016e+00,5.691468799987081661e-02,1.263715616993264963e-03,6.090348356652937334e-02,5.282020654766812762e-02
2.512502500500100044e+00,5.740434508679509440e-02,1.284760459238059281e-03,6.148736430740950332e-02,5.782469411890698435e-02
2.520504100820164073e+00,5.789869926430364633e-02,1.306172372725125912e-03,6.207752876083198063e-02,6.093035484116061246e-02
2.528505701140228101e+00,5.839780111167185150e-02,1.327958145684702542e-03,6.267404916360767853e-02,4.866086716261716627e-02
2.536507301460292130e+00,5.890170177496095727e-02,1.350124692093849967e-03,6.327699849159885981e-02,6.292605065031038614e-02
2.544508901780356158e+00,5.941045296952807836e-02,1.372679052848306156e-03,6.388645045815043166e-02,4.721158455375622232e-02
2.552510502100420187e+00,5.992410707534873149e-02,1.395628442326596243e-03,6.450247962121312406e-02,7.842386362666811661e-02
2.560512102420484215e+00,6.044271699842024281e-02,1.418980187640510576e-03,6.512516121547319570e-02,6.431519170139625430e-02
2.568513702740548243e+00,6.096633621930196839e-02,1.442741746604060248e-03,6.575457120408728651e-02,5.933499395712754643e-02
2.576515303060612272e+00,6.149501885715774607e-02,1.466920736630928594e-03,6.639078634849901461e-02,5.730740516566328741e-02
2.584516903380676300e+00,6.202881966975590938e-02,1.491524934734470963e-03,6.703388420272311798e-02,6.318957946064114595e-02
2.592518503700740329e+00,6.256779405346928058e-02,1.516562277527714296e-03,6.768394310727059160e-02,6.545314842296633129e-02
2.600520104020804357e+00,6.311199804327519147e-02,1.542040861223358201e-03,6.834104218270396769e-02,5.789593252659036571e-02
2.608521704340868386e+00,6.366148831275543485e-02,1.567968941633773221e-03,6.900526132281106784e-02,5.980731038458272225e-02
2.616523304660932414e+00,6.421632217409631305e-02,1.594354934171002790e-03,6.967668118738631899e-02,6.780493113677095451e-02
2.624524904980995998e+00,6.477655757808858938e-02,1.621207413846760623e-03,7.035538319460690748e-02,6.514754571665050398e-02
2.632526505301060027e+00,6.534225311412759918e-02,1.648535115272436362e-03,7.104144951299276589e-02,8.043358054977597926e-02
2.640528105621124055e+00,6.591346803576465796e-02,1.676346948074014694e-03,7.173496308307314440e-02,8.311366682552839835e-02
2.648529705941188084e+00,6.649026231562008005e-02,1.704652035905078033e-03,7.243600767305247157e-02,7.259621970905136279e-02
2.656531306261252112e+00,6.707269649447229753e-02,1.733459627154438753e-03,7.314466769142793923e-02,7.788066341197322218e-02
2.664532906581316141e+00,6.766083180741851166e-02,1.762779163443007734e-03,7.386102832645095873e-02,6.050914459019975794e-02
2.672534506901380169e+00,6.825473019895027249e-02,1.792620288294446886e-03,7.458517555396038112e-02,8.095935264828653388e-02
2.680536107221444198e+00,6.885445432295353441e-02,1.822992847135169363e-03,7.531719612692008847e-02,7.501136143178745164e-02
2.688537707541508226e+00,6.946006754270858674e-02,1.853906887294340432e-03,7.605717756443682032e-02,8.090386072394518957e-02
2.696539307861572254e+00,7.007163393089009540e-02,1.885372658003876389e-03,7.680520814024403842e-02,9.280876945618063423e-02
2.704540908181636283e+00,7.068921826956708898e-02,1.917400610398444557e-03,7.756137687063613395e-02,5.475279930719249150e-02
2.712542508501700311e+00,7.131288605020300042e-02,1.950001397515464373e-03,7.832577350183773934e-02,8.093525529237202698e-02
2.720544108821764340e+00,7.194270347365558371e-02,1.983185874295106087e-03,7.909848849679235183e-02,6.810729786511371397e-02
2.728545709141828368e+00,7.257873745263990206e-02,2.016965099564282070e-03,7.987961302425063137e-02,8.580157993829551355e-02
2.736547309461892397e+00,7.322105568910178275e-02,2.051350403829767331e-03,8.066923903503499249e-02,6.753610466075032903e-02
2.744548909781956425e+00,7.386972655186826997e-02,2.086353300721107296e-03,8.146745910248212597e-02,7.651346343244219694e-02
2.752550510102020453e+00,7.452481913034439409e-02,2.121985517940825055e-03,8.227436647068461784e-02,8.430170402828836285e-02
2.760552110422084482e+00,7.518640328769501946e-02,2.158259037590026623e-03,8.309005510104842951e-02,8.922514896540215124e-02
2.768553710742148510e+00,7.585454966084476114e-02,2.195186096168400079e-03,8.391461965547437896e-02,8.466256054884009619e-02
2.776555311062212539e+00,7.652932966047804042e-02,2.232779184574214693e-03,8.474815547882412481e-02,7.681984608894601441e-02
2.784556911382276567e+00,7.721081547103907095e-02,2.271051048104323102e-03,8.559075858065168241e-02,8.005543640349760404e-02
2.792558511702340596e+00,7.789908005073187258e-02,2.310014686454159999e-03,8.644252561618044617e-02,9.528755452867423981e-02
2.800560112022404624e+00,7.859419713152022979e-02,2.349683353717740841e-03,8.730355386650613669e-02,8.724855770964075330e-02
2.808561712342468653e+00,7.929624121912774715e-02,2.390070558387665314e-03,8.817394121800545270e-02,7.133579724959487889e-02
2.816563312662532681e+00,8.000528759303779380e-02,2.431190063355113864e-03,8.905378614092948619e-02,9.749041322362640705e-02
2.824564912982596709e+00,8.072141235275626103e-02,2.473055950549710603e-03,8.994318771984601002e-02,9.410567251698075120e-02
2.832566513302660738e+00,8.144469235892161374e-02,2.515682570731816829e-03,9.084224556100456427e-02,9.957640101352403794e-02
2.840568113622724766e+00,8.217520522954457896e-02,2.559084518339293027e-03,9.175105976551281572e-02,8.838478510174599401e-02
2.848569713942788351e+00,8.291302940651504305e-02,2.603276706794824345e-03,9.266973098156813804e-02,1.009512961658342312e-01
2.856571314262852379e+00,8.365824415560334237e-02,2.648274368507189547e-03,9.359836037870133962e-02,8.298771117868458669e-02
2.864572914582916408e+00,8.441092956645990242e-02,2.694093054871243668e-03,9.453704962105409504e-02,1.002370477297086920e-01
2.872574514902980436e+00,8.517116655261545988e-02,2.740748636267930152e-03,9.548590083966891628e-02,9.058209774338835119e-02
