t,S,E,I,R,dI_dt,dI_dt_noisy
3.960792158431686083e+00,9.960432826502300259e+02,1.079177132931158800e+00,2.246426728879987955e+00,6.311134879588538027e-01,5.268734320797282544e-01,8.587022175884315711e-01
3.984796959391878168e+00,9.960164119618476661e+02,1.087470081204514383e+00,2.259113348137192556e+00,6.370046088107402804e-01,5.301360096392085941e-01,1.516372936604104549e+00
4.008801760352070254e+00,9.959893905549826059e+02,1.095799270603052378e+00,2.271878471406728828e+00,6.429317030077175144e-01,5.334141271166529252e-01,6.379978632847913556e-01
4.032806561312262339e+00,9.959622175093371652e+02,1.104164995721426568e+00,2.284722472720228215e+00,6.488950222211650187e-01,5.367078608754243252e-01,2.405028109989580387e-01
4.056811362272454424e+00,9.959348918997941382e+02,1.112567552150721895e+00,2.297645727943731675e+00,6.548948201113949930e-01,5.400172873512396610e-01,4.770276923579183093e-01
4.080816163232646510e+00,9.959074127980169351e+02,1.121007235930338020e+00,2.310648614603539652e+00,6.609313514491862440e-01,5.433424829196127348e-01,5.070932101097067601e-01
4.104820964192838595e+00,9.958797792715915875e+02,1.129484343853941253e+00,2.323731512042577219e+00,6.670048725118963295e-01,5.466835239720606587e-01,6.010522157111199970e-01
4.128825765153030680e+00,9.958519903836750018e+02,1.137999173590559243e+00,2.336894801457866322e+00,6.731156412765405550e-01,5.500404869407941044e-01,5.350265803260766395e-01
4.152830566113222766e+00,9.958240451929950723e+02,1.146552023684582089e+00,2.350138865900523566e+00,6.792639174197918628e-01,5.534134482950032741e-01,6.403964177431049620e-01
4.176835367073413963e+00,9.957959427538504542e+02,1.155143193555761227e+00,2.363464090275760654e+00,6.854499623179806100e-01,5.568024845371202236e-01,-2.786225457704361030e-01
4.200840168033606048e+00,9.957676821161107910e+02,1.163772983499211433e+00,2.376870861342886165e+00,6.916740390470959010e-01,5.602076721990532082e-01,9.750221502190745682e-01
4.224844968993798133e+00,9.957392623252164867e+02,1.172441694685407931e+00,2.390359567715301559e+00,6.979364123827834776e-01,5.636290878383967140e-01,2.762594533778805483e-01
4.248849769953990219e+00,9.957106824221789338e+02,1.181149629160188619e+00,2.403930599860505612e+00,7.042373488003471627e-01,5.670668080346156215e-01,-1.951254018889669872e-02
4.272854570914182304e+00,9.956819414435803992e+02,1.189897089844753619e+00,2.417584350100091317e+00,7.105771164747485269e-01,5.705209093852021685e-01,8.893964892059200711e-01
4.296859371874374389e+00,9.956530384215740241e+02,1.198684380535664395e+00,2.431321212609747651e+00,7.169559852806067779e-01,5.739914685018077112e-01,1.232654472194848694e+00
4.320864172834566475e+00,9.956239723838837108e+02,1.207511805904844859e+00,2.445141583419258247e+00,7.233742267921989821e-01,5.774785620063480618e-01,8.239926367560693743e-01
4.344868973794758560e+00,9.955947423538044632e+02,1.216379671499580706e+00,2.459045860412502726e+00,7.298321142834598430e-01,5.809822665270822917e-01,6.615619234498424373e-01
4.368873774754950645e+00,9.955653473502020461e+02,1.225288283742519857e+00,2.473034443327455811e+00,7.363299227279814785e-01,5.845026586946664438e-01,1.183925060086903902e-01
4.392878575715142730e+00,9.955357863875130988e+02,1.234237949931671796e+00,2.487107733756187766e+00,7.428679287990141988e-01,5.880398151381783789e-01,2.023823484044927845e+00
4.416883376675334816e+00,9.955060584756919297e+02,1.243228978257553186e+00,2.501266135146021696e+00,7.494464109045492206e-01,5.915938124845755430e-01,1.031723122815329630e+00
4.440888177635526901e+00,9.954761626195421513e+02,1.252261678010968771e+00,2.515510052749076575e+00,7.560656496978443997e-01,5.951647273882154643e-01,2.551739221672755242e-02
4.464892978595718986e+00,9.954460978203526338e+02,1.261336359050735378e+00,2.529839893495438030e+00,7.627259271012460928e-01,5.987526364078106234e-01,2.089336782879383514e-01
4.488897779555911072e+00,9.954158630751107921e+02,1.270453332072134511e+00,2.544256066137787986e+00,7.694275266794039503e-01,6.023576160729238183e-01,6.458472403588759736e-01
4.512902580516103157e+00,9.953854573760736457e+02,1.279612908746946331e+00,2.558758981280981448e+00,7.761707338984811244e-01,6.059797429106859035e-01,-1.713858230873072097e-01
4.536907381476295242e+00,9.953548797107683868e+02,1.288815401723449217e+00,2.573349051382046504e+00,7.829558361261542698e-01,6.096190934416478857e-01,6.939342969469050049e-01
4.560912182436487328e+00,9.953241290619918118e+02,1.298061124626420648e+00,2.588026690750182990e+00,7.897831226316139874e-01,6.132757441756009342e-01,3.837399663192213595e-01
4.584916983396679413e+00,9.952932044078105491e+02,1.307350392057136323e+00,2.602792315546765600e+00,7.966528845855644914e-01,6.169497716073736315e-01,1.230085071765482319e+00
4.608921784356871498e+00,9.952621047215611725e+02,1.316683519593371043e+00,2.617646343785340335e+00,8.035654150602237200e-01,6.206412522125984710e-01,1.101718584026721848e+00
4.632926585317062695e+00,9.952308289718497463e+02,1.326060823789397602e+00,2.632589195331626719e+00,8.105210090293226699e-01,6.243502624434520420e-01,-7.312924562739342438e-01
4.656931386277254781e+00,9.951993761225523940e+02,1.335482622175988787e+00,2.647621291903518248e+00,8.175199633681073941e-01,6.280768787243697915e-01,6.489281717380260828e-01
4.680936187237446866e+00,9.951677451328151847e+02,1.344949233260414267e+00,2.662743057071080166e+00,8.245625768533364486e-01,6.318211774477293652e-01,-1.769125723141147244e-01
4.704940988197638951e+00,9.951359349570537915e+02,1.354460976526443261e+00,2.677954916256550355e+00,8.316491501632822247e-01,6.355832349695105243e-01,1.190402234593772146e+00
4.728945789157831037e+00,9.951039445449536061e+02,1.364018172434343867e+00,2.693257296734340667e+00,8.387799858777311712e-01,6.393631276049238643e-01,7.234160621688360271e-01
4.752950590118023122e+00,9.950717728414701924e+02,1.373621142420881958e+00,2.708650627631035146e+00,8.459553884779831279e-01,6.431609316240154417e-01,9.173636577175140472e-01
4.776955391078215207e+00,9.950394187868284916e+02,1.383270208899323173e+00,2.724135339925391808e+00,8.531756643468515477e-01,6.469767232472399821e-01,1.144143588455904803e-01
4.800960192038407293e+00,9.950068813165236179e+02,1.392965695259430703e+00,2.739711866448340416e+00,8.604411217686640523e-01,6.508105786410087745e-01,1.565025697638758873e+00
4.824964992998599378e+00,9.949741593607856203e+02,1.402707926026420582e+00,2.755380641827673838e+00,8.677520713603169566e-01,6.546625739366783714e-01,1.664699257511900843e+00
4.848969793958791463e+00,9.949412518453762004e+02,1.412497226604841671e+00,2.771142102346751290e+00,8.751088256722041603e-01,6.585327851589570791e-01,1.261472638458508433e-01
4.872974594918983549e+00,9.949081576920390262e+02,1.422333923156551716e+00,2.786996686086198771e+00,8.825116987183101447e-01,6.624212882161157889e-01,8.488288491492739229e-01
4.896979395879175634e+00,9.948748758174970135e+02,1.432218342911793396e+00,2.802944832955851506e+00,8.899610066354403104e-01,6.663281589592221499e-01,3.296769447641287321e-01
4.920984196839367719e+00,9.948414051334499391e+02,1.442150814170094053e+00,2.818986984694686004e+00,8.974570676853380613e-01,6.702534731777067822e-01,6.584685047473407549e-01
4.944988997799559804e+00,9.948077445465743267e+02,1.452131666300265689e+00,2.835123584870821833e+00,9.050002022546843605e-01,6.741973065947401977e-01,4.137881698245826634e-02
4.968993798759751890e+00,9.947738929585229926e+02,1.462161229740404522e+00,2.851355078881522065e+00,9.125907328550981745e-01,6.781597348625792998e-01,1.611732492152888607e+00
4.992998599719943975e+00,9.947398492659258409e+02,1.472239835997891655e+00,2.867681913953191053e+00,9.202289841231363621e-01,6.821408335578873494e-01,1.975510780165533609e-01
5.017003400680136060e+00,9.947056123603889546e+02,1.482367817649392183e+00,2.884104539141376655e+00,9.279152828202935632e-01,6.861406781770238439e-01,5.380987706782764946e-01
5.041008201640328146e+00,9.946711811284953910e+02,1.492545508340856308e+00,2.900623405330769344e+00,9.356499578330021993e-01,6.901593441313074173e-01,9.409008096865685289e-01
5.065013002600519343e+00,9.946365544518047273e+02,1.502773242787518226e+00,2.917238965235200876e+00,9.434333401726322510e-01,6.941969067422495421e-01,3.704165675341852815e-01
5.089017803560711428e+00,9.946017312068530600e+02,1.513051356773897460e+00,2.933951673397648285e+00,9.512657629754925903e-01,6.982534412367600307e-01,5.785972263706089525e-01
5.113022604520903514e+00,9.945667102651532332e+02,1.523380187153797305e+00,2.950761986190229003e+00,9.591475615028288715e-01,7.023290227423244492e-01,4.205090995288421896e-01
5.137027405481095599e+00,9.945314904931947240e+02,1.533760071850306161e+00,2.967670361814203961e+00,9.670790731408249741e-01,7.064237262821514429e-01,6.396933488640044185e-01
5.161032206441287684e+00,9.944960707524436430e+02,1.544191349855796203e+00,2.984677260299976709e+00,9.750606374006024479e-01,7.105376267702936399e-01,1.252663092201422579e-01
5.185037007401479769e+00,9.944604498993428479e+02,1.554674361231924928e+00,3.001783143507092966e+00,9.830925959182211793e-01,7.146707990067384664e-01,4.956767612055881234e-01
5.209041808361671855e+00,9.944246267852430492e+02,1.565209447128936393e+00,3.018988475114241954e+00,9.911752925138247461e-01,7.188233176749023734e-01,6.153768553187802803e-01
5.233046609321863940e+00,9.943886002558031123e+02,1.575796949944415770e+00,3.036293720406324503e+00,9.993090738462927503e-01,7.229952573403504168e-01,5.561322554382830408e-01
5.257051410282056025e+00,9.943523691527043411e+02,1.586437212828737398e+00,3.053699346371916423e+00,1.007494288095129864e+00,7.271866923637657631e-01,7.555316698106632201e-01
5.281056211242248111e+00,9.943159323127166545e+02,1.597130579970881259e+00,3.071205821802056590e+00,1.015731285510528714e+00,7.313976969629258917e-01,5.848465872845652891e-01
5.305061012202440196e+00,9.942792885673084129e+02,1.607877396711292706e+00,3.088813617266529032e+00,1.024020418713866176e+00,7.356283452262416533e-01,1.112234049445932182e+00
5.329065813162632281e+00,9.942424367426466461e+02,1.618678009541882012e+00,3.106523205113862485e+00,1.032362042697704041e+00,7.398787111076920997e-01,5.782807482147771516e-01
5.353070614122824367e+00,9.942053756595969389e+02,1.629532766106024599e+00,3.124335059471331277e+00,1.040756514825787793e+00,7.441488684217313354e-01,6.758240702737892125e-01
5.377075415083016452e+00,9.941681041337235456e+02,1.640442015198561254e+00,3.142249656244952671e+00,1.049204194833047943e+00,7.484388908381673922e-01,4.160482228402411775e-01
5.401080216043208537e+00,9.941306209752891618e+02,1.651406106765797688e+00,3.160267473119490855e+00,1.057705444825599361e+00,7.527488518770115711e-01,4.894914318193930858e-01
5.425085017003400623e+00,9.940929249892553798e+02,1.662425391905504757e+00,3.178388989558453392e+00,1.066260629280740835e+00,7.570788249033000294e-01,1.248324294934438639e-01
5.449089817963592708e+00,9.940550149752821198e+02,1.673500222866918241e+00,3.196614686804092997e+00,1.074870115046956176e+00,7.614288831218847253e-01,1.020821343560866845e+00
5.473094618923784793e+00,9.940168897277279711e+02,1.684630953050739510e+00,3.214945047877407980e+00,1.083534271343913113e+00,7.657990995721979388e-01,1.945400907459519102e-01
5.497099419883975990e+00,9.939785480356503058e+02,1.695817937009134413e+00,3.233380557578139136e+00,1.092253469762463958e+00,7.701895471229863732e-01,3.972613480288239018e-01
5.521104220844168076e+00,9.939399886828049375e+02,1.707061530445735054e+00,3.251921702484775523e+00,1.101028084264646267e+00,7.746002984670173896e-01,9.542226244726196294e-01
5.545109021804360161e+00,9.939012104476462355e+02,1.718362090215637572e+00,3.270568970954548238e+00,1.109858491183680629e+00,7.790314261157549325e-01,9.803181090880210835e-01
5.569113822764552246e+00,9.938622121033272379e+02,1.729719974325403919e+00,3.289322853123434420e+00,1.118745069223972877e+00,7.834830023940089205e-01,5.834256268914734811e-01
5.593118623724744332e+00,9.938229924176997656e+02,1.741135541933060304e+00,3.308183840906155027e+00,1.127688199461112983e+00,7.879550994345529968e-01,-2.216778058098478610e-01
5.617123424684936417e+00,9.937835501531990303e+02,1.752609153377559625e+00,3.327152427961101555e+00,1.136688265462388658e+00,7.924477891739962754e-01,1.002704432821783787e+00
5.641128225645128502e+00,9.937438840664365216e+02,1.764141170265966174e+00,3.346229109356211762e+00,1.145745653941374842e+00,7.969611433229339958e-01,9.267428727689638324e-01
5.665133026605320588e+00,9.937039929098544917e+02,1.775731955037440857e+00,3.365414381906637331e+00,1.154860753201544465e+00,8.014952333194897971e-01,9.530462558360208725e-02
5.689137827565512673e+00,9.936638754305993189e+02,1.787381871281980450e+00,3.384708744167224559e+00,1.164033953951602696e+00,8.060501303833895737e-01,1.191211171780637512e+00
5.713142628525704758e+00,9.936235303702621877e+02,1.799091283809832520e+00,3.404112696386723869e+00,1.173265649541343825e+00,8.106259055180163875e-01,4.600760053013032702e-01
5.737147429485896843e+00,9.935829564648790893e+02,1.810860558651494756e+00,3.423626740507792032e+00,1.182556235961650604e+00,8.152226295049052052e-01,2.521285714282549550e-01
5.761152230446088929e+00,9.935421524449309345e+02,1.822690063057715415e+00,3.443251380166991282e+00,1.191906111844495131e+00,8.198403728982079919e-01,8.677057283803364385e-01
5.785157031406281014e+00,9.935011170353428724e+02,1.834580165499491988e+00,3.462987120694788423e+00,1.201315678462938408e+00,8.244792060191303840e-01,7.352439903195228110e-01
5.809161832366473099e+00,9.934598489554853131e+02,1.846531235668072757e+00,3.482834469115555720e+00,1.210785339731130117e+00,8.291391989503407167e-01,9.304511994459144786e-01
5.833166633326665185e+00,9.934183469191732456e+02,1.858543644474956569e+00,3.502793934147571342e+00,1.220315502204308622e+00,8.338204215303504085e-01,3.094639236813112593e-02
5.857171434286857270e+00,9.933766096346663517e+02,1.870617764051891729e+00,3.522866026203018919e+00,1.229906575078801634e+00,8.385229433478658123e-01,1.744638001484052570e+00
5.881176235247049355e+00,9.933346358046692330e+02,1.882753967750876889e+00,3.543051257387986208e+00,1.239558970192025322e+00,8.432468337361134214e-01,5.419175264642493994e-01
5.905181036207241441e+00,9.932924241263309568e+02,1.894952630144161265e+00,3.563350141502467316e+00,1.249273102022485205e+00,8.479921617671326572e-01,7.816250751892717119e-02
5.929185837167432638e+00,9.932499732912457375e+02,1.907214127024243533e+00,3.583763194040360922e+00,1.259049387689774813e+00,8.527589962460464523e-01,1.162180090529621124e+00
5.953190638127624723e+00,9.932072819854521413e+02,1.919538835403874044e+00,3.604290932189472940e+00,1.268888246954578136e+00,8.575474057052969723e-01,6.801453406547086633e-01
5.977195439087816808e+00,9.931643488894338816e+02,1.931927133516051498e+00,3.624933874831512526e+00,1.278790102218666513e+00,8.623574583988593556e-01,1.024786701285311352e+00
6.001200240048008894e+00,9.931211726781190237e+02,1.944379400814026049e+00,3.645692542542095627e+00,1.288755378524900852e+00,8.671892222964223684e-01,6.973850069839031551e-01
6.025205041008200979e+00,9.930777520208381475e+02,1.956896017980949143e+00,3.666567457569429589e+00,1.298784503611532859e+00,8.720427650767967886e-01,8.421725848368366574e-01
6.049209841968393064e+00,9.930340855808502738e+02,1.969477367017268277e+00,3.687559143366682779e+00,1.308877908765842646e+00,8.769181540823653975e-01,9.998045759516822617e-01
6.073214642928585150e+00,9.929901720168942347e+02,1.982123830863226743e+00,3.708668125037720475e+00,1.319036027204893768e+00,8.818154562960579534e-01,5.084890143046087996e-01
6.097219443888777235e+00,9.929460099823448900e+02,1.994835793631864140e+00,3.729894929382273627e+00,1.329259294641023326e+00,8.867347383847368203e-01,1.226104536314515769e+00
6.121224244848969320e+00,9.929015981248033995e+02,2.007613640708454383e+00,3.751240084766830574e+00,1.339548149721412562e+00,8.916760666964955728e-01,6.567260171567238514e-01
6.145229045809161406e+00,9.928569350860968825e+02,2.020457758750507260e+00,3.772704121124638377e+00,1.349903034028087756e+00,8.966395072547659328e-01,4.617959351695297698e-01
