D,T,s,A,P,P_noisy
7.631808967376477071e+00,3.639827048780642826e+01,1.947720060081082005e+00,3.198512100795043267e+01,9.996386297521765441e-01,9.454129210034810660e-01
3.621970341493261358e-01,6.419433185080557713e+00,1.729403886323962469e+00,7.895216606640178725e+01,1.275734838861231069e-03,2.109786559407482356e-03
4.523448222171073674e+00,3.068621683286988855e+01,1.014512026490332008e+00,6.983271467162984436e+01,5.003903807432429351e-01,4.680410307527691494e-01
3.781360241714049941e+00,8.478630759220987301e+00,1.980243039444691266e+00,3.903250742577912291e+01,5.642349679886246028e-01,5.864277279735951032e-01
4.823032655809759817e+00,6.578429879737386798e+00,1.629544525058871152e+00,5.188264194465885026e+01,5.094821251635610615e-01,5.128442425461176013e-01
1.363444796311089391e+00,1.813051168219053721e+01,1.728547883614887315e+00,4.172726531517365345e+01,9.852651742069074015e-02,1.094946264644306860e-01
2.302817972868097307e+00,2.767832740995128304e+01,1.047234572543938924e+00,4.202997342077673437e+01,1.883192133489259845e-01,1.670167187728600067e-01
5.664310741987122810e+00,3.392257869988279850e+01,1.395088741787300801e+00,5.061491363659657594e+01,9.381217256632092827e-01,9.746903304231192555e-01
3.938914244993944269e+00,9.117890769910747650e+00,1.433499194294375778e+00,4.299179043199454497e+01,4.311611633113746622e-01,4.715626306543835855e-01
7.937396435344371781e+00,4.888453697621509164e+00,9.157603983429828398e-01,7.960429137230306651e+01,3.363573432716931988e-01,3.150619224191689716e-01
6.090852233847392938e+00,3.191580387766412485e+01,1.218549446148512239e+00,2.509081211305248615e+01,9.474739672569982840e-01,9.549302696943245961e-01
8.626540179391241736e+00,1.858967177923882019e+01,9.073879423833196567e-01,7.447589642911751184e+01,7.309721859015694267e-01,7.175061373337656700e-01
7.350372289523484426e+00,2.477321706853963690e+01,9.319237027322675448e-01,6.177150319173278348e+01,7.733997233082732237e-01,7.729283245710585337e-01
6.058052132809793378e+00,2.378385877324884135e+01,1.481385039868928999e+00,7.488963377460120796e+01,8.872746175075614250e-01,8.619618779230701078e-01
2.947394461740357574e+00,3.067188236179293526e+01,5.298707328865221999e-01,3.538584419062000563e+01,1.192278007152506314e-01,1.565707110068630115e-01
7.849328632469068090e+00,3.959279762138932313e+01,1.637285354145324945e+00,6.567747892447957270e+01,9.952244139015333779e-01,9.758408236798800095e-01
2.587549023893710221e+00,2.627556807620462109e+01,1.227560061022206828e+00,6.274252099545643802e+01,2.384484418378691739e-01,2.325267655379192888e-01
8.445900069626038897e-01,1.524324996244575559e+01,6.884763690457801344e-01,5.303367997294136416e+01,5.415492553709100321e-03,1.544515117591954700e-02
9.632359326587955906e+00,7.820703193354839655e+00,1.224517996096300410e+00,5.757256767589768742e+01,6.979318784559909172e-01,6.849806648876684001e-01
5.446110930455044574e+00,5.012273939287838154e+00,1.063155748710137072e+00,4.647690043845554442e+01,2.908441292641614773e-01,2.860578806695154297e-01
7.761553545743131721e+00,2.797061217561530100e+01,1.810960969942006615e+00,3.458511931963300867e+01,9.967348058212441853e-01,9.854620088927048549e-01
5.339305795540565391e+00,1.094904072674084539e+01,1.509401254609517018e+00,3.325093211660340131e+01,7.106069856647736493e-01,7.079377705680477417e-01
6.154639330681032305e+00,1.182644444688915897e+01,8.368742811100537971e-01,2.439412954789281684e+01,4.812249952757813309e-01,4.578141425737752845e-01
4.355332801134117471e-01,1.829052816198443665e+01,1.873491484487992409e+00,4.625926635902849426e+01,5.635160075963874249e-03,-3.124601436082138570e-03
1.949257425602704652e+00,2.157634299505298614e+01,1.798664256899829006e+00,7.736028087938203157e+01,1.887127243605056792e-01,1.845748658662607899e-01
6.779425014804297156e+00,1.722977278612809471e+01,1.314936183707953621e+00,7.792633104375974540e+01,8.116029260516000043e-01,8.049284059755172915e-01
5.748589519729732977e+00,3.827246963973051663e+01,6.140788737023830102e-01,3.136701415884934718e+01,5.662180472171144396e-01,5.673518463149903601e-01
1.669694836468455623e+00,1.262555319169706536e+01,1.494830426636385878e+00,3.073798245479363445e+01,1.066823030520855919e-01,1.008202586649511734e-01
9.525089760389228388e+00,2.447872645995949270e+01,1.134564972687500894e+00,3.456815132458456219e+01,9.606836021891173027e-01,9.757478303579049106e-01
1.628100962219302783e+00,1.633571574695598549e+00,1.440468466693473282e+00,2.514895096731986968e+01,1.446863207874171664e-02,8.004713563025119688e-03
5.152002172412984748e+00,3.487101824757083079e+00,6.473182225401002965e-01,3.667889594034230072e+01,9.052287963570015972e-02,8.778988770978247980e-02
1.525628462690651110e+00,8.758928369454610063e+00,6.724378352296893624e-01,4.678194685765181760e+01,1.616538541001666385e-02,2.869758690099614637e-03
7.201980088451723105e+00,1.197237207574612405e+01,7.248288787510188680e-01,4.002707793979976003e+01,4.581297851206124205e-01,4.475994883183077033e-01
2.835498839542012206e+00,1.918660945367481219e+01,1.323087646162227848e+00,2.309396112597569939e+01,4.017611302147542363e-01,3.764712743983599785e-01
1.427926353705654572e+00,2.339408867523643920e+01,1.582205813624259161e+00,7.576546801936171960e+01,6.066255506828543975e-02,7.103825348584472121e-02
5.552730886381050945e-01,7.470923237626648117e+00,1.020969370397984299e+00,3.787597816384168681e+01,2.702043349591121135e-03,-2.014831700345872181e-02
1.830871825186473956e+00,2.356734052744542396e+01,6.399528594109593627e-01,4.917884181736465621e+01,3.770648631178974419e-02,2.278935834802324478e-02
1.998807295563307607e+00,4.191098555972963879e+00,7.472685616095566807e-01,5.623359131681551304e+01,1.844850805296172069e-02,2.563340109318581334e-02
5.416023587760746771e+00,1.629871392438116828e+01,9.787105002636914408e-01,5.296077563223494877e+01,5.525082559968361728e-01,5.605597233157267878e-01
4.565284973096773058e+00,3.212578615925999515e+01,1.508848299032978346e+00,4.247796197786290406e+01,9.000836134166172453e-01,8.920813183965158322e-01
9.577214235810020071e+00,1.952468874498503837e+01,1.007277205113991103e+00,2.307755592907820130e+01,9.038359291894778602e-01,8.634506129797018259e-01
9.546098234979760733e+00,2.697666584893625341e+01,1.566402958846133675e+00,5.602779197847100789e+01,9.926741876916246321e-01,1.001084453437536048e+00
7.985806493637460868e+00,9.719264740970908534e+00,1.850425568368311069e+00,7.798720713448085462e+01,8.721789368919597996e-01,8.773702060698009841e-01
6.748717576408962415e+00,2.859346427097487009e+01,9.749024628567743989e-01,5.783388638353493860e+01,7.999831324318156245e-01,7.717355081223801205e-01
8.465728606526630173e+00,3.938787322335016938e+01,1.143987626213856634e+00,4.454876462026692963e+01,9.823587414246939264e-01,9.977651830805838173e-01
9.393643101950857499e+00,2.638701380123371010e+01,1.146438521838928359e+00,4.943471653820604672e+01,9.590040799132542038e-01,9.449820839045857124e-01
3.239155159813272844e-01,3.924025217800261345e+01,1.138559577522455291e+00,6.059659120307475888e+01,6.535844533600565498e-04,-2.187017786970595415e-02
1.269241748793501268e+00,3.352110592541783518e+01,1.424477353105116251e+00,5.887820983647443995e+01,5.044350501423666699e-02,5.235811923352180070e-02
3.666612458368067262e+00,3.096033399722306001e+01,1.741030150513507513e+00,4.815260412208645135e+01,8.300282366337030648e-01,8.264588280057187930e-01
1.026509845121737374e+00,1.968857540334445844e+01,1.360786835842974885e+00,3.127049347429616333e+01,3.812644762658412567e-02,4.217892764640707864e-02
6.035292283227443377e+00,2.338897667542802239e+01,1.092509963693657049e+00,4.266677468608759938e+01,8.094300781976988546e-01,7.773151170312100344e-01
2.677605801246275785e+00,1.063853831642907011e+01,1.375206386486504506e+00,3.253069446297517686e+01,2.370939732347173701e-01,2.733385755601648315e-01
2.716963318410022588e+00,3.510785771848583181e+01,1.859352073885674805e+00,2.736728211544633638e+01,7.510778211866540044e-01,7.390246488957794568e-01
2.954447087613869538e+00,1.523433803713746038e+00,8.146493709956237339e-01,7.900909022600413323e+01,1.977829650919082916e-02,-1.101488966073739181e-02
1.067385010085461605e+00,3.209862008712323700e+01,1.140661034145122432e+00,2.060552579864984679e+01,5.256205810408232093e-02,6.493890187542530890e-02
7.435350087057773116e+00,3.766154765504970925e+01,1.556932746513812305e+00,6.969124826261659678e+01,9.865123986668573597e-01,9.794163160648338140e-01
6.541657053036535885e+00,1.394177266788446623e+01,1.238228187759814469e+00,5.632802867141637648e+01,7.495549909823060464e-01,7.560521606977641529e-01
6.104430097348497952e+00,3.219806566540191994e+01,5.412877813689840334e-01,3.226689000920433870e+01,4.719167022588754978e-01,4.651245336463747382e-01
4.370512645499767812e-01,1.774183419198734413e+01,9.618944001230292917e-01,5.223815629946258809e+01,1.954649779169259638e-03,7.598425695708563472e-04
4.351695031924887047e+00,3.442087684093884548e+01,1.081611129369009605e+00,5.791456794770371630e+01,6.049078447853379892e-01,6.098233016601106726e-01
6.883515540008442457e+00,2.553181143008561094e+01,1.281872288186066910e+00,7.255914170989328227e+01,8.876362403894187958e-01,8.727031827097608829e-01
1.647831834045505373e+00,3.174881624025006843e+00,1.135989261113244275e+00,4.996980060257580192e+01,1.823372953617186099e-02,3.180852145336302006e-02
3.918012662109753297e+00,1.565089743910456122e+01,1.547596843833374480e+00,4.170625316714233577e+01,6.423027548772196615e-01,6.329047528956287527e-01
2.963580401523752128e-01,1.750475120453393263e+00,1.433934566273959543e+00,7.655240225082735606e+01,2.532751679149569668e-04,-1.714046771549448955e-02
9.103941710646964447e-01,3.022342778600281221e+01,1.518639412769543950e+00,4.218030158338178381e+01,3.462034616316056468e-02,3.616099459961061996e-02
2.242890441990633921e+00,3.496293608151173515e+01,7.773805549092933642e-01,4.573775536557232613e+01,1.031672222932442651e-01,1.120680478630651095e-01
4.205036595298361490e+00,3.984822558199013542e+01,1.890655235498818865e+00,6.548548867945832797e+01,9.205291998534473885e-01,9.159476130210746359e-01
4.686076359245060274e+00,2.152748173076280125e+01,1.396140233676605336e+00,5.845118302203531613e+01,7.482950481673117382e-01,7.310446524257204759e-01
8.856763163019317986e+00,1.626041046984285998e+01,9.157077218695536258e-01,7.453379620427799068e+01,7.153060200802503488e-01,7.277017314064230247e-01
3.234918577522731820e+00,2.145786491730583023e+01,1.852659867517951753e+00,2.439343301375336281e+01,7.453554335993642921e-01,7.101488577569087246e-01
3.124923751441945896e-01,1.829636539746620016e+01,1.456168916309933170e+00,3.070596538127882980e+01,2.406426358232849338e-03,-1.821085636247780914e-02
8.279611133034535442e+00,1.243244844863274423e+01,1.932628910354912799e+00,3.845288505893061881e+01,9.523240852568944925e-01,9.531145430675621588e-01
7.122846601983704451e-01,3.650008089974020464e+01,1.220425938478731709e+00,7.281345558387413064e+01,3.622487361596760103e-03,-2.359870060450458898e-02
1.020620727356060797e+00,1.637315752497726606e+01,1.552037255272518790e+00,4.033944526196299307e+01,3.672930828989473540e-02,3.728919357487812253e-02
9.635498995723375870e+00,3.593082505182878350e+01,1.162443995708210220e+00,3.390029780630899836e+01,9.911959112231375491e-01,9.900986488627683269e-01
7.558317639470748084e+00,2.309351992139916021e+01,9.615063928586338182e-01,5.446061648109615305e+01,8.096864743269485132e-01,8.276612701041118347e-01
3.444756607514625202e+00,3.402970324744285335e+01,1.553019161518213842e+00,2.206287283644013542e+01,8.278195720444163630e-01,8.095237650081504865e-01
1.408570532030037459e+00,2.695872172531122501e+01,8.761469703454463076e-01,7.820899764093832118e+01,1.473943548458178654e-02,2.221305011748933231e-03
3.928632674401429714e+00,1.930047053616056729e+01,1.259664967207670072e+00,2.158326646900817636e+01,6.205789765339877473e-01,6.272426102280077576e-01
3.458029438523718468e+00,2.893616744317572298e+01,1.292969891891645018e+00,4.651373489464014455e+01,5.763213192578650057e-01,5.271700474537488468e-01
8.756967894280483833e+00,2.929313261599429197e+01,1.291921247616487189e+00,2.764858380933852189e+01,9.873728577482736579e-01,1.049373703726565354e+00
4.245654871408995668e+00,3.490562624471694164e+01,8.016505198109158403e-01,7.765378542343077584e+01,2.453552007626574882e-01,2.313821861534220981e-01
9.122455595546581364e-01,1.897133003706531440e+01,1.816279422178846081e+00,6.400381218871955014e+01,2.703464278492828665e-02,1.243794173041713053e-02
9.275371503350003266e+00,2.165525541310955404e+01,1.404539908025192574e+00,4.124566891155122050e+01,9.749159096836563787e-01,9.921384599017306627e-01
6.260902300781075347e+00,3.080527960145894895e+01,1.166198970229380460e+00,4.157848803478290023e+01,9.125504127540069454e-01,9.117537759252932750e-01
1.255427582131922071e+00,2.107586793387980961e+01,1.635611910631558530e+00,6.602504159814368734e+01,5.372607029366227582e-02,1.813749791959045482e-02
1.220424184459581340e+00,2.519408027037384201e+01,9.175591609752598021e-01,5.137211412912805031e+01,2.418719107587252726e-02,3.672573867772477296e-02
4.712739087526215620e+00,1.018279606155753569e+01,1.484413308801310505e+00,2.879546665566861918e+01,6.114555841691795557e-01,6.285631408491637595e-01
1.011680760322250183e+00,3.906785859662637250e+01,1.064695030785652641e+00,6.563088590756331087e+01,1.019233415535969467e-02,1.193408685840868441e-03
6.354346702807308844e+00,2.580290153449043800e+01,1.130347713637284812e+00,2.883357231598968440e+01,8.944012219684371878e-01,8.887692148025967409e-01
6.202199531839611701e+00,2.637134743304840967e+01,1.036556324426318287e+00,4.095500350814113233e+01,8.272655063050144975e-01,8.369851982502023446e-01
4.176053513197216516e-01,3.006238236004650943e+01,1.301403709733716996e+00,5.548596394085052452e+01,2.374196375419468374e-03,-1.580140862286952275e-02
8.093485532308815067e+00,3.172100276525771534e+01,1.573619394317808284e+00,6.365083714140841664e+01,9.898334596789567508e-01,9.986012309630949435e-01
7.889268133301035490e+00,4.740096582564458316e+00,9.154507836377596686e-01,2.219823661520874936e+01,3.514483681879848609e-01,3.554343383968748271e-01
9.161551859291552802e+00,1.543230299611134093e+01,1.167292038512303787e+00,4.694343595894434173e+01,8.724032289615651914e-01,8.589045766460468023e-01
6.736035802710922837e+00,2.434696749371427060e+01,1.373352834400476175e+00,4.756432208464482159e+01,9.383472538276481645e-01,9.105052163514112396e-01
6.959336100118710178e+00,3.977353803364736962e+01,9.982680937877225213e-01,3.125718866001427898e+01,9.457270773050375778e-01,9.412149606898158050e-01
1.721042379086362484e+00,2.114244745534275083e+01,8.676914648645175365e-01,2.173154960326046492e+01,7.699913385163537072e-02,5.949068868643200142e-02
3.364992583902359224e-01,1.098300831650690812e+00,1.962045403094398344e+00,7.215773224647398365e+01,3.318427989977834613e-04,2.036004731260106920e-02
7.490752089423572402e-01,3.883774247693536097e+01,1.443213586894523726e+00,6.367715289398092438e+01,8.509417931101159738e-03,1.139112530109962287e-02
9.648167267587536955e+00,2.245723081980688107e+01,1.685059446173880371e+00,5.243865572266814468e+01,9.913233519678943395e-01,1.006965042419092349e+00
6.492641519040372344e+00,3.535617640785791771e+00,7.561368666353383006e-01,6.579663885799803325e+01,1.611027097343866732e-01,1.637951484412758507e-01
9.474375998284733313e+00,1.445087984965429762e+01,1.333320778257465644e+00,5.014922513965892392e+01,9.057898748152932722e-01,9.110478971569938578e-01
3.558905152833746754e+00,3.839396043340348541e+01,7.890385947878038042e-01,7.282198436178100565e+01,1.666875783086391172e-01,1.510275999640315059e-01
7.576693608947998371e+00,1.391779352853079210e+01,1.302024112711585468e+00,5.699591390261308277e+01,8.292413368461624135e-01,8.426022853776052868e-01
7.474497570805012092e-01,2.266793899839259296e+01,1.273209719250502303e+00,3.622386521761849565e+01,1.591692526289767429e-02,5.161089074903816437e-02
1.745431139370414719e+00,1.375196757348804510e+01,8.418389983323100179e-01,3.252390579934981218e+01,4.896211701676655981e-02,4.276836590641572289e-02
