c,r,N_eq,N_eq_noisy
7.818109384810337126e+00,2.238983247965409262e-01,4.364324824849001061e+01,4.432105217554855159e+01
9.143145894907355853e+00,2.312833435622542400e+00,8.112955863088890851e+01,8.023146752272278093e+01
4.122187335975568523e+00,3.577405212030029813e-01,5.375749473025715730e+01,5.363440842778008744e+01
9.136811586964867615e+00,1.530047306757553738e-01,3.619390443364692089e+01,3.643018874564178589e+01
7.903033790144237791e+00,1.485201885929623655e+00,7.538056758328963269e+01,7.568363082617777593e+01
1.219613318779310340e+00,1.955485354417004551e+00,8.517299829265279243e+01,8.535919368391685680e+01
8.499635756983511925e+00,2.831054449919512717e+00,8.361242627748488587e+01,8.375628043910204212e+01
5.380558378329751257e+00,1.655489985943719544e+00,7.742227250118799020e+01,7.738278961890249263e+01
5.707732905791590206e+00,1.822497428038060141e+00,7.862636690093945901e+01,7.807503192493425104e+01
6.745236187880502277e-01,2.924372466948002458e+00,9.173179386522244272e+01,9.062540820035748368e+01
1.197474902264875185e+00,9.675862661480963967e-01,7.707416691163868450e+01,7.791460358210085246e+01
3.600882880464838287e+00,2.476545673473386167e+00,8.332421225874774962e+01,8.311450786997141904e+01
1.780438092664351268e+00,3.837139210833079295e-01,6.008685785402425950e+01,6.013974334948161271e+01
6.687700103711040178e+00,2.924060356957264517e+00,8.422568790572979935e+01,8.371269225197457331e+01
6.185072492046439940e+00,2.912427362083248372e+00,8.427155452755000908e+01,8.428267947886449463e+01
1.635018322674381519e+00,2.608005798808586295e+00,8.659031547619778735e+01,8.587608913442278435e+01
6.521458695800478544e+00,1.861339511367690491e+00,7.871983242474216524e+01,7.831190704061330621e+01
1.375537674238632935e+00,2.792840455772048536e+00,8.801719763551984954e+01,8.811485919239871123e+01
3.101941118011921183e+00,1.831820940361160277e+00,8.003818130995230717e+01,8.092352159307935722e+01
4.758661017391416337e+00,1.449859891096971776e+00,7.579909346094288480e+01,7.604893304425466738e+01
9.736814699573322907e-01,1.372393518179591210e+00,8.287983368805247153e+01,8.388882887315939740e+01
1.666776499378259668e+00,1.759790218154598573e+00,8.222816569360013261e+01,8.236331512455315362e+01
6.348215520602031425e+00,1.675731360177858287e+00,7.734058990969080583e+01,7.744541578324239595e+01
4.380502791735609414e+00,1.311693362125852413e+00,7.454336894936444935e+01,7.527013478134277591e+01
2.591803460500473832e+00,1.940545552623183401e+00,8.137859508538738851e+01,8.138493115370341968e+01
5.823682411956979443e+00,7.407523182875225265e-01,6.521939117606790148e+01,6.447907385613876841e+01
6.811156051305811587e+00,5.324246009471268470e-01,5.948690657158422113e+01,5.974436877910707011e+01
9.607132473349718538e+00,1.812937027953541058e+00,7.792651875457978861e+01,7.812595163520310848e+01
4.959035072006344080e+00,1.237462991750549302e+00,7.343779991218551118e+01,7.353181445230288205e+01
7.114482399284426384e-01,3.853328099210329705e-01,7.097286381275198153e+01,7.120087463203059031e+01
5.033925530544570037e+00,3.862212457089455042e-01,5.452316704236557854e+01,5.435283655555118543e+01
7.456348846831753363e+00,1.473825606448831982e+00,7.534144741231465048e+01,7.529712252196306110e+01
2.418075753638148306e+00,3.128822969839637480e-01,5.418040219427298609e+01,5.353637211869690304e+01
3.934048650713500184e+00,2.798690669455741187e+00,8.452196974251455686e+01,8.489601841249680092e+01
8.691404640483375132e+00,1.579057238036384980e+00,7.613552794941796265e+01,7.579344846195384378e+01
6.294207354539585353e+00,1.793686032347350912e+00,7.827358622920276332e+01,7.888514000284079941e+01
6.000349401019219542e+00,2.695594256013642998e+00,8.343025446726286987e+01,8.348038979131354154e+01
8.489281470480408487e+00,1.152546535691415075e+00,7.159173996204798129e+01,7.116593259567251550e+01
4.173408778367876160e+00,6.088773464545144121e-01,6.276838619194246149e+01,6.311711371891959033e+01
6.458473290065204431e+00,2.460205744002100792e-01,4.577511583627792646e+01,4.595510560424375512e+01
6.832721960414756879e+00,1.686109017560362133e+00,7.732715433256306881e+01,7.754510644171530487e+01
1.810186615460042781e+00,2.402488499875040429e+00,8.530094057836662103e+01,8.532673053691023313e+01
6.538241690101698644e+00,1.806519446840735066e+00,7.831805243463672639e+01,7.803804204189937366e+01
8.759935164506684746e-01,1.997180085988416565e+00,8.735668740929321530e+01,8.810473352491403887e+01
5.730238734046265492e+00,1.398048974715943471e+00,7.495451821773866641e+01,7.417832178256037423e+01
7.895556037298357310e+00,3.386635781382258403e-01,5.129633224063302066e+01,5.077581272491916309e+01
7.309237329342868961e+00,1.190689896295274997e+00,7.226149569866086608e+01,7.289946492463275263e+01
2.668481892758959972e+00,1.141390911197823321e+00,7.413934988005584614e+01,7.499248860998127952e+01
4.413348381143934240e+00,7.567202628592529789e-01,6.614123371314866517e+01,6.517657307023591784e+01
6.049195508371747465e+00,2.280829682464187602e+00,8.142352574151044564e+01,8.230405282271523504e+01
2.881256127627459751e+00,2.547593952172543030e+00,8.422973142175317207e+01,8.453045636126981321e+01
5.563452975614374019e+00,2.516274865829104979e+00,8.272586773092002943e+01,8.172276689850531284e+01
6.316359480359553302e+00,1.350973745450195995e+00,7.431464852781438424e+01,7.398304418971522978e+01
4.278208509815166316e+00,1.599109417373266728e-01,3.894329384530727367e+01,3.839044953670595106e+01
2.143260248310825844e+00,2.174701679354693606e+00,8.348101264759642959e+01,8.351623151578569093e+01
8.702422227748414230e+00,2.293080560738461671e+00,8.107182209122785821e+01,8.092593096471777869e+01
5.038743211172410419e+00,2.043708065116156991e+00,8.031689169832746700e+01,8.093349476837387613e+01
2.156464591871370740e+00,1.475287182367869487e+00,7.868052163352757589e+01,7.877425051875584927e+01
1.209671334696398093e+00,1.805051461917723143e+00,8.438065567383694088e+01,8.480842433683373827e+01
3.715517016452587473e+00,1.523909361286326147e+00,7.706280318564606091e+01,7.756152702752926587e+01
7.473096295477221318e+00,2.027488624352083324e+00,7.967307526300277232e+01,7.912058687408374169e+01
2.990425987064523561e+00,2.698957662804323032e+00,8.476316669406648430e+01,8.468916708570203866e+01
7.518720504422828910e+00,2.735921031811217929e+00,8.334229767840986369e+01,8.358159659753344783e+01
5.492672575834806281e+00,2.886604722464844563e+00,8.432253529119928714e+01,8.447232819212973709e+01
2.117607706156582559e+00,2.117968127698965031e+00,8.322830353095365297e+01,8.289941149200528514e+01
1.400265598974262671e-01,2.661478535452658001e+00,9.714238137652246508e+01,9.738637122742130714e+01
1.566577320259750161e+00,2.206927952875239018e+00,8.508284594155712455e+01,8.449459740339632674e+01
3.359576425773700414e+00,1.024292206283917261e+00,7.164249716885053942e+01,7.133168351943341179e+01
7.947431524762507138e+00,2.061727335794666160e+00,7.982015597216229708e+01,8.008132299206143045e+01
9.560113759103057163e+00,8.960456146426122315e-01,6.758255504582932360e+01,6.791527053040077533e+01
9.290448478142829813e+00,1.974275791336578711e+00,7.909300990348909011e+01,7.855638301665675272e+01
7.174202418155999794e+00,1.775971372608604826e+00,7.797104284441634547e+01,7.807904005859360552e+01
6.570707428909167369e+00,2.056137512639200970e+00,8.000960063171814340e+01,8.028811548372510742e+01
9.208694700411895084e+00,1.691552275948127404e+00,7.702729571795205743e+01,7.749533569305552305e+01
2.711073311854794166e-01,5.502685317311118984e-01,8.608604242647381000e+01,8.640889607847407206e+01
4.315701767759364316e+00,1.420217781950934510e+00,7.571202974268011587e+01,7.579404787976980629e+01
5.279338468453261157e+00,9.413083295024295971e-01,6.918857752509421744e+01,6.866312017703812387e+01
5.821819354224535559e+00,2.835938574377825372e+00,8.404771770448921586e+01,8.320596091987856369e+01
3.544616565878609737e+00,5.450374051916128115e-01,6.148103798272192222e+01,6.105240521038878398e+01
8.081394434625524426e+00,2.161604599910936120e+00,8.040691823760568013e+01,8.005874566704916617e+01
3.283822438609539596e+00,4.620000724816282212e-01,5.903725645311727988e+01,5.880948788741880406e+01
9.506965519358782757e+00,2.729785114325051332e+00,8.308791525380112830e+01,8.321464124725572731e+01
7.693841396063509031e+00,2.699541963740185846e+00,8.316300545458101112e+01,8.342551662442927807e+01
5.296988078752795204e+00,2.371339608474628324e+00,8.208666184991906789e+01,8.308567965699846525e+01
8.110003021825329839e+00,9.793952292688190564e-01,6.916223148935594622e+01,6.831455633422679341e+01
2.103734018471543177e+00,2.515467510112851635e+00,8.516470071968967659e+01,8.470797021077285649e+01
2.785999329646469125e+00,2.765678246202939672e+00,8.522726800847529205e+01,8.437379540980370507e+01
8.644442815576068639e+00,2.352625446165302225e+00,8.139595097669871393e+01,8.081492182890103493e+01
4.893067797785903394e+00,2.395157191941197805e+00,8.233121579554396874e+01,8.160807138241501946e+01
5.223959146179422142e-01,2.785202846946221111e+00,9.260518716570135211e+01,9.213757402501238403e+01
5.155845358461492722e-01,1.011612431657495481e+00,8.498726093609030841e+01,8.451083856258279070e+01
5.492769203341152817e+00,4.781939016881083804e-01,5.803831891135634180e+01,5.738966134640433125e+01
6.682835349047374862e+00,1.680474868309506098e+00,7.731021280588720401e+01,7.693550656237572127e+01
4.317408159529610323e+00,1.124697321614087864e+00,7.232071454508438535e+01,7.266255203273395580e+01
1.331824818863937665e+00,1.644144354474286196e+00,8.275589840487437243e+01,8.305875735207575872e+01
5.039477425279077494e+00,1.728913919491573914e+00,7.812197804408056356e+01,7.804609437015697893e+01
8.463747008530036808e+00,2.309383722531380911e+00,8.118801991201661394e+01,8.157694348058798539e+01
8.679103871193428077e+00,2.006105897501092805e+00,7.937156556137675523e+01,7.827747646767616629e+01
8.287347056638571630e+00,2.238920738809718092e+00,8.082343938878703682e+01,8.029281337895157833e+01
2.133887962069182631e+00,1.273343769812636417e+00,7.676494473711855449e+01,7.713685246644766380e+01
2.108258200053430009e+00,1.786808923309882946e+00,8.122343313285341537e+01,8.100116314905288561e+01
8.448323484239709247e-01,1.321651203433580779e+00,8.354832815146824032e+01,8.320747196345803331e+01
3.173925089731391314e+00,2.422688012039849514e+00,8.338549145271058194e+01,8.315711263282054233e+01
6.654049555879892885e+00,2.840595250336853006e+00,8.390540280683873675e+01,8.367413791725893191e+01
2.967448644840063654e+00,2.113825594935288876e+00,8.196420841353535991e+01,8.231621315508235170e+01
4.414188407534815006e+00,2.109720820527972052e+00,8.095616277802886884e+01,8.167978510579450813e+01
8.928278585693655955e+00,1.071243841729836443e+00,7.042704127998101171e+01,6.972881391150761488e+01
1.297351622016390094e+00,2.618295838001660769e+00,8.770118891133932948e+01,8.712955798070350966e+01
2.347705452035762530e+00,8.676382616750549781e-01,7.074937698952355447e+01,7.044701683693884320e+01
8.206132900353758641e-01,1.959948556000212117e+00,8.758528625247821253e+01,8.770467303072636867e+01
9.354163896186776128e+00,1.321001401092757543e+00,7.350509593857553625e+01,7.384920903347068588e+01
9.475407478576480358e+00,1.164198776344297359e+00,7.162024563348835215e+01,7.157636685157697798e+01
6.772574316927753024e+00,1.607196496402458763e+00,7.667876701618307322e+01,7.687042575611144457e+01
9.377625363490084354e+00,1.255903218091241058e-01,3.248705136026218554e+01,3.233435708851937562e+01
8.971957191921381636e+00,1.384167514099240659e+00,7.422854910887519964e+01,7.441369881462217961e+01
6.106638975239904177e+00,2.951086282419617568e+00,8.443369604271836693e+01,8.339675790689034329e+01
9.609818043561050516e+00,1.670382605883944604e+00,7.681033547499754377e+01,7.716638296300257593e+01
3.531356965528661629e+00,2.662668783660438354e+00,8.419603788612624840e+01,8.421856164585148008e+01
4.883795903147225559e+00,1.063800544375046675e+00,7.121417618311387798e+01,7.064023193091826158e+01
1.864076594429598055e+00,2.278908783659387982e+00,8.460497157147435132e+01,8.457107373612097945e+01
3.938131970005567695e+00,2.606693490042421235e+00,8.371993581647541305e+01,8.308868356751048623e+01
7.346896770021606571e+00,6.363771648687631677e-01,6.237119897976633354e+01,6.292565195493919106e+01
1.410809316984904305e+00,1.180565205998175937e+00,7.835807651417719910e+01,7.889472694540950215e+01
1.458794998624859396e+00,2.623973255501658386e+00,8.716699005706618664e+01,8.720939508132985907e+01
6.504800058411161601e+00,1.045253806631709192e+00,7.045600124945549680e+01,6.958049326416444558e+01
5.224031623832532389e+00,2.744208532241722232e+00,8.382222602512312903e+01,8.279023417427775655e+01
8.629165999229655881e+00,2.624427465575229323e+00,8.271700438857344295e+01,8.275340180953629954e+01
3.159244911617869356e+00,1.980542160684429565e+00,8.097160031854626538e+01,8.039820167436131726e+01
8.782691030753733585e+00,1.241010199223179011e+00,7.265567348235043710e+01,7.367700589582742055e+01
4.846093023026747382e+00,2.233467793753677544e+00,8.149647571721004624e+01,8.074285009181583916e+01
7.620054418172786725e+00,8.589166477783330977e-01,6.718488301095891302e+01,6.639587565905132749e+01
2.176562590846361722e+00,2.299927079472756208e+00,8.405125809612711407e+01,8.451048816406000697e+01
1.335236400874911133e+00,1.099069222516551703e+00,7.784618540494912509e+01,7.885777064925356683e+01
1.904964873253362390e+00,4.540877120255512045e-01,6.217997174472773025e+01,6.134543992417106750e+01
2.509888537634161310e+00,1.263842370206938348e+00,7.586005855469959158e+01,7.626195450267505294e+01
5.085235452724250926e+00,2.285901908126138693e+00,8.170280267628652382e+01,8.189472462771185235e+01
6.233901107847958478e+00,1.017719272119645080e+00,7.011103751311836163e+01,6.989462450075210143e+01
9.740771684439275546e+00,2.484461417323480803e-01,4.525042343410956391e+01,4.455373190864723654e+01
1.454240880444753525e+00,3.378426535990747825e-01,6.011589766197100460e+01,5.973665835489483555e+01
5.438369531565871995e+00,1.449159781427430405e+00,7.555093975071631007e+01,7.531544904390254658e+01
6.216660518874737917e+00,2.204116539648917517e+00,8.096225167743909878e+01,8.124623575172203971e+01
2.405448390573944106e+00,1.433276732459899172e+00,7.777789539577811695e+01,7.805837517840014073e+01
3.674258218158014788e+00,1.667868746232784360e+00,7.831927634025684881e+01,7.813141855248481704e+01
6.848583374744224628e+00,2.852184565934186899e+00,8.391915493096382761e+01,8.289181858944834858e+01
7.221527160017488178e+00,2.544532950617599987e+00,8.253518528151413136e+01,8.219338322781844397e+01
9.701243522994008828e+00,2.650691778152022948e+00,8.272502848253087393e+01,8.243825357220809735e+01
3.095464061596285621e+00,2.972058778293439563e+00,8.570646696797787456e+01,8.510120502401197484e+01
2.127723225286374475e+00,2.746945376515260939e+00,8.604334826640643996e+01,8.618933363737419029e+01
8.972612065598315922e+00,2.911818125934671819e+00,8.388171897187024229e+01,8.451781503421814534e+01
5.845825615505959583e+00,9.307709842257518851e-01,6.883385774162718462e+01,6.916638908406332575e+01
8.158604064755859753e+00,8.100917924211531451e-01,6.616658028237903011e+01,6.595908357417401646e+01
4.547138555498719370e+00,7.708780384015115894e-01,6.636373809685655090e+01,6.553046199756936119e+01
1.753826616876828171e+00,2.889738646141329692e+00,8.729153080406057086e+01,8.752071815573897595e+01
2.951037761699760953e+00,1.889792086566830953e+00,8.059462692451415933e+01,8.116143534918792568e+01
7.866635070486545089e+00,2.091215208598991460e+00,8.001396363235464548e+01,8.011791670941347832e+01
9.947841869609375109e+00,2.987434027764903632e+00,8.407956182709436632e+01,8.416139398062973953e+01
7.208124393376126982e+00,1.021947649867954055e+00,6.996801693566813185e+01,7.012024791901116316e+01
9.297218024075329268e+00,9.053258284402359024e-01,6.777560386730246478e+01,6.770825416501017457e+01
1.982002922656161736e+00,2.621631222738647349e+00,8.583335165335620331e+01,8.528884704857408394e+01
9.037496581152641539e+00,2.529542699569582886e+00,8.223415144430678936e+01,8.314547551836695050e+01
