T,n_imp,B_field,rho,rho_noisy
5.059349975542520639e+01,8.182873729059998436e-01,6.725655326886522900e+00,1.093550122801384532e+02,1.091549549046359147e+02
9.615649305281836234e+01,5.274928171919623932e-01,3.381848034093274613e+00,1.690754828524550533e+02,1.680658499472106655e+02
9.587362031799781903e+01,6.994615195908365779e-01,7.109353058974225092e+00,3.304479126332481655e+02,3.306581692768959329e+02
8.168914994215873548e+01,3.012138017147132363e-01,9.002837122455407126e+00,3.309486192490022631e+02,3.310784009784483146e+02
7.044288705826329533e+01,7.367722524071124157e-01,3.166016419045162067e+00,9.193614234994578283e+01,9.122995174220989156e+01
8.605207824115117887e+01,9.858739974619269431e-01,4.293250841425710895e+00,1.647084497462462309e+02,1.650936107876434846e+02
9.448766456318961104e+01,6.858541646438548467e-01,4.309590145592856913e+00,1.951673520423274795e+02,1.948168021421107596e+02
1.203559559983024840e+01,9.824673579539064949e-01,4.257063850149701345e+00,2.832832561533724203e+01,2.776523155726059144e+01
2.062947044357728288e+01,8.504870598173346341e-01,6.163182354034109522e+00,4.512606229969148330e+01,4.517392765517361397e+01
4.242374962152788243e+01,7.913923230128397934e-01,8.273534336756716456e+00,1.084280817550109930e+02,1.083388465393113904e+02
1.842281677383397565e+01,5.312748170002568049e-01,5.738578905619833748e+00,3.902796388562689600e+01,3.912927588612247121e+01
6.395720257479494819e+01,6.166686925098774363e-01,3.950066424624381067e+00,9.176679417144683271e+01,9.096392014228460710e+01
3.343278001132977550e+01,3.224278073022093238e-01,5.834709243243363375e+00,5.713578312022301020e+01,5.804189817835919740e+01
3.379057562190929787e+01,8.871044088881345768e-01,9.062347159237832628e+00,9.187515012393296843e+01,9.157382081666109741e+01
3.594951897830789989e+01,1.120792416241633838e-01,2.097662473304158226e+00,2.357625929696420641e+01,2.280642964271600093e+01
1.879440918259510340e+01,8.176604635489976847e-01,4.271073560967483473e+00,3.129365821445623297e+01,3.160307930873980808e+01
7.668500079143430526e+01,9.460357151165316170e-01,7.046218310092083215e+00,2.197314351589500347e+02,2.195540330938994487e+02
6.856051866396850869e+01,3.986562923357953592e-01,4.921521251732095870e+00,1.231738678490961263e+02,1.233362970919825727e+02
6.458572815771361775e+01,8.199553615092750602e-01,2.752518757932265192e-01,4.917716961058641800e+01,4.900736539527390079e+01
1.306410240499978848e+01,4.863500198150925158e-01,3.079296000820195278e+00,1.861163069180195606e+01,1.858176051156199549e+01
4.865177301749897509e+01,8.712510040216656648e-01,3.877407529126730701e+00,6.199411336730344857e+01,6.211699978917276610e+01
7.166832309098583664e+01,6.661187253096679806e-01,5.212481921240446070e+00,1.413226860725411029e+02,1.409493596305496510e+02
2.407119849132277523e+01,1.501895759390386442e-01,4.239928407421627909e+00,3.173138845025636101e+01,3.207075824818613796e+01
4.470920601917957526e+01,4.380976332101053083e-01,6.983978958889163202e+00,9.502345976349819523e+01,9.478850971395841896e+01
1.178507309229432032e+01,1.173186566258475477e-01,6.226230441826396955e+00,3.456953530411823294e+01,3.413469173203299789e+01
1.736721973695178534e+01,7.743867950616033502e-01,6.790929418463625744e+00,4.488987845427043766e+01,4.492839466518169189e+01
2.948082219991485076e+01,8.837600634195015292e-01,1.849203699395288725e+00,2.039931214311410557e+01,2.062183278235962547e+01
4.731851450271237525e+01,9.964975134305414928e-01,9.271034903325459098e+00,1.438725378538903783e+02,1.437579981830810709e+02
5.169160326586418819e+01,5.737111168637569758e-01,5.974268224510702829e+00,9.847070222327334932e+01,9.803944232973357487e+01
8.960693784563017061e+01,4.521633185348352679e-01,2.771384812463690839e+00,1.308989149597087760e+02,1.312088077428630868e+02
3.849925979566119594e+01,5.721045750147499831e-01,9.017732450119678944e+00,1.045872695813523308e+02,1.037071051852909420e+02
1.193174886494722386e+01,4.991468937876815115e-01,6.374459442066219950e+00,3.726225643921818431e+01,3.674682437120041811e+01
8.436010120940485990e+01,3.638257334299863643e-01,9.550859402366086215e+00,3.812011684782893326e+02,3.812209299235560138e+02
1.556622418362155003e+01,9.192326361478508900e-01,4.802839589858210800e+00,3.319397164804895795e+01,3.251344194889642125e+01
1.836927933960055270e+01,4.547651736533215860e-01,7.013581701816792524e+00,4.553147611954874918e+01,4.554547325167333582e+01
9.668635450657615138e+01,9.060959627345103184e-01,4.416293304721401469e+00,2.090874078048159106e+02,2.090599762458066664e+02
7.780288763155226661e+01,6.098504597245959502e-01,3.076709285724224863e+00,1.068993274071602002e+02,1.073486973015892829e+02
4.040687825013295509e+01,8.622239210948350330e-01,7.020127743454757763e+00,8.643347964276019013e+01,8.597608446685354977e+01
2.189609574572761375e+01,6.990474244302590234e-01,2.507646468969642051e+00,1.960901730262742859e+01,1.929606404080660553e+01
4.480575158546754011e+01,5.223185508344746486e-01,5.064433114717799889e+00,6.938870870443460603e+01,6.955529954678510762e+01
4.052754035021561663e+01,7.446807871502090226e-01,5.286465945944299527e+00,6.539183642035757771e+01,6.416305462525467362e+01
8.869970812982258224e+01,7.529184449844836813e-01,5.279474984109915781e+00,2.078839197760677280e+02,2.094339409255250075e+02
4.768777155826359859e+01,8.824375287242371968e-01,2.011003465406106194e+00,3.866887036394827248e+01,3.831954499871739017e+01
1.738405054140598338e+01,5.147230008553533853e-01,8.775196147858974172e+00,5.273224988946739700e+01,5.236733236310461592e+01
9.341246821227275632e+01,5.766597403025282009e-01,6.030266053501282641e+00,2.608513281501810184e+02,2.612818919056328468e+02
6.600820273437341257e+01,7.878141446490526389e-01,4.441326468195869737e+00,1.073247894705661452e+02,1.073048735498483097e+02
2.050388711029020072e+01,5.632892600126110372e-01,7.570746070877056866e+00,5.156285895006703868e+01,5.067314464071524327e+01
2.018567440417800896e+01,6.583249293163193627e-01,2.783727739835065940e+00,2.052577408236298950e+01,2.083923777240929454e+01
5.193399170478378579e+01,3.119106783436354502e-01,6.562755392008736699e+00,1.080036048262901431e+02,1.084312937432897428e+02
1.828800691202045670e+01,9.784890445375317158e-01,3.764633538571018345e+00,2.814340391140966346e+01,2.791843077467169110e+01
6.685769729824826868e+01,6.723746507959331709e-01,4.202318090915230897e+00,1.039388836950664796e+02,1.037980835159204673e+02
6.547454119854191390e+01,6.854926330703479120e-01,3.577042162842122508e+00,8.847618464724914134e+01,8.871917694587884284e+01
1.288732137563383340e+01,7.706703621549194638e-01,5.342691398224780563e+00,3.407176054963890977e+01,3.361737042468168823e+01
8.266805029371650448e+01,8.089462176597934651e-01,7.157462628785387970e+00,2.544992958509556615e+02,2.547184901330591060e+02
8.081152848455487003e+01,1.863099211361028962e-01,2.769671890918398383e+00,1.057994361733400410e+02,1.058990854285622873e+02
9.237774417537775662e+01,4.330531460641078301e-01,4.448613590082024061e+00,1.906784737519469388e+02,1.903410074440589881e+02
7.032759820646293747e+01,6.387761729318677251e-01,5.822352229336508422e+00,1.529232593500356074e+02,1.522272084131296879e+02
7.235760091017009188e+01,9.947739546226315177e-01,3.321787291918150142e+00,1.005611591086804566e+02,1.004483561932999152e+02
2.473674890078510913e+01,5.648257105079096396e-01,2.451276432430117502e+00,2.022627710907344323e+01,1.978856597994336042e+01
1.214999325809305475e+01,1.022684807304005683e-01,9.746969353962654736e+00,4.722025050251818357e+01,4.772095561535826391e+01
1.590068371765779354e+01,9.731786725446620601e-01,6.288090579296824245e+00,4.194110891404330488e+01,4.201315159829326973e+01
9.680152061443216382e+01,5.951668650724665222e-01,7.900396307825868547e+00,3.827574948463254145e+02,3.831485371076053639e+02
6.811492290036702002e+01,1.585142532489028921e-01,1.707579110902255337e+00,6.172259310999589133e+01,6.178990407766811899e+01
9.522159998440666584e+01,4.104049196074068817e-01,5.555471855049772145e+00,2.476393365370646507e+02,2.477707870956071758e+02
4.144459229848860105e+01,9.629375484631573778e-01,1.926923965252025361e+00,3.144501139005685530e+01,3.105351193144166544e+01
7.796994189952725662e+01,3.981029275814798041e-01,5.346827418077237049e+00,1.657260323152727892e+02,1.660600560285588756e+02
1.588590688255001027e+01,6.000293615013675419e-01,5.154731461670014170e+00,3.403074601303227098e+01,3.492309515018578026e+01
2.495846490336740686e+01,3.942761747728010802e-01,2.278926655548732860e+00,1.823801952566746820e+01,1.808317574790869742e+01
3.494200013847910213e+01,6.513262775445184394e-01,2.023429725271398638e+00,2.480621181300731593e+01,2.450982454915024178e+01
5.952864265306674696e+01,5.378038817768630020e-01,9.240885018829903430e+00,2.001472469385563784e+02,2.000683285874611954e+02
6.016679920818190652e+01,3.961445427170933176e-01,8.530960140010762416e+00,1.831917847077968702e+02,1.829511445659963158e+02
5.490878070763133678e+01,1.856717313260167479e-01,4.037288464735881099e+00,7.214412570557050230e+01,7.179338605624373315e+01
4.820172261688698256e+01,3.546796652115278281e-01,1.381801129695274799e+00,3.136821036061088819e+01,3.143730718259497081e+01
6.181346443051887007e+01,6.586331771710168814e-01,3.168289673471861079e+00,7.380939853086977109e+01,7.366393976434473245e+01
9.699961558490544178e+01,5.630019156753096610e-01,5.356316859816913301e+00,2.481738859716352295e+02,2.488933227685565726e+02
5.122716044375072642e+01,4.994098975439174026e-01,4.894021198701827835e+00,7.964191318405134723e+01,7.964201400552890675e+01
8.537242796185643101e+01,6.147331888065299399e-01,6.644779158779452466e+00,2.463476844616828600e+02,2.465096404504985799e+02
1.502847685286840829e+01,4.375078938632076531e-01,1.550756363496920143e+00,9.134689832261948084e+00,9.610700766261848216e+00
4.470285315070518095e+01,5.673081463364129107e-01,6.232340860136509342e+00,8.505953755876322475e+01,8.490915963251094922e+01
6.044467992781592613e+01,6.155110796416990437e-01,6.638386593236482724e+00,1.383453826952240036e+02,1.390637509652684685e+02
6.582885000894434313e+01,7.434416473362246425e-01,6.094652104293447614e+00,1.446879702065070603e+02,1.443716231002470067e+02
3.250165059388101696e+01,9.673811078668000940e-01,3.424567215492403172e+00,3.642722111068873403e+01,3.602305725974566997e+01
4.593619121379357040e+01,3.025280769268376968e-01,9.486283470438474197e+00,1.385666258271066056e+02,1.383834923176814868e+02
9.523055518621211490e+01,9.783575791050806991e-01,9.877719808079177266e-01,1.161850548412504907e+02,1.161276961452669241e+02
6.839656786107541109e+01,9.866669208955789472e-01,7.568923413776432518e+00,1.975364598547568846e+02,1.968358007547073498e+02
6.264696235710651706e+01,8.262406152740454646e-01,4.112784187811416636e+00,9.283491614593923202e+01,9.281736875387480268e+01
1.587688394678568393e+01,7.435148711148414913e-01,8.862729621850895967e+00,5.210830792589138838e+01,5.127456463067167647e+01
1.469586318788329393e+01,1.615158589274062195e-01,1.440602679566315159e+00,7.037775858350261871e+00,7.733845058623010971e+00
2.902586030488581770e+01,8.021059496859560545e-01,9.175854823121595061e+00,7.947510046605052025e+01,7.943460199034667824e+01
2.240404982637696918e+01,6.501371132360740379e-01,9.085223189935220933e-01,1.011648306951263088e+01,9.795504207164643873e+00
9.853749363459589006e+01,3.247109458105545965e-01,4.215633922701204739e+00,2.062374386436958957e+02,2.057832695845541195e+02
1.024724328423977227e+01,3.179505065421651677e-01,1.124242294990587254e+00,5.176906796354592721e+00,4.984691559250494564e+00
4.292591762624653740e+01,4.002421677853653659e-01,9.225361301340816667e+00,1.224854861853236940e+02,1.223739464511084805e+02
1.525802046614214547e+01,3.890538706586182949e-01,3.070683725881758974e+00,1.893066180291812373e+01,1.840840632011244438e+01
6.760095024859089108e+01,4.594131337840874352e-01,5.627851900622252934e+00,1.376429366714576190e+02,1.371830391245462124e+02
1.418798818673732143e+01,5.776834548592547636e-01,9.431578508217416612e+00,5.115897596073030940e+01,5.106538845819954275e+01
1.615686719875500899e+01,8.113350988749694626e-01,5.286109254941065316e+00,3.597064423345342732e+01,3.571025235955560362e+01
1.719482550473070148e+01,4.580878977806516206e-01,1.702836842354160662e-01,5.396415667949043815e+00,5.866022219788204595e+00
3.446066181725915101e+01,1.253538079853004916e-01,7.888620942590163665e+00,7.802395534440401548e+01,7.859289053152677695e+01
6.187222611969855279e+01,7.216291144356421494e-01,3.040200162349870894e-01,4.484715947046285578e+01,4.485517007226280128e+01
8.249037558677683535e+01,1.014859173701061212e-01,3.262730019548718552e+00,1.209073284616608959e+02,1.211441282476881582e+02
3.404724260511346756e+01,5.242357675226663183e-01,2.210249816795279987e+00,2.495613378613692390e+01,2.428853959932436268e+01
3.548539509125197355e+01,6.893812544112749574e-01,2.585136861870975800e+00,3.026222660465069225e+01,3.058093545936699797e+01
8.420339295567433169e+01,6.535265084342078978e-01,2.651031398199421574e+00,1.142684664842573454e+02,1.142531747495007153e+02
7.713535421586902885e+01,8.317686307277601943e-01,7.775096108336741807e+00,2.492628302651251033e+02,2.495051644231005241e+02
2.141332735216011685e+01,9.501142831871705052e-01,4.337834417563363409e+00,3.421235617557253761e+01,3.501253424136936587e+01
8.257140412357212256e+01,3.996444391945827013e-01,3.117904916540557014e+00,1.192115804123904468e+02,1.180711515342182594e+02
8.481259977717530774e+01,7.527753911974446321e-01,2.853348964784100161e+00,1.208448942773020462e+02,1.209753683668287607e+02
2.600432052103952785e+01,8.783843306815587448e-01,7.052270024501843260e+00,5.791442189619951364e+01,5.736486236461558263e+01
6.642531987152982254e+01,8.590932994436318859e-01,7.431745674059810902e+00,1.837590688987963574e+02,1.840551672444985911e+02
2.770692596391141649e+01,8.174355702026069315e-01,5.104634796517522055e+00,4.536764664731664709e+01,4.471098992860241594e+01
3.191434408252742827e+01,5.695343255878969613e-01,7.346397924779547672e+00,6.943343186104422671e+01,6.918573207754222665e+01
5.446051797957778007e+01,8.057691995188354106e-01,8.651103729772657402e+00,1.615131368607397633e+02,1.616145037386199590e+02
5.699980251557276034e+01,3.126094333742310827e-01,4.819802080745933637e+00,9.028023792920910751e+01,9.058699262242679140e+01
5.311301638583685758e+01,5.618642699383832317e-01,2.225392411296494899e+00,4.635236612946835777e+01,4.638976317413664674e+01
5.870269479737878271e+01,5.912158615360729730e-01,8.890543333617413779e+00,1.865232092507659729e+02,1.861267937812720561e+02
2.918482087829072213e+01,2.348922023663769787e-01,8.800729806021635682e+00,7.407156954506601210e+01,7.379480343620831206e+01
8.007223313151209254e+01,8.776093774767024236e-01,4.792537903888809403e+00,1.587471201898071058e+02,1.591893716354317974e+02
3.500635708257475187e+01,4.990867219137938848e-01,2.301792843330773053e+00,2.642649611490279682e+01,2.642374630705952754e+01
9.214149607471992454e+01,4.584074131990704126e-01,2.086192317863963197e+00,1.227733164557368895e+02,1.219314092573163606e+02
5.636397732306306807e+01,6.275436267080494179e-01,3.239961955482439038e+00,6.487629583136090616e+01,6.529812718549575834e+01
3.733156476501262944e+01,6.321334103625707579e-01,5.472822472285951534e+00,6.143720718504505385e+01,6.164533142490179074e+01
2.569455122574701278e+01,4.049633995903550998e-01,9.938608541296066079e+00,7.476445046558930585e+01,7.520115823821528522e+01
5.366835661744272556e+01,7.242739107624760475e-01,8.767996003621799872e+00,1.602224831630091444e+02,1.600541694298208029e+02
4.386675701362170798e+01,3.724850936454062733e-01,2.641087282401628489e+00,3.811860710365812110e+01,3.853268536287142609e+01
6.607844116497395248e+01,5.871456574354889657e-01,1.152952002303851975e+00,5.490594228903565721e+01,5.437540982903482245e+01
5.486136243606549101e+01,1.120158406927611872e-01,4.350376287630897565e+00,7.663671866581114500e+01,7.692171857124387202e+01
1.332637282006270851e+01,1.630112917851879450e-01,6.030064154640996321e+00,3.485988795367936177e+01,3.461469779886533615e+01
