t,N1,N2,R,dN1_dt
2.320464092818563806e+00,2.774245872450633854e+01,1.885022904873861549e+01,9.221073470106514947e+01,1.037203575190081750e+01
2.330466093218643842e+00,2.784632480427644552e+01,1.884489680606229101e+01,9.225010787866445128e+01,1.039703059704786980e+01
2.340468093618723877e+00,2.795044105277233015e+01,1.883931378544453494e+01,9.228900574954404590e+01,1.042205944891196623e+01
2.350470094018803913e+00,2.805480781143008784e+01,1.883347939037785324e+01,9.232743305474397744e+01,1.044712276949107022e+01
2.360472094418883948e+00,2.815942542671572113e+01,1.882739302999211617e+01,9.236539449205146468e+01,1.047222102643569386e+01
2.370474094818963984e+00,2.826429425012515395e+01,1.882105411905456194e+01,9.240289471600085847e+01,1.049735469307202607e+01
2.380476095219044019e+00,2.836941463818421028e+01,1.881446207796979309e+01,9.243993833787369852e+01,1.052252424842587075e+01
2.390478095619124055e+00,2.847478695244863545e+01,1.880761633277978007e+01,9.247652992569865660e+01,1.054773017724739503e+01
2.400480096019204090e+00,2.858041155950408196e+01,1.880051631516386834e+01,9.251267400425160758e+01,1.057297297003673187e+01
2.410482096419284126e+00,2.868628883096611304e+01,1.879316146243876062e+01,9.254837505505555839e+01,1.059825312307041401e+01
2.420484096819364161e+00,2.879241914348019904e+01,1.878555121755853818e+01,9.258363751638067640e+01,1.062357113842868195e+01
2.430486097219444197e+00,2.889880287872173525e+01,1.877768502911463600e+01,9.261846578324430368e+01,1.064892752402373155e+01
2.440488097619524233e+00,2.900544042339601702e+01,1.876956235133587114e+01,9.265286420741094275e+01,1.067432279362876635e+01
2.450490098019603824e+00,2.911233216923824685e+01,1.876118264408841796e+01,9.268683709739225662e+01,1.069975746690808194e+01
2.460492098419683860e+00,2.921947851301355925e+01,1.875254537287582579e+01,9.272038871844705454e+01,1.072523206944801899e+01
2.470494098819763895e+00,2.932687985651698526e+01,1.874365000883900478e+01,9.275352329258133466e+01,1.075074713278890748e+01
2.480496099219843931e+00,2.943453660657346305e+01,1.873449602875623654e+01,9.278624499854824137e+01,1.077630319445798790e+01
2.490498099619923966e+00,2.954244917503785217e+01,1.872508291504317057e+01,9.281855797184807955e+01,1.080190079800332015e+01
2.500500100020004002e+00,2.965061798152847317e+01,1.871541015795039797e+01,9.285046631793092331e+01,1.082754049298480759e+01
2.510502100420084037e+00,2.975904345130750883e+01,1.870547725423861962e+01,9.288197409171581853e+01,1.085322283478085481e+01
2.520504100820164073e+00,2.986772601209781541e+01,1.869528370445076604e+01,9.291308528775662978e+01,1.087894838479794757e+01
2.530506101220244108e+00,2.997666609775021485e+01,1.868482901563495702e+01,9.294380386441375208e+01,1.090471771059959316e+01
2.540508101620324144e+00,3.008586414825266786e+01,1.867411270135161416e+01,9.297413374390697527e+01,1.093053138593483808e+01
2.550510102020404180e+00,3.019532060973030951e+01,1.866313428167345734e+01,9.300407881231544138e+01,1.095638999076775200e+01
2.560512102420484215e+00,3.030503593444543498e+01,1.865189328318551176e+01,9.303364291957765886e+01,1.098229411130789579e+01
2.570514102820564251e+00,3.041501058079748887e+01,1.864038923898509381e+01,9.306282987949148833e+01,1.100824434004190877e+01
2.580516103220644286e+00,3.052524501332309015e+01,1.862862168868183588e+01,9.309164346971421367e+01,1.103424127576612079e+01
2.590518103620724322e+00,3.063573970269600366e+01,1.861659017839765795e+01,9.312008743176239989e+01,1.106028552362028350e+01
2.600520104020804357e+00,3.074649512572716858e+01,1.860429426076678894e+01,9.314816547101204947e+01,1.108637769512239224e+01
2.610522104420884393e+00,3.085751176536467000e+01,1.859173349493575245e+01,9.317588125669850285e+01,1.111251840820465908e+01
2.620524104820964428e+00,3.096879011069376730e+01,1.857890744656337745e+01,9.320323842191645269e+01,1.113870828725064399e+01
2.630526105221044464e+00,3.108033065693686936e+01,1.856581568782079472e+01,9.323024056362001488e+01,1.116494796313355131e+01
2.640528105621124499e+00,3.119213390545354869e+01,1.855245779739142975e+01,9.325689124262258645e+01,1.119123807325571818e+01
2.650530106021204535e+00,3.130420036374054149e+01,1.853883336047101338e+01,9.328319398359701609e+01,1.121757926158934460e+01
2.660532106421284571e+00,3.141653054543174051e+01,1.852494196876757826e+01,9.330915227507546206e+01,1.124397217871844745e+01
2.670534106821364606e+00,3.152912497029819860e+01,1.851078322050145175e+01,9.333476956944947744e+01,1.127041748188208459e+01
2.680536107221444198e+00,3.164198416505744405e+01,1.849635672105904405e+01,9.336004928612889842e+01,1.129691583496721918e+01
2.690538107621524233e+00,3.175510866728767922e+01,1.848166208635796437e+01,9.338499482145182640e+01,1.132346790815440940e+01
2.700540108021604269e+00,3.186849901655137884e+01,1.846669893581385224e+01,9.340960951100998955e+01,1.135007437843349365e+01
2.710542108421684304e+00,3.198215575867360627e+01,1.845146689548504426e+01,9.343389665511827502e+01,1.137673592960466351e+01
2.720544108821764340e+00,3.209607944688369230e+01,1.843596559896742804e+01,9.345785952402323460e+01,1.140345325226281048e+01
2.730546109221844375e+00,3.221027064181526356e+01,1.842019468739442090e+01,9.348150135790308468e+01,1.143022704383541388e+01
2.740548109621924411e+00,3.232472991150620345e+01,1.840415380943699120e+01,9.350482536686777735e+01,1.145705800862170776e+01
2.750550110022004446e+00,3.243945783139869121e+01,1.838784262130364411e+01,9.352783473095888667e+01,1.148394685783316405e+01
2.760552110422084482e+00,3.255445498433918061e+01,1.837126078674042873e+01,9.355053260014972238e+01,1.151089430963533289e+01
2.770554110822164517e+00,3.266972196057839994e+01,1.835440797703093807e+01,9.357292209434527308e+01,1.153790108919099922e+01
2.780556111222244553e+00,3.278525935777136624e+01,1.833728387099630908e+01,9.359500630338219196e+01,1.156496792870481016e+01
2.790558111622324589e+00,3.290106778097736395e+01,1.831988815499521905e+01,9.361678828702882527e+01,1.159209556746922942e+01
2.800560112022404624e+00,3.301714784265996627e+01,1.830222052292388213e+01,9.363827107498522651e+01,1.161928475191199794e+01
2.810562112422484660e+00,3.313350016268701381e+01,1.828428067621606701e+01,9.365945766688309959e+01,1.164653623564499796e+01
2.820564112822564695e+00,3.325012536833064303e+01,1.826606832384307566e+01,9.368035103228586991e+01,1.167385077951466599e+01
2.830566113222644731e+00,3.336702409426725779e+01,1.824758318231375398e+01,9.370095411068861324e+01,1.170122915165388733e+01
2.840568113622724766e+00,3.348419698257754362e+01,1.822882497567448823e+01,9.372126981151814107e+01,1.172867212753542532e+01
2.850570114022804802e+00,3.360164468274645344e+01,1.820979343550921925e+01,9.374130101413288685e+01,1.175618049002692622e+01
2.860572114422884837e+00,3.371936785166324313e+01,1.819048830093941049e+01,9.376105056782301972e+01,1.178375502944757081e+01
2.870574114822964873e+00,3.383736715416294771e+01,1.817090931907896589e+01,9.378052129337493170e+01,1.181139654355660973e+01
2.880576115223044908e+00,3.395564326858450244e+01,1.815105624986327015e+01,9.379971599504430912e+01,1.183910583677070960e+01
2.890578115623124944e+00,3.407419687623175264e+01,1.813092885737440696e+01,9.381863742602021716e+01,1.186688372144132941e+01
2.900580116023204980e+00,3.419302866513319827e+01,1.811052691270441173e+01,9.383728830733967641e+01,1.189473101766391494e+01
2.910582116423284571e+00,3.431213933218695900e+01,1.808985019571831288e+01,9.385567133511169402e+01,1.192264855308167526e+01
2.920584116823364607e+00,3.443152958316078127e+01,1.806889849505412826e+01,9.387378918051729215e+01,1.195063716293529588e+01
2.930586117223444642e+00,3.455120013269201706e+01,1.804767160812285454e+01,9.389164448980952216e+01,1.197869769011417951e+01
2.940588117623524678e+00,3.467115170428760962e+01,1.802616934110848845e+01,9.390923988431342195e+01,1.200683098520937975e+01
2.950590118023604713e+00,3.479138503032413610e+01,1.800439150896800911e+01,9.392657796042601603e+01,1.203503790656815120e+01
2.960592118423684749e+00,3.491190085204777915e+01,1.798233793543138148e+01,9.394366128961638651e+01,1.206331932035024401e+01
2.970594118823764784e+00,3.503269991957432694e+01,1.796000845300156712e+01,9.396049241842558786e+01,1.209167610058583975e+01
2.980596119223844820e+00,3.515378299188920153e+01,1.793740290295450279e+01,9.397707386846667532e+01,1.212010912923529204e+01
2.990598119623924855e+00,3.527515083684740915e+01,1.791452113533912893e+01,9.399340813642473336e+01,1.214861929625062942e+01
3.000600120024004891e+00,3.539680423117357577e+01,1.789136300897736476e+01,9.400949769405684719e+01,1.217720749963882909e+01
3.010602120424084926e+00,3.551874396046196125e+01,1.786792839146412248e+01,9.402534498819210285e+01,1.220587464552698620e+01
3.020604120824164962e+00,3.564097081917640253e+01,1.784421715916729312e+01,9.404095244073158710e+01,1.223462164822928600e+01
3.030606121224244998e+00,3.576348561065037757e+01,1.782022919722777132e+01,9.405632244864843017e+01,1.226344943031592294e+01
3.040608121624325033e+00,3.588628914708696271e+01,1.779596439955942344e+01,9.407145738398772039e+01,1.229235892268390806e+01
3.050610122024405069e+00,3.600938224955883982e+01,1.777142266884912303e+01,9.408635959386657532e+01,1.232135106462987295e+01
3.060612122424485104e+00,3.613276574800832464e+01,1.774660391655671177e+01,9.410103140047414172e+01,1.235042680392485792e+01
3.070614122824565140e+00,3.625644048306404699e+01,1.772150806452978244e+01,9.411547510463830690e+01,1.237958709651486267e+01
3.080616123224645175e+00,3.638040731091632551e+01,1.769613504954060446e+01,9.412969299044456761e+01,1.240883290541129469e+01
3.090618123624725211e+00,3.650466708970030538e+01,1.767048481126193948e+01,9.414368729707661032e+01,1.243816520352386235e+01
3.100620124024805246e+00,3.662922068694945921e+01,1.764455729862415367e+01,9.415746024035617268e+01,1.246758497242199226e+01
3.110622124424885282e+00,3.675406898078013285e+01,1.761835247085170408e+01,9.417101401548281103e+01,1.249709320216721409e+01
3.120624124824965318e+00,3.687921285989158093e+01,1.759187029746313158e+01,9.418435079703384361e+01,1.252669089137814495e+01
3.130626125225045353e+00,3.700465322356593845e+01,1.756511075827107504e+01,9.419747273896440731e+01,1.255637904729742615e+01
3.140628125625125389e+00,3.713039098166824914e+01,1.753807384338224651e+01,9.421038197460740093e+01,1.258615868586064579e+01
3.150630126025204980e+00,3.725642705464643711e+01,1.751075955319745248e+01,9.422308061667358459e+01,1.261603083176724738e+01
3.160632126425285016e+00,3.738276237353134235e+01,1.748316789841158325e+01,9.423557075725145182e+01,1.264599651855352391e+01
3.170634126825365051e+00,3.750939787993667807e+01,1.745529890001362006e+01,9.424785446780732912e+01,1.267605678866762275e+01
3.180636127225445087e+00,3.763633452605906626e+01,1.742715258928663147e+01,9.425993379918533321e+01,1.270621269354674254e+01
3.190638127625525122e+00,3.776357327467800218e+01,1.739872900780776632e+01,9.427181078160738537e+01,1.273646529369638003e+01
3.200640128025605158e+00,3.789111509915590403e+01,1.737002820744826437e+01,9.428348742467318289e+01,1.276681565877182933e+01
3.210642128425685193e+00,3.801896098343806329e+01,1.734105025037345627e+01,9.429496571736024180e+01,1.279726486766182703e+01
3.220644128825765229e+00,3.814711192205267309e+01,1.731179520904275293e+01,9.430624762802386840e+01,1.282781400857449938e+01
3.230646129225845264e+00,3.827556892011082823e+01,1.728226316620965974e+01,9.431733510439715928e+01,1.285846417912553363e+01
3.240648129625925300e+00,3.840433299330650385e+01,1.725245421492175879e+01,9.432823007359101553e+01,1.288921648642869933e+01
3.250650130026005336e+00,3.853340516791657677e+01,1.722236845852073017e+01,9.433893444209412849e+01,1.292007204718871449e+01
3.260652130426085371e+00,3.866278648080082547e+01,1.719200601064233425e+01,9.434945009577300823e+01,1.295103198779648324e+01
3.270654130826165407e+00,3.879247797949602727e+01,1.716136699530431642e+01,9.435977890000921775e+01,1.298209744439978763e+01
3.280656131226245442e+00,3.892248073070891223e+01,1.713045155493475846e+01,9.436992270982011632e+01,1.301326956047023664e+01
3.290658131626325478e+00,3.905279580870966072e+01,1.709925983974946817e+01,9.437988334814549773e+01,1.304454949002207442e+01
3.300660132026405513e+00,3.918342429425408824e+01,1.706779200650070294e+01,9.438966261045854367e+01,1.307593839826047422e+01
3.310662132426485549e+00,3.931436728069873965e+01,1.703604822412711428e+01,9.439926227516805568e+01,1.310743745996774656e+01
3.320664132826565584e+00,3.944562587400094600e+01,1.700402867375373006e+01,9.440868410361844099e+01,1.313904785958376564e+01
3.330666133226645620e+00,3.957720119271875348e+01,1.697173354869195094e+01,9.441792984008969825e+01,1.317077079128858053e+01
3.340668133626725655e+00,3.970909436801098025e+01,1.693916305443956460e+01,9.442700121179743178e+01,1.320260745908726463e+01
3.350670134026805691e+00,3.984130654363718094e+01,1.690631740868073862e+01,9.443589992889285156e+01,1.323455907689708155e+01
3.360672134426885727e+00,3.997383887595766083e+01,1.687319684128601338e+01,9.444462768446277323e+01,1.326662686863692109e+01
3.370674134826965762e+00,4.010669253393348299e+01,1.683980159431231272e+01,9.445318615452958966e+01,1.329881206831912976e+01
3.380676135227045354e+00,4.023986869912645403e+01,1.680613192200294748e+01,9.446157699805134200e+01,1.333111592014366842e+01
3.390678135627125389e+00,4.037336856569912413e+01,1.677218809078759421e+01,9.446980185692163445e+01,1.336353967859471581e+01
3.400680136027205425e+00,4.050719334041480835e+01,1.673797037928231646e+01,9.447786235596969107e+01,1.339608460853969163e+01
3.410682136427285460e+00,4.064134424263755818e+01,1.670347907828955769e+01,9.448576010296032734e+01,1.342875198533077707e+01
3.420684136827365496e+00,4.077582250433217581e+01,1.666871449079814482e+01,9.449349668859396445e+01,1.346154309490891166e+01
3.430686137227445531e+00,4.091062937006421407e+01,1.663367693198327402e+01,9.450107368650662920e+01,1.349445923391037105e+01
3.440688137627525567e+00,4.104576609699998357e+01,1.659836672920652845e+01,9.450849265326995408e+01,1.352750170977590649e+01
3.450690138027605602e+00,4.118123395490652427e+01,1.656278422201587119e+01,9.451575512839116300e+01,1.356067184086247757e+01
3.460692138427685638e+00,4.131703422615164101e+01,1.652692976214564169e+01,9.452286263431309976e+01,1.359397095655766918e+01
3.470694138827765673e+00,4.145316820570388927e+01,1.649080371351655927e+01,9.452981667641419961e+01,1.362740039739677300e+01
3.480696139227845709e+00,4.158963720113900564e+01,1.645440645224206122e+01,9.453661874301486989e+01,1.366096151518012647e+01
3.490698139627925745e+00,4.172644254208231018e+01,1.641773837600506880e+01,9.454327031303307649e+01,1.369465566940136192e+01
3.500700140028005780e+00,4.186358556973665657e+01,1.638079989396638325e+01,9.454977284103192403e+01,1.372848423111553018e+01
3.510702140428085816e+00,4.200106763114563790e+01,1.634359142089385131e+01,9.455612775677535353e+01,1.376244858549946315e+01
3.520704140828165851e+00,4.213889008832154559e+01,1.630611338608175132e+01,9.456233647584829782e+01,1.379655012854220608e+01
3.530706141228245887e+00,4.227705431824534799e+01,1.626836623335080390e+01,9.456840039965672418e+01,1.383079026713821591e+01
3.540708141628325922e+00,4.241556171286672594e+01,1.623035042104814707e+01,9.457432091542760588e+01,1.386517041918282445e+01
3.550710142028405958e+00,4.255441367910403017e+01,1.619206642204736823e+01,9.458009939620896489e+01,1.389969201366995577e+01
3.560712142428485993e+00,4.269361163884431676e+01,1.615351472374847575e+01,9.458573720086982917e+01,1.393435649079215821e+01
