t,theta,omega,psi,chi,dtheta_dt
7.441488297659532014e-01,-8.179552602099480207e-01,-4.994776238374452504e+00,-9.495928909231043935e-02,-6.716143815933188765e-01,-4.994776238374452504e+00
7.481496299259852156e-01,-8.378864295031216436e-01,-4.968725322321587257e+00,-9.757053031852630509e-02,-6.335949739602465547e-01,-4.968725322321587257e+00
7.521504300860172298e-01,-8.577122964748072897e-01,-4.942136115971226928e+00,-1.000279571199047535e-01,-5.947465198328029112e-01,-4.942136115971226928e+00
7.561512302460492441e-01,-8.774307136473676882e-01,-4.915011681338016025e+00,-1.023285416181945601e-01,-5.552137327562940428e-01,-4.915011681338016025e+00
7.601520304060812583e-01,-8.970395459039545161e-01,-4.887355144949593999e+00,-1.044698365528569095e-01,-5.151418772723925787e-01,-4.887355144949593999e+00
7.641528305661132725e-01,-9.165366708065501022e-01,-4.859169717784563858e+00,-1.064499758565150833e-01,-4.746762099831910442e-01,-4.859169717784563858e+00
7.681536307261451757e-01,-9.359199789600971542e-01,-4.830458714538704790e+00,-1.082676736711602056e-01,-4.339614240454575667e-01,-4.830458714538704790e+00
7.721544308861771899e-01,-9.551873744734536986e-01,-4.801225573193371510e+00,-1.099222209893758045e-01,-3.931410656461334363e-01,-4.801225573193371510e+00
7.761552310462092041e-01,-9.743367754853740070e-01,-4.771473871655522281e+00,-1.114134798493234962e-01,-3.523570143152296996e-01,-4.771473871655522281e+00
7.801560312062412184e-01,-9.933661147539669667e-01,-4.741207345012188767e+00,-1.127418757592671267e-01,-3.117489251185093790e-01,-4.741207345012188767e+00
7.841568313662732326e-01,-1.012273340326783844e+00,-4.710429900788100532e+00,-1.139083875252718814e-01,-2.714537035456708880e-01,-4.710429900788100532e+00
7.881576315263052468e-01,-1.031056416247418728e+00,-4.679145632557097478e+00,-1.149145354317961942e-01,-2.316050074839763606e-01,-4.679145632557097478e+00
7.921584316863372610e-01,-1.049713323332501336e+00,-4.647358833122282817e+00,-1.157623671424155287e-01,-1.923327373222105119e-01,-4.647358833122282817e+00
7.961592318463692752e-01,-1.068242059993761428e+00,-4.615074005481546671e+00,-1.164544416479641187e-01,-1.537625659876229733e-01,-4.615074005481546671e+00
8.001600320064012895e-01,-1.086640643090667435e+00,-4.582295872386806579e+00,-1.169938116197587891e-01,-1.160154894739450215e-01,-4.582295872386806579e+00
8.041608321664333037e-01,-1.104907108832261731e+00,-4.549029384729135650e+00,-1.173840037009914461e-01,-7.920738844578720239e-02,-4.549029384729135650e+00
8.081616323264653179e-01,-1.123039513705750725e+00,-4.515279727974788493e+00,-1.176289971606370166e-01,-4.344862476096880005e-02,-4.515279727974788493e+00
8.121624324864973321e-01,-1.141035935418428515e+00,-4.481052326971357580e+00,-1.177332012203612943e-01,-8.843667959373188031e-03,-4.481052326971357580e+00
8.161632326465293463e-01,-1.158894473867323027e+00,-4.446352849331268509e+00,-1.177014306558327172e-01,2.450925582499348734e-02,-4.446352849331268509e+00
8.201640328065613605e-01,-1.176613252112835628e+00,-4.411187206977309039e+00,-1.175388802098798063e-01,5.651847772451058100e-02,-4.411187206977309039e+00
8.241648329665933748e-01,-1.194190417357056111e+00,-4.375561556128625185e+00,-1.172510977722876907e-01,8.709916851065005461e-02,-4.375561556128625185e+00
8.281656331266252780e-01,-1.211624141916792352e+00,-4.339482295624848440e+00,-1.168439565529792584e-01,1.161735848558163448e-01,-4.339482295624848440e+00
8.321664332866572922e-01,-1.228912624190321212e+00,-4.302956063711319779e+00,-1.163236262469692917e-01,1.436712812063749567e-01,-4.302956063711319779e+00
8.361672334466893064e-01,-1.246054089608463533e+00,-4.265989733231186243e+00,-1.156965434018740607e-01,1.695292839452283151e-01,-4.265989733231186243e+00
8.401680336067213206e-01,-1.263046791552364878e+00,-4.228590405237656391e+00,-1.149693814755246984e-01,1.936922244100941215e-01,-4.228590405237656391e+00
8.441688337667533348e-01,-1.279889012256549607e+00,-4.190765401433663051e+00,-1.141490201124480547e-01,2.161124408381487616e-01,-4.190765401433663051e+00
8.481696339267853491e-01,-1.296579063687393729e+00,-4.152522254984691408e+00,-1.132425137059805548e-01,2.367500399483126461e-01,-4.152522254984691408e+00
8.521704340868173633e-01,-1.313115288333133179e+00,-4.113868700045301807e+00,-1.122570613403393452e-01,2.555729121458392150e-01,-4.113868700045301807e+00
8.561712342468493775e-01,-1.329496060033077187e+00,-4.074812660564047562e+00,-1.111999743298892618e-01,2.725567306679763102e-01,-4.074812660564047562e+00
8.601720344068813917e-01,-1.345719784667708696e+00,-4.035362237118148343e+00,-1.100786462529868698e-01,2.876848878211680782e-01,-4.035362237118148343e+00
8.641728345669134059e-01,-1.361784900866051196e+00,-3.995525694013081441e+00,-1.089005218263462971e-01,3.009484244726128854e-01,-3.995525694013081441e+00
8.681736347269454201e-01,-1.377689880626286945e+00,-3.955311443962705731e+00,-1.076730660584122173e-01,3.123458999773876532e-01,-3.955311443962705731e+00
8.721744348869774344e-01,-1.393433229868177747e+00,-3.914728033918963845e+00,-1.064037356756236813e-01,3.218832568764917190e-01,-3.914728033918963845e+00
8.761752350470094486e-01,-1.409013488952680415e+00,-3.873784127980508529e+00,-1.050999483583262978e-01,3.295736256028538591e-01,-3.873784127980508529e+00
8.801760352070414628e-01,-1.424429233122469718e+00,-3.832488492531718194e+00,-1.037690556671837377e-01,3.354371400714735718e-01,-3.832488492531718194e+00
8.841768353670733660e-01,-1.439679072829681772e+00,-3.790849977925534464e+00,-1.024183153469026830e-01,3.395006788167388434e-01,-3.790849977925534464e+00
8.881776355271053802e-01,-1.454761654149276273e+00,-3.748877502972281395e+00,-1.010548630216169252e-01,3.417976371596682661e-01,-3.748877502972281395e+00
8.921784356871373944e-01,-1.469675658846201882e+00,-3.706580036776674802e+00,-9.968569067515752058e-02,3.423676279622032137e-01,-3.706580036776674802e+00
8.961792358471694087e-01,-1.484419804750616301e+00,-3.663966582041288333e+00,-9.831761679062074599e-02,3.412561966569025995e-01,-3.663966582041288333e+00
9.001800360072014229e-01,-1.498992845648205563e+00,-3.621046158101640433e+00,-9.695726932581431867e-02,3.385145083754826922e-01,-3.621046158101640433e+00
9.041808361672334371e-01,-1.513393571498531820e+00,-3.577827783561507324e+00,-9.561105815401547969e-02,3.341990085375544650e-01,-3.577827783561507324e+00
9.081816363272654513e-01,-1.527620808245716555e+00,-3.534320460468411529e+00,-9.428515959190431062e-02,3.283710994572369701e-01,-3.534320460468411529e+00
9.121824364872974655e-01,-1.541673417845077054e+00,-3.490533157324060998e+00,-9.298549307153201882e-02,3.210967665802821891e-01,-3.490533157324060998e+00
9.161832366473294798e-01,-1.555550297991350917e+00,-3.446474794182861068e+00,-9.171770707437790215e-02,3.124462392885652973e-01,-3.446474794182861068e+00
9.201840368073614940e-01,-1.569250381987921328e+00,-3.402154226800261139e+00,-9.048715985587421629e-02,3.024936004990541050e-01,-3.402154226800261139e+00
9.241848369673935082e-01,-1.582772638375818497e+00,-3.357580232736150805e+00,-8.929890734314872847e-02,2.913164320115685935e-01,-3.357580232736150805e+00
9.281856371274255224e-01,-1.596116070668735842e+00,-3.312761497078865691e+00,-8.815768781146400557e-02,2.789954200881670787e-01,-3.312761497078865691e+00
9.321864372874575366e-01,-1.609279716891457213e+00,-3.267706599657859812e+00,-8.706791176084055506e-02,2.656139851707357002e-01,-3.267706599657859812e+00
9.361872374474895508e-01,-1.622262649186201555e+00,-3.222424002706250512e+00,-8.603365079889900568e-02,2.512578969712995769e-01,-3.222424002706250512e+00
9.401880376075214540e-01,-1.635063973282519623e+00,-3.176922039246957929e+00,-8.505862935657562685e-02,2.360148875298750948e-01,-3.176922039246957929e+00
9.441888377675534683e-01,-1.647682827976981512e+00,-3.131208902833817476e+00,-8.414621775089614619e-02,2.199742835214242298e-01,-3.131208902833817476e+00
9.481896379275854825e-01,-1.660118384555989479e+00,-3.085292637393479254e+00,-8.329942606515594594e-02,2.032266123137425051e-01,-3.085292637393479254e+00
9.521904380876174967e-01,-1.672369846162910179e+00,-3.039181128799214537e+00,-8.252090072898474182e-02,1.858632444425858399e-01,-3.039181128799214537e+00
9.561912382476495109e-01,-1.684436447174009199e+00,-2.992882096623632915e+00,-8.181292132840689568e-02,1.679760142705414849e-01,-2.992882096623632915e+00
9.601920384076815251e-01,-1.696317452496026057e+00,-2.946403087153369071e+00,-8.117739980213280193e-02,1.496568592134303599e-01,-2.946403087153369071e+00
9.641928385677135394e-01,-1.708012156873262244e+00,-2.899751467280501149e+00,-8.061588067595498730e-02,1.309974695213702300e-01,-2.899751467280501149e+00
9.681936387277455536e-01,-1.719519884157638456e+00,-2.852934418952954410e+00,-8.012954264563201812e-02,1.120889308943854579e-01,-2.852934418952954410e+00
9.721944388877775678e-01,-1.730839986551946375e+00,-2.805958934836243035e+00,-7.971920183726723119e-02,9.302139226144399975e-02,-2.805958934836243035e+00
9.761952390478095820e-01,-1.741971843854526636e+00,-2.758831814543873939e+00,-7.938531609304612380e-02,7.388373511889563539e-02,-2.758831814543873939e+00
9.801960392078415962e-01,-1.752914862675511998e+00,-2.711559661646127939e+00,-7.912799073640530700e-02,5.476325058582525579e-02,-2.711559661646127939e+00
9.841968393678736104e-01,-1.763668475647006462e+00,-2.664148881568977334e+00,-7.894698556680117274e-02,3.574533576468870433e-02,-2.664148881568977334e+00
9.881976395279056247e-01,-1.774232140630249477e+00,-2.616605680083134544e+00,-7.884172299228824066e-02,1.691319779808960616e-02,-2.616605680083134544e+00
9.921984396879376389e-01,-1.784605339914270283e+00,-2.568936062466352865e+00,-7.881129737903920518e-02,-1.652429683193838272e-03,-2.568936062466352865e+00
9.961992398479695421e-01,-1.794787579411404543e+00,-2.521145833344758724e+00,-7.885448550765430942e-02,-1.987355424279071969e-02,-2.521145833344758724e+00
1.000200040008001556e+00,-1.804778387856716959e+00,-2.473240597100648586e+00,-7.896975802542205436e-02,-3.767517768059165661e-02,-2.473240597100648586e+00
1.004200840168033571e+00,-1.814577316008393781e+00,-2.425225758817533439e+00,-7.915529191688920607e-02,-5.498553469247642600e-02,-2.425225758817533439e+00
1.008201640328065585e+00,-1.824183935852336402e+00,-2.377106525748561516e+00,-7.940898389667901125e-02,-7.173631495646848322e-02,-2.377106525748561516e+00
1.012202440488097599e+00,-1.833597839815906072e+00,-2.328887909243663401e+00,-7.972846461194192658e-02,-8.786286801944297176e-02,-2.328887909243663401e+00
1.016203240648129613e+00,-1.842818639988264451e+00,-2.280574727080384001e+00,-8.011111370471978022e-02,-1.033043924918689016e-01,-2.280574727080384001e+00
1.020204040808161627e+00,-1.851845967348263899e+00,-2.232171606225485938e+00,-8.055407562148644840e-02,-1.180041066612138312e-01,-2.232171606225485938e+00
1.024204840968193642e+00,-1.860679471012400166e+00,-2.183682985954761513e+00,-8.105427579638477265e-02,-1.319093979870166189e-01,-2.183682985954761513e+00
1.028205641128225656e+00,-1.869318817488418771e+00,-2.135113121161205552e+00,-8.160843782525278867e-02,-1.449719609135454723e-01,-2.135113121161205552e+00
1.032206441288257670e+00,-1.877763689938744429e+00,-2.086466086165913669e+00,-8.221310094765517384e-02,-1.571479095045572594e-01,-2.086466086165913669e+00
1.036207241448289684e+00,-1.886013787482365922e+00,-2.037745778555365650e+00,-8.286463748258182660e-02,-1.683978718441290212e-01,-2.037745778555365650e+00
1.040208041608321698e+00,-1.894068824470985568e+00,-1.988955923356122923e+00,-8.355927197157712871e-02,-1.786870729249347145e-01,-1.988955923356122923e+00
1.044208841768353713e+00,-1.901928529837169535e+00,-1.940100077450134908e+00,-8.429309836289461400e-02,-1.879853833714188460e-01,-1.940100077450134908e+00
1.048209641928385727e+00,-1.909592646397497040e+00,-1.891181633927099703e+00,-8.506210035360875499e-02,-1.962673695574557731e-01,-1.891181633927099703e+00
1.052210442088417741e+00,-1.917060930244211647e+00,-1.842203826948236811e+00,-8.586216818559841424e-02,-2.035123015345552122e-01,-1.842203826948236811e+00
1.056211242248449755e+00,-1.924333150072758736e+00,-1.793169736276311710e+00,-8.668911999666227552e-02,-2.097041673392339156e-01,-1.793169736276311710e+00
1.060212042408481770e+00,-1.931409086634605199e+00,-1.744082292350625174e+00,-8.753871745582590680e-02,-2.148316442521107095e-01,-1.744082292350625174e+00
1.064212842568513784e+00,-1.938288532068561887e+00,-1.694944281156231192e+00,-8.840668848900554155e-02,-2.188880741680284403e-01,-1.694944281156231192e+00
1.068213642728545798e+00,-1.944971289433581552e+00,-1.645758349073473292e+00,-8.928874120952633164e-02,-2.218714079157196317e-01,-1.645758349073473292e+00
1.072214442888577812e+00,-1.951457172055944156e+00,-1.596527008435751460e+00,-9.018058657649256904e-02,-2.237841326213695914e-01,-1.596527008435751460e+00
1.076215243048609826e+00,-1.957746003077948327e+00,-1.547252641911872617e+00,-9.107795383377997878e-02,-2.246331977994209805e-01,-1.547252641911872617e+00
1.080216043208641841e+00,-1.963837614931449815e+00,-1.497937508326046885e+00,-9.197660792004141994e-02,-2.244299046740740045e-01,-1.497937508326046885e+00
1.084216843368673633e+00,-1.969731848816562270e+00,-1.448583747372312658e+00,-9.287236926535963333e-02,-2.231897953217210073e-01,-1.448583747372312658e+00
1.088217643528705647e+00,-1.975428554301113415e+00,-1.399193384896171288e+00,-9.376112680084361384e-02,-2.209325282792217737e-01,-1.399193384896171288e+00
1.092218443688737661e+00,-1.980927588803998551e+00,-1.349768338160252101e+00,-9.463885782965114624e-02,-2.176817248701233554e-01,-1.349768338160252101e+00
1.096219243848769676e+00,-1.986228817235771604e+00,-1.300310420735825367e+00,-9.550164041397493642e-02,-2.134648297232079328e-01,-1.300310420735825367e+00
1.100220044008801690e+00,-1.991332111538979488e+00,-1.250821347933714689e+00,-9.634567095366881884e-02,-2.083129276778778183e-01,-1.250821347933714689e+00
1.104220844168833704e+00,-1.996237350351798945e+00,-1.201302741611796066e+00,-9.716727622133392028e-02,-2.022605831604862570e-01,-1.201302741611796066e+00
1.108221644328865718e+00,-2.000944418604794439e+00,-1.151756135539877102e+00,-9.796292875759318730e-02,-1.953456365505219228e-01,-1.151756135539877102e+00
1.112222444488897732e+00,-2.005453207211775002e+00,-1.102182980206256380e+00,-9.872925803196296035e-02,-1.876090227001301902e-01,-1.102182980206256380e+00
1.116223244648929747e+00,-2.009763612720254944e+00,-1.052584648037043991e+00,-9.946306366590093595e-02,-1.790945529338008047e-01,-1.052584648037043991e+00
1.120224044808961761e+00,-2.013875537027745466e+00,-1.002962438245654342e+00,-1.001613256178659067e-01,-1.698487121507567255e-01,-1.002962438245654342e+00
1.124224844968993775e+00,-2.017788887089051020e+00,-9.533175818150154690e-01,-1.008212149476360869e-01,-1.599204352297060039e-01,-9.533175818150154690e-01
1.128225645129025789e+00,-2.021503574653760182e+00,-9.036512464566162084e-01,-1.014401030637106516e-01,-1.493608803798072426e-01,-9.036512464566162084e-01
1.132226445289057803e+00,-2.025019516029363587e+00,-8.539645413128267304e-01,-1.020155699467510252e-01,-1.382232062555177887e-01,-8.539645413128267304e-01
1.136227245449089818e+00,-2.028336631846119786e+00,-8.042585219500327787e-01,-1.025454120792417129e-01,-1.265623274596480441e-01,-8.042585219500327787e-01
1.140228045609121832e+00,-2.031454846862529973e+00,-7.545341949298406403e-01,-1.030276485877985176e-01,-1.144346871590138093e-01,-7.545341949298406403e-01
1.144228845769153846e+00,-2.034374089772271521e+00,-7.047925225985803843e-01,-1.034605271534234233e-01,-1.018980113003392363e-01,-7.047925225985803843e-01
1.148229645929185860e+00,-2.037094293037549075e+00,-6.550344277404238635e-01,-1.038425285875284182e-01,-8.901106648835144242e-02,-6.550344277404238635e-01
1.152230446089217875e+00,-2.039615392742928357e+00,-6.052607980643931462e-01,-1.041723704320227928e-01,-7.583342243239064862e-02,-6.052607980643931462e-01
1.156231246249249889e+00,-2.041937328460544876e+00,-5.554724908129562433e-01,-1.044490098051430726e-01,-6.242520431895791366e-02,-5.554724908129562433e-01
1.160232046409281903e+00,-2.044060043138737903e+00,-5.056703371903232824e-01,-1.046716450701317414e-01,-4.884685266525795599e-02,-5.056703371903232824e-01
1.164232846569313917e+00,-2.045983483007216552e+00,-4.558551467181480299e-01,-1.048397166193641428e-01,-3.515888505606127451e-02,-4.558551467181480299e-01
