t,S,I,R,dI_dt,dI_dt_noisy
3.820764152830566474e+00,4.598482434256701556e-01,1.224551738235916121e-01,1.397530144676637776e-01,-3.133170652178522697e-02,-2.887916532115279364e-02
3.840768153630726545e+00,4.585845584849939649e-01,1.218289955019104254e-01,1.400686193986868389e-01,-3.127251264004187598e-02,-2.934820331278538072e-02
3.860772154430886172e+00,4.573373270781476707e-01,1.212040673361622217e-01,1.403797433929998006e-01,-3.120675035522501098e-02,-3.662932123009455393e-02
3.880776155231046243e+00,4.561063868640466423e-01,1.205805181898321199e-01,1.406864088243604261e-01,-3.113465615260564354e-02,-3.105125098055101784e-02
3.900780156031206314e+00,4.548915757160439388e-01,1.199584724297439592e-01,1.409886386287430016e-01,-3.105646214394107082e-02,-3.429139714298844871e-02
3.920784156831366385e+00,4.536927317219301425e-01,1.193380499260602301e-01,1.412864563043384203e-01,-3.097239598288170290e-02,-2.875311998438465771e-02
3.940788157631526456e+00,4.525096931839332481e-01,1.187193660522820882e-01,1.415798859115541264e-01,-3.088268078643404899e-02,-3.054646904817840194e-02
3.960792158431686527e+00,4.513422986187188846e-01,1.181025316852493123e-01,1.418689520730141707e-01,-3.078753506234276072e-02,-2.969072415796876474e-02
3.980796159231846598e+00,4.501903867573900375e-01,1.174876532051404021e-01,1.421536799735591827e-01,-3.068717264225505337e-02,-3.281742209986165254e-02
4.000800160032006225e+00,4.490537967733022051e-01,1.168748328907812800e-01,1.424340952611706790e-01,-3.058180285032799373e-02,-2.692494237433699228e-02
4.020804160832166296e+00,4.479323682423779207e-01,1.162641688737077184e-01,1.427102240690292234e-01,-3.047163042608077091e-02,-2.643148369177988205e-02
4.040808161632326367e+00,4.468259410661659659e-01,1.156557549299947890e-01,1.429820930514027755e-01,-3.035685534008091685e-02,-3.248639742533333818e-02
4.060812162432486438e+00,4.457343558627161473e-01,1.150496811168974232e-01,1.432497292123533494e-01,-3.023767311287118079e-02,-2.949204286913854889e-02
4.080816163232646510e+00,4.446574539685802518e-01,1.144460337762247815e-01,1.435131599048607709e-01,-3.011427477874660183e-02,-3.146087963552697542e-02
4.100820164032806581e+00,4.435950774388124351e-01,1.138448955343402264e-01,1.437724128308228433e-01,-2.998684685198035882e-02,-3.003398672570182365e-02
4.120824164832966652e+00,4.425470690469688329e-01,1.132463453021613775e-01,1.440275160410553201e-01,-2.985557129732333004e-02,-3.238684525577245621e-02
4.140828165633126723e+00,4.415132722851080049e-01,1.126504582751600148e-01,1.442784979352917940e-01,-2.972062550465948833e-02,-2.598633447549825171e-02
4.160832166433286794e+00,4.404935313742232017e-01,1.120573059616107175e-01,1.445253872562163866e-01,-2.958218228601116814e-02,-3.152054130817650429e-02
4.180836167233446865e+00,4.394876914887640429e-01,1.114669568260259896e-01,1.447682129595226630e-01,-2.944041027908924496e-02,-3.003257790908423278e-02
4.200840168033606936e+00,4.384955985034584836e-01,1.108794756168216961e-01,1.450070043607689652e-01,-2.929547349887856589e-02,-2.829250763665751983e-02
4.220844168833767007e+00,4.375170992100807510e-01,1.102949238241734270e-01,1.452417910202436768e-01,-2.914753160971419663e-02,-3.044265296654645458e-02
4.240848169633927078e+00,4.365520414400160809e-01,1.097133599937366866e-01,1.454726026739378841e-01,-2.899674011956964240e-02,-2.947536497903424646e-02
4.260852170434087149e+00,4.356002740642604953e-01,1.091348397266469483e-01,1.456994692335450703e-01,-2.884325037598598276e-02,-2.997053006883991164e-02
4.280856171234247221e+00,4.346616469934209137e-01,1.085594156795196968e-01,1.459224207864613654e-01,-2.868720956488810675e-02,-2.895413107456069543e-02
4.300860172034407292e+00,4.337360111777152638e-01,1.079871375644502890e-01,1.461414875957854631e-01,-2.852876071219427601e-02,-3.086984598239488065e-02
4.320864172834567363e+00,4.328232186069722043e-01,1.074180521490141205e-01,1.463567001003185375e-01,-2.836804268812819635e-02,-2.924401883933279780e-02
4.340868173634727434e+00,4.319231223170963418e-01,1.068522032875474786e-01,1.465680889089913119e-01,-2.820519023582420889e-02,-2.861897608524869782e-02
4.360872174434887505e+00,4.310355765115778670e-01,1.062896325660271091e-01,1.467756846910873159e-01,-2.804033443061316674e-02,-2.870778643822143733e-02
4.380876175235047576e+00,4.301604364117693757e-01,1.057303786014573838e-01,1.469795183050341680e-01,-2.787360220595256829e-02,-2.776022229616497902e-02
4.400880176035207647e+00,4.292975583879345969e-01,1.051744774805844496e-01,1.471796207049895222e-01,-2.770511665904339116e-02,-2.829132109775683510e-02
4.420884176835367718e+00,4.284468000260585607e-01,1.046219630562846281e-01,1.473760228858236598e-01,-2.753499726853520652e-02,-2.602857445165644365e-02
4.440888177635526901e+00,4.276080201278478210e-01,1.040728669475644158e-01,1.475687558831194346e-01,-2.736335990997827011e-02,-2.800975176154993015e-02
4.460892178435686972e+00,4.267810787107302328e-01,1.035272185395603589e-01,1.477578507731723834e-01,-2.719031687301492334e-02,-2.746361606560668994e-02
4.480896179235847043e+00,4.259658370078551193e-01,1.029850449835392340e-01,1.479433386729906152e-01,-2.701597688024152955e-02,-2.834553955223323429e-02
4.500900180036007114e+00,4.251621574680933269e-01,1.024463711968979646e-01,1.481252507402948115e-01,-2.684044510767354119e-02,-2.789347478790401430e-02
4.520904180836167185e+00,4.243699037560369480e-01,1.019112198631636074e-01,1.483036181735183368e-01,-2.666382320674655360e-02,-2.919280878838597867e-02
4.540908181636327257e+00,4.235889407743632096e-01,1.013796118071552260e-01,1.484784721566089205e-01,-2.648620959983855050e-02,-2.544863975808262305e-02
4.560912182436487328e+00,4.228191346505237869e-01,1.008515659994581454e-01,1.486498438651147336e-01,-2.630769950968914542e-02,-2.859273554499413075e-02
4.580916183236647399e+00,4.220603527379357955e-01,1.003270991741213591e-01,1.488177645141301741e-01,-2.612838470023049961e-02,-2.762009749660715094e-02
4.600920184036807470e+00,4.213124636704829173e-01,9.980622644626536977e-02,1.489822652602133257e-01,-2.594835394472711637e-02,-2.522986464070470572e-02
4.620924184836967541e+00,4.205753373629350089e-01,9.928896131785761026e-02,1.491433772005043845e-01,-2.576769305454105347e-02,-2.496254632265198711e-02
4.640928185637127612e+00,4.198488450109480463e-01,9.877531567771240251e-02,1.493011313727254652e-01,-2.558648490465073588e-02,-2.638671440666087720e-02
4.660932186437287683e+00,4.191328590910638474e-01,9.826529980149101284e-02,1.494555587551808229e-01,-2.540480946005059526e-02,-2.944334108102819939e-02
4.680936187237447754e+00,4.184272533607104605e-01,9.775892235170161038e-02,1.496066902667566589e-01,-2.522274380298605151e-02,-2.438171722839490088e-02
4.700940188037607825e+00,4.177319028582019422e-01,9.725619037769928088e-02,1.497545567669212874e-01,-2.504036216097810935e-02,-2.452123524319399159e-02
4.720944188837767896e+00,4.170466839025616657e-01,9.675710931837491757e-02,1.498991890553890427e-01,-2.485773593759857056e-02,-2.768249836854212026e-02
4.740948189637927968e+00,4.163714740567087680e-01,9.626168350195268841e-02,1.500406178115768763e-01,-2.467493411492424280e-02,-2.313428994933525162e-02
4.760952190438088039e+00,4.157061521508164104e-01,9.576991574217506853e-02,1.501788736478418818e-01,-2.449202298035677711e-02,-2.589422258122362971e-02
4.780956191238248110e+00,4.150505983014501354e-01,9.528180736333942413e-02,1.503139870984275261e-01,-2.430906616962767025e-02,-2.656144240193427167e-02
4.800960192038408181e+00,4.144046938898570676e-01,9.479735859350224558e-02,1.504459885686163789e-01,-2.412612498666277805e-02,-2.393466356473426468e-02
4.820964192838568252e+00,4.137683215619655797e-01,9.431656856447920290e-02,1.505749083347301953e-01,-2.394325843097640932e-02,-2.430019929377483928e-02
4.840968193638728323e+00,4.131413652283854598e-01,9.383943531184511799e-02,1.507007765441299163e-01,-2.376052322543139445e-02,-2.335527522344909776e-02
4.860972194438888394e+00,4.125237100644079669e-01,9.336595577493396469e-02,1.508236232152156131e-01,-2.357797384433688373e-02,-2.678946996098575950e-02
4.880976195239048465e+00,4.119152425100056081e-01,9.289612579683889648e-02,1.509434782374264594e-01,-2.339566254185507232e-02,-1.977120230931032549e-02
4.900980196039207648e+00,4.113158502698324170e-01,9.242994012441220486e-02,1.510603713712408980e-01,-2.321363938068866581e-02,-2.441895660977612056e-02
4.920984196839367719e+00,4.107254223132237314e-01,9.196739240826531936e-02,1.511743322481764740e-01,-2.303195226102210461e-02,-2.611127087801492705e-02
4.940988197639527790e+00,4.101438488287976192e-01,9.150847541438897337e-02,1.512853903507187237e-01,-2.285064711127973019e-02,-2.161296273414543140e-02
4.960992198439687861e+00,4.095710211803861300e-01,9.105318122644442957e-02,1.513935749946279385e-01,-2.266976806954515075e-02,-2.337937632974750393e-02
4.980996199239847932e+00,4.090068320388486889e-01,9.060150067696756682e-02,1.514989153798745325e-01,-2.248935707446189647e-02,-2.183964010291608929e-02
5.001000200040008004e+00,4.084511752724861999e-01,9.015342388776152738e-02,1.516014405362716977e-01,-2.230945430431996793e-02,-2.298867116557004597e-02
5.021004200840168075e+00,4.079039459416817226e-01,8.970894029534406955e-02,1.517011793210036874e-01,-2.213009822214879671e-02,-2.224957894310863535e-02
5.041008201640328146e+00,4.073650402989005825e-01,8.926803865094758150e-02,1.517981604186257605e-01,-2.195132560139344963e-02,-2.145977991391618059e-02
5.061012202440488217e+00,4.068343557886903161e-01,8.883070702051910905e-02,1.518924123410642368e-01,-2.177317155161602805e-02,-2.326647731958182350e-02
5.081016203240648288e+00,4.063117910476806705e-01,8.839693278472034177e-02,1.519839634276165252e-01,-2.159566954420641741e-02,-2.023819035248730289e-02
5.101020204040808359e+00,4.057972459045836588e-01,8.796670263892761299e-02,1.520728418449509567e-01,-2.141885143808711089e-02,-2.235865163624619831e-02
5.121024204840968430e+00,4.052906213801935609e-01,8.754000259323185817e-02,1.521590755871070344e-01,-2.124274750539653298e-02,-2.298212179373747624e-02
5.141028205641128501e+00,4.047918196873867558e-01,8.711681797243872594e-02,1.522426924754951838e-01,-2.106738645713684965e-02,-2.091332161349184274e-02
5.161032206441288572e+00,4.043007441508879030e-01,8.669713362375978949e-02,1.523237201461138390e-01,-2.089279563091355277e-02,-2.000271307393147041e-02
5.181036207241448643e+00,4.038172991736264650e-01,8.628093401674577501e-02,1.524021860427364483e-01,-2.071900109066026133e-02,-2.117715977389754076e-02
5.201040208041608714e+00,4.033413904186341492e-01,8.586820279020791757e-02,1.524781174426465824e-01,-2.054602729534359129e-02,-2.227106686950271544e-02
5.221044208841768786e+00,4.028729246377751871e-01,8.545892319532281955e-02,1.525515414287257621e-01,-2.037389746892490083e-02,-1.913432633630763463e-02
5.241048209641928857e+00,4.024118096665481592e-01,8.505307810902858201e-02,1.526224848886253427e-01,-2.020263363250576413e-02,-2.372329121675131880e-02
5.261052210442088928e+00,4.019579544240860502e-01,8.465065003402467980e-02,1.526909745147666531e-01,-2.003225662584789263e-02,-2.209398489791895848e-02
5.281056211242248999e+00,4.015112689131563051e-01,8.425162109877210037e-02,1.527570368043409121e-01,-1.986278612875481270e-02,-1.978374034768804260e-02
5.301060212042409070e+00,4.010716642201607729e-01,8.385597305749324659e-02,1.528206980593093400e-01,-1.969424068230787861e-02,-2.241635947891801317e-02
5.321064212842569141e+00,4.006390525151357074e-01,8.346368729017195065e-02,1.528819843864029637e-01,-1.952663770994989695e-02,-1.947064918145155824e-02
5.341068213642729212e+00,4.002133470517517111e-01,8.307474480255354343e-02,1.529409216971228114e-01,-1.935999353840918424e-02,-1.946971977444611132e-02
5.361072214442888395e+00,3.997944621673138466e-01,8.268912622614474350e-02,1.529975357077398568e-01,-1.919432341845767401e-02,-1.739684384074133630e-02
5.381076215243048466e+00,3.993823132789873220e-01,8.230681182429540332e-02,1.530518519392041199e-01,-1.902964155039934754e-02,-2.085922225402592894e-02
5.401080216043208537e+00,3.989768166844055441e-01,8.192778181847835961e-02,1.531038957114309040e-01,-1.886596136586785738e-02,-2.011777441315114323e-02
5.421084216843368608e+00,3.985778897961998468e-01,8.155201602664693961e-02,1.531536921459250578e-01,-1.870329525188899403e-02,-1.803693188248699231e-02
5.441088217643528679e+00,3.981854511059956803e-01,8.117949391821024929e-02,1.532012661654241215e-01,-1.854165461566718506e-02,-2.345678179607879957e-02
5.461092218443688751e+00,3.977994200612331444e-01,8.081019481079557143e-02,1.532466424912451441e-01,-1.838105006090638704e-02,-1.218096546307721739e-02
5.481096219243848822e+00,3.974197170651669331e-01,8.044409787024835168e-02,1.532898456432846279e-01,-1.822149140457606301e-02,-1.961879286549960202e-02
5.501100220044008893e+00,3.970462634768666121e-01,8.008118211063219860e-02,1.533308999400185557e-01,-1.806298769348198621e-02,-1.952265779893310252e-02
5.521104220844168964e+00,3.966789816112162304e-01,7.972142639422888366e-02,1.533698294985024468e-01,-1.790554722063993423e-02,-1.618329219883250791e-02
5.541108221644329035e+00,3.963177947389147082e-01,7.936480943153831347e-02,1.534066582343712459e-01,-1.774917754144987592e-02,-1.782884122432124366e-02
5.561112222444489106e+00,3.959626270864754494e-01,7.901130978127858528e-02,1.534414098618394062e-01,-1.759388548966925314e-02,-2.115274272707643594e-02
5.581116223244649177e+00,3.956134038362267846e-01,7.866090585038595928e-02,1.534741078937009173e-01,-1.743967719318273435e-02,-1.618582243299750839e-02
5.601120224044809248e+00,3.952700511263115279e-01,7.831357589401485852e-02,1.535047756413291664e-01,-1.728655808956747891e-02,-1.557580242156906235e-02
5.621124224844969319e+00,3.949324960506872539e-01,7.796929801553785511e-02,1.535334362146771325e-01,-1.713453294145196593e-02,-1.803442548840384838e-02
5.641128225645129390e+00,3.946006665605554797e-01,7.762805026931185459e-02,1.535601125277643308e-01,-1.698360593811778715e-02,-1.754680665470183601e-02
5.661132226445289461e+00,3.942744913714650856e-01,7.728981076792464100e-02,1.535848273010168019e-01,-1.683378079680522554e-02,-1.586181160228644291e-02
5.681136227245449533e+00,3.939539003026171771e-01,7.695455733346061311e-02,1.536076030413821847e-01,-1.668506048212657286e-02,-1.850262098195547267e-02
5.701140228045609604e+00,3.936388240100741620e-01,7.662226776853073296e-02,1.536284620593455497e-01,-1.653744744969131916e-02,-1.566067032127750266e-02
5.721144228845769675e+00,3.933291939713818297e-01,7.629291987207961756e-02,1.536474264698507730e-01,-1.639094367167862748e-02,-1.599234665078963155e-02
5.741148229645929746e+00,3.930249424855692397e-01,7.596649143938559445e-02,1.536645181923005365e-01,-1.624555064882697922e-02,-1.759541588037881465e-02
5.761152230446089817e+00,3.927260026731491105e-01,7.564296026206074330e-02,1.536797589505562445e-01,-1.610126942223009255e-02,-1.888547316985378019e-02
5.781156231246249888e+00,3.924323084761174307e-01,7.532230412805079878e-02,1.536931702729381066e-01,-1.595810058493965511e-02,-1.640931224646182893e-02
5.801160232046409959e+00,3.921437946579536260e-01,7.500450082163520604e-02,1.537047734922250553e-01,-1.581604429337545373e-02,-1.756688880989579205e-02
5.821164232846569142e+00,3.918603968036205032e-01,7.468952812342714853e-02,1.537145897456548838e-01,-1.567510027854333854e-02,-1.367227982718301031e-02
5.841168233646729213e+00,3.915820513195643615e-01,7.437736381037346467e-02,1.537226399749240524e-01,-1.553526785706217141e-02,-1.524709712006232579e-02
5.861172234446889284e+00,3.913086954337148260e-01,7.406798565575471727e-02,1.537289449261879104e-01,-1.539654594200007276e-02,-1.383237689688027877e-02
5.881176235247049355e+00,3.910402671954850695e-01,7.376137142918519352e-02,1.537335251500604738e-01,-1.525893305352128693e-02,-1.498968918283237126e-02
5.901180236047209426e+00,3.907767054384895244e-01,7.345749892048716867e-02,1.537364010059154296e-01,-1.512242735128484228e-02,-1.459662511711478164e-02
5.921184236847369498e+00,3.905179495351353558e-01,7.315634610053911580e-02,1.537375926883262078e-01,-1.498702679049306735e-02,-1.655302462495382779e-02
5.941188237647529569e+00,3.902639398435684415e-01,7.285789084056094878e-02,1.537371201734648030e-01,-1.485272887118366941e-02,-1.351663401803938035e-02
