t,I,M,dI_dt
2.910582116423284654e-02,8.681595209048124095e-01,1.079256454831364481e-01,7.315136581333572252e+00
2.920584116823364551e-02,8.688902684533333920e-01,1.083809477099497570e-01,7.296934177853948711e+00
2.930586117223444795e-02,8.696192088082945748e-01,1.088362425460944888e-01,7.278992631759546583e+00
2.940588117623524692e-02,8.703463677081852978e-01,1.092915288438661425e-01,7.261308025886723527e+00
2.950590118023604588e-02,8.710717705083822482e-01,1.097468054725211639e-01,7.243876502737673917e+00
2.960592118423684832e-02,8.717954422249573065e-01,1.102020713163579108e-01,7.226694258038381946e+00
2.970594118823764729e-02,8.725174075346778801e-01,1.106573252747166253e-01,7.209757540655914454e+00
2.980596119223844626e-02,8.732376907750067918e-01,1.111125662619794618e-01,7.193062652516655220e+00
2.990598119623924869e-02,8.739563159441023910e-01,1.115677932075705425e-01,7.176605948525445200e+00
3.000600120024004766e-02,8.746733067008184426e-01,1.120230050559557905e-01,7.160383836485486597e+00
3.010602120424084663e-02,8.753886863647043493e-01,1.124782007666431383e-01,7.144392777018548912e+00
3.020604120824164907e-02,8.761024779160047071e-01,1.129333793141823888e-01,7.128629283486738188e+00
3.030606121224244803e-02,8.768147039956596389e-01,1.133885396881652297e-01,7.113089921914035330e+00
3.040608121624324700e-02,8.775253869053049049e-01,1.138436808932253019e-01,7.097771310909308795e+00
3.050610122024404944e-02,8.782345486072716811e-01,1.142988019490381590e-01,7.082670121589540457e+00
3.060612122424484841e-02,8.789422107245865590e-01,1.147539018903211971e-01,7.067783077503886346e+00
3.070614122824565084e-02,8.796483945409714345e-01,1.152089797668337939e-01,7.053106954558501229e+00
3.080616123224644981e-02,8.803531210048993749e-01,1.156640346431996175e-01,7.038638580355591756e+00
3.090618123624724878e-02,8.810564108861815846e-01,1.161190655921259252e-01,7.024374811503655280e+00
3.100620124024805122e-02,8.817582844430803535e-01,1.165740717091193340e-01,7.010312581694435607e+00
3.110622124424885018e-02,8.824587615347885272e-01,1.170290521073737711e-01,6.996448885318873323e+00
3.120624124824964915e-02,8.831578617595634562e-01,1.174840059116826069e-01,6.982780757428717067e+00
3.130626125225045159e-02,8.838556044547264401e-01,1.179389322584385447e-01,6.969305273678543244e+00
3.140628125625125056e-02,8.845520086966626172e-01,1.183938302956335925e-01,6.956019550267882323e+00
3.150630126025204952e-02,8.852470933008216303e-01,1.188486991828591743e-01,6.942920743884215540e+00
3.160632126425284849e-02,8.859408768217170715e-01,1.193035380913060606e-01,6.930006051646024900e+00
3.170634126825364746e-02,8.866333775529263717e-01,1.197583462037643404e-01,6.917272711046766887e+00
3.180636127225445337e-02,8.873246135270915769e-01,1.202131227146235326e-01,6.904717999898810632e+00
3.190638127625525233e-02,8.880146025159182388e-01,1.206678668298724055e-01,6.892339236278210990e+00
3.200640128025605130e-02,8.887033620301764136e-01,1.211225777670991710e-01,6.880133778469623707e+00
3.210642128425685027e-02,8.893909093197001070e-01,1.215772547554913458e-01,6.868099024911789030e+00
3.220644128825764924e-02,8.900772613733874961e-01,1.220318970358358485e-01,6.856232414143459408e+00
3.230646129225845514e-02,8.907624349192008184e-01,1.224865038605189582e-01,6.844531424749611404e+00
3.240648129625925411e-02,8.914464464241661501e-01,1.229410744935262034e-01,6.832993575308119460e+00
3.250650130026005308e-02,8.921293120943741828e-01,1.233956082104425978e-01,6.821616424336731654e+00
3.260652130426085205e-02,8.928110479733514238e-01,1.238501042941562019e-01,6.810397556082481429e+00
3.270654130826165101e-02,8.934916698159087733e-01,1.243045620405523605e-01,6.799334598671009644e+00
3.280656131226244998e-02,8.941711929643934020e-01,1.247589807638385256e-01,6.788425241837980906e+00
3.290658131626325589e-02,8.948496325613666258e-01,1.252133597871247228e-01,6.777667206240423070e+00
3.300660132026405486e-02,8.955270035512676863e-01,1.256676984423501509e-01,6.767058243176471422e+00
3.310662132426485382e-02,8.962033206804141949e-01,1.261219960702835152e-01,6.756596134544885501e+00
3.320664132826565279e-02,8.968785984970017999e-01,1.265762520205226949e-01,6.746278692805027788e+00
3.330666133226645176e-02,8.975528513511042972e-01,1.270304656514949226e-01,6.736103760936789087e+00
3.340668133626725073e-02,8.982260933946736303e-01,1.274846363304567853e-01,6.726069212401188935e+00
3.350670134026805663e-02,8.988983385815397797e-01,1.279387634334941126e-01,6.716172951100940480e+00
3.360672134426885560e-02,8.995696006674107625e-01,1.283928463455220603e-01,6.706412911341459449e+00
3.370674134826965457e-02,9.002398932098730766e-01,1.288468844602851104e-01,6.696787057791926401e+00
3.380676135227045354e-02,9.009092295683910345e-01,1.293008771803570711e-01,6.687293385446757554e+00
3.390678135627125250e-02,9.015776229043070966e-01,1.297548239171409934e-01,6.677929919587377583e+00
3.400680136027205147e-02,9.022450861808419820e-01,1.302087240908693655e-01,6.668694715743956891e+00
3.410682136427285738e-02,9.029116321630944464e-01,1.306625771306038630e-01,6.659585859657699558e+00
3.420684136827365635e-02,9.035772734180413934e-01,1.311163824742354878e-01,6.650601467243077991e+00
3.430686137227445531e-02,9.042420223145377634e-01,1.315701395684845953e-01,6.641739684550422851e+00
3.440688137627525428e-02,9.049058910712964865e-01,1.320238478667929427e-01,6.632998680849535589e+00
3.450690138027605325e-02,9.055688917733524246e-01,1.324775068287124269e-01,6.624376646260241586e+00
3.460692138427685222e-02,9.062310361240019096e-01,1.329311159308120271e-01,6.615871827278638762e+00
3.470694138827765812e-02,9.068923356614140285e-01,1.333846746570297170e-01,6.607482495650458532e+00
3.480696139227845709e-02,9.075528017754610488e-01,1.338381824979276158e-01,6.599206945928042245e+00
3.490698139627925606e-02,9.082124457077181967e-01,1.342916389506922936e-01,6.591043495442363565e+00
3.500700140028005503e-02,9.088712785514633241e-01,1.347450435191346052e-01,6.582990484274837684e+00
3.510702140428085399e-02,9.095293112516774636e-01,1.351983957136896897e-01,6.575046275229627923e+00
3.520704140828165296e-02,9.101865546050448286e-01,1.356516950514169706e-01,6.567209253805881275e+00
3.530706141228245887e-02,9.108430192599521469e-01,1.361049410560002948e-01,6.559477828170336977e+00
3.540708141628325784e-02,9.114987157164893272e-01,1.365581332577476270e-01,6.551850429129721931e+00
3.550710142028405680e-02,9.121536543264490149e-01,1.370112711935913830e-01,6.544325510103750076e+00
3.560712142428485577e-02,9.128078452933272580e-01,1.374643544070882628e-01,6.536901547097802023e+00
3.570714142828565474e-02,9.134612986723226191e-01,1.379173824484192512e-01,6.529577038675995482e+00
3.580716143228646065e-02,9.141140243703367307e-01,1.383703548743897005e-01,6.522350505934593201e+00
3.590718143628725961e-02,9.147660321459741839e-01,1.388232712484291365e-01,6.515220492474966818e+00
3.600720144028805858e-02,9.154173316095425283e-01,1.392761311405915359e-01,6.508185564377253485e+00
3.610722144428885755e-02,9.160679322230523836e-01,1.397289341275550767e-01,6.501244310173710517e+00
3.620724144828965652e-02,9.167178433002171056e-01,1.401816797926223601e-01,6.494395340822638474e+00
3.630726145229045548e-02,9.173670740168762272e-01,1.406343677252596125e-01,6.487637288193397467e+00
3.640728145629126139e-02,9.180156335108640153e-01,1.410869975167403090e-01,6.480968790792100975e+00
3.650730146029206036e-02,9.186635306199497641e-01,1.415395687717879991e-01,6.474388531174817274e+00
3.660732146429285933e-02,9.193107740129364824e-01,1.419920811026713914e-01,6.467895217166681476e+00
3.670734146829365829e-02,9.199573722493884498e-01,1.424445341265493381e-01,6.461487573307600485e+00
3.680736147229445726e-02,9.206033337796314386e-01,1.428969274654708910e-01,6.455164340832535430e+00
3.690738147629525623e-02,9.212486669447531584e-01,1.433492607463753010e-01,6.448924277652263726e+00
3.700740148029606214e-02,9.218933799766027004e-01,1.438015336010920742e-01,6.442766158334052307e+00
3.710742148429686110e-02,9.225374809977905377e-01,1.442537456663408046e-01,6.436688774082472975e+00
3.720744148829766007e-02,9.231809780216889694e-01,1.447058965837313971e-01,6.430690932720111164e+00
3.730746149229845904e-02,9.238238789524318983e-01,1.451579859997639277e-01,6.424771458668683266e+00
3.740748149629925801e-02,9.244661915849146094e-01,1.456100135658286721e-01,6.418929192929923033e+00
3.750750150030005697e-02,9.251079236047942134e-01,1.460619789382061051e-01,6.413162993066698903e+00
3.760752150430086288e-02,9.257490825884893137e-01,1.465138817780669567e-01,6.407471733184255669e+00
3.770754150830166185e-02,9.263896760031798960e-01,1.469657217514720171e-01,6.401854303911456157e+00
3.780756151230246082e-02,9.270297112068076606e-01,1.474174985293724427e-01,6.396309612381951837e+00
3.790758151630325978e-02,9.276691954480761337e-01,1.478692117876095335e-01,6.390836582215584372e+00
3.800760152030405875e-02,9.283081358664500016e-01,1.483208612069147336e-01,6.385434153500018084e+00
3.810762152430485772e-02,9.289465394921557762e-01,1.487724464729097695e-01,6.380101282772088211e+00
3.820764152830566363e-02,9.295844132461816844e-01,1.492239672761065949e-01,6.374836942999380085e+00
3.830766153230646259e-02,9.302217639402771132e-01,1.496754233119072519e-01,6.369640123561879363e+00
3.840768153630726156e-02,9.308585983248510720e-01,1.501268142784885906e-01,6.364509823424810975e+00
3.850770154030806053e-02,9.314949230674928193e-01,1.505781398778386349e-01,6.359445054196086744e+00
3.860772154430885950e-02,9.321307445945027359e-01,1.510293998227427437e-01,6.354444862627364188e+00
3.870774154830966540e-02,9.327660692468766612e-01,1.514805938298102728e-01,6.349508308400988454e+00
3.880776155231046437e-02,9.334009032865842048e-01,1.519317216191955200e-01,6.344634463223535192e+00
3.890778155631126334e-02,9.340352528965685242e-01,1.523827829145976975e-01,6.339822410812434583e+00
3.900780156031206231e-02,9.346691241807461026e-01,1.528337774432609042e-01,6.335071246882986173e+00
3.910782156431286127e-02,9.353025231640073045e-01,1.532847049359741809e-01,6.330380079134823035e+00
3.920784156831366024e-02,9.359354557922159312e-01,1.537355651270715107e-01,6.325748027238820015e+00
3.930786157231446615e-02,9.365679279322093320e-01,1.541863577544317354e-01,6.321174222823895406e+00
3.940788157631526512e-02,9.371999453717982931e-01,1.546370825594785559e-01,6.316657809464096829e+00
3.950790158031606408e-02,9.378315138197672596e-01,1.550877392871807536e-01,6.312197942665278561e+00
3.960792158431686305e-02,9.384626389058744467e-01,1.555383276860518582e-01,6.307793789852080835e+00
3.970794158831766202e-02,9.390933261808513954e-01,1.559888475081504522e-01,6.303444530355193365e+00
3.980796159231846099e-02,9.397235811164030839e-01,1.564392985090798938e-01,6.299149355397997141e+00
3.990798159631926689e-02,9.403534091052083710e-01,1.568896804479885665e-01,6.294907468084041113e+00
4.000800160032006586e-02,9.409828154609195527e-01,1.573399930875696850e-01,6.290718083383808334e+00
4.010802160432086483e-02,9.416118054181622510e-01,1.577902361940614062e-01,6.286580428122050535e+00
4.020804160832166380e-02,9.422403841325359686e-01,1.582404095372468289e-01,6.282493740964909534e+00
4.030806161232246276e-02,9.428685566806136453e-01,1.586905128904539664e-01,6.278457272407109713e+00
4.040808161632326173e-02,9.434963280599417690e-01,1.591405460305556907e-01,6.274470284759168237e+00
4.050810162032406764e-02,9.441237031890403752e-01,1.595905087379698717e-01,6.270532052134694112e+00
4.060812162432486661e-02,9.447506869531095974e-01,1.600404007946361340e-01,6.266641853970540410e+00
4.070814162832566557e-02,9.453772841728731446e-01,1.604902219854709711e-01,6.262798979442152358e+00
4.080816163232646454e-02,9.460034994803708797e-01,1.609399721038481113e-01,6.259002745016708502e+00
4.090818163632726351e-02,9.466293374479339828e-01,1.613896509458231932e-01,6.255252476174728571e+00
4.100820164032806248e-02,9.472548025918821057e-01,1.618392583099692306e-01,6.251547506877752625e+00
4.110822164432886838e-02,9.478798993725239264e-01,1.622887939973765292e-01,6.247887179559086235e+00
4.120824164832966735e-02,9.485046321941564829e-01,1.627382578116526035e-01,6.244270845114865409e+00
4.130826165233046632e-02,9.491290054050659508e-01,1.631876495589223430e-01,6.240697862895085990e+00
4.140828165633126529e-02,9.497530232975269771e-01,1.636369690478279015e-01,6.237167600694615288e+00
4.150830166033206425e-02,9.503766901078031237e-01,1.640862160895287247e-01,6.233679434744221481e+00
4.160832166433287016e-02,9.510000100161466463e-01,1.645353904977015225e-01,6.230232749701585249e+00
4.170834166833366913e-02,9.516229871467983825e-01,1.649844920885403521e-01,6.226826938642577858e+00
4.180836167233446810e-02,9.522456255679879744e-01,1.654335206807564795e-01,6.223461403052024110e+00
4.190838167633526706e-02,9.528679292919339794e-01,1.658824760955785182e-01,6.220135552815211355e+00
4.200840168033606603e-02,9.534899022748434261e-01,1.663313581567524013e-01,6.216848806208670197e+00
4.210842168433686500e-02,9.541115484169123695e-01,1.667801666905412983e-01,6.213600589891541404e+00
4.220844168833767091e-02,9.547328715623255579e-01,1.672289015257257261e-01,6.210390338896640827e+00
4.230846169233846987e-02,9.553538754992559889e-01,1.676775624936033826e-01,6.207217496621666442e+00
4.240848169633926884e-02,9.559745639598661304e-01,1.681261494279893409e-01,6.204081514820458665e+00
4.250850170034006781e-02,9.565949406203065886e-01,1.685746621652159938e-01,6.200981853594065285e+00
4.260852170434086678e-02,9.572150091007172179e-01,1.690231005441329426e-01,6.197917981381966257e+00
4.270854170834166574e-02,9.578347729652261222e-01,1.694714644061071362e-01,6.194889374953600480e+00
4.280856171234247165e-02,9.584542357219506536e-01,1.699197535950228155e-01,6.191895519399146508e+00
4.290858171634327062e-02,9.590734008263553934e-01,1.703679679571319106e-01,6.188935907648218659e+00
4.300860172034406959e-02,9.596922717513514112e-01,1.708161073379602934e-01,6.186010030595898712e+00
4.310862172434486855e-02,9.603108518320055964e-01,1.712641715892616046e-01,6.183117398973294598e+00
4.320864172834566752e-02,9.609291443165904889e-01,1.717121605666838968e-01,6.180257536130593365e+00
4.330866173234646649e-02,9.615471524145950966e-01,1.721600741276212154e-01,6.177429971266032993e+00
4.340868173634727240e-02,9.621648792967253394e-01,1.726079121312138476e-01,6.174634239420004889e+00
4.350870174034807136e-02,9.627823280949033835e-01,1.730556744383481005e-01,6.171869881468907693e+00
4.360872174434887033e-02,9.633995019022687512e-01,1.735033609116563846e-01,6.169136444119143192e+00
4.370874174834966930e-02,9.640164037731773217e-01,1.739509714155172970e-01,6.166433479901023418e+00
4.380876175235046827e-02,9.646330367232016645e-01,1.743985058160554547e-01,6.163760547162908665e+00
4.390878175635126723e-02,9.652494037291310391e-01,1.748459639811416333e-01,6.161117210065025773e+00
4.400880176035207314e-02,9.658655077289717283e-01,1.752933457803927397e-01,6.158503038573606148e+00
4.410882176435287211e-02,9.664813516219463718e-01,1.757406510851716452e-01,6.155917608454721801e+00
4.420884176835367108e-02,9.670969382684945215e-01,1.761878797685874909e-01,6.153360501268494431e+00
4.430886177235447004e-02,9.677122704902721972e-01,1.766350317054954933e-01,6.150831304363091334e+00
4.440888177635526901e-02,9.683273510701524422e-01,1.770821067724968889e-01,6.148329610868543682e+00
4.450890178035606798e-02,9.689421827522248787e-01,1.775291048479391010e-01,6.145855019690955601e+00
