t,V,P_pol,dV_dt,dV_dt_noisy
1.350270054010802301e-01,8.094681803652600038e+00,1.612354797427290709e+00,-1.271913111546358977e+01,-1.274545685746935142e+01
1.356271254250850100e-01,8.087052232040157662e+00,1.615382020665910856e+00,-1.270768975854748106e+01,-1.277091439808846651e+01
1.362272454490898177e-01,8.079429523274244573e+00,1.618389619079301012e+00,-1.269625953074606883e+01,-1.267032028470217142e+01
1.368273654730946254e-01,8.071813670680887398e+00,1.621377722663206233e+00,-1.268484041471593926e+01,-1.274196631559856385e+01
1.374274854970994331e-01,8.064204667596600373e+00,1.624346460351984378e+00,-1.267343239316745596e+01,-1.271072521307687175e+01
1.380276055211042130e-01,8.056602507368399557e+00,1.627295960018606991e+00,-1.266203544886506904e+01,-1.264407321626450909e+01
1.386277255451090207e-01,8.049007183353790396e+00,1.630226348474659082e+00,-1.265064956462758161e+01,-1.263052089633035457e+01
1.392278455691138284e-01,8.041418688920778379e+00,1.633137751470338461e+00,-1.263927472332843394e+01,-1.265928046087868708e+01
1.398279655931186360e-01,8.033837017447863715e+00,1.636030293694456406e+00,-1.262791090789599124e+01,-1.272887419842043144e+01
1.404280856171234160e-01,8.026262162323646976e+00,1.638904098885618943e+00,-1.261655810130701738e+01,-1.259553243694223923e+01
1.410282056411282237e-01,8.018694116942887362e+00,1.641759291045004954e+00,-1.260521628651319759e+01,-1.259223811356859457e+01
1.416283256651330313e-01,8.011132874714704144e+00,1.644595992188372158e+00,-1.259388544657907971e+01,-1.266450450735266919e+01
1.422284456891378390e-01,8.003578429059654553e+00,1.647414323021758609e+00,-1.258256556464044706e+01,-1.254404946050072311e+01
1.428285657131426190e-01,7.996030773408072889e+00,1.650214403394840934e+00,-1.257125662387677423e+01,-1.260631161389844479e+01
1.434286857371474266e-01,7.988489901200069632e+00,1.652996352300937222e+00,-1.255995860751142956e+01,-1.261626801331909498e+01
1.440288057611522343e-01,7.980955805885531440e+00,1.655760287877004355e+00,-1.254867149881189015e+01,-1.254388496326367708e+01
1.446289257851570420e-01,7.973428480924120265e+00,1.658506327403639347e+00,-1.253739528108995671e+01,-1.254631880265991661e+01
1.452290458091618219e-01,7.965907919785276903e+00,1.661234587305079335e+00,-1.252612993770197924e+01,-1.251599873765242243e+01
1.458291658331666296e-01,7.958394115948214775e+00,1.663945183149201146e+00,-1.251487545204905061e+01,-1.259516285496527210e+01
1.464292858571714373e-01,7.950887062901927926e+00,1.666638229647521730e+00,-1.250363180757724280e+01,-1.241302030176362337e+01
1.470294058811762450e-01,7.943386754145182138e+00,1.669313840655197723e+00,-1.249239898777782187e+01,-1.252253191850500791e+01
1.476295259051810249e-01,7.935893183186523814e+00,1.671972129171025223e+00,-1.248117697618746647e+01,-1.255815994161228666e+01
1.482296459291858326e-01,7.928406343544271984e+00,1.674613207337441345e+00,-1.246996575638848803e+01,-1.243902364696013052e+01
1.488297659531906403e-01,7.920926228746523634e+00,1.677237186440522443e+00,-1.245876531200904935e+01,-1.247650551851410761e+01
1.494298859771954480e-01,7.913452832331152820e+00,1.679844176909984332e+00,-1.244757562672339901e+01,-1.243133270243475330e+01
1.500300060012002279e-01,7.905986147845807999e+00,1.682434288319183180e+00,-1.243639668425208100e+01,-1.245337710578333379e+01
1.506301260252050356e-01,7.898526168847914697e+00,1.685007629385115724e+00,-1.242522846836216921e+01,-1.242821548638616491e+01
1.512302460492098433e-01,7.891072888904676397e+00,1.687564307968417054e+00,-1.241407096286749479e+01,-1.240178232068056374e+01
1.518303660732146509e-01,7.883626301593069208e+00,1.690104431073363722e+00,-1.240292415162886464e+01,-1.244025679582800947e+01
1.524304860972194309e-01,7.876186400499848972e+00,1.692628104847871073e+00,-1.239178801855429768e+01,-1.235785103876131963e+01
1.530306061212242386e-01,7.868753179221546823e+00,1.695135434583494805e+00,-1.238066254759925400e+01,-1.240415755255323127e+01
1.536307261452290462e-01,7.861326631364468298e+00,1.697626524715430518e+00,-1.236954772276685688e+01,-1.241303207997538038e+01
1.542308461692338539e-01,7.853906750544697779e+00,1.700101478822513723e+00,-1.235844352810813618e+01,-1.235459190701701182e+01
1.548309661932386616e-01,7.846493530388094939e+00,1.702560399627219612e+00,-1.234734994772225214e+01,-1.232509788379769944e+01
1.554310862172434415e-01,7.839086964530072699e+00,1.705003389052152096e+00,-1.233626696575313808e+01,-1.234772093283407024e+01
1.560312062412482492e-01,7.831687046611276237e+00,1.707430549384308494e+00,-1.232519456631589705e+01,-1.236832055566987520e+01
1.566313262652530569e-01,7.824293770285533078e+00,1.709841981353408702e+00,-1.231413273361975769e+01,-1.228314345530432661e+01
1.572314462892578646e-01,7.816907129218018113e+00,1.712237784458201517e+00,-1.230308145194690894e+01,-1.239109789155304853e+01
1.578315663132626445e-01,7.809527117083015391e+00,1.714618057512039773e+00,-1.229204070561787177e+01,-1.234358391241964803e+01
1.584316863372674522e-01,7.802153727563915453e+00,1.716982898642882338e+00,-1.228101047899164655e+01,-1.227903433446497772e+01
1.590318063612722599e-01,7.794786954353216224e+00,1.719332405293292343e+00,-1.226999075646590853e+01,-1.233804372638116220e+01
1.596319263852770676e-01,7.787426791152523897e+00,1.721666674220438287e+00,-1.225898152247716766e+01,-1.225758180926470864e+01
1.602320464092818475e-01,7.780073231672551159e+00,1.723985801496093151e+00,-1.224798276150094622e+01,-1.225072591740186922e+01
1.608321664332866552e-01,7.772726269633118967e+00,1.726289882506635509e+00,-1.223699445805196007e+01,-1.219205746860905215e+01
1.614322864572914629e-01,7.765385898763156547e+00,1.728579011953048861e+00,-1.222601659668428908e+01,-1.227175611427495383e+01
1.620324064812962706e-01,7.758052112800697842e+00,1.730853283850921187e+00,-1.221504916199155488e+01,-1.224634448817363719e+01
1.626325265053010505e-01,7.750724905492887729e+00,1.733112791530446062e+00,-1.220409213860710551e+01,-1.218743305437205571e+01
1.632326465293058582e-01,7.743404270595975802e+00,1.735357627636421762e+00,-1.219314551120418599e+01,-1.231602369071447711e+01
1.638327665533106658e-01,7.736090201875319927e+00,1.737587884128251492e+00,-1.218220926449612485e+01,-1.202720714955039583e+01
1.644328865773154735e-01,7.728782693105387125e+00,1.739803652279943824e+00,-1.217128338323651171e+01,-1.220621591975960030e+01
1.650330066013202535e-01,7.721481738069750023e+00,1.742005022680111814e+00,-1.216036785221938032e+01,-1.219685960485565879e+01
1.656331266253250611e-01,7.714187330561088629e+00,1.744192085231973666e+00,-1.214946265627939148e+01,-1.210640628073420544e+01
1.662332466493298688e-01,7.706899464381191223e+00,1.746364929153353174e+00,-1.213856778029201600e+01,-1.214055937236379989e+01
1.668333666733346765e-01,7.699618133340953463e+00,1.748523642976678172e+00,-1.212768320917372122e+01,-1.221665464010890112e+01
1.674334866973394564e-01,7.692343331260379280e+00,1.750668314548982085e+00,-1.211680892788215402e+01,-1.208546255887752352e+01
1.680336067213442641e-01,7.685075051968578208e+00,1.752799031031903265e+00,-1.210594492141632372e+01,-1.206317602971636305e+01
1.686337267453490718e-01,7.677813289303768940e+00,1.754915878901684989e+00,-1.209509117481680107e+01,-1.211758848849059866e+01
1.692338467693538795e-01,7.670558037113276662e+00,1.757018943949175460e+00,-1.208424767316588699e+01,-1.209832769108048822e+01
1.698339667933586594e-01,7.663309289253534828e+00,1.759108311279828030e+00,-1.207341440158782575e+01,-1.204911517172485702e+01
1.704340868173634671e-01,7.656067039590083390e+00,1.761184065313700753e+00,-1.206259134524896837e+01,-1.210803035774469016e+01
1.710342068413682748e-01,7.648831281997570564e+00,1.763246289785457277e+00,-1.205177848935798401e+01,-1.202985906114763814e+01
1.716343268653730825e-01,7.641602010358264252e+00,1.765295068084015817e+00,-1.204097581914347970e+01,-1.203101089362125542e+01
1.722344468893778624e-01,7.634379218559879554e+00,1.767330483850806377e+00,-1.203018331981493461e+01,-1.206392995060373075e+01
1.728345669133826701e-01,7.627162900504481868e+00,1.769352618965587931e+00,-1.201940097669674756e+01,-1.208900607038733988e+01
1.734346869373874778e-01,7.619953050103191572e+00,1.771361554639714786e+00,-1.200862877515523941e+01,-1.201990906669329284e+01
1.740348069613922855e-01,7.612749661275612034e+00,1.773357371540500438e+00,-1.199786670059049243e+01,-1.204163781350350071e+01
1.746349269853970931e-01,7.605552727949830505e+00,1.775340149791218236e+00,-1.198711473843649244e+01,-1.193704422715248370e+01
1.752350470094018731e-01,7.598362244062419002e+00,1.777309968971101384e+00,-1.197637287416126917e+01,-1.196916860573627339e+01
1.758351670334066807e-01,7.591178203558432536e+00,1.779266908115342272e+00,-1.196564109326703118e+01,-1.192653686713903660e+01
1.764352870574114884e-01,7.584000600391409996e+00,1.781211045715093366e+00,-1.195491938129031340e+01,-1.194818828452309134e+01
1.770354070814162961e-01,7.576829428523375043e+00,1.783142459717466100e+00,-1.194420772380212625e+01,-1.193106266794787551e+01
1.776355271054210760e-01,7.569664681924834326e+00,1.785061227525531757e+00,-1.193350610640807474e+01,-1.197265605226959373e+01
1.782356471294258837e-01,7.562506354574780154e+00,1.786967425998321701e+00,-1.192281451474853249e+01,-1.188941214341992492e+01
1.788357671534306914e-01,7.555354440460686938e+00,1.788861131450826480e+00,-1.191213293449875898e+01,-1.182289802078340735e+01
1.794358871774354991e-01,7.548208933578514745e+00,1.790742419653995832e+00,-1.190146135136906125e+01,-1.191694572914493833e+01
1.800360072014402790e-01,7.541069827932704861e+00,1.792611365834739567e+00,-1.189079975110492882e+01,-1.192043847749063623e+01
1.806361272254450867e-01,7.533937117536186001e+00,1.794468044675927354e+00,-1.188014811948719185e+01,-1.188803995459671015e+01
1.812362472494498944e-01,7.526810796410367210e+00,1.796312530316388045e+00,-1.186950644233215257e+01,-1.189357045651220801e+01
1.818363672734547021e-01,7.519690858585145854e+00,1.798144896350910349e+00,-1.185887470549175227e+01,-1.189394867042442883e+01
1.824364872974594820e-01,7.512577298098898737e+00,1.799965215830241938e+00,-1.184825289485369915e+01,-1.184134321265529088e+01
1.830366073214642897e-01,7.505470108998490097e+00,1.801773561261090784e+00,-1.183764099634163358e+01,-1.185218687299413887e+01
1.836367273454690974e-01,7.498369285339266277e+00,1.803570004606124710e+00,-1.182703899591526486e+01,-1.175509531622313197e+01
1.842368473694739051e-01,7.491274821185057498e+00,1.805354617283969842e+00,-1.181644687957053463e+01,-1.181643679742277797e+01
1.848369673934786850e-01,7.484186710608178750e+00,1.807127470169213268e+00,-1.180586463333975544e+01,-1.178966903445818382e+01
1.854370874174834927e-01,7.477104947689428904e+00,1.808888633592401041e+00,-1.179529224329177595e+01,-1.174769114989178576e+01
1.860372074414883004e-01,7.470029526518090712e+00,1.810638177340039068e+00,-1.178472969553212124e+01,-1.179976748815734844e+01
1.866373274654931080e-01,7.462960441191930805e+00,1.812376170654592222e+00,-1.177417697620315096e+01,-1.170234014919870447e+01
1.872374474894978880e-01,7.455897685817198806e+00,1.814102682234485897e+00,-1.176363407148421203e+01,-1.179526878211021845e+01
1.878375675135026956e-01,7.448841254508630882e+00,1.815817780234104228e+00,-1.175310096759179856e+01,-1.179351735268610568e+01
1.884376875375075033e-01,7.441791141388915953e+00,1.817521532367745607e+00,-1.174257765077245352e+01,-1.176089100171496682e+01
1.890378075615123110e-01,7.434747340584126007e+00,1.819214006873769662e+00,-1.173206410723607362e+01,-1.173779997683443099e+01
1.896379275855170909e-01,7.427709846233529589e+00,1.820895270641565755e+00,-1.172156032328694764e+01,-1.179162623329190041e+01
1.902380476095218986e-01,7.420678652486075499e+00,1.822565389795522517e+00,-1.171106628528258753e+01,-1.171282102448902940e+01
1.908381676335267063e-01,7.413653753498610222e+00,1.824224430031849975e+00,-1.170058197961025925e+01,-1.178395630913223080e+01
1.914382876575315140e-01,7.406635143435885915e+00,1.825872456618579998e+00,-1.169010739268712840e+01,-1.162050047265985420e+01
1.920384076815362939e-01,7.399622816470550646e+00,1.827509534395565627e+00,-1.167964251096034545e+01,-1.168369235853072929e+01
1.926385277055411016e-01,7.392616766783155491e+00,1.829135727774481968e+00,-1.166918732090717548e+01,-1.170128520714197506e+01
1.932386477295459093e-01,7.385616988562152763e+00,1.830751100738824855e+00,-1.165874180903509583e+01,-1.170415871494927451e+01
1.938387677535507170e-01,7.378623476003893344e+00,1.832355716843911964e+00,-1.164830596188192402e+01,-1.166752748559233410e+01
1.944388877775555247e-01,7.371636223312632019e+00,1.833949639216883032e+00,-1.163787976601592433e+01,-1.164903373943744569e+01
1.950390078015603046e-01,7.364655224700521252e+00,1.835532930556698750e+00,-1.162746320803592681e+01,-1.167968875631649439e+01
1.956391278255651123e-01,7.357680474387615632e+00,1.837105653134141203e+00,-1.161705627457143208e+01,-1.166304602926257417e+01
1.962392478495699200e-01,7.350711966601869207e+00,1.838667868791814319e+00,-1.160665895228274280e+01,-1.161601770253581911e+01
1.968393678735747276e-01,7.343749695579139924e+00,1.840219638944143643e+00,-1.159627122786107023e+01,-1.162231041525085296e+01
1.974394878975795076e-01,7.336793655563182526e+00,1.841761024577375894e+00,-1.158589308802865503e+01,-1.153893243284473868e+01
1.980396079215843153e-01,7.329843840805655653e+00,1.843292086249579409e+00,-1.157552451953888450e+01,-1.151863100082660907e+01
1.986397279455891229e-01,7.322900245566115629e+00,1.844812884090644367e+00,-1.156516550917640274e+01,-1.156436444899640748e+01
1.992398479695939306e-01,7.315962864112022679e+00,1.846323477802281898e+00,-1.155481604375724558e+01,-1.153113606515452005e+01
1.998399679935987105e-01,7.309031690718736485e+00,1.847823926658025195e+00,-1.154447611012894725e+01,-1.161123552881020338e+01
2.004400880176035182e-01,7.302106719669515300e+00,1.849314289503228625e+00,-1.153414569517066113e+01,-1.150227480969903127e+01
2.010402080416083259e-01,7.295187945255522166e+00,1.850794624755068174e+00,-1.152382478579328762e+01,-1.152535395926895134e+01
2.016403280656131336e-01,7.288275361775816030e+00,1.852264990402541445e+00,-1.151351336893958432e+01,-1.148927995314204331e+01
2.022404480896179135e-01,7.281368963537362404e+00,1.853725444006467438e+00,-1.150321143158430459e+01,-1.142319362500462177e+01
2.028405681136227212e-01,7.274468744855021818e+00,1.855176042699486549e+00,-1.149291896073429342e+01,-1.160696184855151181e+01
2.034406881376275289e-01,7.267574700051559589e+00,1.856616843186061017e+00,-1.148263594342863847e+01,-1.146958853447596738e+01
2.040408081616323366e-01,7.260686823457638717e+00,1.858047901742474473e+00,-1.147236236673877130e+01,-1.152731831989716405e+01
2.046409281856371165e-01,7.253805109411826102e+00,1.859469274216831947e+00,-1.146209821776860949e+01,-1.143248838319838434e+01
2.052410482096419242e-01,7.246929552260586327e+00,1.860881016029060087e+00,-1.145184348365465965e+01,-1.151750915552608312e+01
2.058411682336467319e-01,7.240060146358286097e+00,1.862283182170906937e+00,-1.144159815156616133e+01,-1.146636812991636134e+01
2.064412882576515396e-01,7.233196886066733278e+00,1.863675827283990616e+00,-1.143136220869947905e+01,-1.142122552091145948e+01
2.070414082816563195e-01,7.226339765750148025e+00,1.865059006563447142e+00,-1.142113564221224564e+01,-1.139046017289047619e+01
2.076415283056611272e-01,7.219488779785414145e+00,1.866432774078901735e+00,-1.141091843934709971e+01,-1.140717873488027045e+01
2.082416483296659349e-01,7.212643922558867438e+00,1.867797183223061319e+00,-1.140071058739822618e+01,-1.144035213434761644e+01
2.088417683536707425e-01,7.205805188464196043e+00,1.869152287054577366e+00,-1.139051207368620666e+01,-1.141818868457197667e+01
2.094418883776755225e-01,7.198972571902443107e+00,1.870498138298046120e+00,-1.138032288555810112e+01,-1.133609774099563161e+01
2.100420084016803302e-01,7.192146067282001454e+00,1.871834789344009264e+00,-1.137014301038753850e+01,-1.137041799117186613e+01
2.106421284256851378e-01,7.185325669018618910e+00,1.873162292248952365e+00,-1.135997243557480552e+01,-1.144416315541685769e+01
2.112422484496899455e-01,7.178511371535395647e+00,1.874480698735305761e+00,-1.134981114854694084e+01,-1.130762801313345634e+01
2.118423684736947532e-01,7.171703169262785060e+00,1.875790060191445008e+00,-1.133965913675782744e+01,-1.131884671277215304e+01
2.124424884976995331e-01,7.164901056638592891e+00,1.877090427671689765e+00,-1.132951638768826896e+01,-1.128584561042567103e+01
