C,Na,R,R_noisy
2.399160711315530659e+00,8.020164273159116419e+01,4.292340094310020504e+00,4.392481116878037106e+00
5.712270617264383787e+00,1.576158820039699719e+02,8.203366494724800617e+00,8.217775031574792166e+00
7.717467654274841493e+01,1.240148324508859048e+02,2.597675495514597976e+00,2.675883947770587579e+00
5.183484856199086721e+01,8.520126695545803841e+01,3.770669013455860252e+00,3.784131206990306140e+00
7.577907998622588082e+01,1.075915484095472721e+02,2.657264242699764800e+00,2.683554354408268061e+00
2.827605653033160138e+01,1.567055598633917839e+02,6.331664396296018182e+00,6.253364504572980209e+00
6.054011534458241073e+01,1.064980380072426556e+02,3.251969928861785153e+00,3.318774671518999408e+00
5.699217746252509542e+00,1.244470543556771247e+02,7.775262928090711512e+00,7.953732755521413900e+00
1.371331066464120774e+01,1.061578822020267552e+02,8.282622505557865722e+00,8.251653750006111565e+00
2.253210012232320381e+01,1.290067802261794156e+02,7.209136261396874801e+00,7.149858808625459972e+00
4.425030101020896467e+01,1.189159006023878220e+02,4.354289272566413516e+00,4.338505602347378698e+00
4.481400596722735230e+01,1.063239593526305100e+02,4.304177123857998666e+00,4.256049095497886015e+00
4.016942295840768651e+01,8.761526500675704199e+01,4.736455013941763603e+00,4.666307084076409595e+00
3.424485497825016722e+01,1.026381924632469236e+02,5.423075231265524820e+00,5.436894595662341345e+00
4.626856024695833725e+01,1.296562824152015025e+02,4.176284857665606864e+00,4.147193104360598070e+00
7.734966043333314190e+01,1.211557258378053064e+02,2.595592313192760514e+00,2.739479672577026292e+00
3.691732505864647607e+01,1.155031020039037628e+02,5.111663873391773194e+00,5.111684037687285631e+00
6.707897803297318262e+01,1.257540612272471066e+02,2.941944023303681988e+00,2.974335221066824797e+00
4.941821220033760120e+00,1.100007016767295625e+02,7.171693838151916189e+00,7.266896024951896571e+00
3.115418694978957959e+01,1.215385018965700397e+02,5.860259351854818277e+00,5.830183766604363882e+00
4.505946726957073167e+01,1.258232070792621471e+02,4.281461297493870610e+00,4.425134951502764480e+00
4.981548417456750144e+01,1.371948130965533039e+02,3.891963172688033268e+00,3.828693751436022197e+00
2.037645802459489630e+01,1.571005429214933429e+02,7.644406984864144050e+00,7.563574214675531593e+00
3.224363557218431708e+01,9.800249572683000565e+01,5.673322061427365171e+00,5.636695359542340356e+00
7.578699041448736295e+01,1.580762292537849589e+02,2.610037717704813076e+00,2.598565978508099228e+00
5.208363494394994575e+01,1.588148374129403351e+02,3.721235601816391458e+00,3.581103781806486364e+00
4.700481674877742222e+01,1.445547213576929266e+02,4.111611336207620759e+00,4.108101857794736134e+00
5.691247486327354110e+00,1.372013218768748004e+02,7.952843021712286742e+00,7.786094362668344537e+00
4.648012482630242914e+00,8.546807634910277329e+01,6.439151342217195761e+00,6.578365182271745937e+00
1.730617660264913837e+01,1.424094177498627687e+02,8.088753335598699579e+00,8.080653640457930109e+00
1.145691067996632384e+01,1.289010767320954756e+02,8.608768622739562559e+00,8.544572850269965159e+00
7.870811937722636742e+01,9.997430629427151416e+01,2.583160740555206836e+00,2.492326928726849466e+00
7.183982344117996188e-01,9.937337835930357244e+01,2.023137518338057106e+00,1.984694470917237386e+00
2.958456056985111005e+01,1.066881926920324730e+02,6.057509550412520483e+00,6.035201603569477768e+00
5.144584745092227962e+00,1.056936773918771735e+02,7.194404565535686302e+00,7.089953468974550255e+00
5.138083938625528901e+01,1.119478341141411022e+02,3.788880158086778138e+00,3.696900648704494863e+00
4.199389564951300002e+00,1.224607515430448643e+02,6.954601449985854167e+00,6.935883949479700661e+00
5.938566025566922590e+00,1.432297865666639609e+02,8.118805807836103838e+00,8.066727433056540164e+00
6.855429195845450963e+00,1.118300353582801421e+02,7.967228481019358100e+00,8.061149791387190788e+00
2.210691793857892051e+01,8.225367182091559926e+01,7.055442676410466518e+00,7.169229713835019169e+00
4.632046640573371832e+01,1.352559212831681918e+02,4.170910649929333580e+00,4.172512770289322326e+00
6.453316510165286957e+01,8.013208154400943783e+01,3.096313485366073870e+00,3.143673442571526699e+00
2.174173096785023418e+01,1.177098460020147854e+02,7.298130089578984681e+00,7.164611252216472437e+00
2.301209899727257735e+01,1.323894448365577716e+02,7.140248453576585774e+00,7.203990224519847274e+00
6.604633044417899157e+01,1.292023563052629243e+02,2.981418896362727722e+00,2.978360549411401159e+00
5.980289622401764404e+01,1.450461005091342486e+02,3.262251547010115438e+00,3.310718378605199241e+00
1.058177249440810463e+01,1.555657140610818203e+02,8.826680122751284330e+00,8.986715735910649983e+00
6.460474030915537469e+01,1.066350612617406881e+02,3.062902212878591435e+00,2.834816437244155107e+00
6.658446313650485138e+01,1.380244792175506348e+02,2.952268592029841709e+00,2.978363409935184780e+00
1.463714979358491775e+01,1.491897182828052166e+02,8.481750459549843413e+00,8.371838553233057922e+00
5.034236588651801014e+01,1.474749599505450419e+02,3.849527064969946899e+00,3.908746734110395860e+00
1.614111793478841861e+01,1.437720506846761737e+02,8.261914147272999998e+00,8.130582803530153058e+00
1.985767060623255986e+01,1.217363844967019446e+02,7.611797955233008395e+00,7.562257998532609271e+00
3.977345754862703586e+01,1.427350399572298159e+02,4.800483057586430569e+00,4.820756433162467935e+00
4.201649222208927625e+01,9.889861629993164627e+01,4.560396258004270287e+00,4.621747196647807421e+00
3.858316447415588613e+01,1.210546017723007282e+02,4.924744476051495568e+00,4.932223884985153184e+00
4.352071373768458784e+01,1.236636321365398175e+02,4.421360420237574473e+00,4.342077326338793064e+00
1.744659177582347098e+01,9.199041798812240245e+01,7.767833630763005814e+00,7.712480408991464920e+00
6.239713926616901318e+01,1.491208335534846583e+02,3.130387542129798639e+00,3.218837831254736770e+00
2.258894875627436249e+01,1.154743752812261164e+02,7.154931514592178132e+00,7.154381553023524631e+00
7.305832153266926809e+01,1.118584367288062538e+02,2.737845974877531674e+00,2.569464535193425991e+00
4.145484663537237680e+01,1.268927668184932855e+02,4.622134103423055862e+00,4.706500374250024876e+00
2.464288220909449123e+01,1.273007475877840591e+02,6.861428861534843548e+00,6.903053709506190572e+00
1.436352024940986283e+01,1.071078577413648958e+02,8.237110549860009456e+00,8.324452104385203555e+00
3.907371501207440190e+01,1.354910142899978780e+02,4.875401293118978074e+00,4.841738546481310301e+00
3.041563536203251061e+01,1.042208972129249958e+02,5.934517806649742155e+00,6.017333458492402976e+00
5.003595636239364808e+01,1.233018362164879136e+02,3.880401795620942451e+00,3.774295303620775144e+00
4.012753681852451138e+01,8.106807472824543481e+01,4.734597254095691987e+00,4.791597235182237569e+00
3.438295991055392520e+00,8.560100371423892796e+01,5.525976973371147238e+00,5.476938942408341227e+00
6.673103412027842296e+01,8.668742972589521401e+01,2.997416672408478533e+00,3.064851842900493395e+00
4.608078159991981337e+00,1.294985995019573011e+02,7.327012710231040948e+00,7.427577121872680266e+00
6.629381552680722223e+01,1.212263224053730539e+02,2.977870654780347515e+00,2.904271639579494746e+00
6.511359665163371346e+01,1.088343055335685676e+02,3.038874392129618407e+00,3.033751444179744183e+00
7.395665846036115454e+01,1.096946746930582748e+02,2.711216907824050004e+00,2.715112370469650038e+00
5.331988277154685107e+01,1.518990515546952622e+02,3.640152521153182885e+00,3.759119002937245657e+00
1.326957891137536727e+01,1.381215455952653315e+02,8.564433918392484912e+00,8.635489727529462201e+00
3.563338821059600292e+01,1.017167390784203604e+02,5.251427848680672028e+00,5.129500094279626055e+00
3.543489648355240718e+01,1.081063359180405143e+02,5.282410830793163647e+00,5.328171656864019390e+00
5.077047242531222793e+01,1.562365110882624606e+02,3.815359307708104275e+00,3.889868228646018000e+00
3.080043382612146274e+01,1.105594564188309619e+02,5.892787378956460209e+00,6.105167968549234381e+00
5.421640799354490525e+01,1.205725970937466798e+02,3.596996862608425438e+00,3.429081952933006328e+00
1.671063671777809745e+01,1.387043302766061288e+02,8.159483344014383022e+00,8.105848114020984596e+00
2.859138686265141516e+01,9.810374741787002506e+01,6.179006384629230908e+00,6.312343503437964465e+00
4.369341619734467486e+01,1.319379126276333807e+02,4.405156891231929883e+00,4.269649861371260791e+00
3.449825857154869624e+01,9.873179369706554098e+01,5.385976938706972028e+00,5.266030880314499285e+00
1.024078923613551950e+01,1.488181388789613493e+02,8.782484664946480279e+00,8.834192884484510344e+00
7.728333560061909679e+01,1.132858653105985525e+02,2.606230160369690463e+00,2.708071026457568919e+00
5.545798446984947816e+01,1.581394951200654759e+02,3.501456988947754034e+00,3.434588940210198782e+00
6.672628868438654592e+01,8.512895494354414438e+01,2.999670504943294347e+00,3.053683222172500322e+00
2.891812932998714558e+01,1.227270253717584154e+02,6.186055157580474528e+00,6.197750684523469111e+00
7.561922485844245045e+01,1.163701589154573242e+02,2.651954134829185072e+00,2.803829038231058668e+00
6.508954449395098152e+01,1.033060164843909376e+02,3.045464683884462787e+00,3.045312839913588920e+00
7.837074652423693522e+01,8.995332489305400259e+01,2.607252201376986545e+00,2.706276932573793204e+00
1.619284306498953185e+01,8.642808894164578248e+01,7.856149885787747422e+00,7.765838099856321008e+00
3.843497338975903688e+01,1.453972537719744764e+02,4.949639752753070887e+00,4.931151867806868871e+00
3.117499502875336503e+01,9.399961374057021146e+01,5.807387692500862286e+00,5.797717247124680284e+00
4.930465215044143434e+01,8.257461471991337021e+01,3.947635460821460107e+00,4.061546255569982833e+00
2.039246882660282978e+01,1.247159415231330968e+02,7.539892752948151866e+00,7.597854056900197328e+00
8.487547035179563437e+00,9.780090644943363998e+01,8.082413647033526161e+00,8.007238333904169281e+00
3.839101865289870830e+01,1.095818886212665717e+02,4.940132627523513342e+00,5.008329403891506715e+00
5.133801895331085774e+01,1.448109050274363199e+02,3.778538557385012542e+00,3.855601685027774117e+00
3.102922577005913141e+01,1.281122510214837575e+02,5.886545961924738002e+00,5.875381389692793555e+00
7.900142774594483797e+01,9.193286233407701502e+01,2.587002117162363835e+00,2.561235885659182809e+00
3.277610738583740613e+01,9.029593369265245428e+01,5.588144964572574480e+00,5.568764640030319235e+00
2.433533562380613802e+01,1.277415411976278676e+02,6.912211168642708792e+00,6.742711928043820357e+00
6.520487709541116317e+01,1.473950600927787207e+02,3.003897214891324552e+00,3.022771515703786438e+00
3.760183934110728643e+01,1.178312383349460077e+02,5.033869330861279856e+00,5.057327123784007838e+00
2.222073422458696612e+01,1.339448192874441474e+02,7.274671955412273405e+00,7.188119103036374469e+00
2.327603644549271422e+01,1.433441631163842658e+02,7.123913825907386865e+00,7.198158450894893257e+00
7.579888524491694568e+01,9.289305958706418664e+01,2.676309581819439121e+00,2.539012888237076382e+00
7.695807147871380494e+01,1.324531925751928156e+02,2.595753533613033959e+00,2.540572251473738330e+00
5.187583325131747358e+01,1.581413944884124874e+02,3.735934274198430938e+00,3.688412367299275907e+00
2.266205414564371523e+01,1.349199291749340262e+02,7.204715684797438513e+00,7.403466667996330131e+00
5.705383897565930340e+01,1.365092511079685096e+02,3.417535852359887549e+00,3.257617446034099640e+00
1.773317381392064718e+01,8.878138075326867806e+01,7.703595063658104536e+00,7.759858089178730545e+00
2.610573264940790494e+01,1.260959085302970664e+02,6.624978760272266065e+00,6.719191088031162273e+00
4.356804059636985471e+01,9.175050419416035652e+01,4.413444656431762425e+00,4.451217212835748782e+00
3.239096081258138327e+01,1.368512882081934663e+02,5.705183282097855191e+00,5.823364076533193767e+00
2.840639707944965409e+01,1.182619054917072248e+02,6.254197861520270685e+00,6.153924092807628199e+00
7.794368714417579724e+01,8.458389276105242516e+01,2.627788581059767203e+00,2.399762720828548357e+00
1.403139087114005079e+01,9.752292756391841522e+01,8.171948021758113967e+00,8.248629810655140560e+00
4.929539543647871369e+01,1.112124965278856195e+02,3.939542431404666978e+00,3.819959614937558090e+00
3.564040463966039241e+00,9.159092128530184596e+01,5.798866003674817193e+00,5.766226016020223888e+00
7.791321602145402814e+00,1.066075439165408056e+02,8.104455108365696603e+00,7.986570508623218601e+00
1.719468239843210355e+01,1.599408099486787478e+02,8.169967964148279194e+00,8.275202149843233101e+00
7.933905258314995024e+01,9.758308962828238009e+01,2.569473996860653919e+00,2.655989020347396146e+00
5.825075881861010174e+01,1.259073335421657447e+02,3.356935763911935489e+00,3.284929397721235933e+00
6.950902860252131177e+01,8.035397038182364327e+01,2.901335160929421786e+00,2.991684345390387634e+00
4.433960878618965040e+00,1.558209661509216062e+02,7.599955626061963621e+00,7.612083351993935487e+00
5.467435698588749204e+01,1.474550237733839140e+02,3.554802554103181134e+00,3.540863671047206562e+00
3.547495011516245711e+01,8.615414054101351837e+01,5.247973513749705887e+00,5.253715179953942105e+00
3.360538591015027521e+01,9.312620672990730952e+01,5.488342341731635265e+00,5.468067405746639409e+00
5.680625614271374957e+01,1.271127915076161798e+02,3.437221148590163811e+00,3.498721674971260853e+00
2.501135656757865533e+01,9.265792393150631767e+01,6.687676630111213605e+00,6.718711387155521741e+00
4.132069195004646645e+01,1.054908193687219580e+02,4.630726430391217896e+00,4.595779715747835503e+00
2.122761538498545519e+01,1.429486881175299686e+02,7.464440767730226689e+00,7.565066342311782321e+00
3.161662361209647898e+01,1.352511305465771443e+02,5.811539501374383576e+00,5.750391939898000793e+00
4.289943092877780373e+01,1.311524258846032467e+02,4.480307670137359644e+00,4.509001034444104938e+00
1.305153972468792212e+01,8.335945403954406174e+01,8.048880940345320312e+00,8.091096477470552273e+00
2.245687619146368164e+01,9.699552632556836329e+01,7.094504908110034869e+00,7.242385614093687529e+00
3.392226946511245700e+01,8.957023698117004074e+01,5.441969165751127768e+00,5.391425029416231141e+00
3.808346429298835290e+01,1.250839146303201233e+02,4.982626027314447370e+00,5.156934271945488035e+00
6.410031545687596122e+01,1.397226899408220220e+02,3.057734788575269036e+00,3.075351283737511654e+00
5.161453405247414850e+01,1.185277895619662445e+02,3.769768803135448820e+00,3.750371112070191693e+00
4.521796028850832272e+01,1.444793614070716217e+02,4.265267483662981363e+00,4.198020208569120726e+00
6.965445779918152880e+01,8.604941735437418515e+01,2.887693861767451686e+00,2.946323203672904789e+00
1.618923474975271404e+01,9.191026892096918743e+01,7.913224106284611814e+00,7.918117630728850109e+00
8.774601296653779414e+00,8.504927325193334298e+01,7.890530994536929299e+00,7.780170067944150780e+00
3.180115446273497071e+01,1.125529401106628882e+02,5.757629252046367441e+00,5.644840534420503708e+00
1.140660146680361642e+01,9.586793476672420411e+01,8.257531908518512154e+00,8.201979987738459599e+00
4.470049252901888792e+01,1.540080370076536838e+02,4.310660803624502435e+00,4.243060203237385863e+00
4.610464489923784015e+01,9.241955148704261092e+01,4.194383121646863444e+00,4.303413360819584810e+00
1.096168720510036820e+01,1.442438307149865864e+02,8.741057674302220803e+00,8.878611504099238161e+00
5.742629257836326673e+01,8.546107002525394591e+01,3.433073391621335180e+00,3.519929354008085820e+00
4.474488893233608877e+01,9.902637441790062667e+01,4.310032696189172619e+00,4.345819585192279177e+00
3.414296854443646367e+01,1.073172293497479473e+02,5.442051130744423482e+00,5.399227309959962362e+00
7.343980097729499334e+01,1.528780024841184684e+02,2.688421328969472057e+00,2.693869650061496479e+00
6.854502740347578538e+01,1.568296565489919203e+02,2.860864606801105214e+00,2.949335307403959661e+00
1.806704851930692257e+01,1.324252921894872657e+02,7.932937838571244349e+00,8.146035061943575073e+00
