t,E,M,L,dM_dt,dM_dt_noisy
1.930386077215443086e+00,2.887298269111390141e+02,6.603659924740560427e+01,1.980564377168016321e+01,1.878619531004675736e+01,1.824393822255980169e+01
1.940388077615523121e+00,2.886571423012077844e+02,6.622424703900557574e+01,1.991175241863363254e+01,1.873586470607308030e+01,1.874420522327854144e+01
1.950390078015603157e+00,2.885843739331832012e+02,6.641139165229854768e+01,2.001808919873273496e+01,1.868557953359672297e+01,1.836208603369198400e+01
1.960392078415683192e+00,2.885115228228991100e+02,6.659803354469342196e+01,2.012465314826730278e+01,1.863534027060456566e+01,1.885726787045426889e+01
1.970394078815763228e+00,2.884385899830846256e+02,6.678417317859816649e+01,2.023144330728161933e+01,1.858514739363785040e+01,1.861876856746341602e+01
1.980396079215843264e+00,2.883655764219235493e+02,6.696981102092296112e+01,2.033845871938122585e+01,1.853500137763081668e+01,1.864468246806821483e+01
1.990398079615923299e+00,2.882924831430539143e+02,6.715494754308012659e+01,2.044569843173292512e+01,1.848490269582568857e+01,1.827187775006503045e+01
2.000400080016003113e+00,2.882193111455683834e+02,6.733958322098420979e+01,2.055316149506478141e+01,1.843485181969016651e+01,1.880053786728926823e+01
2.010402080416083148e+00,2.881460614240140785e+02,6.752371853505195531e+01,2.066084696366612405e+01,1.838484921883698320e+01,1.878886389226707365e+01
2.020404080816163184e+00,2.880727349683926377e+02,6.770735397020226287e+01,2.076875389538753325e+01,1.833489536094572259e+01,1.812194115242047943e+01
2.030406081216243219e+00,2.879993327641601013e+02,6.789049001585627252e+01,2.087688135164085423e+01,1.828499071168685219e+01,1.835955373606011420e+01
2.040408081616323255e+00,2.879258557922270825e+02,6.807312716593726520e+01,2.098522839739919732e+01,1.823513573464773430e+01,1.810047524896969762e+01
2.050410082016403290e+00,2.878523050289586536e+02,6.825526591887074801e+01,2.109379410119692366e+01,1.818533089126085400e+01,1.818061690388870844e+01
2.060412082416483326e+00,2.877786814461742892e+02,6.843690677758439733e+01,2.120257753512966303e+01,1.813557664073393028e+01,1.788244924488901688e+01
2.070414082816563361e+00,2.877049860111480371e+02,6.861805024950810150e+01,2.131157777485430316e+01,1.808587343998211594e+01,1.845930254289823935e+01
2.080416083216643397e+00,2.876312196866084605e+02,6.879869684657390394e+01,2.142079389958898972e+01,1.803622174356214458e+01,1.784238584134561023e+01
2.090418083616723433e+00,2.875573834307384686e+02,6.897884708521608843e+01,2.153022499211313345e+01,1.798662200360820762e+01,1.792740524060871010e+01
2.100420084016803468e+00,2.874834781971756570e+02,6.915850148637109385e+01,2.163987013876740306e+01,1.793707466976994525e+01,1.803737125599204916e+01
2.110422084416883504e+00,2.874095049350118529e+02,6.933766057547755679e+01,2.174972842945372520e+01,1.788758018915208936e+01,1.775806805346886463e+01
2.120424084816963539e+00,2.873354645887936272e+02,6.951632488247631159e+01,2.185979895763529157e+01,1.783813900625587934e+01,1.779027652030941908e+01
2.130426085217043575e+00,2.872613580985218960e+02,6.969449494181037608e+01,2.197008082033655185e+01,1.778875156292237847e+01,1.767602359363698383e+01
2.140428085617123610e+00,2.871871863996519778e+02,6.987217129242496583e+01,2.208057311814321721e+01,1.773941829827730388e+01,1.771272614731004680e+01
2.150430086017203646e+00,2.871129504230939347e+02,7.004935447776749413e+01,2.219127495520226034e+01,1.769013964867764699e+01,1.745603112165758475e+01
2.160432086417283681e+00,2.870386510952120034e+02,7.022604504578752938e+01,2.230218543922190833e+01,1.764091604765992827e+01,1.755331843253946644e+01
2.170434086817363717e+00,2.869642893378251642e+02,7.040224354893686609e+01,2.241330368147166041e+01,1.759174792588997605e+01,1.755036934094752610e+01
2.180436087217443752e+00,2.868898660682066861e+02,7.057795054416948233e+01,2.252462879678226315e+01,1.754263571111433961e+01,1.747589051035351204e+01
2.190438087617523788e+00,2.868153821990845245e+02,7.075316659294155386e+01,2.263615990354573171e+01,1.749357982811320866e+01,1.750491781909196831e+01
2.200440088017603824e+00,2.867408386386409234e+02,7.092789226121143997e+01,2.274789612371533920e+01,1.744458069865480354e+01,1.738596025478345908e+01
2.210442088417683859e+00,2.866662362905126997e+02,7.110212811943965505e+01,2.285983658280562025e+01,1.739563874145125055e+01,1.754628102313912663e+01
2.220444088817763451e+00,2.865915760537911297e+02,7.127587474258896805e+01,2.297198040989236389e+01,1.734675437211593163e+01,1.728211518695876592e+01
2.230446089217843486e+00,2.865168588230220621e+02,7.144913271012431721e+01,2.308432673761263487e+01,1.729792800312213075e+01,1.727059808386295359e+01
2.240448089617923522e+00,2.864420854882057483e+02,7.162190260601279590e+01,2.319687470216474878e+01,1.724916004376314405e+01,1.711620377656397451e+01
2.250450090018003557e+00,2.863672569347968988e+02,7.179418501872372360e+01,2.330962344330827563e+01,1.720045090011366185e+01,1.709514793209061523e+01
2.260452090418083593e+00,2.862923740437047968e+02,7.196598054122861754e+01,2.342257210436405046e+01,1.715180097499248646e+01,1.689890241682854466e+01
2.270454090818163628e+00,2.862174376912931280e+02,7.213728977100116424e+01,2.353571983221417696e+01,1.710321066792650768e+01,1.720696765210210089e+01
2.280456091218243664e+00,2.861424487493800939e+02,7.230811331001723374e+01,2.364906577730200965e+01,1.705468037511594304e+01,1.682617677158544467e+01
2.290458091618323699e+00,2.860674080852383554e+02,7.247845176475492224e+01,2.376260909363216456e+01,1.700621048940082503e+01,1.685703920976315828e+01
2.300460092018403735e+00,2.859923165615182938e+02,7.264830574152082932e+01,2.387634893759614485e+01,1.695780140144388071e+01,1.702965033184612054e+01
2.310462092418483770e+00,2.859171750353411312e+02,7.281767583439501834e+01,2.399028446579906060e+01,1.690945350282034454e+01,1.698996817600925269e+01
2.320464092818563806e+00,2.858419843586034403e+02,7.298656265780354602e+01,2.410441484350625174e+01,1.686116717750971361e+01,1.678114422730870103e+01
2.330466093218643842e+00,2.857667453786175429e+02,7.315496683178662352e+01,2.421873923986064270e+01,1.681294280571314204e+01,1.640908964361538125e+01
2.340468093618723877e+00,2.856914589381223664e+02,7.332288897969942809e+01,2.433325682724592198e+01,1.676478076442553800e+01,1.684888342188465415e+01
2.350470094018803913e+00,2.856161258752835010e+02,7.349032972821211729e+01,2.444796678128652445e+01,1.671668142741014407e+01,1.676859411918855614e+01
2.360472094418883948e+00,2.855407470236929726e+02,7.365728970730981473e+01,2.456286828084765617e+01,1.666864516517397021e+01,1.638616892207961584e+01
2.370474094818963984e+00,2.854653232123694693e+02,7.382376955029259591e+01,2.467796050803526953e+01,1.662067234494428902e+01,1.677473676150318838e+01
2.380476095219044019e+00,2.853898552657580581e+02,7.398976989377551661e+01,2.479324264819608459e+01,1.657276333064604046e+01,1.643254337055935466e+01
2.390478095619124055e+00,2.853143440037306391e+02,7.415529137768858448e+01,2.490871388991757840e+01,1.652491848288025267e+01,1.629968085964959101e+01
2.400480096019204090e+00,2.852387902415854910e+02,7.432033464527680167e+01,2.502437342502797790e+01,1.647713815890323374e+01,1.649628430109608601e+01
2.410482096419284126e+00,2.851631947900474415e+02,7.448490034310009378e+01,2.514022044859627769e+01,1.642942271260674758e+01,1.639372862632690442e+01
2.420484096819364161e+00,2.850875584552680380e+02,7.464898912103340933e+01,2.525625415893222936e+01,1.638177249449903172e+01,1.642229729469726252e+01
2.430486097219444197e+00,2.850118820388252630e+02,7.481260163226662030e+01,2.537247375758634149e+01,1.633418785168666432e+01,1.601303824002177834e+01
2.440488097619524233e+00,2.849361663377236482e+02,7.497573853330457894e+01,2.548887844934987967e+01,1.628666912785721266e+01,1.664911515111168683e+01
2.450490098019603824e+00,2.848604121443943882e+02,7.513840048396710358e+01,2.560546744225486648e+01,1.623921666326277347e+01,1.611868494035402932e+01
2.460492098419683860e+00,2.847846202466952263e+02,7.530058814738899287e+01,2.572223994757408860e+01,1.619183079470417397e+01,1.588389893300489142e+01
2.470494098819763895e+00,2.847087914279103416e+02,7.546230219001999728e+01,2.583919517982109326e+01,1.614451185551601853e+01,1.626828029322944857e+01
2.480496099219843931e+00,2.846329264667506322e+02,7.562354328162481920e+01,2.595633235675017403e+01,1.609726017555246358e+01,1.602629934953222701e+01
2.490498099619923966e+00,2.845570261373534890e+02,7.578431209528318391e+01,2.607365069935639212e+01,1.605007608117372442e+01,1.611504777832830371e+01
2.500500100020004002e+00,2.844810912092828517e+02,7.594460930738971172e+01,2.619114943187556577e+01,1.600295989523326412e+01,1.593503820910825652e+01
2.510502100420084037e+00,2.844051224475292656e+02,7.610443559765404586e+01,2.630882778178426662e+01,1.595591193706567168e+01,1.594396386496968709e+01
2.520504100820164073e+00,2.843291206125098256e+02,7.626379164910076724e+01,2.642668497979983400e+01,1.590893252247524181e+01,1.595808709122296776e+01
2.530506101220244108e+00,2.842530864600681753e+02,7.642267814806943704e+01,2.654472025988036066e+01,1.586202196372514805e+01,1.571269138692856870e+01
2.540508101620324144e+00,2.841770207414745073e+02,7.658109578421456831e+01,2.666293285922469281e+01,1.581518056952739215e+01,1.595092848869930435e+01
2.550510102020404180e+00,2.841009242034256204e+02,7.673904525050566861e+01,2.678132201827244074e+01,1.576840864503314599e+01,1.567442862521723690e+01
2.560512102420484215e+00,2.840247975880448621e+02,7.689652724322719735e+01,2.689988698070397177e+01,1.572170649182390534e+01,1.554776906298981132e+01
2.570514102820564251e+00,2.839486416328821861e+02,7.705354246197855161e+01,2.701862699344041729e+01,1.567507440790316053e+01,1.569048089226766152e+01
2.580516103220644286e+00,2.838724570709139812e+02,7.721009160967415141e+01,2.713754130664365860e+01,1.562851268768858226e+01,1.571752094338679129e+01
2.590518103620724322e+00,2.837962446305432991e+02,7.736617539254334019e+01,2.725662917371633398e+01,1.558202162200484509e+01,1.553620575368111645e+01
2.600520104020804357e+00,2.837200050355997405e+02,7.752179452013045591e+01,2.737588985130185293e+01,1.553560149807697677e+01,1.536309754066106414e+01
2.610522104420884393e+00,2.836437390053395120e+02,7.767694970529478837e+01,2.749532259928437128e+01,1.548925259952421030e+01,1.561320971278593639e+01
2.620524104820964428e+00,2.835674472544453124e+02,7.783164166421059349e+01,2.761492668078880541e+01,1.544297520635435284e+01,1.509090944792979805e+01
2.630526105221044464e+00,2.834911304930264464e+02,7.798587111636709324e+01,2.773470136218083226e+01,1.539676959495868402e+01,1.519059676775157719e+01
2.640528105621124499e+00,2.834147894266187109e+02,7.813963878456848988e+01,2.785464591306688931e+01,1.535063603810728416e+01,1.535854061621396127e+01
2.650530106021204535e+00,2.833384247561846223e+02,7.829294539493395177e+01,2.797475960629416747e+01,1.530457480494496458e+01,1.503236292528395168e+01
2.660532106421284571e+00,2.832620371781130189e+02,7.844579167689758492e+01,2.809504171795062177e+01,1.525858616098743781e+01,1.526418501383727211e+01
2.670534106821364606e+00,2.831856273842195719e+02,7.859817836320851825e+01,2.821549152736495714e+01,1.521267036811822138e+01,1.520169774451452938e+01
2.680536107221444198e+00,2.831091960677172779e+02,7.875010617555219028e+01,2.833610831300851274e+01,1.516682768923988256e+01,1.534657564701151600e+01
2.690538107621524233e+00,2.830327439187327627e+02,7.890157583259218654e+01,2.845689135609300990e+01,1.512105838560978910e+01,1.493810031524713011e+01
2.700540108021604269e+00,2.829562716155983821e+02,7.905258807208299743e+01,2.857783994631546065e+01,1.507536270970314618e+01,1.495018140497481696e+01
2.710542108421684304e+00,2.828797798326014004e+02,7.920314363386280831e+01,2.869895337622143217e+01,1.502974091075223129e+01,1.509637724769243050e+01
2.720544108821764340e+00,2.828032692400100245e+02,7.935324325979286186e+01,2.882023094118638085e+01,1.498419323476613485e+01,1.449268051672497393e+01
2.730546109221844375e+00,2.827267405040737458e+02,7.950288769375734432e+01,2.894167193941565586e+01,1.493871992453131092e+01,1.555872838431422878e+01
2.740548109621924411e+00,2.826501942870232824e+02,7.965207768166349922e+01,2.906327567194449557e+01,1.489332121961233391e+01,1.475359107351997956e+01
2.750550110022004446e+00,2.825736312470703524e+02,7.980081397144152788e+01,2.918504144263803468e+01,1.484799735635293771e+01,1.470203034580782564e+01
2.760552110422084482e+00,2.824970520384080714e+02,7.994909731304466050e+01,2.930696855819129354e+01,1.480274856787761095e+01,1.497497407005835335e+01
2.770554110822164517e+00,2.824204573112104981e+02,8.009692845844912767e+01,2.942905632812919237e+01,1.475757508409318675e+01,1.474960871580604937e+01
2.780556111222244553e+00,2.823438477116330318e+02,8.024430816165418889e+01,2.955130406480652994e+01,1.471247713169095661e+01,1.435659140795023880e+01
2.790558111622324589e+00,2.822672238818121286e+02,8.039123717868204722e+01,2.967371108340800845e+01,1.466745493414899570e+01,1.479284041016751772e+01
2.800560112022404624e+00,2.821905864598654716e+02,8.053771626757797719e+01,2.979627670194821931e+01,1.462250871173476519e+01,1.479358427853460611e+01
2.810562112422484660e+00,2.821139360798919142e+02,8.068374618841021118e+01,2.991900024127163960e+01,1.457763868150800235e+01,1.448764942681281376e+01
2.820564112822564695e+00,2.820372733719714233e+02,8.082932770326999616e+01,3.004188102505263913e+01,1.453284505732386123e+01,1.447652498566545631e+01
2.830566113222644731e+00,2.819605989621651929e+02,8.097446157627160801e+01,3.016491837979548762e+01,1.448812804983630009e+01,1.458532496928817856e+01
2.840568113622724766e+00,2.818839134725155304e+02,8.111914857355229458e+01,3.028811163483433688e+01,1.444348786650176208e+01,1.426173181651887134e+01
2.850570114022804802e+00,2.818072175210459704e+02,8.126338946327231838e+01,3.041146012233323148e+01,1.439892471158302456e+01,1.448660242442440627e+01
2.860572114422884837e+00,2.817305117217612178e+02,8.140718501561497078e+01,3.053496317728611587e+01,1.435443878615334334e+01,1.439429848824224223e+01
2.870574114822964873e+00,2.816537966846470340e+02,8.155053600278650094e+01,3.065862013751681303e+01,1.431003028810079059e+01,1.417504376494560780e+01
2.880576115223044908e+00,2.815770730156705781e+02,8.169344319901618690e+01,3.078243034367904585e+01,1.426569941213280579e+01,1.398727903737043654e+01
2.890578115623124944e+00,2.815003413167798954e+02,8.183590738055632130e+01,3.090639313925642995e+01,1.422144634978095290e+01,1.417632518362873562e+01
2.900580116023204980e+00,2.814236021859043717e+02,8.197792932568219726e+01,3.103050787056246662e+01,1.417727128940590120e+01,1.400218683775386808e+01
2.910582116423284571e+00,2.813468562169545635e+02,8.211950981469209410e+01,3.115477388674054637e+01,1.413317441620258919e+01,1.433345646133862239e+01
2.920584116823364607e+00,2.812701039998221972e+02,8.226064962990730578e+01,3.127919053976396668e+01,1.408915591220559982e+01,1.411797298590558469e+01
2.930586117223444642e+00,2.811933461203799993e+02,8.240134955567212671e+01,3.140375718443590003e+01,1.404521595629462460e+01,1.420163286080660470e+01
2.940588117623524678e+00,2.811165831604821506e+02,8.254161037835388015e+01,3.152847317838941521e+01,1.400135472420025806e+01,1.402827911126914984e+01
2.950590118023604713e+00,2.810398156979637179e+02,8.268143288634286137e+01,3.165333788208747734e+01,1.395757238850980997e+01,1.401015261192681649e+01
2.960592118423684749e+00,2.809630443066411658e+02,8.282081787005239448e+01,3.177835065882293364e+01,1.391386911867339649e+01,1.375726933522732054e+01
2.970594118823764784e+00,2.808862695563119587e+02,8.295976612191877564e+01,3.190351087471853475e+01,1.387024508101010412e+01,1.400385456632453263e+01
2.980596119223844820e+00,2.808094920127547880e+02,8.309827843640132983e+01,3.202881789872691343e+01,1.382670043871435794e+01,1.418364009357576272e+01
2.990598119623924855e+00,2.807327122377296291e+02,8.323635560998238248e+01,3.215427110263059518e+01,1.378323535186244087e+01,1.372129784075893255e+01
