E_T,substrate_bound_fraction,v_dim
2.387239247236891071e+00,5.357750392249969185e-01,1.339792689388725477e-01
4.137608857484604385e+00,6.335893385976572034e-01,3.397870718233187426e-01
3.435362995294041433e+00,5.679978408160778480e-01,2.307428777976903711e-01
4.201024308502447902e+00,1.863211850945082904e-01,7.088446719967879395e-02
3.812223270577406620e+00,1.387621721315472623e-01,4.624156065562336215e-02
3.487230249258963077e+00,4.447213918393485010e-01,1.673877329842504702e-01
4.573573119433703482e+00,2.915675066610181609e-01,1.308404382824899792e-01
4.131754952163484873e+00,8.652828023850289707e-01,5.646176287658171145e-01
9.774071691566670328e-01,7.982000389291983300e-01,5.488406430660694446e-02
3.766298947898100380e+00,9.261522010318663511e-01,5.532845327317413853e-01
5.247384832612597139e-01,2.671121229232137906e-01,5.843198327325530364e-03
2.186695577440705751e+00,3.939744768525933472e-01,8.099998193315256778e-02
2.044084247051783709e+00,6.991923530151724631e-01,1.531701362140773237e-01
1.090623660479874690e+00,3.654114430959127802e-01,2.748007792732969079e-02
4.695735032316347812e+00,5.908880732311787565e-01,3.528513339074246802e-01
5.644057239697183315e-01,8.752667700222100944e-01,2.285068313328741940e-02
1.240071334440204509e-01,8.750755616169282325e-01,1.282501641833170940e-03
1.682311937953494096e+00,2.857559321645934958e-01,3.929958028723384150e-02
4.954649119381988598e+00,1.120674755564558533e-01,4.760511603371180012e-02
1.397006129103355532e+00,6.671123519412860414e-01,8.069341106462910029e-02
4.170401901036881576e+00,6.841657067033076745e-01,3.873871939551303267e-01
9.482568214002807805e-01,2.266294532913711857e-01,1.320785556030716970e-02
2.973253938512051331e+00,4.281203653347182558e-01,1.319762317816695896e-01
4.796205742379020975e+00,4.564184343233943508e-01,2.467551780102973380e-01
3.610914849372454771e+00,6.282629529490408871e-01,2.844472751336120653e-01
4.904489078374583144e+00,8.447662331106168265e-01,6.793889570753671725e-01
2.915327580536294594e+00,8.418995115648892913e-01,3.321638466172824877e-01
4.918340062111765221e+00,1.512645138377091136e-01,6.563152260402291271e-02
4.201530455428018840e+00,7.107868775518662030e-01,4.158921203964822122e-01
3.913416307899448832e+00,5.102493712909383916e-01,2.308452840922924354e-01
4.453600445866351620e+00,7.054098521669658339e-01,4.410142205022877238e-01
3.194308434581921929e+00,1.437385430839924483e-01,3.985423841162556019e-02
1.846186277245200236e+00,2.675060069327963586e-01,4.130947234988993633e-02
2.688583956279265941e+00,3.374956579286287894e-01,8.689605305180919670e-02
1.209851938843581554e+00,3.143281000785472790e-01,2.727884088976718566e-02
3.909966207020356688e+00,6.470315951400940069e-01,3.279569124883512932e-01
9.333846579128458609e-01,6.014450315356236754e-01,3.709802007332214935e-02
2.928269950034294578e+00,4.504340902248201162e-01,1.384038759879732128e-01
2.725904754937660268e+00,2.433271969257244371e-01,6.007371759958089752e-02
3.392323737040683795e+00,9.097757328104900676e-01,4.634521891663654913e-01
3.826384333459725617e+00,3.741784847160595229e-01,1.481961879286066430e-01
6.381566417131537827e-01,8.211207435252888542e-01,2.671168934209514415e-02
3.162210712173119553e+00,1.892119898491783359e-01,5.341030267668751830e-02
2.128383824079444597e+00,5.668075749971236421e-01,1.233344719487950714e-01
3.109587034772973269e+00,2.535676479676405859e-01,7.324880618785162278e-02
3.500524261417826910e+00,7.490311522894733676e-01,3.582914577830482727e-01
2.968849970227047219e+00,6.723298147973711947e-01,2.448030232336136924e-01
3.691141776607704816e+00,6.591033930103318283e-02,2.025683737641896173e-02
2.648123760302775409e+00,9.293793712640980864e-01,3.306233399523187400e-01
2.368052264733431667e+00,5.539069836242461742e-01,1.384758932113606955e-01
1.505167440697822601e+00,8.992672294455498205e-01,1.297281206339754578e-01
1.222843182983862187e+00,8.617732265098727584e-01,8.746519974996591618e-02
3.506980319849910543e+00,7.221821795779304054e-01,3.392927155023182095e-01
3.508985628781042809e+00,7.454627183427251502e-01,3.567606405878997466e-01
1.057864313585322291e+00,7.645809437445806322e-01,5.987391036704452912e-02
4.862003341394450118e+00,1.891183013532994339e-01,8.343637852152814560e-02
3.388638823418040680e+00,3.462803212293592559e-01,1.173803797143703198e-01
2.702959003728148790e+00,7.146846528856025671e-01,2.354033486387138718e-01
4.221759222570341308e+00,5.925805455865776894e-01,3.138307554489114248e-01
2.483950123185458825e+00,7.047098039933832880e-02,1.414008876102388138e-02
2.432129863491601540e+00,9.220313414064547075e-01,2.872485646530212877e-01
1.365544560379930772e+00,9.499252599928363905e-01,1.174106598308276433e-01
8.650638588143925167e-01,1.610979778374316274e-01,7.999848509141378738e-03
3.586940836516495867e+00,4.641873763785253071e-01,1.831803238523419253e-01
4.236143744371308806e+00,1.727354353402088816e-01,6.563711445787102916e-02
3.421214012670199534e+00,4.225530783813989388e-01,1.530312086714336051e-01
1.907225431810156024e+00,6.987786435251839290e-01,1.380759067795826189e-01
2.921038246973355790e+00,1.991480031103412540e-01,5.178705246118055910e-02
2.860721121002550937e+00,8.823779169820473722e-01,3.456736430702584406e-01
4.689173809024040906e+00,1.669180826856514754e-01,6.991175598946168523e-02
1.999603638582877707e+00,7.322842629592122288e-01,1.575005882219670250e-01
9.074349951234172984e-01,8.108551999289297374e-01,4.911885669759197270e-02
4.396971177312153145e+00,5.038957003508958143e-01,2.584953191205657808e-01
4.484169634745655664e+00,7.919550519981770620e-01,5.409538922196142074e-01
3.365014155092870274e-01,8.569764643795646508e-01,8.567372301424021341e-03
1.071297751113463592e+00,3.498968551907777336e-01,2.548138965652763099e-02
3.217789902637353538e+00,6.802113831816319900e-01,2.768808679743289258e-01
3.965341262610706075e+00,5.742223246473348031e-01,2.782377182260075688e-01
3.072793283028697253e+00,2.677893798681532100e-01,7.704076201664986079e-02
1.038787061020135294e+00,2.267197466333793487e-01,1.521426280604727156e-02
6.764437187847756050e-01,9.175366225893971661e-01,3.330552659076691652e-02
2.579265906919399498e+00,1.124819814902617149e-01,2.412200298654678873e-02
4.096000992629155846e+00,4.296726782025620528e-01,1.915532529398173700e-01
1.163629187253418351e+00,7.707012264816863745e-01,7.090839830948235389e-02
4.681502048766397750e-01,7.998665049373443470e-01,1.478181969269091144e-02
2.800120479387193217e+00,5.488415099906118755e-01,1.704058577200759372e-01
1.039904025862747883e+00,8.549043393697999260e-01,6.582993190048268273e-02
4.303762303729209981e-01,5.245188479697702189e-01,8.199150807858502851e-03
3.888996530402214713e+00,3.188999115705757337e-01,1.232950142646630776e-01
4.124010369781820451e+00,8.721287156891041059e-01,5.705818112549236876e-01
2.051844200381353289e+00,5.339254936425350540e-01,1.085632362106138671e-01
1.540974164824593817e+00,3.100545199945813901e-01,3.816940742768534095e-02
1.457892358241093200e+00,5.972184815473250419e-01,7.555735678378415476e-02
1.868759986558919284e+00,1.505757106284369151e-01,2.233444804492899782e-02
2.926847451269684264e+00,3.971515726958418924e-01,1.176570734680663644e-01
2.686318382751139211e+00,2.050424642189144220e-01,4.863014327049215019e-02
1.841210987746212169e+00,5.095581267696179806e-01,8.795836750050635422e-02
3.223362798267089158e+00,3.826495457673560474e-01,1.257111515452684347e-01
3.411260465542554243e+00,3.372368487383305413e-01,1.144345335869263319e-01
2.835566845077668319e+00,7.354896412661783567e-02,1.715598473994293244e-02
1.997745083754182582e+00,2.355190450656716172e-01,3.965112542457104733e-02
3.157123631501758343e+00,2.950844788216757664e-01,8.913526592628891188e-02
3.000323637749141792e+00,5.051495653555793108e-01,1.660368821887058255e-01
1.767586901165265401e+00,7.055860847493061749e-01,1.246149218791271496e-01
1.585684962054801916e+00,8.997612869940915248e-01,1.413896381626863485e-01
2.774169507194504281e+00,5.172056460077543161e-01,1.554040142147760650e-01
3.100474521109068959e+00,3.670558114389897986e-01,1.140338409606077574e-01
3.092912350716863212e+00,3.485396390952700263e-01,1.066197280103216710e-01
1.975906243599489187e+00,5.354588304913675961e-02,8.125362522413987626e-03
2.872292145359650828e+00,6.512024688366166991e-01,2.237377493198426381e-01
4.930271212462454145e+00,4.870960219361104571e-01,2.787176338913839868e-01
2.197320143315363516e+00,9.766708877001506472e-02,1.722651800538534811e-02
4.230772101490954284e+00,5.392801919874763428e-01,2.732467292869057984e-01
4.984860874040890066e-01,9.413958685559932205e-01,1.960971442476471330e-02
4.388618443139662872e+00,1.659714913545125292e-01,6.504052061483633906e-02
4.714360162096443041e+00,5.085905094353894151e-01,2.827835098124133473e-01
1.383133677684292628e+00,6.194024368236427103e-01,7.271741521374049111e-02
1.592969367937442093e-01,2.016199483066221931e-01,4.784758669601154213e-04
2.466741225825616723e+00,6.811846343677593896e-02,1.354212500047237422e-02
9.952900625451619465e-01,2.577622817888974849e-01,1.633047070173113471e-02
4.860993145997812626e+00,3.456306245893865925e-01,1.723872795716610840e-01
4.498722332075987040e+00,1.293421598154224916e-01,5.062151489314406505e-02
4.807257941058331596e+00,3.621265112292820221e-01,1.810260952888113894e-01
3.058961322929688809e+00,3.042712081727630968e-01,8.921005932687417483e-02
2.624285797822946353e+00,6.551436863173934477e-02,1.395382153315180736e-02
4.180317461963131365e+00,1.609813323283229014e-01,5.985633384080440988e-02
3.296509931876203670e+00,4.630568505896503484e-01,1.654509650583516067e-01
1.317932614199501140e+00,8.502514055394895243e-01,9.762876597655398281e-02
4.678001587463525013e+00,3.263916636188794462e-01,1.540880465865934468e-01
2.254527304831103862e+00,8.996863303477121709e-01,2.475398438158212810e-01
3.890425518715565634e+00,7.928018858405303515e-01,4.509509195771563284e-01
2.554595989243585219e+00,7.545316627513140029e-01,2.348136907714617194e-01
9.984455912151251056e-01,7.203933236900630366e-01,5.079845886962154611e-02
1.550041550346125341e+00,8.455330324590730751e-01,1.266064826918054109e-01
2.914612767133804461e+00,5.288766656871875249e-02,1.256211740983999639e-02
8.007102128949745712e-01,3.965984879364918281e-01,1.823778941628640196e-02
1.673155072207450633e-01,8.175830313700069851e-01,2.145931181949773617e-03
2.226066999314664230e+00,9.373943186561604080e-01,2.556548907723846242e-01
3.834766142110176634e+00,7.525238519461123765e-01,4.066182704342662380e-01
3.109370641340151398e+00,4.554550867053722696e-01,1.509823199675222882e-01
1.688317241456142703e+00,2.517952635967484754e-01,3.427311401777371341e-02
3.614480602547917254e+00,2.502466705996388985e-01,8.510179133691135600e-02
2.474121702238379239e+00,7.150289843888366081e-02,1.429016556768693963e-02
4.997556626059432183e+00,5.058704375839637724e-01,2.987723650750014892e-01
3.902555096979424931e+00,1.664396842221344541e-01,5.790116846246813609e-02
4.170094062231619603e+00,7.361039131057538487e-01,4.363960556217563180e-01
1.371789640080012918e+00,8.664828636263500750e-01,1.066301771230421802e-01
8.462453179591883368e-01,9.440633355636367519e-01,5.114420311853835888e-02
1.076589154624300271e+00,6.324611706284106738e-01,4.977263314364492597e-02
2.218098325296703699e+00,1.767628536143121265e-01,3.287541891858759141e-02
2.609530686142412126e+00,7.415921149803346157e-01,2.361891677678262802e-01
1.053585803887949091e+00,7.825712732077679812e-01,6.103149982584228639e-02
3.921729377844050290e+00,3.076394978963423177e-01,1.190114845909893138e-01
4.355312656644425573e+00,3.464891560356572753e-01,1.543376481045986848e-01
1.648424430225180259e+00,6.972369133506245431e-01,1.102984366243974501e-01
2.589514564105821037e+00,7.358785876099684931e-01,2.310856253952994488e-01
3.012435552312518805e+00,2.162516493507110060e-01,5.884735611067148930e-02
3.639653052262506350e+00,1.464563328574652878e-01,4.674948514643158248e-02
8.226150268802463472e-01,6.722323768505313879e-01,3.379350211425782152e-02
1.476268200875466619e+00,3.154851886966584251e-01,3.663439327098301501e-02
3.680459379706173983e+00,7.789266624385033921e-01,4.072902599498233189e-01
2.884142340033870600e+00,8.868729369727304523e-02,2.126607758863090919e-02
4.509734387850847348e+00,2.982981035746618548e-01,1.326418242959511995e-01
2.294505973744842997e+00,7.010473173682898462e-01,1.818622668369598294e-01
2.092402940665855304e+00,9.061378033578586233e-02,1.501464984027540278e-02
1.601885365900440839e+00,1.963744732080088540e-01,2.430797406188124621e-02
1.233725606008253095e+00,4.359432082926066321e-01,4.050020036996157535e-02
3.288755040340651803e+00,1.949790915753242537e-01,5.766787311843003805e-02
1.396961408931208126e+00,4.774868517339488916e-01,5.433095139248216021e-02
4.325150051150932207e+00,5.432319262817437711e-01,2.831755429469675067e-01
1.426177138695330804e+00,8.667487330815604185e-02,8.768187342221378175e-03
3.399462193003224275e+00,2.363178868301165914e-01,7.448246577459084750e-02
2.884102295318486942e+00,3.916564242482430402e-01,1.135893247558441010e-01
3.179448109606651141e+00,1.796131561339687488e-01,5.069130153482934165e-02
4.487542200596006836e+00,1.314078662405586129e-01,5.137814434202619962e-02
9.329434122001226681e-01,5.610736851378345103e-01,3.432569693972675057e-02
8.340961747897642775e-01,6.356792422807425735e-01,3.256681842036140972e-02
6.973208845430006741e-01,1.246449652883449555e-01,4.339876741167413357e-03
4.745512024992631916e-01,7.032089972637345365e-01,1.327172304818376863e-02
2.717732015658329114e+00,1.227837316317553773e-01,2.810995885862940802e-02
9.120826445661337489e-01,1.266221580464017282e-01,6.773823564309020516e-03
4.055122857458100860e+00,6.306143077536725539e-01,3.293128531511207990e-01
2.107915996797125602e-01,9.448372359414786148e-01,3.876483166429529458e-03
1.935574161500802859e+00,6.618127343113171523e-01,1.315789078261780931e-01
2.418699459803987484e+00,1.495319961341455284e-01,3.038936986640843052e-02
1.160988673316440067e+00,4.613217976364586415e-01,3.929431777338026482e-02
1.843940475634723741e+00,2.761293950095503602e-01,4.274917935111399031e-02
1.191678034089415528e+00,3.012890109298930197e-01,2.545384547339832326e-02
1.480957721040156327e+00,6.752788558553514120e-01,8.977071092446121947e-02
4.641668197570099075e+00,4.904742929004199392e-01,2.638434976821337763e-01
2.144159294918147829e+00,6.728636342306716367e-01,1.561118061784598499e-01
1.990738212177528332e+00,5.403677593095005394e-01,1.056752153126943872e-01
3.094754816927454133e+00,2.342963453281309005e-01,6.647939505493896672e-02
3.354295098067677561e+00,6.448105539611481696e-01,2.696979122690060238e-01
3.335355070145655354e+00,8.317182371694294973e-01,3.948704301927465354e-01
5.153189393976680410e-01,1.431072982537313631e-01,2.991616078064766350e-03
2.951322637269977456e+00,7.445266215059395121e-01,2.820613146866679521e-01
3.706025639500080793e+00,7.662332386880490454e-01,4.003682229261649739e-01
3.998284994102903056e+00,6.656108538017900811e-01,3.522377666508856309e-01
2.983817834502827893e+00,6.257465992690026679e-01,2.221468695678434080e-01
7.398079853493336744e-01,5.125720784525756857e-01,2.099956711820200397e-02
5.103275870942171055e-01,6.002963619537585727e-01,1.286086830972095994e-02
1.682963096218507815e+00,3.606314481551163298e-01,5.130070497941000701e-02
4.645038166383217870e+00,9.346185218899840663e-01,7.536000373135743891e-01
2.415825891284063776e+00,7.289247257273252512e-01,2.065657007733368300e-01
