T,C_S,k
3.824001807649919442e+02,6.660109685197492801e-01,1.150400707691376212e+01
3.680686325570212603e+02,5.967754986391933247e-01,5.913251922922126980e+00
3.836943736429070668e+02,1.938945842664254182e-01,9.655368564188890446e+01
3.757596585832123992e+02,1.436934039166332389e-01,9.482055004537136256e+01
3.691271479440604821e+02,4.666503580526456529e-01,9.792579646362597146e+00
3.912974106006878401e+02,3.049879236977413588e-01,7.263922381788579230e+01
3.822807133094588607e+02,9.105762914064194913e-01,6.436253557613059506e+00
3.179062687582993476e+02,8.397667077585982964e-01,8.117827601083450750e-02
3.748224275081244627e+02,9.748273233114145286e-01,3.636122843876042232e+00
3.086681323114542579e+02,2.791739075300589956e-01,2.652252879606955549e-01
3.425856240294021404e+02,4.130841700110707282e-01,2.050634090134331178e+00
3.396751887153425287e+02,7.352585948493487455e-01,5.828423090080688818e-01
3.202168093975484453e+02,3.829343010456857654e-01,4.140451795805051294e-01
3.937905108635989109e+02,6.209374106329109688e-01,2.474818900852852011e+01
3.094776678361167228e+02,9.211149239123329613e-01,3.276762164481606537e-02
3.004899414988575472e+02,9.209130928178687059e-01,1.434095311248299691e-02
3.322920803663978404e+02,2.988534839515153974e-01,1.668689484256943301e+00
3.990744718241222131e+02,1.155156686429256174e-01,4.278439403188970118e+02
3.264695128388439684e+02,7.013963714935796956e-01,2.300810378784045040e-01
3.830694265517731196e+02,7.193971348534914378e-01,1.039601969560327355e+01
3.173113637020465490e+02,2.364422006964473633e-01,7.422230538230414343e-01
3.586378354798377472e+02,4.491270522977581781e-01,5.358066297856230342e+00
3.958409335179392201e+02,4.789972362302496456e-01,4.360438681118074555e+01
3.716513234565807124e+02,6.603886725573209215e-01,6.147606105078446959e+00
3.980507975178486504e+02,8.889199127278734069e-01,1.625531909674162989e+01
3.574556649089039411e+02,8.858939288740498297e-01,1.437984314699714217e+00
3.983334706553421256e+02,1.568903201620262811e-01,2.804228358260258460e+02
3.837047031720003929e+02,7.474972596380810019e-01,1.005635030889421166e+01
3.778248226101928253e+02,5.358187808071016578e-01,1.299528823641322184e+01
3.888489886911499980e+02,7.418215106206861309e-01,1.366475916987251438e+01
3.631491517261616764e+02,1.489462399219920463e-01,4.253559006166015166e+01
3.356364546376571525e+02,2.795896739846184254e-01,2.407414877732237279e+00
3.528282440056992755e+02,3.534676389246637629e-01,5.512450456223619177e+00
3.226500395682363660e+02,3.290129945273554957e-01,6.595811206315399522e-01
3.777544123881705218e+02,6.802000170923215849e-01,8.427905367402875214e+00
3.170078501614866582e+02,6.320808666209360993e-01,1.277680741211870974e-01
3.577197948986590745e+02,4.726804285706434627e-01,4.607186175479559331e+00
3.535898929579114451e+02,2.540675967549313463e-01,1.009102987979928123e+01
3.671902803477690327e+02,9.575410512999618096e-01,2.341971608989388720e+00
3.760486598665249858e+02,3.921884005336184198e-01,2.015275480859835611e+01
3.109827886063908977e+02,8.639607848322493622e-01,4.227674831845248948e-02
3.624940961667983288e+02,1.969459892852438165e-01,2.696367755450910764e+01
3.413955882465192531e+02,5.955191069414083049e-01,9.752743652090397619e-01
3.614201435667953888e+02,2.648769617436206314e-01,1.575151040196207219e+01
3.693984543146495412e+02,7.878662163055552003e-01,3.868270567040573926e+00
3.585479585760621717e+02,7.069036933972251413e-01,2.350775566040978592e+00
3.732886076858715114e+02,6.679424703997947910e-02,2.090677114663273528e+02
3.520025257204648028e+02,9.782337807787702122e-01,8.243139521652721458e-01
3.462867809129271564e+02,5.819018160478154345e-01,1.447185023706092588e+00
3.286768865448535166e+02,9.464487421925248389e-01,1.564502140622520410e-01
3.229151669996706460e+02,9.068717390937546252e-01,1.065993259976192181e-01
3.695302106091818359e+02,7.595256339989265859e-01,4.172895917402861699e+00
3.695711352812457449e+02,7.840995360284320759e-01,3.944943821403847029e+00
3.195482512976596468e+02,8.042798850637240538e-01,1.010844191211509729e-01
3.971837416611111848e+02,1.968470958729271747e-01,1.931901255082150328e+02
3.671150780289395925e+02,3.627403390754347368e-01,1.336469623174866328e+01
3.531216123209826492e+02,7.516115780459138307e-01,1.456642734560967156e+00
3.841175351544967498e+02,6.227239092302764289e-01,1.433845645414845116e+01
3.486520433303155073e+02,7.160825708819044955e-02,4.392778800717983501e+01
3.475944870100327080e+02,9.704775270401466702e-01,6.149512503479050984e-01
3.258274400077536939e+02,9.999211077702162553e-01,1.122878388001323641e-01
3.156135481390692235e+02,1.672700877172889344e-01,1.124804207637866149e+00
3.711620578880917378e+02,4.871977861773322815e-01,1.029115039941373233e+01
3.844110968239042450e+02,1.795540706368871642e-01,1.123467312521535462e+02
3.677798778095959165e+02,4.432504716248100163e-01,9.854998052472808467e+00
3.368821516695950322e+02,7.348219014988053299e-01,4.737113969285958182e-01
3.575722091219051890e+02,2.074340032831379910e-01,1.815320969840437115e+01
3.563412473673989780e+02,9.286211345921611127e-01,1.221739028255834469e+00
3.936566083474293691e+02,1.734135317237432417e-01,1.929853781130678101e+02
3.387674211955689429e+02,7.701889442347240600e-01,4.998092879839484692e-01
3.164782652066003266e+02,8.531249332583147327e-01,6.979538357688798433e-02
3.876932893329010881e+02,5.291121281481677707e-01,2.346563928181070580e+01
3.894728496886868356e+02,8.331747771091869703e-01,1.144180556997355680e+01
3.048265595001895463e+02,9.018084901784293450e-01,2.237139279868946215e-02
3.198224030839482452e+02,3.665577915902653583e-01,4.327348540398311960e-01
3.636283653599459740e+02,7.152231266917227215e-01,3.206446124488806060e+00
3.788845155634837738e+02,6.033457871277423390e-01,1.119238470654182649e+01
3.606692506740550357e+02,2.798887898608284353e-01,1.371371536115073830e+01
3.191589196126558363e+02,2.365375103352337638e-01,8.657353536472610633e-01
3.117641575262198899e+02,9.657331016221415432e-01,3.669163160672399282e-02
3.505972634065183797e+02,1.159532026841651464e-01,2.697591507982661341e+01
3.815510406659011551e+02,4.507656047693711088e-01,2.188876541010616350e+01
3.217067181072126232e+02,8.107401835084467878e-01,1.191594229032388180e-01
3.075132694872783645e+02,8.415257552116413020e-01,3.257508135823771606e-02
3.551044995793304793e+02,5.765549272123126068e-01,2.709251619589728488e+00
3.191817148135254456e+02,8.996212471125666355e-01,7.939265594825738181e-02
3.067423720484269438e+02,5.508810061903129940e-01,6.678807359056437853e-02
3.773264598041268414e+02,3.338387955467188584e-01,2.852384108679813224e+01
3.821226606077922270e+02,9.178025332273876957e-01,6.284223070741209227e+00
3.398335551098235214e+02,5.608102432893425915e-01,9.701013060267943411e-01
3.294076360168284623e+02,3.245019933276137025e-01,1.159082052929981010e+00
3.277120889436957896e+02,6.276195082999542763e-01,3.120394838284388794e-01
3.360971425828350903e+02,1.561632501077945268e-01,6.333318471448343701e+00
3.576907643116261966e+02,4.164377711789442604e-01,5.747228650871662126e+00
3.527820078112477518e+02,2.136559344532985572e-01,1.262635770578851790e+01
3.355349181172696262e+02,5.350891338123746621e-01,7.661900406006012521e-01
3.637420979238181644e+02,4.011300760877647420e-01,9.087697418141653216e+00
3.675767441947459702e+02,3.531944514460155782e-01,1.439282144384342388e+01
3.558278947975034043e+02,7.485723991142993750e-02,6.610386394001037047e+01
3.387294915051874113e+02,2.458256586804311583e-01,3.752180816860210211e+00
3.623902781939134456e+02,3.087002832006577879e-01,1.301824999825560525e+01
3.591902783214110286e+02,5.304356523197781836e-01,4.133536731144435983e+00
3.340323857380666368e+02,7.420075339020454352e-01,3.747331546675218839e-01
3.303201012664245013e+02,9.469702473826522304e-01,1.778888379720294233e-01
3.545748879019286619e+02,5.431615152304073435e-01,2.911542594706277853e+00
3.612341739001850556e+02,3.846700231856003960e-01,8.316763623487672064e+00
3.610798438921808611e+02,3.651251746005628185e-01,9.006771899318183117e+00
3.382838008897854820e+02,5.374287655186657520e-02,3.022681574354897549e+01
3.565773907216255338e+02,6.846026059942065256e-01,2.186613420053589607e+00
3.985769635196419358e+02,5.113791342658944306e-01,4.502599442738033275e+01
3.428024519043951841e+02,1.003152603683492294e-01,1.930861968199678458e+01
3.843014714589990604e+02,5.664624248756694458e-01,1.716287895545987041e+01
3.081323691306956789e+02,9.909178612535484154e-01,2.528532658447082276e-02
3.875228253701972108e+02,1.724143519853187922e-01,1.409209891614402750e+02
3.941706155529886360e+02,5.340677599595777814e-01,3.298251680824549936e+01
3.261864015853937531e+02,6.510359055360673830e-01,2.581952300342243434e-01
3.012101415672192957e+02,2.100432787681012214e-01,2.161345377573392346e-01
3.483008413433799433e+02,6.912504473881905809e-02,4.474197473784445123e+01
3.182712257662278148e+02,2.693046307771695957e-01,6.469137257620716230e-01
3.971631254285267687e+02,3.620545481776858421e-01,7.504465006411840022e+01
3.897698435117548570e+02,1.337500575829459748e-01,2.239499241409728256e+02
3.960664885930271453e+02,3.794668729642421412e-01,6.551945521835115471e+01
3.603869657740752928e+02,3.183973864045833158e-01,1.086607223119665377e+01
3.515160366902642295e+02,6.637627800016931978e-02,5.777528820469370174e+01
3.832717849380230746e+02,1.671469619021186126e-01,1.169146020493571569e+02
3.652348965689021156e+02,4.860044534001864980e-01,7.139890603815891801e+00
3.248557676367245222e+02,8.947098169583500571e-01,1.280946336303733502e-01
3.934286038257862401e+02,3.417467560421505457e-01,6.769243265024994116e+01
3.439699449965531244e+02,9.468911264781407766e-01,4.970643055877687067e-01
3.773556228309299172e+02,8.340686572761154549e-01,5.661739246913824353e+00
3.500937956988486803e+02,7.936723106819425499e-01,1.068271071412252304e+00
3.183356243105127419e+02,7.576373972283999558e-01,1.020963541360116744e-01
3.295926847009413336e+02,8.897293120401328359e-01,1.889788467374564629e-01
3.574410768802817415e+02,5.304809248920312748e-02,1.062747025454817731e+02
3.143002084264280711e+02,4.158539594885191648e-01,2.167894761375990520e-01
3.013737858616478320e+02,8.602265331127852965e-01,1.773472743222798825e-02
3.433891224349931690e+02,9.866940030259471195e-01,4.409754615160429436e-01
3.762197171859219793e+02,7.915529548320074937e-01,5.825139530198502946e+00
3.614157273742887924e+02,4.779803693001152265e-01,5.755384641463004769e+00
3.324146375807375762e+02,2.630061115743456135e-01,2.089342689943148201e+00
3.717240939295493263e+02,2.613714856329522052e-01,3.051680985030708726e+01
3.484514633109873216e+02,7.269750390771054227e-02,4.258241738563989287e+01
3.999501352257026952e+02,5.311965730052951029e-01,4.530123635174170005e+01
3.776031652444780775e+02,1.729085555678085973e-01,8.108313054259953390e+01
3.830631441271759172e+02,7.742207971671846156e-01,9.086715920796805790e+00
3.259548906138778079e+02,9.118430227167029223e-01,1.350663392860863288e-01
3.152294962848814066e+02,9.937335208727277047e-01,4.699286956853195724e-02
3.199303909106999981e+02,6.648201245522114000e-01,1.488515285934293442e-01
3.432264964346265970e+02,1.838052343706628178e-01,8.267262182142181004e+00
3.512149119620900137e+02,7.800138991459087956e-01,1.192612927405753975e+00
3.194609347732234710e+02,8.232696772748662184e-01,9.604715248790331172e-02
3.779944770988581695e+02,3.219528033350280150e-01,3.150197904080614464e+01
3.868431154417229436e+02,3.629607758154160257e-01,4.275261132349773874e+01
3.316004985760241084e+02,7.331945196478815152e-01,3.176343392642044239e-01
3.508064196756290016e+02,7.739829535883001599e-01,1.176176821172072451e+00
3.594374602512758656e+02,2.254878520924171736e-01,1.796360692597682629e+01
3.722378173931123797e+02,1.518150180162133600e-01,7.162047938793247681e+01
3.147472454465356577e+02,7.068008422311164995e-01,8.557570415439229305e-02
3.280871061403156546e+02,3.302343658464728104e-01,1.013800329366697950e+00
3.730705995858402844e+02,8.194225881295313929e-01,4.514168299341299040e+00
3.568192314292626861e+02,9.083658779156600360e-02,5.564637613687040130e+01
3.899945793438948272e+02,3.120924426621430881e-01,6.521434239563919277e+01
3.447858361988743354e+02,7.372166127776392797e-01,8.417721320853009948e-01
3.406612845033848203e+02,9.287010146555174650e-02,1.841100637101812865e+01
3.306507217530702292e+02,2.045063883862315857e-01,2.755430686825441455e+00
3.231372572654745454e+02,4.573844976421959085e-01,3.838210962675426829e-01
3.650766334763398504e+02,2.030334855517311743e-01,3.024292275595635715e+01
3.264686001822695403e+02,5.012361212747238337e-01,4.259785856849143681e-01
3.862275520643047457e+02,5.706336999640628793e-01,1.890296224030944927e+01
3.270648395652108320e+02,8.871236626972026085e-02,7.175585055495679931e+00
3.673359631225147837e+02,2.466688805429008702e-01,2.562776733223618919e+01
3.568184141901732005e+02,4.106373367064787838e-01,5.558828915399600668e+00
3.628458797878908513e+02,1.868138870303003574e-01,2.988038763989285229e+01
3.895416775631837822e+02,1.359305254761452031e-01,2.167032026826586559e+02
3.169988451469412780e+02,5.894666676454920484e-01,1.451901695480238841e-01
3.149815545875462135e+02,6.682169779630060535e-01,9.692502580097055176e-02
3.121902221335306535e+02,1.287919078043641141e-01,1.252960308770403985e+00
3.076439020918217011e+02,7.394983860006086873e-01,4.201206372291839408e-02
3.534231023603740596e+02,1.268272722779640038e-01,2.871558606344418152e+01
3.165731151952272171e+02,1.308789446045351690e-01,1.775821682474013619e+00
3.807167930093489758e+02,6.628706581844321377e-01,1.051905077461824334e+01
3.022610530546880341e+02,9.945504157160052205e-01,1.464240136895401077e-02
3.374606971734857552e+02,6.958023306619459669e-01,5.474244268416942338e-01
3.473203971388568903e+02,1.550615514749313917e-01,1.425332503857616295e+01
3.216528300676824301e+02,4.841730086162619462e-01,3.067370607165565977e-01
3.355906219517290765e+02,2.886921391767476308e-01,2.273023131546614284e+00
3.222791435528451984e+02,3.152495115371093393e-01,6.889090305095177946e-01
3.281828106334725703e+02,7.100165700695376669e-01,2.578412920685646537e-01
3.926871060728591374e+02,5.149450869504432760e-01,3.243416469744258990e+01
3.417175366309826359e+02,7.074671694657090892e-01,7.274472269636209631e-01
3.385864941260720116e+02,5.676104126044728693e-01,8.653399832483094078e-01
3.611174452434174214e+02,2.445350311796937459e-01,1.758193940544285283e+01
3.664141856748505575e+02,6.778555847367675469e-01,4.226972406547343297e+00
3.660276544927684768e+02,8.751470281232867077e-01,2.573558721135540850e+00
3.084758967224013873e+02,1.482799259344942111e-01,7.307157466856236683e-01
3.581902579034689325e+02,7.831114338118250195e-01,1.900051303666126623e+00
3.735923599897975578e+02,8.060239741707184713e-01,4.804671492829452717e+00
3.795568366143449452e+02,6.998114567907784966e-01,8.904643312117645593e+00
3.588534251939352657e+02,6.577325214506140050e-01,2.738010020475753592e+00
3.130573058234558061e+02,5.382705272554966225e-01,1.221658500329505792e-01
3.083740323896778932e+02,6.308683820623007810e-01,6.029556599160899866e-02
3.323053693105817956e+02,3.778887508304005771e-01,1.113737215601990682e+00
3.927558809465962781e+02,9.837639953283165983e-01,1.010206660336298690e+01
3.472617528833482652e+02,7.666427660455100712e-01,9.339015586442790395e-01
