d,I1,I2,theta_tilt,F
2.783614372450372507e-02,1.641737044343039287e+01,7.849206873420322950e+01,4.970192015801581653e-01,4.967109572275732812e-03
4.053495796069417345e-02,8.361837106877847248e+01,3.734131599483306019e+01,3.701727620510693595e-01,6.432080315278351779e-03
9.173546398552135175e-03,9.813353840731477362e+01,2.528316791572884270e+01,7.279821211641740453e-02,4.820147913189715139e-02
3.104413264955761809e-02,7.116305929587221613e+01,8.556377789863550731e+01,4.666909495293354304e-01,1.999418049956032048e-02
1.387557262831408574e-02,4.433109176760173398e+01,3.226431466056832420e+01,4.976308176918355919e-01,1.439385004406945091e-02
4.136615383161056786e-02,7.687836505544903787e+01,2.767420243351551790e+01,3.718635864526675383e-01,4.207478072007465701e-03
2.699807162581669903e-02,9.972230071548193564e+01,3.978717882045233978e+01,6.377344506818649617e-03,1.745009608195655093e-02
4.949129000155189084e-02,5.244812812124548884e+01,2.161711933668338048e+01,4.605854656418413295e-01,1.528270218108457052e-03
1.323244961040734302e-02,1.864257663254309705e+01,8.869304615421710025e+01,4.653961932186385098e-01,2.343351405513272034e-02
4.833586130559203164e-02,6.327954206527572723e+01,5.185134759097056190e+01,6.047076765275782861e-02,5.203734067267546358e-03
4.104126664738740743e-02,8.705192244657158085e+01,2.384694200333398584e+01,4.308800206134763000e-01,4.058276220371443734e-03
2.665672234588709055e-02,7.227468336326990084e+01,5.428841254818510720e+01,4.902512632152802308e-01,1.576669532836596360e-02
4.160903288808360384e-02,8.140972882884450712e+01,4.740805004858363958e+01,1.163985386444983949e-01,8.104913547234079280e-03
3.212820073585023750e-02,5.237089686505908759e+01,5.103166018856413189e+01,1.679546058991547297e-01,8.809589167933932000e-03
3.448044787961211666e-02,7.971988758727238178e+01,1.022597168900674269e+01,4.872067891238068826e-01,2.099824186748712983e-03
4.611608432183250672e-02,6.584624585799748786e+01,3.917651551360366824e+01,6.053422540178399203e-02,4.467692930757590462e-03
7.937168738508113691e-03,2.579112487502457185e+01,8.544546946872360138e+01,2.505938002573419587e-01,8.985653890140124500e-02
4.257446917812802989e-02,8.487951598473716786e+01,5.984990670825267500e+01,1.093785665149838437e-01,1.028960537483289243e-02
2.218166509848074758e-02,4.107723139648531685e+01,7.829371106288181181e+01,3.422347606921547492e-01,1.931496311023316731e-02
1.964955272453170268e-02,7.071871872769503398e+01,5.519075046612188373e+01,1.345878495062305946e-01,2.832445356934106331e-02
4.973120470444929858e-02,4.861168656017756717e+01,2.545488156819635606e+01,4.396923465225034966e-01,1.669668120409506388e-03
4.015357259343702023e-02,9.283631948813365398e+01,1.864714271565707548e+01,3.126593141894347117e-01,3.683849517688786261e-03
2.684908124508145200e-02,4.376880655727920555e+01,3.044591843301708423e+01,4.098172051509301195e-01,5.383863652377865287e-03
2.401827783911515690e-02,2.317353101793863956e+01,7.714088744201065140e+01,2.892423799644985860e-01,9.569920375708158150e-03
4.448880076423082641e-02,4.437980200501493044e+01,5.142265465925648726e+01,2.634554797877867727e-01,4.114160665321295839e-03
8.906669249670236613e-03,2.634196680036597371e+01,3.284618316567483731e+01,1.262296517413777908e-01,1.810964085672658527e-02
3.687884406112397484e-02,8.824005387461828320e+01,2.880898247397378142e+01,2.795620248183517953e-01,6.373208722888915392e-03
4.051195806673157235e-02,4.842804929705788908e+01,8.655653447541578771e+01,1.558784818007555306e-01,9.429863047213949898e-03
4.096383708722516753e-02,5.509359151924063980e+01,7.144651252674792374e+01,3.919117280092778155e-01,8.023468478147435454e-03
1.950290261329243324e-02,8.379504126286990129e+01,1.043745278833536005e+01,2.273348984220384117e-01,5.945074981464690614e-03
4.084876322357246237e-02,9.035521440053854292e+01,9.731323846172900005e+01,2.872724072055030109e-01,1.907830259767191033e-02
1.513977988440493201e-02,7.073804315411740617e+01,7.997333690187751642e+01,9.148049118076040376e-03,6.782420818700425624e-02
2.130385777180561144e-02,6.222581779551249781e+01,8.281293600035540692e+01,3.165541251091443797e-01,3.372727212250340584e-02
2.378516504919709479e-02,6.806797408820010276e+01,1.839446801204967130e+01,3.011043725564033768e-01,6.289357248346064827e-03
2.936344926335740860e-02,8.375967584899709095e+01,6.860699977937170502e+01,8.254148284095258470e-02,2.265506823783919321e-02
1.006761494932507418e-02,4.123796406527888081e+01,4.377633462390665642e+01,2.076175726113465014e-01,3.335813399933426626e-02
2.331265102876877923e-02,8.579841147089895514e+01,4.877504994228083746e+01,4.234497397898892013e-01,2.129176894810599907e-02
5.013531054811531072e-03,9.920394357911611394e+01,4.707567848166933544e+01,3.527135943137753582e-01,2.804296287963276013e-01
3.849713268563296348e-02,4.499222750009533200e+01,4.809398348949483903e+01,2.772122427940409972e-02,5.271849229198263126e-03
4.333441605054156459e-02,8.178033597296125379e+01,1.430621196346062618e+01,1.763980730086939230e-02,2.272556953022661884e-03
1.125192556040889059e-02,8.412882609360492836e+01,2.003360663648065909e+01,1.882581707066122156e-04,2.472107999461649330e-02
3.667035961700590430e-02,5.223602264505532844e+01,8.760952254364458724e+01,3.097947462298527022e-01,1.194685721288779243e-02
4.194963897775874639e-02,8.152572012197121865e+01,1.437688281880049423e+01,5.665207494989948911e-02,2.414618493247773241e-03
4.918227452923072673e-02,1.494832030149117230e+01,7.154857679308099705e+01,4.278686203297726864e-01,1.505444258931107988e-03
4.297057530659270652e-02,1.899330573492207108e+01,9.236502361326797939e+01,4.475435298859218869e-01,3.233697759824268828e-03
2.408479184498057979e-02,1.327739520015535568e+01,6.408599840115309121e+01,2.102288871416949090e-01,4.518269695296647619e-03
4.908599188293454735e-02,8.735687098060101619e+01,4.207953736720724436e+01,3.148324808449932677e-01,5.369355883835089452e-03
4.882929821835598622e-02,4.559770011551658797e+01,2.224226509137285746e+01,7.278433743730056138e-02,1.563495394107000972e-03
2.766546406402605601e-02,7.605515136807336773e+01,8.360045258254088196e+01,1.915829619940001560e-01,2.788036682159131599e-02
3.890509423627573626e-02,3.662938681895879256e+01,4.828539751526986379e+01,4.430772035053808788e-01,3.821617256195992615e-03
4.612269504529233760e-02,8.708031133046482353e+01,5.776733368834239712e+01,2.560645542455511903e-01,8.498158324440370850e-03
2.642661823859389011e-02,3.757386065274545217e+01,5.571309922447696295e+01,1.238583509061385590e-01,9.610553027777898882e-03
4.387038084936882576e-02,7.200210229494771852e+01,8.936970098966521903e+01,3.022333006769423736e-01,1.203942091018878578e-02
3.657058547278427968e-02,9.163314713434785119e+01,7.540424755693634040e+01,1.460513213288431866e-01,1.861656761916157324e-02
1.822659151885509463e-02,4.748008352624165695e+01,6.389082780014805252e+01,2.572319521926224595e-01,2.462959900592973095e-02
3.954435214925631353e-02,8.629985167289484593e+01,9.664278631037772982e+01,4.978925350767231528e-01,1.761904061709507543e-02
3.068081536367746331e-02,7.279411159078250648e+01,8.006884418858864194e+01,4.857754141933081082e-01,1.920174465230304814e-02
9.223031904498781020e-03,1.938857798919490705e+01,3.971877301344518685e+01,1.350451853139697511e-01,1.598716972236265479e-02
2.261211918370989102e-02,4.707969382853427476e+01,4.873372806747056529e+01,4.515586819244991057e-01,1.207174830224708346e-02
8.318345602901266664e-03,8.214695193007234764e+01,5.870428122341058241e+01,1.680597740133787932e-02,1.392560036348111929e-01
2.642751334476480321e-02,9.575806011381556004e+01,7.703012498959066079e+01,2.745531734109004640e-01,3.387381509541803615e-02
2.428428236643157337e-02,3.171180727213825534e+01,5.432630232847298402e+01,8.903964773755429496e-02,9.058701723849205134e-03
2.406818493367013367e-02,3.410908532147340821e+01,8.175439583897491502e+01,3.061179792540416056e-01,1.493938792686925164e-02
3.138351591158530102e-02,1.014216567430519511e+01,2.721483350286050396e+01,1.039894200826770310e-01,9.405115709938052923e-04
1.052107970792330593e-02,7.234187109490518708e+01,8.259748748484680902e+01,3.795242698570013840e-01,1.287854581967302348e-01
4.701960094805792550e-02,6.148650925215525120e+01,7.971100255297815806e+01,2.005600623403456240e-01,8.164258617258083814e-03
3.578227016337649086e-02,7.609877729565056370e+01,4.443934239963731159e+01,3.814372645285045160e-01,8.689219724214811147e-03
4.207016112767472671e-02,1.245268854563125771e+01,2.217759346873644333e+01,4.820335225745165375e-01,5.029056865809070336e-04
4.535605545186920107e-02,6.979633315262991289e+01,7.388694949467438278e+01,1.739049375029662614e-01,9.237863859577623293e-03
3.124940211155641939e-02,7.298997316885677833e+01,7.881307936691604255e+01,3.728456756654187076e-01,1.930671236509154398e-02
6.809819940707032178e-03,9.271463735135763784e+01,3.120213426943772816e+01,4.337735709194647238e-01,8.027136808304247140e-02
3.701690708529911666e-02,1.374683325571577619e+01,6.994310370081234396e+01,3.355061381905620754e-01,2.408151747409635786e-03
3.060616344185112039e-02,6.602906349584766588e+01,6.301859718389761156e+01,1.965517338526571178e-01,1.496540504695125992e-02
4.216807499766796891e-02,9.533246851103760378e+01,6.934494547981122992e+01,2.445888096476251938e-01,1.337988187200731850e-02
2.894722130634548932e-02,6.596719656544541976e+01,6.505205733734156581e+01,6.205509413342619185e-02,1.727675015331995093e-02
4.159598429138866571e-02,3.111640644123364652e+01,3.714117903368748586e+01,2.509964623554817864e-01,2.358910865657955127e-03
4.986546318826213381e-02,4.679210483006813348e+01,8.246318909287285237e+01,1.070941509612173270e-01,5.802503318940542901e-03
2.077496651155496740e-02,7.712352579998720614e+01,5.792491524536160341e+01,3.870122860133523024e-01,2.798539545329464459e-02
1.269596480093033476e-02,8.871597990575240544e+01,6.074899097031314454e+01,3.195131853142233469e-01,7.443956687148847728e-02
2.262536597542563060e-02,5.645079022132327395e+01,9.685207510373192008e+01,7.777520165869483693e-02,3.520743106452375870e-02
3.888724954395544192e-02,6.565058248449406619e+01,3.825265785212538816e+01,2.604915256131252188e-01,5.782081670408194783e-03
2.476530193362379284e-02,9.697523988122469518e+01,2.747281517605283341e+01,3.254536624417669888e-01,1.256567322596002963e-02
3.147710492431467222e-02,6.887505707547784084e+01,3.008486080443346466e+01,4.950049649062982504e-01,6.224507128082287614e-03
1.073113123647519845e-02,5.138411045974313396e+01,4.924493025616828845e+01,1.352496048028661302e-01,4.443791130953483187e-02
3.767555799202911698e-02,1.941788616206553897e+01,1.917440992101410302e+01,2.243370487906093946e-01,9.095614488463726411e-04
1.760370808399247880e-02,7.839834028939365851e+01,4.306325267951154956e+01,6.275492255847336942e-02,2.830010172302555374e-02
1.357779021818082167e-02,9.157548027085772446e+01,4.254470311999720877e+01,1.277992116614543039e-01,4.704593227709480407e-02
4.383274993624376031e-02,4.682684910355362717e+01,2.190113847757587351e+01,3.724084269602864761e-01,1.818529102680673361e-03
3.039857695042673738e-02,3.912762054227079034e+01,4.217778551924129715e+01,1.621895149684232651e-02,6.008353669961142250e-03
2.680245240558126740e-02,2.127031841964766912e+01,5.051519310111982719e+01,2.187169130382695115e-01,4.715744977930318334e-03
4.544706943618180561e-02,4.898923758448088961e+01,1.772632538290089954e+01,3.091415970939256352e-01,1.469406908201242434e-03
8.870559622745117709e-03,9.786184833984889053e+01,7.218086684697775013e+01,2.850402059800666299e-02,2.065289071572427304e-01
3.632695026534017713e-02,6.367342077444241255e+01,7.845289139774648390e+01,2.390886395991997926e-03,1.380617902475997881e-02
1.975920303940711595e-02,4.990785264194579440e+01,5.572808249822754334e+01,2.578781603489246343e-01,1.955138665321814323e-02
1.289343874932864960e-02,1.030286384595913418e+01,7.829342355286425459e+01,4.956303935574779551e-02,1.258026859988297004e-02
3.536593924852755172e-02,5.501211285553541330e+01,4.677793521546763600e+01,1.882513959935289138e-01,7.151572545273886077e-03
2.132698778883212673e-02,3.687160118794697183e+01,3.747229160755192368e+01,3.521485838654309086e-02,8.680384175842473585e-03
1.984531246222711459e-02,2.948211596874911677e+01,2.885484547668092148e+01,2.661236968672991976e-01,5.670174842635967126e-03
4.746549943531345322e-02,4.072137236797397719e+01,3.657499097630999074e+01,2.744449582228430939e-02,2.440426245891027471e-03
1.396842533057687796e-02,8.135566257565923820e+01,3.464392986024355281e+01,2.972439820388883547e-02,3.217064451787466500e-02
2.804781460269807972e-02,6.370319079958207453e+01,9.063270279238788873e+01,1.033194395796797060e-01,2.535296979012808746e-02
6.080594030210717538e-03,3.827436905190259608e+01,6.679301655050130648e+01,4.621736877707272040e-02,1.501279323586805770e-01
1.235156410116302825e-02,8.528817573464482393e+01,9.066926170974672061e+01,4.543688299364597172e-01,1.265939673963701328e-01
4.475384301351029159e-02,5.960402420239199728e+01,1.460666857217979775e+01,3.020485962093926169e-01,1.519729689545511230e-03
4.051613967137043804e-02,6.913908258210722124e+01,8.276385714320632303e+01,5.241706741589391427e-02,1.297107967951666684e-02
3.005759705242956256e-02,4.507681536798499167e+01,1.323889256206302001e+01,3.257566874385360856e-01,2.067735624623308604e-03
1.501040281961121305e-02,8.428919896340974560e+01,3.454028458330514439e+01,4.992449615206727698e-01,2.640978033342506262e-02
3.009864121795879227e-02,5.644001914472967485e+01,5.155447723061102749e+01,4.578712719228230088e-01,9.733029690308142926e-03
5.546593675112565514e-03,4.653318895882962636e+01,9.020766225007942296e+01,3.464667251018689886e-01,4.099426135250413550e-01
3.708471339220643231e-02,4.046932612928469553e+01,1.882770496847035346e+01,2.916461521066550655e-01,1.879823385097701641e-03
3.725378062536777168e-02,7.043129706346216778e+01,7.171491600695452462e+01,3.807169649809559187e-01,1.231367881238308766e-02
3.407202606048596871e-02,9.229257825492368283e+01,6.009653853552183733e+01,4.752232314282087144e-01,1.502268986330155924e-02
3.251024079238405695e-02,9.659974039437196325e+01,4.862967467192078885e+01,1.937370077873261653e-01,1.508067120967825601e-02
8.317239468104189667e-03,3.671902177486021657e+01,3.122167201112139523e+01,3.131594955928850288e-01,2.506836170553554399e-02
1.608826860729390199e-02,6.429878365504073656e+01,4.051929506511506673e+01,1.460051711254954365e-01,2.450027217897609438e-02
3.084701216440693949e-02,2.913597942962798015e+01,4.522882184396718230e+01,2.859184413127365820e-01,4.503924215424260323e-03
2.273840447130039133e-02,9.001124139503873778e+01,9.681928191939020678e+01,4.583225646794933938e-01,5.004717222850636749e-02
4.964104528616503087e-02,9.434142912316931984e+01,1.460076966915354113e+01,3.989728005341831030e-01,1.896898258556169907e-03
4.656854108188316493e-02,6.495964680859779605e+01,9.563677308343127947e+01,2.399852729187093581e-01,1.056088961959677879e-02
1.184035561351416861e-02,8.549729200137690555e+01,3.355378490326243224e+01,2.805955982589817266e-01,3.938381344640719262e-02
3.154822666922888624e-02,1.718622104109217474e+01,1.324414596817244849e+01,1.258613604079428239e-01,7.635439189247651562e-04
3.632967977465555165e-02,7.132737980437201486e+01,5.949274376917895069e+01,2.953596360670496246e-02,1.154226660144986628e-02
1.114445364353987625e-02,7.864157926659575537e+01,7.498528033341756327e+01,1.555103432159111732e-01,1.148800331701131383e-01
1.906680411955270771e-02,9.129313905972028920e+01,6.979780539040375231e+01,1.409080291988353273e-01,5.017822539948387645e-02
3.721630311164724619e-02,8.644176651096569231e+01,9.369032123580518601e+01,3.038027525895623526e-01,2.074401864858812367e-02
