t,N,reproductive_adult_abundance,dN_dt
4.640928185637127612e-01,1.390135042022085372e+02,9.873970329935714574e+01,-5.837939691588337254e+00
4.656931386277255447e-01,1.390040798948428460e+02,9.874997771828527959e+01,-5.939368848363336895e+00
4.672934586917383282e-01,1.389944986805078884e+02,9.876002353716884841e+01,-6.034865466599554473e+00
4.688937787557511672e-01,1.389847696303528153e+02,9.876984081740560839e+01,-6.124709815550139602e+00
4.704940988197639506e-01,1.389749012210517378e+02,9.877942966892781840e+01,-6.209175170308781411e+00
4.720944188837767341e-01,1.389649015914225174e+02,9.878879022670970755e+01,-6.288528123998703201e+00
4.736947389477895731e-01,1.389547785424266806e+02,9.879792265076743263e+01,-6.363028664535848478e+00
4.752950590118023566e-01,1.389445395371695042e+02,9.880682712615914909e+01,-6.432930256371447442e+00
4.768953790758151401e-01,1.389341917008998450e+02,9.881550386298494004e+01,-6.498479926548755614e+00
4.784956991398279791e-01,1.389237418210103954e+02,9.882395309638688730e+01,-6.559918354448503131e+00
4.800960192038407626e-01,1.389131963470373705e+02,9.883217508654898609e+01,-6.617479964634579659e+00
4.816963392678535461e-01,1.389025613906607930e+02,9.884017011869724456e+01,-6.671393022249098692e+00
4.832966593318663850e-01,1.388918427257043504e+02,9.884793850309958430e+01,-6.721879730442367418e+00
4.848969793958791685e-01,1.388810457881353955e+02,9.885548057506593977e+01,-6.769156329357531199e+00
4.864972994598919520e-01,1.388701756760650028e+02,9.886279669494814470e+01,-6.813433196226416300e+00
4.880976195239047910e-01,1.388592371497479121e+02,9.886988724814005991e+01,-6.854914946163068734e+00
4.896979395879175745e-01,1.388482346315825566e+02,9.887675264507744544e+01,-6.893800533277113729e+00
4.912982596519304135e-01,1.388371722061110916e+02,9.888339332123807424e+01,-6.930283351757358545e+00
4.928985797159431970e-01,1.388260536200192803e+02,9.888980973714164691e+01,-6.964551336607627263e+00
4.944988997799559804e-01,1.388148822821366650e+02,9.889600237834983432e+01,-6.996787063744207558e+00
4.960992198439688194e-01,1.388036612634364246e+02,9.890197175546627761e+01,-7.027167849193366678e+00
4.976995399079816029e-01,1.387923932970354599e+02,9.890771840413657401e+01,-7.055865847150547765e+00
4.992998599719943864e-01,1.387810807781943367e+02,9.891324288504826256e+01,-7.083048146691710123e+00
5.009001800360072254e-01,1.387697257643173430e+02,9.891854578393089525e+01,-7.108876866946978623e+00
5.025005001000200089e-01,1.387583299749524031e+02,9.892362771155592327e+01,-7.133509250571997029e+00
5.041008201640327924e-01,1.387468953501769988e+02,9.892848926739095816e+01,-7.157098263399261029e+00
5.057011402280455759e-01,1.387354243302063423e+02,9.893313101328593007e+01,-7.179792944607962468e+00
5.073014602920583593e-01,1.387239179487051501e+02,9.893755359849792796e+01,-7.201736758776611680e+00
5.089017803560712538e-01,1.387123770308612052e+02,9.894175768912903379e+01,-7.223068765555137105e+00
5.105021004200840373e-01,1.387008022478598548e+02,9.894574396473181821e+01,-7.243923752142709560e+00
5.121024204840968208e-01,1.386891941168839821e+02,9.894951311830936902e+01,-7.264432314025651927e+00
5.137027405481096043e-01,1.386775530011139210e+02,9.895306585631527696e+01,-7.284720933376329199e+00
5.153030606121223878e-01,1.386658791097275696e+02,9.895640289865363570e+01,-7.304912055080674982e+00
5.169033806761352823e-01,1.386541724979003902e+02,9.895952497867904185e+01,-7.325124160373466253e+00
5.185037007401480658e-01,1.386424330668052960e+02,9.896243284319659494e+01,-7.345471838073227566e+00
5.201040208041608492e-01,1.386306605636127927e+02,9.896512725246191167e+01,-7.366065853417778975e+00
5.217043408681736327e-01,1.386188545814908366e+02,9.896760898018106900e+01,-7.387013214512373693e+00
5.233046609321864162e-01,1.386070145596049770e+02,9.896987881351071792e+01,-7.408417236410214102e+00
5.249049809961991997e-01,1.385951397831182135e+02,9.897193755305794127e+01,-7.430377602853651453e+00
5.265053010602120942e-01,1.385832293831911386e+02,9.897378601288036748e+01,-7.452990425711356615e+00
5.281056211242248777e-01,1.385712823369818523e+02,9.897542502048612789e+01,-7.476348302152908687e+00
5.297059411882376612e-01,1.385592974676459619e+02,9.897685541683382837e+01,-7.500540369608883040e+00
5.313062612522504446e-01,1.385472734443365823e+02,9.897807805633262035e+01,-7.525652358568606815e+00
5.329065813162632281e-01,1.385352087822043643e+02,9.897909380684211555e+01,-7.551766643273468027e+00
5.345069013802760116e-01,1.385231018423975229e+02,9.897990354967245707e+01,-7.578962290365383936e+00
5.361072214442889061e-01,1.385109508320617238e+02,9.898050817958429093e+01,-7.607315105556725854e+00
5.377075415083016896e-01,1.384987538043402253e+02,9.898090860478875186e+01,-7.636897678387415844e+00
5.393078615723144731e-01,1.384865086583737650e+02,9.898110574694747754e+01,-7.667779425139892524e+00
5.409081816363272566e-01,1.384742131393006446e+02,9.898110054117265122e+01,-7.700026629982859028e+00
5.425085017003400401e-01,1.384618648382566164e+02,9.898089393602688801e+01,-7.733702484417523948e+00
5.441088217643528235e-01,1.384494611923750256e+02,9.898048689352337703e+01,-7.768867125100069160e+00
5.457091418283657180e-01,1.384369995673864651e+02,9.897988038641828723e+01,-7.805577742764519655e+00
5.473094618923785015e-01,1.384244783517421808e+02,9.897907535868924356e+01,-7.843889581955012069e+00
5.489097819563912850e-01,1.384118950350355703e+02,9.897807278406774856e+01,-7.883854287446371956e+00
5.505101020204040685e-01,1.383992466621167239e+02,9.897687365834377715e+01,-7.925520330389045576e+00
5.521104220844168520e-01,1.383865302556069707e+02,9.897547898654892151e+01,-7.968933409844913385e+00
5.537107421484296355e-01,1.383737428158989360e+02,9.897388978295624895e+01,-8.014136482267055328e+00
5.553110622124425300e-01,1.383608813211564268e+02,9.897210707108045824e+01,-8.061169789863605217e+00
5.569113822764553134e-01,1.383479427273145461e+02,9.897013188367775172e+01,-8.110070887919563987e+00
5.585117023404680969e-01,1.383349239680795790e+02,9.896796526274592054e+01,-8.160874671146244097e+00
5.601120224044808804e-01,1.383218219549291348e+02,9.896560825952427365e+01,-8.213613399129588544e+00
5.617123424684936639e-01,1.383086335771120048e+02,9.896306193449370880e+01,-8.268316720944847376e+00
5.633126625325064474e-01,1.382953557016482478e+02,9.896032735737666997e+01,-8.325011699005969490e+00
5.649129825965193419e-01,1.382819851733291898e+02,9.895740560713713307e+01,-8.383722832214736798e+00
5.665133026605321254e-01,1.382685188147173676e+02,9.895429777198066290e+01,-8.444472078473529209e+00
5.681136227245449088e-01,1.382549534261465851e+02,9.895100494935435620e+01,-8.507278876625106179e+00
5.697139427885576923e-01,1.382412857857218569e+02,9.894752824594688434e+01,-8.572160167879006920e+00
5.713142628525704758e-01,1.382275126493194648e+02,9.894386877768845068e+01,-8.639130416783919131e+00
5.729145829165833703e-01,1.382136307505869866e+02,9.894002766975081897e+01,-8.708201631803172305e+00
5.745149029805961538e-01,1.381996368009431251e+02,9.893600605654732760e+01,-8.779383385547628649e+00
5.761152230446089373e-01,1.381855274895779644e+02,9.893180508173284693e+01,-8.852682834720130955e+00
5.777155431086217208e-01,1.381712994834527137e+02,9.892742589820380772e+01,-8.928104739822330771e+00
5.793158631726345043e-01,1.381569494272999066e+02,9.892286966809820115e+01,-9.005651484672966944e+00
5.809161832366472877e-01,1.381424739436232869e+02,9.891813756279557879e+01,-9.085323095785236447e+00
5.825165033006601822e-01,1.381278696326978661e+02,9.891323076291702421e+01,-9.167117261648652260e+00
5.841168233646729657e-01,1.381131330725698945e+02,9.890815045832519559e+01,-9.251029351958932168e+00
5.857171434286857492e-01,1.380982608190568044e+02,9.890289784812431151e+01,-9.337052436836859926e+00
5.873174634926985327e-01,1.380832494057474094e+02,9.889747414066012254e+01,-9.425177306076946593e+00
5.889177835567113162e-01,1.380680953440016197e+02,9.889188055351993967e+01,-9.515392488462216747e+00
5.905181036207240997e-01,1.380527951229506698e+02,9.888611831353264847e+01,-9.607684271182192148e+00
5.921184236847369942e-01,1.380373452094970617e+02,9.888018865676868074e+01,-9.702036719387557184e+00
5.937187437487497776e-01,1.380217421773671163e+02,9.887409282667057653e+01,-9.798431806253924847e+00
5.953190638127625611e-01,1.380059836560402857e+02,9.886783205935745400e+01,-9.896850244233316829e+00
5.969193838767753446e-01,1.379900664533146823e+02,9.886140761022339518e+01,-9.997269899632783563e+00
5.985197039407881281e-01,1.379739871741210777e+02,9.885482074680875542e+01,-1.009966634163175669e+01
6.001200240048009116e-01,1.379577425041808567e+02,9.884807274487799589e+01,-1.020401310521948268e+01
6.017203440688138061e-01,1.379413292100062449e+02,9.884116488841962678e+01,-1.031028171190973097e+01
6.033206641328265896e-01,1.379247441389001096e+02,9.883409846964623569e+01,-1.041844169076808946e+01
6.049209841968393730e-01,1.379079842189561305e+02,9.882687478899444500e+01,-1.052846059977464499e+01
6.065213042608521565e-01,1.378910464590586571e+02,9.881949515512496873e+01,-1.064030404754028325e+01
6.081216243248649400e-01,1.378739279488828231e+02,9.881196088492258411e+01,-1.075393571539545157e+01
6.097219443888777235e-01,1.378566258588944038e+02,9.880427330349610315e+01,-1.086931737986798474e+01
6.113222644528906180e-01,1.378391374403500151e+02,9.879643374417844370e+01,-1.098640893556489040e+01
6.129225845169034015e-01,1.378214600252969717e+02,9.878844354852655840e+01,-1.110516841847300640e+01
6.145229045809161850e-01,1.378035910265732298e+02,9.878030406632147731e+01,-1.122555202969050292e+01
6.161232246449289685e-01,1.377855279378076148e+02,9.877201665556829369e+01,-1.134751415960138665e+01
6.177235447089417519e-01,1.377672683334195938e+02,9.876358268249614980e+01,-1.147100741250317313e+01
6.193238647729546464e-01,1.377488098686193894e+02,9.875500352155826533e+01,-1.159598263169658772e+01
6.209241848369674299e-01,1.377301502794079795e+02,9.874628055543193739e+01,-1.172238892504604912e+01
6.225245049009802134e-01,1.377112873825770123e+02,9.873741517501849785e+01,-1.185017369101734097e+01
6.241248249649929969e-01,1.376922190757088913e+02,9.872840877944338445e+01,-1.197928264519885388e+01
6.257251450290057804e-01,1.376729433371768323e+02,9.871926277605604128e+01,-1.210965984731091005e+01
6.273254650930185639e-01,1.376534582261446644e+02,9.870997858043003248e+01,-1.224124772870738020e+01
6.289257851570314584e-01,1.376337618825670006e+02,9.870055761636295699e+01,-1.237398712037265014e+01
6.305261052210442418e-01,1.376138525271892092e+02,9.869100131587647695e+01,-1.250781728141578064e+01
6.321264252850570253e-01,1.375937284615473288e+02,9.868131111921633192e+01,-1.264267592806311136e+01
6.337267453490698088e-01,1.375733880679681818e+02,9.867148847485231045e+01,-1.277849926315003870e+01
6.353270654130825923e-01,1.375528298095692890e+02,9.866153483947829272e+01,-1.291522200611076876e+01
6.369273854770953758e-01,1.375320522302589268e+02,9.865145167801217951e+01,-1.305277742346536662e+01
6.385277055411082703e-01,1.375110539547360986e+02,9.864124046359599163e+01,-1.319109735980202558e+01
6.401280256051210538e-01,1.374898336884905348e+02,9.863090267759575624e+01,-1.333011226925133386e+01
6.417283456691338372e-01,1.374683902178026926e+02,9.862043980960162060e+01,-1.346975124744955110e+01
6.433286657331466207e-01,1.374467224157101271e+02,9.860985335727377787e+01,-1.360994206902909198e+01
6.449289857971594042e-01,1.374248298232011507e+02,9.859914481279611209e+01,-1.375061171026076146e+01
6.465293058611721877e-01,1.374027119778304780e+02,9.858831568351739350e+01,-1.389168581152652315e+01
6.481296259251850822e-01,1.373803681999189905e+02,9.857736749388797648e+01,-1.403308853386391419e+01
6.497299459891978657e-01,1.373577979506267184e+02,9.856630177531366144e+01,-1.417474289662838771e+01
6.513302660532106492e-01,1.373350008319528115e+02,9.855512006615578002e+01,-1.431657081207351290e+01
6.529305861172234327e-01,1.373119765867355966e+02,9.854382391173110989e+01,-1.445849312037838885e+01
6.545309061812362161e-01,1.372887250986525487e+02,9.853241486431195995e+01,-1.460042962511498388e+01
6.561312262452489996e-01,1.372652463922203481e+02,9.852089448312608511e+01,-1.474229912914730001e+01
6.577315463092618941e-01,1.372415406327946812e+02,9.850926433435678575e+01,-1.488401947095383093e+01
6.593318663732746776e-01,1.372176081265705534e+02,9.849752599114279406e+01,-1.502550756136511900e+01
6.609321864372874611e-01,1.371934493205820331e+02,9.848568103357835923e+01,-1.516667942070644237e+01
6.625325065013002446e-01,1.371690648027023371e+02,9.847373104871321914e+01,-1.530745021633628689e+01
6.641328265653130281e-01,1.371444553016438590e+02,9.846167763055260025e+01,-1.544773430057070307e+01
6.657331466293259226e-01,1.371196216869581406e+02,9.844952238005721767e+01,-1.558744524898317962e+01
6.673334666933387060e-01,1.370945649690358437e+02,9.843726690514326094e+01,-1.572649589906888679e+01
6.689337867573514895e-01,1.370692862991068637e+02,9.842491282068243663e+01,-1.586479838926274333e+01
6.705341068213642730e-01,1.370437869692401307e+02,9.841246174850191153e+01,-1.600226419829953883e+01
6.721344268853770565e-01,1.370180684123438368e+02,9.839991531738436947e+01,-1.613880418490466084e+01
6.737347469493898400e-01,1.369921322021652657e+02,9.838727516306796872e+01,-1.627432862780343470e+01
6.753350670134027345e-01,1.369659800532908491e+02,9.837454292824634194e+01,-1.640874726603644618e+01
6.769353870774155180e-01,1.369396138211462244e+02,9.836172026256862466e+01,-1.654196933956878368e+01
6.785357071414283014e-01,1.369130355019960916e+02,9.834880882263946944e+01,-1.667390363018016330e+01
6.801360272054410849e-01,1.368862472329443847e+02,9.833581027201896063e+01,-1.680445850262321272e+01
6.817363472694538684e-01,1.368592512919341289e+02,9.832272628122271385e+01,-1.693354194603601925e+01
6.833366673334666519e-01,1.368320500977475831e+02,9.830955852772183334e+01,-1.706106161559616297e+01
6.849369873974795464e-01,1.368046462100060410e+02,9.829630869594289777e+01,-1.718692487440231531e+01
6.865373074614923299e-01,1.367770423291700581e+02,9.828297847726796022e+01,-1.731103883556948020e+01
6.881376275255051134e-01,1.367492412965392816e+02,9.826956957003460502e+01,-1.743331040452367020e+01
6.897379475895178969e-01,1.367212460942525070e+02,9.825608367953586253e+01,-1.755364632148241810e+01
6.913382676535306803e-01,1.366930598452877064e+02,9.824252251802028013e+01,-1.767195320410595727e+01
6.929385877175434638e-01,1.366646858105891056e+02,9.822888780067255254e+01,-1.778813759071632816e+01
6.945389077815563583e-01,1.366361274251752889e+02,9.821518122596673095e+01,-1.790210602564314968e+01
6.961392278455691418e-01,1.366073883674743286e+02,9.820140452346021220e+01,-1.801376512558560350e+01
6.977395479095819253e-01,1.365784724673031860e+02,9.818755943323670010e+01,-1.812302156249411311e+01
6.993398679735947088e-01,1.365493836946255612e+02,9.817364769994490814e+01,-1.822978210183662284e+01
7.009401880376074923e-01,1.365201261595520066e+02,9.815967107279861636e+01,-1.833395364596765020e+01
7.025405081016202757e-01,1.364907041123398415e+02,9.814563130557661452e+01,-1.843544327756620405e+01
7.041408281656331702e-01,1.364611219433931524e+02,9.813153015662274470e+01,-1.853415830312710355e+01
7.057411482296459537e-01,1.364313841832628498e+02,9.811736938884587289e+01,-1.863000629649035744e+01
7.073414682936587372e-01,1.364014955026466680e+02,9.810315076971993165e+01,-1.872289514239337294e+01
7.089417883576715207e-01,1.363714607123890517e+02,9.808887607128387742e+01,-1.881273308003017064e+01
