E,sigma,sigma_noisy
6.734146829365872833e+00,-2.037560948139504058e-01,-2.056970734120748823e-01
6.736147229445888840e+00,-2.038095639030657047e-01,-2.073147234054317778e-01
6.738147629525904847e+00,-2.038630412088304755e-01,-1.948665599211906463e-01
6.740148029605920854e+00,-2.039165265683373640e-01,-2.354261546690250007e-01
6.742148429685936861e+00,-2.039700198179010271e-01,-2.043027500029588051e-01
6.744148829765952868e+00,-2.040235207930545802e-01,-2.039313881477033963e-01
6.746149229845968875e+00,-2.040770293285461001e-01,-2.138405170119368759e-01
6.748149629925984883e+00,-2.041305452583335178e-01,-1.995989566071084409e-01
6.750150030006000890e+00,-2.041840684155821761e-01,-2.245348771506893437e-01
6.752150430086016897e+00,-2.042375986326595561e-01,-2.043281878977057375e-01
6.754150830166032904e+00,-2.042911357411318629e-01,-1.956814474937260129e-01
6.756151230246048911e+00,-2.043446795717598907e-01,-2.268938984949194493e-01
6.758151630326064918e+00,-2.043982299544948589e-01,-2.193137301697311858e-01
6.760152030406080925e+00,-2.044517867184744153e-01,-2.065773103847423076e-01
6.762152430486096932e+00,-2.045053496920189451e-01,-2.053702875130012373e-01
6.764152830566112939e+00,-2.045589187026266020e-01,-2.118490485412456159e-01
6.766153230646128947e+00,-2.046124935769698949e-01,-2.019390981889172265e-01
6.768153630726144954e+00,-2.046660741408912743e-01,-2.032868695410739168e-01
6.770154030806160961e+00,-2.047196602193990800e-01,-2.193546613207693341e-01
6.772154430886176968e+00,-2.047732516366635447e-01,-2.070165158327037236e-01
6.774154830966192975e+00,-2.048268482160118809e-01,-2.189152356103651054e-01
6.776155231046208982e+00,-2.048804497799249225e-01,-2.270572622532234797e-01
6.778155631126224989e+00,-2.049340561500321567e-01,-2.305392098790816358e-01
6.780156031206240996e+00,-2.049876671471081435e-01,-1.962555022235424884e-01
6.782156431286257003e+00,-2.050412825910680747e-01,-2.079243453449314272e-01
6.784156831366273011e+00,-2.050949023009626393e-01,-1.871628678935815526e-01
6.786157231446289018e+00,-2.051485260949750811e-01,-2.214577725992343538e-01
6.788157631526305025e+00,-2.052021537904157034e-01,-2.104554488930705236e-01
6.790158031606321032e+00,-2.052557852037183439e-01,-2.035887465208447988e-01
6.792158431686337039e+00,-2.053094201504354621e-01,-2.084688788009837757e-01
6.794158831766353046e+00,-2.053630584452337815e-01,-2.020732994404074168e-01
6.796159231846369053e+00,-2.054166999018904594e-01,-2.056646781729506990e-01
6.798159631926385060e+00,-2.054703443332875357e-01,-2.133078948302288835e-01
6.800160032006401067e+00,-2.055239915514089077e-01,-2.305002744250164992e-01
6.802160432086417075e+00,-2.055776413673346958e-01,-2.167254898465155455e-01
6.804160832166433082e+00,-2.056312935912370243e-01,-1.900363489217411217e-01
6.806161232246449089e+00,-2.056849480323758306e-01,-1.996019623414128363e-01
6.808161632326465096e+00,-2.057386044990942020e-01,-1.935047219756413639e-01
6.810162032406481103e+00,-2.057922627988134912e-01,-2.131565042895212925e-01
6.812162432486497110e+00,-2.058459227380292911e-01,-2.092271876151187704e-01
6.814162832566513117e+00,-2.058995841223061340e-01,-2.160971687862727475e-01
6.816163232646529124e+00,-2.059532467562736335e-01,-2.034293069570854984e-01
6.818163632726545131e+00,-2.060069104436212939e-01,-2.067420315662187313e-01
6.820164032806561139e+00,-2.060605749870941250e-01,-2.028565117493897896e-01
6.822164432886577146e+00,-2.061142401884876185e-01,-1.897897758779407695e-01
6.824164832966593153e+00,-2.061679058486434180e-01,-2.158109988232453091e-01
6.826165233046609160e+00,-2.062215717674446003e-01,-2.001062434931844269e-01
6.828165633126625167e+00,-2.062752377438103191e-01,-2.215558038025939591e-01
6.830166033206641174e+00,-2.063289035756920020e-01,-1.965289749487426074e-01
6.832166433286657181e+00,-2.063825690600674112e-01,-2.120326418354303022e-01
6.834166833366673188e+00,-2.064362339929370627e-01,-2.083835721031761790e-01
6.836167233446689195e+00,-2.064898981693183422e-01,-2.063453581394662228e-01
6.838167633526705202e+00,-2.065435613832410366e-01,-1.912934776347999799e-01
6.840168033606721210e+00,-2.065972234277426156e-01,-2.081284506148682323e-01
6.842168433686737217e+00,-2.066508840948631520e-01,-2.128453639310072254e-01
6.844168833766753224e+00,-2.067045431756404372e-01,-2.197659615414367940e-01
6.846169233846769231e+00,-2.067582004601045131e-01,-2.052142525877671819e-01
6.848169633926785238e+00,-2.068118557372737587e-01,-2.165789608531901722e-01
6.850170034006801245e+00,-2.068655087951488947e-01,-2.131168018647290885e-01
6.852170434086817252e+00,-2.069191594207087093e-01,-2.083914113062807216e-01
6.854170834166833259e+00,-2.069728073999041462e-01,-2.014711827919404841e-01
6.856171234246849266e+00,-2.070264525176540304e-01,-2.153964460270297587e-01
6.858171634326865274e+00,-2.070800945578395724e-01,-2.015915543086065909e-01
6.860172034406881281e+00,-2.071337333032994277e-01,-1.906411081031857968e-01
6.862172434486897288e+00,-2.071873685358242012e-01,-2.233037047464035418e-01
6.864172834566913295e+00,-2.072410000361517013e-01,-1.948277662089491769e-01
6.866173234646929302e+00,-2.072946275839615549e-01,-1.869649258431683447e-01
6.868173634726945309e+00,-2.073482509578698507e-01,-2.144683250965569721e-01
6.870174034806961316e+00,-2.074018699354240880e-01,-2.024645765447488366e-01
6.872174434886977323e+00,-2.074554842930980414e-01,-2.223996962084550388e-01
6.874174834966993330e+00,-2.075090938062860435e-01,-2.053079393465197799e-01
6.876175235047009338e+00,-2.075626982492977390e-01,-2.120191994625593435e-01
6.878175635127025345e+00,-2.076162973953532831e-01,-2.057654250573769106e-01
6.880176035207041352e+00,-2.076698910165772072e-01,-2.180582682104201531e-01
6.882176435287057359e+00,-2.077234788839935897e-01,-2.171693101174564100e-01
6.884176835367073366e+00,-2.077770607675203385e-01,-2.134941464728230820e-01
6.886177235447089373e+00,-2.078306364359636116e-01,-2.162163168913581179e-01
6.888177635527105380e+00,-2.078842056570129881e-01,-2.153687572105690284e-01
6.890178035607121387e+00,-2.079377681972351399e-01,-2.112854603757689520e-01
6.892178435687137394e+00,-2.079913238220688354e-01,-2.204506488965874422e-01
6.894178835767153402e+00,-2.080448722958193053e-01,-2.108823102223406631e-01
6.896179235847169409e+00,-2.080984133816523030e-01,-2.046799886526440015e-01
6.898179635927185416e+00,-2.081519468415890806e-01,-2.327097356213045087e-01
6.900180036007201423e+00,-2.082054724365001996e-01,-2.076678636543806689e-01
6.902180436087217430e+00,-2.082589899261003685e-01,-2.171821215739859201e-01
6.904180836167233437e+00,-2.083124990689422251e-01,-2.210049566241130969e-01
6.906181236247249444e+00,-2.083659996224110911e-01,-2.233409318874987892e-01
6.908181636327265451e+00,-2.084194913427188656e-01,-2.184845666151447319e-01
6.910182036407281458e+00,-2.084729739848985575e-01,-2.175206305630994208e-01
6.912182436487297466e+00,-2.085264473027980681e-01,-2.066930234422088564e-01
6.914182836567313473e+00,-2.085799110490750286e-01,-2.228477043366791643e-01
6.916183236647329480e+00,-2.086333649751901387e-01,-1.998515381621885911e-01
6.918183636727345487e+00,-2.086868088314020320e-01,-2.185173389532880373e-01
6.920184036807361494e+00,-2.087402423667605311e-01,-2.035299788650858921e-01
6.922184436887377501e+00,-2.087936653291014855e-01,-1.995177424105363528e-01
6.924184836967393508e+00,-2.088470774650407202e-01,-2.226512850132448262e-01
6.926185237047409515e+00,-2.089004785199672920e-01,-1.997093622559411585e-01
6.928185637127425522e+00,-2.089538682380382983e-01,-1.885144171596199736e-01
6.930186037207441530e+00,-2.090072463621724108e-01,-2.147251898580850027e-01
6.932186437287457537e+00,-2.090606126340436299e-01,-2.043962748438143129e-01
6.934186837367473544e+00,-2.091139667940759006e-01,-2.114591984850772433e-01
6.936187237447489551e+00,-2.091673085814360344e-01,-2.093026016737671580e-01
6.938187637527505558e+00,-2.092206377340279366e-01,-2.119701370183749434e-01
6.940188037607521565e+00,-2.092739539884868327e-01,-2.150770933978284061e-01
6.942188437687537572e+00,-2.093272570801720522e-01,-2.027746693314332327e-01
6.944188837767553579e+00,-2.093805467431616441e-01,-2.011757402256389160e-01
6.946189237847569586e+00,-2.094338227102457428e-01,-2.099900504709540650e-01
6.948189637927585594e+00,-2.094870847129200742e-01,-1.948365803092930726e-01
6.950190038007601601e+00,-2.095403324813799040e-01,-1.990858376979171007e-01
6.952190438087617608e+00,-2.095935657445133771e-01,-2.029486919316178251e-01
6.954190838167633615e+00,-2.096467842298952444e-01,-2.171777116302417987e-01
6.956191238247649622e+00,-2.096999876637805071e-01,-1.909862517761709566e-01
6.958191638327665629e+00,-2.097531757710975331e-01,-1.968099518421387861e-01
6.960192038407681636e+00,-2.098063482754419229e-01,-2.315485552875256869e-01
6.962192438487697643e+00,-2.098595048990698764e-01,-2.211713668806737088e-01
6.964192838567713650e+00,-2.099126453628913924e-01,-2.148958839553230804e-01
6.966193238647729657e+00,-2.099657693864639962e-01,-2.007621285170594350e-01
6.968193638727745665e+00,-2.100188766879858004e-01,-1.977341596856499739e-01
6.970194038807761672e+00,-2.100719669842889270e-01,-2.131015445435411604e-01
6.972194438887777679e+00,-2.101250399908329014e-01,-2.077862924067895301e-01
6.974194838967793686e+00,-2.101780954216974084e-01,-2.033102288872170316e-01
6.976195239047809693e+00,-2.102311329895766301e-01,-2.230675340308098664e-01
6.978195639127825700e+00,-2.102841524057708078e-01,-2.044438968978507798e-01
6.980196039207841707e+00,-2.103371533801811077e-01,-2.134588699702935355e-01
6.982196439287857714e+00,-2.103901356213012386e-01,-2.085868635880167299e-01
6.984196839367873721e+00,-2.104430988362115951e-01,-2.109624041745030154e-01
6.986197239447889729e+00,-2.104960427305715975e-01,-2.223332796391917776e-01
6.988197639527905736e+00,-2.105489670086134746e-01,-2.205213070414107634e-01
6.990198039607921743e+00,-2.106018713731344638e-01,-2.101990368417806232e-01
6.992198439687937750e+00,-2.106547555254900117e-01,-2.093680415201042144e-01
6.994198839767953757e+00,-2.107076191655869735e-01,-2.133490311565819364e-01
6.996199239847969764e+00,-2.107604619918760913e-01,-2.001363810780875385e-01
6.998199639927985771e+00,-2.108132837013451666e-01,-2.144011516827149799e-01
7.000200040008001778e+00,-2.108660839895115102e-01,-2.230411202499947287e-01
7.002200440088017785e+00,-2.109188625504150316e-01,-2.143758156677298132e-01
7.004200840168033793e+00,-2.109716190766108279e-01,-2.127250656753348346e-01
7.006201240248049800e+00,-2.110243532591616344e-01,-2.123357646158743339e-01
7.008201640328065807e+00,-2.110770647876311079e-01,-1.994417458312732760e-01
7.010202040408081814e+00,-2.111297533500759438e-01,-2.060217221677135280e-01
7.012202440488097821e+00,-2.111824186330384934e-01,-2.006346106933394324e-01
7.014202840568113828e+00,-2.112350603215392142e-01,-2.049906350201828042e-01
7.016203240648129835e+00,-2.112876780990700087e-01,-2.129266008202093663e-01
7.018203640728145842e+00,-2.113402716475854259e-01,-2.009501773811992187e-01
7.020204040808161849e+00,-2.113928406474959165e-01,-2.139797280058925721e-01
7.022204440888177857e+00,-2.114453847776602835e-01,-2.089363736625542700e-01
7.024204840968193864e+00,-2.114979037153773000e-01,-2.214829079524446021e-01
7.026205241048209871e+00,-2.115503971363790758e-01,-2.105030589417782039e-01
7.028205641128225878e+00,-2.116028647148222586e-01,-2.148077583357039799e-01
7.030206041208241885e+00,-2.116553061232813726e-01,-2.078888871535801153e-01
7.032206441288257892e+00,-2.117077210327399373e-01,-1.934883176242564728e-01
7.034206841368273899e+00,-2.117601091125836110e-01,-1.879856371380954072e-01
7.036207241448289906e+00,-2.118124700305912822e-01,-2.015559212822781721e-01
7.038207641528305913e+00,-2.118648034529282964e-01,-2.120848259818197690e-01
7.040208041608321921e+00,-2.119171090441375749e-01,-2.035842005510344332e-01
7.042208441688337928e+00,-2.119693864671322314e-01,-2.095935861286099822e-01
7.044208841768353935e+00,-2.120216353831870237e-01,-2.180156470425580750e-01
7.046209241848369942e+00,-2.120738554519308039e-01,-2.126180148227588551e-01
7.048209641928385949e+00,-2.121260463313377476e-01,-2.145407566502632313e-01
7.050210042008401956e+00,-2.121782076777200821e-01,-2.181328101280678444e-01
7.052210442088417963e+00,-2.122303391457191490e-01,-1.983348548851763260e-01
7.054210842168433970e+00,-2.122824403882971889e-01,-2.175951605758749685e-01
7.056211242248449977e+00,-2.123345110567296801e-01,-2.172132953384662557e-01
7.058211642328465985e+00,-2.123865508005962077e-01,-2.052580587107033505e-01
7.060212042408481992e+00,-2.124385592677729695e-01,-2.192890693555731851e-01
7.062212442488497999e+00,-2.124905361044234497e-01,-2.238938219160870602e-01
7.064212842568514006e+00,-2.125424809549907312e-01,-2.209572812637577433e-01
7.066213242648530013e+00,-2.125943934621883635e-01,-2.076748193830017519e-01
7.068213642728546020e+00,-2.126462732669924249e-01,-2.087798166153394253e-01
7.070214042808562027e+00,-2.126981200086326684e-01,-2.096021808801566688e-01
7.072214442888578034e+00,-2.127499333245836954e-01,-2.172853004318762715e-01
7.074214842968594041e+00,-2.128017128505566569e-01,-2.218233405374840372e-01
7.076215243048610049e+00,-2.128534582204901771e-01,-2.036685626496892720e-01
7.078215643128626056e+00,-2.129051690665421104e-01,-2.272468140255961555e-01
7.080216043208642063e+00,-2.129568450190800488e-01,-2.149581036346858154e-01
7.082216443288658070e+00,-2.130084857066731618e-01,-2.261365498983375910e-01
7.084216843368674077e+00,-2.130600907560827872e-01,-2.169896214549484892e-01
7.086217243448690084e+00,-2.131116597922536049e-01,-2.145019593942748548e-01
7.088217643528706091e+00,-2.131631924383050603e-01,-2.007415569115998111e-01
7.090218043608722098e+00,-2.132146883155217332e-01,-2.417438605725626688e-01
7.092218443688738105e+00,-2.132661470433447892e-01,-1.994446213539617097e-01
7.094218843768754112e+00,-2.133175682393623207e-01,-2.219985738818001653e-01
7.096219243848770120e+00,-2.133689515193008535e-01,-2.102410487006737549e-01
7.098219643928786127e+00,-2.134202964970153271e-01,-2.051763741402898855e-01
7.100220044008802134e+00,-2.134716027844805741e-01,-2.209215779918264622e-01
7.102220444088818141e+00,-2.135228699917815220e-01,-2.141966660333054495e-01
7.104220844168834148e+00,-2.135740977271041730e-01,-2.084294317692064469e-01
7.106221244248850155e+00,-2.136252855967260000e-01,-2.146397844874723404e-01
7.108221644328866162e+00,-2.136764332050061499e-01,-2.208094984692453022e-01
7.110222044408882169e+00,-2.137275401543770048e-01,-2.115997763190840264e-01
7.112222444488898176e+00,-2.137786060453332748e-01,-2.124311920682106780e-01
7.114222844568914184e+00,-2.138296304764235600e-01,-2.285585511011180848e-01
7.116223244648930191e+00,-2.138806130442397757e-01,-2.000224571166122067e-01
7.118223644728946198e+00,-2.139315533434083538e-01,-2.113901868426189823e-01
7.120224044808962205e+00,-2.139824509665796681e-01,-2.379136521697257922e-01
7.122224444888978212e+00,-2.140333055044185140e-01,-2.220378359983485317e-01
7.124224844968994219e+00,-2.140841165455947548e-01,-1.965745278233625160e-01
7.126225245049010226e+00,-2.141348836767725528e-01,-1.979380164651947105e-01
7.128225645129026233e+00,-2.141856064826011263e-01,-2.111546864069629159e-01
7.130226045209042240e+00,-2.142362845457043696e-01,-2.307518916227810357e-01
7.132226445289058248e+00,-2.142869174466708881e-01,-2.163242232659313979e-01
7.134226845369074255e+00,-2.143375047640440623e-01,-2.033961526422899957e-01
7.136227245449090262e+00,-2.143880460743114447e-01,-2.100956752082724088e-01
7.138227645529106269e+00,-2.144385409518950181e-01,-2.174077166909184899e-01
7.140228045609122276e+00,-2.144889889691408147e-01,-2.214853952276145954e-01
7.142228445689138283e+00,-2.145393896963082581e-01,-2.059077527351941550e-01
7.144228845769154290e+00,-2.145897427015602543e-01,-2.163301561625083913e-01
7.146229245849170297e+00,-2.146400475509526173e-01,-2.110138259619655232e-01
7.148229645929186304e+00,-2.146903038084232995e-01,-2.093725445594969425e-01
7.150230046009202312e+00,-2.147405110357823443e-01,-1.979386828780958230e-01
7.152230446089218319e+00,-2.147906687927007841e-01,-2.125476055959613642e-01
7.154230846169234326e+00,-2.148407766367003979e-01,-2.118400700013712834e-01
7.156231246249250333e+00,-2.148908341231429153e-01,-2.323559378058981384e-01
7.158231646329266340e+00,-2.149408408052191910e-01,-2.034039188472762938e-01
7.160232046409282347e+00,-2.149907962339381862e-01,-2.056844686312288839e-01
7.162232446489298354e+00,-2.150406999581166434e-01,-2.147672725570922425e-01
7.164232846569314361e+00,-2.150905515243676236e-01,-2.374032759349349320e-01
7.166233246649330368e+00,-2.151403504770896258e-01,-2.203628547086562139e-01
7.168233646729346376e+00,-2.151900963584560400e-01,-2.140194730380772792e-01
