t,S,I,R,C,dI_dt,dI_dt_noisy
3.984796959391878612e-01,6.039066376796307090e-01,2.761118142373055265e-02,3.672414731474519245e-01,1.415602198359363663e-02,3.178185105990045944e-02,3.769927262168983745e-02
4.008801760352070365e-01,6.039226901975068840e-01,2.768726826354958592e-02,3.671352222820756239e-01,1.427044791514201286e-02,3.161153103235538747e-02,3.223903344936421972e-02
4.032806561312262672e-01,6.039387822942193784e-01,2.776294868074612870e-02,3.670292541505355000e-01,1.438508707495320289e-02,3.144328308003830480e-02,2.966605278077950880e-02
4.056811362272454424e-01,6.039549103725529999e-01,2.783822769065112668e-02,3.669235673241753037e-01,1.449993723014377997e-02,3.127716457814615214e-02,3.089922700818622386e-02
4.080816163232646732e-01,6.039710706200706047e-01,2.791311053088935470e-02,3.668181603723681961e-01,1.461499614498747504e-02,3.111323217490352677e-02,3.089573653804409195e-02
4.104820964192838484e-01,6.039872590813653019e-01,2.798760255804826763e-02,3.667130318850982951e-01,1.473026161629921969e-02,3.095154180312730680e-02,3.127775395356166555e-02
4.128825765153030791e-01,6.040034716580604535e-01,2.806170924767801070e-02,3.666081804729607874e-01,1.484573147343516003e-02,3.079214866320983263e-02,3.070206522352152828e-02
4.152830566113222543e-01,6.040197041088100072e-01,2.813543619429140219e-02,3.665036047671619834e-01,1.496140357829264453e-02,3.063510720656040937e-02,3.115700502324901880e-02
4.176835367073414851e-01,6.040359520492980527e-01,2.820878911136395079e-02,3.663993034195192622e-01,1.507727582531023444e-02,3.048047111951064300e-02,2.546792093766530457e-02
4.200840168033606603e-01,6.040522109522393768e-01,2.828177383133384515e-02,3.662952751024609599e-01,1.519334614146769166e-02,3.032829330768888401e-02,3.281718017580901453e-02
4.224844968993798910e-01,6.040684761473789077e-01,2.835439630560195740e-02,3.661915185090267033e-01,1.530961248628599433e-02,3.017862588086846903e-02,2.845440807410537162e-02
4.248849769953990663e-01,6.040847428214918269e-01,2.842666260453184310e-02,3.660880323528669100e-01,1.542607285182731949e-02,3.003152013829424663e-02,2.651204404895317335e-02
4.272854570914182970e-01,6.041010060183840125e-01,2.849857891744974128e-02,3.659848153682432881e-01,1.554272526269506044e-02,2.988702655449181761e-02,3.180028003341612425e-02
4.296859371874374722e-01,6.041172606388914845e-01,2.857015155264457096e-02,3.658818663100286139e-01,1.565956777603380937e-02,2.974519476556318834e-02,3.369717278772143415e-02
4.320864172834567030e-01,6.041335014408806270e-01,2.864138693736793806e-02,3.657791839537065104e-01,1.577659848152937125e-02,2.960607355597215037e-02,3.108515800447047769e-02
4.344868973794758782e-01,6.041497230392484097e-01,2.871229161783413197e-02,3.656767670953718907e-01,1.589381550140876037e-02,2.946971084582321668e-02,2.995318878735977672e-02
4.368873774754951089e-01,6.041659199059220553e-01,2.878287225922011860e-02,3.655746145517307366e-01,1.601121699044019339e-02,2.933615367863643200e-02,2.653949276252057579e-02
4.392878575715142841e-01,6.041820863698589283e-01,2.885313564566555425e-02,3.654727251600999316e-01,1.612880113593309975e-02,2.920544820962075669e-02,3.782015022306125379e-02
4.416883376675335149e-01,6.041982166170472013e-01,2.892308868027277866e-02,3.653710977784075387e-01,1.624656615773811125e-02,2.907763969444853228e-02,3.171841555643305915e-02
4.440888177635526901e-01,6.042143046905050774e-01,2.899273838510680115e-02,3.652697312851927447e-01,1.636451030824707248e-02,2.895277247853252078e-02,2.553488846750359351e-02
4.464892978595719208e-01,6.042303444902812348e-01,2.906209190119533534e-02,3.651686245796056940e-01,1.648263187239303040e-02,2.883088998680734955e-02,2.649197623808811561e-02
4.488897779555910961e-01,6.042463297734548267e-01,2.913115648852876091e-02,3.650677765814076547e-01,1.660092916765024476e-02,2.871203471401647875e-02,2.897297245973219290e-02
4.512902580516103268e-01,6.042622541590134677e-01,2.919993952017591043e-02,3.649671862316301030e-01,1.671940054504561513e-02,2.859624821777553491e-02,2.393205482178757670e-02
4.536907381476295020e-01,6.042781113197509546e-01,2.926844824753106755e-02,3.648668525211031799e-01,1.683804443301778475e-02,2.848357120081177613e-02,2.898946242184331779e-02
4.560912182436487328e-01,6.042938946857231430e-01,2.933669015180299239e-02,3.647667744552844371e-01,1.695685928360744082e-02,2.837404336778580685e-02,2.699682870064753007e-02
4.584916983396679080e-01,6.043095974687197058e-01,2.940467292215804759e-02,3.646669510515128110e-01,1.707584356803992093e-02,2.826770342532718139e-02,3.194651522627583312e-02
4.608921784356871387e-01,6.043252127779783489e-01,2.947240431776264324e-02,3.645673813533656382e-01,1.719499579871271167e-02,2.816458912845105217e-02,3.105105311933579332e-02
4.632926585317063695e-01,6.043407336201860325e-01,2.953989216778320909e-02,3.644680644306587114e-01,1.731431452919540703e-02,2.806473727440458518e-02,1.993088096210026555e-02
4.656931386277255447e-01,6.043561528994781940e-01,2.960714437138621535e-02,3.643689993794464455e-01,1.743379835422973617e-02,2.796818369693317499e-02,2.809329145501511180e-02
4.680936187237447754e-01,6.043714634174390810e-01,2.967416889773817276e-02,3.642701853220216002e-01,1.755344590972956337e-02,2.787496326096455118e-02,2.302256076239348609e-02
4.704940988197639506e-01,6.043866578731017514e-01,2.974097378600562211e-02,3.641716214069155022e-01,1.767325587278087071e-02,2.778510985770867719e-02,3.111402385545424670e-02
4.728945789157831814e-01,6.044017288629477402e-01,2.980756714535514121e-02,3.640733068088979341e-01,1.779322696164177889e-02,2.769865640017087766e-02,2.820297400755435169e-02
4.752950590118023566e-01,6.044166688809075039e-01,2.987395715495334142e-02,3.639752407289771341e-01,1.791335793574251947e-02,2.761563481907562678e-02,2.926085117563661728e-02
4.776955391078215873e-01,6.044314703183601978e-01,2.994015206396687112e-02,3.638774223943999631e-01,1.803364759568547304e-02,2.753607605919789272e-02,2.434070187278799396e-02
4.800960192038407626e-01,6.044461254641337877e-01,3.000616019156241571e-02,3.637798510586516265e-01,1.815409478324513104e-02,2.746001007609916167e-02,3.294530079008566037e-02
4.824964992998599933e-01,6.044606265045048277e-01,3.007198992690669759e-02,3.636825260014558414e-01,1.827469838136812352e-02,2.738746583326430450e-02,3.344768593471564300e-02
4.848969793958791685e-01,6.044749655231986818e-01,3.013764972916646578e-02,3.635854465287748916e-01,1.839545731417320529e-02,2.731847129963622597e-02,2.412415817175758703e-02
4.872974594918983993e-01,6.044891345013895245e-01,3.020314812750851327e-02,3.634886119728094611e-01,1.851637054695125933e-02,2.725305344754399076e-02,2.837149881314294034e-02
4.896979395879175745e-01,6.045031253177000075e-01,3.026849372109966657e-02,3.633920216919987456e-01,1.863743708616529687e-02,2.719123825102042272e-02,2.517133096584986407e-02
4.920984196839368052e-01,6.045169297482017035e-01,3.033369517910678576e-02,3.632956750710204519e-01,1.875865597945045385e-02,2.713305068450525340e-02,2.706234087392305615e-02
4.944988997799559804e-01,6.045305394664149956e-01,3.039876124069676444e-02,3.631995715207907982e-01,1.888002631561399788e-02,2.707851472192868147e-02,2.328160378425498875e-02
4.968993798759752112e-01,6.045439460433088552e-01,3.046370071503654020e-02,3.631037104784644032e-01,1.900154722463532481e-02,2.702765333617122151e-02,3.262908987991307991e-02
4.992998599719943864e-01,6.045571409473009528e-01,3.052852248129307375e-02,3.630080914074344522e-01,1.912321787766595518e-02,2.698048849889435677e-02,2.407294996564635428e-02
5.017003400680135616e-01,6.045701155442577690e-01,3.059323548863337322e-02,3.629127137973325867e-01,1.924503748702954126e-02,2.693704118073735401e-02,2.604878973574487055e-02
5.041008201640327924e-01,6.045828610974945949e-01,3.065784875622447683e-02,3.628175771640289593e-01,1.936700530622186694e-02,2.689733135187436647e-02,2.840178014520593208e-02
5.065013002600520231e-01,6.045953688434063666e-01,3.072237129067405259e-02,3.627226810527363066e-01,1.948912063423502775e-02,2.686137801881137432e-02,2.491869598356298912e-02
5.089017803560712538e-01,6.046076302160495741e-01,3.078681183600813498e-02,3.626280250511694780e-01,1.961138283453571843e-02,2.682919933377928348e-02,2.611126204458237565e-02
5.113022604520903736e-01,6.046196362332978413e-01,3.085117954157086395e-02,3.625336087661168438e-01,1.973379130270649581e-02,2.680081230556529900e-02,2.510989276628440570e-02
5.137027405481096043e-01,6.046313778072219813e-01,3.091548362969303090e-02,3.624394318309303586e-01,1.985634547600801172e-02,2.677623294644277188e-02,2.637585068193389060e-02
5.161032206441288350e-01,6.046428457992553129e-01,3.097973333589749620e-02,3.623454939074461367e-01,1.997904483599741154e-02,2.675547630040917696e-02,2.324384839510827000e-02
5.185037007401480658e-01,6.046540310201941049e-01,3.104393790889917876e-02,3.622517946859842852e-01,2.010188890852835503e-02,2.673855644562080081e-02,2.542459221881390036e-02
5.209041808361671855e-01,6.046649242301971316e-01,3.110810661060506993e-02,3.621583338853491263e-01,2.022487726375101977e-02,2.672548649704713924e-02,2.610480772291040585e-02
5.233046609321864162e-01,6.046755161387860067e-01,3.117224871611423351e-02,3.620651112528290860e-01,2.034800951611209080e-02,2.671627860933882895e-02,2.571510059792642480e-02
5.257051410282056469e-01,6.046857974048450712e-01,3.123637351371778836e-02,3.619721265641965835e-01,2.047128532435476753e-02,2.671094397990290970e-02,2.688101384458429360e-02
5.281056211242248777e-01,6.046957586366210613e-01,3.130049030489893275e-02,3.618793796237082527e-01,2.059470439151874985e-02,2.670949285217881150e-02,2.583018619410864733e-02
5.305061012202439974e-01,6.047053903917237738e-01,3.136460840433291652e-02,3.617868702641047762e-01,2.071826646494025898e-02,2.671193451910905750e-02,2.897156874442720007e-02
5.329065813162632281e-01,6.047146831771255115e-01,3.142873713988707934e-02,3.616945983466109404e-01,2.084197133625203049e-02,2.671827732679784434e-02,2.574868954944035601e-02
5.353070614122824589e-01,6.047236274491614161e-01,3.149288585262080553e-02,3.616025637609356913e-01,2.096581884138329702e-02,2.672852867835124463e-02,2.631857988946359125e-02
5.377075415083016896e-01,6.047322136135291348e-01,3.155706389678555879e-02,3.615107664252719122e-01,2.108980886055981593e-02,2.674269503789232158e-02,2.474835102990476446e-02
5.401080216043209203e-01,6.047404320252891541e-01,3.162128063982486137e-02,3.614192062862968124e-01,2.121394131830384860e-02,2.676078193474473038e-02,2.518123741439902072e-02
5.425085017003400401e-01,6.047482729888645769e-01,3.168554546237430103e-02,3.613278833191715389e-01,2.133821618343416382e-02,2.678279396777799234e-02,2.298931559531885646e-02
5.449089817963592708e-01,6.047557267580413454e-01,3.174986775826155877e-02,3.612367975275413423e-01,2.146263346906605862e-02,2.680873480990787414e-02,2.836508957254176705e-02
5.473094618923785015e-01,6.047627835359679072e-01,3.181425693450634640e-02,3.611459489435357439e-01,2.158719323261132361e-02,2.683860721274527669e-02,2.341105315978780216e-02
5.497099419883977323e-01,6.047694334751555489e-01,3.187872241132046203e-02,3.610553376277681470e-01,2.171189557577826376e-02,2.687241301138674002e-02,2.463484381682176649e-02
5.521104220844168520e-01,6.047756666774781742e-01,3.194327362210776927e-02,3.609649636693361696e-01,2.183674064457169495e-02,2.691015312933989212e-02,2.798788708537350636e-02
5.545109021804360827e-01,6.047814731941724142e-01,3.200792001346419724e-02,3.608748271858215340e-01,2.196172862929295783e-02,2.695182758357728484e-02,2.815954768141088263e-02
5.569113822764553134e-01,6.047868430258377392e-01,3.207267104517774053e-02,3.607849283232900661e-01,2.208685976453988661e-02,2.699743548971152846e-02,2.579709123669631649e-02
5.593118623724745442e-01,6.047917661224360142e-01,3.213753619022846619e-02,3.606952672562916962e-01,2.221213432920683684e-02,2.704697506728520606e-02,2.098917763581880161e-02
5.617123424684936639e-01,6.047962323832920539e-01,3.220252493478849287e-02,3.606058441878603471e-01,2.233755264648466105e-02,2.710044364516879523e-02,2.836198350705551943e-02
5.641128225645128946e-01,6.048002316570932901e-01,3.226764677822202554e-02,3.605166593495141569e-01,2.246311508386075045e-02,2.715783766705972754e-02,2.793652804373590592e-02
5.665133026605321254e-01,6.048037537418898824e-01,3.233291123308532772e-02,3.604277130012553676e-01,2.258882205311898289e-02,2.721915269707586918e-02,2.298200905066054289e-02
5.689137827565513561e-01,6.048067885089425388e-01,3.239832770039877824e-02,3.603390054277870180e-01,2.271467400328794004e-02,2.728438347748724305e-02,2.959534972587073154e-02
5.713142628525704758e-01,6.048093261134704912e-01,3.246390525254437553e-02,3.602505369360310405e-01,2.284067141466478504e-02,2.735352402205068478e-02,2.525022462075040414e-02
5.737147429485897066e-01,6.048113562953546518e-01,3.252965333682040355e-02,3.601623078770734843e-01,2.296681483950606395e-02,2.742656732708174602e-02,2.404800297862184563e-02
5.761152230446089373e-01,6.048128687568562478e-01,3.259558140075183297e-02,3.600743186299750209e-01,2.309310487342808998e-02,2.750350553625646038e-02,2.779069766914923217e-02
5.785157031406281680e-01,6.048138532033976444e-01,3.266169885126629646e-02,3.599865696003257121e-01,2.321954215278062769e-02,2.758432996291821510e-02,2.704891866872057016e-02
5.809161832366472877e-01,6.048142993435612347e-01,3.272801505469407485e-02,3.598990612202448980e-01,2.334612735464689642e-02,2.766903109517999601e-02,2.827690309815343930e-02
5.833166633326665185e-01,6.048141968890897724e-01,3.279453933676809013e-02,3.598117939483811423e-01,2.347286119684358074e-02,2.775759860099770784e-02,2.294035442602439245e-02
5.857171434286857492e-01,6.048135355548869274e-01,3.286128098262389857e-02,3.597247682699123428e-01,2.359974443792079227e-02,2.785002133321000384e-02,3.328671168202712582e-02
5.881176235247049799e-01,6.048123050590163974e-01,3.292824923679971844e-02,3.596379846965456761e-01,2.372677787716210782e-02,2.794628733454007988e-02,2.613831149090889427e-02
5.905181036207240997e-01,6.048104951227025738e-01,3.299545330323638836e-02,3.595514437665175977e-01,2.385396235458454861e-02,2.804638384255507891e-02,2.342740591706584524e-02
5.929185837167433304e-01,6.048080954703300982e-01,3.306290234527741595e-02,3.594651460445938418e-01,2.398129875093860455e-02,2.815029729457924762e-02,3.000682386028069581e-02
5.953190638127625611e-01,6.048050958294444168e-01,3.313060548566893609e-02,3.593790921220695322e-01,2.410878798770820300e-02,2.825801333255635248e-02,2.719360094225282271e-02
5.977195439087817919e-01,6.048014859307510038e-01,3.319857180655973877e-02,3.592932826167689053e-01,2.423643102711071917e-02,2.836951680785772256e-02,2.934409226517643507e-02
6.001200240048009116e-01,6.047972555081162493e-01,3.326681034950124127e-02,3.592077181730455870e-01,2.436422887209698310e-02,2.848479178603236656e-02,2.746596649415725122e-02
6.025205041008201423e-01,6.047923942985664603e-01,3.333533011544753677e-02,3.591223994617825377e-01,2.449218256635129001e-02,2.860382155149507680e-02,2.842460047005531537e-02
6.049209841968393730e-01,6.047868920422889705e-01,3.340414006475532493e-02,3.590373271803919408e-01,2.462029319429136914e-02,2.872658861214970327e-02,2.946390714336560510e-02
6.073214642928586038e-01,6.047807384826311417e-01,3.347324911718398133e-02,3.589525020528152033e-01,2.474856188106840799e-02,2.885307470394360072e-02,2.661311605199490754e-02
6.097219443888777235e-01,6.047739233661009184e-01,3.354266615189550188e-02,3.588679248295231772e-01,2.487698979256704190e-02,2.898326079535088959e-02,3.101947958292956484e-02
6.121224244848969542e-01,6.047664364423669392e-01,3.361240000745453760e-02,3.587835962875158269e-01,2.500557813540537147e-02,2.911712709178109967e-02,2.770742679454247029e-02
6.145229045809161850e-01,6.047582674642578704e-01,3.368245948182838762e-02,3.586995172303226176e-01,2.513432815693493472e-02,2.925465303991030969e-02,2.664559160739889132e-02
