S,pH,v0
1.233449579868880193e+02,7.890595590651048319e+00,8.105436588376059959e+00
4.732206201864382678e+01,7.453318938773852764e+00,5.376161999902338451e+00
1.344909264424754269e+02,4.908807900630055343e+00,9.791457894915782667e-01
7.912998198317318099e+01,4.591747814210314971e+00,2.023230660497192801e-01
5.079176615635082470e+01,6.631475945595656896e+00,5.170390663491543748e+00
2.235712679559461833e+02,5.610450044406787740e+00,5.739348627571994932e+00
1.223638558262778275e+02,9.435218682566860693e+00,2.350601354411005595e+00
1.655027062807816973e+00,8.988000259527989755e+00,1.451466810668957108e-01
7.432457000806444114e+01,9.841014673545775082e+00,9.121884704775088393e-01
8.925112222135096474e-01,5.447414152821425049e+00,2.572708588511219557e-02
8.615271959426273440e+00,6.293163179017288833e+00,8.968083841749138196e-01
7.092125877509213971e+00,8.327949020101149458e+00,9.267189917279711198e-01
1.931444235048194846e+00,6.102742953972752460e+00,1.754263251899625398e-01
2.641149191041509994e+02,7.605920488207859265e+00,9.934769607111395118e+00
9.421395389296205458e-01,9.501778466814734259e+00,3.962585399609021980e-02
5.166464468309795999e-01,9.500503744112855031e+00,2.197165918584420563e-02
4.329504107894403653e+00,5.571706214430623305e+00,1.638394724810713909e-01
3.760027969730671202e+02,4.413783170376372134e+00,4.348479153498788219e-01
2.933619482533557310e+00,8.114082346275241164e+00,4.357273055929518635e-01
1.289882672695330541e+02,8.227771378022051607e+00,7.593460971643997581e+00
1.590502919332418275e+00,5.177529688609141090e+00,2.236163735836474084e-02
2.519295638147485406e+01,6.520802435564788446e+00,2.843482978277611650e+00
3.029134439858113410e+02,6.709456228822629598e+00,1.009578580107596935e+01
6.012739673981688071e+01,7.855086352993605914e+00,6.025798975544171654e+00
3.511340043529061177e+02,9.298441554070778992e+00,3.617625849529932935e+00
2.327875016031276445e+01,9.279330077099261942e+00,1.129531383409504430e+00
3.578319744420842881e+02,4.675096758918060758e+00,1.029217657030387922e+00
1.345838230044398642e+02,8.405245850345774983e+00,7.169665762114576957e+00
9.084366287349226354e+01,7.068329141939589277e+00,7.517996970308035820e+00
1.898174341635834992e+02,8.369399014446438301e+00,7.927122015698834900e+00
3.406016166328976169e+01,4.624923620559949988e+00,9.124665909849986878e-02
5.414125900145712045e+00,5.450040046218642686e+00,1.560569541367634872e-01
1.708525505018027602e+01,5.916637719524191930e+00,1.185049142797076627e+00
2.272589705686277384e+00,5.762187333856982008e+00,1.253784173860179596e-01
9.041709818416994437e+01,7.980210634267294267e+00,7.155489761935631243e+00
1.558558827836253435e+00,7.676300210237491761e+00,2.525273276734660288e-01
2.369341113770850882e+01,6.669560601498800700e+00,2.845129557998073544e+00
1.797764585123618630e+01,5.288847979504829766e+00,3.689190871492523116e-01
4.462356931509751945e+01,9.731838218736601931e+00,8.494561254493399050e-01
8.067352508683661938e+01,6.161189898107063634e+00,5.618519529585939587e+00
1.041862101797485840e+00,9.140804956835259176e+00,7.659106244432144217e-02
3.260091974155860584e+01,4.928079932327856127e+00,2.523013283810493501e-01
7.956483780181327070e+00,7.445383833314158650e+00,1.179589362329745095e+00
3.034254762132148642e+01,5.357117653117604128e+00,7.817479003210304755e-01
5.172131791861246342e+01,8.660207681929822598e+00,4.088391408215843903e+00
2.504205282562663015e+01,8.148865431982475371e+00,3.043583589807487666e+00
6.708172712424253348e+01,4.106068928673554552e+00,2.390107810963760723e-02
1.616776996870754246e+01,9.862529141760655094e+00,2.870696574218366548e-01
1.103359163762026185e+01,7.359379890828307680e+00,1.586177463656930131e+00
3.400054090776089222e+00,9.661781529637000432e+00,1.020633438844916474e-01
2.313225243656317431e+00,9.411821510065818686e+00,1.104500130777270189e-01
5.217886000390512891e+01,8.481214530519537220e+00,4.594656289343588718e+00
5.232179881203632732e+01,8.636418122284833743e+00,4.186728588101479076e+00
1.847027367239254536e+00,8.763872958297204363e+00,2.012862856097707709e-01
3.313610650782167681e+02,4.927455342355330004e+00,2.028160870917728786e+00
4.439981027733401930e+01,5.975202141529061706e+00,3.185176236131058491e+00
1.742361284971452662e+01,8.431231019237351632e+00,1.996903182029489798e+00
1.383495480347803266e+02,7.617203637243851411e+00,8.641402268579302159e+00
1.292357307157953272e+01,4.136473202662255488e+00,4.053716647387279812e-03
1.204150557518973486e+01,9.813542276043031976e+00,2.430294030726412313e-01
2.810372124301346197e+00,9.999501733285576677e+00,4.335535231354765290e-02
1.419859452283355639e+00,4.740653185582877072e+00,4.717281465104954802e-03
5.819270985552186204e+01,6.761249175856836047e+00,5.803197225585849495e+00
1.410912574785278366e+02,4.818236235601392359e+00,7.698641245799230370e-01
4.641740425007067472e+01,6.483687189209327073e+00,4.628792316019030295e+00
5.884262741899067173e+00,8.325190956834561007e+00,7.816283005851385468e-01
2.346081217709110689e+01,4.994320020735608878e+00,2.136433806296737792e-01
2.160762903672252833e+01,9.549186113213648852e+00,6.769586427887626101e-01
2.617614112446161130e+02,4.779453884571010391e+00,1.127919434883217997e+00
6.674567466719786069e+00,8.548561753061415303e+00,7.868347735385196051e-01
1.504349934916548337e+00,9.072367999526198545e+00,1.196895921286917075e-01
1.757053988821851078e+02,7.025971335672638318e+00,9.263180946424458995e+00
1.979007065438793518e+02,8.946367013321181005e+00,5.242474191123885241e+00
6.903818572482097737e-01,9.379843095863764191e+00,3.586134444537652372e-02
1.881188016053940926e+00,5.999312367938518520e+00,1.502849532554050294e-01
3.516889377770337433e+01,8.201409221210880673e+00,3.940911040518920494e+00
9.751209271027903469e+01,7.494815497648898983e+00,7.757246079948859396e+00
2.885711736880276490e+01,5.451929199121021696e+00,9.183423230341621890e-01
1.799578024817686694e+00,5.178131644222529140e+00,2.534019426099188774e-02
1.097726335662461805e+00,9.783577483929315477e+00,2.716317562988208867e-02
1.471817939124206909e+01,4.416546543268411895e+00,1.512856992793202779e-02
1.165386814870905852e+02,6.531151188017080500e+00,7.710724859074877813e+00
2.133710843059743567e+00,8.804674843211243385e+00,2.232386576855451832e-01
8.262034012554682061e-01,8.999110032915629276e+00,7.273953308126114570e-02
1.989313427298845838e+01,7.325610066604079762e+00,2.699481096360221599e+00
1.802322259292521434e+00,9.366028929131999803e+00,9.363265484614274881e-02
7.847062870109171584e-01,7.163458986465134792e+00,1.268459917373424561e-01
8.786718562076147521e+01,5.792666077137171854e+00,4.323898929075933317e+00
1.210778614249758789e+02,9.480858104594027225e+00,2.167300743600574897e+00
7.167603191835218546e+00,7.226169957616900064e+00,1.060171726032783202e+00
3.570262439129554544e+00,5.733696799963876600e+00,1.860767894884063078e-01
3.187695898509918191e+00,7.648123210315501019e+00,5.023964880873366123e-01
5.583448777102958616e+00,4.670504737522913175e+00,1.445870650447182368e-02
2.364747671410763630e+01,6.314343817972279282e+00,2.399442563704596409e+00
1.703253099958079630e+01,5.033616428126096665e+00,1.675556689087740747e-01
5.377502910112927026e+00,7.063720845130786685e+00,7.966263926830861042e-01
3.543728706482473712e+01,6.217663638449041130e+00,3.239852925610949175e+00
4.579137648591008514e+01,5.914912324922203979e+00,3.065018106954453092e+00
2.087872759840903925e+01,4.156993094177452441e+00,7.694299755299406282e-03
6.657665853413027968e+00,5.236793633771144485e+00,1.114794257673743794e-01
3.237545819027875638e+01,5.633896525477839035e+00,1.481907239535374288e+00
2.614069004122956841e+01,7.034330435703862072e+00,3.351231247959706394e+00
4.863632893863264250e+00,8.370573898328707685e+00,6.433136823781073765e-01
3.794808181596388774e+00,9.665075246627276684e+00,1.124717810108679245e-01
1.920118846801831936e+01,7.114704306718362403e+00,2.577155241787433937e+00
2.996768364779422456e+01,6.113705409593265472e+00,2.565357244736040432e+00
2.966011540100410215e+01,5.990264260635133731e+00,2.248560596517837684e+00
6.462241658203220496e+00,4.023639220327578592e+00,1.181645839125921573e-03
2.195141747371466323e+01,8.008016458910779178e+00,2.808198383236583773e+00
3.637039031256961152e+02,6.913973479574069714e+00,1.049634013270942212e+01
8.741051917955898531e+00,4.317780591800100431e+00,5.691639948425053844e-03
1.400611155763993168e+02,7.261867946583175915e+00,8.775912953042903197e+00
8.611127076631805988e-01,9.942639123706621618e+00,1.551832198202558570e-02
1.737146253350406653e+02,4.773143275696750010e+00,7.954076534096214957e-01
2.709116710625747828e+02,7.057270062902596841e+00,1.010497122614599697e+01
2.878623103808483741e+00,7.796016245490951846e+00,4.512937558444229946e-01
5.421275812749077883e-01,5.010799655377481621e+00,4.575732778482331439e-03
1.262370662592080883e+01,4.120789756245173407e+00,3.691677095459766373e-03
1.695899569972021625e+00,5.385081878592649751e+00,4.185055266303380761e-02
3.309047259066772426e+02,5.970870830595910839e+00,8.579045703405105527e+00
2.018688656689350864e+02,4.528947732102816204e+00,3.892414393787895222e-01
3.075152201019942027e+02,6.080843408195213406e+00,8.857204438567050531e+00
2.831769900091038394e+01,5.695141387818420498e+00,1.434309190895650454e+00
1.565045280300812180e+01,4.103429124211595891e+00,4.369109577888108387e-03
1.307449293911182338e+02,4.739875548855486009e+00,5.559459157233099802e-01
3.915594904310953694e+01,6.753712337264335730e+00,4.430146535787402584e+00
2.633633305732286267e+00,9.335009370263264827e+00,1.415513357336170563e-01
2.578020977967099725e+02,5.842611090792529716e+00,7.447641625860852876e+00
9.450549796421414683e+00,9.664575535651415805e+00,2.608399605220691475e-01
8.803864406666950515e+01,8.952012572270202639e+00,4.108398663184172683e+00
1.423108364803993631e+01,8.696877751675426538e+00,1.414424090210202323e+00
1.703215802098208886e+00,8.469288824600420540e+00,2.268367463505082393e-01
3.614700097147840463e+00,9.303553549727155314e+00,2.006189405486770161e-01
2.325606088013747197e+01,4.019251110458124998e+00,4.828971939749901639e-03
1.300522658922625308e+00,6.310656586243279520e+00,1.463490137356763532e-01
5.480904616033176469e-01,9.117220209133380493e+00,4.199155521578454980e-02
9.090657031422447076e+00,9.915962124374402720e+00,1.531412791773414661e-01
8.160128205014881075e+01,8.683492346307415843e+00,5.086302684733740698e+00
3.033359166176274613e+01,6.703033911369148612e+00,3.565386397102118909e+00
4.365119145835487657e+00,5.345301757311656132e+00,9.715829922010155162e-02
6.042059440640951351e+01,5.334977803997592360e+00,1.493987325169783276e+00
1.275145035097931689e+01,4.143352656259224887e+00,4.112921612755755275e-03
3.986689130459869261e+02,7.039136250559758778e+00,1.065093139961813584e+01
8.950756120179400455e+01,4.776264561480896731e+00,4.419211890901911244e-01
1.289341092853414921e+02,8.574026087371692029e+00,6.462282322180236349e+00
2.834417592465627855e+00,9.443219090842333685e+00,1.272049818347620043e-01
1.383872203145082969e+00,9.960422237090911679e+00,2.378546507102950042e-02
1.894816628002740533e+00,7.883074470856072047e+00,2.993528603189977710e-01
8.992368467497398044e+00,4.845085690762081398e+00,4.469147625568994919e-02
1.533857398063381616e+01,8.610614099868897142e+00,1.608674749912661683e+00
1.836278093185080618e+00,8.883808488051787577e+00,1.792950393519079366e-01
9.187976154439405718e+01,5.717596652642281896e+00,4.067507863196885509e+00
1.659983583632557043e+02,5.976594373571048280e+00,7.002853339750520156e+00
4.133909019908150739e+00,8.314912755670830435e+00,5.654866159753368926e-01
1.492540369994421035e+01,8.572523917399790250e+00,1.608554779909330490e+00
2.657620477295805728e+01,5.108344329004740558e+00,3.487438381568608303e-01
6.253150018349067807e+01,4.643042219049768882e+00,1.918695731597848675e-01
1.339972267786775362e+00,8.148215845670209845e+00,2.031818664592666135e-01
3.268616512294105547e+00,5.769901257977722686e+00,1.818977068408687559e-01
6.611123411907915681e+01,8.859511082923356540e+00,3.964567113790586461e+00
2.230917050032547877e+01,4.257915291315153894e+00,1.275600430620635155e-02
2.049243782561106002e+02,5.655320690497745773e+00,5.809954336005951347e+00
9.980289304440985276e+00,8.340315449121932900e+00,1.258444824723800037e+00
7.575367097775464131e+00,4.270758535571905767e+00,4.019872078683541308e-03
3.879609717725035711e+00,4.975829821386725804e+00,2.927366117030247294e-02
2.347823272932610283e+00,6.572954721950710955e+00,3.106439257979600743e-01
3.874389103924015387e+01,4.966527277168828469e+00,3.467805944005169505e-01
2.933440515060204756e+00,6.849912344892993055e+00,4.290827708403483487e-01
1.593064773167624821e+02,7.288212841878292103e+00,9.083665315004575191e+00
3.052717748964541400e+00,4.244499155387707390e+00,1.418027684568449109e-03
4.506025108681310343e+01,5.242119245534111016e+00,8.970677213270428219e-01
2.230795180013808832e+01,6.277709494988287453e+00,2.214422788730539438e+00
3.337662718362506098e+01,4.864087707559791696e+00,2.096414481232040661e-01
1.988133209919251954e+02,4.542719108270390826e+00,4.038406053108409832e-01
1.557620935257799877e+00,7.407157900918897475e+00,2.529812351785751257e-01
1.361125014566831881e+00,7.904528281871617601e+00,2.166090953050056334e-01
1.129439890604467811e+00,4.497633101922299481e+00,1.479046331687028674e-03
8.334496347109983105e-01,8.354726648424897206e+00,1.190949681669563193e-01
1.777832084754887276e+01,4.485224877545036293e+00,2.474994780105560857e-02
1.513918346738922338e+00,4.510814386976012003e+00,2.089794029996923201e-03
1.102176482262700006e+02,7.870762051691150951e+00,7.839458416111622974e+00
5.815812668873877600e-01,9.965581572943191802e+00,1.005248305689891361e-02
6.116285549851423475e+00,8.078751562075447978e+00,8.730970646046644079e-01
1.182289181155779190e+01,4.663546640894303152e+00,3.111884703817693887e-02
2.126038603400857152e+00,6.742145317576390795e+00,3.040039770493991877e-01
5.397563825644659197e+00,5.507529300063668920e+00,1.775195946370463906e-01
2.216938216536843420e+00,5.675260072865953909e+00,1.041327370999939328e-01
3.289594432004567803e+00,8.168525705702343487e+00,4.787402286562094100e-01
2.453353332894081120e+02,6.936495286002799965e+00,9.892915602945464570e+00
8.129571088848837945e+00,8.152424228204477430e+00,1.112256650912025746e+00
6.594329618809154248e+00,7.269118395396670707e+00,9.852068857737609209e-01
2.973476000009003073e+01,5.228642302187539670e+00,5.535924533256311175e-01
4.236757223710994680e+01,7.965403693074321723e+00,4.769479094138947772e+00
4.128689573918455835e+01,9.211454914462864352e+00,1.960160994370559129e+00
8.811156466071446980e-01,4.620715321691542421e+00,1.866740653915170038e-03
2.445037672103688564e+01,8.630177476706263562e+00,2.393246728851398775e+00
6.845772120194034471e+01,8.774888257920327561e+00,4.357876840302819410e+00
1.019944550879909571e+02,8.104072358678601873e+00,7.288516589511804256e+00
2.555864925560581469e+01,7.838310661793351564e+00,3.287149623518249353e+00
1.196837924313566948e+00,7.083813856350505311e+00,1.897645463949394484e-01
8.751363034709960242e-01,7.668642413025057891e+00,1.437625181655670104e-01
4.333351777114843095e+00,6.070876321034108791e+00,3.717304633311259709e-01
2.464658181976330980e+02,9.897456812599894960e+00,1.155812322904510747e+00
1.177663513679003593e+01,8.526164838182168637e+00,1.335715994948026619e+00
