k,m,level_index,dE,dE_noisy
2.353116658514173842e+00,3.394291243019999627e+00,5.380524261509218142e+00,7.060781433084999392e-01,7.020769957984491771e-01
3.871883101760611900e+00,2.424976057306541311e+00,2.705478427274619513e+00,1.115398734951398518e+00,1.095206076846510612e+00
3.862454010599927212e+00,2.998205065302788519e+00,5.687482447179379896e+00,8.563088367329072526e-01,8.605139696058630161e-01
3.389638331405291360e+00,1.670712672382377528e+00,7.202269697964325701e+00,7.328225230918442579e-01,7.354181576807649057e-01
3.014762901942110052e+00,3.122574174690374349e+00,2.532813135236129831e+00,9.070212510987647470e-01,8.928974389440469395e-01
3.535069274705039177e+00,3.952913324873089884e+00,3.434600673140568716e+00,8.465229156152225265e-01,8.542261364431674719e-01
3.816255485439653761e+00,2.952847215479516230e+00,3.447672116474285176e+00,9.842773070243883149e-01,9.772663090200540692e-01
1.067853186661008369e+00,3.941557859846354983e+00,3.405651080119761254e+00,4.931954128972046436e-01,4.819335317356716608e-01
1.354315681452576081e+00,3.501623532724448928e+00,4.930545883227287263e+00,5.612006119629016077e-01,5.621579190725441988e-01
2.080791654050929473e+00,3.304641076709466052e+00,6.618827469405373698e+00,6.481401133174703455e-01,6.463554090034782096e-01
1.280760559127799070e+00,2.437582723334189350e+00,4.590863124495866643e+00,6.472613833038920461e-01,6.492876233138035191e-01
2.798573419159831488e+00,2.722228975032924936e+00,3.160053139699504854e+00,9.086051828891716919e-01,8.925477023059272819e-01
1.781092667044325895e+00,1.741426024340697598e+00,4.667767394594690700e+00,8.451267167941911573e-01,8.632490179569148880e-01
1.793019187396976521e+00,3.623681362960448737e+00,7.249877727390265925e+00,5.793761937361827652e-01,5.733496075907454914e-01
1.864983965943596722e+00,1.040264138747211131e+00,1.678129978643326581e+00,1.240422900265003348e+00,1.225026307180039131e+00
1.293146972753170143e+00,3.392201545163325616e+00,3.416858848773986601e+00,5.782207976435154162e-01,5.844092195291868963e-01
3.222833359714476931e+00,3.820119050388438797e+00,5.636974648073666216e+00,7.515933819790526771e-01,7.480453406780409598e-01
2.952017288798950201e+00,1.995520974452651419e+00,3.937217001385676873e+00,1.005762171916166459e+00,1.009010756773895512e+00
2.819524271923787406e+00,3.399851205030916645e+00,2.202015006345812154e-01,9.114085965511132814e-01,9.080125122448629016e-01
1.102136746833326297e+00,2.287833399383641719e+00,2.463436800656156223e+00,6.597996551027062173e-01,6.592022514979070102e-01
2.288392433916632385e+00,3.570836680072218883e+00,3.101926023301384561e+00,7.395942497036550600e-01,7.420519781410414017e-01
3.055610769699527829e+00,2.887062417698893046e+00,4.169985536992356856e+00,8.776134138698621356e-01,8.701468850300331237e-01
1.469039949710759130e+00,1.167298586463461962e+00,3.391942725937302505e+00,9.768466785490931281e-01,9.836340745076886938e-01
2.156973533972652568e+00,2.126992110700350658e+00,5.587183167111330562e+00,8.025965794860909774e-01,7.978975784952955230e-01
1.059502436409810677e+00,1.057728855419491687e+00,4.980984353461117564e+00,8.254757862272699143e-01,8.167789147855651910e-01
1.245573991231726296e+00,3.247955983538677760e+00,5.432743534770900773e+00,5.520022192275744199e-01,5.527725434457994025e-01
1.649360739997161707e+00,3.612533544731671764e+00,1.479362959516230980e+00,6.582711708456930877e-01,6.627215836306035168e-01
2.243950483423745812e+00,3.988325044768471717e+00,7.416827922660367278e+00,6.031840609813186038e-01,6.008932675651321720e-01
2.389720108862139369e+00,2.579037056212523105e+00,4.779414579608562086e+00,8.100666194871923853e-01,8.014414216163967541e-01
3.653564594854338932e+00,2.173877728449451041e+00,2.217107849970952671e+00,1.171170974806680087e+00,1.177368830469766481e+00
1.949975326522039865e+00,2.573681916715833129e+00,7.214185960095742978e+00,6.715173525416091582e-01,6.539140646203813745e-01
1.064391628831574010e+00,2.330489645958938372e+00,5.099567553652976315e+00,6.004276765645584213e-01,5.901190352042030574e-01
3.478670040313495360e+00,1.879419111433287881e+00,7.640687521892868261e+00,6.977411581852455136e-01,6.981363870905793467e-01
1.185540806120718216e+00,3.730775453826169485e+00,3.842271671886568818e+00,5.266612442120319759e-01,5.130506502289813309e-01
1.278975977986684942e+00,2.182550578844405287e+00,5.610865361453433842e+00,6.550840018711326929e-01,6.553639445136243413e-01
3.889545150219205105e+00,3.686986542448367654e+00,3.533034643777121175e+00,9.033601911896225189e-01,9.028115600094378523e-01
3.260096254385075554e+00,2.699501532415319982e+00,2.461367428579380068e+00,1.004299933508681741e+00,1.013287331397263458e+00
2.013562608337765347e+00,3.540746403649450258e+00,5.616102194763806565e+00,6.471416707965544912e-01,6.379937672784216085e-01
1.396536524857586947e+00,2.996824748100863633e+00,2.006117175175713641e+00,6.567330078087884049e-01,6.504739425723720103e-01
2.160191719515584641e+00,2.407728502781582236e+00,4.051546491774240089e+00,8.263315500050740781e-01,8.296633668520840832e-01
2.017584678340520910e+00,3.148935957167363409e+00,4.229172756755439799e+00,7.129865208991179593e-01,6.884108849970599353e-01
3.623323604327419289e+00,3.176394816614945604e+00,4.223579987287932269e+00,9.004987578477829935e-01,9.314991808369288417e-01
2.256259051942119953e+00,3.608125095747457323e+00,1.608802772324884778e+00,7.636858162934067051e-01,7.566993089887890100e-01
1.246135018046865994e+00,2.382410002851178099e+00,7.020156918287178804e+00,5.962964680626716696e-01,5.889981175354160881e-01
3.780415607075758633e+00,2.588865801008427336e+00,4.824212842801026468e+00,9.431391457237905396e-01,9.517504208328276816e-01
2.866940091145780301e+00,3.292713815496842056e+00,3.553061174556695789e+00,8.329875219295579392e-01,8.325892035152010484e-01
1.350129570343006513e+00,2.544297533375369902e+00,6.056596856701645493e+00,6.200999049755490100e-01,6.023056187885130752e-01
1.339522480139267113e+00,2.861083097721064838e+00,2.226982191868052574e+00,6.547336092739727276e-01,6.610028830748988504e-01
2.397799723492792801e+00,1.706368927812118130e+00,5.250204313606989359e+00,9.045581906654455162e-01,9.131119690054375626e-01
1.276266897067348527e+00,3.928296815125105645e+00,3.011706830856814676e+00,5.413431461142979018e-01,5.368436833795384722e-01
2.895256576608275623e+00,2.907915502653110718e+00,3.361854472732185073e+00,8.886180286174668597e-01,8.858020250345466362e-01
2.849151373284730671e+00,2.951642110234493188e+00,2.861633730273697829e+00,8.952634789519229308e-01,9.001233249245168544e-01
1.096244045854461113e+00,3.235567873849731768e+00,4.274153118579824273e+00,5.372905425141325519e-01,5.282027400149880147e-01
3.422268343123883394e+00,3.363154058865978069e+00,5.725970103028310554e+00,7.972606239207136181e-01,8.016445095627826589e-01
3.360384282818495549e+00,1.287699737120342913e+00,2.215737512734718528e+00,1.392998771625330479e+00,1.394991756729775378e+00
3.745924805845925576e+00,2.110177153547025952e+00,3.558890872065619604e+00,1.098351013047200064e+00,1.091601686889440925e+00
3.010919940215431190e+00,2.795920576439559380e+00,4.657881783469206560e+00,8.616716216806757922e-01,8.477506029425573297e-01
3.078586697005669670e+00,3.982579848742105355e+00,2.657429833534520114e+00,8.168379649773520601e-01,8.145819066697411737e-01
1.491224963359503608e+00,2.549419035026365243e+00,1.961021145944093824e+00,7.326967380703194310e-01,7.239425154877177082e-01
1.071666441936435010e+00,1.007561602434668524e+00,7.797575483170124500e+00,7.026408341637362387e-01,7.126549364205378989e-01
1.196689457255259770e+00,3.910595575148873682e+00,5.030472463437459574e+00,5.047204558230851124e-01,5.061613095080843561e-01
3.893384020481072127e+00,2.650556216908221518e+00,6.320317046260695015e+00,8.361395161741206339e-01,8.439603613997196385e-01
2.937164096678900549e+00,1.195047510829676307e+00,1.366063288721804270e+00,1.447838318802632918e+00,1.449184538156077506e+00
3.840719999480222135e+00,2.034683065358022791e+00,4.444377484039817361e+00,1.042194047850133698e+00,1.044823059020983935e+00
2.048153076616286761e+00,3.876458494877191185e+00,1.541539172201620289e+00,7.054484081879002222e-01,6.976184190155964027e-01
3.265664729984242065e+00,1.993676425271599495e+00,4.277461934461789461e+00,1.015688893288366978e+00,1.022369367554088360e+00
1.196196896085000461e+00,2.666764538337891732e+00,4.123785169336011691e+00,6.118904065897707856e-01,6.297373893328410688e-01
1.498615496778913592e+00,1.980920582576003453e+00,1.823141324438986466e+00,8.309085662276377571e-01,8.278116906724622970e-01
1.831400004615969968e+00,2.837754258481727909e+00,1.618743780217118733e+00,7.751013881811966710e-01,7.691736429040552103e-01
2.650954755102224780e+00,2.459346272589542970e+00,7.392708015063923277e+00,7.262990046606949690e-01,7.247206376387914650e-01
2.672226640272730158e+00,1.987148475723644392e+00,6.824768112008609222e+00,7.885779014883947946e-01,7.837650986523835295e-01
2.496959356921044648e+00,1.285572437753389252e+00,3.229830771788704702e+00,1.159961199312901092e+00,1.152946406326365691e+00
2.273390753896232575e+00,1.848932217371759501e+00,1.105440903756219839e+00,1.072003602031984748e+00,1.073385538471666401e+00
2.727115481017295728e+00,2.862110590570056345e+00,2.534631738777489041e+00,9.016259068432825874e-01,8.987167315127816414e-01
3.899987186163514696e+00,2.543339718917698722e+00,4.285053487853530463e+00,9.945218040812437987e-01,1.008910540019670288e+00
2.374238681458357370e+00,2.331366325146391194e+00,3.915216958961462268e+00,8.750023649531466496e-01,8.750043813826978711e-01
3.512414265395214397e+00,2.715777296021766318e+00,5.315823327023561973e+00,8.797597138063113498e-01,8.829988335826256529e-01
1.167615895095613698e+00,2.125026312877358770e+00,1.240605090797536114e+00,7.243285453563432785e-01,7.338487640363412501e-01
2.156761771690172580e+00,2.557693821121376221e+00,4.985872688109207473e+00,7.742254013560497805e-01,7.712178428310043632e-01
2.681489330927197656e+00,2.718370265472330072e+00,5.310709274589186180e+00,8.071008765489254833e-01,8.214682419498148258e-01
2.860961666964811467e+00,3.144805491120748808e+00,4.875721683434758091e+00,8.008515709001322591e-01,7.945246287749311298e-01
1.750055019796033839e+00,3.891270359556000535e+00,2.739653772393922715e+00,6.345179506684748283e-01,6.264346736496135826e-01
2.197873040459785710e+00,1.675093589756125656e+00,7.589026776350779713e+00,7.317797088967976649e-01,7.281170387082951390e-01
3.841018506207070082e+00,3.927858597016935516e+00,7.902175846463341813e-01,9.712745700317895192e-01,9.701273961121181788e-01
2.946552262035846859e+00,3.955556402985263453e+00,6.055138731021146192e+00,7.052238542431578106e-01,6.912106722421672567e-01
2.754898745236883606e+00,3.420802050913485104e+00,3.290227350249133487e+00,8.135477180416845755e-01,8.131967702003961573e-01
1.195896131559522679e+00,3.145049570382805193e+00,7.090183697480717306e+00,5.259120436714512792e-01,5.092371777670570143e-01
1.156528772929443116e+00,1.205052863091354176e+00,1.152482143653052127e+00,9.509261393012281571e-01,9.648475233066831080e-01
1.634195343496193775e+00,3.340353165619853737e+00,7.340683858497276226e+00,5.751179669025261454e-01,5.743079973884491762e-01
1.413468327545899017e+00,2.833790377453579978e+00,7.268178551948176747e-01,6.992147633522431960e-01,6.927951861052834559e-01
3.951249787819862913e+00,1.749036486035181914e+00,3.372507138160964146e+00,1.203752971510479552e+00,1.194669590327643860e+00
1.008241442807992438e+00,1.726501688473883966e+00,8.993938359924698034e-01,7.525645319366621733e-01,7.487202271945802012e-01
2.097530587541551306e+00,2.000807225951217738e+00,7.380289041072653156e+00,7.230863226502362018e-01,7.208555279659318860e-01
1.175267348871404938e+00,1.963512902195394094e+00,2.456546980705407002e+00,7.306062766083241122e-01,7.201611669522105519e-01
2.920031674953029732e+00,2.198043779280291155e+00,4.502281520497802170e+00,9.355121881854499000e-01,9.263142372472215058e-01
1.139599606224577233e+00,2.592278182864182767e+00,7.545262806573934000e+00,5.487968291071217974e-01,5.469250790565064468e-01
1.205228906625166907e+00,3.371116996249898357e+00,4.228887403952851898e+00,5.511047804173609954e-01,5.458969429394046058e-01
1.239827516824356657e+00,2.193626325935505328e+00,1.362269473883328530e-01,7.541918748795085614e-01,7.635840059162917193e-01
1.815355393908638426e+00,1.084512693284334972e+00,6.310896754072130577e+00,8.493934886678214946e-01,8.607721924102766931e-01
2.729074203989951819e+00,3.072097048118807017e+00,2.432160129879896715e-01,9.424980958583103474e-01,9.426583078943092664e-01
3.416345852892561208e+00,1.004953057900353830e+00,2.610184015638974842e+00,1.460016693254036602e+00,1.464752688974581885e+00
1.801574753503782489e+00,2.414119225075554098e+00,1.768199853436223989e+00,8.269689628619487642e-01,8.136170791256975843e-01
1.849513169708399296e+00,2.964604181370916525e+00,2.068109489496780640e+00,7.531672258587644997e-01,7.595414029530906941e-01
3.473446431855810701e+00,2.845088361447359659e+00,2.120825118559537259e+00,1.024487630338972721e+00,1.024181795643840154e+00
3.237845140528967658e+00,3.439228769092534055e+00,6.220076886669393623e+00,7.567232916408338506e-01,7.615699748003422753e-01
1.380444245072003806e+00,3.833714277290568351e+00,3.470267534050690550e+00,5.624811546534529416e-01,5.784847159693895513e-01
3.419046804119070693e+00,1.998814797315275671e+00,2.494323933232445611e+00,1.161017426183610146e+00,1.138208848620166469e+00
3.493753325905843532e+00,3.175917970658148626e+00,2.282679171827280307e+00,9.712071260493128078e-01,9.738166078398471370e-01
1.533477350701317743e+00,3.594614435605195890e+00,5.641816019601474608e+00,5.743914249867890787e-01,5.634002343551104408e-01
2.880843995717660810e+00,3.530310998145439694e+00,5.945396539247848722e+00,7.320394185431586820e-01,7.379613854572035780e-01
1.590230865463713839e+00,3.391451900675356512e+00,4.083707837214017644e+00,6.247842781043139171e-01,6.116511437300292675e-01
1.730478136084247609e+00,2.565114418626323278e+00,5.877118339823637960e+00,6.850601825148547874e-01,6.801061868448148306e-01
2.482017265985926091e+00,3.352563998396117739e+00,6.920882983818125389e+00,6.762678702009154996e-01,6.782952077585192585e-01
2.566660083852425167e+00,1.708698111247436868e+00,3.855841664596747265e+00,1.016420399441270384e+00,1.022555493305624008e+00
2.437100546194561623e+00,2.539547566461277661e+00,1.780313929037196097e+00,9.302940286854133323e-01,9.310419695787790495e-01
2.623423159912626090e+00,2.637386205120242799e+00,7.112434666893931556e+00,7.280687229060422982e-01,7.201404135161642017e-01
1.639494029276357345e+00,1.449640674554590003e+00,7.040583844817308368e+00,7.525706212764540215e-01,7.470352990992998876e-01
3.335741104383736388e+00,3.592031258255675041e+00,3.834030323111047522e+00,8.458986502521879114e-01,8.547436791646817467e-01
1.833545236085825092e+00,2.330289073045979542e+00,1.841434274664618620e+00,8.459406237774826920e-01,8.458856276206172531e-01
3.738049869157330729e+00,2.194691377330234783e+00,1.668953854291170380e+00,1.213458401888360072e+00,1.196620257919949415e+00
2.545465910768768936e+00,2.758478755693498208e+00,2.591969564385951053e+00,8.868380548685015352e-01,8.952746819511984144e-01
1.911052158833754344e+00,2.773778034541902304e+00,4.378257977828761582e+00,7.314198987185551726e-01,7.355823835156899415e-01
1.523151707524900367e+00,2.016544665301183592e+00,7.950886833036852508e+00,6.456942962538676500e-01,6.544284517063870821e-01
2.455611887248090763e+00,3.080913035874920158e+00,7.014396802897440608e+00,6.889900756143787497e-01,6.856238009506119280e-01
2.128891900454056962e+00,1.908283645484687430e+00,2.112869825921302791e+00,9.842015198591667069e-01,9.924830850434328555e-01
2.869281372165798150e+00,2.623818858118296404e+00,9.223616018430815799e-01,1.020601201764495647e+00,1.009990552564479005e+00
2.495378747868849612e+00,1.040052802309203939e+00,3.480301030104717697e+00,1.212531253774908224e+00,1.218231251883562738e+00
1.110879094002090284e+00,1.210037639283959798e+00,4.824051323712796879e+00,8.055484022724332949e-01,8.006445991761527159e-01
