w,a,theta_obs,P
2.958633174171477198e-01,4.206531196892104862e-01,1.669360172754341010e+00,1.765591282644537200e-05
8.190170521820943073e-01,4.811469338391802797e-01,2.259859582997921557e+00,1.123410785907626988e-03
7.571014905858010069e-01,1.964969212095033502e-01,1.528291963917462803e+00,1.779982082618963748e-04
7.508586758615816148e-01,2.071514903176595868e-01,2.412086088144747453e+00,1.924996980500245231e-04
9.621904596680197486e-01,1.006318474413564340e-01,6.547001906477273314e-01,2.644079496932707791e-04
3.594978582288954616e-01,3.770749826440231156e-01,2.439252374511730270e+00,3.518558765610488553e-05
1.413899582943895616e+00,3.288289300095789125e-01,2.346243415595962833e+00,4.613772446348115945e-03
1.089265582497543017e+00,3.937723435362247559e-01,1.209712143988313393e+00,8.655986911772186460e-03
1.270915765910603179e+00,1.109008379805833666e-01,4.923891228815075460e-01,1.355592311447214020e-03
1.365841601942887840e+00,3.657614806783551775e-01,2.158579483717285807e+00,5.165109417335939437e-03
9.583160610005188040e-01,3.799554363060301254e-01,2.317310335156183232e+00,1.325209041070075878e-03
2.522836871759809307e-01,4.676206104504784244e-01,7.831798820152157115e-01,2.586419206917877348e-05
1.124932871353085506e+00,1.166525922476256832e-01,2.031500008137286706e+00,2.847579588503394710e-04
9.397336105423657049e-01,3.490180599815452256e-01,1.808377020370034227e+00,1.163035288746210733e-03
1.273744388821518969e+00,4.792554156046116010e-01,2.012226021016139565e+00,7.874289482051042774e-03
8.918086155166474738e-01,3.487430958464241559e-01,1.873899625314339179e+00,9.100236582428713810e-04
1.257217323973450096e+00,1.938506952943717665e-01,9.745491021965966283e-01,3.338320891224996669e-03
1.496113380994239295e+00,2.635204659114139258e-01,2.434924981881458450e+00,3.738174110345813574e-03
6.557212547782546030e-01,3.983267813332764806e-01,1.644247269017206969e+00,3.975012259855944695e-04
4.223278720268763275e-01,4.498487995811217832e-01,1.735245264598979098e+00,8.158314178595226342e-05
7.091772392900737021e-01,3.064479565392145832e-01,2.898566864453584024e+00,3.250883243091852079e-04
1.178964986825379313e+00,3.473359221533069974e-01,1.010363419679595864e+00,1.493512692696646015e-02
7.709976114157984783e-01,4.865566216943320033e-01,6.630129334505913130e-01,1.039366820557164478e-02
9.648941422579793148e-01,3.616669203354570539e-01,7.471788481428560669e-01,1.012513710701139213e-02
3.655660134981723597e-01,2.839293798210806297e-01,1.364558863809867129e+00,2.201874736248835457e-05
1.143960564214174358e+00,1.418572718314023984e-01,3.956198752326766099e-01,1.741120231055959819e-03
5.641071224264493367e-01,4.039926235084163042e-01,1.165371475228705433e+00,4.043181187409736785e-04
4.478028285252237395e-01,4.625576900927010349e-01,1.148662656088798917e+00,2.050471348300900761e-04
1.321834998158152974e+00,2.636748849046827714e-01,4.834811287218892528e-01,3.035188489794179642e-02
9.337366674567724179e-01,2.294560912989812851e-01,1.136839755619997394e+00,9.895980503675349659e-04
8.298486250501254657e-01,1.500903040873229899e-01,1.405489555480527786e+00,1.615446165219776862e-04
1.368470894823029971e+00,2.732855003754706136e-01,3.489593734490289423e-01,5.419026722030784865e-02
3.118161668793034136e-01,4.904971037326617544e-01,2.103605709513727273e+00,2.945459386958646159e-05
1.105000785443160494e+00,3.385485367752996133e-01,2.305704278371831339e+00,1.851798292959251245e-03
6.263769766939832895e-01,2.773682339642035699e-01,1.573460436053998546e+00,1.631251370088447475e-04
4.280326749806054321e-01,1.013460615375961632e-01,2.300565870036737071e+00,5.918514420869991314e-06
1.077238244957462676e+00,3.000538349134907468e-01,1.285066801387290347e+00,3.001317799009824323e-03
6.716685361218169836e-01,2.194293386130976575e-01,9.852182851322286439e-01,2.492164132763629138e-04
6.288645822421166098e-01,1.865871820833294170e-01,7.075450209152741587e-01,1.712483508377306231e-04
1.426781094797944238e+00,2.365394327465510094e-01,9.563052647922108962e-01,1.239710919263637724e-02
4.590878428833320424e-01,4.171362781140410814e-01,8.940821843856255891e-01,2.579260182800903424e-04
8.658257551890555792e-01,3.386808479981425757e-01,2.698164867754721197e+00,7.648577465342918215e-04
2.312171608727540684e-01,2.256638624529004322e-01,1.929997199960597598e+00,2.025927477855178853e-06
4.123785184780430213e-01,4.346141143761992343e-01,2.699342877314060640e+00,7.879767576975753285e-05
1.348444353723630584e+00,3.204623297884088839e-01,2.484370984369045909e-01,1.282158369619420535e-01
1.226021812728479210e+00,3.628403670315876739e-01,2.444613174614425954e+00,3.157516481199247951e-03
9.238861370701874076e-01,2.558969571910444385e-01,2.043643158886973010e-01,4.162083728177208217e-03
4.891894147887683730e-01,4.301742176151543973e-01,8.907425032398325060e-01,3.816170551695062269e-04
9.250718574076983725e-01,3.064000850876874571e-01,1.438977599653021855e+00,1.207589807980954943e-03
2.157904839476963432e-01,2.623697287059094663e-01,2.684469116947003187e+00,2.956834528970586363e-06
1.126891720219296955e+00,2.354192272412653220e-01,3.844482712062669560e-01,8.266649725549187616e-03
1.131775884732846738e+00,3.685835425042763291e-01,2.088591738001867704e+00,2.455446189231712782e-03
1.039858530636261325e+00,4.657447922441052546e-01,1.714221797255703672e+00,3.727659060048597092e-03
9.947402895577616144e-01,4.848877350860976154e-01,1.344733961650780962e+00,7.316633238400462903e-03
2.958313624118987795e-01,2.187512078882676292e-01,7.838094314694671327e-01,8.893564228999257588e-06
5.203277597662682163e-01,3.413279273557365823e-01,1.083399507653707738e+00,2.074399687101789031e-04
9.466914625273115114e-01,1.850487974650132372e-01,1.235150926083386835e+00,5.391324971644443796e-04
7.124427958375668668e-01,4.556055173112832923e-01,2.897510195180351023e+00,6.179391536282117896e-04
1.489630197155878522e+00,4.748507961029747593e-01,2.482470226727251927e-01,1.195787713207099578e+01
1.400868964587735688e+00,3.442650969271013328e-01,2.859407132688341235e+00,4.803359343932499768e-03
3.976102732792981542e-01,4.355435200061196221e-01,8.589552913273449386e-01,1.551741473825998059e-04
9.669487704443899823e-01,1.319387601826318979e-01,2.045335923077788998e-01,7.062481043969441380e-04
1.105079637934493597e+00,3.725661324638756544e-01,1.694766188117988293e+00,2.915338475973785950e-03
3.775064385911519604e-01,4.050736856293145061e-01,2.193970144076788475e+00,4.422770489778695243e-05
6.063743412315226733e-01,4.613028402654235638e-01,2.026818173690787539e+00,3.307693086789765483e-04
1.130693201003142745e+00,4.397411844931808922e-01,2.796688128709277965e+00,3.331819827165267024e-03
1.371440521449687644e+00,3.499901799238835376e-01,1.833801691001680112e+00,5.573732833131457565e-03
6.442654452679759114e-01,1.621447143401114899e-01,2.298881360143760766e+00,6.791741036508945075e-05
5.106268251986647577e-01,4.342081638170363078e-01,2.230682386040249821e+00,1.563640807111961180e-04
1.268329603549279039e+00,1.930175173304116143e-01,2.502085004975493465e+00,1.194258863851521473e-03
9.604774842933818668e-01,3.613647762918608120e-01,1.709497958791695638e+00,1.477659016269706376e-03
8.195649482175015876e-01,1.230393925464373928e-01,1.149009709689221559e-01,2.826943268341058956e-04
5.329950278562600730e-01,2.152829176047755255e-01,2.205952849213711708e+00,5.300585332309363476e-05
2.944558532428173114e-01,3.033131276943489274e-01,1.158226507423811613e+00,1.249250796992440415e-05
2.232588471660678642e-01,4.252684616280238972e-01,1.862826742392180268e+00,5.874871558086950285e-06
9.539612347333232822e-01,1.079597716390620771e-01,2.810734522770104604e+00,1.722753364198581711e-04
4.484433554980972736e-01,1.571251595395873335e-01,5.184496670907813298e-01,3.030941114057645255e-05
1.468192871954866474e+00,4.114987273161396786e-01,2.874618300168958918e+00,8.766128656474126563e-03
3.397203969019914616e-01,1.456624247470582056e-01,2.620062113692655625e+00,5.586803722936161328e-06
7.877154248252409285e-01,1.626584376816246902e-01,2.118264408434499813e-01,4.729533540649347298e-04
7.130577361922479929e-01,4.136154834394996094e-01,9.232488476739807437e-01,2.114748545072746115e-03
5.020049178711902815e-01,1.872641049366384758e-01,2.100622821521082706e+00,3.133505091966411914e-05
1.173382442505115586e+00,3.257146397255268333e-01,1.005967085083342871e+00,1.156904986853062901e-02
1.036816190704403562e+00,2.334093166668790298e-01,1.662752466111949268e+00,8.348367595952627075e-04
1.143484990567430915e+00,1.321540784451163408e-01,1.323686853484872916e+00,5.048619292190730011e-04
3.076511486654431304e-01,4.499225192934401818e-01,2.808844384011810025e+00,2.938062397398229564e-05
6.585664404053266363e-01,2.229457871995381424e-01,1.570955430361867355e+00,1.275438614475289873e-04
8.757829966345013206e-01,2.696151627817147123e-01,2.725652731723117395e+00,5.547489819793155518e-04
7.547374868493134104e-01,4.092363638267128012e-01,2.178365362190945564e+00,6.100891773343796766e-04
2.528028304345688038e-01,4.301903152373224293e-01,2.068641977027538825e+00,1.028238401540673267e-05
4.522356913710312010e-01,1.532434757273788140e-01,1.675108756239260144e+00,1.287782916962135289e-05
1.428532042796014423e+00,2.209026448273080645e-01,2.857395874286179804e+00,2.369508428019893604e-03
4.113406421793137091e-01,4.229486879036082336e-01,2.284422157476834414e+00,6.749149701512777903e-05
1.307668032201607877e+00,3.586022496128664638e-01,1.688710151203194065e-01,2.164313799654865589e-01
1.268778306783772125e+00,1.816531265867041833e-01,2.566354272245233936e+00,1.094131944564428116e-03
7.086818842015404352e-01,4.523934011040348646e-01,3.731287184594774264e-01,6.993163269798037367e-03
8.068185757975425698e-01,3.159000174333320143e-01,1.919802286683487624e+00,4.995787445313519147e-04
1.271202349944895005e+00,3.593730393767365916e-01,1.511635063902138754e+00,6.740843530768280724e-03
1.084892223241276321e+00,3.302212625849235139e-01,1.254825430169625555e+00,4.348569247873815269e-03
1.288026857357792210e+00,1.605871933753370284e-01,6.148224606024935701e-01,3.672694093932726833e-03
1.184875561581760994e+00,1.394498542806876795e-01,2.529689678922655283e+00,5.483405782327655138e-04
1.098652923272785964e+00,2.754317297063771375e-01,1.837494745986805844e+00,1.329362353136003460e-03
1.386866337808941640e+00,2.073633362937858660e-01,2.106027808334644646e+00,1.811877394569235290e-03
1.269649273022965374e+00,4.623479121711240314e-01,1.528803343702747064e+00,1.375552237758641792e-02
4.327814938578912751e-01,4.325333506351993207e-01,4.617747557608716802e-01,3.590916669193794440e-04
1.172691557605618495e+00,4.894009782363850647e-01,9.355973406572032358e-01,8.967590558869288631e-02
3.126857200489056576e-01,1.964942768547617014e-01,2.243855749895012242e+00,5.897335299307558185e-06
7.536131123822280564e-01,2.528775452678193036e-01,2.467258673584067807e+00,2.769114603290488783e-04
7.157774532994528593e-01,3.885299346734100157e-01,2.414489683786126051e+00,4.646070263251485689e-04
4.628185221681300199e-01,2.401828635981834992e-01,9.902836493289005615e-01,6.022991281259255063e-05
1.419276641226786095e+00,3.403946992138572880e-01,2.930831911605438655e+00,4.944746723403625928e-03
3.232096818695170959e-01,4.667852311209823579e-01,2.290993397470685533e+00,3.260698159618992284e-05
2.063692394851482925e-01,4.667002496075237095e-01,2.231751780137587904e+00,5.850049670778691653e-06
6.197970447631718782e-01,2.047804142953749129e-01,2.534736945867698488e+00,9.637384939304078670e-05
1.487968133713588603e+00,1.275855446917581737e-01,1.845365789170626325e+00,9.823351651095961132e-04
5.441036669049719166e-01,3.742721564183493776e-01,1.638487695064138272e+00,1.636757855537860089e-04
1.279902545173050354e+00,3.818514252014701404e-01,2.936152125426557014e+00,4.115246967910798741e-03
4.250477281266051288e-01,1.785019792406094263e-01,3.477945412574819373e-01,3.550307773147802856e-05
9.622918612378911218e-01,2.680534957043192446e-01,5.065859732169017970e-01,4.783950920226706822e-03
1.445932135733209556e+00,2.806304152548419473e-01,2.902356333717704739e+00,3.705490290893243173e-03
1.131467204935549198e+00,3.570057568662404202e-01,1.405949380442783614e+00,4.756274976794880663e-03
1.474660367732032240e+00,4.532294369380520105e-01,1.282679509492856917e+00,7.334361365552011236e-02
9.469236438157516700e-01,4.519553384732841739e-01,2.609189936802259080e+00,1.745217030886667435e-03
1.478335118519447766e+00,1.450064505945374005e-01,2.560301959945152195e+00,1.318724493297326016e-03
1.288161141236005003e+00,3.936830566897183692e-01,1.930209714975788415e+00,5.216758382554553299e-03
1.211722693932506756e+00,3.045552761293059962e-01,1.085354471802344456e+00,8.932404112893142442e-03
1.355036852984950357e+00,3.912932676297626311e-01,2.622982340544558255e+00,5.521818200309030165e-03
1.020938972440101677e+00,1.416615747039966511e-01,3.984312293833869867e-01,1.004066311735583817e-03
6.632739102895428562e-01,1.966693364145761791e-01,1.995574951225790095e+00,9.708014835023456141e-05
8.867671720740909480e-01,2.277758479682794879e-01,2.304166361585319400e+00,4.073404443138004460e-04
4.944505143870726593e-01,2.174791555904654894e-01,1.686109271169352830e+00,3.673506285868977680e-05
1.210807361046217112e+00,3.653473756178196030e-01,1.779102283058928924e+00,3.774287059567813657e-03
4.211020520993264404e-01,3.450866806824994804e-01,2.931416201322756709e+00,6.064572881091071665e-05
9.503573336825679174e-01,2.779707067665867504e-01,1.826666397105319639e+00,7.637233710341051387e-04
8.966686084528486811e-01,1.859231986336553344e-01,1.394227382151022265e+00,3.578185549591747874e-04
1.073473644520997583e+00,4.821225479157734140e-01,2.555916881191719447e+00,3.295745068084139986e-03
1.188632578264825046e+00,2.440793265404709311e-01,6.664049536031226850e-01,8.871850583325648770e-03
3.427762518830815841e-01,4.427203304556839858e-01,6.169713397246554543e-01,1.075650985171738069e-04
1.012423250168378530e+00,1.618719954885237122e-01,2.459873166394370703e+00,3.876030788358495057e-04
7.381426472047506460e-01,3.296922555542772248e-01,2.417506202762247813e+00,3.951242372764001949e-04
9.984618663683398898e-01,1.904745102078402863e-01,5.463222869125927694e-01,1.849935105553213773e-03
1.102179906090443806e+00,4.106805121286548621e-01,1.185697590727595507e+00,1.145730757126976924e-02
9.611234614888084504e-01,3.765910287988316618e-01,1.574229724369800243e+00,1.910168010443242040e-03
1.152751899916329759e+00,1.070712619115703063e-01,1.760738091843910613e+00,2.591180373314490434e-04
8.760328343660424011e-01,4.908352761173769840e-01,3.540589553065263684e-01,4.614394994817868495e-02
8.017281518680532404e-01,3.239586593885538934e-01,6.585332170846752708e-01,2.778711287584203962e-03
5.727995250830957286e-01,4.774521019758000140e-01,2.002906907620413346e+00,2.837633519085037753e-04
4.978971709957185632e-01,4.607881006710545790e-01,4.502451042626229305e-01,9.116571760143504094e-04
1.103892737919363931e+00,3.987476353679690888e-01,9.661747628408683397e-01,1.981113823396421156e-02
1.104424758656195049e+00,4.090945414856556606e-01,6.897317172163862642e-01,4.850066706448932785e-02
4.541272668695752746e-01,4.175915305531470167e-01,2.212289956246233646e-01,4.819342489991314780e-04
1.463388641594445705e+00,1.618303561570219873e-01,1.549799087669183395e+00,1.751440866982625823e-03
1.072496014376214779e+00,2.316801427686041304e-01,2.343424656802209682e+00,8.539209116088747418e-04
8.905809601727742164e-01,3.954154012824900866e-01,1.596629528214721372e+00,1.491001887006703159e-03
1.293527957008457907e+00,3.411469091495901163e-01,3.165060264697459047e-01,1.232254778433737874e-01
