S,theta
2.695542835859053854e-01,1.000176267677854725e-01
2.700139360819204248e-01,1.000177170930231646e-01
2.704743723919199594e-01,1.000178078811073124e-01
2.709355938524886653e-01,1.000178991344095325e-01
2.713976018024898962e-01,1.000179908553136265e-01
2.718603975830705677e-01,1.000180830462155945e-01
2.723239825376642109e-01,1.000181757095236906e-01
2.727883580119953022e-01,1.000182688476585341e-01
2.732535253540831488e-01,1.000183624630531509e-01
2.737194859142456638e-01,1.000184565581530016e-01
2.741862410451035292e-01,1.000185511354161061e-01
2.746537921015836381e-01,1.000186461973130853e-01
2.751221404409237570e-01,1.000187417463271888e-01
2.755912874226757459e-01,1.000188377849543925e-01
2.760612344087099990e-01,1.000189343157034810e-01
2.765319827632191085e-01,1.000190313410960763e-01
2.770035338527219171e-01,1.000191288636667619e-01
2.774758890460676253e-01,1.000192268859630279e-01
2.779490497144395111e-01,1.000193254105454649e-01
2.784230172313590379e-01,1.000194244399878057e-01
2.788977929726899618e-01,1.000195239768769256e-01
2.793733783166419959e-01,1.000196240238129530e-01
2.798497746437753619e-01,1.000197245834093807e-01
2.803269833370040653e-01,1.000198256582930656e-01
2.808050057816006140e-01,1.000199272511043264e-01
2.812838433651995707e-01,1.000200293644969846e-01
2.817634974778017165e-01,1.000201320011385037e-01
2.822439695117782144e-01,1.000202351637099890e-01
2.827252608618743834e-01,1.000203388549062850e-01
2.832073729252140848e-01,1.000204430774360304e-01
2.836903071013033850e-01,1.000205478340217696e-01
2.841740647920351637e-01,1.000206531273999805e-01
2.846586474016924995e-01,1.000207589603211711e-01
2.851440563369533887e-01,1.000208653355498800e-01
2.856302930068942980e-01,1.000209722558649539e-01
2.861173588229946607e-01,1.000210797240593114e-01
2.866052551991407071e-01,1.000211877429402624e-01
2.870939835516297389e-01,1.000212963153295220e-01
2.875835452991741259e-01,1.000214054440632105e-01
2.880739418629054693e-01,1.000215151319920059e-01
2.885651746663788764e-01,1.000216253819811996e-01
2.890572451355767347e-01,1.000217361969107238e-01
2.895501546989130426e-01,1.000218475796753187e-01
2.900439047872379050e-01,1.000219595331845041e-01
2.905384968338410312e-01,1.000220720603627322e-01
2.910339322744563417e-01,1.000221851641494714e-01
2.915302125472659656e-01,1.000222988474991637e-01
2.920273390929045143e-01,1.000224131133814753e-01
2.925253133544631901e-01,1.000225279647812687e-01
2.930241367774939487e-01,1.000226434046986440e-01
2.935238108100139964e-01,1.000227594361491196e-01
2.940243369025093423e-01,1.000228760621636737e-01
2.945257165079397943e-01,1.000229932857887583e-01
2.950279510817425677e-01,1.000231111100865072e-01
2.955310420818367811e-01,1.000232295381346809e-01
2.960349909686276759e-01,1.000233485730268462e-01
2.965397992050107789e-01,1.000234682178723911e-01
2.970454682563761772e-01,1.000235884757966487e-01
2.975519995906128479e-01,1.000237093499409813e-01
2.980593946781128767e-01,1.000238308434628215e-01
2.985676549917755662e-01,1.000239529595357973e-01
2.990767820070120986e-01,1.000240757013497322e-01
2.995867772017493658e-01,1.000241990721109225e-01
3.000976420564345215e-01,1.000243230750419293e-01
3.006093780540392002e-01,1.000244477133819809e-01
3.011219866800639577e-01,1.000245729903867925e-01
3.016354694225423794e-01,1.000246989093287880e-01
3.021498277720453540e-01,1.000248254734971698e-01
3.026650632216859038e-01,1.000249526861979876e-01
3.031811772671229033e-01,1.000250805507542501e-01
3.036981714065655202e-01,1.000252090705059244e-01
3.042160471407782119e-01,1.000253382488101722e-01
3.047348059730841108e-01,1.000254680890413084e-01
3.052544494093700211e-01,1.000255985945908838e-01
3.057749789580907485e-01,1.000257297688679770e-01
3.062963961302731519e-01,1.000258616152989721e-01
3.068187024395209184e-01,1.000259941373278921e-01
3.073418994020186146e-01,1.000261273384163985e-01
3.078659885365365168e-01,1.000262612220438607e-01
3.083909713644344408e-01,1.000263957917074953e-01
3.089168494096667383e-01,1.000265310509224209e-01
3.094436241987862934e-01,1.000266670032217836e-01
3.099712972609492412e-01,1.000268036521568121e-01
3.104998701279190754e-01,1.000269410012969429e-01
3.110293443340714781e-01,1.000270790542298754e-01
3.115597214163985940e-01,1.000272178145617252e-01
3.120910029145133047e-01,1.000273572859170651e-01
3.126231903706542803e-01,1.000274974719390364e-01
3.131562853296895876e-01,1.000276383762894322e-01
3.136902893391220748e-01,1.000277800026488223e-01
3.142252039490932014e-01,1.000279223547166502e-01
3.147610307123877571e-01,1.000280654362112470e-01
3.152977711844385245e-01,1.000282092508700815e-01
3.158354269233305534e-01,1.000283538024497182e-01
3.163739994898057684e-01,1.000284990947259561e-01
3.169134904472677428e-01,1.000286451314939540e-01
3.174539013617858063e-01,1.000287919165683548e-01
3.179952338020997638e-01,1.000289394537832721e-01
3.185374893396246687e-01,1.000290877469924844e-01
3.190806695484549316e-01,1.000292368000695598e-01
3.196247760053695375e-01,1.000293866169078422e-01
3.201698102898359877e-01,1.000295372014207013e-01
3.207157739840151289e-01,1.000296885575414629e-01
3.212626686727658165e-01,1.000298406892236730e-01
3.218104959436494661e-01,1.000299936004410833e-01
3.223592573869347166e-01,1.000301472951878740e-01
3.229089545956018714e-01,1.000303017774786252e-01
3.234595891653476718e-01,1.000304570513484703e-01
3.240111626945897938e-01,1.000306131208532762e-01
3.245636767844719550e-01,1.000307699900696567e-01
3.251171330388676894e-01,1.000309276630950983e-01
3.256715330643858430e-01,1.000310861440481258e-01
3.262268784703747926e-01,1.000312454370682752e-01
3.267831708689271641e-01,1.000314055463163709e-01
3.273404118748848290e-01,1.000315664759745538e-01
3.278986031058430117e-01,1.000317282302462807e-01
3.284577461821555078e-01,1.000318908133567136e-01
3.290178427269391248e-01,1.000320542295525250e-01
3.295788943660784009e-01,1.000322184831022171e-01
3.301409027282306008e-01,1.000323835782960663e-01
3.307038694448301008e-01,1.000325495194464703e-01
3.312677961500931079e-01,1.000327163108877815e-01
3.318326844810226550e-01,1.000328839569766537e-01
3.323985360774134867e-01,1.000330524620920147e-01
3.329653525818561666e-01,1.000332218306352328e-01
3.335331356397424618e-01,1.000333920670301996e-01
3.341018868992700064e-01,1.000335631757234972e-01
3.346716080114466862e-01,1.000337351611845088e-01
3.352423006300960795e-01,1.000339080279054882e-01
3.358139664118618417e-01,1.000340817804016708e-01
3.363866070162123689e-01,1.000342564232114817e-01
3.369602241054460712e-01,1.000344319608965776e-01
3.375348193446957579e-01,1.000346083980419437e-01
3.381103944019339669e-01,1.000347857392561157e-01
3.386869509479772389e-01,1.000349639891711800e-01
3.392644906564913909e-01,1.000351431524430096e-01
3.398430152039961238e-01,1.000353232337512915e-01
3.404225262698701293e-01,1.000355042377996662e-01
3.410030255363558083e-01,1.000356861693159349e-01
3.415845146885639894e-01,1.000358690330520467e-01
3.421669954144792025e-01,1.000360528337843474e-01
3.427504694049641754e-01,1.000362375763136358e-01
3.433349383537653288e-01,1.000364232654652880e-01
3.439204039575169958e-01,1.000366099060894243e-01
3.445068679157466951e-01,1.000367975030609785e-01
3.450943319308800716e-01,1.000369860612799061e-01
3.456827977082457815e-01,1.000371755856711981e-01
3.462722669560806543e-01,1.000373660811851306e-01
3.468627413855341346e-01,1.000375575527973210e-01
3.474542227106738324e-01,1.000377500055088797e-01
3.480467126484899643e-01,1.000379434443465221e-01
3.486402129189010157e-01,1.000381378743627203e-01
3.492347252447580153e-01,1.000383333006358427e-01
3.498302513518499191e-01,1.000385297282702507e-01
3.504267929689086625e-01,1.000387271623964514e-01
3.510243518276137675e-01,1.000389256081712502e-01
3.516229296625981160e-01,1.000391250707778901e-01
3.522225282114522238e-01,1.000393255554261202e-01
3.528231492147296811e-01,1.000395270673524045e-01
3.534247944159522037e-01,1.000397296118200191e-01
3.540274655616143518e-01,1.000399331941192044e-01
3.546311644011892472e-01,1.000401378195673180e-01
3.552358926871330702e-01,1.000403434935089181e-01
3.558416521748902772e-01,1.000405502213159853e-01
3.564484446228987635e-01,1.000407580083879922e-01
3.570562717925951923e-01,1.000409668601520835e-01
3.576651354484197687e-01,1.000411767820631737e-01
3.582750373578212910e-01,1.000413877796041684e-01
3.588859792912627023e-01,1.000415998582860205e-01
3.594979630222258082e-01,1.000418130236479380e-01
3.601109903272169399e-01,1.000420272812574812e-01
3.607250629857713942e-01,1.000422426367107431e-01
3.613401827804592070e-01,1.000424590956325160e-01
3.619563514968899831e-01,1.000426766636763054e-01
3.625735709237182802e-01,1.000428953465247045e-01
3.631918428526488829e-01,1.000431151498893251e-01
3.638111690784415764e-01,1.000433360795110610e-01
3.644315513989166977e-01,1.000435581411602409e-01
3.650529916149602983e-01,1.000437813406367116e-01
3.656754915305295839e-01,1.000440056837700459e-01
3.662990529526575778e-01,1.000442311764196679e-01
3.669236776914588938e-01,1.000444578244750471e-01
3.675493675601347321e-01,1.000446856338557955e-01
3.681761243749782642e-01,1.000449146105118342e-01
3.688039499553799616e-01,1.000451447604235877e-01
3.694328461238326478e-01,1.000453760896021227e-01
3.700628147059369377e-01,1.000456086040892867e-01
3.706938575304065120e-01,1.000458423099578192e-01
3.713259764290733345e-01,1.000460772133116849e-01
3.719591732368934811e-01,1.000463133202859900e-01
3.725934497919515254e-01,1.000465506370473573e-01
3.732288079354666999e-01,1.000467891697939815e-01
3.738652495117978369e-01,1.000470289247557265e-01
3.745027763684489752e-01,1.000472699081944861e-01
3.751413903560743557e-01,1.000475121264041284e-01
3.757810933284841948e-01,1.000477555857108430e-01
3.764218871426497914e-01,1.000480002924731548e-01
3.770637736587089117e-01,1.000482462530822014e-01
3.777067547399716174e-01,1.000484934739618720e-01
3.783508322529250401e-01,1.000487419615688628e-01
3.789960080672392095e-01,1.000489917223930936e-01
3.796422840557723832e-01,1.000492427629575964e-01
3.802896620945763195e-01,1.000494950898188767e-01
3.809381440629022730e-01,1.000497487095670240e-01
3.815877318432056575e-01,1.000500036288258510e-01
3.822384273211520411e-01,1.000502598542531291e-01
3.828902323856224754e-01,1.000505173925407137e-01
3.835431489287191575e-01,1.000507762504147524e-01
3.841971788457705372e-01,1.000510364346358372e-01
3.848523240353372010e-01,1.000512979519991713e-01
3.855085863992169792e-01,1.000515608093348191e-01
3.861659678424508857e-01,1.000518250135077614e-01
3.868244702733286688e-01,1.000520905714181591e-01
3.874840956033937522e-01,1.000523574900015478e-01
3.881448457474494518e-01,1.000526257762289761e-01
3.888067226235641383e-01,1.000528954371071449e-01
3.894697281530768995e-01,1.000531664796787540e-01
3.901338642606034801e-01,1.000534389110224742e-01
3.907991328740410553e-01,1.000537127382532532e-01
3.914655359245746702e-01,1.000539879685225231e-01
3.921330753466822361e-01,1.000542646090183396e-01
3.928017530781407474e-01,1.000545426669654930e-01
3.934715710600311667e-01,1.000548221496258966e-01
3.941425312367446976e-01,1.000551030642986006e-01
3.948146355559880583e-01,1.000553854183199864e-01
3.954878859687892545e-01,1.000556692190641139e-01
3.961622844295034640e-01,1.000559544739427903e-01
3.968378328958181989e-01,1.000562411904057092e-01
3.975145333287594118e-01,1.000565293759408114e-01
3.981923876926971029e-01,1.000568190380742850e-01
3.988713979553508149e-01,1.000571101843710092e-01
3.995515660877957953e-01,1.000574028224345269e-01
4.002328940644681587e-01,1.000576969599072663e-01
4.009153838631710487e-01,1.000579926044709161e-01
4.015990374650799666e-01,1.000582897638464530e-01
4.022838568547492666e-01,1.000585884457943636e-01
4.029698440201170406e-01,1.000588886581149500e-01
4.036570009525112801e-01,1.000591904086484546e-01
4.043453296466558156e-01,1.000594937052752126e-01
4.050348321006757568e-01,1.000597985559159575e-01
4.057255103161037657e-01,1.000601049685320570e-01
4.064173662978853296e-01,1.000604129511255269e-01
4.071104020543849789e-01,1.000607225117394750e-01
4.078046195973917820e-01,1.000610336584581428e-01
4.085000209421254525e-01,1.000613463994071833e-01
4.091966081072423433e-01,1.000616607427539106e-01
4.098943831148408878e-01,1.000619766967074109e-01
4.105933479904675942e-01,1.000622942695188339e-01
4.112935047631229857e-01,1.000626134694816288e-01
4.119948554652678174e-01,1.000629343049316555e-01
4.126974021328283504e-01,1.000632567842474896e-01
4.134011468052027349e-01,1.000635809158506445e-01
4.141060915252665620e-01,1.000639067082057243e-01
4.148122383393790802e-01,1.000642341698207288e-01
4.155195892973893579e-01,1.000645633092472064e-01
4.162281464526415564e-01,1.000648941350804622e-01
4.169379118619814251e-01,1.000652266559599046e-01
4.176488875857619631e-01,1.000655608805691432e-01
4.183610756878496928e-01,1.000658968176362656e-01
4.190744782356305986e-01,1.000662344759340183e-01
4.197890973000157899e-01,1.000665738642801533e-01
4.205049349554479954e-01,1.000669149915375394e-01
4.212219932799070587e-01,1.000672578666144535e-01
4.219402743549166557e-01,1.000676024984647472e-01
4.226597802655495673e-01,1.000679488960881935e-01
4.233805131004343969e-01,1.000682970685305984e-01
4.241024749517611214e-01,1.000686470248841609e-01
4.248256679152873638e-01,1.000689987742875570e-01
4.255500940903448881e-01,1.000693523259263557e-01
4.262757555798448172e-01,1.000697076890330883e-01
4.270026544902845722e-01,1.000700648728876374e-01
4.277307929317534230e-01,1.000704238868173473e-01
4.284601730179387613e-01,1.000707847401973716e-01
4.291907968661328177e-01,1.000711474424508807e-01
4.299226665972376571e-01,1.000715120030492428e-01
4.306557843357723958e-01,1.000718784315124121e-01
4.313901522098787522e-01,1.000722467374090541e-01
4.321257723513273197e-01,1.000726169303567947e-01
4.328626468955242279e-01,1.000729890200226374e-01
4.336007779815166940e-01,1.000733630161229348e-01
4.343401677519995729e-01,1.000737389284239165e-01
4.350808183533212969e-01,1.000741167667417719e-01
4.358227319354908147e-01,1.000744965409429976e-01
4.365659106521828647e-01,1.000748782609445497e-01
4.373103566607449699e-01,1.000752619367142326e-01
4.380560721222032661e-01,1.000756475782708654e-01
4.388030592012688857e-01,1.000760351956845873e-01
4.395513200663447306e-01,1.000764247990771072e-01
4.403008568895308006e-01,1.000768163986219539e-01
4.410516718466313546e-01,1.000772100045447532e-01
4.418037671171607395e-01,1.000776056271235198e-01
4.425571448843498290e-01,1.000780032766888650e-01
4.433118073351527411e-01,1.000784029636243300e-01
4.440677566602524995e-01,1.000788046983666496e-01
4.448249950540679731e-01,1.000792084914059188e-01
4.455835247147597600e-01,1.000796143532860227e-01
4.463433478442372371e-01,1.000800222946048451e-01
4.471044666481642227e-01,1.000804323260144901e-01
4.478668833359657486e-01,1.000808444582216572e-01
4.486306001208345551e-01,1.000812587019878214e-01
4.493956192197370858e-01,1.000816750681296358e-01
