lr,bsz,D,N,L,L_noisy
3.323361383376348399e-03,1.422579313928916235e+03,7.860318068512236778e+02,1.440805596323729565e-01,1.296550798645168179e+01,1.295737413013937811e+01
1.129715526987251520e-04,8.348183387225193997e+01,2.876125102940408169e+02,9.116225193657379933e+00,6.164193381128039384e+00,6.164318488886121550e+00
7.827550955800772689e-04,8.287701758103075917e+02,1.069114089434839876e+01,4.074548810561513079e+00,9.972225598925687606e+00,9.967373196427116611e+00
5.542543875606350699e-04,1.014333218977262021e+02,9.130321679963226416e+02,2.684578940517735046e-01,1.092883733118783418e+01,1.093216624518557900e+01
8.998041902452365900e-04,8.474680232790211676e+01,1.815887964210172640e+02,8.349976667551931575e-01,8.575542409124945920e+00,8.576046726732329262e+00
1.799870972821513793e-04,2.527348117138511441e+02,2.864809625720878330e+02,3.405818429785166801e-01,9.872698470997400833e+00,9.874343687353961840e+00
2.786209263972802162e-04,6.235548260412699619e+02,1.242994322857405365e+01,3.498086129429174296e-01,1.288427157354106001e+01,1.288107619935465031e+01
1.330770546472327676e-03,1.125586511004066324e+03,6.168470378743165128e+01,7.465643498675662570e-01,1.057306898814942997e+01,1.057855427886341637e+01
5.964008191936999307e-04,1.077557530454116375e+02,7.362043658685087166e+01,3.808172930571054327e-01,9.953033501110512660e+00,9.959093721211964123e+00
3.831002286435484291e-03,7.222735301287472964e+01,6.784546082921343313e+00,9.656602980940196090e+00,7.451325645485711746e+00,7.448131332357832868e+00
1.622830564179504782e-03,9.309870885428448446e+02,2.735891639601930336e+01,7.837998822708806823e-02,1.656790512533003934e+01,1.656902357069563791e+01
5.278777653890710797e-03,2.639530326217034144e+02,6.527935952362514449e+00,6.139710113485412180e+00,8.696001882678720207e+00,8.693981975393549888e+00
2.915557927954088181e-03,4.737368653364580382e+02,7.308822341901251463e+00,1.999530506472614322e+00,1.048681384437535513e+01,1.048674313456477236e+01
1.598258031526197422e-03,4.314156202980801709e+02,9.178465498051333782e+01,6.368173694415593999e+00,6.529982687073744962e+00,6.526185776136070871e+00
3.760375412839421657e-04,8.276472494999543414e+02,1.147470332425167605e+00,1.945471266280263678e-01,1.998834819388396866e+01,1.999394963042771067e+01
3.677231196254864345e-03,1.924432791602964244e+03,1.881788058685211240e+02,2.823086313423829985e+00,8.681449018161385922e+00,8.678541479628137267e+00
3.180791164445767745e-04,5.460739379560151292e+02,2.851806943215233048e+01,2.178547596115981033e+00,8.728816778228800644e+00,8.727928526783808039e+00
1.413911489634280341e-04,1.923360961584511415e+02,2.382060228582883799e+00,9.243323349068105488e-01,1.195379213314058475e+01,1.195529658193391676e+01
8.428089850162820071e-03,9.531340762128363053e+01,2.812133876579223823e+01,1.380056154713836580e+00,8.551532500513111756e+00,8.549589818477864256e+00
1.202326474717447949e-03,7.307823407448775299e+01,1.337554532652738182e+01,5.180508286152092357e-01,1.023469358035288046e+01,1.023397564306368324e+01
3.530112899124352843e-03,6.410342781662280913e+02,4.187182979021053484e+02,1.812661128925890375e-01,1.155897186191380932e+01,1.155728094237452908e+01
1.144051606423488561e-03,1.281330868839595780e+02,1.044245251851452139e+02,1.611201566726876977e-01,1.175127571372084390e+01,1.175087533145633500e+01
1.671704304536843211e-03,1.392206585444735083e+02,4.717898162166581422e+00,7.370332304630657083e-02,1.611603730369328602e+01,1.611252567578798534e+01
1.168919223867683675e-04,2.565891550245286794e+02,5.584482945442147184e+02,5.081898619801591410e-01,9.062219132839571145e+00,9.060905168612764626e+00
2.363672806150908382e-04,3.501180605672034289e+02,3.956658007676979878e+02,7.920734425353523456e+00,5.781203420646517266e+00,5.780582741872380304e+00
2.235521190343730223e-03,2.320940986019195975e+02,4.264541719482230064e+01,8.326716123683606696e+00,6.491635162679802562e+00,6.490633984668390255e+00
1.383978029840922386e-03,1.698500607686833746e+03,1.691055056658367528e+00,1.364271102040681416e-01,2.274095954721826374e+01,2.274112961708294378e+01
2.075439451995801188e-04,1.501515574890546532e+02,9.764743804299746444e+01,1.290556432169055190e-01,1.241122722914545662e+01,1.241034792248738583e+01
8.017861268243910849e-03,4.607230716407007094e+02,1.858360412459108701e+01,1.809947137045750110e-01,1.373890080393713475e+01,1.374116043816245281e+01
2.035669478195789757e-04,5.308797376907535437e+01,7.602158732311276879e+01,7.878342333162506594e-02,1.417831433766702887e+01,1.417734474988967186e+01
1.048591902070007860e-03,6.326103899095183181e+01,1.970772280117944142e+00,2.180790777574719286e-01,1.395987021241609582e+01,1.395946026362720893e+01
1.940911575000632799e-04,1.041585302854482649e+02,2.212461236977039558e+00,5.321953251662998596e-01,1.235749043792461421e+01,1.235549609391662607e+01
2.721093420445261455e-03,1.411556174892037347e+02,2.816162800700114932e+00,2.931017796711354872e-01,1.343586056205739077e+01,1.343428101753704418e+01
3.569653222473723360e-04,2.792852098113173156e+02,4.427670483693794523e+01,6.570901549227871341e-02,1.516022435340424046e+01,1.515643087503178066e+01
1.854675564944348483e-04,4.158002151269835167e+02,1.460197589762990731e+02,6.880239901837120975e+00,6.178680014111458618e+00,6.180236368874092889e+00
1.235874471201761778e-04,9.221160350951643636e+01,1.101383943389625841e+01,2.423944677820511762e-01,1.187374348450784822e+01,1.187031593045489153e+01
2.237026226896844769e-04,4.226701998556050626e+02,1.905047105564001031e+00,6.576475027707109344e-01,1.427756454331801983e+01,1.427532697412345541e+01
2.418785928790989279e-04,6.761692599006559590e+01,3.122749325462989667e+00,1.226157744491737089e+00,1.032835306620524918e+01,1.032943080016128334e+01
1.185616293810763493e-03,2.125287228716173615e+02,9.066110343094738511e+00,9.184007460309255855e-01,1.018605608456532252e+01,1.018726380466315540e+01
7.981376029075235804e-04,9.496627579532116670e+02,1.041589511589956771e+02,3.639243236494293932e-01,1.106103406933053002e+01,1.105983372507751561e+01
8.214643762664107854e-03,2.883604631139992875e+02,1.034080646812923554e+01,6.561389401420157641e-02,1.654343760517000916e+01,1.653737980773854233e+01
8.096599805632296448e-03,5.835142515014945275e+02,1.357706564109116414e+02,1.204075828130014791e+00,8.666290759911330355e+00,8.667552299773216617e+00
3.918250709782847806e-03,1.140627882636467376e+02,5.021704308937472661e+02,8.371598420136564300e+00,6.189788004809272159e+00,6.190566695185948376e+00
2.203815676171382801e-03,6.799344703386767605e+02,8.908507002604423519e+00,1.412272366056969153e+00,1.129211504314865522e+01,1.128787789950223974e+01
4.898309055123791812e-03,1.887490478730661152e+03,1.940775282484932518e+01,4.369456299111128539e-01,1.510338322012077938e+01,1.510569418636916339e+01
7.542297467830375024e-03,5.518607015483811438e+02,1.962804494069687422e+01,6.726762567728143960e-01,1.130382211785872570e+01,1.130171881845742554e+01
1.109776330255479737e-04,1.861318629625394806e+03,1.892862882032548555e+01,1.802476338438732784e+00,1.194724628999701821e+01,1.194386772564855903e+01
1.722703175652740470e-04,1.083644911616461968e+03,7.062438942650906881e+01,1.548705311617821323e+00,9.172093189367330979e+00,9.172380381500223834e+00
5.254456117278252228e-04,8.505393784257715879e+02,3.034312463909736266e+02,6.006706980473286439e-01,9.221665477410860845e+00,9.221130066116662860e+00
1.538769983746302028e-04,2.928653057536097890e+02,5.267125563720742321e+01,1.352692442126672834e-01,1.272088785802825228e+01,1.272149573003122569e+01
1.581426260039397276e-03,4.155992131158793086e+02,1.531157716484069731e+01,3.700429591873665158e-01,1.190558591311354419e+01,1.190076866893857144e+01
3.316869957211043460e-04,1.244246213332605748e+02,5.628760537065500102e+01,1.511918570636882342e-01,1.208084042758171606e+01,1.208627711793053372e+01
3.378154111884181031e-04,1.259123467000443952e+03,5.232438683796110581e+02,9.583164797213651609e-02,1.503579539705101453e+01,1.503398742120738341e+01
3.772732187344512511e-04,5.253779717838463625e+01,4.258912739980064366e+00,9.162165129363167182e+00,7.846933715936097009e+00,7.842314738010608188e+00
1.568307845994946147e-04,9.472256865014060168e+02,1.911270111261143256e+01,5.274632682818852780e-02,1.848622835108737306e+01,1.848808487765307618e+01
3.033115207129599353e-03,1.603134540941463001e+03,1.299766959989688075e+02,4.023965209597785808e+00,8.260457382031145102e+00,8.259392969640842352e+00
2.001450525917675832e-03,1.700584092213819645e+02,2.995410691072893172e+01,1.236425818618407835e+00,8.588944215246858249e+00,8.589918790704176743e+00
1.633112794550998928e-03,9.561775394055019888e+02,1.209415590414285591e+00,1.477105001760554148e-01,2.118847402171110161e+01,2.118745519641922570e+01
1.169744911254694302e-04,2.436120646768725067e+02,8.390518518377076518e+00,8.616272293178792729e-01,1.047435357703406567e+01,1.047417435595262525e+01
7.226504696757359405e-04,1.179908149584743569e+03,1.456204131007180180e+01,1.422370183076961503e+00,1.160597094409143004e+01,1.160670826262264654e+01
2.346427715520476090e-03,5.089780707016247447e+02,3.662221233809331977e+01,5.183694095669228119e+00,7.552696202330998254e+00,7.550456243679049884e+00
2.054439231816615463e-04,6.142013900495498291e+01,1.870589629188427594e+01,7.052236046011512993e-01,9.503409864271214147e+00,9.505446083058792794e+00
5.906302541935223253e-04,1.998970237694533978e+02,1.245069767088360635e+02,3.399504848002031232e-01,1.003069335054174616e+01,1.002928365024450841e+01
1.095641038631402529e-04,5.367825233219914338e+01,7.376819084040259611e+01,7.375354551663489744e+00,6.498568162022229977e+00,6.495959100589718815e+00
1.457860584013912159e-04,7.932744235711815008e+02,1.089629432190575216e+02,3.544832008903894272e-01,1.081939701598875203e+01,1.081962811325422003e+01
2.709612330714803656e-04,1.241981595827749288e+03,3.587245585513966439e+00,4.853173188088998335e-01,1.632965348740202671e+01,1.633098861123750112e+01
6.749946370237236426e-04,1.971493438985037983e+03,6.043805380947203503e+02,2.775627838503838429e+00,7.461318884889882597e+00,7.460631646865026667e+00
8.442675021501117472e-04,3.485036801364065013e+02,6.198412392890778477e+01,1.491392985193575660e+00,8.180064488365752950e+00,8.177476929004514616e+00
5.875476089621215967e-03,2.117601254076280100e+02,6.782900459355854395e+00,6.171181956606866414e+00,8.441460114752180388e+00,8.443319471451106395e+00
4.298499537519416243e-04,3.462163846421888707e+02,5.073641009497342793e+02,7.369878986761194128e-02,1.617695640333570140e+01,1.617167541695933153e+01
1.103894965195655780e-04,2.567308633168615870e+02,8.172178284009788740e+01,1.286912824894194118e-01,1.259079037078070051e+01,1.258769777837259340e+01
4.492071844039667410e-03,1.474339141917007510e+02,7.332597066029978805e+02,2.550629459617575479e-01,1.062867357538180890e+01,1.062879214405340988e+01
1.329516926206466491e-04,1.436344792857779566e+03,2.759636477767763907e+01,5.301422645599521921e+00,9.373765398720021125e+00,9.369682220525106686e+00
1.534560394606344696e-04,2.140304975273459149e+02,1.270792112332089090e+02,3.012991443841638861e-01,1.027966251670009434e+01,1.027974649949284114e+01
8.440407864556057418e-03,1.361051473198726399e+03,2.112944021654384130e+01,1.706292077687253383e-01,1.650887257493029736e+01,1.650870798557624042e+01
3.211669417546747941e-03,4.041455561132068510e+02,8.375539395210729765e+00,1.048460019166546964e+00,1.093889662558819431e+01,1.094159284495476925e+01
4.739236760972255231e-04,1.137049552134457599e+03,1.276551449361335671e+02,5.999046232479443574e-02,1.703307829286566388e+01,1.703033392181022521e+01
1.838051532194761347e-04,5.825247075916473705e+02,5.653194668315473237e+00,8.537174611238912192e+00,9.536552378958015552e+00,9.534674659387091467e+00
5.935552440787811171e-04,2.823092935995526318e+02,3.306206188199048768e+01,5.750280960116180978e-02,1.581546701850171388e+01,1.581646656355581726e+01
4.768587824342073031e-04,7.023357543923068533e+02,3.854249136544981269e+01,5.197386242325766625e-01,1.090491858976005091e+01,1.089754589898943316e+01
5.608960775066551378e-03,7.264543990999039806e+02,3.835681123347209365e+01,9.824195972461569060e-02,1.515691794953503369e+01,1.516621807643177711e+01
6.878694703569860226e-04,1.235267344089383869e+03,4.011446824748714945e+00,8.128707531576386813e+00,1.207788379760494202e+01,1.207578784541355610e+01
1.459116645981253996e-04,2.736557576742626452e+02,4.291003258801938500e+02,2.435219992240321929e+00,6.877088582430893382e+00,6.874899077272716319e+00
7.138556557697487044e-03,3.527411405327881084e+02,6.442876639144131445e+01,3.264014116737677385e-01,1.084883739540742909e+01,1.085142077794013993e+01
1.756413342058523504e-03,8.381563303479209708e+02,2.149799415438156558e+01,3.361366040693729018e-01,1.285669087844337888e+01,1.285657138291907131e+01
1.711668717495150164e-04,3.339302546408605963e+02,1.867341810178582477e+02,2.911074760121441063e+00,6.843371329434035033e+00,6.838033043577924630e+00
1.684024168688652513e-04,4.929757935939539948e+02,6.840980019045768579e+00,7.981899678131361142e-01,1.184977440742876453e+01,1.185165518956904229e+01
8.548038751707017586e-04,1.191749935582888043e+02,9.307362255816936170e+01,1.087127664897401536e-01,1.291299169008737024e+01,1.291555782358936710e+01
1.528192033542694333e-04,1.831213836130468962e+03,1.347069681475744929e+01,2.811494841687961266e+00,1.192452722740562976e+01,1.192317738858520215e+01
1.834443686589554146e-03,5.221977972626729070e+02,1.822617044258918639e+01,1.090791936427365494e-01,1.494834090474003574e+01,1.494749610366515924e+01
1.709100425070698547e-03,5.510435437705915547e+02,1.183348457066817616e+01,3.181301753561207590e-01,1.300504093327594646e+01,1.300649888706772472e+01
1.159211543554549892e-04,7.812822431794174918e+02,4.006889994766193297e+01,1.147821781657933471e+00,9.700823523605984988e+00,9.698097182856241005e+00
4.119510006159864991e-03,9.139901765570859880e+02,1.403585227322414255e+02,2.360486010821169156e+00,8.022934119993003321e+00,8.024249285685623789e+00
3.746187598961575431e-03,7.122089338816175541e+01,6.774879377539093639e+00,6.071185149228962991e-02,1.589116289975400953e+01,1.589176079528534302e+01
6.770434442790067286e-03,1.958063647874834032e+02,2.160648283919884349e+01,5.398389834820768174e-01,1.030783284110352760e+01,1.030580804325619937e+01
2.190853276759261760e-03,4.550168770334537385e+02,5.580918350728697419e+01,5.702634490678042400e-01,9.949023502954410958e+00,9.944847197332975952e+00
2.430661402346586362e-03,1.957615011050540716e+03,9.920559988333277346e+00,1.351104116655701404e-01,1.897635752875138948e+01,1.897568071125910549e+01
2.125608650845332891e-04,3.360398273781220269e+02,5.437295419115921291e+00,5.826071326970556213e-02,1.779901837509365592e+01,1.779639210831887652e+01
1.116291526059649993e-04,5.046706534044343329e+01,8.396355267000570848e+02,5.003168286877842874e+00,7.180994921028343470e+00,7.183999151705384278e+00
1.352465840444651063e-04,1.791786437436699316e+03,7.698873322432123700e+01,2.365977734189106840e+00,9.411593113438973646e+00,9.412025369544473108e+00
8.490293045280065606e-03,3.805397517434513475e+02,2.344870658660206004e+02,8.770183257823878087e-01,8.557089094168210508e+00,8.559435347735890431e+00
1.956332776225648291e-03,6.355200775952964420e+01,3.252922625941337298e+00,2.852948943346613309e+00,9.264908489624295029e+00,9.265312355430328495e+00
7.830929839926063091e-03,1.784479042832982714e+02,4.641320472775979056e+01,7.164862509150764502e-01,9.308536728055424092e+00,9.309325431406678675e+00
4.997683139421366539e-04,1.718131346702403334e+03,3.785098534019769811e+00,5.305416842812668676e+00,1.371979696344047461e+01,1.371744796668878408e+01
3.239240198482385910e-03,1.696731357195698706e+02,4.018354294396476689e+01,1.311540777110012046e+00,8.361645539194116239e+00,8.363649681473832587e+00
1.351443614898279724e-04,3.882000600933720307e+02,3.519001390973497223e+01,2.094900238440423335e-01,1.213162136582937123e+01,1.213697546065229282e+01
2.149860751603267924e-04,1.670325883425994675e+02,4.827007756269400041e+00,1.511012485008251249e-01,1.425225806458602129e+01,1.425132900191946916e+01
