p_0,f,P_rad
8.416016268849273211e-11,1.980454535481340027e+10,1.860494754949601591e+08
7.126176930131912527e-11,1.769104153740695572e+10,8.533297004164457321e+07
8.532493627861637831e-11,5.392571519711934090e+09,1.064706208990774350e+06
7.818369272489114174e-11,3.860114435349856853e+09,2.347102410719125764e+05
7.221443314965441651e-11,1.371880040371234131e+10,3.185719997275184095e+07
9.216766954061903246e-11,8.783841881299474716e+09,8.742694517975565046e+06
8.405264197851298509e-11,2.727022363240649414e+10,6.463473274254170656e+08
2.611564188246939393e-11,2.510866792105194855e+10,4.538585625833513588e+07
7.734018475731204362e-11,2.923157092213791656e+10,7.129528424045113325e+08
1.780131908030885062e-11,7.995835071970222473e+09,2.239591540293452563e+05
4.832706162646194035e-11,1.208362203191689682e+10,8.597661891059963033e+06
4.570766984380826915e-11,2.191842026382222366e+10,8.181254697031126916e+07
2.819512845779361571e-11,1.116325761086830330e+10,2.132707936858468223e+06
9.441145977723903609e-11,1.842861569300465012e+10,1.761060054551468194e+08
1.852990105250502827e-11,2.759192925627121735e+10,3.285543330095148087e+07
1.044094734897180394e-11,2.758576809654546738e+10,1.042245155734215491e+07
3.906287232975804796e-11,8.596580036414680481e+09,1.440778243615697604e+06
9.916702464170997481e-11,2.999951990152466297e+09,1.377487213914888853e+05
3.382256155495958725e-11,2.088473134033032990e+10,3.704894207191819698e+07
8.476248389659577934e-11,2.143422832710658264e+10,2.577171388755347133e+08
2.558022733184189036e-11,6.691393494944183350e+09,2.268526011851644726e+05
6.277405193185399814e-11,1.318387843856314468e+10,2.054090638354997709e+07
9.625684016614527199e-11,1.409570510597604179e+10,6.306029761610683054e+07
7.448619111092263032e-11,1.963291737280242920e+10,1.408111252619292140e+08
9.824571776606376495e-11,2.660913417800876999e+10,8.036654153690233231e+08
6.171009841801356839e-11,2.651676203931310272e+10,3.128604214009458423e+08
9.850012358980792256e-11,4.262967668103960514e+09,5.541420618840686511e+05
8.533423285480034560e-11,2.229202161000458145e+10,3.047047158116188645e+08
8.004234034917353449e-11,1.583025751937468147e+10,6.922703770729801059e+07
8.996408982203501321e-11,2.211876190315778732e+10,3.284611763546992540e+08
6.683423655354549785e-11,4.020464166039757252e+09,2.018375712558796804e+05
4.207280917389142961e-11,8.008526890056773186e+09,1.258988941527437419e+06
5.754541960512936954e-11,1.026374897770026207e+10,6.350697481210879982e+06
3.038503561141272222e-11,9.517238780308746338e+09,1.309298262774329400e+06
7.997897114935348111e-11,2.023768473229191971e+10,1.829992911979390383e+08
2.530706514533798255e-11,1.876878434948120880e+10,1.360388029155750759e+07
6.194781540879316483e-11,1.390287624057753754e+10,2.472260433020380884e+07
5.823090366212028845e-11,7.229431900940010071e+09,1.601669281280002091e+06
7.047125231299214375e-11,2.870388472389356995e+10,5.524364251090137959e+08
7.844379387987249723e-11,1.144575117418414116e+10,1.824128482701372728e+07
1.988450974575180143e-11,2.584722395803708649e+10,2.943435507298693061e+07
6.624468655011852084e-11,5.485719672917968750e+09,6.872736942703671521e+05
4.725602942186734889e-11,1.765268852768509674e+10,3.720308844034312665e+07
6.527812921011583627e-11,7.559401990068420410e+09,2.406129222506156191e+06
7.245860888318457747e-11,2.352433712932747650e+10,2.711502170164377689e+08
6.269316271845596230e-11,2.105284958791529465e+10,1.313740582553152740e+08
7.595974691728437305e-11,1.512666488588846922e+09,5.224301532736524678e+03
5.680227314841831663e-11,2.933555751850983047e+10,3.897763773019418716e+08
5.165810282163445270e-11,1.723700280567015457e+10,4.044540731981983781e+07
3.580919789036816933e-11,2.836527739324549866e+10,1.363495898025078177e+08
3.062365029970358868e-11,2.715713729865145874e+10,8.444224740994411707e+07
7.257718954826365520e-11,2.265920356417775726e+10,2.349780276939019859e+08
7.261402175312119015e-11,2.340935425771003342e+10,2.671564698606788516e+08
2.759342616789367167e-11,2.402538596510315704e+10,4.268944083431833237e+07
9.746536749500008589e-11,5.482700821384093285e+09,1.484472152147640241e+06
7.040357022604563950e-11,1.054681035072379875e+10,1.059754129160483927e+07
5.780945108888436151e-11,2.241761659298052979e+10,1.429527783947134614e+08
8.570578163904707543e-11,1.848315091334528351e+10,1.468345007122986019e+08
5.378683899728393961e-11,1.659620479534234762e+09,3.795563800157262904e+03
5.283503830902941030e-11,2.909878766754132080e+10,3.270460161815502644e+08
3.324469600697831821e-11,2.999759171088028717e+10,1.452417965586264431e+08
2.405219332516231059e-11,4.579823730317241669e+09,4.401528081733197905e+04
7.404585209928257468e-11,1.434603768330803871e+10,4.002844209032453597e+07
8.596998714151382694e-11,4.954808472073397636e+09,7.703690328549301485e+05
7.100189002863631354e-11,1.300448808117841148e+10,2.488046208899379522e+07
4.319393650263551620e-11,2.190508962470037460e+10,7.288703911678324640e+07
6.181498820971468851e-11,5.805880100222107887e+09,7.508422389472028008e+05
6.070712263065909015e-11,2.782106621386597443e+10,3.639711523361698389e+08
9.429094751268645531e-11,4.767360442093214989e+09,7.942375878484857967e+05
4.489067907601203427e-11,2.298471513979684067e+10,9.505504575382277369e+07
2.483043868594031523e-11,2.551644533104329300e+10,4.366925192344287038e+07
8.892396039961096673e-11,1.562552812241775322e+10,8.112941907346996665e+07
9.052556471981816032e-11,2.490744056438570786e+10,5.285820990807111859e+08
1.434390355017057725e-11,2.700257496334152985e+10,1.812475532533550262e+07
2.784016277555341167e-11,1.066334311170283890e+10,1.731524831187286181e+06
6.726552882395138436e-11,2.130681123585258865e+10,1.585406067268409729e+08
8.099606400713540940e-11,1.789160823863634491e+10,1.152788934116050005e+08
6.460232560664953705e-11,8.017657795751605034e+09,2.981907273290386423e+06
2.724302765139024095e-11,6.694302947075557709e+09,2.577512538085820561e+05
2.058774177359791866e-11,2.895395783899169159e+10,4.872711099636900425e+07
5.553753706586652086e-11,3.013308292463988781e+09,4.397879795368231862e+04
8.339593659931102744e-11,1.323389740874922371e+10,3.680530620732156187e+07
2.953604629649135614e-11,2.422259507552100754e+10,5.049324623026119918e+07
1.676194253855052525e-11,2.516236515909220886e+10,1.885223718997697905e+07
5.959404962139742678e-11,1.707378198858638573e+10,5.183119784675007313e+07
2.726354333217291674e-11,2.693580649080466461e+10,6.485972554457118362e+07
1.606813484358426124e-11,1.629005176791481972e+10,3.126250628596581984e+06
7.959381382371413510e-11,9.664552706162996292e+09,9.553076405108962208e+06
8.391039454701301937e-11,2.749081417220446777e+10,6.643436492498160601e+08
4.585019959884118542e-11,1.659315479514835167e+10,2.739066617403285205e+07
3.646687241514559489e-11,9.379534533158735275e+09,1.779152109040103853e+06
3.494088004932619685e-11,1.863259551652492142e+10,2.519565077186431363e+07
4.248742832455157226e-11,4.240772898027411461e+09,1.009718614271195402e+05
6.192168788046358333e-11,1.218599512019935036e+10,1.459869643482629769e+07
5.750380703012296038e-11,5.995812735942798615e+09,7.390453018653191393e+05
4.198142630554266532e-11,1.580798408479880524e+10,1.893728154251040891e+07
6.736788813143632845e-11,1.171870758583703041e+10,1.478171303778167069e+07
7.081906977527139051e-11,1.025540957045731735e+10,9.587150457425978035e+06
6.024510531775308003e-11,1.758799955191019058e+09,6.006187431930382445e+03
4.485654235466865582e-11,6.977835896560530663e+09,8.248854372204018291e+05
6.615125037452208457e-11,8.897166539809553146e+09,4.740485514837819152e+06
6.327125048926994205e-11,1.566593043923533249e+10,4.149700005351906270e+07
4.062914716425997335e-11,2.212444050858875656e+10,6.705919374860584736e+07
3.728809113978207009e-11,2.838119702536517334e+10,1.481604700861683190e+08
5.911739911173579255e-11,1.605440414913875198e+10,3.993535396674218774e+07
6.511075651016656907e-11,1.121624281303411674e+10,1.159054717824278213e+07
6.497185950296278031e-11,1.061961059306981277e+10,9.276924712539235130e+06
4.445542080080694101e-11,1.114256231583295345e+09,5.268375400389600145e+02
6.091965164946297134e-11,2.037207955140209579e+10,1.089805312369429320e+08
9.871926716767772336e-11,1.508420515127467155e+10,8.689308750970241427e+07
4.852220671395565008e-11,2.535939527033818722e+09,1.683953590860398981e+04
8.587132431309914346e-11,1.676569507515201569e+10,1.001080141734764129e+08
1.731913221762612469e-11,2.972275576458200836e+10,3.807506391299751401e+07
8.877054283317746223e-11,4.736859165867626190e+09,6.861170903097817209e+05
9.475355399768976752e-11,1.577680530402921677e+10,9.571559845369151235e+07
3.356776142685435431e-11,1.934741185320626831e+10,2.698911095420734584e+07
1.108912741049734136e-11,5.885531667657826424e+09,2.551673596296879623e+04
5.347075720904193859e-11,1.583817155185002565e+09,3.111298051066289190e+03
2.644410318960501330e-11,7.694562413197808266e+09,4.238577262190530892e+05
9.744681288567411281e-11,1.052587568121356773e+10,2.014201277024769410e+07
9.079285916057935088e-11,3.556580705163613796e+09,2.281036159546363633e+05
9.645983973372445418e-11,1.105740980627686501e+10,2.402961543798294663e+07
6.434826919666774042e-11,9.193183374455701828e+09,5.112676390705361962e+06
5.636443302123779083e-11,1.499907433689378977e+09,2.780715364956479334e+03
8.494460644422078092e-11,4.576065152801515579e+09,5.471916673641407397e+05
6.871140691201189899e-11,1.430960963011095619e+10,3.412117604380401969e+07
3.237019087305206228e-11,2.678587862293910980e+10,8.949339502877080441e+07
9.408574344320759842e-11,9.905953605497228622e+09,1.473192252424349077e+07
4.957295049689781765e-11,2.837878175564850616e+10,2.617826858802114129e+08
7.962006054783691283e-11,2.493472743263931656e+10,4.106382619246339202e+08
5.508441612896380532e-11,2.370157579976456451e+10,1.613626177636243999e+08
2.650206187946147713e-11,2.260156265223536682e+10,3.102097101122738793e+07
3.663341623084719502e-11,2.663384215701457977e+10,1.121380473064554781e+08
6.169696919225354337e-11,1.093047033880937576e+09,9.396583283079920648e+02
2.287018758378524631e-11,1.216817350017584801e+10,1.979840510563972173e+06
1.123640727548307128e-11,2.573323101081134033e+10,9.239855901724781841e+06
4.905021019149383012e-11,2.959381693447628403e+10,3.004325341051978469e+08
7.859774546732976442e-11,2.363687967381917953e+10,3.250396015106093884e+08
6.527415463685991645e-11,1.406466390495088577e+10,2.874473563999408484e+07
3.917317382266383977e-11,7.502291827006340027e+09,8.406011213101340691e+05
7.455168453659439621e-11,7.452392719321698189e+09,2.964400675194272771e+06
5.360631697988859905e-11,1.692871171919584751e+09,4.081472153326588341e+03
9.995512170313241148e-11,1.568915854437216759e+10,1.041776549508309066e+08
7.984284872003025494e-11,4.751945380491000175e+09,5.621553507451354526e+05
8.475682971445831767e-11,2.310779275562984848e+10,3.460023753984004259e+08
3.335940155249002720e-11,2.730889227240461731e+10,1.023663965475172251e+08
2.370654665639325298e-11,2.980870747927274323e+10,7.211946826698888838e+07
2.793735181962999975e-11,1.976819327580434799e+10,2.035330264592487738e+07
4.890384679116394486e-11,5.084580838683391571e+09,2.764416493191641639e+05
5.609342076588103001e-11,2.328463481603300476e+10,1.561311415624311268e+08
2.751484129590110384e-11,2.460507435891696930e+10,4.657082107797062397e+07
8.019502938897234947e-11,9.301717154437698364e+09,8.322366310079991817e+06
8.815880389755066021e-11,1.055353947226006889e+10,1.665919561961091310e+07
3.844044871842167646e-11,2.185541165240901566e+10,5.721516262384197116e+07
5.572577770806609660e-11,2.310053226743232346e+10,1.493855339690681994e+08
6.349371422614830085e-11,6.356997590189577103e+09,1.138538038301672554e+06
7.501403565380113041e-11,4.108037392073881626e+09,2.771545146971553331e+05
2.327252090188207378e-11,2.104970992073934555e+10,1.809260945013893023e+07
3.527839552628407860e-11,9.554522746892328262e+09,1.792769672093765810e+06
7.576353962725625375e-11,2.448763690079622269e+10,3.465990815314809680e+08
6.113730828633639351e-11,2.246590574689909458e+09,1.646646290074683930e+04
9.099512140950535589e-11,9.000716670739105225e+09,9.394521347983632237e+06
5.030725257898690716e-11,2.197819133742267609e+10,1.001715378663567007e+08
4.659515605304631847e-11,2.308666255264211178e+09,1.066641417250775339e+04
3.758564957776319972e-11,5.716510803369174957e+09,2.608906064799492888e+05
3.082353153892709669e-11,1.343594782276177025e+10,5.341180306141011417e+06
6.856897012870584151e-11,5.671548506316003799e+09,8.413035042029783363e+05
3.382174016404259665e-11,1.477457633364946556e+10,9.390656926768468693e+06
8.760479685787426332e-11,1.689302873574507904e+10,1.073699438562452942e+08
3.435835560868974449e-11,2.181745917707250118e+09,4.625653090987649193e+03
7.060236681026329834e-11,7.003576353414869308e+09,2.073843985677069519e+06
6.113657277115587022e-11,1.200892922577672195e+10,1.342299090703098662e+07
6.656129180910175589e-11,5.176423919872326851e+09,5.501219313720572973e+05
9.058750980686542892e-11,3.623142356640222549e+09,2.445550105509971618e+05
2.529896063224714849e-11,1.746792985444133759e+10,1.022678420183821395e+07
2.348339912879158851e-11,1.987188669571281815e+10,1.468108643089967221e+07
2.097119992017756298e-11,3.405226659291115284e+09,1.022652824347873502e+04
1.687951188263952763e-11,2.204784546738700485e+10,1.141812232595911622e+07
5.808079212433665826e-11,3.345253574801006794e+09,7.305981367463200877e+04
2.491580367570449436e-11,3.468936203717389107e+09,1.554650799706552971e+04
8.264511370841408154e-11,1.970868324984056091e+10,1.760059964745654464e+08
1.203494774921921021e-11,2.983364426922542572e+10,1.864544792150488868e+07
4.371462745613719309e-11,2.071396588336466599e+10,5.992027853347122669e+07
5.258835742497119774e-11,4.207142097655800819e+09,1.498398529275892070e+05
2.948754706091420613e-11,1.425370236828589058e+10,6.186816552884802222e+06
4.203155975655614280e-11,8.286391616974400520e+09,1.440132682192228967e+06
3.005122919756069054e-11,9.097090352185441971e+09,1.069190649947106140e+06
3.536452957012531754e-11,2.114787424422799301e+10,4.255013375581200421e+07
9.341839546557322767e-11,1.519306054901353264e+10,8.007219363126616180e+07
4.754578296788434628e-11,2.107005043632164383e+10,7.580346661855122447e+07
4.472784471346479761e-11,1.680073891108390999e+10,2.738617249115092680e+07
6.500570071907568316e-11,6.938437793906440735e+09,1.693597308604925405e+06
6.977276710736549377e-11,2.016611784985921860e+10,1.373411018954508007e+08
6.942488904349162107e-11,2.618869875323717499e+10,3.774384776739684343e+08
1.762830705016125009e-11,4.000124054842454910e+09,1.375986810503082233e+04
6.237123211312202871e-11,2.337919113741360855e+10,1.961134094002819359e+08
7.623312399081780254e-11,2.407862657994824600e+10,3.286546229836796522e+08
8.160115295291045073e-11,2.083634973361323929e+10,2.136924762076154649e+08
6.296808267454173138e-11,1.955183486533453369e+10,9.899775980387288332e+07
2.175157524111020815e-11,1.590510030569410706e+10,5.209153823308240622e+06
1.753662915071010798e-11,1.873177166295444489e+10,6.481534910476596095e+06
3.907483237952360760e-11,1.100923555166485977e+10,3.875004688676912803e+06
9.348029285193663918e-11,2.950437459423282242e+10,1.078802634587801218e+09
5.253557759501341278e-11,2.287646338454714966e+10,1.278060775494298041e+08
