t,N,S,A,dN_dt,dN_dt_noisy
1.158231646329265807e+01,1.614040029267624050e+03,9.180802712315629321e+01,3.930202603961286911e+01,6.746446226851716688e+01,-1.387410085452600583e+01
1.164232846569313828e+01,1.618093511145891171e+03,9.222564916735248630e+01,3.928525333062476932e+01,6.762461268752504395e+01,6.887569026834441388e+01
1.170234046809361850e+01,1.622156610271300451e+03,9.264320065161332707e+01,3.926779277824089576e+01,6.778497297692943846e+01,1.926094799121879220e+01
1.176235247049409871e+01,1.626229339266149509e+03,9.306068775584826369e+01,3.924965370287551281e+01,6.794554396261338525e+01,1.012346839400690754e+02
1.182236447289457892e+01,1.630311710800011952e+03,9.347811663115078318e+01,3.923084533348533398e+01,6.810632646704979720e+01,7.314950254088452652e+01
1.188237647529505914e+01,1.634403737589736011e+03,9.389549339979834031e+01,3.921137680756955035e+01,6.826732130918657049e+01,8.471948487479647838e+01
1.194238847769553935e+01,1.638505432399446136e+03,9.431282415525241447e+01,3.919125717116980212e+01,6.842852930433079450e+01,3.647478744023182173e+01
1.200240048009601956e+01,1.642616808040542082e+03,9.473011496215849547e+01,3.917049537887019284e+01,6.858995126403165443e+01,1.234428584038966505e+02
1.206241248249649978e+01,1.646737877371699369e+03,9.514737185634609773e+01,3.914910029379726808e+01,6.875158799596202641e+01,1.293537890104753956e+02
1.212242448489697999e+01,1.650868653298808567e+03,9.556460084502644747e+01,3.912708068811152629e+01,6.891344030388057718e+01,3.697030902509420258e+01
1.218243648729746020e+01,1.655009148779894531e+03,9.598180790841843191e+01,3.910444523862938127e+01,6.907550898699989261e+01,8.025996264298937888e+01
1.224244848969793864e+01,1.659159376832244106e+03,9.639899899501590141e+01,3.908120250627462156e+01,6.923779483665782664e+01,4.903872198495221824e+01
1.230246049209841885e+01,1.663319350519797808e+03,9.681618002540052714e+01,3.905736096346215902e+01,6.940029864026212181e+01,6.869320053444016594e+01
1.236247249449889907e+01,1.667489082951198043e+03,9.723335689353028499e+01,3.903292899973741470e+01,6.956302118205498175e+01,3.159391180531806498e+01
1.242248449689937928e+01,1.671668587279788426e+03,9.765053546673942719e+01,3.900791492177630460e+01,6.972596324300567971e+01,1.257403286804242413e+02
1.248249649929985949e+01,1.675857876703614693e+03,9.806772158573852494e+01,3.898232695338522547e+01,6.988912560070197344e+01,4.081374026822193457e+01
1.254250850170033971e+01,1.680056964465424016e+03,9.848492106461448259e+01,3.895617323550110456e+01,7.005250902924090894e+01,6.116999457931606798e+01
1.260252050410081992e+01,1.684265863852664552e+03,9.890213969083048084e+01,3.892946182619132856e+01,7.021611429911790481e+01,8.526060223243356972e+01
1.266253250650130013e+01,1.688484588197487255e+03,9.931938322522604778e+01,3.890220070065382174e+01,7.037994217711532485e+01,5.095312182463146655e+01
1.272254450890178035e+01,1.692713150876743612e+03,9.973665740201695940e+01,3.887439775121697494e+01,7.054399342618951607e+01,6.336462053422044960e+01
1.278255651130226056e+01,1.696951565311987224e+03,1.001539679287953675e+02,3.884606078733968815e+01,7.070826880535702230e+01,5.379907341254808273e+01
1.284256851370274077e+01,1.701199844970486083e+03,1.005713204880318443e+02,3.881719753680960139e+01,7.087276906984342872e+01,6.686894642475461126e+01
1.290258051610322099e+01,1.705458003375420503e+03,1.009887207345227296e+02,3.878781562515943193e+01,7.103749496781622952e+01,3.592121591480714926e+01
1.296259251850370120e+01,1.709726054098016448e+03,1.014061742952039964e+02,3.875792258768431964e+01,7.120244724197459618e+01,5.806280497390557827e+01
1.302260452090418141e+01,1.714004010751605165e+03,1.018236867724574211e+02,3.872752588483543690e+01,7.136762663187147382e+01,6.516083889050415223e+01
1.308261652330466163e+01,1.718291886991616593e+03,1.022412637441186689e+02,3.869663290224568897e+01,7.153303387381561151e+01,6.152125375969156806e+01
1.314262852570514006e+01,1.722589696515579590e+03,1.026589107634771665e+02,3.866525095072969975e+01,7.169866970076890311e+01,7.339936834758275097e+01
1.320264052810562028e+01,1.726897453063121930e+03,1.030766333592762294e+02,3.863338726628381181e+01,7.186453484224240640e+01,6.307146826154077246e+01
1.326265253050610049e+01,1.731215170415970306e+03,1.034944370357129202e+02,3.860104901008611478e+01,7.203063002419159488e+01,9.462697227737302796e+01
1.332266453290658070e+01,1.735542862397949420e+03,1.039123272724381621e+02,3.856824326849640272e+01,7.219695596891027378e+01,6.250107819533538134e+01
1.338267653530706092e+01,1.739880542874983348e+03,1.043303095245567107e+02,3.853497705305620258e+01,7.236351339492398438e+01,6.826402550604746011e+01
1.344268853770754113e+01,1.744228225755095082e+03,1.047483892226271252e+02,3.850125730048878836e+01,7.253030301688198733e+01,5.258686293700641556e+01
1.350270054010802134e+01,1.748585924988316947e+03,1.051665717728294140e+02,3.846709087311653974e+01,7.269732554552044235e+01,5.690188034206333612e+01
1.356271254250850156e+01,1.752953654569911805e+03,1.055848625587326097e+02,3.843248455675086461e+01,7.286458168733223317e+01,3.492979796274086368e+01
1.362272454490898177e+01,1.757331428547678570e+03,1.060032669365531177e+02,3.839744504143958892e+01,7.303207214128082114e+01,8.859561976761975188e+01
1.368273654730946198e+01,1.761719261010946184e+03,1.064217902385582875e+02,3.836197894441973943e+01,7.319979760231247212e+01,3.892425707273770996e+01
1.374274854970994220e+01,1.766117166088495878e+03,1.068404377744376177e+02,3.832609281565223824e+01,7.336775876216542258e+01,5.099206681651567408e+01
1.380276055211042241e+01,1.770525157948561628e+03,1.072592148313028417e+02,3.828979313782188143e+01,7.353595630927290472e+01,8.431329586960903555e+01
1.386277255451090262e+01,1.774943250798828785e+03,1.076781266736878138e+02,3.825308632633733907e+01,7.370439092866517683e+01,8.578159190700114323e+01
1.392278455691138284e+01,1.779371458886436130e+03,1.080971785435486510e+02,3.821597872933116946e+01,7.387306330187082892e+01,6.186962077171870078e+01
1.398279655931186305e+01,1.783809796497974048e+03,1.085163756602635772e+02,3.817847662765979777e+01,7.404197410681702252e+01,1.346399979215296838e+01
1.404280856171234149e+01,1.788258277959485440e+03,1.089357232206330650e+02,3.814058623490355160e+01,7.421112401772884937e+01,8.682652263659610981e+01
1.410282056411282170e+01,1.792716917636465723e+03,1.093552263988797506e+02,3.810231369736660412e+01,7.438051370502797965e+01,8.216741747178977562e+01
1.416283256651330191e+01,1.797185729933862376e+03,1.097748903466484336e+02,3.806366509407704513e+01,7.455014383523005961e+01,3.217870737107679702e+01
1.422284456891378213e+01,1.801664729295952839e+03,1.101947201932028264e+02,3.802464643726324312e+01,7.472001507092544159e+01,9.782967755476032323e+01
1.428285657131426234e+01,1.806153930208930205e+03,1.106147210472046822e+02,3.798526367082104116e+01,7.489012807052391452e+01,5.385713405752112237e+01
1.434286857371474255e+01,1.810653347207752859e+03,1.110348979918831702e+02,3.794552265258293744e+01,7.506048348512652524e+01,4.127484000052751156e+01
1.440288057611522277e+01,1.815162994866015879e+03,1.114552560884768724e+02,3.790542917533515777e+01,7.523108196185604868e+01,7.810300329078374659e+01
1.446289257851570298e+01,1.819682887794062481e+03,1.118758003775120500e+02,3.786498897164705113e+01,7.540192414458071823e+01,7.004781120260426519e+01
1.452290458091618319e+01,1.824213040638982193e+03,1.122965358788026720e+02,3.782420771387109681e+01,7.557301067382240944e+01,8.165173070355683649e+01
1.458291658331666341e+01,1.828753468084612678e+03,1.127174675914504149e+02,3.778309101414288307e+01,7.574434218666441154e+01,2.757190043693125148e+01
1.464292858571714362e+01,1.833304184851538366e+03,1.131386004938446490e+02,3.774164442438114264e+01,7.591591931665797688e+01,1.302828228048291805e+02
1.470294058811762383e+01,1.837865205697091369e+03,1.135599395436624803e+02,3.769987343628772436e+01,7.608774269372837296e+01,5.800798425741653119e+01
1.476295259051810405e+01,1.842436545415351475e+03,1.139814896778686943e+02,3.765778348134758602e+01,7.625981294407985445e+01,3.007003368918752528e+01
1.482296459291858426e+01,1.847018218837145241e+03,1.144032558127157984e+02,3.761537993082882991e+01,7.643213069009996730e+01,9.499739634711444580e+01
1.488297659531906447e+01,1.851610240830046678e+03,1.148252428437439931e+02,3.757266809578266731e+01,7.660469655026298597e+01,6.596057264722767854e+01
1.494298859771954291e+01,1.856212626298377700e+03,1.152474556457811730e+02,3.752965322704345397e+01,7.677751113903252644e+01,8.652326571221964002e+01
1.500300060012002312e+01,1.860825390182981891e+03,1.156698990745981632e+02,3.748634051752684826e+01,7.695057506720718266e+01,6.676232214845602186e+01
1.506301260252050334e+01,1.865448547468724655e+03,1.160925779642886937e+02,3.744273508708219111e+01,7.712388893924592992e+01,7.533167812484832382e+01
1.512302460492098355e+01,1.870082113179666976e+03,1.165154971267866983e+02,3.739884198973899032e+01,7.729745335430303044e+01,8.467063866646203962e+01
1.518303660732146376e+01,1.874726102373843105e+03,1.169386613550785938e+02,3.735466622589662222e+01,7.747126890824966949e+01,5.507168238876272426e+01
1.524304860972194398e+01,1.879380530143254646e+03,1.173620754232086227e+02,3.731021274233932417e+01,7.764533619359075090e+01,9.800752406937749583e+01
1.530306061212242419e+01,1.884045411613869874e+03,1.177857440862788252e+02,3.726548643223620161e+01,7.781965579937833866e+01,6.372265282699203226e+01
1.536307261452290440e+01,1.888720761945624190e+03,1.182096720804490673e+02,3.722049213514122101e+01,7.799422831112413235e+01,5.190361398600995813e+01
1.542308461692338462e+01,1.893406596332421032e+03,1.186338641229370126e+02,3.717523463699320274e+01,7.816905431071151611e+01,8.048002696538659961e+01
1.548309661932386483e+01,1.898102930002130051e+03,1.190583249120181080e+02,3.712971867011585658e+01,7.834413437630658450e+01,9.169537273103784969e+01
1.554310862172434504e+01,1.902809778216588484e+03,1.194830591270256406e+02,3.708394891321772491e+01,7.851946908226859989e+01,7.164708883370941805e+01
1.560312062412482526e+01,1.907527156271600688e+03,1.199080714283506950e+02,3.703792999139223241e+01,7.869505899905956881e+01,5.281946538667268953e+01
1.566313262652530547e+01,1.912255079496938606e+03,1.203333664574421533e+02,3.699166647611766479e+01,7.887090469315319297e+01,9.746447168241218151e+01
1.572314462892578568e+01,1.916993563256299012e+03,1.207589488368485604e+02,3.694516288536161852e+01,7.904700672696208130e+01,2.623714296327877804e+01
1.578315663132626590e+01,1.921742622946708934e+03,1.211848231724149798e+02,3.689842368640117343e+01,7.922336565929865060e+01,4.829744157823266448e+01
1.584316863372674433e+01,1.926502274005822073e+03,1.216109940487842920e+02,3.685145327980517749e+01,7.939998204240855273e+01,8.058566875841007970e+01
1.590318063612722455e+01,1.931272531905541882e+03,1.220374660311626656e+02,3.680425601158718507e+01,7.957685642397886738e+01,3.874507447482684341e+01
1.596319263852770476e+01,1.936053412148862662e+03,1.224642436674981951e+02,3.675683618031580124e+01,7.975398934833226861e+01,8.059381727580733923e+01
1.602320464092818497e+01,1.940844930269869337e+03,1.228913314884810148e+02,3.670919803711469598e+01,7.993138135634660557e+01,7.828548781579269189e+01
1.608321664332866519e+01,1.945647101833737679e+03,1.233187340075432985e+02,3.666134578566258284e+01,8.010903298537370176e+01,1.070712266511187494e+02
1.614322864572914540e+01,1.950459942436734309e+03,1.237464557208592311e+02,3.661328358219325452e+01,8.028694476915750045e+01,5.284323421475875193e+01
1.620324064812962561e+01,1.955283467706217152e+03,1.241745011073449945e+02,3.656501553549554018e+01,8.046511723775162750e+01,6.168792152850234345e+01
1.626325265053010583e+01,1.960117693300634528e+03,1.246028746286588245e+02,3.651654570691334101e+01,8.064355091743618686e+01,9.063900145846619694e+01
1.632326465293058604e+01,1.964962634909525832e+03,1.250315807292009538e+02,3.646787811034560889e+01,8.082224633063400177e+01,7.095338624459785137e+00
1.638327665533106625e+01,1.969818308253521081e+03,1.254606238361136263e+02,3.641901671224636061e+01,8.100120399582596065e+01,1.740024729632634717e+02
1.644328865773154646e+01,1.974684729084341143e+03,1.258900083592811399e+02,3.636996543162465656e+01,8.118042442746586573e+01,6.022090251361279911e+01
1.650330066013202668e+01,1.979561913184798186e+03,1.263197386913297606e+02,3.632072814004462913e+01,8.135990813589458526e+01,5.946485655412784865e+01
1.656331266253250689e+01,1.984449876367772276e+03,1.267498192088046522e+02,3.627130866390811548e+01,8.153965562768679831e+01,1.073734809547981826e+02
1.662332466493298710e+01,1.989348634478478971e+03,1.271802542718732951e+02,3.622171078000294386e+01,8.171966740476395330e+01,8.052471216169342938e+01
1.668333666733346732e+01,1.994258203396884255e+03,1.276110482203923624e+02,3.617193820953274042e+01,8.189994396313846892e+01,2.851708540203073738e+01
1.674334866973394753e+01,1.999178599031285557e+03,1.280422053783638603e+02,3.612199463150196266e+01,8.208048579531113376e+01,1.008883071980895068e+02
1.680336067213442774e+01,2.004109837318068003e+03,1.284737300541441982e+02,3.607188368323772920e+01,8.226129339029398579e+01,1.079226284102702493e+02
1.686337267453490796e+01,2.009051934221705324e+03,1.289056265404443593e+02,3.602160896038989080e+01,8.244236723353512275e+01,6.894397902925688015e+01
1.692338467693538817e+01,2.014004905734759177e+03,1.293378991143296730e+02,3.597117401693094507e+01,8.262370780684270244e+01,7.417569705808195124e+01
1.698339667933586838e+01,2.018968767877879372e+03,1.297705520372199999e+02,3.592058236515610048e+01,8.280531558830857364e+01,9.738485350609033731e+01
1.704340868173634860e+01,2.023943536699804099e+03,1.302035895548896463e+02,3.586983747568325498e+01,8.298719105223125325e+01,5.572378355479776957e+01
1.710342068413682881e+01,2.028929228277359016e+03,1.306370158974674212e+02,3.581894277745297472e+01,8.316933466903816452e+01,9.632099159524541676e+01
1.716343268653730902e+01,2.033925858715458617e+03,1.310708352794364941e+02,3.576790165772854380e+01,8.335174690520747731e+01,8.933070221854241311e+01
1.722344468893778568e+01,2.038933444147104638e+03,1.315050518996346227e+02,3.571671746209591447e+01,8.353442822318909577e+01,6.328644974991155436e+01
1.728345669133826590e+01,2.043952000733388104e+03,1.319396699412540102e+02,3.566539349446372853e+01,8.371737908132533335e+01,4.195432286697000279e+01
1.734346869373874611e+01,2.048981544663487057e+03,1.323746935718412203e+02,3.561393301706331016e+01,8.390059993377064984e+01,7.713242501093806425e+01
1.740348069613922632e+01,2.054022092154011716e+03,1.328101269439684131e+02,3.556233925165484777e+01,8.408409123064524238e+01,5.782142348284018851e+01
1.746349269853970654e+01,2.059073659446946749e+03,1.332459741971698293e+02,3.551061538247206784e+01,8.426785341851841338e+01,1.143101601889233336e+02
1.752350470094018675e+01,2.064136262815304690e+03,1.336822394512017240e+02,3.545876454512500686e+01,8.445188693814716885e+01,8.877444799314486090e+01
1.758351670334066696e+01,2.069209918557879064e+03,1.341189268108679755e+02,3.540678983725808138e+01,8.463619222646480011e+01,1.080987279032617039e+02
1.764352870574114718e+01,2.074294642998369000e+03,1.345560403668945355e+02,3.535469432024081016e+01,8.482076971683990507e+01,8.885942777717365004e+01
1.770354070814162739e+01,2.079390452485381502e+03,1.349935841959292873e+02,3.530248101916777870e+01,8.500561983900696816e+01,9.289265335155788250e+01
1.776355271054210760e+01,2.084497363392429634e+03,1.354315623605420456e+02,3.525015292285867474e+01,8.519074301899647139e+01,6.170077550208505102e+01
1.782356471294258782e+01,2.089615392117934334e+03,1.358699789092246135e+02,3.519771298385828118e+01,8.537613967906426637e+01,1.054175624762286105e+02
1.788357671534306803e+01,2.094744555085222601e+03,1.363088378763907542e+02,3.514516411843646893e+01,8.556181023762042059e+01,1.391027584668311476e+02
1.794358871774354824e+01,2.099884868742528852e+03,1.367481432823761907e+02,3.509250920658819695e+01,8.574775510915779364e+01,7.645712844363154659e+01
