R,T,f,f_noisy
1.682496291951179446e+00,1.006301335362223703e+01,3.589975688562308670e-02,8.597026816963129758e-02
3.745376044711786090e+00,3.425496312624061090e+01,4.687468536397030316e-01,4.759511220646991947e-01
4.824083633793768655e+01,2.375463514090184702e+01,2.333797599927012634e+00,2.372901826055007657e+00
3.246320759520186527e+01,1.162539592358063523e+01,4.137112918716991938e-01,4.204423886389220821e-01
4.737187999142366834e+01,1.862235887798352252e+01,1.579406356167781356e+00,1.592551412022032986e+00
1.779452576416873200e+01,3.397048745730992891e+01,1.250825308615326703e+00,1.211675362753807716e+00
3.788346804473999185e+01,1.828063687726332631e+01,1.538556684843254141e+00,1.571959056171861269e+00
3.737248785402505824e+00,2.388970448614909969e+01,1.087450582820471690e+00,1.176685496535822884e+00
8.727155696852072708e+00,1.817433818813336188e+01,1.490659551274361672e+00,1.475175173498484593e+00
1.421810007616350369e+01,2.531461882068106917e+01,2.795096391353174781e+00,2.765457664967467366e+00
2.774075345918671331e+01,2.216121893824619349e+01,2.359745078219442682e+00,2.351853243109925273e+00
2.809173956450004894e+01,1.822623729769703615e+01,1.611921963598210272e+00,1.587857949418154169e+00
2.519982938919723736e+01,1.237977031461157651e+01,5.321158511822854376e-01,4.970418862496084333e-01
2.151094743928783970e+01,1.707443514476466362e+01,1.447680245323643922e+00,1.454589927522052184e+00
2.899740543678537819e+01,2.551758825475047132e+01,2.525613371397850138e+00,2.511067494745345741e+00
4.834978857169799227e+01,2.286116432431415646e+01,2.264080989214682482e+00,2.336024668906815371e+00
2.317493824406290059e+01,2.109471937621992765e+01,2.291249475869447050e+00,2.291259558017203268e+00
4.195483537902104132e+01,2.429814413351471813e+01,2.379172062671773613e+00,2.395367661553345240e+00
3.265662269077624025e+00,1.937521927397799004e+01,6.745595179547884124e-01,7.221606113547784922e-01
1.958656923288785023e+01,2.298078184267813384e+01,2.651175884760700097e+00,2.636138092135472899e+00
2.824457396029875866e+01,2.431975221226941741e+01,2.535543106887525600e+00,2.607379933891972534e+00
3.120586750491938943e+01,2.787337909267290570e+01,2.296096809607191425e+00,2.264462098981185889e+00
1.287590782663455791e+01,3.409391966296666965e+01,1.205516836645285306e+00,1.165100451550979077e+00
2.026490516758646265e+01,1.562577991463437854e+01,1.140084010575116436e+00,1.121770659632603806e+00
4.737680535241666036e+01,3.439882164180779967e+01,9.805995270723787405e-01,9.748636574740219274e-01
3.261811232359147539e+01,3.462963669154386537e+01,9.782803060441550569e-01,9.082143960392025095e-01
2.945582929640858438e+01,3.017335042427903957e+01,1.931134016587433999e+00,1.929379277380991686e+00
3.732286170732125985e+00,2.787541308652337690e+01,1.011908412073898589e+00,9.285340825519274865e-01
3.082724753335811307e+00,1.170877385909461665e+01,1.463315389109199338e-01,2.159384589381948549e-01
1.096422316768719973e+01,2.950294304683211521e+01,2.152554899345578754e+00,2.148505051775194019e+00
7.322227404507334114e+00,2.528158647877983611e+01,2.123770690306615361e+00,2.091672804071816660e+00
4.919562149902773740e+01,1.624197071695984818e+01,1.099913109732636229e+00,1.054496203818457545e+00
6.359838063318752344e-01,1.605418073728236550e+01,2.406634684728350265e-02,4.844823136873663283e-03
1.860925469443559521e+01,1.834006021626014871e+01,1.785688028308561215e+00,1.774534054887039858e+00
3.391911256378179473e+00,1.802927418496161849e+01,5.986100350166881912e-01,5.463844867361201674e-01
3.218052263672498725e+01,1.998369816066909266e+01,1.927467291927042803e+00,1.881477537235901165e+00
2.803393502705526341e+00,2.326898485720152365e+01,7.271603166038083099e-01,7.178015663507314459e-01
3.886276959315253965e+00,2.975930830208248423e+01,9.208112198127348380e-01,8.947720324229527789e-01
4.457154027601884394e+00,1.994688604946254529e+01,1.048525384894134715e+00,1.095486040078050838e+00
1.395336399949253625e+01,1.070427244403612477e+01,3.617072895893791440e-01,4.186008083016554138e-01
2.902972436583420190e+01,2.726747540099005818e+01,2.404888383258594331e+00,2.405689443438588704e+00
4.036970657272726015e+01,1.004127548250294844e+01,2.560468312807720470e-01,2.797268098834984063e-01
1.372598343281240929e+01,2.178432687562961689e+01,2.512396430209504761e+00,2.445637011528248639e+00
1.451696730018858617e+01,2.637170151142430541e+01,2.750998621208367467e+00,2.782869506679998217e+00
4.131186612562088101e+01,2.537573634539466383e+01,2.390803055788424114e+00,2.389273882312760833e+00
3.742444481872797013e+01,3.032690640910444912e+01,1.822348921661531174e+00,1.846582337459073075e+00
6.777330043688064798e+00,3.361428564408807063e+01,9.557765526254973221e-01,1.035794359205180371e+00
4.041427226796466954e+01,1.832345664429396237e+01,1.536285536711208488e+00,1.422242648893990324e+00
4.164692987744641783e+01,2.813264975548457159e+01,2.168818839021004585e+00,2.181866247973676121e+00
9.302376286571741204e+00,3.162178696337663197e+01,1.584857187131211598e+00,1.529901233972818408e+00
3.153392592934140026e+01,3.108592498454533271e+01,1.718298010799722775e+00,1.747907845369947255e+00
1.023880928015127800e+01,2.992876583896130427e+01,2.014036958780114794e+00,1.948371286908691546e+00
1.255288924539008555e+01,2.304262015521936036e+01,2.638506341781557296e+00,2.613736363431357734e+00
2.495328488876777939e+01,2.960469998663431568e+01,2.121504588035411309e+00,2.131641275823429993e+00
2.634989138356501925e+01,1.590581759372864035e+01,1.132159712854704292e+00,1.162835182176472859e+00
2.421215901221027167e+01,2.282956305384397666e+01,2.519938644114012138e+00,2.523678348580840947e+00
2.728648213855833049e+01,2.364488504266869029e+01,2.520849372356911644e+00,2.481207825407520939e+00
1.105165148305989575e+01,1.374700562128824899e+01,7.452000767114496105e-01,7.175234658256791631e-01
3.903972822233164663e+01,3.160026048546395572e+01,1.557612657408328216e+00,1.601837801970797059e+00
1.425349639541611246e+01,2.108574227538316137e+01,2.401021326560187408e+00,2.400746345775860657e+00
4.567782284109595992e+01,1.995576147775195608e+01,1.842670148285737719e+00,1.758479428443684878e+00
2.600018752768468389e+01,2.465398963077915084e+01,2.593856112608921016e+00,2.636039248022405523e+00
1.553236062075694690e+01,2.478148362118252024e+01,2.811438025318818479e+00,2.832250449304491990e+00
9.132003174160857384e+00,1.847120554417653082e+01,1.589285409117378922e+00,1.632956186379976193e+00
2.451759613959349693e+01,2.734094196562433510e+01,2.493186926079894228e+00,2.476355552761060341e+00
1.912671635749194010e+01,1.756903037903906295e+01,1.595693460618410109e+00,1.637101286539740519e+00
3.134314264073567102e+01,2.353182381765247300e+01,2.438422734329997787e+00,2.385369488329914134e+00
2.517374933983601792e+01,1.033377335257669927e+01,3.045480058079697017e-01,3.330479963512426589e-01
2.329505051034489682e+00,1.175031366069966410e+01,9.823977850961722325e-02,7.372076302821436999e-02
4.173819105602241564e+01,1.208982178934225615e+01,4.517613078758848655e-01,4.854788931218921855e-01
3.057859986410101705e+00,2.546831234436165659e+01,8.448099299296489839e-01,8.950921357504685316e-01
4.146596061103091557e+01,2.288322575167908113e+01,2.288501816444072912e+00,2.251702308843646527e+00
4.073110734913042563e+01,1.901072047924017738e+01,1.674730207413567262e+00,1.672168733438630150e+00
4.623716470173430793e+01,1.927958584158071176e+01,1.712165707411772209e+00,1.714113438734572226e+00
3.338785153700086994e+01,3.246845361084226766e+01,1.409738352865882449e+00,1.469221593757913835e+00
8.450869888214850079e+00,2.816298299852040898e+01,2.109951393769031291e+00,2.145479298337520380e+00
2.237550586697486921e+01,1.678648096200636530e+01,1.370205432603740725e+00,1.309241555403217738e+00
2.225191667843829180e+01,1.878322997438765896e+01,1.830018188288548009e+00,1.852898601323975880e+00
3.180048283085478289e+01,3.382390971508201716e+01,1.140513789483365015e+00,1.177768249952321877e+00
1.936630785400015853e+01,1.954983013088467203e+01,2.055561560853901515e+00,2.161751855650288601e+00
3.394606535447135798e+01,2.267893659179583921e+01,2.326763946963120055e+00,2.242806492125410500e+00
1.059341531484296617e+01,2.834510321143941880e+01,2.327557669950350849e+00,2.300740054953651192e+00
1.799086351825465613e+01,1.565742106808438372e+01,1.167117972428141304e+00,1.233786531832508082e+00
2.739401385872404404e+01,2.623059769613543324e+01,2.526668620465375881e+00,2.458915105535041334e+00
2.166872703511522502e+01,1.585368553033298156e+01,1.173529185508915385e+00,1.113556156312679013e+00
6.565019713065511908e+00,3.150566839967542165e+01,1.282270338169214874e+00,1.308124447938229684e+00
4.830849197774396231e+01,2.040183290956205298e+01,1.918450869449658036e+00,1.969371302493597264e+00
3.471912240575533559e+01,3.441859222502046123e+01,1.007608613430059252e+00,9.741745890612815151e-01
4.173523635065577508e+01,1.160279841985754601e+01,3.974372476377565633e-01,4.244436062523596620e-01
1.819430694131274961e+01,2.335219542867450571e+01,2.715499900957491608e+00,2.721347664428988899e+00
4.727234755336982630e+01,2.136567466108041558e+01,2.078831543728273168e+00,2.154768995429209966e+00
4.071613147736570681e+01,1.728313015137216624e+01,1.321677012322454381e+00,1.321601090337017448e+00
4.898555915660035254e+01,1.311041402907937581e+01,5.762538393899498956e-01,6.257662049883532251e-01
1.027101549329537100e+01,1.200877779426430791e+01,4.755198435640506371e-01,4.303639505983373748e-01
2.411988909173675921e+01,3.043664180374202743e+01,1.967329331690949479e+00,1.958085389217848471e+00
1.959952520658228536e+01,1.437487929392819197e+01,8.929141731993061049e-01,8.880789505112152149e-01
3.088780228235032865e+01,1.080456709997292997e+01,3.331104822731126847e-01,3.900658796473739365e-01
1.288587681656402673e+01,2.397373172597909274e+01,2.727877274532001461e+00,2.756857926508024192e+00
5.473378342658973494e+00,1.556278326544801160e+01,6.857891269299661863e-01,6.482014703652877463e-01
2.409252104803127281e+01,1.924434019414580277e+01,1.898834674663044009e+00,1.932933062847040695e+00
3.215386085772185254e+01,3.025340782107384641e+01,1.881392728474447607e+00,1.919924292295828394e+00
1.950876321531983493e+01,2.503507844421367778e+01,2.763261355447684586e+00,2.757679069331712363e+00
4.937824746445621571e+01,1.372901947939906719e+01,6.648345330245621909e-01,6.519514172729717894e-01
2.059644422137045794e+01,1.321747927895389196e+01,6.828699518791058187e-01,6.731797896079780852e-01
1.534086935067174551e+01,2.491923162425870686e+01,2.811754391722998125e+00,2.727004771423553908e+00
4.078794234242581496e+01,3.106095627899334843e+01,1.660105252697415157e+00,1.669542403103646100e+00
2.360114525012340536e+01,2.182226197967062831e+01,2.402211935010336585e+00,2.413940831471700577e+00
1.402423074361075273e+01,2.685775602732629608e+01,2.698902002356088570e+00,2.655625576168139101e+00
1.468130571134451934e+01,2.979505097387008306e+01,2.229374997463084096e+00,2.266497309956837292e+00
4.738421156758980146e+01,1.402908112095755655e+01,7.118910364579942307e-01,6.432426896668129723e-01
4.810596903391613921e+01,2.639162267974775133e+01,2.325081198107083136e+00,2.297490557037435099e+00
3.248872636402786185e+01,3.441918577762890408e+01,1.019037012228529715e+00,9.952760587789520885e-01
1.429901484540080325e+01,2.716247786716688495e+01,2.671551725812272959e+00,2.770927217411719212e+00
3.571276766408975334e+01,2.765914097124015925e+01,2.269698401034817348e+00,2.189739197871923171e+00
1.123008935583738577e+01,1.274418148539646012e+01,5.918886326059956682e-01,6.200201453663087836e-01
1.644319202698982707e+01,2.440497141571783146e+01,2.801630473611757655e+00,2.848736637491205759e+00
2.731594980528689121e+01,1.367203256067510964e+01,7.114001282638704460e-01,7.302864064658638465e-01
2.035663597764500921e+01,2.776602756506045466e+01,2.540908027419376936e+00,2.599998424637046224e+00
1.787568120041204978e+01,2.195684546615850863e+01,2.548326451423593930e+00,2.498189567067272687e+00
4.871965425958116214e+01,1.143246648782888109e+01,3.760016865146078024e-01,2.619887563989983237e-01
8.925205636747579163e+00,1.547591486372450653e+01,9.707776109546674137e-01,1.009118505403180599e+00
3.088203866799618069e+01,1.975390516496425519e+01,1.897703763741550365e+00,1.837912355507995921e+00
2.407798779450552651e+00,1.362216290165682508e+01,1.638905433342727480e-01,1.475705495069760120e-01
5.039879488128269358e+00,1.831485747391900532e+01,9.859540974350382569e-01,9.270117975637993668e-01
1.089480224808036546e+01,3.498150310896211579e+01,9.712746258115054765e-01,1.023891718658981986e+00
4.958846670271600487e+01,1.549471550883824378e+01,9.593350715485292612e-01,1.002592583291900263e+00
3.645801964177609733e+01,2.434604173192679610e+01,2.418428971537363026e+00,2.382425788442013470e+00
4.346788573364534614e+01,1.011061574431988852e+01,2.597425409177023248e-01,3.049171331481853597e-01
2.949447339517468958e+00,3.369405192216299838e+01,3.781421113851131666e-01,3.842059743510989889e-01
3.423120340630730851e+01,3.107969492918247312e+01,1.694414600289761763e+00,1.687445158761774477e+00
2.227685573208228575e+01,1.192316891906672538e+01,4.870080354803225098e-01,4.898788685824407851e-01
2.111278745348979413e+01,1.410193960309603334e+01,8.305054756725167575e-01,8.203680076800189402e-01
3.555861231527459410e+01,2.472274734613005620e+01,2.435691197370791539e+00,2.466441460561339838e+00
1.576178805151123719e+01,1.395560122859572338e+01,8.307359047596072354e-01,8.462532832817613038e-01
2.591665725191572278e+01,1.796588105272561009e+01,1.584582530209004192e+00,1.567109172887312996e+00
1.340587373027396367e+01,2.967146503672811519e+01,2.232042919055179375e+00,2.282355706345957191e+00
1.987450149432422464e+01,2.726597829580535759e+01,2.616855123980315945e+00,2.586281343242124553e+00
2.689964567263523421e+01,2.598513308893851814e+01,2.551270922439232702e+00,2.565617604592605350e+00
8.315109639900025940e+00,1.104982938735751752e+01,3.299000942516947532e-01,3.510078628143105117e-01
1.417126253430757643e+01,1.531110197674011175e+01,1.093917691065112718e+00,1.167858044056939271e+00
2.131009230846624547e+01,1.299069905661563595e+01,6.426370636288972760e-01,6.173649954614488511e-01
2.390102493714369203e+01,2.408872332197504207e+01,2.627671976715534097e+00,2.714826099031054429e+00
4.010019641654540123e+01,2.866334060650688187e+01,2.099531782997281049e+00,2.108340030578402136e+00
3.232603063644616981e+01,2.203993423811444785e+01,2.269086817308568538e+00,2.259387971775939974e+00
2.834325829284480491e+01,3.014980043970987822e+01,1.952368070948208523e+00,1.918744433401277982e+00
4.355843598816962725e+01,1.189044292324193108e+01,4.274650078339600756e-01,4.567796787866866826e-01
1.026876880644980439e+01,1.372195903780287196e+01,7.206074791216109388e-01,7.230542413437299754e-01
5.652110241312731098e+00,1.157789789122916879e+01,2.841757794505799795e-01,2.289953161541906923e-01
1.998939806170290723e+01,2.017279378458215433e+01,2.179939977785169791e+00,2.123545618972237925e+00
7.290902800085270918e+00,1.495872961460131201e+01,7.731177042887842354e-01,7.453417438987575139e-01
2.802106138599289409e+01,3.312751156489177617e+01,1.318210114526860099e+00,1.284409814333301814e+00
2.889534493726129938e+01,1.388110983970081413e+01,7.361239664963550311e-01,7.906390860827154921e-01
7.013880712609664059e+00,3.007619709843330824e+01,1.592204227946324657e+00,1.660981142844833558e+00
3.594467273747147118e+01,1.170658438289185632e+01,4.157220366615040907e-01,4.591500178548795219e-01
2.804870442956775634e+01,1.594574200559394939e+01,1.123915759427652095e+00,1.141809203929205374e+00
2.144750871634723310e+01,1.853663417179622996e+01,1.787780218986833702e+00,1.766368308594603365e+00
4.591534777831575553e+01,3.277437577628701604e+01,1.298174934518449675e+00,1.300899095064461886e+00
4.286765857197548257e+01,3.400926767155998220e+01,1.059983083878958121e+00,1.104218434180385344e+00
1.143797360636091476e+01,2.638290380921477407e+01,2.623205300303907084e+00,2.729753911990072890e+00
