t,K,I,C,dK_dt,dK_dt_noisy
1.528305661132226545e+00,3.938175331392706480e-01,5.005829245733096622e-01,3.245221228881386977e-01,-3.143913929855677303e-01,-3.057273223955490615e-01
1.536307261452290351e+00,3.913102089129547045e-01,5.024629385816126170e-01,3.268909637604669460e-01,-3.123161466776894768e-01,-3.141056717884487814e-01
1.544308861772354380e+00,3.888194502067764402e-01,5.043301574831953182e-01,3.292457737524797645e-01,-3.102506970452121315e-01,-3.173528389582876974e-01
1.552310462092418408e+00,3.863451782026020576e-01,5.061845913479642300e-01,3.315864908851878234e-01,-3.081953298612530867e-01,-3.025369953275174328e-01
1.560312062412482437e+00,3.838873108411666180e-01,5.080262493580742778e-01,3.339130560020050487e-01,-3.061502979787962264e-01,-2.865641507026415735e-01
1.568313662732546465e+00,3.814457645480857084e-01,5.098551403017894668e-01,3.362254123238407888e-01,-3.041158299853797820e-01,-3.020671406435127548e-01
1.576315263052610494e+00,3.790204542537930488e-01,5.116712725781592530e-01,3.385235054440959845e-01,-3.020921310632311840e-01,-3.132989076948837770e-01
1.584316863372674522e+00,3.766112933935407137e-01,5.134746541970188760e-01,3.408072833286632242e-01,-3.000793837500266292e-01,-2.856213358708321048e-01
1.592318463692738550e+00,3.742181939073989660e-01,5.152652927789890258e-01,3.430766963159266880e-01,-2.980777486893146921e-01,-3.168632234931983427e-01
1.600320064012802579e+00,3.718410662402564792e-01,5.170431955554759540e-01,3.453316971167622040e-01,-2.960873653705676789e-01,-2.910553168172498872e-01
1.608321664332866607e+00,3.694798193418200039e-01,5.188083693686713627e-01,3.475722408145371922e-01,-2.941083528588260831e-01,-2.999278993504314594e-01
1.616323264652930636e+00,3.671343615123587312e-01,5.205608209034491285e-01,3.497982845985269651e-01,-2.921408139884528188e-01,-2.828348296775617388e-01
1.624324864972994664e+00,3.648046011744964789e-01,5.223005568044074565e-01,3.520097875534286547e-01,-2.901848390645354048e-01,-2.986795827427656258e-01
1.632326465293058693e+00,3.624904450682782109e-01,5.240275832739513806e-01,3.542067112077560420e-01,-2.882404991239136960e-01,-2.750020210653859598e-01
1.640328065613122721e+00,3.601917996891577656e-01,5.257419065836995697e-01,3.563890190460528573e-01,-2.863078525272784169e-01,-2.833051216230738079e-01
1.648329665933186750e+00,3.579085713324696161e-01,5.274435330881392936e-01,3.585566764944242424e-01,-2.843869456533285600e-01,-3.016553519677263040e-01
1.656331266253250556e+00,3.556406660934293695e-01,5.291324692246268668e-01,3.607096509205365842e-01,-2.824778133972948302e-01,-3.022159436793426801e-01
1.664332866573314584e+00,3.533879898671332676e-01,5.308087215133869829e-01,3.628479116336180144e-01,-2.805804796587433314e-01,-2.837414347853929319e-01
1.672334466893378613e+00,3.511504483485585748e-01,5.324722965575133804e-01,3.649714298844578542e-01,-2.786949578187362109e-01,-2.657528415346302464e-01
1.680336067213442641e+00,3.489279470325635235e-01,5.341232010429681765e-01,3.670801788654068365e-01,-2.768212512064314179e-01,-2.755509508539976116e-01
1.688337667533506670e+00,3.467203912138870914e-01,5.357614417385825334e-01,3.691741337103772724e-01,-2.749593535551941859e-01,-2.742881465301561517e-01
1.696339267853570698e+00,3.445276864053137822e-01,5.373870256447861316e-01,3.712532713068433798e-01,-2.731092509669439394e-01,-2.754682893036206059e-01
1.704340868173634727e+00,3.423497390077451796e-01,5.389999602887580732e-01,3.733175699999256580e-01,-2.712709248065844347e-01,-2.638919231073043603e-01
1.712342468493698755e+00,3.401864543604345426e-01,5.406002531179063819e-01,3.753670104480800740e-01,-2.694443450712223909e-01,-2.656710771042735120e-01
1.720344068813762783e+00,3.380377381770897083e-01,5.421879120008603614e-01,3.774015749563361943e-01,-2.676294759469390883e-01,-2.648260172105164068e-01
1.728345669133826812e+00,3.359034966755276574e-01,5.437629452723516943e-01,3.794212474173731531e-01,-2.658262765953606221e-01,-2.756735060089396949e-01
1.736347269453890840e+00,3.337836365776745695e-01,5.453253617332146641e-01,3.814260133115197626e-01,-2.640347014600977760e-01,-2.521561683765279338e-01
1.744348869773954869e+00,3.316780651095656007e-01,5.468751706503860444e-01,3.834158597067547358e-01,-2.622547005637939632e-01,-2.486238964365400650e-01
1.752350470094018897e+00,3.295866900013452727e-01,5.484123817569048764e-01,3.853907752587064084e-01,-2.604862197959123549e-01,-2.734997549981622034e-01
1.760352070414082926e+00,3.275094194872671394e-01,5.499370052519130248e-01,3.873507502106530165e-01,-2.587292011914007483e-01,-2.357142498629511973e-01
1.768353670734146732e+00,3.254461623056938979e-01,5.514490518006543995e-01,3.892957763935223081e-01,-2.569835832003567466e-01,-2.497585173028217809e-01
1.776355271054210760e+00,3.233968276990973889e-01,5.529485325344759561e-01,3.912258472258919872e-01,-2.552493009488377984e-01,-2.601293609126524853e-01
1.784356871374274789e+00,3.213613254140585962e-01,5.544354590508265845e-01,3.931409577139894918e-01,-2.535262864909465508e-01,-2.725698455523818953e-01
1.792358471694338817e+00,3.193395657968151613e-01,5.559098436382889918e-01,3.950411042631302716e-01,-2.518144692660128081e-01,-2.452460050857099005e-01
1.800360072014402846e+00,3.173314594246113285e-01,5.573716994119176649e-01,3.969262847800312244e-01,-2.501137752776302348e-01,-2.445386615436369870e-01
1.808361672334466874e+00,3.153369171734115017e-01,5.588210399412807394e-01,3.987964988889994289e-01,-2.484241276583495361e-01,-2.543804459016508202e-01
1.816363272654530903e+00,3.133558506677064370e-01,5.602578795143196011e-01,4.006517475482053170e-01,-2.467454480865676203e-01,-2.646509807564118577e-01
1.824364872974594931e+00,3.113881722840162736e-01,5.616822331409995206e-01,4.024920330456691620e-01,-2.450776569802132210e-01,-2.338328894013713410e-01
1.832366473294658960e+00,3.094337951508908668e-01,5.630941165533092096e-01,4.043173589992609118e-01,-2.434206736739349397e-01,-2.493038632048718284e-01
1.840368073614722988e+00,3.074926331489096221e-01,5.644935462052609321e-01,4.061277303567002450e-01,-2.417744165889662566e-01,-2.464918673413629135e-01
1.848369673934787016e+00,3.055646009106814387e-01,5.658805392728905037e-01,4.079231533955565703e-01,-2.401388033958056223e-01,-2.116823526507103648e-01
1.856371274254851045e+00,3.036496138208448770e-01,5.672551136542571815e-01,4.097036357232489157e-01,-2.385137511698550705e-01,-2.172340292003572537e-01
1.864372874574915073e+00,3.017475880160679913e-01,5.686172879694438853e-01,4.114691862770460951e-01,-2.368991765401700089e-01,-2.273618092252389922e-01
1.872374474894979102e+00,2.998584403757678096e-01,5.699670815873942864e-01,4.132198152908084787e-01,-2.352949957545019677e-01,-2.398492059931600917e-01
1.880376075215042908e+00,2.979820881255516585e-01,5.713045148536439743e-01,4.149555342317450823e-01,-2.337011234806453119e-01,-2.272065107408610118e-01
1.888377675535106937e+00,2.961184487294452050e-01,5.726296089077809182e-01,4.166763561620688283e-01,-2.321174731724529039e-01,-2.549321709453313822e-01
1.896379275855170965e+00,2.942674404057347148e-01,5.739423857203389545e-01,4.183822953455532678e-01,-2.305439582963496603e-01,-2.294786312805743855e-01
1.904380876175234993e+00,2.924289821627387709e-01,5.752428681199951432e-01,4.200733671835465421e-01,-2.289804924740508341e-01,-2.365786752918739577e-01
1.912382476495299022e+00,2.906029937988084400e-01,5.765310797935702114e-01,4.217495882149712161e-01,-2.274269895967588884e-01,-2.402830410334054756e-01
1.920384076815363050e+00,2.887893959023270507e-01,5.778070452860277761e-01,4.234109761163241670e-01,-2.258833639336003118e-01,-2.417114085759790865e-01
1.928385677135427079e+00,2.869881098517104157e-01,5.790707900004752329e-01,4.250575497016768622e-01,-2.243495302344419295e-01,-2.190981142556907291e-01
1.936387277455491107e+00,2.851990578154067202e-01,5.803223401981629781e-01,4.266893289226750263e-01,-2.228254038272085014e-01,-2.219324000940744446e-01
1.944388877775555136e+00,2.834221627518964670e-01,5.815617229984849645e-01,4.283063348685390292e-01,-2.213109007098522651e-01,-2.197136640698507393e-01
1.952390478095619164e+00,2.816573484092662061e-01,5.827889663791462338e-01,4.299085897656580446e-01,-2.198059376349823513e-01,-2.113821770824164670e-01
1.960392078415683192e+00,2.799045389987341870e-01,5.840040992753038340e-01,4.314961169190810741e-01,-2.183104310645226365e-01,-2.267712687511762859e-01
1.968393678735747221e+00,2.781636588490503104e-01,5.852071516508479121e-01,4.330689409887433783e-01,-2.168242967514241171e-01,-2.291801412961132212e-01
1.976395279055811249e+00,2.764346329895520649e-01,5.863981543667120544e-01,4.346270877815640032e-01,-2.153474512802864282e-01,-2.331111051294688652e-01
1.984396879375875278e+00,2.747173871897664044e-01,5.875771391905122432e-01,4.361705840820769287e-01,-2.138798119495017858e-01,-2.172317776887687235e-01
1.992398479695939084e+00,2.730118479594098591e-01,5.887441387965466344e-01,4.376994576524316227e-01,-2.124212968502857679e-01,-2.048197347647609246e-01
2.000400080016003113e+00,2.713179425483881468e-01,5.898991867657955579e-01,4.392137372323927091e-01,-2.109718249411638435e-01,-2.124660601939243332e-01
2.008401680336067141e+00,2.696355989467967840e-01,5.910423175859218503e-01,4.407134525393400781e-01,-2.095313161180338835e-01,-2.031200342145165483e-01
2.016403280656131169e+00,2.679647458849205854e-01,5.921735666512703000e-01,4.421986342682687754e-01,-2.080996912799144560e-01,-2.199102284159626108e-01
2.024404880976195198e+00,2.663053128332337760e-01,5.932929702628680912e-01,4.436693140917892797e-01,-2.066768723905134664e-01,-2.113680857092306020e-01
2.032406481296259226e+00,2.646572300024001012e-01,5.944005656284246930e-01,4.451255246601271143e-01,-2.052627825357211666e-01,-2.129221493495345729e-01
2.040408081616323255e+00,2.630204281190568483e-01,5.954963908768952097e-01,4.465672995574626047e-01,-2.038573452044287748e-01,-2.163411233067857042e-01
2.048409681936387283e+00,2.613948379858876403e-01,5.965804851888965032e-01,4.479946735356906684e-01,-2.024604835555479099e-01,-1.838657481829388263e-01
2.056411282256451312e+00,2.597803910116159853e-01,5.976528886984450173e-01,4.494076823953570554e-01,-2.010721218557436352e-01,-1.925507141330656258e-01
2.064412882576515340e+00,2.581770192674978093e-01,5.987136424202392782e-01,4.508063627715404031e-01,-1.996921852452367974e-01,-2.073101907680081901e-01
2.072414482896579369e+00,2.565846554869621876e-01,5.997627882495767393e-01,4.521907521334370128e-01,-1.983205997955040933e-01,-2.059807718774017693e-01
2.080416083216643397e+00,2.550032330656112345e-01,6.008003689623533372e-01,4.535608887843605164e-01,-1.969572925653003681e-01,-1.975292611033521994e-01
2.088417683536707425e+00,2.534326860612203802e-01,6.018264282150638245e-01,4.549168118617421541e-01,-1.956021916531215377e-01,-2.100227306808072902e-01
2.096419283856771454e+00,2.518729491937381493e-01,6.028410105448013256e-01,4.562585613371305526e-01,-1.942552262461993973e-01,-1.898969545873550324e-01
2.104420884176835482e+00,2.503239578452862157e-01,6.038441613692577814e-01,4.575861780161919468e-01,-1.929163266661388931e-01,-2.058587144177717043e-01
2.112422484496899511e+00,2.487856480601595144e-01,6.048359269867238375e-01,4.588997035387100687e-01,-1.915854244112957794e-01,-1.952897541600048248e-01
2.120424084816963539e+00,2.472579564180616696e-01,6.058163545481203283e-01,4.601991803418429283e-01,-1.902624517412618843e-01,-2.005106779825415186e-01
2.128425685137027568e+00,2.457408195530317863e-01,6.067854921558885062e-01,4.614846518285446453e-01,-1.889473407260914284e-01,-1.937458236234397280e-01
2.136427285457091596e+00,2.442341745779424700e-01,6.077433888882883828e-01,4.627561623820938830e-01,-1.876400245942191347e-01,-2.009515963998689814e-01
2.144428885777155624e+00,2.427379591863911834e-01,6.086900946197755236e-01,4.640137570897662767e-01,-1.863404374389975304e-01,-2.020686577092609126e-01
2.152430486097219653e+00,2.412521116491330997e-01,6.096256600167537787e-01,4.652574817365776050e-01,-1.850485142433268004e-01,-1.947099230205953935e-01
2.160432086417283681e+00,2.397765708140811858e-01,6.105501365375756162e-01,4.664873828052837346e-01,-1.837641909262629492e-01,-1.905642895029629746e-01
2.168433686737347266e+00,2.383112761063062301e-01,6.114635764325413447e-01,4.677035074763805644e-01,-1.824874043866434592e-01,-1.854362986836697313e-01
2.176435287057411294e+00,2.368561675280365653e-01,6.123660327439001128e-01,4.689059036281040815e-01,-1.812180925438111601e-01,-1.805282562224026499e-01
2.184436887377475323e+00,2.354111856586585394e-01,6.132575593058492425e-01,4.700946198364302497e-01,-1.799561943755381144e-01,-1.646872332770741854e-01
2.192438487697539351e+00,2.339762716547161281e-01,6.141382107445343408e-01,4.712697053750752874e-01,-1.787016499532222413e-01,-1.705791316476030772e-01
2.200440088017603379e+00,2.325513672298228085e-01,6.150080424616601871e-01,4.724312102021754334e-01,-1.774544003867091213e-01,-1.799833924035733612e-01
2.208441688337667408e+00,2.311364142528700982e-01,6.158671105610511454e-01,4.735791849608385062e-01,-1.762143867415405518e-01,-1.689552033941713050e-01
2.216443288657731436e+00,2.297313548247659765e-01,6.167154721209547885e-01,4.747136812493840119e-01,-1.749815509561772897e-01,-1.818705236015857873e-01
2.224444888977795465e+00,2.283361315500389843e-01,6.175531849327630107e-01,4.758347512938890800e-01,-1.737558358734000441e-01,-1.592709220072305865e-01
2.232446489297859493e+00,2.269506875271920798e-01,6.183803074386795551e-01,4.769424478845836202e-01,-1.725371851067910578e-01,-1.670424154823819674e-01
2.240448089617923522e+00,2.255749663487026380e-01,6.191968987317206796e-01,4.780368243758505442e-01,-1.713255430829008219e-01,-1.848839364296163135e-01
2.248449689937987550e+00,2.242089121010223673e-01,6.200030185557146023e-01,4.791179346862255994e-01,-1.701208550807996600e-01,-1.625669998460628485e-01
2.256451290258051579e+00,2.228524693645774213e-01,6.207987273053019450e-01,4.801858332983975353e-01,-1.689230672690952284e-01,-1.607621437429174183e-01
2.264452890578115607e+00,2.215055832137682867e-01,6.215840860259354006e-01,4.812405752592079367e-01,-1.677321267404885408e-01,-1.945880796370128563e-01
2.272454490898179635e+00,2.201681992169698954e-01,6.223591564138798438e-01,4.822822161796513907e-01,-1.665479815439491196e-01,-1.740289310864604477e-01
2.280456091218243664e+00,2.188402634365315125e-01,6.231240008162125532e-01,4.833108122348752644e-01,-1.653705807145782192e-01,-1.701088059107628281e-01
2.288457691538307692e+00,2.175217223766351682e-01,6.238786821757195122e-01,4.843264201324011253e-01,-1.641998740887200547e-01,-1.834849966067223226e-01
2.296459291858371721e+00,2.162125225883493040e-01,6.246232639691646771e-01,4.853290971733034698e-01,-1.630358114344989673e-01,-1.737075863576251766e-01
2.304460892178435749e+00,2.149126109136969831e-01,6.253578105237515006e-01,4.863189014505381325e-01,-1.618783436135509124e-01,-1.713619254954793225e-01
2.312462492498499778e+00,2.136219346194231650e-01,6.260823866703056906e-01,4.872958915160015558e-01,-1.607274221999247521e-01,-1.556564641462672982e-01
2.320464092818563806e+00,2.123404413882701569e-01,6.267970577081721784e-01,4.882601263532395652e-01,-1.595829994330811852e-01,-1.565783676557760407e-01
2.328465693138627834e+00,2.110680793189777804e-01,6.275018894052147855e-01,4.892116653774475910e-01,-1.584450282556083556e-01,-1.321832899694224128e-01
2.336467293458691863e+00,2.098047969262832602e-01,6.281969479978164461e-01,4.901505684354705572e-01,-1.573134623486139860e-01,-1.612560563824551318e-01
2.344468893778755891e+00,2.085505431409212240e-01,6.288823001908789845e-01,4.910768958058027711e-01,-1.561882561648748058e-01,-1.446559462264635221e-01
2.352470494098819920e+00,2.073052673096237586e-01,6.295580131578233374e-01,4.919907081985882003e-01,-1.550693649597998935e-01,-1.542809002059942480e-01
2.360472094418883948e+00,2.060689191951203536e-01,6.302241545405893319e-01,4.928920667556202506e-01,-1.539567448202778799e-01,-1.512474870305703933e-01
2.368473694738947977e+00,2.048414489761379575e-01,6.308807924496360187e-01,4.937810330503418221e-01,-1.528503526914775645e-01,-1.644466508643393776e-01
2.376475295059012005e+00,2.036228072392763377e-01,6.315279954479534608e-01,4.946576690787866659e-01,-1.517501463611531376e-01,-1.708591441405776512e-01
