w,I
3.924140779297388508e+04,4.161451170039735478e-04
3.925948690746961802e+04,4.164013431883595664e-04
3.927757435128887300e+04,4.166577974872750752e-04
3.929567012826909195e+04,4.169144802158828464e-04
3.931377424224941933e+04,4.171713916899512332e-04
3.933188669707098597e+04,4.174285322258608380e-04
3.935000749657647248e+04,4.176859021405986572e-04
3.936813664461040025e+04,4.179435017517648581e-04
3.938627414501906605e+04,4.182013313775725070e-04
3.940442000165044738e+04,4.184593913368478955e-04
3.942257421835455170e+04,4.187176819490369905e-04
3.944073679898291448e+04,4.189762035342000138e-04
3.945890774738891196e+04,4.192349564130166462e-04
3.947708706742771028e+04,4.194939409067880332e-04
3.949527476295617817e+04,4.197531573374358089e-04
3.951347083783317794e+04,4.200126060275081682e-04
3.953167529591912898e+04,4.202722873001757463e-04
3.954988814107630606e+04,4.205322014792363893e-04
3.956810937716875924e+04,4.207923488891163470e-04
3.958633900806223392e+04,4.210527298548701102e-04
3.960457703762451274e+04,4.213133447021869698e-04
3.962282346972490632e+04,4.215741937573853795e-04
3.964107830823458789e+04,4.218352773474191896e-04
3.965934155702652060e+04,4.220965957998783517e-04
3.967761321997537743e+04,4.223581494429885937e-04
3.969589330095783953e+04,4.226199386056184127e-04
3.971418180385214509e+04,4.228819636172730578e-04
3.973247873253839498e+04,4.231442248081011435e-04
3.975078409089848719e+04,4.234067225088948669e-04
3.976909788281601504e+04,4.236694570510903869e-04
3.978742011217660183e+04,4.239324287667737873e-04
3.980575078286744247e+04,4.241956379886769571e-04
3.982408989877757267e+04,4.244590850501819813e-04
3.984243746379783988e+04,4.247227702853229839e-04
3.986079348182079411e+04,4.249866940287857489e-04
3.987915795674102264e+04,4.252508566159146045e-04
3.989753089245466981e+04,4.255152583827062976e-04
3.991591229285974987e+04,4.257798996658170411e-04
3.993430216185608151e+04,4.260447808025628934e-04
3.995270050334517873e+04,4.263099021309190535e-04
3.997110732123062189e+04,4.265752639895279384e-04
3.998952261941753386e+04,4.268408667176923528e-04
4.000794640181291470e+04,4.271067106553826445e-04
4.002637867232556891e+04,4.273727961432367589e-04
4.004481943486602540e+04,4.276391235225611063e-04
4.006326869334684307e+04,4.279056931353360368e-04
4.008172645168215968e+04,4.281725053242117752e-04
4.010019271378798294e+04,4.284395604325134076e-04
4.011866748358213226e+04,4.287068588042427793e-04
4.013715076498415146e+04,4.289744007840774645e-04
4.015564256191561435e+04,4.292421867173784101e-04
4.017414287829969544e+04,4.295102169501838099e-04
4.019265171806141734e+04,4.297784918292159350e-04
4.021116908512764348e+04,4.300470117018813506e-04
4.022969498342694715e+04,4.303157769162715670e-04
4.024822941688996070e+04,4.305847878211693271e-04
4.026677238944888086e+04,4.308540447660437283e-04
4.028532390503779607e+04,4.311235481010558057e-04
4.030388396759262105e+04,4.313932981770597251e-04
4.032245258105098037e+04,4.316632953456029992e-04
4.034102974935257225e+04,4.319335399589332644e-04
4.035961547643866652e+04,4.322040323699926972e-04
4.037820976625242474e+04,4.324747729324245732e-04
4.039681262273882021e+04,4.327457620005730507e-04
4.041542404984456516e+04,4.330169999294852302e-04
4.043404405151845276e+04,4.332884870749168470e-04
4.045267263171081868e+04,4.335602237933263076e-04
4.047130979437393398e+04,4.338322104418826050e-04
4.048995554346185963e+04,4.341044473784641251e-04
4.050860988293041009e+04,4.343769349616607620e-04
4.052727281673748075e+04,4.346496735507804224e-04
4.054594434884252405e+04,4.349226635058420329e-04
4.056462448320690601e+04,4.351959051875838882e-04
4.058331322379373887e+04,4.354693989574621332e-04
4.060201057456820854e+04,4.357431451776580273e-04
4.062071653949707252e+04,4.360171442110713307e-04
4.063943112254900188e+04,4.362913964213282190e-04
4.065815432769450126e+04,4.365659021727813375e-04
4.067688615890589426e+04,4.368406618305114815e-04
4.069562662015726528e+04,4.371156757603285726e-04
4.071437571542477235e+04,4.373909443287782176e-04
4.073313344868614513e+04,4.376664679031355828e-04
4.075189982392104866e+04,4.379422468514136343e-04
4.077067484511088696e+04,4.382182815423610778e-04
4.078945851623914496e+04,4.384945723454695683e-04
4.080825084129089373e+04,4.387711196309685606e-04
4.082705182425314706e+04,4.390479237698319769e-04
4.084586146911471587e+04,4.393249851337781525e-04
4.086467977986627375e+04,4.396023040952726007e-04
4.088350676050025504e+04,4.398798810275286091e-04
4.090234241501116048e+04,4.401577163045132025e-04
4.092118674739510607e+04,4.404358103009424811e-04
4.094003976165011409e+04,4.407141633922881255e-04
4.095890146177596762e+04,4.409927759547768006e-04
4.097777185177455249e+04,4.412716483653972570e-04
4.099665093564934068e+04,4.415507810018946930e-04
4.101553871740572504e+04,4.418301742427772059e-04
4.103443520105096832e+04,4.421098284673174723e-04
4.105334039059415227e+04,4.423897440555535072e-04
4.107225429004613397e+04,4.426699213882900191e-04
4.109117690341987327e+04,4.429503608471057827e-04
4.111010823472991615e+04,4.432310628143466998e-04
4.112904828799275128e+04,4.435120276731343647e-04
4.114799706722663541e+04,4.437932558073645465e-04
4.116695457645192073e+04,4.440747476017141817e-04
4.118592081969056744e+04,4.443565034416363329e-04
4.120489580096645659e+04,4.446385237133666942e-04
4.122387952430534642e+04,4.449208088039247836e-04
4.124287199373483600e+04,4.452033591011153525e-04
4.126187321328429971e+04,4.454861749935297953e-04
4.128088318698521471e+04,4.457692568705525459e-04
4.129990191887067340e+04,4.460526051223559821e-04
4.131892941297570360e+04,4.463362201399075275e-04
4.133796567333710118e+04,4.466201023149685666e-04
4.135701070399379387e+04,4.469042520401021431e-04
4.137606450898630283e+04,4.471886697086673219e-04
4.139512709235709190e+04,4.474733557148259655e-04
4.141419845815050212e+04,4.477583104535436554e-04
4.143327861041272990e+04,4.480435343205920774e-04
4.145236755319173972e+04,4.483290277125491843e-04
4.147146529053763516e+04,4.486147910268071105e-04
4.149057182650211325e+04,4.489008246615656126e-04
4.150968716513885010e+04,4.491871290158405260e-04
4.152881131050326803e+04,4.494737044894621934e-04
4.154794426665293577e+04,4.497605514830831075e-04
4.156708603764703730e+04,4.500476703981722741e-04
4.158623662754669203e+04,4.503350616370229093e-04
4.160539604041492566e+04,4.506227256027523311e-04
4.162456428031659016e+04,4.509106626993045078e-04
4.164374135131837102e+04,4.511988733314513042e-04
4.166292725748904195e+04,4.514873579047995835e-04
4.168212200289902830e+04,4.517761168257850273e-04
4.170132559162069811e+04,4.520651505016797249e-04
4.172053802772820927e+04,4.523544593405927155e-04
4.173975931529786612e+04,4.526440437514758428e-04
4.175898945840758097e+04,4.529339041441188219e-04
4.177822846113723790e+04,4.532240409291564496e-04
4.179747632756859821e+04,4.535144545180702842e-04
4.181673306178522762e+04,4.538051453231883750e-04
4.183599866787280189e+04,4.540961137576927974e-04
4.185527314991866297e+04,4.543873602356152076e-04
4.187455651201208093e+04,4.546788851718425346e-04
4.189384875824424671e+04,4.549706889821195283e-04
4.191314989270811930e+04,4.552627720830486509e-04
4.193245991949881864e+04,4.555551348920975577e-04
4.195177884271308722e+04,4.558477778275940020e-04
4.197110666644964658e+04,4.561407013087329901e-04
4.199044339480910276e+04,4.564339057555777575e-04
4.200978903189386619e+04,4.567273915890607988e-04
4.202914358180848649e+04,4.570211592309910776e-04
4.204850704865916487e+04,4.573152091040488224e-04
4.206787943655405979e+04,4.576095416317927907e-04
4.208726074960324331e+04,4.579041572386613533e-04
4.210665099191857007e+04,4.581990563499734157e-04
4.212605016761407023e+04,4.584942393919359534e-04
4.214545828080540377e+04,4.587897067916385367e-04
4.216487533561020973e+04,4.590854589770608659e-04
4.218430133614801889e+04,4.593814963770732050e-04
4.220373628654018830e+04,4.596778194214388210e-04
4.222318019091022143e+04,4.599744285408200015e-04
4.224263305338326609e+04,4.602713241667731213e-04
4.226209487808646372e+04,4.605685067317569908e-04
4.228156566914884024e+04,4.608659766691322601e-04
4.230104543070124782e+04,4.611637344131641288e-04
4.232053416687670688e+04,4.614617803990289603e-04
4.234003188180986763e+04,4.617601150628090770e-04
4.235953857963739574e+04,4.620587388415007841e-04
4.237905426449783408e+04,4.623576521730139895e-04
4.239857894053156633e+04,4.626568554961754567e-04
4.241811261188112985e+04,4.629563492507348223e-04
4.243765528269072820e+04,4.632561338773600961e-04
4.245720695710653672e+04,4.635562098176440040e-04
4.247676763927665888e+04,4.638565775141068070e-04
4.249633733335101715e+04,4.641572374101965719e-04
4.251591604348170949e+04,4.644581899502963815e-04
4.253550377382248553e+04,4.647594355797200522e-04
4.255510052852908120e+04,4.650609747447186928e-04
4.257470631175917515e+04,4.653628078924827651e-04
4.259432112767225044e+04,4.656649354711427341e-04
4.261394498042998021e+04,4.659673579297770912e-04
4.263357787419568194e+04,4.662700757184067707e-04
4.265321981313468859e+04,4.665730892880023050e-04
4.267287080141425395e+04,4.668763990904868069e-04
4.269253084320345079e+04,4.671800055787351017e-04
4.271219994267355651e+04,4.674839092065832683e-04
4.273187810399748560e+04,4.677881104288214294e-04
4.275156533135017526e+04,4.680926097012031838e-04
4.277126162890848354e+04,4.683974074804463116e-04
4.279096700085110206e+04,4.687025042242336410e-04
4.281068145135891245e+04,4.690079003912210175e-04
4.283040498461446987e+04,4.693135964410326960e-04
4.285013760480232304e+04,4.696195928342679544e-04
4.286987931610896339e+04,4.699258900325032620e-04
4.288963012272272317e+04,4.702324884982935806e-04
4.290939002883412468e+04,4.705393886951793033e-04
4.292915903863535641e+04,4.708465910876824057e-04
4.294893715632062231e+04,4.711540961413129510e-04
4.296872438608606899e+04,4.714619043225713128e-04
4.298852073212968389e+04,4.717700160989489336e-04
4.300832619865164452e+04,4.720784319389365654e-04
4.302814078985380911e+04,4.723871523120190107e-04
4.304796450994005863e+04,4.726961776886832545e-04
4.306779736311620945e+04,4.730055085404190058e-04
4.308763935358991876e+04,4.733151453397205959e-04
4.310749048557107017e+04,4.736250885600956509e-04
4.312735076327119896e+04,4.739353386760585874e-04
4.314722019090387039e+04,4.742458961631390146e-04
4.316709877268461423e+04,4.745567614978838484e-04
4.318698651283077925e+04,4.748679351578575288e-04
4.320688341556195519e+04,4.751794176216511808e-04
4.322678948509939073e+04,4.754912093688769227e-04
4.324670472566637181e+04,4.758033108801750215e-04
4.326662914148812706e+04,4.761157226372173088e-04
4.328656273679176229e+04,4.764284451227068545e-04
4.330650551580656611e+04,4.767414788203869127e-04
4.332645748276353697e+04,4.770548242150351743e-04
4.334641864189568878e+04,4.773684817924728208e-04
4.336638899743800721e+04,4.776824520395650119e-04
4.338636855362732604e+04,4.779967354442223493e-04
4.340635731470270548e+04,4.783113324954103634e-04
4.342635528490487923e+04,4.786262436831426829e-04
4.344636246847663278e+04,4.789414694984900334e-04
4.346637886966270889e+04,4.792570104335819184e-04
4.348640449270972022e+04,4.795728669816076489e-04
4.350643934186649130e+04,4.798890396368249087e-04
4.352648342138353473e+04,4.802055288945542792e-04
4.354653673551342945e+04,4.805223352511876420e-04
4.356659928851069708e+04,4.808394592041902388e-04
4.358667108463174372e+04,4.811569012521011053e-04
4.360675212813518010e+04,4.814746618945423950e-04
4.362684242328134133e+04,4.817927416322139583e-04
4.364694197433258523e+04,4.821111409669007696e-04
4.366705078555326327e+04,4.824298604014761794e-04
4.368716886120958225e+04,4.827489004399024568e-04
4.370729620556998998e+04,4.830682615872389750e-04
4.372743282290462230e+04,4.833879443496376578e-04
4.374757871748568868e+04,4.837079492343510025e-04
4.376773389358734858e+04,4.840282767497339233e-04
4.378789835548565316e+04,4.843489274052452148e-04
4.380807210745890188e+04,4.846699017114564426e-04
4.382825515378706768e+04,4.849912001800459256e-04
4.384844749875220441e+04,4.853128233238082232e-04
4.386864914663834497e+04,4.856347716566548401e-04
4.388886010173139221e+04,4.859570456936169905e-04
4.390908036831949721e+04,4.862796459508528083e-04
4.392930995069251367e+04,4.866025729456436070e-04
4.394954885314237617e+04,4.869258271964013057e-04
4.396979707996296929e+04,4.872494092226704898e-04
4.399005463545009843e+04,4.875733195451306874e-04
4.401032152390180272e+04,4.878975586856045010e-04
4.403059774961781659e+04,4.882221271670521322e-04
4.405088331689997722e+04,4.885470255135804891e-04
4.407117823005207174e+04,4.888722542504450293e-04
4.409148249337980087e+04,4.891978139040509526e-04
4.411179611119112087e+04,4.895237050019629046e-04
4.413211908779567602e+04,4.898499280728984715e-04
4.415245142750522791e+04,4.901764836467382633e-04
4.417279313463348080e+04,4.905033722545266723e-04
4.419314421349606710e+04,4.908305944284744758e-04
4.421350466841087473e+04,4.911581507019669671e-04
4.423387450369748694e+04,4.914860416095591855e-04
4.425425372367759701e+04,4.918142676869846977e-04
4.427464233267487725e+04,4.921428294711574416e-04
4.429504033501488448e+04,4.924717275001730269e-04
4.431544773502547469e+04,4.928009623133190352e-04
4.433586453703619918e+04,4.931305344510682979e-04
4.435629074537870474e+04,4.934604444550884372e-04
4.437672636438662448e+04,4.937906928682441431e-04
4.439717139839551237e+04,4.941212802345981486e-04
4.441762585174317792e+04,4.944522070994215304e-04
4.443808972876917687e+04,4.947834740091873115e-04
4.445856303381512407e+04,4.951150815115797858e-04
4.447904577122466435e+04,4.954470301554970112e-04
4.449953794534333429e+04,4.957793204910518944e-04
4.452003956051895511e+04,4.961119530695820568e-04
4.454055062110106519e+04,4.964449284436441966e-04
4.456107113144132018e+04,4.967782471670235218e-04
4.458160109589336207e+04,4.971119097947351590e-04
4.460214051881275373e+04,4.974459168830266476e-04
4.462268940455733537e+04,4.977802689893871552e-04
4.464324775748668617e+04,4.981149666725419485e-04
4.466381558196248079e+04,4.984500104924617170e-04
4.468439288234840933e+04,4.987854010103648502e-04
4.470497966301006818e+04,4.991211387887189554e-04
4.472557592831535294e+04,4.994572243912509405e-04
4.474618168263389089e+04,4.997936583829407260e-04
4.476679693033741205e+04,5.001304413300317617e-04
4.478742167579967645e+04,5.004675738000320022e-04
4.480805592339633586e+04,5.008050563617169430e-04
4.482869967750537035e+04,5.011428895851382940e-04
4.484935294250646257e+04,5.014810740416187750e-04
4.487001572278144158e+04,5.018196103037623080e-04
4.489068802271413733e+04,5.021584989454555342e-04
4.491136984669030790e+04,5.024977405418695493e-04
4.493206119909800327e+04,5.028373356694703115e-04
4.495276208432702697e+04,5.031772849060128956e-04
4.497347250676929980e+04,5.035175888305511421e-04
4.499419247081875801e+04,5.038582480234397171e-04
4.501492198087127326e+04,5.041992630663364979e-04
4.503566104132502369e+04,5.045406345422117885e-04
