t,A,R,S_a,dA_dt,dA_dt_noisy
7.721544308861771899e-01,9.658931376654367185e-02,9.545383709377496251e-01,9.545383709377496251e-01,7.600072101936503066e-02,4.888786664501730550e-02
7.761552310462092041e-01,9.689370746450123861e-02,9.542601967133393925e-01,9.542601967133393925e-01,7.616565497245061933e-02,7.658268083272375126e-02
7.801560312062412184e-01,9.719876087589141012e-02,9.539815240053179934e-01,9.539815240053179934e-01,7.633051167611756838e-02,6.015583668088068936e-02
7.841568313662732326e-01,9.750447368485933020e-02,9.537023521690840555e-01,9.537023521690840555e-01,7.649528834102777008e-02,8.759166833351300641e-02
7.881576315263052468e-01,9.781084556442479205e-02,9.534226805667740390e-01,9.534226805667740390e-01,7.665998217007617688e-02,7.834104086135441902e-02
7.921584316863372610e-01,9.811787617648219662e-02,9.531425085672622366e-01,9.531425085672622366e-01,7.682459035848947237e-02,8.230864488035943838e-02
7.961592318463692752e-01,9.842556517180052478e-02,9.528618355461608846e-01,9.528618355461608846e-01,7.698911009392483962e-02,6.633786280589185069e-02
8.001600320064012895e-01,9.873391219002339292e-02,9.525806608858201630e-01,9.525806608858201630e-01,7.715353855656935378e-02,9.543784093652435407e-02
8.041608321664333037e-01,9.904291685966902514e-02,9.522989839753280839e-01,9.522989839753280839e-01,7.731787291923927774e-02,9.751860659074372550e-02
8.081616323264653179e-01,9.935257879813025328e-02,9.520168042105103812e-01,9.520168042105103812e-01,7.748211034748009318e-02,6.683439992121796569e-02
8.121624324864973321e-01,9.966289761167451688e-02,9.517341209939310653e-01,9.517341209939310653e-01,7.764624799966644841e-02,8.137439921832961831e-02
8.161632326465293463e-01,9.997387289544384936e-02,9.514509337348916462e-01,9.514509337348916462e-01,7.781028302710273070e-02,7.107725874320086623e-02
8.201640328065613605e-01,1.002855042334549057e-01,9.511672418494317993e-01,9.511672418494317993e-01,7.797421257412368023e-02,7.773851320551636301e-02
8.241648329665933748e-01,1.005977911985989764e-01,9.508830447603288105e-01,9.508830447603288105e-01,7.813803377819548979e-02,6.548166398594984505e-02
8.281656331266252780e-01,1.009107333526419181e-01,9.505983418970982424e-01,9.505983418970982424e-01,7.830174377001698771e-02,9.697319891582317775e-02
8.321664332866572922e-01,1.012243302462242228e-01,9.503131326959932679e-01,9.503131326959932679e-01,7.846533967362130657e-02,6.877354456279462236e-02
8.361672334466893064e-01,1.015385814188609764e-01,9.500274166000048925e-01,9.500274166000048925e-01,7.862881860647769061e-02,7.566798045650274807e-02
8.401680336067213206e-01,1.018534863989419004e-01,9.497411930588621765e-01,9.497411930588621765e-01,7.879217767959367791e-02,8.380700699069890125e-02
8.441688337667533348e-01,1.021690447037312960e-01,9.494544615290320122e-01,9.494544615290320122e-01,7.895541399761743517e-02,7.247980721345614885e-02
8.481696339267853491e-01,1.024852558393680863e-01,9.491672214737192359e-01,9.491672214737192359e-01,7.911852465894053665e-02,7.672540036161751287e-02
8.521704340868173633e-01,1.028021193008658157e-01,9.488794723628664052e-01,9.488794723628664052e-01,7.928150675580077078e-02,7.364510829153111948e-02
8.561712342468493775e-01,1.031196345715336138e-01,9.485912136740120015e-01,9.485912136740120015e-01,7.944435737412047782e-02,7.810974982575753789e-02
8.601720344068813917e-01,1.034378011063461916e-01,9.483024449164086933e-01,9.483024449164086933e-01,7.960707358598169414e-02,6.790164723497867094e-02
8.641728345669134059e-01,1.037566183565483274e-01,9.480131655936858692e-01,9.480131655936858692e-01,7.976965246096640039e-02,7.538977170494338964e-02
8.681736347269454201e-01,1.040760857691546415e-01,9.477233752057311333e-01,9.477233752057311333e-01,7.993209106608038794e-02,7.786316181895794331e-02
8.721744348869774344e-01,1.043962027790805713e-01,9.474330732605659167e-01,9.474330732605659167e-01,8.009438646227176606e-02,7.675712642423042353e-02
8.761752350470094486e-01,1.047169688091423440e-01,9.471422592743459212e-01,9.471422592743459212e-01,8.025653570454353847e-02,8.082343525348148483e-02
8.801760352070414628e-01,1.050383832700570313e-01,9.468509327713612311e-01,9.468509327713612311e-01,8.041853584206648531e-02,7.748751364849927603e-02
8.841768353670733660e-01,1.053604455604424811e-01,9.465590932840356464e-01,9.465590932840356464e-01,8.058038391829201730e-02,8.811249800268582122e-02
8.881776355271053802e-01,1.056831550668173997e-01,9.462667403529275711e-01,9.462667403529275711e-01,8.074207697106576542e-02,7.751011771320746868e-02
8.921784356871373944e-01,1.060065111636012691e-01,9.459738735267293475e-01,9.459738735267293475e-01,8.090361203274101798e-02,7.953711606978217108e-02
8.961792358471694087e-01,1.063305132131144026e-01,9.456804923622673664e-01,9.456804923622673664e-01,8.106498613029257394e-02,7.441717277033405020e-02
9.001800360072014229e-01,1.066551605655779306e-01,9.453865964245025122e-01,9.453865964245025122e-01,8.122619628543090164e-02,7.596104788427852916e-02
9.041808361672334371e-01,1.069804525591137728e-01,9.450921852865293848e-01,9.450921852865293848e-01,8.138723951471636686e-02,6.874231160651923800e-02
9.081816363272654513e-01,1.073063885197446943e-01,9.447972585295771886e-01,9.447972585295771886e-01,8.154811282967394659e-02,8.673596203845358732e-02
9.121824364872974655e-01,1.076329677613942493e-01,9.445018157430090655e-01,9.445018157430090655e-01,8.170881323690785958e-02,7.028363306038293290e-02
9.161832366473294798e-01,1.079601895858868094e-01,9.442058565243222068e-01,9.442058565243222068e-01,8.186933773821675198e-02,7.441077375633350921e-02
9.201840368073614940e-01,1.082880532829475911e-01,9.439093804791480746e-01,9.439093804791480746e-01,8.202968333070886908e-02,8.562212985082091887e-02
9.241848369673935082e-01,1.086165581302025729e-01,9.436123872212525132e-01,9.436123872212525132e-01,8.218984700691756018e-02,8.621558066636288153e-02
9.281856371274255224e-01,1.089457033931785779e-01,9.433148763725350827e-01,9.433148763725350827e-01,8.234982575491700540e-02,7.834867824486629884e-02
9.321864372874575366e-01,1.092754883253032328e-01,9.430168475630297253e-01,9.430168475630297253e-01,8.250961655843803977e-02,6.231695845355002261e-02
9.361872374474895508e-01,1.096059121679049952e-01,9.427183004309047654e-01,9.427183004309047654e-01,8.266921639698440738e-02,8.687434926994015705e-02
9.401880376075214540e-01,1.099369741502130987e-01,9.424192346224622430e-01,9.424192346224622430e-01,8.282862224594891853e-02,8.542425683486951082e-02
9.441888377675534683e-01,1.102686734893576492e-01,9.421196497921386914e-01,9.421196497921386914e-01,8.298783107673010639e-02,6.886401892201235442e-02
9.481896379275854825e-01,1.106010093903695007e-01,9.418195456025046930e-01,9.418195456025046930e-01,8.314683985684881429e-02,9.085006068479377361e-02
9.521904380876174967e-01,1.109339810461803799e-01,9.415189217242648789e-01,9.415189217242648789e-01,8.330564555006518546e-02,7.629464754573092589e-02
9.561912382476495109e-01,1.112675876376227613e-01,9.412177778362582625e-01,9.412177778362582625e-01,8.346424511649568057e-02,7.220236395496267001e-02
9.601920384076815251e-01,1.116018283334300060e-01,9.409161136254577951e-01,9.409161136254577951e-01,8.362263551273041440e-02,8.457994262237297778e-02
9.641928385677135394e-01,1.119367022902362230e-01,9.406139287869708099e-01,9.406139287869708099e-01,8.378081369195047867e-02,8.199610937795832888e-02
9.681936387277455536e-01,1.122722086525763940e-01,9.403112230240384672e-01,9.403112230240384672e-01,8.393877660404563956e-02,8.596501661395711258e-02
9.721944388877775678e-01,1.126083465528862626e-01,9.400079960480364205e-01,9.400079960480364205e-01,8.409652119573207685e-02,6.803904061248769453e-02
9.761952390478095820e-01,1.129451151115024032e-01,9.397042475784743720e-01,9.397042475784743720e-01,8.425404441067028960e-02,1.023763455733940203e-01
9.801960392078415962e-01,1.132825134366622355e-01,9.393999773429960731e-01,9.393999773429960731e-01,8.441134318958323779e-02,7.838475704414596401e-02
9.841968393678736104e-01,1.136205406245039407e-01,9.390951850773796572e-01,9.390951850773796572e-01,8.456841447037449777e-02,6.917182138541039249e-02
9.881976395279056247e-01,1.139591957590665450e-01,9.387898705255371956e-01,9.387898705255371956e-01,8.472525518824670920e-02,9.091367707391820319e-02
9.921984396879376389e-01,1.142984779122898781e-01,9.384840334395149197e-01,9.384840334395149197e-01,8.488186227582007748e-02,8.133382097480830464e-02
9.961992398479695421e-01,1.146383861440145868e-01,9.381776735794934430e-01,9.381776735794934430e-01,8.503823266325100105e-02,8.828681752098004043e-02
1.000200040008001556e+00,1.149789195019821353e-01,9.378707907137872057e-01,9.378707907137872057e-01,8.519436327835093470e-02,8.179827897210055487e-02
1.004200840168033571e+00,1.153200770218347909e-01,9.375633846188452525e-01,9.375633846188452525e-01,8.535025104670522500e-02,8.475284744190601793e-02
1.008201640328065585e+00,1.156618577271156662e-01,9.372554550792502326e-01,9.372554550792502326e-01,8.550589289179216790e-02,8.796362132917850962e-02
1.012202440488097599e+00,1.160042606292686213e-01,9.369470018877195105e-01,9.369470018877195105e-01,8.566128573510226052e-02,7.819475689527327633e-02
1.016203240648129613e+00,1.163472847276384031e-01,9.366380248451042778e-01,9.366380248451042778e-01,8.581642649625728647e-02,9.260382245485286601e-02
1.020204040808161627e+00,1.166909290094705065e-01,9.363285237603897748e-01,9.363285237603897748e-01,8.597131209312983136e-02,8.127231110233439082e-02
1.024204840968193642e+00,1.170351924496961515e-01,9.360184984522040841e-01,9.360184984522040841e-01,8.612593944200651330e-02,7.742906800030179004e-02
1.028205641128225656e+00,1.173800740066719556e-01,9.357079487727325562e-01,9.357079487727325562e-01,8.628030545795456474e-02,8.705062967617958891e-02
1.032206441288257670e+00,1.177255726268302827e-01,9.353968745670189211e-01,9.353968745670189211e-01,8.643440705316331185e-02,9.088481983807372711e-02
1.036207241448289684e+00,1.180716872453854011e-01,9.350852756798361254e-01,9.350852756798361254e-01,8.658824113816120105e-02,8.429744772197481084e-02
1.040208041608321698e+00,1.184184167852251196e-01,9.347731519652997534e-01,9.347731519652997534e-01,8.674180462235658862e-02,7.811660675156095746e-02
1.044208841768353713e+00,1.187657601569106908e-01,9.344605032868681382e-01,9.344605032868681382e-01,8.689509441416086444e-02,9.309295007724718851e-02
1.048209641928385727e+00,1.191137162586769216e-01,9.341473295173422509e-01,9.341473295173422509e-01,8.704810742111189492e-02,6.944481949988412506e-02
1.052210442088417741e+00,1.194622839764320626e-01,9.338336305388658110e-01,9.338336305388658110e-01,8.720084054999725776e-02,7.689219918964193545e-02
1.056211242248449755e+00,1.198114621837578914e-01,9.335194062429252870e-01,9.335194062429252870e-01,8.735329070697778198e-02,8.774851961231162900e-02
1.060212042408481770e+00,1.201612497419096703e-01,9.332046565303496743e-01,9.332046565303496743e-01,8.750545479771107416e-02,7.389486081466040135e-02
1.064212842568513784e+00,1.205116454998161890e-01,9.328893813113108280e-01,9.328893813113108280e-01,8.765732972747500296e-02,8.793727236996669305e-02
1.068213642728545798e+00,1.208626482940796942e-01,9.325735805053231298e-01,9.325735805053231298e-01,8.780891240129144737e-02,8.726028122110680851e-02
1.072214442888577812e+00,1.212142569489759319e-01,9.322572540412437103e-01,9.322572540412437103e-01,8.796019972404990617e-02,9.694759761263159470e-02
1.076215243048609826e+00,1.215664702764541749e-01,9.319404018572725601e-01,9.319404018572725601e-01,8.811118860063138492e-02,7.896328508249847444e-02
1.080216043208641841e+00,1.219192870761371672e-01,9.316230239009519742e-01,9.316230239009519742e-01,8.826187593603196380e-02,8.200281069961554148e-02
1.084216843368673633e+00,1.222727061353211520e-01,9.313051201291673298e-01,9.313051201291673298e-01,8.841225863548680952e-02,9.174407548249681466e-02
1.088217643528705647e+00,1.226267262289758991e-01,9.309866905081465305e-01,9.309866905081465305e-01,8.856233360459396520e-02,6.398669770253589961e-02
1.092218443688737661e+00,1.229813461197446500e-01,9.306677350134601179e-01,9.306677350134601179e-01,8.871209774943816795e-02,1.197125207385840162e-01
1.096219243848769676e+00,1.233365645579441172e-01,9.303482536300213823e-01,9.303482536300213823e-01,8.886154797671488859e-02,8.187504067209719349e-02
1.100220044008801690e+00,1.236923802815645679e-01,9.300282463520862519e-01,9.300282463520862519e-01,8.901068119385416311e-02,8.171233066659858157e-02
1.104220844168833704e+00,1.240487920162696989e-01,9.297077131832535146e-01,9.297077131832535146e-01,8.915949430914456297e-02,9.777076941818169109e-02
1.108221644328865718e+00,1.244057984753967894e-01,9.293866541364644851e-01,9.293866541364644851e-01,8.930798423185715151e-02,8.890966581750031628e-02
1.112222444488897732e+00,1.247633983599565205e-01,9.290650692340031158e-01,9.290650692340031158e-01,8.945614787236934318e-02,7.166186168533343614e-02
1.116223244648929747e+00,1.251215903586331279e-01,9.287429585074962191e-01,9.287429585074962191e-01,8.960398214228904035e-02,9.587325594321516320e-02
1.120224044808961761e+00,1.254803731477843742e-01,9.284203219979132449e-01,9.284203219979132449e-01,8.975148395457838157e-02,9.830526229457046961e-02
1.124224844968993775e+00,1.258397453914414099e-01,9.280971597555662811e-01,9.280971597555662811e-01,8.989865022367775349e-02,8.539918748891833777e-02
1.128225645129025789e+00,1.261997057413090095e-01,9.277734718401100533e-01,9.277734718401100533e-01,9.004547786562971945e-02,8.722947428270946824e-02
1.132226445289057803e+00,1.265602528367653357e-01,9.274492583205420360e-01,9.274492583205420360e-01,9.019196379820285103e-02,9.505180977079677462e-02
1.136227245449089818e+00,1.269213853048621332e-01,9.271245192752025632e-01,9.271245192752025632e-01,9.033810494101567057e-02,8.125030244187117501e-02
1.140228045609121832e+00,1.272831017603245907e-01,9.267992547917744961e-01,9.267992547917744961e-01,9.048389821566038549e-02,9.486778385772946798e-02
1.144228845769153846e+00,1.276454008055514233e-01,9.264734649672832223e-01,9.264734649672832223e-01,9.062934054582674759e-02,9.262232565027173070e-02
1.148229645929185860e+00,1.280082810306148178e-01,9.261471499080971004e-01,9.261471499080971004e-01,9.077442885742581513e-02,8.402510269966663448e-02
1.152230446089217875e+00,1.283717410132604597e-01,9.258203097299270157e-01,9.258203097299270157e-01,9.091916007871350680e-02,7.699814134059505821e-02
1.156231246249249889e+00,1.287357793189075617e-01,9.254929445578267133e-01,9.254929445578267133e-01,9.106353114041451646e-02,8.880747283280365778e-02
1.160232046409281903e+00,1.291003945006488074e-01,9.251650545261923542e-01,9.251650545261923542e-01,9.120753897584565895e-02,8.245331639324397777e-02
1.164232846569313917e+00,1.294655850992503798e-01,9.248366397787629589e-01,9.248366397787629589e-01,9.135118052103957664e-02,1.013652827778412230e-01
1.168233646729345931e+00,1.298313496431519609e-01,9.245077004686204081e-01,9.245077004686204081e-01,9.149445271486805753e-02,9.293530639986728736e-02
1.172234446889377946e+00,1.301976866484667317e-01,9.241782367581888868e-01,9.241782367581888868e-01,9.163735249916560299e-02,9.945819772476456599e-02
1.176235247049409960e+00,1.305645946189813722e-01,9.238482488192355513e-01,9.238482488192355513e-01,9.177987681885257931e-02,9.312609617229716807e-02
1.180236047209441974e+00,1.309320720461560617e-01,9.235177368328700842e-01,9.235177368328700842e-01,9.192202262205853569e-02,9.455103379290884236e-02
1.184236847369473988e+00,1.313001174091244505e-01,9.231867009895451393e-01,9.231867009895451393e-01,9.206378686024539737e-02,8.423379768794159173e-02
1.188237647529506003e+00,1.316687291746937161e-01,9.228551414890555638e-01,9.228551414890555638e-01,9.220516648833038120e-02,9.888564075405183174e-02
1.192238447689538017e+00,1.320379057973445347e-01,9.225230585405393979e-01,9.225230585405393979e-01,9.234615846480923040e-02,1.101931412078794720e-01
1.196239247849569809e+00,1.324076457192310541e-01,9.221904523624772088e-01,9.221904523624772088e-01,9.248675975187874154e-02,8.938988419670332308e-02
