t,N,P,R,dN_dt,dN_dt_noisy
7.521504300860172521e+00,1.084094030848645529e+00,1.228492086429093000e+01,3.040135553377937838e-01,-9.374097635345128854e-01,-2.492140895530499112e+00
7.561512302460492663e+00,1.047249592929629269e+00,1.226652711447544419e+01,2.964256571121645090e-01,-9.046155781472524637e-01,-7.359851711367382254e-01
7.601520304060812805e+00,1.011696678598245747e+00,1.224728811668823525e+01,2.889495513244995650e-01,-8.728431339065060302e-01,-1.331914689619265069e+00
7.641528305661132947e+00,9.773948329934705193e-01,1.222720460178602764e+01,2.815865037572324314e-01,-8.420712732761044261e-01,3.841993270401129479e-01
7.681536307261453089e+00,9.443044445393200537e-01,1.220627792451086435e+01,2.743376802197891595e-01,-8.122785090637487659e-01,1.498761545644980986e-01
7.721544308861772343e+00,9.123867826140734660e-01,1.218451007665783337e+01,2.672041445979203012e-01,-7.834431110214887806e-01,-3.494728548456261130e+00
7.761552310462092485e+00,8.816039851778718628e-01,1.216190369370476532e+01,2.601868593133768170e-01,-7.555431492102858693e-01,-7.138405631829732867e-01
7.801560312062412628e+00,8.519190603446056276e-01,1.213846205892382990e+01,2.532866851427209576e-01,-7.285565473348881715e-01,-2.346024046858576462e+00
7.841568313662732770e+00,8.232959142516538265e-01,1.211418911070061810e+01,2.465043798708146938e-01,-7.024611567118110855e-01,4.071768425367119359e-01
7.881576315263052912e+00,7.956993381259794829e-01,1.208908944476254987e+01,2.398405988591349181e-01,-6.772347946068209001e-01,-5.091289254789965746e-01
7.921584316863373054e+00,7.690950008325216913e-01,1.206316831527429656e+01,2.332958953274037739e-01,-6.528552855157919721e-01,-1.044498333287947611e-01
7.961592318463693196e+00,7.434494665663229362e-01,1.203643163571183550e+01,2.268707197553969379e-01,-6.293005214815207138e-01,-1.694425250284819828e+00
8.001600320064012450e+00,7.187301835228964153e-01,1.200888597584342143e+01,2.205654206317324562e-01,-6.065484965733497491e-01,1.221881741422150558e+00
8.041608321664332593e+00,6.949054685292298528e-01,1.198053855901712872e+01,2.143802452037898987e-01,-5.845773365407814781e-01,1.435496030609663798e+00
8.081616323264652735e+00,6.719445156173803335e-01,1.195139725729634073e+01,2.083153396089910958e-01,-5.633653461782749394e-01,-1.628136388804487300e+00
8.121624324864972877e+00,6.498173872831841669e-01,1.192147058224493072e+01,2.023707499520819575e-01,-5.428910404630947761e-01,-1.700759185967785081e-01
8.161632326465293019e+00,6.284949923645042347e-01,1.189076767719430272e+01,1.965464235725012943e-01,-5.231331633730229580e-01,-1.196435591763209683e+00
8.201640328065613161e+00,6.079490870079967690e-01,1.185929830830955467e+01,1.908422097576274734e-01,-5.040707237261345952e-01,-5.276406605868666500e-01
8.241648329665933304e+00,5.881522686286455581e-01,1.182707284851780827e+01,1.852578613224307724e-01,-4.856830230520387537e-01,-1.751320002276602672e+00
8.281656331266253446e+00,5.690779486595489711e-01,1.179410226332403866e+01,1.797930364777698131e-01,-4.679496649846550671e-01,1.399195849595963548e+00
8.321664332866573588e+00,5.507003475886488308e-01,1.176039810006630582e+01,1.744472998798557994e-01,-4.508505813422981068e-01,-1.420030092424966028e+00
8.361672334466893730e+00,5.329944901376778565e-01,1.172597246444587960e+01,1.692201249131577157e-01,-4.343660557169195524e-01,-7.304498707144141401e-01
8.401680336067213872e+00,5.159361762499062865e-01,1.169083799956815284e+01,1.641108961588375603e-01,-4.184767264965639222e-01,8.300620461395841199e-02
8.441688337667534014e+00,4.995019709962195686e-01,1.165500787421481022e+01,1.591189106440372703e-01,-4.031636042232861206e-01,-1.050724282639414753e+00
8.481696339267854157e+00,4.836691984146132550e-01,1.161849575322299621e+01,1.542433808473471779e-01,-3.884080893146052427e-01,-6.277205190469073992e-01
8.521704340868174299e+00,4.684159159367028424e-01,1.158131577056850503e+01,1.494834376954188582e-01,-3.741919733127608838e-01,-9.378318197397254030e-01
8.561712342468494441e+00,4.537208974520242633e-01,1.154348251371688860e+01,1.448381322680624972e-01,-3.604974464236443965e-01,-4.939582012599384453e-01
8.601720344068814583e+00,4.395636259285739533e-01,1.150501099438987396e+01,1.403064389072953000e-01,-3.473071103268704496e-01,-1.517849745427173325e+00
8.641728345669134725e+00,4.259242736514197158e-01,1.146591661420380426e+01,1.358872589986804269e-01,-3.346039797815947847e-01,-7.725920553838954152e-01
8.681736347269454868e+00,4.127836782164798213e-01,1.142621514257893267e+01,1.315794233761702625e-01,-3.223714806030801849e-01,-5.292644053153244821e-01
8.721744348869775010e+00,4.001233343774986406e-01,1.138592269399347146e+01,1.273816948341114919e-01,-3.105934586668249175e-01,-6.443194624709598362e-01
8.761752350470095152e+00,3.879253794834072733e-01,1.134505568582661006e+01,1.232927728867922734e-01,-2.992541817408920779e-01,-2.425642268470970808e-01
8.801760352070415294e+00,3.761725656784477567e-01,1.130363080970610845e+01,1.193112969183856426e-01,-2.883383310377103936e-01,-5.814405503944315434e-01
8.841768353670735436e+00,3.648482504029706974e-01,1.126166501571163892e+01,1.154358479469699272e-01,-2.778310063542762109e-01,4.753804020851046253e-01
8.881776355271053802e+00,3.539363831683877137e-01,1.121917546629802231e+01,1.116649540173707822e-01,-2.677177258037114482e-01,-5.909136515895413444e-01
8.921784356871373944e+00,3.434214818901049071e-01,1.117617950399132098e+01,1.079970938928376534e-01,-2.579844175901803704e-01,-3.946340138860645608e-01
8.961792358471694087e+00,3.332886169222655237e-01,1.113269463325347708e+01,1.044306990631226617e-01,-2.486174174128433778e-01,-9.133987534086958071e-01
9.001800360072014229e+00,3.235234005540536528e-01,1.108873848552937247e+01,1.009641579898276076e-01,-2.396034682386299353e-01,-7.661183083538669614e-01
9.041808361672334371e+00,3.141119686005408584e-01,1.104432877798982027e+01,9.759582110194744975e-02,-2.309297132072688497e-01,-1.495422504026981070e+00
9.081816363272654513e+00,3.050409585505419741e-01,1.099948329188803875e+01,9.432400324339955400e-02,-2.225836862729657639e-01,2.962012346049983647e-01
9.121824364872974655e+00,2.962975014502315374e-01,1.095421985269450893e+01,9.114698614468658144e-02,-2.145533121699483015e-01,-1.357071329822440386e+00
9.161832366473294798e+00,2.878692062395349360e-01,1.090855628156963952e+01,8.806302460241249852e-02,-2.068268990372106042e-01,-9.526832972255355747e-01
9.201840368073614940e+00,2.797441381056313126e-01,1.086251037338026215e+01,8.507034911564158308e-02,-1.993931273506714119e-01,1.598515246605331230e-01
9.241848369673935082e+00,2.719108084536899783e-01,1.081609988280327350e+01,8.216716760625739080e-02,-1.922410468601593314e-01,2.103323190843730262e-01
9.281856371274255224e+00,2.643581620042489977e-01,1.076934248243147252e+01,7.935167099944007152e-02,-1.853600698251458290e-01,-5.854748208302168466e-01
9.321864372874575366e+00,2.570755583740906292e-01,1.072225573603217796e+01,7.662203672212682115e-02,-1.787399605307103956e-01,-2.198005771019512000e+00
9.361872374474895508e+00,2.500527581854488646e-01,1.067485708692805702e+01,7.397643017319141534e-02,-1.723708280785566094e-01,2.481424592170186350e-01
9.401880376075215651e+00,2.432799134606822844e-01,1.062716382959447081e+01,7.141300868159786153e-02,-1.662431210556788996e-01,9.332033783638071789e-02
9.441888377675535793e+00,2.367475518242369015e-01,1.057919307711823365e+01,6.892992606038124415e-02,-1.603476174431420209e-01,-1.572728832914917385e+00
9.481896379275855935e+00,2.304465606830715940e-01,1.053096175246885835e+01,6.652533382591187261e-02,-1.546754150163713315e-01,6.156466677781247121e-01
9.521904380876176077e+00,2.243681794593789525e-01,1.048248657105320802e+01,6.419738375234734784e-02,-1.492179265019852596e-01,-8.503177269354115220e-01
9.561912382476496219e+00,2.185039858057492845e-01,1.043378400702141562e+01,6.194423285752236052e-02,-1.439668698771130739e-01,-1.270154986030413546e+00
9.601920384076816362e+00,2.128458800598519995e-01,1.038487028726422601e+01,5.976404443356060636e-02,-1.389142581603947380e-01,-4.318354719613795578e-02
9.641928385677136504e+00,2.073860779786677044e-01,1.033576138116262477e+01,5.765498966657521540e-02,-1.340523942186274964e-01,-3.125228256178425590e-01
9.681936387277456646e+00,2.021170984558051942e-01,1.028647297013521467e+01,5.561525240984920709e-02,-1.293738614636806561e-01,7.325013952746686763e-02
9.721944388877776788e+00,1.970317495595562685e-01,1.023702044373855458e+01,5.364303009773512682e-02,-1.248715140901335563e-01,-1.730619572414572094e+00
9.761952390478096930e+00,1.921231209725670908e-01,1.018741889421603375e+01,5.173653477693163083e-02,-1.205384711482383464e-01,1.691691645124135057e+00
9.801960392078415296e+00,1.873845734200249302e-01,1.013768309171709880e+01,4.989399724844482964e-02,-1.163681079996419510e-01,-7.190267225433699672e-01
9.841968393678735438e+00,1.828097260469722096e-01,1.008782748179002020e+01,4.811366795024966947e-02,-1.123540469897922611e-01,-1.652013355486203317e+00
9.881976395279055581e+00,1.783924489369907718e-01,1.003786618403827902e+01,4.639381749330427629e-02,-1.084901512019791625e-01,5.103520373651703190e-01
9.921984396879375723e+00,1.741268539228085777e-01,9.987812972687539315e+00,4.473274016133380049e-02,-1.047705165752199630e-01,-4.595746466763966365e-01
9.961992398479695865e+00,1.700072831820726993e-01,9.937681276171030476e+00,4.312875463011772714e-02,-1.011894630957155539e-01,2.236690226771882173e-01
1.000200040008001601e+01,1.660283021812241910e-01,9.887484178964543347e+00,4.158020412092084533e-02,-9.774152857758966473e-02,-4.373499592026282023e-01
1.004200840168033615e+01,1.621846915106631426e-01,9.837234406621174543e+00,4.008545935071126942e-02,-9.442146130650416747e-02,-1.541618217864243467e-01
1.008201640328065629e+01,1.584714366299753152e-01,9.786944328174541852e+00,3.864291893815347684e-02,-9.122421183739032324e-02,1.545486319012435161e-01
1.012202440488097643e+01,1.548837214503367143e-01,9.736625960162660576e+00,3.725100929063886873e-02,-8.814492702653238532e-02,-8.347978110094307347e-01
1.016203240648129658e+01,1.514169209302591301e-01,9.686290955346901654e+00,3.590818709683412518e-02,-8.517894311759528769e-02,5.935606527419625689e-01
1.020204040808161672e+01,1.480665919067341019e-01,9.635950608266830031e+00,3.461293932144409585e-02,-8.232177819902063154e-02,-5.522218772785640883e-01
1.024204840968193686e+01,1.448284674101842917e-01,9.585615860502777252e+00,3.336378293844875081e-02,-7.956912661238743634e-02,-9.492562707828597901e-01
1.028205641128225700e+01,1.416984498475955534e-01,9.535297292540985126e+00,3.215926702650066110e-02,-7.691685244642340602e-02,1.155693760793857772e-04
1.032206441288257714e+01,1.386726028627960350e-01,9.485005132396047145e+00,3.099797231696326330e-02,-7.436098267898988423e-02,3.706802958120520852e-01
1.036207241448289729e+01,1.357471463810218659e-01,9.434749261267779019e+00,2.987851087859838203e-02,-7.189770201077004541e-02,-3.009770436294096352e-01
1.040208041608321743e+01,1.329184502816367630e-01,9.384539208249373488e+00,2.879952783985798015e-02,-6.952334676740379305e-02,-9.320431338469665761e-01
1.044208841768353757e+01,1.301830272336080285e-01,9.334384161575936645e+00,2.775970051353801246e-02,-6.723439872656887528e-02,5.525511675820640178e-01
1.048209641928385771e+01,1.275375283950481997e-01,9.284292974015034616e+00,2.675773812221397471e-02,-6.502748037384774304e-02,-1.825356272496624577e+00
1.052210442088417786e+01,1.249787375446458765e-01,9.234274160268835629e+00,2.579238314193998613e-02,-6.289934923750742368e-02,-1.093763485273040237e+00
1.056211242248449800e+01,1.225035648271690647e-01,9.184335910141768977e+00,2.486241007748280982e-02,-6.084689237576974830e-02,-2.132400184238533725e-02
1.060212042408481814e+01,1.201090429889335592e-01,9.134486093255461014e+00,2.396662529110343831e-02,-5.886712202164930130e-02,-1.419926520326716624e+00
1.064212842568513828e+01,1.177923219976525909e-01,9.084732259034478119e+00,2.310386794690136650e-02,-5.695717039100214873e-02,-2.896290614183290660e-02
1.068213642728545842e+01,1.155506635944971161e-01,9.035081650958431965e+00,2.227300854758603246e-02,-5.511428477367109890e-02,-1.099774027921349151e-01
1.072214442888577679e+01,1.133814379820175106e-01,8.985541210408777957e+00,2.147294889506021903e-02,-5.333582354677242343e-02,8.454039653113958330e-01
1.076215243048609693e+01,1.112821189087419421e-01,8.936117579166062086e+00,2.070262261675764881e-02,-5.161925145645519797e-02,-9.664096032697466754e-01
1.080216043208641707e+01,1.092502789814459030e-01,8.886817113816432467e+00,1.996099359305027535e-02,-4.996213527695000933e-02,-6.758686589185927129e-01
1.084216843368673722e+01,1.072835867143062949e-01,8.837645888793618454e+00,1.924705604116483740e-02,-4.836214016367668123e-02,2.848195445373234436e-01
1.088217643528705736e+01,1.053798020300021343e-01,8.788609701223750292e+00,1.855983462777087770e-02,-4.681702538679029246e-02,-2.504380615592597614e+00
1.092218443688737750e+01,1.035367723156755543e-01,8.739714084634217173e+00,1.789838290696379314e-02,-4.532464053071920407e-02,3.054717658383865331e+00
1.096219243848769764e+01,1.017524297247752729e-01,8.690964311457683777e+00,1.726178349193286179e-02,-4.388292214811156944e-02,-7.425336526098804679e-01
1.100220044008801779e+01,1.000247870904659858e-01,8.642365399841331453e+00,1.664914779084120805e-02,-4.248988993331445641e-02,-7.723249426588723043e-01
1.104220844168833793e+01,9.835193465477097552e-02,8.593922126098791026e+00,1.605961454475616362e-02,-4.114364340958434618e-02,8.199838674941285488e-01
1.108221644328865807e+01,9.673203755592708897e-02,8.545639026972601471e+00,1.549235004066854167e-02,-3.984235886043321906e-02,-7.967420029611735344e-02
1.112222444488897821e+01,9.516333215836632331e-02,8.497520407877665605e+00,1.494654753576128529e-02,-3.858428592643189936e-02,-1.818012904630022852e+00
1.116223244648929835e+01,9.364412335397435949e-02,8.449570353844526593e+00,1.442142594645192885e-02,-3.736774471693742050e-02,5.895596353756747954e-01
1.120224044808961850e+01,9.217278220646844822e-02,8.401792731772054879e+00,1.391623005977702179e-02,-3.619112300721191722e-02,8.191867109919966916e-01
1.124224844968993864e+01,9.074774269256437320e-02,8.354191199529502398e+00,1.343022972688845580e-02,-3.505287323271241706e-02,-4.849991467086537389e-01
1.128225645129025878e+01,8.936749946751480767e-02,8.306769215388946748e+00,1.296271871897395137e-02,-3.395150996362829299e-02,-3.155518682556531784e-01
1.132226445289057892e+01,8.803060566532711073e-02,8.259530040390488992e+00,1.251301490677545099e-02,-3.288560736177151278e-02,4.530989898976204300e-01
1.136227245449089907e+01,8.673567002929626069e-02,8.212476747774328345e+00,1.208045930610285312e-02,-3.185379653810294087e-02,-9.406340464525524414e-01
1.140228045609121921e+01,8.548135504407661234e-02,8.165612231061782467e+00,1.166441508988373330e-02,-3.085476333634834534e-02,4.075338008705601811e-01
1.144228845769153935e+01,8.426637490398426744e-02,8.118939206546251341e+00,1.126426772170441987e-02,-2.988724604368726834e-02,1.694112644008107238e-01
1.148229645929185949e+01,8.308949299704203317e-02,8.072460222629457505e+00,1.087942392755783527e-02,-2.895003307265123227e-02,-7.038826488485692146e-01
1.152230446089217963e+01,8.194952032368528483e-02,8.026177666788949949e+00,1.050931083722247451e-02,-2.804196100985324736e-02,-1.420143834821697704e+00
1.156231246249249978e+01,8.084531364747551963e-02,7.980093768128844189e+00,1.015337607210521804e-02,-2.716191257122128888e-02,-2.527677433323074485e-01
1.160232046409281992e+01,7.977577328971030557e-02,7.934210606310702296e+00,9.811086703801550138e-03,-2.630881456905533045e-02,-9.017310728292238231e-01
1.164232846569313828e+01,7.873984177273161966e-02,7.888530117665148111e+00,9.481928490796572365e-03,-2.548163619042469186e-02,9.759285894897395952e-01
1.168233646729345843e+01,7.773650216332612939e-02,7.843054097697391924e+00,9.165405930357355124e-03,-2.467938718370393802e-02,1.194059813162192396e-01
1.172234446889377857e+01,7.676477613494010754e-02,7.797784209401065425e+00,8.861041251084533429e-03,-2.390111607430102370e-02,7.581834064855955679e-01
1.176235247049409871e+01,7.582372278678035926e-02,7.752721988761098970e+00,8.568373709534232371e-03,-2.314590864334972742e-02,1.114760267011084549e-01
1.180236047209441885e+01,7.491243718519097206e-02,7.707868847106444044e+00,8.286959619221833523e-03,-2.241288632946471931e-02,2.404882307555659404e-01
1.184236847369473900e+01,7.403004865529407008e-02,7.663226078658666118e+00,8.016371414868869727e-03,-2.170120466080967953e-02,-8.047001218911903342e-01
