N,P,L,L_noisy
5.513760893025826393e-01,1.078136558491574748e+00,2.303445754886408015e+00,2.308452806014808623e+00
6.539600310640663050e-01,3.107615427653836093e+01,6.599392737287661959e+00,6.600113164130161358e+00
2.593750168614858964e+01,1.805574757471828917e+01,2.089965820049181300e+00,2.093876242661980580e+00
7.033318066908106125e+00,3.015490945239988285e+00,2.145904006267173703e+00,2.146577115943895997e+00
2.413866665571196535e+01,1.169172500869957076e+01,2.065794249469266042e+00,2.067108755054691382e+00
2.090394427187510118e+00,3.072340444706431128e+01,3.934113702285824132e+00,3.930198707699672056e+00
1.101205052136763207e+01,1.126798972780652619e+01,2.255570085715027595e+00,2.258910322847888175e+00
6.535205617608509376e-01,1.822323356282488405e+01,5.664936762593744568e+00,5.673860253965279377e+00
9.874336596141264355e-01,1.113617935328536923e+01,4.198957763321543801e+00,4.197409325543955738e+00
1.555088072177608804e+00,1.999012733764452321e+01,4.074700112024800980e+00,4.071736239386230416e+00
4.759037113889545978e+00,1.607991148342527765e+01,2.739590298582889716e+00,2.738801115071937797e+00
4.899224055588425664e+00,1.120053424914432583e+01,2.606186063734969416e+00,2.603779662316963783e+00
3.856944489837132117e+00,3.950915190118354570e+00,2.386957148386244398e+00,2.383449751892976476e+00
2.842696259788937585e+00,9.772299579508182177e+00,2.919664380271751902e+00,2.920355348491592729e+00
5.280327446182313089e+00,2.024180943589058046e+01,2.741512021457892523e+00,2.740057433792641994e+00
2.617230371456212978e+01,1.694784376214955302e+01,2.082646902706169811e+00,2.089841270675383278e+00
3.262156164755042109e+00,1.475745202651271093e+01,2.996826902799998749e+00,2.996827911014774415e+00
1.542129553737191117e+01,1.872969872555825432e+01,2.224369255890864316e+00,2.225988815779021301e+00
6.285195759434599738e-01,1.262527189973270580e+01,5.128728802642378959e+00,5.133488911982378333e+00
2.424389910267222170e+00,1.709616948492088895e+01,3.364724200879118055e+00,3.363220421616595512e+00
4.961550961018869721e+00,1.875649274321407844e+01,2.760799195666928441e+00,2.767982878367373001e+00
6.338606271698837169e+00,2.316299007491440420e+01,2.659901064170908658e+00,2.656737593108307927e+00
1.391683339436672995e+00,3.087646038207867250e+01,4.672743350794281270e+00,4.668701712284850203e+00
2.564305827016676975e+00,7.975967094146630743e+00,2.897983936669580540e+00,2.896152601575329388e+00
2.414850266661010636e+01,3.125453883584166803e+01,2.155917276046975584e+00,2.155343689087140024e+00
7.124014322069605498e+00,3.154074949751438695e+01,2.665353138767615704e+00,2.658346547767120427e+00
5.484391769073680756e+00,2.601495452610600978e+01,2.791243901524144810e+00,2.791068427603500712e+00
6.532523610839542361e-01,2.316551222728898551e+01,6.079753240071648079e+00,6.071415807119451280e+00
6.190807244081902860e-01,3.118879585277325450e+00,3.108795967408781280e+00,3.115756659411508700e+00
1.188142192914420692e+00,2.518364937807182002e+01,4.788683419093628935e+00,4.788278434336590728e+00
8.791029664499478979e-01,1.994916723368699607e+01,5.141770519847075782e+00,5.138560731223595468e+00
2.806895027384503649e+01,8.740043689030212448e+00,2.015836990381837612e+00,2.011295299790419655e+00
5.056556314162719001e-01,8.507184114230135208e+00,4.803093729552298186e+00,4.801171577181257533e+00
2.236120140089928210e+00,1.134167466816258241e+01,3.209148456540583005e+00,3.208033059198430959e+00
6.351173197574901952e-01,1.095629998935240756e+01,4.877977520431194591e+00,4.872754965603137478e+00
6.870772660261944331e+00,1.337978571922967674e+01,2.476292150327048081e+00,2.471693174857934050e+00
6.049410778474049177e-01,1.745354122292988563e+01,5.766912773963501770e+00,5.765976898938194317e+00
6.616261826741949292e-01,2.550154229458227917e+01,6.213961066328142380e+00,6.211357147589164462e+00
6.936172265209981092e-01,1.333413870133355417e+01,5.032756474467070973e+00,5.037452539985462607e+00
1.521405827432251057e+00,1.873297830604794711e+00,2.358227503579226170e+00,2.363916855450453713e+00
5.294461854041116133e+00,2.241166949722767399e+01,2.771015378075298852e+00,2.771095484093298200e+00
1.352631418603007063e+01,1.051181598303655207e+00,1.930404215661607470e+00,1.932772213521880111e+00
1.493059291129443134e+00,1.561256532578072864e+01,3.925292351320084361e+00,3.918616409451958660e+00
1.594009746886965173e+00,2.130090987416613757e+01,4.088667178826132620e+00,4.091854267373295606e+00
1.462257843301694393e+01,2.006591306828938315e+01,2.250070976158295544e+00,2.249918058810729260e+00
1.060178638190016009e+01,2.620536394728951990e+01,2.413567964351018613e+00,2.415991305930772715e+00
8.403608423043279485e-01,3.028171419866920644e+01,5.842229881838066241e+00,5.850231662496034879e+00
1.357626700964679500e+01,1.132108623892451504e+01,2.193934865074314011e+00,2.182530576292592173e+00
1.503350348278791060e+01,2.348448569680087061e+01,2.262237363988392147e+00,2.263542104883659256e+00
1.035550168660970050e+00,2.781101583458702464e+01,5.205292337622694276e+00,5.199796742306855180e+00
6.512959415196408308e+00,2.714654698083621298e+01,2.684718742248871415e+00,2.687679725705893752e+00
1.118948044095790406e+00,2.571166964031201729e+01,4.938507368963457544e+00,4.931940801776315553e+00
1.354992447984482595e+00,1.717284899247200514e+01,4.159768099760579929e+00,4.157291101925560284e+00
3.779087572193377209e+00,2.530982798342655116e+01,3.094107284979279893e+00,3.095120953758081939e+00
4.241858722633539358e+00,8.323213816223514527e+00,2.591378407685279495e+00,2.594445954617456529e+00
3.554381572947668211e+00,1.690865818676653376e+01,2.981872846154670409e+00,2.982246816601353157e+00
4.583535980669338095e+00,1.791965745290917766e+01,2.802347179924919107e+00,2.798383025229980170e+00
1.196765442877814278e+00,5.646286970397428995e+00,3.281526904627859231e+00,3.278759243539282053e+00
1.211723859441634943e+01,2.778432300197530580e+01,2.366424682503949661e+00,2.370847196960196523e+00
1.559647687409756012e+00,1.474632042147512045e+01,3.815299205255377579e+00,3.815271707176945082e+00
2.098258239335365971e+01,1.334514423241242653e+01,2.106592396125506195e+00,2.098173324141300977e+00
4.120918747189445952e+00,1.917094714216614904e+01,2.908367121081872231e+00,2.912585434623220504e+00
1.733668996932001605e+00,1.932903969026632396e+01,3.880559516991912261e+00,3.882640759390479701e+00
1.021059284280416257e+00,1.150429487477889623e+01,4.186485778838073379e+00,4.190852856564332818e+00
3.645323176622076833e+00,2.250276803737417453e+01,3.079318795445269430e+00,3.077635658113385908e+00
2.333906852453801140e+00,1.038559767000843870e+01,3.117635525809105967e+00,3.121776308401238875e+00
6.410988641203075211e+00,1.777946153388906581e+01,2.583450724881548144e+00,2.578145400281539601e+00
3.848633310683522879e+00,1.413878957195107366e+00,2.088642911225023990e+00,2.091492910279351136e+00
5.816877763055756656e-01,3.170388939267584583e+00,3.160982874481089056e+00,3.158530972932948711e+00
1.514741447881886671e+01,3.591379018784397026e+00,2.029784339237544089e+00,2.033156097762145009e+00
6.178087910969503049e-01,2.018070730700845417e+01,5.977098961466401406e+00,5.982127182048483149e+00
1.481014736065688808e+01,1.697519993208206301e+01,2.223642734532701670e+00,2.219962783772658987e+00
1.393675928603506620e+01,1.217329339425782031e+01,2.196574618574757221e+00,2.196318471177263643e+00
2.197615724440671769e+01,1.250668644356008308e+01,2.090470608526487695e+00,2.090665381658767696e+00
7.592338216753455882e+00,2.886088247744441304e+01,2.604871268588791811e+00,2.610819592677994905e+00
9.651240104161573630e-01,2.352209891816530885e+01,5.154967364661501072e+00,5.158520155118350381e+00
3.053425582323510579e+00,9.415236392887891270e+00,2.848526608514947878e+00,2.842430220794895490e+00
3.022370756326062224e+00,1.189120516824069895e+01,2.963014565552374080e+00,2.965302606855916956e+00
6.658151837442028764e+00,3.054164804670170241e+01,2.701203884969963109e+00,2.704929331016858729e+00
2.380620582627210879e+00,1.284178936229699453e+01,3.219581979001655991e+00,3.230201008481294878e+00
7.951111456386062315e+00,1.672188137382683948e+01,2.457271734086980519e+00,2.448875988603209652e+00
1.152253848201228337e+00,2.374792798218487988e+01,4.787141055770812947e+00,4.784459294271142582e+00
2.124619349112629507e+00,8.015202124424636310e+00,3.048960047297724518e+00,3.055626903238161329e+00
4.624485541590852122e+00,2.112594114320793537e+01,2.852091978040829368e+00,2.845316626547795824e+00
2.880038250572665603e+00,8.258570057612896420e+00,2.830695806657866687e+00,2.824698503738243271e+00
8.257320534354177788e-01,2.766702881559752214e+01,5.754930550364212749e+00,5.757515961341113986e+00
2.608305666818106516e+01,1.389827280785694263e+01,2.066295112081562024e+00,2.071387155385955747e+00
8.476133495174529742e+00,3.127905435902536979e+01,2.559760820112678026e+00,2.556417417675800330e+00
1.514371296981038206e+01,2.987470040623356748e+00,2.010622004280723463e+00,2.013322640142183761e+00
2.160674155908183014e+00,1.755672233155638651e+01,3.516201721235750366e+00,3.516786497582899962e+00
2.394075534230360702e+01,1.509343657973971631e+01,2.090521683250293972e+00,2.098115428420387563e+00
1.391950630498894803e+01,1.003108138770148550e+01,2.170868207918491777e+00,2.170860615719948150e+00
2.758546185954920915e+01,4.856913396058425647e+00,1.973832236698344511e+00,1.978783473258184822e+00
1.121932789978262957e+00,3.490884464887741512e+00,2.904037007062300724e+00,2.899521417765729581e+00
3.527357726355685230e+00,2.634143583664011601e+01,3.179294772010606174e+00,3.178370377763295895e+00
2.426989378050632418e+00,6.424850324470956942e+00,2.825950835375043990e+00,2.825467313106234890e+00
6.174021796621522284e+00,1.997663203966433709e+00,2.092435545741280656e+00,2.098131085478706748e+00
1.392831360459974466e+00,1.832742734021407571e+01,4.175788170789092923e+00,4.178686235986694975e+00
7.544403918818491928e-01,7.897851249155535491e+00,4.140653706169727499e+00,4.136894940513260011e+00
3.519381802821661687e+00,1.246298184074079529e+01,2.863173925655059016e+00,2.866583764473458640e+00
6.855637218375809638e+00,2.611422569813156969e+01,2.642189010457112186e+00,2.646042166839250420e+00
2.408837485468807493e+00,1.964349727082496244e+01,3.453266484771551514e+00,3.452708256159954470e+00
2.849617087014653904e+01,5.623984154454843676e+00,1.980422353285385517e+00,1.979134041710226555e+00
2.635599686241315354e+00,4.989674305902825679e+00,2.651369253437026785e+00,2.650400237209913801e+00
1.706425710718695088e+00,1.949984721408079835e+01,3.910915552723962296e+00,3.902440590694018052e+00
1.400243095018506168e+01,2.711558578595175106e+01,2.306810725490813230e+00,2.307754440531436302e+00
3.379209061817255666e+00,1.565960485479157960e+01,2.992555180056669872e+00,2.993728069702806138e+00
1.530350000886459005e+00,2.190361747388460500e+01,4.179708293347252912e+00,4.175380650728458320e+00
1.615825202713548459e+00,2.554586320759890228e+01,4.218864900676515539e+00,4.222577131925890903e+00
2.416330052111248250e+01,5.996060589987369127e+00,2.007929701675963852e+00,2.001064866996845826e+00
2.564976589200549739e+01,2.132561212288721109e+01,2.106920763950506092e+00,2.104161699843541289e+00
7.048179393941206961e+00,3.127979036425984205e+01,2.670130619063997734e+00,2.667754523719040094e+00
1.565530851731017803e+00,2.228147255528693549e+01,4.156437995184226963e+00,4.166375544344171900e+00
9.202201927137480197e+00,2.289733480433779533e+01,2.453213198022564434e+00,2.445217277706274839e+00
1.214559875841054737e+00,4.402785041891610796e+00,3.052621386227042155e+00,3.055434537503073589e+00
1.869327065215187211e+00,1.886216455549011073e+01,3.754402049768929661e+00,3.759112666156874560e+00
4.594721469372675671e+00,5.553320375237134954e+00,2.424202753569675295e+00,2.426091381389874790e+00
2.583836304782360038e+00,2.302987418067496250e+01,3.460231986674814131e+00,3.466141026396581282e+00
2.104473806292648241e+00,1.582648837803655084e+01,3.481410970409871020e+00,3.476397281974239029e+00
2.698536882299734430e+01,2.776258444907813150e+00,1.937735865855337636e+00,1.926334572843776627e+00
1.003742530219672968e+00,7.790134431018389094e+00,3.776305009934008972e+00,3.780139099378860390e+00
6.171079145706535485e+00,1.309484240455567594e+01,2.524673196619754201e+00,2.518694055796398601e+00
5.854670043969708582e-01,5.491481998054463354e+00,3.908802075449183899e+00,3.907170076066454278e+00
7.278680877858900722e-01,1.131042326765956574e+01,4.698826333382781328e+00,4.692932103395657251e+00
1.181339330473990534e+00,3.197706385511301974e+01,5.065100482075104438e+00,5.070362191359851778e+00
2.899599750877881377e+01,7.813447230959422285e+00,2.002424377770183561e+00,2.006750128944520650e+00
9.787299648104873739e+00,1.878909174758922518e+01,2.387812009933698576e+00,2.384211691624163798e+00
1.747724721910186219e+01,1.137163522956662565e+00,1.917313076482087153e+00,1.921830535705135512e+00
6.122935123997961249e-01,3.038062438348211813e+01,6.757667162833219443e+00,6.758273549129818036e+00
8.140866651151711153e+00,2.713882171218626382e+01,2.551174169172939710e+00,2.550477225020141070e+00
3.028611766744369493e+00,3.384729459642739968e+00,2.422040789517142745e+00,2.422327872827354511e+00
2.750601380003833363e+00,6.086405107839080841e+00,2.719278450079420484e+00,2.718264703280170558e+00
9.085611287426491600e+00,1.925620670920126898e+01,2.424934153595819541e+00,2.428009179914874416e+00
1.766882754000456135e+00,5.904945523458696499e+00,3.003042681822114979e+00,3.004594419674330386e+00
4.092544932879020436e+00,1.087769250537975552e+01,2.705616126464318150e+00,2.703868790732149030e+00
1.454045492539694173e+00,2.539261664554286213e+01,4.402201891745288975e+00,4.407233170474366801e+00
2.482822325299724575e+00,2.240981308679864625e+01,3.493524220047472539e+00,3.490466841973653533e+00
4.439198955681825431e+00,2.082156503028376449e+01,2.878965939237542848e+00,2.880400607452880291e+00
9.543469874521750551e-01,2.301788440323321971e+00,2.627053736259942873e+00,2.629164513116204471e+00
1.549075126360200283e+00,7.585766451157739176e+00,3.293699972539165799e+00,3.301094007838348610e+00
2.795859160746541505e+00,4.708466830203389186e+00,2.594097255076750930e+00,2.591570048260006143e+00
3.464076014600998121e+00,1.847001691924905131e+01,3.042170278196544952e+00,3.050885690428096986e+00
1.322811800093370316e+01,2.414254235206853139e+01,2.310745258740895203e+00,2.311626083499007223e+00
6.953965844457757228e+00,1.592951845526191690e+01,2.512139578339563251e+00,2.511169693786300172e+00
5.002215751684219391e+00,2.598575254524024913e+01,2.860525452512697964e+00,2.857163088758004843e+00
1.760863933110089974e+01,3.344149224819993993e+00,2.001030083654612213e+00,2.003961550749884690e+00
1.121724317744231314e+00,5.615229206875560486e+00,3.332076263253656911e+00,3.332320939475868826e+00
7.656766154226368748e-01,2.956593385124168805e+00,2.944489863513163108e+00,2.938971817183523960e+00
2.506530449348868039e+00,1.361426429288187201e+01,3.200983957967256543e+00,3.195344522085963312e+00
8.768281726993532033e-01,7.148824722105627139e+00,3.833714741154394368e+00,3.830937145115391740e+00
4.870666370637345644e+00,2.967811434046580032e+01,2.926305331640329133e+00,2.922925301620973304e+00
5.235939412978304119e+00,5.812576201229008532e+00,2.384032546539394559e+00,2.389484058498030805e+00
8.569653047707130877e-01,2.589448440205730151e+01,5.564582845942288358e+00,5.571460537432138871e+00
9.380420569837360389e+00,3.116164634785902443e+00,2.093275658004580375e+00,2.097618456123917952e+00
4.881815732850578016e+00,8.372720086936496386e+00,2.519414178048213326e+00,2.521203522498368432e+00
2.827818924641622989e+00,1.158542637302732636e+01,3.006266310220071958e+00,3.004125119180848902e+00
2.139889593524597444e+01,2.924022596259590401e+01,2.181462251554592502e+00,2.181734667609193767e+00
1.663073796402058591e+01,3.077149191273437623e+01,2.263616307285424512e+00,2.268039842315567434e+00
1.235624751116431996e+00,2.131480072342631971e+01,4.534020433132944561e+00,4.544675294301560697e+00
